step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,987,25.98,3.84,4.10,0.19,17.85,0.58,2.05,0.233,0.294,467172.2,858971.3,3,106,4.51,2.11,1.27,89.2687,2619.50,89325.1,0.0949,5.3086,5462,15.3348,69,49.8464,389497.0
10000,1,862,23.77,2.75,3.09,0.27,17.67,0.41,1.71,0.174,0.235,445480.7,725315.5,5,70,4.29,1.74,1.16,77.2533,2184.01,19177.2,6.9739,6.9252,5461,15.3320,96,45.1281,349975.5
10000,2,419,23.93,1.96,3.04,0.13,18.81,0.35,1.51,0.136,0.114,221517.6,352987.0,5,79,4.46,1.50,1.18,44.2301,1070.24,1020.5,26.3737,9.4736,5461,15.3320,157,11.2912,91391.7
20000,0,927,23.25,2.90,2.94,0.30,17.11,0.36,1.80,0.165,0.247,437454.6,823203.3,6,77,4.20,1.80,1.27,78.3694,2697.45,88893.1,0.0000,3.9834,5462,15.2782,62,53.2395,411893.9
20000,1,788,24.60,3.29,2.88,0.16,18.27,0.40,1.91,0.179,0.221,396833.6,665616.8,7,85,4.37,1.94,1.31,61.8092,1885.17,18978.3,8.5743,6.2805,5461,15.2754,97,44.3707,346420.1
20000,2,445,23.16,2.07,2.46,0.14,18.50,0.30,1.55,0.144,0.119,158934.0,296298.0,7,77,4.29,1.60,1.17,29.5138,979.09,885.5,26.8290,10.1051,5461,15.2754,104,7.0383,61225.1
30000,0,816,24.83,3.75,3.44,0.36,17.28,0.57,2.00,0.208,0.233,441695.8,836352.0,7,72,4.28,2.16,1.24,80.0281,2324.42,89593.1,0.0000,3.6902,5462,15.4720,69,52.0363,418708.5
30000,1,829,28.57,4.69,4.28,0.31,19.29,0.67,2.24,0.250,0.271,416308.3,714196.6,7,102,4.71,2.34,1.37,67.0598,2478.94,18797.5,8.1540,5.8985,5461,15.4692,118,47.3870,370121.1
30000,2,411,25.93,2.96,3.30,0.55,19.13,0.47,1.77,0.148,0.121,158149.2,298695.0,7,67,4.65,1.99,1.31,29.8617,922.29,771.9,26.3628,10.0950,5461,15.4692,136,6.7728,60526.8
40000,0,856,24.44,3.84,3.96,0.24,16.41,0.66,2.01,0.237,0.240,441513.9,824678.6,7,75,4.35,2.17,1.25,81.1680,2865.03,89773.1,0.0000,3.0939,5462,14.3220,61,54.0540,424670.4
40000,1,795,24.58,3.39,3.51,0.38,17.30,0.54,1.87,0.206,0.225,409815.9,704725.2,7,75,4.38,1.92,1.24,66.6700,2291.45,17944.6,9.1335,5.3640,5461,14.3194,68,46.9536,368570.0
40000,2,339,25.52,2.99,3.84,0.37,18.33,0.58,1.74,0.212,0.097,149160.3,266165.1,6,61,4.40,1.79,1.25,26.4391,818.27,603.9,25.8054,9.9239,5461,14.3194,137,5.9049,52672.9
50000,0,862,26.71,4.06,3.99,0.16,18.49,0.62,2.07,0.218,0.263,449032.4,833502.1,5,67,4.66,2.23,1.33,83.7583,2458.85,87939.8,0.0000,3.0548,5462,14.0906,56,55.0938,434024.8
50000,1,833,23.37,3.25,3.20,0.07,16.85,0.52,1.88,0.194,0.224,398034.1,687488.4,7,85,4.39,2.02,1.27,67.2852,2142.70,17579.3,9.2075,5.3169,5461,14.0881,82,44.8646,358598.7
50000,2,376,22.47,1.90,2.65,0.12,17.80,0.38,1.51,0.138,0.096,148586.0,258990.7,6,70,4.39,1.58,1.17,25.7069,941.52,569.5,26.7225,10.2096,5461,14.0881,126,5.5869,49166.3
60000,0,1056,24.34,3.59,3.42,0.12,17.20,0.53,1.94,0.204,0.292,459308.7,858924.1,7,78,4.40,2.20,1.26,88.5718,3261.79,86892.5,0.0000,2.9137,5462,14.0320,26,56.1342,446899.7
60000,1,750,25.06,3.20,3.77,0.15,17.94,0.54,1.84,0.207,0.217,385779.8,673149.9,8,67,4.37,1.97,1.22,66.2706,1956.66,16628.7,10.0439,5.3965,5461,14.0294,65,42.7941,345209.7
60000,2,394,23.56,2.44,2.39,0.16,18.57,0.34,1.63,0.132,0.106,147001.6,259323.7,8,63,4.40,1.67,1.28,25.9465,813.36,812.4,27.2770,10.0518,5461,14.0294,138,5.5499,49195.1
70000,0,1088,22.84,3.21,3.08,0.23,16.32,0.48,1.85,0.185,0.285,456054.2,878664.8,1,85,4.14,2.00,1.28,92.5825,2819.29,85967.3,0.0000,2.8082,5462,14.2987,50,55.2172,445751.2
70000,1,922,23.07,2.94,3.00,0.14,17.00,0.41,1.78,0.149,0.241,395992.2,684034.9,1,83,4.11,1.92,1.23,70.0852,1977.03,16045.9,10.1765,5.2756,5461,14.2961,70,43.8838,357896.8
70000,2,456,21.88,2.42,2.43,0.20,16.82,0.38,1.62,0.138,0.116,149589.8,268308.5,1,81,4.19,1.77,1.20,28.6983,922.00,667.3,26.6232,9.7502,5461,14.2961,72,6.1253,54860.7
80000,0,1123,20.72,2.84,2.64,0.15,15.08,0.39,1.78,0.154,0.265,463584.4,901141.4,4,104,3.82,1.84,1.28,92.1159,2880.62,86242.5,0.0000,2.8425,5462,14.6822,52,55.3671,452955.5
80000,1,968,22.90,3.27,3.17,0.13,16.33,0.42,1.89,0.161,0.254,390091.8,686727.8,4,90,4.06,2.00,1.33,68.7366,1897.24,16089.2,9.4241,5.0891,5461,14.6795,69,43.6223,352984.1
80000,2,458,19.47,1.96,2.35,0.03,15.14,0.35,1.49,0.124,0.103,152519.5,283554.0,3,69,3.65,1.55,1.17,29.1925,814.60,635.5,27.7308,9.7628,5461,14.6795,68,6.5244,57709.1
