step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
10000,2639,1.847,0.546,7.63,193001,185468,72,6,6321,2643,1092624.4,1171843.1,0.133,0.444,0.263,0.160,88,15.20,8.98,0.29,2.00,0.14,1.14,0.42,2.00,14.35,8.01,0.00,0.00,0.005,0.036,714,0.083,0.025,0.956,0.000,0.019,373565,344558,10,0.496,0.341,0.111,5190305,0.172,1.805,0.039,19.48,121165,44,443.376,0.833,0.565,10506407,1.06,9.78,0.003,0.002,0.000,6,13,26,64,40118,0.153,0.00,0.0029,0.027,316,0.819,0.000,0.793,0.505,4.24,6.83,5.03,0.00,0.003,1.04,1.09,1.07,0.819,0.00156,2.10,175.3890,4528.55,102691.1,140220.0,39.103,76.5984,178.148,729.234,0.998,0.292,52.9,56.311,158.741,556,2117.3,37.20,32.824,103.164,1815.7,81.706,0.135,2.00,8.6615,22857.7,0.7992,0.2320
20000,3032,1.785,0.487,8.30,214684,204913,107,1,9270,363,986083.7,1188639.1,0.076,0.539,0.222,0.164,105,13.75,8.02,0.27,1.54,0.03,0.54,0.11,0.88,13.34,7.62,0.00,0.00,0.002,0.039,842,0.018,0.018,0.957,0.000,0.025,394441,368734,9,0.427,0.261,0.036,2186599,0.177,1.568,0.032,21.00,123069,0,3274.488,1.000,0.583,17682071,1.06,10.39,0.003,0.000,0.000,6,12,23,64,41676,0.159,0.00,0.0024,0.021,439,0.856,0.000,0.806,0.473,5.09,7.02,7.15,0.00,0.001,1.04,1.09,1.06,0.856,0.00128,4.67,168.1128,4485.03,97657.4,140218.6,40.417,61.0085,181.809,545.084,0.970,0.282,57.2,57.238,152.579,346,1153.5,31.72,12.534,97.748,1770.1,82.165,0.134,2.00,9.3262,28277.0,0.9434,0.3127
30000,3013,1.803,0.461,8.12,195157,186057,163,0,8956,145,971009.9,1175661.1,0.068,0.573,0.128,0.231,100,13.73,7.26,0.22,1.60,0.10,0.91,0.11,0.74,13.29,6.89,0.00,0.04,0.005,0.042,806,0.025,0.017,0.964,0.000,0.019,390652,374755,10,0.432,0.159,0.045,1351963,0.176,1.484,0.029,20.30,121426,0,8108.008,0.000,0.601,21082701,1.05,10.58,0.000,0.000,0.000,6,12,23,64,41366,0.158,0.00,0.0024,0.015,476,0.887,0.000,0.761,0.513,5.38,7.36,7.29,0.00,0.001,1.04,1.06,1.05,0.887,0.00107,5.46,167.2617,4374.04,95215.9,140217.1,40.245,62.0697,178.630,523.523,0.962,0.278,56.6,55.825,150.645,366,1126.1,29.49,10.850,97.843,1433.7,81.379,0.134,2.00,10.3330,31133.5,1.0469,0.3961
40000,3137,1.797,0.482,8.26,193072,184967,153,0,7828,163,976587.9,1216167.9,0.070,0.601,0.128,0.201,97,13.49,7.15,0.20,1.40,0.04,0.43,0.15,1.00,13.10,6.87,0.00,0.04,0.003,0.037,804,0.064,0.013,0.968,0.000,0.018,396623,380891,10,0.383,0.157,0.051,1480158,0.161,1.587,0.031,21.22,118739,0,7461.153,0.000,0.592,22933841,1.04,11.27,0.002,0.001,0.000,7,12,22,64,42312,0.161,0.00,0.0024,0.013,472,0.891,0.000,0.750,0.525,5.64,7.41,7.42,0.00,0.001,1.03,1.06,1.05,0.891,0.00104,6.60,171.6633,4448.90,93314.4,140215.8,38.339,61.5636,182.946,499.897,0.974,0.273,58.5,57.146,148.565,403,1263.9,44.65,10.361,97.681,1604.5,81.283,0.135,2.00,10.3476,32460.5,1.0208,0.6124
50000,3048,1.764,0.469,7.42,193402,184494,215,0,8782,79,970987.8,1229332.5,0.093,0.580,0.119,0.208,96,13.36,7.36,0.15,1.39,0.06,1.14,0.15,1.21,13.00,6.76,0.00,0.00,0.003,0.040,660,0.088,0.012,0.971,0.000,0.017,399133,385147,4,0.540,0.179,0.048,1435155,0.175,1.571,0.029,20.79,113453,0,15561.171,0.000,0.610,22622283,1.04,11.77,0.002,0.000,0.000,7,12,21,64,40717,0.155,0.00,0.0025,0.017,519,0.895,0.000,0.737,0.527,5.79,7.48,7.54,0.00,0.000,1.03,1.04,1.04,0.895,0.00095,6.39,172.4553,4263.93,91502.0,140214.0,39.532,60.5814,183.809,514.627,0.966,0.266,56.7,57.153,149.672,350,1067.9,36.34,10.450,97.127,1691.2,81.132,0.135,2.00,11.4083,34772.6,1.1216,0.3640
60000,3201,1.726,0.458,7.25,189414,179557,321,0,9383,74,968767.8,1235051.2,0.082,0.592,0.114,0.212,98,12.44,6.88,0.10,1.03,0.04,0.55,0.14,0.82,12.17,6.71,0.00,0.00,0.003,0.048,618,0.119,0.007,0.974,0.000,0.019,403502,390974,7,0.425,0.063,0.049,1783608,0.180,1.623,0.027,20.80,111642,0,16689.882,0.000,0.639,22877274,1.02,12.89,0.002,0.000,0.000,6,12,20,64,39823,0.152,0.00,0.0025,0.014,517,0.894,0.000,0.724,0.541,5.67,7.37,7.25,0.00,0.000,1.02,1.03,1.02,0.894,0.00090,7.23,173.5684,4442.26,90822.2,140212.1,38.924,60.8992,182.418,507.518,0.973,0.268,57.2,56.724,148.532,299,874.0,51.32,9.815,96.896,1533.0,80.855,0.134,2.00,11.0947,35514.0,1.1908,0.3026
70000,3354,1.746,0.446,6.57,199425,188822,238,0,10212,85,981141.9,1271800.2,0.066,0.591,0.116,0.227,99,12.88,6.41,0.06,0.66,0.05,1.13,0.10,0.60,12.67,6.16,0.00,0.02,0.002,0.027,581,0.153,0.009,0.979,0.001,0.012,408814,395193,6,0.840,0.059,0.058,1698039,0.175,1.652,0.026,21.14,110649,0,14962.356,0.000,0.640,24032379,1.02,12.29,0.000,0.000,0.000,6,12,19,64,43195,0.165,0.00,0.0023,0.015,548,0.895,0.000,0.726,0.524,5.97,7.77,7.64,0.00,0.001,1.01,1.01,1.02,0.895,0.00088,7.62,177.6896,4140.82,92466.5,140210.0,37.624,59.6724,190.066,514.925,0.969,0.269,61.6,59.086,148.162,315,888.5,36.31,9.670,97.449,1686.5,82.143,0.134,2.00,10.0328,33649.9,1.0259,0.6662
80000,3323,1.781,0.453,6.31,196804,185602,252,0,10981,72,985940.0,1292546.5,0.048,0.595,0.105,0.252,102,13.14,6.56,0.08,0.96,0.01,0.39,0.09,1.09,12.95,6.26,0.00,0.00,0.001,0.013,543,0.297,0.010,0.978,0.000,0.012,410060,395691,5,0.382,0.534,0.029,1313001,0.169,1.479,0.028,21.54,107002,0,17952.035,0.000,0.638,24005391,1.02,12.74,0.001,0.000,0.000,8,12,20,64,43660,0.167,0.00,0.0023,0.017,542,0.889,0.000,0.698,0.532,6.13,7.76,7.71,0.00,0.000,1.01,1.03,1.02,0.889,0.00096,8.58,179.4097,4501.34,89562.3,140207.7,36.886,58.1909,192.261,512.575,0.980,0.263,61.1,59.897,146.377,308,893.2,30.59,9.005,96.842,1386.1,82.216,0.135,2.00,10.9464,36375.0,1.0822,0.3687
90000,3314,1.749,0.421,6.01,197378,185282,369,0,11736,16,980288.4,1307256.8,0.049,0.653,0.101,0.197,105,12.84,5.85,0.05,0.80,0.01,0.27,0.12,1.13,12.67,5.58,0.00,0.00,0.001,0.022,438,0.369,0.010,0.976,0.000,0.014,412765,400287,3,0.642,0.336,0.033,872469,0.182,1.497,0.024,22.10,98066,0,81703.547,0.000,0.637,27186656,1.01,13.01,0.000,0.000,0.000,6,12,19,64,42551,0.162,0.00,0.0023,0.015,541,0.897,0.000,0.637,0.533,5.96,7.56,7.51,0.00,0.000,1.01,1.01,1.01,0.897,0.00099,9.14,179.8566,4076.50,87384.0,140204.9,36.881,57.1801,193.812,518.602,0.975,0.258,60.7,60.419,145.423,314,837.7,35.91,9.171,95.714,1317.6,81.000,0.135,2.00,11.8349,39220.7,1.2226,0.4083
100000,3228,1.812,0.435,5.66,192999,180573,388,0,12124,22,980457.0,1321104.5,0.051,0.673,0.103,0.173,104,13.80,7.11,0.07,0.90,0.01,0.28,0.12,1.55,13.60,6.74,0.00,0.00,0.000,0.009,426,0.424,0.008,0.977,0.000,0.015,427320,414908,3,0.616,0.061,0.022,916688,0.185,1.489,0.025,21.58,102360,0,60050.205,0.000,0.669,27376489,1.01,12.55,0.002,0.000,0.000,8,12,20,64,44557,0.170,0.00,0.0022,0.016,525,0.897,0.000,0.651,0.559,6.13,7.71,7.54,0.00,0.000,1.01,1.02,1.01,0.897,0.00104,8.66,181.7843,4361.97,89881.1,140202.0,37.812,58.2301,190.167,514.124,0.958,0.266,61.3,59.386,145.722,250,684.7,35.33,8.849,95.786,1427.3,81.223,0.135,2.00,11.2753,36396.6,1.0719,0.2266
