step,event,lineage,other,size
5000,birth,1,0,22
5000,birth,2,0,166
7000,split,25,2,71
8000,split,29,2,305
8000,birth,34,0,8
8000,split,35,25,192
8000,split,36,2,34
8000,extinct,25,0,71
9000,extinct,36,0,34
10000,split,51,2,24
10000,split,52,2,13
11000,extinct,51,0,24
12000,split,72,36,5
12000,extinct,34,0,5
13000,split,73,35,20
13000,extinct,72,0,5
15000,split,87,35,12
15000,extinct,52,0,20
16000,extinct,1,0,11
16000,extinct,73,0,8
17000,extinct,87,0,12
18000,extinct,35,0,5
25000,split,117,2,12
30000,extinct,117,0,30
37000,extinct,29,0,544
41000,split,135,2,465
42000,split,138,135,34
46000,extinct,138,0,21
54000,extinct,135,0,26
87000,split,162,2,43
87000,split,164,2,25
88000,merge,162,2,43
88000,extinct,164,0,25
94000,split,169,2,5
95000,extinct,169,0,5
111000,split,181,2,30
112000,extinct,181,0,30
128000,split,191,2,12
129000,extinct,191,0,12
145000,split,202,2,87
147000,extinct,202,0,10
170000,split,219,2,9
172000,extinct,219,0,14
174000,split,224,219,20
175000,extinct,224,0,20
