step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat
100000,17,64,10,2,0,5,2,3.88,0,0.118,1927,2.57,248.14,142.18,999,0,0,2,3.75,3.50,4.12,4,8,8,12.7,103.431
100000,12,64,8,0,0,4,0,4.36,10,0.000,1608,1.66,192.43,34.60,999,1,1,0,3.00,2.50,8.67,3,3,8,26.1,75.314
100000,18,34,6,0,0,12,0,3.21,8,0.000,1587,0.85,246.26,109.51,1157,0,0,0,2.00,3.00,4.20,3,5,7,24.0,89.535
100000,3,16,1,0,0,2,0,1.80,22,0.000,1544,1.18,67.14,51.70,1071,0,0,0,1.67,1.67,2.00,1,2,3,16.1,37.220
100000,12,16,0,0,0,12,0,1.00,16,0.000,1443,2.02,190.63,60.45,1071,0,1,0,1.00,1.00,1.00,4,4,4,18.8,73.153
100000,16,64,7,0,0,9,0,2.68,10,0.000,1422,2.47,115.16,69.95,999,0,0,0,2.75,1.50,4.17,3,3,8,18.1,83.111
100000,19,37,0,0,0,19,0,1.00,12,0.000,1359,2.53,180.99,77.94,1080,0,0,0,1.00,1.00,1.00,3,5,5,13.0,89.216
100000,9,11,0,0,0,9,0,1.00,18,0.000,1318,2.23,132.88,74.54,1130,0,0,0,1.00,1.00,1.00,2,2,5,13.6,56.014
100000,19,64,9,0,0,10,0,4.08,8,0.000,1269,3.29,148.01,103.86,999,0,0,0,3.38,1.88,7.00,5,4,8,12.7,79.234
100000,12,16,1,0,0,11,0,1.44,14,0.000,1132,3.06,96.61,70.78,1071,0,0,0,1.50,1.50,1.40,4,5,4,18.2,58.983
100000,30,64,8,0,0,22,0,3.54,6,0.000,1126,2.53,60.26,157.73,999,0,0,0,3.00,1.50,5.60,6,5,8,13.9,94.350
100000,3,9,0,0,0,3,0,1.00,24,0.000,1089,2.18,28.19,68.70,1151,0,0,0,1.00,1.00,1.00,1,1,3,16.0,19.822
100000,14,14,1,0,0,13,0,1.30,12,0.000,1070,0.33,45.08,64.42,1157,1,1,0,1.00,1.33,1.50,3,4,6,25.7,60.989
100000,8,9,0,0,0,8,0,1.00,16,0.000,1052,2.39,64.04,59.18,1151,0,0,0,1.00,1.00,1.00,3,2,6,13.7,46.536
100000,10,16,1,0,0,9,0,1.44,14,0.000,1039,2.74,44.58,76.37,1071,0,0,0,1.50,1.50,1.40,4,5,4,17.5,45.177
100000,17,64,3,0,0,14,0,2.09,10,0.000,1039,0.79,141.10,250.89,999,0,0,0,1.75,1.25,3.67,4,3,8,21.4,50.186
100000,16,16,1,0,0,15,0,1.33,14,0.000,1030,3.57,90.65,61.85,1071,0,0,0,1.00,1.50,1.40,4,5,4,14.8,62.623
100000,47,64,8,6,0,33,2,3.00,0,0.128,1010,3.60,373.16,190.49,999,0,0,2,3.00,1.25,3.88,6,8,8,19.2,116.087
100000,13,64,10,0,0,3,0,5.40,12,0.000,1007,2.75,77.31,80.80,999,0,2,0,3.75,3.00,13.50,3,2,8,21.7,48.144
100000,3,14,0,0,0,3,0,1.00,24,0.000,914,1.44,89.72,80.47,1159,1,1,0,1.00,1.00,1.00,1,1,3,30.3,20.104
100000,9,64,8,0,0,1,0,4.80,12,0.000,911,0.86,63.53,66.32,999,1,1,0,3.00,2.75,12.50,4,3,8,26.0,26.610
100000,38,64,8,6,0,24,2,2.94,0,0.158,907,4.28,139.48,87.88,999,0,0,2,3.00,1.00,3.88,6,8,8,16.7,84.796
100000,7,14,0,0,0,7,0,1.00,20,0.000,904,2.50,97.88,72.50,1159,1,1,0,1.00,1.00,1.00,4,4,2,30.0,33.154
100000,16,64,12,0,0,4,0,6.20,12,0.000,897,3.16,175.12,74.48,1160,1,1,0,4.50,3.50,15.00,6,2,8,27.5,41.775
100000,4,27,2,0,0,2,0,2.30,22,0.000,897,0.69,110.63,60.98,659,0,0,0,2.33,2.33,2.25,3,2,5,22.0,15.633
100000,5,26,4,0,0,1,0,4.50,22,0.000,855,0.93,33.81,51.66,1147,1,2,0,3.50,6.00,4.33,1,3,2,33.1,19.646
100000,17,17,0,0,0,17,0,1.00,10,0.000,837,2.61,122.89,55.41,1146,0,0,0,1.00,1.00,1.00,5,3,8,20.0,52.479
100000,48,64,10,8,0,30,2,3.56,0,0.167,806,5.75,169.84,40.05,999,0,0,2,3.75,2.25,4.12,6,8,8,20.8,96.218
100000,2,24,0,0,0,2,0,1.00,26,0.000,785,0.92,81.88,19.66,1150,1,0,0,1.00,1.00,1.00,1,1,2,25.7,9.821
100000,6,10,0,0,0,6,0,1.00,20,0.000,784,1.33,55.54,66.56,1071,1,1,0,1.00,1.00,1.00,2,3,3,31.4,28.219
100000,6,14,0,0,0,6,0,1.00,20,0.000,775,1.49,75.19,76.09,1159,1,1,0,1.00,1.00,1.00,2,3,3,30.0,23.101
100000,6,14,0,0,0,6,0,1.00,18,0.000,775,1.01,47.59,35.63,1157,0,0,0,1.00,1.00,1.00,2,3,4,23.2,26.235
100000,16,64,12,0,0,4,0,6.20,12,0.000,761,2.67,150.55,73.79,999,0,0,0,4.50,3.50,15.00,3,2,8,12.8,37.982
100000,9,64,6,0,0,3,0,3.80,12,0.000,733,1.36,114.25,71.63,999,0,1,0,3.00,2.67,5.25,4,4,6,25.2,20.551
100000,40,64,8,22,0,10,5,2.50,2,0.550,728,1.90,142.22,39.21,999,1,2,5,3.12,1.88,2.50,6,7,8,25.9,75.853
100000,7,64,3,0,0,4,0,2.62,16,0.000,724,2.11,78.43,54.72,999,1,1,0,3.00,2.33,2.60,2,5,3,26.7,22.065
100000,16,64,12,0,0,4,0,6.20,12,0.000,701,2.61,27.90,48.33,999,0,0,0,4.50,3.50,15.00,4,2,8,18.1,41.281
100000,25,64,10,0,0,15,0,4.50,8,0.000,671,3.64,156.45,144.52,999,0,0,0,3.75,2.50,7.25,3,4,8,25.0,45.613
100000,40,64,9,3,0,28,0,2.75,4,0.075,661,5.54,119.64,82.11,1123,0,0,2,2.17,3.50,2.69,4,8,6,19.9,66.496
100000,16,26,0,0,0,16,0,1.00,8,0.000,659,3.02,40.35,48.01,1117,0,1,0,1.00,1.00,1.00,4,4,8,24.5,39.341
100000,8,9,0,0,0,8,0,1.00,20,0.000,645,1.64,65.87,22.16,1071,1,1,0,1.00,1.00,1.00,2,3,3,31.4,28.450
100000,2,15,0,0,0,2,0,1.00,26,0.000,638,1.04,28.86,46.55,1071,1,0,0,1.00,1.00,1.00,1,1,2,31.5,6.883
100000,2,9,0,0,0,2,0,1.00,26,0.000,632,1.51,31.04,18.92,1157,0,0,0,1.00,1.00,1.00,1,2,1,12.3,11.771
100000,4,27,1,0,0,3,0,1.60,22,0.000,626,0.46,19.88,49.88,659,0,0,0,1.00,2.00,1.67,2,4,2,15.1,10.175
100000,19,21,0,0,0,19,0,1.00,14,0.000,624,2.86,24.45,49.41,1071,0,0,0,1.00,1.00,1.00,4,4,5,24.4,40.499
100000,17,17,0,1,2,14,0,1.00,10,0.059,621,2.59,30.50,34.07,1071,2,2,0,1.00,1.00,1.00,3,4,7,63.4,38.937
100000,14,27,1,0,0,13,0,1.30,12,0.000,617,2.28,31.83,37.92,1146,0,0,0,1.00,1.33,1.50,6,4,6,20.4,32.815
100000,12,38,0,0,0,12,0,1.00,10,0.000,611,2.67,39.25,57.65,1158,1,1,0,1.00,1.00,1.00,2,3,8,34.7,23.324
100000,21,23,0,0,0,21,0,1.00,8,0.000,604,2.51,27.69,49.82,1162,2,2,0,1.00,1.00,1.00,4,5,7,65.4,41.533
100000,17,64,8,0,0,9,0,4.09,10,0.000,602,3.19,55.73,59.16,999,1,0,0,3.00,1.75,8.67,2,3,8,25.6,28.509
100000,18,64,8,2,0,8,1,3.64,4,0.111,602,2.64,91.50,185.35,999,0,0,1,3.00,2.50,4.83,3,6,8,21.3,33.393
100000,13,18,0,0,0,13,0,1.00,14,0.000,594,2.28,57.09,52.66,1071,0,0,0,1.00,1.00,1.00,3,6,3,12.1,28.246
100000,16,64,4,0,0,12,0,2.78,14,0.000,592,3.35,33.81,113.41,999,0,0,0,3.00,1.50,3.20,2,5,4,12.8,28.426
100000,16,64,8,0,0,8,0,4.18,10,0.000,592,2.22,89.00,137.73,999,1,1,0,3.00,2.00,8.67,5,3,8,32.5,23.543
100000,21,64,10,2,0,9,1,4.73,10,0.095,588,2.62,99.28,58.96,999,0,0,1,3.75,2.25,9.33,6,3,8,24.5,35.368
100000,10,64,8,0,0,2,0,4.45,10,0.000,585,0.99,71.36,101.32,999,0,0,0,3.00,2.75,8.67,2,3,8,24.9,19.495
100000,34,64,10,5,0,19,3,3.25,0,0.147,581,2.90,93.79,98.13,999,0,2,3,3.75,1.00,4.12,8,8,8,22.5,50.251
100000,17,18,1,0,0,16,0,1.27,10,0.000,578,1.58,14.83,67.56,1130,1,1,0,1.00,1.29,1.50,3,4,7,36.1,35.690
100000,7,10,0,0,0,7,0,1.00,20,0.000,575,1.31,0.75,27.23,1071,1,1,0,1.00,1.00,1.00,2,2,4,30.0,23.692
100000,3,7,0,0,0,3,0,1.00,24,0.000,572,0.77,1.24,47.43,1071,1,1,0,1.00,1.00,1.00,1,2,2,32.2,11.199
100000,15,64,8,0,0,7,0,4.20,12,0.000,564,2.45,71.91,89.01,999,0,0,0,3.00,1.25,12.50,2,2,8,20.5,27.909
100000,10,16,1,0,0,9,0,1.33,14,0.000,562,1.47,51.96,30.86,1071,1,1,0,1.00,1.50,1.40,3,5,4,31.9,24.908
100000,34,34,3,0,0,31,0,1.50,4,0.000,559,4.73,69.56,32.84,1080,0,0,0,1.00,1.88,1.58,5,6,8,13.5,53.105
100000,6,14,0,0,0,6,0,1.00,20,0.000,558,1.41,31.91,17.22,1030,1,1,0,1.00,1.00,1.00,2,3,3,33.7,18.932
100000,62,64,8,22,0,32,3,2.94,0,0.355,553,5.71,137.17,121.58,999,1,0,3,3.00,1.00,3.88,6,8,8,29.7,81.546
100000,13,17,0,0,0,13,0,1.00,14,0.000,552,3.30,28.43,32.54,1152,0,0,0,1.00,1.00,1.00,4,3,6,19.3,30.311
100000,4,12,0,0,0,4,0,1.00,22,0.000,545,1.72,33.64,7.18,1071,1,1,0,1.00,1.00,1.00,2,1,4,26.3,17.593
100000,4,7,0,0,0,4,0,1.00,24,0.000,544,2.18,15.73,33.35,1150,0,0,0,1.00,1.00,1.00,4,2,2,24.8,15.523
100000,15,64,7,0,0,8,0,2.95,12,0.000,529,1.29,51.45,69.55,999,0,0,0,3.00,1.86,4.17,3,3,8,21.1,25.753
100000,14,16,0,0,0,14,0,1.00,10,0.000,524,0.94,24.10,40.53,1140,2,2,0,1.00,1.00,1.00,4,3,8,43.1,27.983
100000,4,64,0,0,0,4,0,1.00,24,0.000,523,1.96,34.98,31.87,999,1,2,0,1.00,1.00,1.00,1,2,2,26.4,10.922
100000,13,26,1,0,0,12,0,1.33,14,0.000,523,2.43,52.48,42.68,1149,1,0,0,1.00,1.40,1.50,4,4,5,28.1,24.989
100000,37,64,12,11,0,14,4,4.09,0,0.297,520,2.91,84.54,128.16,1160,0,1,4,4.50,2.88,4.50,7,8,8,25.5,48.156
100000,21,27,0,0,0,21,0,1.00,8,0.000,517,1.86,40.94,94.93,1157,0,0,0,1.00,1.00,1.00,2,4,8,6.6,34.882
100000,8,21,0,0,0,8,0,1.00,20,0.000,516,1.63,17.68,16.61,1099,1,0,0,1.00,1.00,1.00,2,2,4,34.4,20.497
100000,16,16,1,0,0,15,0,1.33,14,0.000,514,2.49,54.08,30.82,1071,0,0,0,1.00,1.50,1.40,3,5,4,19.2,31.251
100000,5,16,0,0,0,5,0,1.00,22,0.000,504,1.56,20.57,27.91,1030,0,0,0,1.00,1.00,1.00,2,3,2,21.0,17.147
100000,23,64,10,0,0,13,0,4.50,10,0.000,500,2.71,49.68,61.98,1068,0,2,0,3.75,1.62,9.33,6,3,8,23.9,35.267
100000,9,9,1,0,0,8,0,1.43,18,0.000,497,0.35,18.62,27.93,1071,0,0,0,1.00,1.67,1.50,2,5,3,15.6,23.608
100000,14,21,0,0,0,14,0,1.00,16,0.000,496,2.63,14.21,46.14,1071,0,1,0,1.00,1.00,1.00,2,5,3,25.4,27.245
100000,14,22,0,0,0,14,0,1.00,14,0.000,494,2.52,24.64,53.37,1157,1,1,0,1.00,1.00,1.00,2,5,4,26.0,25.661
100000,10,10,0,0,0,10,0,1.00,18,0.000,493,0.65,16.68,29.52,1161,2,1,0,1.00,1.00,1.00,2,3,4,38.6,24.354
100000,2,11,0,0,0,2,0,1.00,24,0.000,491,0.36,25.14,23.14,1157,1,1,0,1.00,1.00,1.00,1,2,2,32.1,5.852
100000,17,64,5,0,0,12,0,2.92,8,0.000,490,2.78,57.33,33.13,999,1,1,0,2.25,2.00,4.50,5,5,8,29.8,24.873
100000,17,64,10,0,0,7,0,4.67,8,0.000,483,2.53,141.96,75.64,999,0,0,0,3.75,3.00,7.25,4,4,8,19.9,22.889
100000,5,16,1,0,0,4,0,1.57,18,0.000,482,2.15,41.02,24.03,1071,0,0,0,2.00,2.00,1.40,2,5,2,10.5,11.474
100000,32,64,8,0,0,24,0,3.58,8,0.000,482,2.29,7.01,59.32,999,0,0,0,3.00,1.00,6.75,6,4,8,13.0,43.664
100000,4,5,0,0,0,4,0,1.00,24,0.000,478,0.94,25.73,15.18,1151,0,0,0,1.00,1.00,1.00,2,2,2,13.9,16.176
100000,17,18,0,0,0,17,0,1.00,12,0.000,472,1.28,39.55,35.45,1071,0,0,0,1.00,1.00,1.00,4,5,5,15.0,29.512
100000,42,64,8,4,0,30,2,3.06,0,0.095,471,3.80,79.55,181.16,999,1,1,2,3.00,1.50,3.88,5,8,8,34.0,47.908
100000,29,64,10,0,0,19,0,4.00,8,0.000,471,3.56,76.88,138.00,999,0,0,0,3.75,1.00,7.25,3,4,8,13.1,37.677
100000,32,64,16,0,0,16,0,5.42,8,0.000,466,4.04,125.84,76.57,999,1,1,0,6.00,1.00,9.25,6,4,8,28.2,37.673
100000,27,64,8,2,0,17,2,3.19,0,0.074,465,4.11,129.69,121.08,999,0,1,2,3.00,2.00,3.88,4,8,8,23.2,32.623
100000,10,14,1,0,0,9,0,1.38,16,0.000,460,0.67,10.46,30.99,1157,1,1,0,1.00,1.50,1.50,2,4,4,29.5,20.815
100000,7,24,3,0,0,4,0,2.86,18,0.000,458,1.15,30.31,19.95,1146,0,0,0,2.67,3.33,2.75,4,5,3,22.8,12.774
100000,43,64,7,6,0,30,1,3.00,4,0.140,458,3.98,75.46,76.13,999,0,1,1,3.00,1.29,3.86,9,7,7,24.1,49.882
100000,48,64,12,14,0,22,3,3.80,2,0.292,457,3.38,144.88,79.70,1160,1,1,3,4.50,1.00,5.00,6,7,8,28.8,53.256
100000,9,9,0,0,0,9,0,1.00,16,0.000,457,2.32,21.19,47.57,1151,0,0,0,1.00,1.00,1.00,2,2,6,12.7,21.708
100000,24,64,10,0,0,14,0,4.42,8,0.000,452,4.34,27.40,55.39,1068,1,1,0,3.75,2.25,7.25,4,4,8,28.2,31.602
100000,20,64,14,0,0,6,0,5.79,8,0.000,452,3.06,35.52,41.88,1068,1,1,0,5.25,3.62,8.50,3,4,8,29.4,26.580
100000,8,20,0,0,0,8,0,1.00,16,0.000,452,2.46,29.45,40.06,1157,1,1,0,1.00,1.00,1.00,5,2,6,28.2,18.903
100000,64,64,8,16,0,40,2,2.94,0,0.250,450,5.99,106.61,167.92,999,0,0,2,3.00,1.00,3.88,9,8,8,12.0,68.400
100000,8,29,2,0,0,6,0,2.14,18,0.000,446,1.55,22.72,37.28,1130,1,1,0,1.67,2.33,2.25,2,4,3,29.2,12.632
100000,12,17,0,0,0,12,0,1.00,16,0.000,445,1.29,30.43,28.14,1071,1,1,0,1.00,1.00,1.00,2,3,5,35.8,21.544
100000,2,8,0,0,0,2,0,1.00,26,0.000,444,0.74,13.41,19.88,1151,0,0,0,1.00,1.00,1.00,2,1,2,11.8,7.363
100000,32,64,2,0,0,30,0,1.27,2,0.000,440,1.01,33.56,43.14,1068,0,1,0,1.50,1.00,1.29,4,7,8,22.1,37.965
100000,7,14,1,0,0,6,0,1.57,18,0.000,439,1.08,6.31,26.92,1157,2,2,0,1.50,1.50,1.67,3,4,4,42.5,16.277
100000,2,28,0,0,0,2,0,1.00,26,0.000,436,0.87,17.13,21.77,1123,0,0,0,1.00,1.00,1.00,2,2,1,15.5,4.820
