step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
10000,1243,1.827,0.394,9.86,97985,91963,39,2,6158,2591,978256.8,283353.1,0.135,0.589,0.144,0.132,150,16.45,11.66,0.24,1.61,0.76,3.66,0.80,3.89,14.65,9.01,0.00,0.00,0.023,0.099,266,0.107,0.100,0.871,0.001,0.028,192527,186276,7,0.438,0.224,0.061,1848966,0.186,1.874,0.029,16.34,63840,37,109.361,1.000,0.197,4317835,1.06,10.61,0.009,0.001,0.000,6,13,32,64,20452,0.078,0.00,0.0054,0.052,184,0.637,0.000,0.635,0.514,3.87,3.80,7.09,0.01,0.002,1.03,1.09,1.05,0.637,0.00455,2.41,45.8155,1133.96,128288.1,139700.5,35.483,57.5255,89.673,754.579,0.987,0.409,76.7,81.255,154.581,437,2030.5,47.84,30.818,109.615,2707.0,69.128,0.133,2.00,1.7643,2193.0,0.3016,0.0837
20000,1517,1.636,0.299,8.62,160240,143347,77,0,16542,209,977571.4,268919.3,0.058,0.596,0.187,0.159,204,12.94,7.42,0.27,1.85,0.37,1.95,0.26,2.01,12.04,6.71,0.00,0.00,0.022,0.115,215,0.170,0.099,0.871,0.001,0.030,255758,246520,2,0.481,0.044,0.021,433267,0.183,1.626,0.021,26.64,83161,0,1286.695,0.000,0.233,6965271,1.10,12.17,0.003,0.000,0.000,6,11,21,64,19624,0.075,0.00,0.0054,0.062,215,0.556,0.000,0.715,0.410,3.56,2.96,7.39,0.00,0.001,1.07,1.11,1.11,0.557,0.00354,7.67,38.3429,1001.80,129972.6,139701.0,36.918,32.3966,96.109,675.535,0.978,0.411,84.4,87.027,137.458,266,1186.9,41.47,8.729,92.617,2133.0,71.643,0.134,2.00,1.2375,1877.3,0.2844,0.1318
30000,1525,1.661,0.350,7.18,152476,138683,94,0,13691,83,943712.9,256783.5,0.062,0.586,0.146,0.205,205,13.07,9.03,0.29,2.01,0.19,2.17,0.46,3.10,12.12,7.35,0.00,0.00,0.009,0.083,177,0.386,0.108,0.861,0.000,0.031,245430,239133,2,0.572,0.010,0.039,726397,0.210,1.800,0.025,26.83,63046,0,3093.777,0.000,0.228,6939101,1.07,12.22,0.004,0.000,0.000,6,10,20,64,19929,0.076,0.00,0.0051,0.055,235,0.558,0.000,0.683,0.415,3.53,2.73,7.54,0.00,0.003,1.03,1.10,1.08,0.558,0.00318,8.49,36.0792,1116.57,128625.2,139702.0,38.005,32.6965,93.376,677.362,0.993,0.410,83.5,84.517,135.608,375,1663.6,48.66,7.722,90.515,2494.8,68.095,0.136,2.00,1.5229,2322.5,0.3085,0.0795
40000,1526,1.665,0.356,6.98,160047,142694,166,1,17185,122,922197.4,265567.6,0.060,0.592,0.140,0.208,203,13.39,9.90,0.21,1.77,0.32,2.04,0.67,4.38,12.19,7.21,0.00,0.00,0.013,0.087,140,0.553,0.105,0.863,0.000,0.032,260667,257023,1,0.663,0.337,0.052,681187,0.200,1.816,0.026,21.67,55308,77,2176.784,0.000,0.209,7448473,1.05,11.81,0.009,0.001,0.000,8,10,26,64,20438,0.078,0.00,0.0050,0.052,313,0.614,0.000,0.689,0.414,3.57,2.82,7.50,0.02,0.004,1.02,1.07,1.06,0.614,0.00278,5.98,37.5112,1067.21,128107.3,139702.2,41.323,34.5340,90.590,735.129,0.982,0.406,84.3,81.949,143.647,399,1758.1,38.97,8.347,94.869,2494.2,71.216,0.135,2.00,1.7879,2728.3,0.3305,0.0949
50000,1657,1.672,0.297,7.07,165676,146513,202,0,18830,169,913926.1,259818.4,0.052,0.587,0.132,0.229,208,13.00,9.06,0.26,2.10,0.16,1.57,0.44,2.88,12.14,7.31,0.00,0.00,0.005,0.042,145,0.610,0.087,0.883,0.000,0.030,261959,256789,2,0.873,0.006,0.046,603085,0.198,1.694,0.020,23.17,47030,0,1537.387,0.000,0.238,7547171,1.07,11.68,0.010,0.002,0.000,8,10,22,64,21536,0.082,0.00,0.0045,0.041,276,0.596,0.000,0.665,0.398,3.54,2.59,7.75,0.00,0.000,1.02,1.08,1.10,0.596,0.00264,6.94,35.9326,1076.83,128970.6,139702.9,41.803,32.8675,90.988,713.313,0.997,0.401,90.0,82.320,140.876,291,1192.9,44.63,7.827,91.931,2131.1,68.984,0.135,2.00,1.5512,2570.4,0.3051,0.0679
60000,1577,1.637,0.316,7.05,165698,144390,216,0,21172,57,910318.3,266734.8,0.038,0.586,0.151,0.225,206,12.62,8.79,0.43,2.92,0.08,0.98,0.18,1.35,11.94,7.45,0.00,0.05,0.005,0.063,136,0.599,0.093,0.873,0.000,0.034,266648,264552,1,1.000,0.000,0.022,474343,0.169,1.770,0.023,22.68,45483,0,4679.558,0.000,0.227,7712144,1.10,11.96,0.003,0.001,0.001,8,10,23,64,19908,0.076,0.00,0.0048,0.044,278,0.617,0.000,0.662,0.407,3.52,2.73,7.53,0.01,0.002,1.03,1.14,1.12,0.617,0.00258,6.66,37.1661,1165.47,128724.2,139703.4,41.840,33.9631,89.949,711.920,0.971,0.409,84.3,81.356,141.649,302,1323.7,38.13,7.952,92.666,2215.8,69.118,0.134,2.00,1.7383,2741.3,0.3290,0.1096
70000,1597,1.648,0.323,7.20,160804,139629,159,0,20996,78,920200.3,271522.7,0.033,0.593,0.157,0.217,208,13.19,8.71,0.50,2.54,0.12,1.54,0.34,2.61,12.24,6.71,0.00,0.00,0.004,0.050,144,0.606,0.123,0.841,0.000,0.036,261775,259643,1,0.993,0.007,0.042,447146,0.184,1.745,0.022,24.17,46036,0,3481.060,0.000,0.182,7586657,1.14,11.26,0.005,0.000,0.000,10,10,24,64,21065,0.080,0.00,0.0047,0.049,291,0.606,0.000,0.635,0.415,3.54,2.73,7.74,0.00,0.000,1.07,1.20,1.15,0.606,0.00266,7.33,37.8171,1039.84,128775.6,139704.0,42.657,31.6290,90.895,709.928,0.985,0.408,87.8,82.225,139.544,325,1448.4,43.89,7.671,89.682,2289.2,68.658,0.135,2.00,1.5631,2496.3,0.3006,0.0890
80000,1528,1.570,0.371,7.09,160390,140515,132,0,19812,64,910089.9,258406.1,0.035,0.598,0.153,0.214,210,11.63,7.11,0.20,1.56,0.01,0.30,0.39,3.04,11.03,5.52,0.00,0.00,0.000,0.008,122,0.594,0.120,0.852,0.000,0.028,255214,252290,1,0.988,0.012,0.043,449711,0.182,1.761,0.028,25.74,48219,0,4037.595,0.000,0.218,7566459,1.07,12.23,0.003,0.000,0.000,8,10,18,64,17772,0.068,0.00,0.0054,0.060,183,0.591,0.000,0.646,0.403,3.40,2.42,7.62,0.00,0.000,1.04,1.08,1.09,0.591,0.00290,8.08,35.9020,1008.14,128970.2,139703.8,43.489,30.3943,90.505,722.273,0.998,0.411,79.4,81.893,137.512,427,2169.8,50.39,7.654,86.527,2351.2,66.122,0.136,2.00,1.1930,1822.9,0.2949,0.0585
90000,1439,1.674,0.298,7.15,157392,137978,100,0,19403,52,887212.2,255792.0,0.042,0.583,0.157,0.218,204,13.69,9.28,0.28,1.58,0.05,0.55,0.56,2.72,12.80,7.89,0.00,0.00,0.003,0.041,135,0.596,0.113,0.858,0.000,0.029,253130,250405,1,0.983,0.017,0.055,546924,0.182,1.818,0.021,23.31,45486,0,4919.077,0.000,0.185,7108037,1.09,11.52,0.006,0.000,0.000,10,10,26,64,19699,0.075,0.00,0.0048,0.067,184,0.599,0.000,0.651,0.408,3.49,2.95,7.56,0.00,0.001,1.05,1.11,1.10,0.599,0.00285,7.05,35.9473,1189.16,129350.3,139704.1,43.468,34.1891,87.521,715.551,0.987,0.411,80.9,79.175,140.699,279,1277.8,56.09,8.079,90.016,1899.3,66.160,0.134,2.00,1.8006,2591.1,0.3197,0.0546
100000,1552,1.551,0.286,7.14,157649,137834,136,0,19566,27,888713.5,255263.2,0.033,0.592,0.149,0.225,206,11.41,6.29,0.16,1.12,0.03,0.41,0.17,2.25,11.05,5.27,0.00,0.00,0.001,0.011,101,0.597,0.104,0.869,0.001,0.026,251129,248421,1,0.968,0.032,0.016,472262,0.186,1.631,0.020,23.64,46614,0,9454.192,0.000,0.240,7440365,1.06,12.66,0.003,0.000,0.000,8,10,14,64,17707,0.068,0.00,0.0052,0.055,204,0.605,0.000,0.653,0.403,3.29,2.43,7.33,0.00,0.000,1.03,1.06,1.07,0.605,0.00266,7.06,35.6069,972.86,129489.5,139704.5,43.518,33.7362,87.921,703.931,0.975,0.407,80.4,79.537,140.385,274,1338.9,45.27,7.938,89.621,1874.7,65.929,0.134,2.00,1.7329,2689.5,0.3488,0.1138
