id,n_blocks_before,n_blocks_after,dist1,dist2
271,64,64,0,0
272,64,64,0,0
273,64,64,0,0
274,64,64,6,0
275,64,64,0,34
276,64,64,0,22
277,64,64,0,9
278,54,54,0,0
279,64,64,0,0
280,64,64,0,0
281,34,34,0,0
282,27,24,10,10
283,64,64,0,0
284,21,21,0,37
285,64,64,0,0
286,53,48,22,0
287,64,64,0,0
288,64,64,0,0
289,13,13,0,38
290,63,63,0,0
291,64,64,0,0
292,64,64,0,0
293,64,64,0,26
294,64,64,2,0
295,63,63,0,1
296,52,52,0,0
297,64,64,7,0
298,64,64,0,0
299,59,59,0,1
300,64,64,22,0
301,64,64,0,0
302,46,46,0,27
303,64,64,0,0
304,61,64,4,10
305,12,12,0,0
306,29,29,0,0
307,64,64,0,0
308,64,64,0,0
309,50,50,0,0
310,64,64,0,0
311,58,58,0,0
312,64,64,0,0
313,64,64,0,0
314,46,46,0,0
315,64,64,0,0
316,0,0,0,0
317,50,50,0,0
318,64,64,0,15
319,64,64,0,0
320,64,64,0,0
321,64,64,0,0
322,38,38,0,0
323,47,47,0,0
324,64,64,0,0
325,64,64,0,0
326,64,42,34,0
327,64,64,0,0
328,39,34,11,0
329,64,64,0,0
330,64,64,0,7
331,58,58,0,20
332,64,64,0,0
333,64,64,0,0
334,64,64,0,0
335,64,64,0,0
336,64,64,0,0
337,9,9,0,14
338,64,64,0,0
339,64,64,0,14
340,40,40,0,0
341,64,64,0,0
342,56,56,0,0
343,64,64,0,0
344,29,29,0,0
345,4,4,0,0
346,64,64,0,0
347,64,64,0,0
348,64,64,0,0
349,64,64,0,7
350,64,64,0,0
351,58,58,4,0
352,64,64,0,0
353,64,64,0,0
354,64,64,0,0
355,64,64,3,0
356,31,31,0,21
357,64,64,0,0
358,31,31,0,18
359,24,24,0,0
360,2,2,0,1
361,64,64,0,0
362,64,64,0,0
363,64,64,0,0
364,64,64,0,0
365,60,64,4,0
366,0,0,0,0
367,64,64,0,0
368,52,52,0,0
369,64,64,0,0
370,64,64,0,8
371,64,64,0,12
372,64,64,0,0
373,6,6,0,6
374,40,40,0,0
375,32,32,0,0
376,64,64,0,0
377,64,64,5,0
378,64,64,0,46
379,7,7,0,0
380,26,26,0,0
381,64,64,0,24
382,64,64,0,2
383,56,56,0,11
384,64,64,0,0
385,64,64,0,0
386,59,59,0,0
387,57,61,12,36
388,38,38,0,0
389,64,64,0,24
390,41,41,0,0
391,64,64,0,13
392,36,36,0,0
393,64,64,0,0
394,64,64,0,0
395,64,64,0,0
396,33,33,0,0
397,64,64,0,0
398,64,64,0,0
399,57,57,0,0
400,64,64,0,0
401,9,9,0,0
402,0,0,0,0
403,64,64,0,0
404,64,64,0,0
405,64,64,0,0
406,49,49,0,37
407,64,64,0,0
408,64,64,0,0
409,0,0,0,0
410,63,63,0,0
411,36,36,0,0
412,64,64,0,0
413,64,64,0,0
414,36,36,0,38
415,45,45,0,25
416,57,57,0,0
417,64,64,0,42
418,64,64,0,0
419,64,64,0,0
420,42,42,0,0
421,28,28,0,0
422,64,64,0,18
423,64,64,0,0
424,43,43,0,0
425,27,27,0,18
426,64,64,0,0
427,64,64,0,20
428,10,31,24,0
429,27,27,0,0
430,64,64,0,0
431,0,0,0,0
432,44,44,0,0
433,64,64,0,0
434,60,60,0,0
435,56,56,0,0
436,64,64,0,0
437,55,55,0,3
438,64,64,0,1
439,40,40,0,0
440,3,3,3,1
441,30,14,16,0
442,64,64,0,0
443,64,64,0,19
444,64,64,0,0
445,64,64,0,0
446,64,64,0,0
447,64,64,0,0
448,64,64,0,0
449,64,64,0,0
450,0,7,7,0
451,64,64,0,0
452,53,53,0,21
453,64,64,0,6
454,64,64,0,13
455,63,64,19,0
456,64,64,0,0
457,64,64,0,0
458,64,64,0,0
459,40,40,0,0
460,64,64,28,9
461,64,64,0,0
462,58,58,0,16
463,13,13,0,0
464,52,52,0,0
465,61,61,0,0
466,64,64,0,0
467,64,64,0,26
468,64,64,0,13
469,64,64,28,17
470,40,40,0,0
471,64,64,0,39
472,57,41,17,0
473,64,64,0,0
474,64,64,0,20
475,64,64,0,0
476,64,64,6,0
477,64,64,0,0
478,64,64,28,0
479,28,23,7,0
480,64,64,0,0
481,64,64,0,42
482,64,64,0,0
483,64,64,0,16
484,64,64,11,0
485,64,64,0,19
486,64,64,0,0
487,61,61,0,0
488,64,64,0,0
489,64,64,16,39
490,64,64,0,0
491,40,40,0,0
492,64,64,0,0
493,26,26,0,0
494,64,64,0,0
495,64,64,0,0
496,36,30,12,42
497,64,64,0,0
498,64,64,0,0
499,64,64,1,0
500,64,64,0,0
501,64,64,0,0
502,64,64,0,16
503,58,58,0,0
504,60,60,0,14
505,42,41,7,28
506,64,64,0,0
507,51,49,36,0
508,64,64,9,0
509,64,64,0,6
510,58,58,0,0
511,62,62,0,0
512,64,64,0,0
513,64,64,0,0
514,64,64,0,0
515,64,64,3,7
516,63,50,53,0
517,64,64,0,0
518,51,51,0,0
519,0,0,0,0
520,51,51,0,6
521,64,64,0,0
522,36,36,0,0
523,64,64,0,0
524,12,12,0,0
525,48,48,0,30
526,40,40,0,1
527,64,64,0,0
528,45,45,0,4
529,64,64,0,26
530,64,64,0,24
531,63,63,0,0
532,0,0,0,0
533,64,64,0,0
534,28,28,0,0
535,64,53,28,0
536,64,64,0,11
537,64,64,0,0
538,64,64,0,0
539,61,61,0,7
540,13,13,0,0
541,56,56,0,0
542,64,64,0,8
543,28,28,0,0
544,64,64,45,6
545,64,64,0,0
546,30,30,0,20
547,25,25,0,25
548,64,64,0,0
549,64,64,0,0
550,64,64,0,0
551,41,41,0,11
552,64,64,1,0
553,64,64,0,0
554,64,64,0,0
555,64,64,0,0
556,20,25,5,0
557,64,64,35,13
558,64,64,0,0
559,64,64,3,0
560,30,30,0,0
561,31,31,0,0
562,63,63,0,0
563,64,64,0,0
564,64,64,0,0
565,64,64,0,0
566,21,21,0,22
567,64,64,0,0
568,64,64,12,5
569,64,64,0,0
570,64,64,0,0
571,64,64,0,0
572,8,8,0,5
573,58,58,0,18
574,64,64,0,0
575,64,64,0,0
576,64,64,0,0
577,42,42,0,0
578,64,64,0,0
579,43,43,0,0
580,51,51,0,0
581,64,64,0,0
582,64,64,0,0
583,34,34,0,0
584,64,64,0,25
585,64,64,0,20
586,64,64,11,1
587,59,61,11,0
588,63,64,13,0
589,64,64,0,0
590,64,64,0,0
591,49,49,0,15
592,64,64,18,0
593,64,64,0,0
594,64,64,0,32
595,64,64,15,9
596,52,52,0,0
597,64,64,0,0
598,64,64,0,0
599,64,64,0,0
600,61,61,0,9
601,64,64,0,30
602,64,64,0,0
603,58,58,0,30
604,33,33,0,0
605,41,41,0,27
606,59,59,0,0
607,64,64,0,0
608,0,0,0,0
609,64,64,0,0
610,64,64,0,12
611,37,37,0,6
612,61,3,59,0
613,64,64,0,0
614,64,64,1,0
615,46,46,0,0
616,46,0,46,2
617,44,44,0,0
618,31,31,0,3
619,54,54,0,11
620,64,64,0,7
621,64,64,0,0
622,64,64,6,41
623,64,64,0,0
624,64,64,0,0
625,24,24,0,0
626,53,53,0,44
627,64,64,2,0
628,52,52,0,12
629,64,64,0,0
630,52,52,0,0
631,41,41,0,0
632,64,64,0,0
633,15,15,0,0
634,55,55,0,0
635,63,63,0,0
636,64,64,0,8
637,64,64,0,0
638,64,51,14,0
639,64,64,0,0
640,64,64,0,0
641,64,64,0,0
642,55,55,0,0
643,59,58,5,0
644,64,64,0,0
645,64,64,0,0
646,32,32,0,0
647,64,64,0,15
648,33,33,0,0
649,31,31,0,0
650,25,25,0,24
651,64,64,5,0
652,64,64,0,0
653,64,64,0,0
654,24,40,35,0
655,64,64,0,0
656,64,64,0,9
657,64,64,0,33
658,64,64,0,0
659,64,64,0,0
660,64,64,0,20
661,59,59,0,29
662,64,64,0,0
663,64,64,0,0
664,64,64,0,0
665,64,64,48,0
666,53,53,0,0
667,64,64,55,0
668,55,57,5,0
669,47,47,0,15
670,64,64,0,0
671,64,64,0,8
672,64,64,0,0
673,64,64,0,33
674,64,64,0,0
675,64,64,0,0
676,64,64,0,0
677,64,64,0,41
678,60,60,0,0
679,55,55,0,0
680,56,38,21,14
681,64,64,0,0
682,64,64,4,0
683,64,64,0,28
684,64,64,0,0
685,64,64,0,0
686,4,4,0,0
687,52,52,0,21
688,64,64,39,0
689,64,64,0,0
690,64,64,0,0
691,64,64,24,31
692,21,21,0,7
693,64,64,28,0
694,14,14,0,0
695,64,64,0,0
696,64,64,0,0
697,64,64,0,0
698,64,64,0,0
699,59,59,0,0
700,64,64,0,0
701,64,64,7,0
702,64,64,0,0
703,64,64,0,0
704,64,64,0,0
705,64,64,0,28
706,64,64,0,0
707,60,53,33,0
708,64,64,0,35
709,64,64,8,0
710,64,64,0,0
711,64,64,0,0
712,64,64,0,0
713,64,64,8,0
714,64,64,0,0
715,64,64,0,0
716,64,64,0,0
717,54,54,0,0
718,38,38,0,15
719,28,28,0,7
720,64,64,0,0
721,24,64,45,3
722,64,64,0,0
723,64,64,5,0
724,64,64,0,0
725,64,62,16,0
726,64,64,0,22
727,64,64,0,0
728,64,64,0,0
729,58,61,64,0
730,8,8,0,2
731,57,57,0,0
732,64,64,0,0
733,64,64,0,12
734,38,38,0,26
735,64,64,1,18
736,64,64,0,0
737,57,57,0,0
738,64,64,0,4
739,64,64,0,0
740,64,64,0,0
741,64,64,0,0
742,64,64,0,0
743,64,64,3,0
744,38,38,0,4
745,64,64,0,34
746,64,64,0,0
747,7,16,9,0
748,4,4,0,4
749,64,64,0,0
750,64,64,0,46
751,42,42,0,0
752,50,53,5,22
753,64,64,0,0
754,64,64,0,0
755,64,64,0,0
756,64,64,0,0
757,64,64,0,0
758,64,64,0,0
759,0,0,0,0
760,64,64,0,8
761,64,64,0,0
762,64,64,0,15
763,64,64,0,19
764,64,64,0,0
765,64,64,0,4
766,25,27,2,6
767,64,63,2,0
768,64,64,0,0
769,64,64,0,0
770,64,64,0,0
771,64,64,0,0
772,0,0,0,0
773,64,64,0,8
774,64,64,0,0
775,56,56,0,0
776,64,64,0,0
777,64,64,0,0
778,64,64,0,0
779,64,64,0,0
780,1,1,0,0
781,64,64,0,10
782,15,17,2,10
783,0,0,0,0
784,45,45,0,17
785,64,64,0,0
786,64,64,0,0
787,64,64,0,0
788,64,64,59,0
789,39,39,0,0
790,64,64,0,0
791,52,52,0,0
792,64,64,0,15
793,64,64,0,14
794,64,64,0,0
795,64,63,13,0
796,26,37,19,0
797,64,64,6,26
798,64,64,0,0
799,64,64,0,48
800,64,64,0,22
801,23,23,0,0
802,64,64,0,20
803,64,64,0,0
804,47,47,0,0
805,25,25,0,0
806,64,64,0,0
807,50,50,0,0
808,64,64,0,0
809,64,64,0,0
810,48,48,0,6
811,64,64,0,0
812,64,56,11,0
813,64,64,0,0
814,0,0,0,0
815,64,64,0,0
816,48,48,0,14
817,9,9,0,0
818,64,64,7,6
819,64,64,0,0
820,64,64,0,28
821,0,0,0,0
822,64,64,0,0
823,53,53,0,0
824,64,63,29,0
825,64,64,0,24
826,53,53,0,7
827,47,34,15,0
828,64,64,0,0
829,64,64,0,0
830,64,64,0,0
831,64,64,0,0
832,44,35,44,0
833,51,51,0,6
834,64,64,0,0
835,64,64,0,0
836,64,64,0,0
837,63,63,0,16
838,60,60,0,16
839,62,62,0,22
840,55,55,0,6
841,0,0,0,0
842,64,64,0,26
843,64,64,0,2
844,64,64,0,5
845,56,54,2,0
846,64,64,0,0
847,64,64,0,0
848,48,48,0,0
849,64,64,0,0
850,50,50,0,0
851,7,63,63,0
852,0,0,0,33
853,64,64,0,0
854,64,64,0,0
855,64,64,0,0
856,64,64,0,0
857,31,31,0,0
858,64,64,0,0
859,34,34,0,0
860,64,64,0,1
861,19,19,0,0
862,56,54,8,18
863,64,64,0,0
864,64,64,0,3
865,30,30,0,0
866,64,64,24,0
867,64,64,0,0
868,64,64,0,8
869,64,64,0,0
870,64,64,0,0
871,48,48,0,0
872,64,55,9,0
873,64,64,8,5
874,20,20,0,1
875,64,64,0,32
876,64,64,0,0
877,39,39,0,0
878,64,64,0,0
879,64,64,0,0
880,56,56,0,25
881,45,45,0,0
882,64,64,0,0
883,60,62,5,0
884,27,27,0,0
885,64,64,0,0
886,10,10,0,0
887,42,43,2,7
888,64,64,0,7
889,48,48,0,0
890,64,64,0,0
891,23,23,0,0
892,64,64,0,0
893,64,64,10,0
894,64,64,0,25
895,64,64,0,2
896,64,64,27,19
897,64,64,0,1
898,64,64,0,0
899,64,64,0,0
900,64,64,0,0
901,64,64,0,0
902,64,64,13,0
903,64,64,8,0
904,64,64,0,0
905,55,58,7,0
906,42,42,0,5
907,53,53,0,0
908,10,10,0,0
909,64,64,0,0
910,23,28,9,5
911,64,64,0,0
912,64,64,0,0
913,64,64,0,0
914,64,64,0,0
915,0,0,0,0
916,64,64,10,7
917,58,58,0,0
918,64,64,0,0
919,32,32,0,0
920,64,64,0,0
921,58,58,0,0
922,64,64,9,0
923,64,64,0,0
924,48,48,0,0
925,64,64,0,0
926,58,58,0,58
927,42,46,10,3
928,57,61,16,16
929,61,61,0,0
930,64,64,0,0
931,64,64,0,0
932,30,36,16,28
933,64,64,0,0
934,55,55,0,0
935,64,64,0,0
936,64,64,0,0
937,64,64,0,0
938,43,43,0,0
939,47,47,0,0
940,63,63,0,0
941,64,64,0,0
942,64,64,0,14
943,64,64,0,0
944,64,64,0,0
945,64,64,15,4
946,64,64,0,0
947,64,64,0,0
948,59,59,0,0
949,64,64,0,3
950,53,53,0,18
951,64,64,0,0
952,64,64,0,22
953,64,64,0,0
954,64,64,0,0
955,64,64,0,0
956,64,64,27,13
957,64,64,0,19
958,64,64,0,0
959,64,64,0,0
960,64,64,0,0
961,42,42,0,0
962,64,64,0,0
963,64,64,0,0
964,54,54,0,0
965,58,59,11,0
966,3,3,0,0
967,64,64,0,0
968,64,64,0,36
969,58,58,0,0
970,64,64,0,0
971,64,64,0,0
972,64,64,0,0
973,64,64,0,0
974,64,64,0,0
975,64,64,0,23
976,60,60,0,3
977,64,64,0,0
978,64,64,0,2
979,64,64,0,0
980,64,64,0,0
981,33,33,0,0
982,38,38,0,0
983,10,10,0,0
984,0,0,0,0
985,11,11,0,32
986,52,52,0,11
987,25,64,47,0
988,64,64,0,0
989,64,64,0,0
990,62,62,0,0
991,64,64,0,0
992,64,64,0,25
993,54,54,0,12
994,32,32,0,0
995,61,61,0,0
996,49,49,0,0
997,3,8,5,0
998,64,64,0,25
999,64,64,0,9
1000,45,45,0,0
1001,0,0,0,0
1002,64,64,0,7
1003,64,64,0,0
1004,27,27,0,0
1005,64,64,0,0
1006,64,64,0,20
1007,62,62,0,0
1008,40,40,0,0
1009,64,64,0,14
1010,0,0,0,22
1011,64,64,0,8
1012,64,64,0,0
1013,64,64,0,0
1014,64,64,0,0
1015,40,40,0,0
1016,64,64,0,0
1017,64,64,0,0
1018,64,64,0,0
1019,64,64,0,13
1020,64,64,0,0
1021,64,64,0,0
1022,64,64,0,40
1023,64,64,0,54
1024,64,64,29,0
1025,33,33,0,0
1026,64,64,4,1
1027,49,49,0,0
1028,64,64,0,0
1029,64,64,0,19
1030,64,64,0,0
1031,64,64,0,0
1032,64,64,0,0
1033,55,55,0,0
1034,51,51,0,0
1035,63,63,0,0
1036,64,64,0,0
1037,4,13,11,0
1038,61,61,0,6
1039,64,64,0,0
1040,25,25,0,0
1041,64,64,0,0
1042,64,64,0,0
1043,64,64,0,16
1044,62,62,0,1
1045,64,32,37,0
1046,64,64,0,0
1047,64,64,0,22
1048,24,24,0,0
1049,24,51,27,12
1050,64,64,0,0
1051,61,60,1,0
1052,64,64,0,0
1053,49,49,0,0
1054,0,0,0,0
1055,56,56,0,45
1056,64,64,0,42
1057,62,64,4,11
1058,64,64,0,37
1059,64,64,0,0
1060,64,64,0,0
1061,56,56,0,0
1062,64,64,0,0
1063,64,64,27,11
1064,64,64,0,10
1065,64,64,0,0
1066,15,15,0,15
1067,64,64,0,6
1068,39,39,0,0
1069,36,36,0,0
1070,64,64,0,0
1071,3,3,0,1
1072,64,64,0,0
1073,64,64,0,11
1074,50,46,24,0
1075,55,64,13,0
1076,63,63,0,0
1077,64,64,0,0
1078,64,64,0,0
1079,36,62,61,0
1080,51,51,0,0
1081,30,30,0,0
1082,64,64,0,0
1083,42,17,37,0
1084,64,64,0,0
1085,64,64,0,0
1086,49,49,0,0
1087,64,64,0,0
1088,64,64,0,0
1089,64,64,0,23
1090,64,64,0,0
1091,45,45,0,0
1092,64,64,0,0
1093,64,64,0,0
1094,64,64,0,0
1095,64,64,0,0
1096,25,25,0,12
1097,64,64,0,0
1098,49,49,0,30
1099,64,64,0,0
1100,50,50,0,49
1101,64,64,0,10
1102,64,64,0,0
1103,64,64,0,7
1104,0,0,0,0
1105,32,32,0,0
1106,64,64,0,0
1107,64,64,0,14
1108,64,64,0,0
1109,0,0,0,0
1110,9,9,0,0
1111,25,25,0,0
1112,22,22,0,0
1113,64,64,0,0
1114,58,58,0,35
1115,64,64,2,0
1116,16,16,0,0
1117,64,64,0,0
1118,64,64,0,0
1119,54,47,7,9
1120,62,62,0,0
1121,64,64,0,13
1122,64,64,0,0
1123,0,0,0,0
1124,64,64,0,17
1125,64,61,20,0
1126,64,64,0,4
1127,8,8,0,1
1128,64,64,0,35
1129,50,50,0,20
1130,64,64,1,52
1131,64,64,0,0
1132,5,5,0,0
1133,54,54,0,0
1134,64,64,10,0
1135,64,64,0,0
1136,64,64,0,0
1137,64,64,0,4
1138,64,64,0,0
1139,57,57,0,0
1140,64,64,0,0
1141,64,64,0,0
1142,64,64,0,7
1143,64,64,3,3
1144,54,61,12,0
1145,64,64,0,0
1146,64,64,0,0
1147,64,64,0,12
1148,35,35,0,0
1149,51,51,0,18
1150,64,64,0,0
1151,64,64,0,14
1152,64,64,0,0
1153,64,64,0,1
1154,60,60,0,0
1155,64,64,0,0
1156,64,64,0,0
1157,64,64,1,0
1158,60,60,0,0
1159,48,43,15,0
1160,64,64,0,0
1161,61,63,2,0
1162,64,64,0,0
1163,64,64,0,7
1164,63,63,0,11
1165,51,51,0,0
1166,64,64,0,15
1167,64,64,0,0
1168,25,25,0,8
1169,49,49,0,0
1170,64,64,0,16
1171,42,42,0,2
1172,64,64,0,0
1173,64,64,0,2
1174,64,64,0,10
1175,64,64,10,1
1176,43,43,0,0
1177,64,64,0,0
1178,64,40,24,0
1179,46,46,0,0
1180,64,64,0,0
1181,64,64,0,0
1182,64,64,0,0
1183,62,62,0,15
1184,62,63,22,0
1185,37,37,0,0
1186,64,64,0,0
1187,64,64,0,0
1188,64,64,0,6
1189,64,64,0,0
1190,4,4,0,0
1191,64,64,0,0
1192,64,64,0,37
1193,64,64,0,0
1194,64,64,0,0
1195,64,64,0,0
1196,64,64,0,9
1197,30,30,0,0
1198,64,64,8,0
1199,64,64,0,14
1200,64,64,0,1
1201,42,42,0,37
1202,64,64,0,0
1203,64,64,0,0
1204,0,0,0,0
1205,64,64,0,0
1206,28,28,0,0
1207,64,64,8,12
1208,48,48,0,0
1209,0,0,0,20
1210,64,64,0,0
1211,64,64,0,0
1212,64,64,0,0
1213,64,64,0,0
1214,64,64,0,0
1215,64,64,1,0
1216,64,64,0,0
1217,0,0,0,0
1218,64,64,0,2
1219,64,64,0,0
1220,64,64,0,0
1221,64,64,57,0
1222,64,64,0,0
1223,2,15,13,0
1224,64,64,0,0
1225,44,44,0,0
1226,64,64,26,0
1227,29,49,30,0
1228,64,64,0,0
1229,56,59,10,26
1230,37,26,11,0
1231,64,64,0,0
1232,64,64,0,1
1233,19,19,0,0
1234,5,29,24,4
1235,64,64,0,0
1236,59,59,0,0
1237,64,64,0,19
1238,0,0,0,3
1239,64,64,12,0
1240,64,64,0,0
1241,46,46,0,8
1242,64,64,0,5
1243,58,58,0,4
1244,64,64,10,13
1245,60,60,0,0
1246,64,64,0,0
1247,56,56,0,0
1248,64,64,0,0
1249,64,64,0,0
1250,6,6,0,0
1251,54,54,0,5
1252,56,54,2,0
1253,24,24,0,0
1254,64,64,0,0
1255,64,64,10,12
1256,44,44,0,0
1257,32,32,0,0
1258,64,64,0,0
1259,3,3,0,21
1260,64,64,0,1
1261,64,64,0,0
1262,33,33,0,0
1263,64,64,0,11
1264,64,64,0,0
1265,64,64,0,0
1266,64,64,0,0
1267,56,52,17,0
1268,62,54,16,20
1269,63,63,0,0
1270,0,0,0,0
1271,58,45,13,0
1272,64,64,0,0
1273,14,14,0,8
1274,64,64,0,0
1275,8,8,0,0
1276,64,64,0,23
1277,39,39,0,21
1278,64,64,0,0
1279,64,64,11,1
1280,64,57,27,0
1281,64,64,0,15
1282,64,64,0,6
1283,64,64,0,0
1284,49,49,0,0
1285,55,55,0,0
1286,41,41,0,0
1287,64,64,0,22
1288,64,64,0,0
1289,18,18,0,0
1290,64,64,0,0
1291,2,2,0,0
1292,0,0,0,0
1293,44,44,0,0
1294,64,64,0,0
1295,64,64,0,32
1296,64,64,0,0
1297,64,64,4,0
1298,64,64,0,0
1299,64,64,0,0
1300,64,64,0,0
1301,60,60,0,0
1302,64,64,0,0
1303,64,64,0,4
1304,64,64,0,0
1305,64,64,0,0
1306,64,64,0,26
1307,64,64,0,45
1308,62,62,0,0
1309,64,64,0,45
1310,64,64,0,0
1311,64,64,0,0
1312,64,64,0,0
1313,48,48,0,0
1314,26,26,0,0
1315,0,0,0,0
1316,49,49,0,35
1317,64,64,0,0
1318,64,64,0,0
1319,64,64,0,0
1320,61,64,9,0
1321,64,64,0,64
1322,64,64,0,60
1323,64,64,0,0
1324,64,64,0,0
1325,0,13,13,4
1326,48,48,0,37
1327,64,64,0,0
1328,64,64,0,0
1329,64,64,0,1
1330,55,55,0,0
1331,64,64,0,0
1332,64,64,0,0
1333,64,64,0,9
1334,64,64,0,0
1335,37,43,6,8
1336,58,58,0,0
1337,64,64,0,0
1338,64,64,4,18
1339,64,64,0,0
1340,46,47,6,0
1341,64,64,0,64
1342,64,64,0,19
1343,54,59,8,0
1344,64,64,0,0
1345,64,64,19,0
1346,61,61,0,0
1347,64,64,47,0
1348,0,0,0,0
1349,64,64,36,0
1350,64,64,0,4
1351,62,62,0,0
1352,64,64,0,0
1353,39,39,0,0
1354,49,49,0,0
1355,64,64,6,0
1356,34,37,19,14
1357,1,1,0,0
