id,n_genes,gene_edges,morph_edges,n_blocks,hard,muscle,sensor,digestive,largest,connected,dev_ns
1273,9,4,9,14,0,0,14,0,14,1,256083
1274,10,6,21,64,0,64,0,0,64,1,280542
1275,7,2,8,8,0,7,0,1,7,0,188083
1276,9,8,14,64,0,56,0,8,64,1,229041
1277,3,2,7,39,0,0,39,0,39,1,67333
1278,4,0,6,64,12,2,34,16,64,1,81167
1279,11,3,17,64,0,0,59,5,64,1,312291
1280,9,6,17,64,50,3,11,0,64,1,229000
1281,4,2,9,64,42,0,8,14,64,1,81083
1282,10,4,15,64,0,0,0,64,64,1,267917
1283,7,1,11,64,0,25,25,14,64,1,171917
1284,9,3,18,49,19,22,8,0,49,1,232292
1285,12,8,16,55,0,18,26,11,55,1,356167
1286,9,5,22,41,35,0,6,0,41,1,232334
1287,6,3,12,64,0,0,42,22,64,1,151916
1288,10,4,19,64,9,0,55,0,64,1,267917
1289,8,0,21,18,0,0,0,18,18,1,198209
1290,6,1,8,64,10,0,46,8,64,1,141500
1291,8,4,8,2,0,0,2,0,2,1,202792
1292,9,6,10,0,0,0,0,0,0,0,229167
1293,5,2,7,44,0,0,44,0,44,1,103709
1294,8,4,14,64,2,0,0,62,64,1,198208
1295,8,6,9,64,0,34,14,16,64,1,198291
1296,8,2,12,64,34,12,18,0,64,1,198208
1297,15,13,31,64,46,0,18,0,64,1,561958
1298,6,0,7,64,0,62,2,0,64,1,141541
1299,8,3,10,64,7,0,4,53,64,1,198417
1300,7,1,15,64,0,23,38,3,64,1,171959
1301,10,6,21,60,34,0,2,24,60,1,282042
1302,6,0,15,64,0,27,11,26,64,1,141500
1303,4,0,6,64,0,0,28,36,64,1,81250
1304,11,6,16,64,2,0,62,0,64,1,322708
1305,10,4,17,64,0,0,0,64,64,1,267916
1306,5,0,10,64,17,20,27,0,64,1,103750
1307,9,4,10,64,0,43,20,1,64,1,231041
1308,5,1,6,62,30,5,27,0,62,1,103875
1309,6,2,14,64,19,1,44,0,64,1,150000
1310,8,1,7,64,0,56,0,8,64,1,214541
1311,7,1,7,64,0,0,64,0,64,1,179292
1312,5,4,6,64,0,0,64,0,64,1,118292
1313,10,4,13,48,44,0,4,0,48,1,279459
1314,10,3,14,26,0,0,0,26,26,1,279250
1315,2,1,2,0,0,0,0,0,0,0,66750
1316,7,1,12,49,0,0,6,43,49,1,185042
1317,8,4,16,64,21,20,10,13,64,1,198375
1318,9,6,17,64,0,64,0,0,64,1,229167
1319,7,4,9,64,0,0,64,0,64,1,172125
1320,5,1,8,61,11,0,34,16,61,1,103917
1321,2,0,1,64,0,64,0,0,64,1,63875
1322,8,5,11,64,4,59,1,0,64,1,198375
1323,12,7,18,64,12,0,0,52,64,1,356500
1324,7,2,17,64,0,64,0,0,64,1,173625
1325,7,2,7,0,0,0,0,0,0,0,172041
1326,8,1,14,48,35,0,13,0,48,1,198208
1327,12,9,13,64,0,64,0,0,64,1,387500
1328,5,0,9,64,1,0,0,63,64,1,112125
1329,7,5,9,64,47,17,0,0,64,1,196000
1330,6,4,13,55,0,0,55,0,55,1,152042
1331,4,0,5,64,64,0,0,0,64,1,92875
1332,9,2,9,64,0,0,53,11,64,1,239250
1333,3,1,7,64,0,0,31,33,64,1,70292
1334,9,7,16,64,0,5,59,0,64,1,239000
1335,13,13,15,37,18,19,0,0,19,0,426625
1336,6,1,14,58,8,0,50,0,58,1,147500
1337,6,0,6,64,48,0,0,16,64,1,147500
1338,10,5,15,64,0,47,0,17,64,1,292750
1339,9,3,15,64,0,0,64,0,64,1,241791
1340,10,6,9,46,6,0,0,40,46,1,279500
1341,5,0,11,64,0,0,64,0,64,1,108208
1342,5,1,12,64,64,0,0,0,64,1,108291
1343,10,5,17,54,16,0,38,0,54,1,285042
1344,9,7,18,64,0,5,59,0,64,1,232375
1345,8,1,15,64,45,19,0,0,64,1,211541
1346,5,0,8,61,0,6,10,45,61,1,103833
1347,7,4,12,64,50,0,0,14,64,1,171958
1348,5,2,6,0,0,0,0,0,0,0,103791
1349,2,0,3,64,0,36,0,28,64,1,64084
1350,8,4,16,64,29,0,0,35,64,1,198292
1351,6,1,10,62,0,2,0,60,62,1,141375
1352,2,1,4,64,0,0,30,34,64,1,64000
1353,7,1,13,39,0,19,0,20,39,1,180084
1354,9,6,13,49,6,0,43,0,49,1,229250
1355,9,2,8,64,0,0,6,58,64,1,229083
1356,8,3,17,34,9,0,0,25,25,0,203250
1357,8,1,8,1,1,0,0,0,1,1,217958
1358,5,1,7,64,13,0,51,0,64,1,116541
1359,3,0,3,64,0,0,64,0,64,1,67208
1360,10,5,19,58,18,3,4,33,58,1,267959
1361,12,11,24,2,2,0,0,0,2,1,359208
1362,9,5,19,64,0,31,0,33,64,1,239167
1363,9,4,21,64,9,0,55,0,64,1,239084
1364,9,0,19,53,21,32,0,0,53,1,230000
1365,7,1,11,42,0,33,0,9,42,1,174334
1366,6,1,7,54,28,10,0,16,54,1,142125
1367,6,1,11,64,0,54,0,10,64,1,141791
1368,9,7,16,64,4,39,0,21,64,1,230458
1369,7,5,10,64,0,24,40,0,64,1,185708
1370,8,2,9,64,34,0,30,0,64,1,198541
1371,11,9,24,64,16,0,0,48,64,1,312834
1372,5,2,8,64,24,0,40,0,64,1,104500
1373,10,6,14,61,0,58,0,3,61,1,268125
1374,5,1,8,48,23,0,0,25,48,1,109375
1375,8,2,16,64,14,20,4,26,64,1,198250
1376,11,2,17,64,0,0,64,0,64,1,324500
1377,6,4,10,64,0,64,0,0,64,1,141542
1378,5,0,9,54,25,0,29,0,54,1,103709
1379,10,6,17,64,63,0,1,0,64,1,267917
1380,8,3,7,64,4,13,0,47,64,1,206917
1381,5,1,9,33,0,20,0,13,33,1,103708
1382,11,7,12,64,0,0,64,0,64,1,312041
1383,9,5,20,63,45,18,0,0,63,1,238334
1384,9,6,10,64,0,11,1,52,64,1,229041
1385,12,10,24,64,0,42,22,0,64,1,369750
1386,3,0,1,64,0,0,0,64,64,1,70417
1387,9,3,12,45,17,0,28,0,45,1,250500
1388,4,0,7,64,0,0,64,0,64,1,84708
1389,10,9,14,64,11,53,0,0,64,1,279458
1390,4,1,5,64,64,0,0,0,64,1,84583
1391,6,2,10,64,7,25,32,0,64,1,154666
1392,8,3,7,64,0,0,41,23,64,1,213667
1393,9,4,19,43,0,43,0,0,43,1,262959
1394,7,3,14,64,64,0,0,0,64,1,181000
1395,6,1,12,64,0,0,55,9,64,1,141541
1396,13,7,17,47,0,47,0,0,47,1,437291
1397,7,2,13,17,0,17,0,0,17,1,171958
1398,11,8,27,64,36,28,0,0,64,1,319959
1399,7,1,12,64,0,3,61,0,64,1,182084
1400,9,6,16,64,6,58,0,0,64,1,229458
1401,9,5,11,61,27,0,34,0,61,1,236000
1402,3,0,8,64,19,0,45,0,64,1,67334
1403,4,0,6,64,0,0,64,0,64,1,81209
1404,10,5,21,64,64,0,0,0,64,1,272625
1405,10,2,13,64,0,1,63,0,64,1,277041
1406,8,2,14,64,0,0,36,28,64,1,213000
1407,9,2,17,64,4,49,7,4,64,1,232917
1408,7,2,7,38,0,11,27,0,27,0,172000
1409,5,1,10,64,0,20,44,0,64,1,103792
1410,7,3,10,64,64,0,0,0,64,1,172042
1411,4,0,5,60,0,26,34,0,60,1,80959
1412,5,2,6,64,0,0,32,32,64,1,103708
1413,6,0,9,42,16,0,26,0,42,1,150500
1414,6,5,10,64,64,0,0,0,64,1,146959
1415,15,9,27,64,0,7,23,34,64,1,520042
1416,9,4,12,64,1,56,7,0,64,1,246667
1417,4,0,6,30,0,0,0,30,30,1,81292
1418,6,1,12,64,53,0,11,0,64,1,141625
1419,10,4,15,47,32,0,0,15,47,1,279833
1420,5,0,8,64,0,0,23,41,64,1,103917
1421,5,3,12,64,24,20,0,20,64,1,104125
1422,12,1,18,64,64,0,0,0,64,1,366500
1423,8,3,18,47,0,0,46,1,46,0,198208
1424,8,0,9,41,0,0,35,6,41,1,220000
1425,8,3,8,64,50,0,14,0,64,1,205166
1426,7,1,11,55,29,0,26,0,55,1,175250
1427,5,0,5,64,0,0,40,24,64,1,103709
1428,5,0,8,16,0,0,16,0,16,1,103750
1429,6,2,9,54,0,0,0,54,54,1,143375
1430,9,6,9,0,0,0,0,0,0,0,229375
1431,7,5,12,29,0,18,0,11,29,1,175584
1432,4,1,8,64,0,0,30,34,64,1,81250
1433,3,2,6,60,12,48,0,0,60,1,67417
1434,15,13,28,25,5,0,20,0,23,0,523750
1435,5,2,9,64,1,63,0,0,64,1,103708
1436,13,2,18,30,0,3,0,27,30,1,417125
1437,7,6,7,49,49,0,0,0,49,1,172083
1438,6,0,5,64,0,0,64,0,64,1,141625
1439,10,7,17,52,0,51,0,1,52,1,267791
1440,8,8,7,64,22,0,0,42,64,1,212334
1441,8,8,12,56,0,56,0,0,56,1,201875
1442,8,2,12,64,31,0,24,9,64,1,203333
1443,7,4,14,64,16,2,6,40,64,1,172000
1444,4,0,7,64,33,0,0,31,64,1,82666
1445,12,7,21,64,49,15,0,0,64,1,359917
1446,6,2,8,64,4,0,60,0,64,1,141417
1447,5,2,11,64,48,16,0,0,64,1,103750
1448,7,4,9,50,0,0,4,46,50,1,172000
1449,5,2,10,64,64,0,0,0,64,1,107209
1450,7,2,10,64,0,0,30,34,64,1,191083
1451,5,1,7,2,0,0,0,2,2,1,113250
1452,9,5,13,64,50,0,6,8,64,1,247542
1453,8,2,17,27,0,0,0,27,27,1,198167
1454,6,1,2,64,16,0,0,48,64,1,152834
1455,8,2,11,59,0,1,0,58,59,1,207416
1456,10,0,12,53,42,0,11,0,53,1,277917
1457,4,0,9,64,0,0,64,0,64,1,81000
1458,9,6,14,64,55,7,0,2,64,1,229292
1459,13,9,17,24,1,0,0,23,24,1,411750
1460,4,0,9,64,64,0,0,0,64,1,81083
1461,8,6,9,64,0,0,64,0,64,1,201750
1462,10,7,25,64,59,0,0,5,64,1,267875
1463,8,1,13,43,0,12,31,0,43,1,201625
1464,7,2,14,64,0,0,64,0,64,1,187125
1465,8,5,10,64,14,0,50,0,64,1,198458
1466,7,2,12,64,0,0,64,0,64,1,172000
1467,6,1,10,61,0,57,0,4,61,1,141875
1468,11,7,23,1,0,1,0,0,1,1,312250
1469,8,3,14,44,0,0,44,0,44,1,198208
1470,6,0,8,64,0,1,31,32,64,1,141708
1471,7,3,10,64,34,0,0,30,64,1,172167
1472,7,0,12,64,0,0,64,0,64,1,171959
1473,4,1,7,33,0,1,32,0,33,1,84875
1474,8,2,13,31,0,0,14,17,31,1,201583
1475,4,0,6,64,0,0,64,0,64,1,81083
1476,7,1,10,42,0,36,6,0,42,1,172084
1477,14,7,22,64,0,53,0,11,64,1,474250
1478,5,2,4,64,0,0,32,32,64,1,103875
1479,9,4,23,64,0,12,38,14,64,1,232708
1480,6,4,14,64,0,0,64,0,64,1,141500
1481,8,1,9,63,58,0,0,5,63,1,199542
1482,5,1,9,64,27,0,0,37,64,1,103958
1483,8,2,13,37,36,0,0,1,37,1,212917
1484,10,7,21,64,16,0,48,0,64,1,267875
1485,7,3,2,64,64,0,0,0,64,1,174459
1486,12,8,28,64,47,3,14,0,64,1,361833
1487,6,4,5,64,11,53,0,0,64,1,150750
1488,7,5,10,61,26,0,35,0,61,1,171959
1489,9,4,16,64,54,0,8,2,64,1,228916
1490,9,0,10,64,63,0,1,0,64,1,229041
1491,3,2,2,64,18,0,20,26,64,1,77875
1492,7,2,12,33,0,18,0,15,33,1,172084
1493,12,9,20,64,49,3,12,0,64,1,359625
1494,6,1,6,64,24,0,40,0,64,1,145125
1495,10,5,18,64,64,0,0,0,64,1,267833
1496,8,4,11,51,51,0,0,0,51,1,211375
1497,8,3,14,64,60,0,4,0,64,1,198291
1498,8,2,16,64,0,0,33,31,64,1,198166
1499,4,0,4,31,0,7,20,4,27,0,89084
1500,9,5,14,64,0,0,64,0,64,1,229292
1501,11,10,19,64,0,0,20,44,64,1,324291
1502,7,1,12,30,0,29,0,1,29,0,181500
1503,10,6,19,64,43,12,9,0,64,1,275459
1504,3,1,6,64,2,0,0,62,64,1,67125
1505,7,3,12,64,0,20,23,21,64,1,172125
1506,7,1,15,64,0,0,64,0,64,1,175250
1507,6,5,6,64,0,11,0,53,64,1,141542
1508,8,3,7,44,0,44,0,0,44,1,202375
1509,6,1,7,54,23,31,0,0,54,1,141292
1510,6,0,11,64,44,0,0,20,64,1,141458
1511,8,3,14,58,4,1,0,53,58,1,208250
1512,3,0,5,64,0,64,0,0,64,1,67250
1513,5,2,9,59,0,0,0,59,59,1,103791
1514,10,5,11,64,48,0,0,16,64,1,285042
1515,10,3,28,64,57,0,0,7,64,1,267833
1516,5,3,6,64,50,0,6,8,64,1,103791
1517,12,9,24,26,12,0,0,14,26,1,359667
1518,7,5,11,52,0,0,52,0,52,1,172125
1519,10,3,22,64,64,0,0,0,64,1,280375
1520,13,11,19,15,8,0,0,7,15,1,409125
1521,13,7,13,64,64,0,0,0,64,1,422209
1522,4,1,6,64,15,45,4,0,64,1,81167
1523,8,4,10,64,64,0,0,0,64,1,198250
1524,10,6,17,56,0,37,0,19,56,1,271500
1525,6,2,6,53,0,34,0,19,53,1,141542
1526,10,6,12,64,0,0,0,64,64,1,279167
1527,7,5,10,64,5,59,0,0,64,1,172042
1528,9,6,17,64,41,0,23,0,64,1,229042
1529,7,3,8,64,0,11,30,23,64,1,171958
1530,5,1,14,50,0,49,0,1,50,1,103791
1531,6,0,9,64,4,60,0,0,64,1,149334
1532,6,2,10,64,64,0,0,0,64,1,141542
1533,8,4,14,64,4,38,19,3,64,1,198333
1534,5,0,11,64,21,15,11,17,64,1,103709
1535,3,0,3,64,0,0,64,0,64,1,67250
1536,7,5,7,6,0,6,0,0,6,1,261458
1537,12,10,19,29,0,3,26,0,26,0,367417
1538,7,5,9,64,39,0,25,0,64,1,172083
1539,7,1,12,64,0,0,0,64,64,1,171708
1540,12,10,22,64,0,0,64,0,64,1,359834
1541,7,7,11,64,0,0,33,31,64,1,175417
1542,10,10,13,21,0,0,21,0,20,0,268125
1543,10,6,12,51,40,0,11,0,51,1,271416
1544,10,7,14,52,0,0,52,0,52,1,267958
1545,10,7,18,41,12,29,0,0,41,1,267833
1546,7,1,6,64,0,0,64,0,64,1,183375
1547,4,1,3,64,64,0,0,0,64,1,81542
1548,11,4,15,64,0,0,24,40,64,1,312208
1549,7,4,13,64,40,0,0,24,64,1,171875
1550,13,17,19,3,0,0,3,0,3,1,412000
1551,4,0,9,64,0,31,33,0,64,1,81500
1552,6,2,9,64,0,64,0,0,64,1,148875
1553,8,1,17,64,8,18,36,2,64,1,198250
1554,8,3,9,64,0,0,53,11,64,1,201750
1555,7,4,7,64,0,0,3,61,64,1,171958
1556,9,3,13,61,0,0,61,0,61,1,232667
1557,4,1,6,33,33,0,0,0,33,1,80958
1558,11,9,14,64,0,0,64,0,64,1,312167
1559,4,1,7,39,33,6,0,0,39,1,80958
1560,5,3,6,64,42,0,0,22,64,1,104000
1561,9,3,10,43,0,0,43,0,43,1,232625
1562,12,3,21,64,2,3,0,59,64,1,359625
1563,5,0,8,64,64,0,0,0,64,1,103708
1564,5,2,7,64,64,0,0,0,64,1,107250
1565,6,1,10,64,0,10,54,0,64,1,141334
1566,10,8,14,64,0,0,2,62,64,1,271541
1567,7,4,7,55,0,10,45,0,55,1,171917
1568,13,9,15,24,24,0,0,0,24,1,413667
1569,9,2,12,64,0,0,64,0,64,1,264000
1570,9,3,20,64,0,0,0,64,64,1,229416
1571,12,9,17,52,13,0,12,27,52,1,378542
1572,4,1,3,0,0,0,0,0,0,0,81834
1573,5,0,11,64,0,0,64,0,64,1,111417
1574,6,2,10,64,1,63,0,0,64,1,141834
1575,5,1,5,64,0,1,49,14,64,1,103792
1576,6,0,9,28,13,0,15,0,15,0,155291
1577,8,5,9,64,0,0,64,0,64,1,199209
1578,7,1,13,64,0,38,26,0,64,1,172583
1579,13,14,17,64,0,0,64,0,64,1,406792
1580,6,2,4,7,7,0,0,0,7,1,141458
1581,6,2,12,39,15,6,18,0,39,1,145000
1582,5,3,12,64,13,7,0,44,64,1,103750
1583,5,2,11,64,0,0,33,31,64,1,103792
1584,8,4,11,64,37,0,0,27,64,1,198209
1585,15,14,27,64,0,0,0,64,64,1,523875
1586,9,3,10,0,0,0,0,0,0,0,233000
1587,7,2,7,64,36,0,5,23,64,1,172666
1588,9,1,12,64,19,0,39,6,64,1,237875
1589,8,7,11,64,0,0,0,64,64,1,198167
1590,9,3,8,64,63,0,0,1,64,1,229042
1591,10,4,16,64,64,0,0,0,64,1,276500
1592,8,2,11,62,20,42,0,0,62,1,198291
1593,6,2,6,25,19,0,6,0,21,0,141417
1594,17,20,35,61,0,0,47,14,61,1,649167
1595,3,2,3,64,0,27,31,6,64,1,67416
1596,3,0,4,64,14,50,0,0,64,1,67333
1597,7,4,11,41,41,0,0,0,41,1,171959
1598,9,3,18,64,0,0,0,64,64,1,229167
1599,11,5,22,64,0,4,31,29,64,1,318416
1600,8,6,12,64,0,21,0,43,64,1,198333
1601,6,4,6,48,24,0,24,0,48,1,141667
1602,7,2,12,61,0,61,0,0,61,1,172000
1603,10,7,12,64,0,0,0,64,64,1,273208
1604,12,11,24,64,0,44,16,4,64,1,369791
1605,6,3,13,64,20,0,1,43,64,1,141542
1606,5,1,9,64,50,5,0,9,64,1,103708
1607,6,2,12,64,36,28,0,0,64,1,141542
1608,6,1,2,64,0,64,0,0,64,1,141292
1609,12,5,21,64,0,0,60,4,64,1,356166
1610,7,3,11,64,0,0,64,0,64,1,172000
1611,6,0,7,35,35,0,0,0,35,1,141417
1612,6,2,7,64,34,30,0,0,64,1,141375
1613,10,3,12,64,0,44,20,0,64,1,268250
1614,10,3,16,21,19,0,2,0,21,1,271416
1615,8,5,9,64,5,59,0,0,64,1,198250
1616,7,0,15,64,0,0,19,45,64,1,201291
1617,11,9,20,22,0,0,22,0,22,1,333916
1618,8,6,13,31,3,25,0,3,31,1,224250
1619,4,0,11,64,0,0,64,0,64,1,81167
1620,8,4,15,18,0,0,15,3,15,0,198250
1621,11,4,22,37,8,0,0,29,37,1,312209
1622,10,2,23,64,54,0,7,3,64,1,274834
1623,10,7,19,64,0,4,0,60,64,1,268042
1624,6,4,9,44,0,0,44,0,44,1,141375
1625,6,1,4,64,0,48,15,1,64,1,152375
1626,5,2,11,64,10,12,41,1,64,1,103709
1627,14,9,23,64,0,0,0,64,64,1,458209
1628,6,1,9,64,0,64,0,0,64,1,141500
1629,8,5,12,9,0,0,9,0,9,1,198334
1630,4,0,4,64,0,0,1,63,64,1,81125
1631,10,4,8,64,23,0,0,41,64,1,267875
1632,7,3,11,30,0,0,30,0,30,1,171875
1633,10,8,16,40,6,0,29,5,40,1,267917
1634,9,2,15,49,0,27,22,0,49,1,232625
1635,13,8,24,64,0,0,57,7,64,1,405500
1636,19,16,33,64,0,2,62,0,64,1,803209
1637,2,0,1,64,0,0,64,0,64,1,71541
1638,8,6,13,0,0,0,0,0,0,0,198291
1639,8,3,17,32,0,32,0,0,32,1,216083
1640,15,17,23,64,33,8,23,0,64,1,546000
1641,11,7,17,64,0,0,52,12,64,1,329083
1642,4,1,4,54,45,0,9,0,54,1,84583
1643,11,3,16,64,0,0,64,0,64,1,325625
1644,6,0,16,64,48,2,14,0,64,1,161875
1645,13,6,18,64,12,0,48,4,64,1,422916
1646,6,3,8,64,0,47,0,17,64,1,147708
1647,5,2,9,64,21,0,24,19,64,1,108250
1648,8,5,11,22,6,16,0,0,16,0,206875
1649,3,0,11,64,8,0,56,0,64,1,70167
1650,15,11,22,64,18,16,20,10,64,1,542208
1651,6,3,10,64,0,0,64,0,64,1,147584
1652,5,2,13,64,0,0,0,64,64,1,108834
1653,5,0,4,48,0,0,48,0,48,1,111208
1654,4,0,7,64,64,0,0,0,64,1,84791
1655,8,3,8,64,0,0,64,0,64,1,207500
1656,6,2,12,14,14,0,0,0,14,1,147917
1657,7,1,12,62,5,0,57,0,62,1,179500
1658,9,7,16,64,0,0,2,62,64,1,238917
1659,9,9,11,62,0,50,12,0,62,1,238917
1660,7,3,11,25,0,25,0,0,25,1,179167
1661,5,0,12,61,61,0,0,0,61,1,108292
1662,6,2,6,64,0,36,0,28,64,1,147583
1663,5,0,14,62,27,20,1,14,62,1,108208
1664,9,6,13,37,0,2,35,0,37,1,239041
1665,8,2,13,27,13,0,0,14,27,1,206542
1666,8,2,8,64,0,64,0,0,64,1,206708
1667,8,4,16,64,48,0,0,16,64,1,218750
1668,3,1,4,32,0,0,0,32,32,1,94166
1669,10,8,21,64,57,0,7,0,64,1,289250
1670,10,2,20,27,0,0,0,27,27,1,288709
1671,7,4,12,64,0,0,60,4,64,1,173875
1672,6,4,12,0,0,0,0,0,0,0,142042
1673,12,5,16,47,8,34,0,5,47,1,363042
1674,7,2,10,64,0,0,33,31,64,1,175583
1675,12,6,20,64,50,9,0,5,64,1,365917
1676,3,0,4,48,0,0,48,0,48,1,67500
1677,6,2,4,64,0,0,0,64,64,1,153000
1678,5,2,6,64,14,0,8,42,64,1,103917
1679,11,5,14,55,7,37,0,11,55,1,340584
1680,5,1,7,60,0,26,34,0,60,1,118583
1681,10,4,20,57,1,7,22,27,57,1,293959
1682,8,4,13,64,2,42,0,20,64,1,205375
1683,10,4,14,64,0,9,15,40,64,1,293875
1684,7,2,13,38,0,37,0,1,38,1,181666
1685,10,6,9,64,0,14,28,22,64,1,306625
1686,6,4,9,64,0,2,43,19,64,1,141750
1687,8,0,11,64,0,0,56,8,64,1,202250
1688,6,1,5,64,18,1,45,0,64,1,141500
1689,8,3,17,64,35,0,29,0,64,1,202541
1690,5,3,3,64,64,0,0,0,64,1,103917
1691,8,2,15,34,0,0,3,31,34,1,198250
1692,4,1,6,64,0,0,64,0,64,1,84958
1693,10,2,11,64,64,0,0,0,64,1,271291
1694,3,0,8,52,52,0,0,0,52,1,67333
1695,10,8,18,64,64,0,0,0,64,1,277541
1696,14,8,19,64,26,14,0,24,64,1,447500
1697,11,8,10,64,0,0,64,0,64,1,325125
1698,16,11,23,64,17,0,47,0,64,1,580834
1699,14,15,22,1,0,1,0,0,1,1,451250
1700,12,8,15,33,0,0,31,2,33,1,377208
1701,9,3,11,64,39,0,25,0,64,1,256167
1702,1,0,1,64,0,0,0,64,64,1,64375
1703,9,4,14,64,0,3,0,61,64,1,229250
1704,10,8,15,64,0,33,31,0,64,1,278292
1705,9,0,10,13,13,0,0,0,13,1,246667
1706,5,1,5,51,51,0,0,0,51,1,109542
1707,12,10,23,27,17,0,10,0,17,0,425959
1708,4,2,10,64,0,0,19,45,64,1,93958
1709,6,6,9,64,0,0,64,0,64,1,141792
1710,4,1,9,32,0,0,0,32,32,1,81042
1711,8,3,10,64,0,37,21,6,64,1,230417
1712,7,4,11,64,3,0,0,61,64,1,179625
1713,7,1,6,64,0,37,27,0,64,1,183791
1714,10,4,19,64,31,10,16,7,64,1,271625
1715,7,1,14,64,0,8,52,4,64,1,192750
1716,6,3,9,64,64,0,0,0,64,1,148167
1717,12,6,19,64,46,14,0,4,64,1,378792
1718,10,7,20,62,62,0,0,0,62,1,279417
1719,10,5,17,62,5,2,39,16,62,1,279292
1720,9,5,14,27,0,0,26,1,27,1,242167
1721,9,4,17,11,0,0,11,0,11,1,238916
1722,10,7,8,64,61,3,0,0,64,1,289500
1723,5,1,8,64,0,31,19,14,64,1,116042
1724,10,2,18,64,64,0,0,0,64,1,291250
1725,5,3,6,62,0,9,52,1,62,1,114375
1726,10,7,21,13,0,0,13,0,13,1,287625
1727,7,7,10,64,0,0,0,64,64,1,184792
1728,6,3,9,0,0,0,0,0,0,0,152042
1729,7,3,15,64,0,54,10,0,64,1,185500
1730,7,5,14,16,11,5,0,0,16,1,185250
1731,12,8,21,64,0,2,48,14,64,1,398833
1732,6,4,9,64,25,0,0,39,64,1,144959
1733,8,2,16,64,19,8,37,0,64,1,202375
1734,15,14,22,21,0,20,0,1,21,1,529250
1735,11,8,15,35,12,23,0,0,35,1,330458
1736,8,7,22,20,5,15,0,0,20,1,200917
1737,14,11,27,64,36,0,15,13,64,1,455292
1738,6,2,14,64,8,49,7,0,64,1,141709
1739,5,2,9,16,0,16,0,0,16,1,103959
1740,4,0,2,64,64,0,0,0,64,1,84541
1741,7,2,5,64,0,0,64,0,64,1,175959
1742,10,2,20,64,0,0,12,52,64,1,271334
1743,9,5,12,50,0,19,9,22,50,1,234750
1744,8,5,10,52,0,11,41,0,52,1,198666
1745,7,4,16,32,7,0,0,25,32,1,175500
1746,8,5,14,64,0,0,61,3,64,1,198291
1747,6,3,6,64,0,0,64,0,64,1,145250
1748,7,2,8,59,3,24,32,0,59,1,172083
1749,12,5,19,64,0,64,0,0,64,1,356959
1750,13,12,13,64,0,0,64,0,64,1,420084
1751,6,2,11,64,0,33,24,7,64,1,141500
1752,7,3,8,53,46,4,3,0,53,1,172083
1753,11,4,16,29,29,0,0,0,29,1,334791
1754,3,0,5,56,56,0,0,0,56,1,68041
1755,8,1,14,53,18,1,29,5,53,1,202459
1756,9,5,11,64,0,64,0,0,64,1,229458
1757,8,0,10,40,0,29,0,11,40,1,198208
1758,13,8,26,64,24,12,28,0,64,1,405833
1759,9,4,12,55,1,0,0,54,55,1,229125
1760,13,10,35,31,0,1,12,18,31,1,442500
1761,8,2,13,1,0,0,0,1,1,1,206958
1762,17,13,30,47,47,0,0,0,47,1,666750
1763,10,3,12,64,0,0,0,64,64,1,277542
1764,8,6,7,0,0,0,0,0,0,0,203084
1765,10,6,16,64,23,0,41,0,64,1,271333
1766,5,1,5,32,32,0,0,0,32,1,104000
1767,9,10,10,61,8,0,38,15,61,1,229209
1768,7,3,13,64,0,0,0,64,64,1,172041
1769,9,5,18,63,0,39,3,21,63,1,229167
1770,10,8,12,64,36,10,0,18,64,1,275541
1771,4,2,4,64,0,0,0,64,64,1,81375
1772,7,3,11,36,36,0,0,0,36,1,172042
1773,9,3,17,51,0,0,26,25,51,1,229000
1774,7,1,18,64,0,0,64,0,64,1,172000
1775,7,3,16,42,0,0,42,0,42,1,172084
1776,8,1,11,0,0,0,0,0,0,0,204208
1777,9,4,12,64,25,39,0,0,64,1,247625
1778,5,2,5,14,0,4,6,4,14,1,106708
1779,7,4,10,64,0,0,49,15,64,1,185625
1780,5,1,6,64,0,64,0,0,64,1,106625
1781,8,2,11,54,23,0,31,0,54,1,222750
1782,4,3,12,62,0,0,62,0,62,1,83459
1783,9,3,11,64,0,0,64,0,64,1,235625
1784,5,0,5,64,39,2,0,23,64,1,106750
1785,12,9,15,64,0,0,64,0,64,1,369542
1786,5,2,4,64,0,64,0,0,64,1,106750
1787,6,2,15,22,0,22,0,0,22,1,145458
1788,4,0,7,64,1,41,0,22,64,1,83416
1789,10,4,11,29,0,0,29,0,29,1,279750
1790,6,1,10,59,35,0,0,24,59,1,145292
1791,10,4,11,64,24,40,0,0,64,1,275250
1792,11,2,13,31,31,0,0,0,31,1,333875
1793,7,3,11,64,14,0,0,50,64,1,176708
1794,5,1,6,64,45,19,0,0,64,1,111667
1795,5,2,11,64,14,46,4,0,64,1,110083
1796,11,6,17,40,0,0,40,0,40,1,321125
1797,9,0,9,64,56,0,0,8,64,1,235792
1798,12,11,17,27,4,20,3,0,23,0,366584
1799,7,2,10,64,0,0,0,64,64,1,176834
1800,6,0,7,64,64,0,0,0,64,1,145333
1801,11,6,23,64,46,0,18,0,64,1,320833
1802,8,2,10,64,0,0,57,7,64,1,203833
1803,9,8,12,31,31,0,0,0,31,1,254833
1804,8,2,13,64,64,0,0,0,64,1,203875
1805,13,6,19,37,2,0,3,32,37,1,423500
1806,7,0,12,64,0,11,39,14,64,1,176916
1807,5,0,6,64,37,23,4,0,64,1,110125
1808,6,3,8,18,18,0,0,0,18,1,154583
