id,n_genes,gene_edges,morph_edges,n_blocks,hard,muscle,sensor,digestive,largest,connected,dev_ns
0,10,2,10,64,0,0,64,0,64,1,279041
1,7,3,9,64,0,0,46,18,64,1,195084
2,10,3,17,33,0,0,19,14,30,0,287375
3,10,7,14,0,0,0,0,0,0,0,284708
4,5,0,7,64,0,0,64,0,64,1,111500
5,6,1,1,64,0,0,0,64,64,1,151958
6,10,4,9,51,0,0,0,51,51,1,291417
7,5,1,10,38,0,10,6,22,38,1,108042
8,6,0,10,64,64,0,0,0,64,1,155375
9,10,6,23,0,0,0,0,0,0,0,289083
10,11,9,17,64,29,14,0,21,64,1,319792
11,7,0,8,52,52,0,0,0,52,1,185083
12,9,7,14,7,0,0,0,7,7,1,247000
13,5,1,13,64,20,0,0,44,64,1,111583
14,11,4,17,64,20,0,43,1,64,1,335542
15,9,5,12,64,0,0,0,64,64,1,253250
16,9,0,10,50,0,0,50,0,50,1,249209
17,7,2,10,64,0,37,27,0,64,1,189459
18,6,2,10,50,27,0,0,23,50,1,155416
19,10,4,15,64,0,0,64,0,64,1,289167
20,4,0,6,58,0,40,14,4,58,1,87375
21,10,7,13,64,0,7,57,0,64,1,296875
22,8,1,14,35,35,0,0,0,35,1,213000
23,10,4,17,64,1,63,0,0,64,1,286125
24,8,1,17,64,39,0,25,0,64,1,213000
25,8,0,12,64,35,26,0,3,64,1,212875
26,9,5,14,41,0,6,32,3,41,1,245166
27,10,4,13,64,61,3,0,0,64,1,290458
28,12,6,23,64,0,0,64,0,64,1,380917
29,6,1,6,64,23,13,0,28,64,1,151834
30,6,1,11,64,0,64,0,0,64,1,153959
31,9,1,19,64,1,12,12,39,64,1,245042
32,10,4,15,64,0,49,0,15,64,1,288541
33,9,4,15,64,0,0,59,5,64,1,245416
34,4,1,10,64,44,0,0,20,64,1,87083
35,12,5,16,48,16,6,5,21,48,1,376708
36,6,2,6,64,0,0,64,0,64,1,151833
37,5,2,8,46,30,0,0,16,46,1,109709
38,7,1,9,64,0,40,24,0,64,1,180500
39,10,6,15,64,52,0,0,12,64,1,292208
40,4,1,3,64,0,8,56,0,64,1,87292
41,7,4,9,64,0,16,48,0,64,1,185000
42,4,2,6,0,0,0,0,0,0,0,94084
43,6,2,11,64,64,0,0,0,64,1,145458
44,4,0,7,55,0,0,1,54,55,1,87375
45,8,7,17,64,10,3,36,15,64,1,207334
46,5,0,4,64,0,0,64,0,64,1,105875
47,7,3,8,64,14,0,4,46,64,1,185000
48,7,1,10,63,0,0,63,0,63,1,183542
49,3,0,3,60,8,0,52,0,60,1,71958
50,10,13,15,64,6,0,58,0,64,1,275166
51,5,0,7,0,0,0,0,0,0,0,106208
52,10,4,17,64,64,0,0,0,64,1,288958
53,3,1,2,64,64,0,0,0,64,1,68791
54,8,3,10,64,13,43,8,0,64,1,208583
55,6,3,4,64,64,0,0,0,64,1,154916
56,4,1,7,64,0,0,64,0,64,1,86417
57,10,2,13,48,46,2,0,0,48,1,294166
58,5,3,9,59,0,16,36,7,59,1,102875
59,3,0,5,64,0,0,3,61,64,1,71750
60,3,1,7,27,0,0,27,0,27,1,68833
61,13,13,24,58,0,0,41,17,58,1,421334
62,7,0,13,62,0,25,13,24,62,1,187000
63,5,2,10,44,0,44,0,0,44,1,124666
64,8,2,18,16,0,0,0,16,16,1,217958
65,6,1,5,64,0,24,0,40,64,1,145500
66,11,6,16,64,0,0,0,64,64,1,324542
67,7,5,10,64,30,0,2,32,64,1,186125
68,11,7,11,64,0,0,45,19,64,1,324208
69,6,2,9,64,32,5,12,15,64,1,153334
70,2,0,1,64,0,0,0,64,64,1,65584
71,5,0,5,64,0,64,0,0,64,1,109292
72,8,3,11,64,9,0,0,55,64,1,218875
73,10,2,19,7,0,7,0,0,7,1,279917
74,11,6,20,64,0,3,47,14,64,1,336458
75,6,2,9,64,41,23,0,0,64,1,145500
76,7,3,15,50,0,18,0,32,50,1,189084
77,8,4,13,64,0,1,46,17,64,1,217083
78,5,2,9,40,0,40,0,0,40,1,106875
79,10,3,9,0,0,0,0,0,0,0,280083
80,9,0,11,34,19,1,0,14,34,1,235292
81,16,10,26,42,0,13,0,29,42,1,600916
82,7,2,9,64,39,25,0,0,64,1,186792
83,15,14,19,64,0,40,0,24,64,1,545875
84,8,2,12,36,36,0,0,0,36,1,217750
85,9,1,15,50,9,7,0,34,50,1,235041
86,4,1,7,64,0,0,64,0,64,1,86583
87,11,8,18,64,0,64,0,0,64,1,339083
88,9,9,11,21,0,0,21,0,21,1,235333
89,9,3,26,64,0,0,51,13,64,1,240916
90,7,5,8,64,0,0,64,0,64,1,181458
91,9,6,7,58,0,0,58,0,58,1,240834
92,3,0,6,46,0,18,19,9,46,1,75334
93,8,5,7,64,0,64,0,0,64,1,207750
94,8,5,5,64,0,0,64,0,64,1,208416
95,7,5,13,64,0,6,58,0,64,1,177250
96,12,5,19,28,0,0,0,28,28,1,370000
97,8,5,13,64,0,7,17,40,64,1,212542
98,9,6,17,64,38,9,12,5,64,1,236083
99,2,1,3,64,0,0,0,64,64,1,68542
100,4,0,2,64,0,40,24,0,64,1,83458
101,11,8,11,64,19,0,45,0,64,1,326083
102,8,1,12,54,0,0,0,54,54,1,212625
103,9,6,11,64,33,0,0,31,64,1,239208
104,7,6,10,44,0,0,2,42,44,1,188125
105,5,0,6,37,0,0,37,0,37,1,110792
106,5,1,10,38,14,0,24,0,38,1,106000
107,11,5,15,34,0,34,0,0,34,1,329750
108,10,3,21,50,10,0,40,0,50,1,275375
109,8,4,13,21,0,0,15,6,21,1,208375
110,9,3,11,64,0,0,64,0,64,1,243209
111,7,3,7,64,64,0,0,0,64,1,185041
112,8,3,16,64,20,6,36,2,64,1,237125
113,6,4,8,34,0,34,0,0,34,1,158167
114,6,1,7,64,0,20,44,0,64,1,156459
115,8,3,12,64,10,0,54,0,64,1,203792
116,6,1,9,64,16,0,48,0,64,1,148458
117,5,3,8,60,0,0,60,0,60,1,110792
118,6,2,9,58,0,0,37,21,58,1,145292
119,7,5,11,64,0,0,64,0,64,1,182708
120,8,4,16,19,0,0,19,0,19,1,205167
121,16,10,14,40,0,3,25,12,40,1,591500
122,8,5,14,43,7,0,36,0,43,1,216209
123,8,1,12,64,0,0,0,64,64,1,203750
124,8,3,18,64,41,23,0,0,64,1,208542
125,5,2,5,58,0,0,58,0,58,1,104083
126,9,3,21,64,20,0,44,0,64,1,239291
127,4,0,2,52,0,0,52,0,52,1,95458
128,7,3,13,64,0,0,64,0,64,1,184708
129,12,4,18,41,0,0,33,8,41,1,381917
130,8,1,8,64,64,0,0,0,64,1,207333
131,7,2,13,6,0,0,0,6,6,1,181667
132,11,11,17,46,0,46,0,0,46,1,332334
133,9,7,11,51,0,12,0,39,51,1,235625
134,5,1,4,64,0,0,62,2,64,1,107750
135,9,3,14,34,0,0,21,13,34,1,235625
136,5,0,12,52,0,0,27,25,52,1,107000
137,5,1,9,64,64,0,0,0,64,1,111625
138,8,1,12,64,34,19,9,2,64,1,203917
139,11,4,22,64,20,0,42,2,64,1,326000
140,11,10,20,64,11,53,0,0,64,1,320875
141,4,2,13,64,56,0,8,0,64,1,102208
142,7,2,18,64,0,17,7,40,64,1,187042
143,9,3,12,28,0,0,0,28,28,1,244833
144,12,11,23,50,16,0,34,0,50,1,378375
145,5,0,4,37,37,0,0,0,37,1,120542
146,8,2,15,64,32,0,5,27,64,1,207291
147,3,0,4,64,0,0,64,0,64,1,76041
148,9,5,13,64,0,41,23,0,64,1,235875
149,5,3,12,64,36,18,0,10,64,1,119666
150,11,8,24,56,56,0,0,0,56,1,328542
151,8,4,24,64,5,5,49,5,64,1,207584
152,6,1,8,64,0,6,5,53,64,1,154292
153,11,3,29,32,0,11,0,21,32,1,321208
154,8,4,13,64,0,13,50,1,64,1,208333
155,4,0,3,64,0,0,64,0,64,1,83458
156,7,2,8,64,0,45,2,17,64,1,181375
157,7,3,11,8,0,3,5,0,8,1,183000
158,6,4,16,63,21,0,30,12,63,1,145542
159,8,0,15,64,0,0,4,60,64,1,216375
160,10,3,14,64,0,0,64,0,64,1,279500
161,8,3,13,64,64,0,0,0,64,1,211167
162,11,6,9,64,0,0,64,0,64,1,329708
163,9,4,14,64,24,0,31,9,64,1,235500
164,6,2,8,64,64,0,0,0,64,1,150084
165,7,2,11,64,19,0,38,7,64,1,180875
166,7,3,14,64,64,0,0,0,64,1,180583
167,13,6,19,48,0,44,4,0,48,1,426667
168,9,5,17,64,0,2,62,0,64,1,235500
169,11,5,23,64,12,49,0,3,64,1,335125
170,7,1,8,42,0,0,42,0,42,1,177125
171,4,1,6,64,0,19,45,0,64,1,87541
172,9,3,13,64,0,0,64,0,64,1,245083
173,11,4,13,61,0,0,61,0,61,1,320875
174,9,3,16,52,0,51,0,1,52,1,241042
175,8,2,9,38,38,0,0,0,38,1,203917
176,7,5,16,64,0,0,1,63,64,1,180958
177,7,1,13,64,0,0,64,0,64,1,187292
178,2,0,3,0,0,0,0,0,0,0,65834
179,6,1,18,58,7,21,30,0,58,1,150541
180,8,1,11,64,22,1,31,10,64,1,203917
181,10,8,20,64,12,11,39,2,64,1,289375
182,8,5,13,64,0,28,31,5,64,1,212125
183,8,2,16,64,2,0,62,0,64,1,204083
184,9,6,9,47,7,0,29,11,46,0,240916
185,8,3,14,64,0,17,33,14,64,1,204375
186,9,7,9,49,22,0,0,27,49,1,249167
187,9,8,10,64,0,64,0,0,64,1,242250
188,7,1,16,64,0,0,27,37,64,1,177333
189,7,1,14,64,26,0,4,34,64,1,194500
190,8,2,12,64,7,0,57,0,64,1,204417
191,4,1,4,64,34,0,30,0,64,1,87125
192,7,0,9,64,0,8,56,0,64,1,184334
193,4,0,9,47,0,20,0,27,47,1,83375
194,11,7,18,0,0,0,0,0,0,0,325875
195,6,1,10,54,0,0,0,54,54,1,147000
196,4,0,5,56,6,0,35,15,56,1,88209
197,14,9,36,64,0,0,0,64,64,1,475667
198,6,0,3,64,0,0,0,64,64,1,147625
199,8,6,16,64,7,57,0,0,64,1,217250
200,8,2,16,64,0,64,0,0,64,1,205250
201,6,4,11,53,25,2,26,0,53,1,150667
202,11,7,20,46,0,13,33,0,46,1,329417
203,11,6,13,64,20,1,0,43,64,1,332500
204,8,1,11,64,0,52,12,0,64,1,208291
205,10,6,12,64,64,0,0,0,64,1,276708
206,8,0,18,64,0,0,0,64,64,1,210417
207,13,12,22,64,5,33,18,8,64,1,447208
208,6,1,7,64,18,0,46,0,64,1,148250
209,6,2,6,64,40,0,0,24,64,1,154500
210,5,2,7,64,64,0,0,0,64,1,114458
211,6,2,9,64,0,31,33,0,64,1,148541
212,7,2,12,64,0,25,12,27,64,1,187125
213,3,0,2,64,0,0,64,0,64,1,70667
214,4,0,9,58,40,0,16,2,58,1,87208
215,12,4,22,64,0,0,0,64,64,1,373959
216,11,9,13,28,0,0,0,28,28,1,329875
217,6,0,10,64,0,15,40,9,64,1,150459
218,9,2,7,64,64,0,0,0,64,1,229500
219,13,12,21,64,1,26,13,24,64,1,424875
220,3,2,2,64,0,0,0,64,64,1,79083
221,8,4,13,64,29,35,0,0,64,1,198500
222,4,1,4,49,0,7,0,42,49,1,88042
223,9,3,14,64,0,0,2,62,64,1,230875
224,8,5,14,64,0,0,61,3,64,1,206000
225,7,3,11,64,0,13,51,0,64,1,187292
226,5,3,7,38,0,0,0,38,38,1,103959
227,6,2,13,64,0,52,12,0,64,1,151084
228,6,3,8,64,0,0,30,34,64,1,142041
229,8,2,13,29,0,29,0,0,29,1,205209
230,8,6,13,43,8,24,0,11,43,1,212500
231,5,0,7,64,0,64,0,0,64,1,103916
232,5,1,6,44,0,0,25,19,44,1,111833
233,9,4,14,64,13,35,16,0,64,1,240584
234,11,3,19,64,32,32,0,0,64,1,318500
235,10,4,17,64,21,0,0,43,64,1,283375
236,12,5,25,61,22,0,39,0,61,1,357500
237,4,0,7,64,0,25,39,0,64,1,86375
238,9,3,8,64,0,0,9,55,64,1,229167
239,6,0,9,64,5,11,7,41,64,1,147375
240,8,4,8,64,6,45,13,0,64,1,226584
241,6,0,12,64,8,0,54,2,64,1,141500
242,7,4,11,41,3,0,0,38,41,1,186958
243,6,2,11,64,0,0,30,34,64,1,142375
244,5,1,8,53,1,0,25,27,53,1,110041
245,3,1,1,64,0,0,0,64,64,1,77958
246,15,10,31,53,0,0,41,12,53,1,520292
247,6,1,11,63,0,63,0,0,63,1,148708
248,5,2,8,58,58,0,0,0,58,1,103708
249,9,5,15,51,19,16,16,0,51,1,236375
250,12,2,20,61,1,3,57,0,61,1,372792
251,7,4,9,64,0,38,0,26,64,1,172792
252,9,7,20,59,36,0,20,3,59,1,238875
253,3,0,10,57,7,0,0,50,57,1,67542
254,13,8,25,53,0,0,39,14,53,1,427583
255,5,1,10,64,64,0,0,0,64,1,115916
256,6,4,11,64,0,0,17,47,64,1,160750
257,11,10,17,64,42,22,0,0,64,1,332625
258,7,5,9,6,0,0,6,0,6,1,186833
259,11,6,12,64,0,0,43,21,64,1,351542
260,13,4,25,64,31,0,33,0,64,1,456417
261,5,0,8,64,0,52,2,10,64,1,113500
262,5,1,5,64,0,28,36,0,64,1,111834
263,11,5,27,62,0,41,21,0,62,1,368959
264,6,4,5,41,0,40,0,1,41,1,148583
265,6,3,9,64,48,0,16,0,64,1,155084
266,6,2,12,64,64,0,0,0,64,1,141417
267,6,1,11,64,38,0,16,10,64,1,150083
268,6,3,10,64,0,0,64,0,64,1,147125
269,7,3,13,47,0,0,1,46,46,0,178583
270,6,0,12,64,64,0,0,0,64,1,158709
271,10,8,20,64,61,0,3,0,64,1,268333
272,7,4,13,64,0,0,64,0,64,1,181834
273,7,3,13,64,0,41,19,4,64,1,173292
274,12,5,19,64,6,58,0,0,64,1,364250
275,6,2,12,64,41,0,0,23,64,1,156333
276,9,3,12,64,59,0,0,5,64,1,236958
277,14,13,19,64,0,44,9,11,64,1,542583
278,10,9,12,54,0,0,54,0,54,1,277208
279,9,5,14,64,0,0,61,3,64,1,243083
280,8,3,11,64,0,0,64,0,64,1,214625
281,5,1,10,34,0,10,0,24,34,1,108333
282,7,2,8,27,7,0,20,0,27,1,172667
283,7,0,16,64,12,0,36,16,64,1,173167
284,12,8,17,21,0,11,5,5,21,1,366958
285,7,2,4,64,0,64,0,0,64,1,182958
286,11,5,17,53,10,0,0,43,53,1,312292
287,10,9,24,64,25,0,0,39,64,1,288959
288,5,3,6,64,0,0,0,64,64,1,120542
289,4,0,4,13,0,13,0,0,13,1,93875
290,14,4,21,63,27,28,0,8,63,1,512792
291,14,9,17,64,33,0,31,0,64,1,474417
292,12,12,16,64,63,0,0,1,64,1,386583
293,3,0,2,64,0,64,0,0,64,1,73833
294,13,11,29,64,29,0,35,0,64,1,437208
295,8,4,17,63,0,63,0,0,63,1,213250
296,11,3,18,52,44,0,0,8,52,1,331500
297,16,14,30,64,59,0,0,5,64,1,582458
298,7,3,8,64,0,0,64,0,64,1,180958
299,12,8,22,59,0,0,59,0,59,1,368167
300,9,4,15,64,33,0,31,0,64,1,262083
301,7,1,7,64,0,64,0,0,64,1,182833
302,7,2,11,46,0,0,44,2,46,1,185500
303,11,10,17,64,28,0,36,0,64,1,332542
304,7,3,11,61,1,10,44,6,61,1,183375
305,7,4,9,12,12,0,0,0,12,1,188542
306,5,1,14,29,1,0,28,0,29,1,115583
307,7,2,13,64,0,0,4,60,64,1,186250
308,6,3,6,64,0,14,50,0,64,1,154375
309,9,4,12,50,16,0,20,14,50,1,246667
310,10,2,13,64,2,0,62,0,64,1,299709
311,3,1,9,58,0,0,0,58,58,1,73791
312,8,2,15,64,0,59,0,5,64,1,213291
313,4,0,10,64,64,0,0,0,64,1,87167
314,8,1,12,46,0,0,46,0,46,1,214042
315,6,4,6,64,0,0,30,34,64,1,154542
316,10,8,11,0,0,0,0,0,0,0,288042
317,6,3,6,50,0,0,50,0,50,1,154208
318,10,6,9,64,5,0,0,59,64,1,288834
319,4,0,8,64,2,42,20,0,64,1,87541
320,8,4,16,64,0,46,18,0,64,1,213666
321,6,2,6,64,64,0,0,0,64,1,152500
322,6,2,13,38,38,0,0,0,38,1,155917
323,5,1,5,47,47,0,0,0,47,1,108333
324,8,3,12,64,0,0,9,55,64,1,212292
325,8,3,24,64,15,14,25,10,64,1,215542
326,6,2,8,64,5,0,59,0,64,1,154208
327,5,1,9,64,64,0,0,0,64,1,112458
328,12,6,15,39,5,0,1,33,39,1,449625
329,8,3,8,64,0,58,0,6,64,1,211833
330,8,5,12,64,29,0,35,0,64,1,215125
331,8,4,18,58,27,0,31,0,58,1,214834
332,7,3,9,64,46,3,3,12,64,1,190542
333,4,0,8,64,0,0,0,64,64,1,94292
334,6,2,12,64,0,0,0,64,64,1,150208
335,4,2,10,64,49,0,15,0,64,1,95334
336,10,3,20,64,0,64,0,0,64,1,293542
337,13,9,17,9,9,0,0,0,9,1,437125
338,4,0,5,64,0,60,4,0,64,1,89209
339,5,1,7,64,0,34,6,24,64,1,111458
340,9,6,14,40,0,0,40,0,40,1,247375
341,11,10,17,64,0,20,44,0,64,1,329500
342,7,1,10,56,47,6,3,0,56,1,186000
343,8,3,11,64,0,1,0,63,64,1,215500
344,8,2,11,29,22,0,3,4,29,1,217042
345,7,6,8,4,0,0,4,0,4,1,186667
346,9,7,18,64,54,0,10,0,64,1,247166
347,7,1,3,64,64,0,0,0,64,1,184875
348,10,6,9,64,0,0,64,0,64,1,293042
349,8,5,8,64,24,40,0,0,64,1,212875
350,9,3,8,64,64,0,0,0,64,1,251375
351,9,4,19,58,11,47,0,0,58,1,245708
352,12,7,13,64,0,0,64,0,64,1,381834
353,7,5,16,64,0,0,64,0,64,1,178125
354,10,8,15,64,0,0,0,64,64,1,284833
355,6,3,6,64,47,17,0,0,64,1,152417
356,11,8,18,31,0,29,2,0,30,0,336333
357,3,0,6,64,0,0,64,0,64,1,72541
358,16,12,28,31,28,0,3,0,28,0,612750
359,10,3,12,24,0,24,0,0,24,1,291166
360,8,3,14,2,0,0,2,0,2,1,213625
361,7,2,8,64,0,30,34,0,64,1,196416
362,12,11,24,64,0,0,0,64,64,1,375167
363,8,1,9,64,64,0,0,0,64,1,212833
364,9,3,12,64,0,64,0,0,64,1,239292
365,5,2,9,60,0,0,60,0,60,1,114041
366,3,0,5,0,0,0,0,0,0,0,76625
367,10,4,13,64,17,0,47,0,64,1,294500
368,6,1,10,52,33,0,6,13,52,1,157333
369,5,1,5,64,36,18,0,10,64,1,110042
370,7,2,15,64,55,9,0,0,64,1,187083
371,7,3,9,64,64,0,0,0,64,1,182791
372,4,1,3,64,0,0,64,0,64,1,90416
373,9,5,12,6,0,6,0,0,3,0,244042
374,3,0,3,40,0,24,16,0,40,1,70250
375,3,1,2,32,32,0,0,0,32,1,70083
376,7,0,18,64,29,2,33,0,64,1,186125
377,10,2,19,64,0,25,0,39,64,1,288416
378,11,5,17,64,64,0,0,0,64,1,332834
379,10,7,17,7,0,0,0,7,7,1,280417
380,11,5,14,26,0,0,0,26,26,1,325666
381,7,3,14,64,40,0,24,0,64,1,181041
382,10,6,17,64,17,0,47,0,64,1,286375
383,9,2,13,56,56,0,0,0,56,1,249750
384,9,4,14,64,0,3,32,29,64,1,249583
385,6,2,4,64,64,0,0,0,64,1,143542
386,9,7,13,59,0,34,25,0,59,1,277375
387,9,4,10,57,0,49,0,8,57,1,243584
388,9,2,18,38,0,0,36,2,38,1,240875
389,10,0,16,64,0,24,0,40,64,1,290041
390,12,8,21,41,0,0,36,5,41,1,395375
391,9,2,15,64,0,31,33,0,64,1,252125
392,8,2,16,36,0,7,0,29,36,1,216000
393,8,7,13,64,0,11,53,0,64,1,213500
394,10,8,15,64,64,0,0,0,64,1,286209
395,4,0,7,64,0,6,58,0,64,1,92000
396,4,2,6,33,0,0,33,0,33,1,88875
397,2,0,8,64,41,0,23,0,64,1,68875
398,4,1,5,64,0,3,43,18,64,1,86875
399,6,0,6,57,35,19,0,3,57,1,156792
400,7,1,14,64,0,50,14,0,64,1,189959
401,6,3,8,9,4,5,0,0,5,0,152917
402,6,1,7,0,0,0,0,0,0,0,150750
403,6,3,10,64,60,1,3,0,64,1,148250
404,11,8,25,64,0,0,64,0,64,1,336292
405,3,0,8,64,9,0,0,55,64,1,75125
406,6,0,10,49,0,19,6,24,49,1,153750
407,6,1,12,64,0,21,0,43,64,1,151709
408,5,0,8,64,25,0,0,39,64,1,109708
409,8,4,9,0,0,0,0,0,0,0,216625
410,11,7,14,63,14,0,29,20,63,1,336750
411,8,4,17,36,20,16,0,0,36,1,213875
412,5,4,5,64,0,0,64,0,64,1,108166
413,8,3,10,64,64,0,0,0,64,1,215375
414,6,2,9,36,0,26,10,0,36,1,153042
415,12,8,20,45,35,0,10,0,35,0,379708
416,6,6,11,57,6,0,51,0,57,1,151708
417,6,0,9,64,42,18,0,4,64,1,153250
418,9,4,13,64,0,0,64,0,64,1,251625
419,12,7,24,64,10,0,54,0,64,1,385125
420,6,2,6,42,0,12,21,9,42,1,157083
421,6,0,4,28,19,0,0,9,28,1,151625
422,6,0,10,64,0,9,47,8,64,1,147792
423,7,2,12,64,25,0,39,0,64,1,180208
424,11,8,14,43,0,43,0,0,43,1,356916
425,10,5,20,27,6,11,0,10,27,1,294458
426,9,1,21,64,41,0,0,23,64,1,259958
427,7,7,7,64,0,20,44,0,64,1,186375
428,7,5,13,10,0,0,10,0,10,1,190125
429,4,1,7,27,0,22,0,5,27,1,88000
430,8,2,6,64,12,0,52,0,64,1,214375
431,7,3,14,0,0,0,0,0,0,0,185416
432,8,4,12,44,7,0,0,37,44,1,220709
433,3,0,4,64,0,0,64,0,64,1,77125
434,6,3,13,60,0,0,3,57,60,1,152458
435,11,12,18,56,0,38,18,0,56,1,340167
436,11,7,21,64,4,4,56,0,64,1,330375
437,9,4,20,55,55,0,0,0,55,1,240292
438,10,11,8,64,0,0,33,31,64,1,284291
439,8,2,19,40,17,0,16,7,40,1,220792
440,6,3,10,3,0,3,0,0,3,1,153375
441,7,4,14,30,0,0,30,0,30,1,186542
442,8,7,8,64,64,0,0,0,64,1,206833
443,8,2,14,64,0,36,22,6,64,1,216583
444,7,3,10,64,64,0,0,0,64,1,185750
445,12,7,18,64,12,1,51,0,64,1,386417
446,9,4,12,64,0,0,61,3,64,1,246250
447,8,3,11,64,64,0,0,0,64,1,218209
448,3,2,0,64,0,0,0,64,64,1,73667
449,9,7,9,64,49,0,10,5,64,1,243500
450,6,1,4,0,0,0,0,0,0,0,148291
451,4,0,6,64,30,0,0,34,64,1,85167
452,10,9,23,53,36,2,0,15,53,1,286084
453,10,3,21,64,21,29,0,14,64,1,280708
454,12,6,25,64,0,0,15,49,64,1,379584
455,10,4,9,63,5,1,43,14,63,1,281458
456,2,1,2,64,0,52,6,6,64,1,66750
457,5,2,9,64,43,21,0,0,64,1,108958
458,9,6,12,64,64,0,0,0,64,1,239375
459,2,1,3,40,40,0,0,0,40,1,66625
460,10,7,16,64,9,55,0,0,64,1,275667
461,8,4,11,64,64,0,0,0,64,1,204041
462,9,3,19,58,15,23,20,0,58,1,236250
463,3,0,5,13,0,9,0,4,7,0,69209
464,11,3,23,52,6,2,0,44,50,0,326959
465,8,3,9,61,37,24,0,0,61,1,206833
466,13,16,16,64,64,0,0,0,64,1,425250
467,9,8,18,64,41,0,23,0,64,1,239917
468,6,0,10,64,0,15,49,0,64,1,153417
469,5,1,6,64,0,47,6,11,64,1,115250
470,3,0,8,40,0,0,11,29,40,1,72333
471,4,0,3,64,3,16,0,45,64,1,85209
472,12,4,16,57,0,15,24,18,57,1,372250
473,7,4,9,64,10,0,54,0,64,1,179750
474,6,1,7,64,14,12,14,24,64,1,147625
475,8,2,16,64,6,0,53,5,64,1,206750
476,4,0,6,64,0,38,25,1,64,1,89500
477,7,5,10,64,36,0,0,28,64,1,193334
478,7,4,19,64,0,28,36,0,64,1,184958
479,12,9,19,28,2,0,19,7,28,1,389709
480,6,2,9,64,0,64,0,0,64,1,152292
481,13,7,27,64,29,14,0,21,64,1,461750
482,5,2,10,64,0,0,13,51,64,1,123875
483,14,7,14,64,0,0,0,64,64,1,511542
484,5,1,11,64,0,0,53,11,64,1,112583
485,7,1,12,64,0,21,8,35,64,1,191625
486,8,4,11,64,0,0,64,0,64,1,207208
487,13,9,33,61,61,0,0,0,61,1,439041
488,8,3,16,64,64,0,0,0,64,1,206791
489,7,2,13,64,33,11,20,0,64,1,190834
490,8,3,13,64,13,0,51,0,64,1,246291
491,3,1,3,40,0,0,0,40,40,1,74416
492,9,2,18,64,0,0,35,29,64,1,267166
493,7,4,15,26,0,0,26,0,26,1,190375
494,11,2,14,64,3,0,8,53,64,1,347167
495,5,2,7,64,0,0,9,55,64,1,114666
496,7,1,8,36,4,32,0,0,36,1,182625
497,7,2,6,64,6,51,7,0,64,1,182833
498,15,15,21,64,0,3,0,61,64,1,559084
499,5,3,14,64,30,0,34,0,64,1,117208
500,6,0,6,64,24,0,40,0,64,1,148583
501,9,3,14,64,0,0,32,32,64,1,251209
502,14,10,24,64,23,29,3,9,64,1,474917
503,9,3,9,58,14,34,1,9,58,1,256542
504,10,6,20,60,48,0,12,0,60,1,285584
505,7,1,11,42,11,0,0,31,42,1,188709
506,9,3,20,64,6,0,29,29,64,1,247667
507,7,1,10,51,36,4,0,11,51,1,183583
508,6,1,10,64,0,55,9,0,64,1,147375
509,14,18,30,64,20,0,0,44,64,1,474250
510,9,8,19,58,9,49,0,0,58,1,246541
511,9,6,8,62,39,0,0,23,62,1,239917
512,10,3,15,64,64,0,0,0,64,1,284000
513,4,1,4,64,0,64,0,0,64,1,86209
514,9,3,16,64,29,0,28,7,64,1,248916
515,13,14,25,64,0,1,25,38,64,1,432750
516,9,3,6,63,0,2,61,0,63,1,246167
517,7,1,9,64,0,0,64,0,64,1,199917
518,7,1,9,51,38,0,0,13,51,1,188416
519,7,2,11,0,0,0,0,0,0,0,212083
520,11,7,21,51,18,28,5,0,51,1,350875
521,6,5,9,64,0,34,0,30,64,1,148834
522,8,4,11,36,6,10,20,0,36,1,208583
523,7,4,9,64,11,0,53,0,64,1,183500
524,8,4,13,12,1,0,11,0,12,1,207375
525,5,0,6,48,15,0,20,13,33,0,108792
526,10,5,12,40,40,0,0,0,39,0,280250
527,8,5,11,64,0,51,13,0,64,1,206958
528,10,5,17,45,0,0,40,5,45,1,269625
529,11,9,17,64,24,35,5,0,64,1,319666
530,4,0,3,64,0,8,0,56,64,1,82041
531,5,1,7,63,0,0,63,0,63,1,104875
532,7,5,4,0,0,0,0,0,0,0,173292
533,7,2,9,64,0,0,64,0,64,1,172000
534,12,10,16,28,26,2,0,0,28,1,356750
535,10,3,19,64,0,1,43,20,64,1,268500
536,9,5,10,64,33,0,31,0,64,1,230125
537,6,2,7,64,1,0,0,63,64,1,141875
538,4,2,10,64,7,28,0,29,64,1,83625
539,7,2,9,61,0,61,0,0,61,1,172042
540,5,1,8,13,0,13,0,0,13,1,104334
541,4,2,8,56,21,0,33,2,56,1,84208
542,16,16,31,64,15,49,0,0,64,1,592667
543,4,2,7,28,28,0,0,0,28,1,81000
544,10,5,17,64,43,0,15,6,64,1,278125
545,5,1,6,64,0,64,0,0,64,1,103875
546,9,5,16,30,0,30,0,0,30,1,229125
547,9,4,9,25,25,0,0,0,25,1,229250
548,7,3,6,64,0,0,46,18,64,1,171959
549,8,3,15,64,61,0,3,0,64,1,201875
550,9,5,11,64,8,56,0,0,64,1,232625
551,12,8,19,41,6,1,34,0,41,1,356125
552,10,5,9,64,0,1,5,58,64,1,267834
553,15,8,30,64,64,0,0,0,64,1,535875
554,5,0,12,64,0,33,9,22,64,1,104375
555,13,15,19,64,0,0,64,0,64,1,413000
556,12,6,24,20,0,20,0,0,20,1,361833
