id,n_blocks_before,n_blocks_after,dist1,dist2
1358,64,64,0,0
1359,56,51,17,15
1360,64,64,0,5
1361,64,64,0,0
1362,45,45,0,0
1363,64,29,35,8
1364,37,37,0,10
1365,64,64,0,3
1366,8,18,10,24
1367,0,0,0,0
1368,49,49,0,0
1369,33,33,0,0
1370,2,3,1,13
1371,64,64,0,0
1372,64,64,0,0
1373,64,64,0,0
1374,5,5,0,5
1375,48,48,0,9
1376,64,64,0,2
1377,64,64,0,0
1378,64,64,0,0
1379,64,64,0,0
1380,0,0,0,0
1381,31,31,0,0
1382,28,28,0,0
1383,64,64,0,0
1384,64,64,0,0
1385,0,0,0,0
1386,64,64,0,0
1387,36,36,0,11
1388,64,64,0,0
1389,18,18,0,0
1390,64,64,0,18
1391,54,54,0,0
1392,58,58,0,0
1393,48,48,0,40
1394,64,64,0,0
1395,0,0,0,0
1396,64,64,0,5
1397,64,64,0,0
1398,64,64,2,0
1399,64,64,0,19
1400,64,64,0,0
1401,36,36,0,5
1402,41,40,1,0
1403,0,0,0,0
1404,64,56,9,7
1405,40,40,0,0
1406,29,29,0,0
1407,44,44,0,0
1408,64,54,11,0
1409,64,47,17,0
1410,36,59,24,0
1411,30,30,0,0
1412,64,64,0,0
1413,64,64,0,0
1414,60,60,0,0
1415,46,46,0,0
1416,45,45,0,0
1417,22,22,0,0
1418,0,0,0,61
1419,0,0,0,0
1420,64,64,0,4
1421,64,64,0,0
1422,64,64,0,35
1423,64,64,0,0
1424,49,49,0,0
1425,62,64,28,32
1426,64,64,0,10
1427,61,61,0,36
1428,55,55,0,0
1429,47,47,0,0
1430,27,27,0,0
1431,46,46,0,7
1432,64,64,0,0
1433,53,53,0,0
1434,1,1,0,3
1435,64,55,9,0
1436,64,64,0,14
1437,64,64,0,0
1438,45,45,0,11
1439,64,64,0,0
1440,60,61,4,0
1441,64,64,1,0
1442,26,26,0,0
1443,64,64,0,0
1444,64,64,0,0
1445,54,54,0,14
1446,64,64,13,0
1447,64,64,0,0
1448,64,64,0,0
1449,64,64,0,0
1450,64,40,32,0
1451,8,8,0,0
1452,54,54,0,0
1453,0,0,0,3
1454,64,64,0,39
1455,1,18,18,0
1456,64,64,0,5
1457,0,0,0,43
1458,25,25,0,37
1459,1,1,0,0
1460,64,64,0,0
1461,55,55,0,0
1462,64,64,0,16
1463,7,7,0,7
1464,55,55,0,10
1465,64,64,0,0
1466,1,1,0,1
1467,17,17,0,0
1468,16,16,0,51
1469,25,25,0,0
1470,64,46,24,0
1471,64,64,0,0
1472,64,64,0,0
1473,64,64,0,31
1474,59,59,6,0
1475,64,64,4,0
1476,40,40,0,0
1477,0,0,0,0
1478,51,57,8,0
1479,64,64,0,0
1480,48,48,0,16
1481,64,64,0,0
1482,64,64,0,0
1483,64,64,0,0
1484,36,64,32,0
1485,15,0,15,0
1486,8,8,0,2
1487,27,27,0,0
1488,64,64,0,0
1489,60,60,0,22
1490,64,64,0,0
1491,64,64,0,0
1492,0,0,0,0
1493,44,37,16,18
1494,64,64,0,0
1495,62,36,32,0
1496,64,64,0,0
1497,15,15,0,0
1498,64,64,11,0
1499,64,64,0,0
1500,39,42,8,20
1501,50,50,0,6
1502,63,43,63,0
1503,64,64,10,0
1504,31,31,0,8
1505,64,64,0,0
1506,26,26,0,0
1507,53,53,0,0
1508,64,64,0,10
1509,61,61,0,24
1510,64,64,0,36
1511,64,64,0,0
1512,64,64,0,1
1513,10,41,31,0
1514,64,64,0,0
1515,12,12,0,15
1516,5,5,0,11
1517,48,56,56,13
1518,64,64,0,0
1519,64,64,0,0
1520,59,59,0,0
1521,64,64,0,0
1522,37,37,0,17
1523,52,52,0,0
1524,64,64,0,24
1525,64,64,10,12
1526,64,64,0,30
1527,41,41,0,0
1528,33,33,0,0
1529,3,31,28,0
1530,64,64,0,0
1531,47,47,0,0
1532,6,6,0,0
1533,64,64,0,5
1534,64,64,12,25
1535,62,55,8,0
1536,44,44,0,22
1537,64,64,0,41
1538,64,64,0,0
1539,64,64,0,0
1540,64,64,0,0
1541,20,20,0,0
1542,31,31,0,0
1543,64,64,46,0
1544,64,64,0,0
1545,64,64,0,28
1546,0,18,18,0
1547,64,64,0,0
1548,64,64,0,6
1549,9,9,0,2
1550,64,64,0,0
1551,64,64,0,0
1552,50,51,3,0
1553,37,37,0,0
1554,64,64,0,0
1555,39,39,0,0
1556,63,63,0,0
1557,34,34,0,0
1558,3,3,0,0
1559,64,64,0,0
1560,64,64,0,0
1561,64,64,11,0
1562,64,64,0,0
1563,64,64,0,0
1564,64,64,0,0
1565,64,64,0,24
1566,64,64,0,0
1567,64,64,0,20
1568,12,12,0,0
1569,61,61,0,16
1570,33,33,0,16
1571,64,64,0,0
1572,64,64,0,0
1573,64,64,0,13
1574,64,64,0,0
1575,34,33,5,0
1576,62,62,0,0
1577,33,26,27,19
1578,50,50,0,6
1579,64,64,0,15
1580,64,64,0,0
1581,18,18,0,0
1582,50,50,0,0
1583,2,2,0,0
1584,64,64,0,0
1585,64,64,0,0
1586,34,34,0,6
1587,64,64,0,0
1588,6,14,8,0
1589,63,63,0,0
1590,47,47,0,44
1591,19,19,0,19
1592,64,64,0,0
1593,64,64,48,0
1594,64,64,60,0
1595,64,64,0,0
1596,0,0,0,0
1597,64,64,0,0
1598,64,64,0,34
1599,42,42,0,0
1600,56,56,0,0
1601,18,18,0,0
1602,64,64,0,4
1603,0,64,64,0
1604,6,6,0,0
1605,64,64,0,0
1606,0,48,48,27
1607,55,55,0,0
1608,51,51,0,0
1609,64,64,0,21
1610,51,64,13,0
1611,64,64,0,30
1612,43,43,0,14
1613,33,25,8,0
1614,49,57,8,9
1615,0,0,0,0
1616,15,15,0,0
1617,64,64,0,0
1618,64,64,0,0
1619,64,64,0,10
1620,64,63,1,25
1621,64,64,0,0
1622,2,7,5,0
1623,45,45,0,0
1624,59,59,0,5
1625,54,54,0,0
1626,34,34,0,0
1627,4,4,0,0
1628,0,0,0,0
1629,16,16,0,3
1630,24,16,8,16
1631,35,35,0,0
1632,48,48,0,0
1633,33,54,36,0
1634,34,28,6,0
1635,64,64,0,0
1636,64,64,21,21
1637,16,16,0,16
1638,64,64,1,0
1639,64,64,0,0
1640,42,42,0,0
1641,64,64,0,0
1642,40,40,0,0
1643,28,28,0,0
1644,64,64,0,46
1645,64,64,0,0
1646,64,64,4,0
1647,0,0,0,0
1648,64,64,0,0
1649,64,64,0,0
1650,58,41,19,0
1651,47,47,0,0
1652,58,58,0,0
1653,64,64,0,0
1654,10,10,0,0
1655,60,60,0,0
1656,64,64,10,0
1657,58,58,0,2
1658,17,17,0,4
1659,64,64,0,0
1660,64,64,0,0
1661,64,64,0,0
1662,64,64,0,0
1663,63,63,0,0
1664,64,64,0,0
1665,21,21,0,0
1666,15,15,0,0
1667,53,53,0,10
1668,26,26,0,0
1669,64,64,0,3
1670,64,64,0,0
1671,64,64,0,0
1672,0,0,0,0
1673,64,64,23,1
1674,64,64,0,0
1675,64,64,0,0
1676,22,22,0,0
1677,64,32,35,0
1678,25,25,0,6
1679,63,63,0,0
1680,0,0,0,0
1681,64,64,0,0
1682,2,2,0,10
1683,64,64,0,0
1684,59,59,0,0
1685,64,64,0,0
1686,0,0,0,0
1687,59,59,0,44
1688,64,64,0,0
1689,26,26,0,0
1690,19,19,0,10
1691,64,64,0,0
1692,62,62,0,0
1693,64,64,0,0
1694,6,6,0,0
1695,64,64,22,0
1696,36,36,0,0
1697,44,44,0,27
1698,0,0,0,13
1699,64,64,0,0
1700,64,64,0,0
1701,64,64,0,0
1702,64,64,0,0
1703,64,64,0,0
1704,64,64,0,0
1705,61,61,0,46
1706,0,0,0,0
1707,40,40,0,0
1708,51,64,26,0
1709,64,64,0,2
1710,64,64,4,0
1711,52,64,28,0
1712,21,21,0,0
1713,64,60,38,0
1714,64,64,0,0
1715,64,64,0,0
1716,60,60,0,0
1717,9,9,0,0
1718,60,60,0,17
1719,56,40,56,0
1720,59,59,0,48
1721,64,64,0,0
1722,54,54,0,0
1723,64,64,0,0
1724,64,64,0,0
1725,40,40,0,0
1726,0,0,0,0
1727,61,61,0,48
1728,64,64,0,0
1729,64,62,29,0
1730,0,0,0,0
1731,64,64,0,0
1732,64,64,0,0
1733,64,64,0,0
1734,22,22,0,0
1735,64,64,0,8
1736,15,15,0,0
1737,64,64,0,0
1738,64,64,0,0
1739,64,64,0,13
1740,14,4,10,12
1741,64,64,2,0
1742,64,64,0,0
1743,64,64,28,8
1744,62,64,16,24
1745,41,41,0,0
1746,64,64,0,53
1747,18,18,0,0
1748,49,49,0,20
1749,64,64,0,0
1750,21,18,16,0
1751,64,64,0,0
1752,64,64,11,0
1753,16,9,7,0
1754,63,63,0,0
1755,64,64,0,4
1756,18,18,0,0
1757,64,64,6,17
1758,60,57,15,0
1759,64,64,0,0
1760,0,0,0,64
1761,64,64,0,0
1762,64,64,0,0
1763,64,64,0,22
1764,26,26,0,0
1765,36,36,0,0
1766,34,34,0,0
1767,64,64,11,0
1768,64,64,0,0
1769,29,29,0,0
1770,64,64,0,0
1771,33,33,0,0
1772,57,60,14,0
1773,52,52,0,7
1774,17,17,0,0
1775,51,58,13,10
1776,10,10,0,9
1777,64,64,9,0
1778,64,64,6,6
1779,50,50,0,0
1780,43,43,0,0
1781,64,64,0,0
1782,52,52,0,15
1783,0,0,0,0
1784,13,28,15,0
1785,0,0,0,40
1786,32,32,0,0
1787,14,44,32,37
1788,64,64,0,0
1789,36,36,0,0
1790,64,64,0,0
1791,64,64,0,0
1792,36,36,0,12
1793,64,64,0,0
1794,64,64,6,0
1795,48,48,0,0
1796,64,64,2,11
1797,24,21,9,3
1798,31,31,0,24
1799,1,1,0,0
1800,38,38,0,0
1801,64,64,0,0
1802,64,62,6,0
1803,0,0,0,0
1804,12,0,12,0
1805,49,49,0,0
1806,64,64,0,0
1807,64,64,0,38
1808,11,11,0,0
1809,64,64,0,0
1810,64,64,0,0
1811,32,51,22,0
1812,48,48,0,28
1813,64,64,0,0
1814,13,11,6,0
1815,39,39,0,0
1816,64,64,0,51
1817,42,42,0,27
1818,44,44,0,0
1819,64,64,0,0
1820,23,23,0,0
1821,0,0,0,5
1822,51,51,0,11
1823,28,28,0,0
1824,56,56,0,0
1825,64,64,0,0
1826,64,64,0,0
1827,26,26,0,4
1828,0,0,0,0
1829,64,64,0,0
1830,64,64,0,0
1831,64,64,0,22
1832,52,52,0,0
1833,64,64,0,0
1834,10,10,0,12
1835,64,64,0,0
1836,64,64,0,0
1837,64,64,0,0
1838,51,20,33,0
1839,24,24,0,0
1840,64,64,0,0
1841,16,16,0,0
1842,64,64,0,0
1843,64,64,0,0
1844,64,64,0,0
1845,64,64,0,0
1846,64,64,0,0
1847,64,64,0,0
1848,64,64,3,0
1849,64,64,0,0
1850,63,55,50,0
1851,64,64,0,0
1852,64,64,0,0
1853,64,64,0,0
1854,48,48,0,0
1855,56,56,0,0
1856,64,64,0,18
1857,52,52,0,0
1858,53,53,0,0
1859,64,64,0,21
1860,64,64,0,11
1861,64,64,0,0
1862,56,56,0,39
1863,2,3,1,0
1864,58,58,0,0
1865,47,47,0,0
1866,64,64,0,0
1867,64,64,0,6
1868,62,62,0,0
1869,64,64,0,0
1870,64,64,0,0
1871,0,0,0,0
1872,51,51,0,0
1873,64,64,0,8
1874,64,64,0,2
1875,32,32,0,0
1876,64,64,5,0
1877,64,64,0,0
1878,64,64,0,20
1879,64,64,0,0
1880,34,29,13,30
1881,64,64,0,23
1882,46,46,0,0
1883,64,64,12,0
1884,8,8,0,0
1885,64,64,0,0
1886,64,64,0,0
1887,64,64,0,0
1888,22,22,0,0
1889,57,57,0,0
1890,64,64,0,0
1891,0,0,0,0
1892,64,64,6,0
1893,64,64,0,0
1894,46,46,0,38
1895,33,33,0,0
1896,52,52,0,39
1897,64,64,0,4
1898,39,39,0,0
1899,64,64,0,1
1900,64,64,0,0
1901,62,62,34,57
1902,64,64,0,10
1903,64,57,7,7
1904,59,59,0,12
1905,64,64,0,0
1906,60,60,0,0
1907,64,64,0,0
1908,24,24,0,0
1909,9,9,0,0
1910,31,31,0,4
1911,64,59,19,4
1912,64,64,0,0
1913,34,0,34,0
1914,50,50,0,0
1915,54,56,14,48
1916,20,25,7,0
1917,64,64,0,0
1918,39,39,0,0
1919,64,64,0,0
1920,51,51,0,3
1921,59,59,0,44
1922,10,10,0,0
1923,64,64,0,17
1924,50,49,7,0
1925,45,45,0,1
1926,16,16,0,0
1927,64,64,8,0
1928,64,64,0,0
1929,50,50,0,0
1930,0,0,0,0
1931,64,64,0,0
1932,64,64,0,0
1933,64,64,0,36
1934,60,60,0,4
1935,8,8,0,0
1936,64,64,0,0
1937,64,64,0,0
1938,25,25,0,0
1939,0,0,0,8
1940,0,0,0,0
1941,64,64,0,0
1942,64,64,0,0
1943,0,0,0,5
1944,24,24,0,0
1945,64,64,0,0
1946,39,39,0,0
1947,64,64,0,0
1948,64,64,0,3
1949,64,64,0,0
1950,48,48,0,0
1951,41,20,31,0
1952,64,64,0,0
1953,64,64,0,0
1954,50,50,0,0
1955,10,10,0,0
1956,64,64,0,0
1957,64,64,0,0
1958,2,2,0,3
1959,64,64,0,0
1960,37,37,0,0
1961,64,64,0,0
1962,64,64,0,0
1963,64,64,0,0
1964,8,8,0,8
1965,50,50,0,0
1966,20,42,22,0
1967,64,64,0,0
1968,64,64,0,0
1969,64,61,18,0
1970,27,27,0,34
1971,15,15,0,0
1972,64,64,4,3
1973,11,25,29,0
1974,44,44,0,0
1975,32,64,41,0
1976,64,64,0,0
1977,64,64,0,0
1978,64,64,0,0
1979,45,45,0,0
1980,63,63,0,0
1981,64,64,0,0
1982,64,64,0,0
1983,64,64,0,0
1984,34,34,0,0
1985,54,54,0,28
1986,53,53,0,14
1987,64,64,0,4
1988,58,64,51,0
1989,64,64,0,18
1990,54,54,0,10
1991,64,64,0,0
1992,22,22,0,0
1993,2,2,0,0
1994,24,62,39,9
1995,64,64,0,0
1996,64,64,0,0
1997,61,61,0,0
1998,18,18,0,6
1999,64,64,0,0
