id,n_genes,gene_edges,morph_edges,n_blocks,hard,muscle,sensor,digestive,largest,connected,dev_ns
1270,5,2,10,29,18,7,4,0,29,1,100625
1271,4,1,5,1,0,0,0,1,1,1,84750
1272,10,7,14,64,0,0,64,0,64,1,267542
1273,5,3,11,56,34,22,0,0,56,1,100583
1274,3,1,5,64,0,0,64,0,64,1,129459
1275,10,3,15,64,1,0,63,0,64,1,268125
1276,7,4,6,24,0,19,5,0,24,1,181292
1277,6,0,7,64,0,22,42,0,64,1,170417
1278,3,1,4,64,0,64,0,0,64,1,129375
1279,9,2,13,0,0,0,0,0,0,0,228750
1280,9,5,16,63,2,59,1,1,63,1,228792
1281,4,2,5,63,30,0,0,33,63,1,84833
1282,5,0,8,64,24,27,0,13,64,1,100625
1283,9,2,13,20,17,0,0,3,20,1,228792
1284,7,5,12,64,0,0,64,0,64,1,172167
1285,8,5,12,29,29,0,0,0,29,1,198500
1286,3,0,2,64,0,0,64,0,64,1,129250
1287,7,2,12,64,8,0,0,56,64,1,171917
1288,11,2,10,64,54,0,0,10,64,1,337209
1289,6,1,12,64,0,64,0,0,64,1,190958
1290,6,2,8,50,0,47,0,3,50,1,179334
1291,7,5,10,64,11,1,52,0,64,1,180708
1292,10,7,16,64,61,0,3,0,64,1,276542
1293,10,2,20,55,8,18,29,0,55,1,285958
1294,9,2,22,63,57,0,6,0,63,1,229042
1295,7,2,6,38,31,6,1,0,38,1,175583
1296,15,11,25,64,0,64,0,0,64,1,532625
1297,12,4,19,49,0,0,49,0,49,1,360291
1298,7,0,13,64,0,0,0,64,64,1,171959
1299,7,3,14,13,0,0,0,13,13,1,182458
1300,7,3,10,64,0,64,0,0,64,1,172000
1301,7,4,7,64,0,0,64,0,64,1,172334
1302,5,2,5,64,0,38,15,11,64,1,100959
1303,8,2,18,33,29,4,0,0,33,1,201792
1304,1,1,0,64,64,0,0,0,64,1,63625
1305,8,2,14,64,23,24,13,4,64,1,198334
1306,9,4,8,64,64,0,0,0,64,1,240833
1307,6,3,6,48,0,4,29,15,48,1,170458
1308,9,1,19,0,0,0,0,0,0,0,242042
1309,12,8,17,64,0,1,18,45,64,1,366292
1310,10,1,12,64,0,55,0,9,64,1,271833
1311,11,7,13,31,31,0,0,0,31,1,322750
1312,6,3,10,64,0,27,37,0,64,1,190375
1313,10,4,17,64,0,0,2,62,64,1,279291
1314,5,3,9,64,22,0,29,13,64,1,105167
1315,6,1,5,64,0,0,56,8,64,1,186375
1316,9,2,15,34,0,0,8,26,34,1,245667
1317,8,5,13,49,31,0,0,18,49,1,211042
1318,7,3,12,64,2,0,62,0,64,1,183000
1319,8,5,14,31,31,0,0,0,31,1,198417
1320,13,6,14,11,0,0,11,0,7,0,419000
1321,11,6,16,59,0,59,0,0,59,1,325542
1322,13,6,15,64,4,18,42,0,64,1,405500
1323,2,1,4,63,0,63,0,0,63,1,67084
1324,8,6,15,64,27,0,0,37,64,1,198333
1325,10,7,20,64,59,0,5,0,64,1,274125
1326,4,0,9,12,0,12,0,0,12,1,85208
1327,7,3,9,10,10,0,0,0,10,1,183416
1328,8,3,15,64,8,56,0,0,64,1,203791
1329,4,1,7,64,41,0,23,0,64,1,87250
1330,10,6,16,58,0,53,5,0,58,1,275625
1331,12,6,22,64,0,0,14,50,64,1,378667
1332,8,9,11,64,46,0,0,18,64,1,203959
1333,6,0,10,23,2,18,0,3,23,1,174875
1334,4,0,5,64,64,0,0,0,64,1,87375
1335,7,1,10,64,41,23,0,0,64,1,177250
1336,7,4,19,49,49,0,0,0,49,1,176959
1337,12,8,14,64,64,0,0,0,64,1,366667
1338,4,1,3,0,0,0,0,0,0,0,93416
1339,7,2,12,64,0,3,0,61,64,1,187417
1340,8,8,12,64,37,3,11,13,64,1,218667
1341,6,1,8,46,0,46,0,0,46,1,190792
1342,8,3,16,64,0,21,43,0,64,1,211458
1343,6,4,15,64,0,64,0,0,64,1,196708
1344,11,6,24,64,4,0,31,29,64,1,335541
1345,6,1,5,64,9,36,19,0,64,1,182875
1346,8,1,13,57,42,0,0,15,57,1,212916
1347,11,2,19,64,62,0,2,0,64,1,321417
1348,14,13,21,64,6,0,58,0,64,1,463166
1349,7,1,10,64,3,4,57,0,64,1,176875
1350,9,2,18,64,28,8,15,13,64,1,235208
1351,6,0,11,23,23,0,0,0,23,1,174959
1352,6,3,15,64,16,0,48,0,64,1,176667
1353,4,1,7,64,1,63,0,0,64,1,87333
1354,4,0,6,0,0,0,0,0,0,0,87209
1355,6,3,9,64,0,64,0,0,64,1,179958
1356,6,1,10,58,0,0,24,34,58,1,177458
1357,10,7,16,13,0,0,13,0,11,0,275834
1358,10,6,15,39,0,0,21,18,39,1,275083
1359,4,0,6,64,33,20,0,11,64,1,87125
1360,8,1,12,15,13,2,0,0,15,1,254541
1361,3,0,3,64,12,4,44,4,64,1,142334
1362,6,2,13,42,13,29,0,0,42,1,183333
1363,6,3,12,64,0,0,64,0,64,1,177500
1364,4,0,7,64,24,0,32,8,64,1,87417
1365,9,8,8,64,33,0,0,31,64,1,240000
1366,8,1,17,52,0,0,0,52,52,1,207750
1367,7,6,9,64,6,9,0,49,64,1,184958
1368,10,8,17,64,0,0,64,0,64,1,288500
1369,6,2,13,64,54,0,10,0,64,1,178125
1370,8,2,15,64,21,20,5,18,64,1,207167
1371,5,0,8,64,35,29,0,0,64,1,105958
1372,4,1,6,51,0,17,34,0,50,0,88625
1373,14,11,12,64,6,0,58,0,64,1,467417
1374,8,3,11,64,42,0,22,0,64,1,213000
1375,9,7,14,52,3,41,8,0,52,1,245583
1376,4,0,6,64,0,0,0,64,64,1,91083
1377,7,1,14,64,0,64,0,0,64,1,184875
1378,8,5,9,64,0,0,0,64,64,1,212834
1379,4,1,9,64,19,0,0,45,64,1,91125
1380,7,5,10,64,60,0,0,4,64,1,184625
1381,4,3,6,64,10,52,2,0,64,1,90959
1382,16,14,25,26,0,26,0,0,26,1,611541
1383,7,4,11,3,0,0,3,0,3,1,187458
1384,12,8,14,64,5,0,59,0,64,1,399458
1385,11,8,22,63,0,63,0,0,63,1,325542
1386,7,3,9,59,56,2,1,0,59,1,179542
1387,10,12,15,63,0,0,0,63,63,1,290875
1388,10,14,14,52,0,28,10,14,52,1,287042
1389,10,4,14,49,27,0,22,0,49,1,287083
1390,9,2,10,36,0,29,0,7,36,1,245833
1391,14,9,21,64,64,0,0,0,64,1,480000
1392,12,7,16,64,50,0,14,0,64,1,371333
1393,8,1,14,64,12,0,52,0,64,1,206875
1394,10,4,14,64,49,6,4,5,64,1,283459
1395,8,6,8,64,22,0,0,42,64,1,206833
1396,4,1,3,64,0,64,0,0,64,1,104166
1397,3,1,5,64,0,0,0,64,64,1,135292
1398,10,4,16,64,47,17,0,0,64,1,279000
1399,9,5,12,58,38,0,20,0,58,1,245916
1400,7,1,14,64,0,0,64,0,64,1,191125
1401,10,3,9,30,0,0,28,2,30,1,325208
1402,8,4,11,31,16,0,15,0,31,1,226792
1403,6,3,11,0,0,0,0,0,0,0,191375
1404,7,3,13,52,25,27,0,0,52,1,172166
1405,6,0,7,64,16,35,13,0,64,1,174833
1406,12,7,16,61,0,0,15,46,61,1,360917
1407,5,3,16,64,40,0,0,24,64,1,101833
1408,9,4,15,64,21,0,0,43,64,1,247750
1409,13,8,25,64,35,0,0,29,64,1,409542
1410,5,2,12,64,0,0,0,64,64,1,105416
1411,5,0,10,64,2,40,12,10,64,1,100625
1412,8,1,13,64,6,58,0,0,64,1,233333
1413,11,9,14,64,13,0,51,0,64,1,329625
1414,5,1,8,0,0,0,0,0,0,0,103125
1415,3,1,2,64,0,64,0,0,64,1,129416
1416,7,2,11,11,11,0,0,0,11,1,201375
1417,7,2,14,2,0,0,0,2,2,1,176000
1418,10,10,18,22,0,0,0,22,22,1,271916
1419,7,2,11,64,0,0,64,0,64,1,176209
1420,9,4,18,64,35,8,0,21,64,1,238209
1421,9,4,12,64,24,0,24,16,64,1,236250
1422,11,7,14,46,0,0,41,5,45,0,315708
1423,8,3,11,43,43,0,0,0,43,1,198250
1424,3,0,4,38,0,38,0,0,38,1,129417
1425,8,2,17,64,18,20,26,0,64,1,206417
1426,8,6,15,36,0,0,36,0,36,1,198458
1427,9,3,11,64,42,0,0,22,64,1,232000
1428,11,7,19,0,0,0,0,0,0,0,319209
1429,6,3,11,64,52,0,1,11,64,1,172416
1430,6,6,7,64,23,1,40,0,64,1,185084
1431,6,3,12,64,64,0,0,0,64,1,174875
1432,14,13,22,64,0,0,58,6,64,1,447083
1433,6,2,11,64,0,64,0,0,64,1,169958
1434,6,4,7,29,0,0,28,1,29,1,170417
1435,9,1,14,64,0,29,17,18,64,1,232083
1436,6,0,7,64,54,10,0,0,64,1,186209
1437,8,2,13,33,0,5,28,0,33,1,218666
1438,9,5,23,33,0,33,0,0,33,1,232958
1439,7,3,12,29,9,0,2,18,29,1,172000
1440,3,0,3,64,32,0,0,32,64,1,150917
1441,9,2,8,64,0,0,51,13,64,1,228708
1442,8,2,16,43,43,0,0,0,43,1,198250
1443,10,3,14,64,0,64,0,0,64,1,272750
1444,9,4,15,24,24,0,0,0,24,1,242125
1445,3,0,2,26,10,0,0,16,16,0,141417
1446,6,2,12,50,47,0,0,3,50,1,171542
1447,6,3,3,64,0,64,0,0,64,1,175459
1448,9,5,14,64,0,0,64,0,64,1,254542
1449,4,0,6,64,64,0,0,0,64,1,84834
1450,5,3,6,27,18,5,4,0,27,1,100792
1451,4,2,8,64,10,0,54,0,64,1,84833
1452,7,0,9,0,0,0,0,0,0,0,176167
1453,11,8,16,15,8,2,0,5,15,1,317417
1454,7,2,11,64,44,0,0,20,64,1,172000
1455,9,6,9,64,55,0,9,0,64,1,232209
1456,10,8,11,40,40,0,0,0,40,1,273375
1457,4,1,4,62,62,0,0,0,62,1,90625
1458,8,5,20,64,17,32,15,0,64,1,209000
1459,9,5,18,55,0,3,43,9,55,1,245458
1460,12,9,19,60,53,0,7,0,59,0,359708
1461,9,3,18,54,26,28,0,0,53,0,232625
1462,12,7,18,64,0,2,0,62,64,1,359541
1463,6,4,17,54,0,0,44,10,54,1,170042
1464,10,7,17,64,0,0,64,0,64,1,272750
1465,4,0,7,0,0,0,0,0,0,0,88250
1466,11,8,19,64,38,26,0,0,64,1,321041
1467,18,18,28,64,64,0,0,0,64,1,764459
1468,10,2,12,33,3,30,0,0,33,1,285208
1469,11,7,23,0,0,0,0,0,0,0,330000
1470,2,1,5,64,0,29,35,0,64,1,70083
1471,7,6,8,64,12,0,0,52,64,1,179583
1472,8,3,12,64,24,22,18,0,64,1,211791
1473,8,2,13,64,60,0,0,4,64,1,211459
1474,13,10,17,16,0,0,16,0,16,1,423208
1475,12,9,22,60,0,17,0,43,60,1,382125
1476,9,3,17,64,8,56,0,0,64,1,239708
1477,10,4,16,9,9,0,0,0,9,1,280125
1478,5,1,7,53,36,1,16,0,52,0,100625
1479,9,3,16,64,64,0,0,0,64,1,232834
1480,11,11,16,64,0,64,0,0,64,1,361125
1481,6,4,10,43,3,12,0,28,43,1,175000
1482,6,1,10,58,58,0,0,0,58,1,183292
1483,5,2,6,59,36,23,0,0,59,1,104792
1484,12,4,19,18,8,9,1,0,18,1,372500
1485,6,0,8,64,29,2,0,33,64,1,175041
1486,9,2,10,64,19,12,0,33,64,1,235000
1487,3,1,7,64,19,0,45,0,64,1,133042
1488,7,1,9,33,0,21,12,0,33,1,176750
1489,9,4,18,64,2,0,33,29,64,1,247375
1490,9,3,13,7,7,0,0,0,7,1,247000
1491,7,1,11,42,23,10,0,9,42,1,176875
1492,7,3,15,64,50,0,0,14,64,1,177000
1493,5,0,11,64,7,57,0,0,64,1,112500
1494,6,2,13,24,0,24,0,0,24,1,175833
1495,12,3,18,46,44,2,0,0,46,1,369250
1496,4,1,10,44,23,0,0,21,44,1,85125
1497,4,0,5,11,11,0,0,0,11,1,93208
1498,8,2,14,64,6,58,0,0,64,1,201917
1499,4,3,6,64,0,23,0,41,64,1,84875
1500,9,3,13,0,0,0,0,0,0,0,232208
1501,9,2,14,58,25,33,0,0,58,1,228792
1502,9,3,10,64,31,14,19,0,64,1,236834
1503,14,9,15,64,13,21,16,14,64,1,454625
1504,12,6,10,64,0,0,0,64,64,1,382125
1505,7,4,11,64,57,0,0,7,64,1,179459
1506,5,1,5,64,55,6,3,0,64,1,101917
1507,11,7,20,57,16,0,41,0,57,1,317375
1508,9,1,14,64,25,32,0,7,64,1,228542
1509,9,4,11,63,0,61,2,0,63,1,228708
1510,6,1,8,64,4,36,24,0,64,1,176500
1511,4,0,5,0,0,0,0,0,0,0,84917
1512,3,0,3,64,0,64,0,0,64,1,137875
1513,8,2,15,64,0,7,22,35,64,1,201917
1514,7,1,11,64,0,0,0,64,64,1,172084
1515,11,4,17,64,34,30,0,0,64,1,316333
1516,7,2,10,64,64,0,0,0,64,1,172167
1517,10,7,19,64,23,19,22,0,64,1,281208
1518,5,6,6,15,15,0,0,0,15,1,106541
1519,10,5,16,64,47,10,7,0,64,1,283459
1520,9,3,8,24,0,24,0,0,24,1,228459
1521,9,3,15,64,0,64,0,0,64,1,233125
1522,11,7,14,64,0,0,64,0,64,1,315541
1523,8,4,14,64,0,64,0,0,64,1,208625
1524,4,1,6,64,64,0,0,0,64,1,84917
1525,4,0,3,64,38,0,26,0,64,1,102000
1526,10,2,17,64,59,5,0,0,64,1,267542
1527,5,1,6,64,16,48,0,0,64,1,100834
1528,8,1,14,64,7,0,53,4,64,1,207584
1529,4,0,8,64,64,0,0,0,64,1,84792
1530,7,3,8,0,0,0,0,0,0,0,172083
1531,5,2,10,64,44,20,0,0,64,1,100625
1532,3,1,3,64,21,0,43,0,64,1,129459
1533,9,1,21,64,59,1,0,4,64,1,235750
1534,4,0,5,64,64,0,0,0,64,1,84833
1535,8,2,13,44,0,0,24,20,44,1,201875
1536,10,5,25,64,3,19,33,9,64,1,274167
1537,6,2,8,53,0,37,0,16,53,1,170375
1538,10,9,14,64,22,0,0,42,64,1,275042
1539,5,1,9,29,21,0,0,8,29,1,100625
1540,9,2,11,53,46,7,0,0,53,1,232042
1541,5,1,9,49,4,7,36,2,49,1,105042
1542,4,0,5,64,40,24,0,0,64,1,84792
1543,6,3,8,20,0,0,20,0,20,1,173667
1544,7,2,8,64,0,64,0,0,64,1,174667
1545,5,2,7,64,61,0,2,1,64,1,102125
1546,9,0,12,49,0,0,49,0,49,1,228542
1547,7,1,8,64,43,0,11,10,64,1,172167
1548,10,6,19,24,0,0,24,0,24,1,284250
1549,8,1,14,64,64,0,0,0,64,1,214417
1550,5,0,11,64,0,64,0,0,64,1,104041
1551,6,1,8,29,0,19,5,5,29,1,170292
1552,5,3,8,64,64,0,0,0,64,1,100666
1553,8,5,11,43,0,31,0,12,43,1,198291
1554,9,4,11,64,34,30,0,0,64,1,231000
1555,4,1,4,64,64,0,0,0,64,1,91791
1556,15,10,23,33,0,33,0,0,33,1,539250
1557,7,6,8,64,0,0,64,0,64,1,189500
1558,9,5,14,64,51,0,0,13,64,1,276750
1559,7,2,12,64,0,12,22,30,64,1,172292
1560,4,2,5,64,0,64,0,0,64,1,84792
1561,6,4,11,60,43,1,0,16,60,1,170250
1562,8,4,15,0,0,0,0,0,0,0,198250
1563,10,2,19,15,1,0,0,14,15,1,267416
1564,8,3,13,64,44,0,0,20,64,1,198459
1565,9,1,20,64,35,4,24,1,64,1,232042
1566,6,3,8,64,23,1,40,0,64,1,170500
1567,8,3,15,64,0,0,64,0,64,1,210500
1568,5,1,7,0,0,0,0,0,0,0,104709
1569,2,0,2,40,0,40,0,0,40,1,72292
1570,4,0,6,0,0,0,0,0,0,0,88458
1571,5,0,7,4,0,0,0,4,4,1,104875
1572,5,2,7,64,0,29,35,0,64,1,104875
1573,12,10,22,33,11,22,0,0,33,1,371333
1574,9,4,16,13,0,0,0,13,13,1,233458
1575,8,3,10,62,53,9,0,0,62,1,199042
1576,8,1,12,20,0,0,20,0,20,1,205083
1577,7,2,12,64,0,0,10,54,64,1,171917
1578,6,1,9,4,4,0,0,0,4,1,181084
1579,11,5,21,55,6,0,49,0,55,1,324042
1580,2,1,3,20,0,0,20,0,20,1,63875
1581,7,2,11,64,48,0,16,0,64,1,171958
1582,10,6,21,64,0,59,5,0,64,1,271083
1583,9,2,14,41,8,25,8,0,41,1,236417
1584,8,3,13,64,3,61,0,0,64,1,203875
1585,8,3,16,48,3,45,0,0,48,1,207209
1586,6,1,14,27,8,0,19,0,26,0,174958
1587,7,2,6,0,0,0,0,0,0,0,176875
1588,5,2,9,64,61,0,0,3,64,1,103292
1589,5,0,8,17,12,0,0,5,17,1,103458
1590,10,3,11,64,28,1,35,0,64,1,282083
1591,6,3,11,31,0,31,0,0,31,1,175083
1592,9,4,11,64,0,0,64,0,64,1,235166
1593,11,9,11,62,0,35,27,0,62,1,342291
1594,6,0,15,55,0,0,25,30,55,1,175250
1595,5,2,9,3,0,0,3,0,3,1,104000
1596,8,2,15,64,11,8,24,21,64,1,215208
1597,7,3,8,64,33,0,31,0,64,1,188958
1598,6,1,9,64,0,54,10,0,64,1,175084
1599,12,11,18,64,48,0,16,0,64,1,369791
1600,8,5,14,64,36,0,0,28,64,1,203875
1601,11,7,16,33,18,15,0,0,33,1,324375
1602,9,5,14,3,0,0,0,3,3,1,238541
1603,6,2,9,63,26,0,37,0,63,1,179666
1604,11,8,18,53,23,0,30,0,53,1,320792
1605,9,5,12,64,0,9,55,0,64,1,248042
1606,10,6,14,64,23,41,0,0,64,1,274875
1607,7,3,9,64,0,55,9,0,64,1,189500
1608,7,5,13,37,2,35,0,0,35,0,176834
1609,6,2,7,28,0,0,0,28,25,0,175250
1610,8,3,13,60,0,2,58,0,60,1,207291
1611,8,3,14,64,0,4,60,0,64,1,229083
1612,10,3,13,64,63,0,1,0,64,1,300459
1613,7,4,11,54,53,0,1,0,54,1,191292
1614,10,5,17,41,0,0,41,0,41,1,297375
1615,9,3,10,3,3,0,0,0,3,1,261333
1616,14,8,20,0,0,0,0,0,0,0,514708
1617,10,6,13,64,14,20,30,0,64,1,296417
1618,9,3,13,48,0,0,0,48,48,1,254125
1619,7,1,6,64,64,0,0,0,64,1,192875
1620,7,2,12,64,5,2,54,3,64,1,199333
1621,8,5,13,64,60,0,4,0,64,1,220125
1622,8,3,16,56,0,52,0,4,56,1,221208
1623,4,0,8,64,64,0,0,0,64,1,96958
1624,9,7,11,64,0,64,0,0,64,1,234042
1625,12,8,17,64,64,0,0,0,64,1,391333
1626,3,0,4,64,0,60,0,4,64,1,148375
1627,9,0,14,6,0,0,6,0,6,1,268291
1628,7,2,11,61,44,0,17,0,61,1,200458
1629,7,2,9,64,22,39,3,0,64,1,189667
1630,6,3,13,64,15,0,49,0,64,1,186708
1631,5,2,7,64,0,0,0,64,64,1,113917
1632,9,5,11,64,0,64,0,0,64,1,260958
1633,8,3,9,64,21,8,3,32,64,1,224750
1634,5,0,7,39,23,0,0,16,39,1,121750
1635,6,0,9,36,0,10,20,6,36,1,195083
1636,2,0,1,64,0,0,56,8,64,1,67583
1637,7,2,12,64,25,39,0,0,64,1,188958
1638,14,11,17,64,64,0,0,0,64,1,494083
1639,9,4,12,52,0,21,31,0,52,1,231833
1640,9,3,15,50,0,45,3,2,50,1,230417
1641,3,0,4,64,0,64,0,0,64,1,130084
1642,10,2,13,29,29,0,0,0,29,1,267916
1643,11,4,19,64,36,28,0,0,64,1,312667
1644,6,3,7,64,0,2,0,62,64,1,170667
1645,7,2,15,3,0,0,0,3,3,1,181459
1646,4,0,13,48,0,48,0,0,48,1,84917
1647,7,3,7,64,3,36,0,25,64,1,171917
1648,12,6,17,46,0,46,0,0,46,1,403875
1649,7,1,13,64,0,0,64,0,64,1,175750
1650,5,2,7,64,6,28,30,0,64,1,104583
1651,5,1,6,63,16,0,47,0,63,1,100750
1652,9,6,14,49,49,0,0,0,49,1,246833
1653,9,4,14,42,17,25,0,0,42,1,230125
1654,14,10,21,60,0,0,13,47,60,1,450958
1655,6,1,11,64,49,15,0,0,64,1,187000
1656,6,2,12,53,32,5,0,16,53,1,174541
1657,7,4,8,64,10,54,0,0,64,1,175333
1658,6,2,11,64,25,2,37,0,64,1,177250
1659,7,3,9,64,44,20,0,0,64,1,172000
1660,14,11,21,0,0,0,0,0,0,0,464000
1661,11,9,16,64,34,0,30,0,64,1,312583
1662,10,7,19,46,0,0,46,0,46,1,268083
1663,10,7,18,64,14,42,0,8,64,1,286458
1664,6,2,7,0,0,0,0,0,0,0,170417
1665,8,3,15,58,0,9,49,0,58,1,198792
1666,5,2,9,32,2,9,0,21,30,0,101417
1667,4,0,5,64,0,12,52,0,64,1,86125
1668,8,3,13,61,9,49,2,1,61,1,199334
1669,9,5,10,64,64,0,0,0,64,1,228958
1670,4,0,5,64,0,13,0,51,64,1,85292
1671,6,1,8,64,40,20,0,4,64,1,170375
1672,8,4,12,51,51,0,0,0,51,1,198833
1673,9,4,12,44,21,23,0,0,44,1,234459
1674,16,16,22,33,6,0,27,0,33,1,582292
1675,13,5,15,64,37,16,0,11,64,1,424083
1676,6,0,10,64,0,0,64,0,64,1,170458
1677,5,2,10,64,4,54,6,0,64,1,100750
1678,7,3,9,64,33,0,31,0,64,1,189083
1679,12,8,15,64,64,0,0,0,64,1,384875
1680,7,1,11,27,3,0,24,0,27,1,189375
1681,13,3,19,14,0,14,0,0,14,1,416750
1682,9,0,20,20,0,10,10,0,20,1,229875
1683,6,1,9,44,0,4,29,11,44,1,170375
1684,7,5,14,10,0,10,0,0,10,1,172083
1685,8,3,10,0,0,0,0,0,0,0,219500
1686,6,2,13,64,2,0,45,17,64,1,184209
1687,6,1,11,64,53,0,0,11,64,1,170417
1688,6,0,11,64,38,24,2,0,64,1,185666
1689,12,3,18,64,0,60,0,4,64,1,360000
1690,6,3,7,64,61,0,0,3,64,1,170209
1691,1,0,2,64,0,64,0,0,64,1,64083
1692,7,2,19,51,3,37,11,0,51,1,178209
1693,8,5,13,60,0,9,9,42,60,1,198417
1694,9,9,13,15,15,0,0,0,15,1,232334
1695,10,4,10,38,0,38,0,0,38,1,283625
1696,6,1,10,64,0,64,0,0,64,1,183292
1697,13,10,20,37,0,20,17,0,37,1,441000
1698,6,2,9,24,0,0,0,24,24,1,178167
1699,7,4,13,39,1,0,38,0,39,1,192041
1700,5,1,10,64,0,29,35,0,64,1,103333
1701,10,1,21,64,64,0,0,0,64,1,276167
1702,12,6,18,53,0,53,0,0,53,1,360042
1703,9,8,14,64,0,31,33,0,64,1,241875
1704,6,0,10,16,0,0,0,16,16,1,187208
1705,4,2,7,64,47,2,0,15,64,1,89625
1706,9,4,11,40,8,0,32,0,40,1,243334
1707,9,6,10,64,36,0,0,28,64,1,244208
1708,4,0,5,13,2,0,8,3,10,0,89500
1709,12,8,17,64,0,0,63,1,64,1,372750
1710,8,2,9,64,0,0,64,0,64,1,206833
1711,9,4,17,64,64,0,0,0,64,1,254542
1712,7,2,11,64,43,14,0,7,64,1,179500
1713,8,2,15,21,21,0,0,0,21,1,206833
1714,8,2,11,61,1,1,59,0,61,1,210708
1715,4,0,6,64,35,14,1,14,64,1,88375
1716,14,10,22,64,15,49,0,0,64,1,466125
1717,2,0,4,42,0,14,0,28,42,1,68834
1718,7,3,17,64,0,0,64,0,64,1,193208
1719,11,6,20,0,0,0,0,0,0,0,326125
1720,6,2,11,48,5,6,0,37,48,1,177583
1721,7,2,13,53,39,14,0,0,53,1,186709
1722,2,0,6,38,0,0,0,38,38,1,66709
1723,9,1,10,64,64,0,0,0,64,1,238458
1724,9,3,19,64,8,54,2,0,64,1,238584
1725,12,7,15,64,51,13,0,0,64,1,371584
1726,5,1,8,64,64,0,0,0,64,1,104958
1727,7,2,9,64,64,0,0,0,64,1,184500
1728,11,6,20,56,13,0,0,43,56,1,325542
1729,8,3,13,64,64,0,0,0,64,1,206833
1730,7,4,5,64,33,31,0,0,64,1,179458
1731,10,6,18,64,48,0,0,16,64,1,279208
1732,3,4,3,63,0,0,4,59,63,1,135083
1733,6,3,4,64,27,0,26,11,64,1,177542
1734,9,5,16,14,14,0,0,0,14,1,251500
1735,6,2,8,64,12,52,0,0,64,1,182917
1736,6,2,12,56,18,27,11,0,56,1,177750
1737,9,9,14,0,0,0,0,0,0,0,238375
1738,11,7,16,64,0,0,64,0,64,1,325500
1739,5,1,9,13,13,0,0,0,13,1,105000
1740,11,8,18,24,24,0,0,0,24,1,325416
1741,7,3,6,64,0,0,4,60,64,1,179333
1742,9,7,14,64,8,25,29,2,64,1,239666
1743,5,3,8,23,0,21,2,0,21,0,105000
1744,6,2,13,64,0,24,0,40,64,1,177708
1745,12,7,24,64,12,36,16,0,64,1,371416
1746,8,4,12,64,33,0,29,2,64,1,222458
1747,10,2,19,1,0,1,0,0,1,1,287167
1748,5,2,6,64,64,0,0,0,64,1,107959
1749,15,11,11,50,0,0,50,0,50,1,561083
1750,6,2,9,64,42,0,15,7,64,1,177875
1751,7,4,7,36,2,0,4,30,34,0,186333
1752,9,2,18,33,33,0,0,0,33,1,238875
1753,10,6,11,64,38,0,7,19,64,1,279250
1754,11,7,22,14,0,0,14,0,14,1,325709
1755,7,0,6,64,64,0,0,0,64,1,182541
1756,9,4,11,0,0,0,0,0,0,0,238500
1757,6,5,12,64,0,0,43,21,64,1,177625
1758,6,2,5,24,24,0,0,0,24,1,177625
1759,5,0,4,64,26,0,38,0,64,1,105041
1760,9,6,14,64,0,0,4,60,64,1,238500
1761,9,1,13,64,64,0,0,0,64,1,242625
1762,11,7,13,15,0,0,4,11,15,1,328833
1763,12,6,18,0,0,0,0,0,0,0,377166
1764,11,8,16,17,0,17,0,0,17,1,325583
1765,15,15,22,64,11,13,0,40,64,1,542542
1766,3,2,6,62,15,0,0,47,62,1,135208
1767,4,1,10,64,63,1,0,0,64,1,88667
1768,10,6,13,48,5,30,13,0,48,1,279041
1769,8,1,14,19,1,0,0,18,19,1,210375
1770,4,1,6,64,10,0,20,34,64,1,88500
1771,6,0,17,60,0,26,0,34,60,1,177875
1772,3,0,2,64,21,0,43,0,64,1,134875
1773,8,6,7,33,0,0,14,19,33,1,207000
1774,8,1,15,55,12,3,30,10,55,1,213500
1775,7,2,9,62,56,0,3,3,62,1,179417
1776,9,4,17,64,0,64,0,0,64,1,238500
1777,9,6,16,64,41,23,0,0,64,1,238458
1778,7,2,7,56,17,3,0,36,56,1,179292
1779,9,5,16,64,40,0,24,0,64,1,238541
1780,7,2,10,28,0,28,0,0,28,1,179375
1781,3,0,5,61,0,0,61,0,61,1,134833
1782,11,7,11,0,0,0,0,0,0,0,325375
1783,11,9,16,64,46,17,1,0,64,1,325500
1784,9,1,14,36,36,0,0,0,36,1,238417
1785,4,0,5,64,0,8,56,0,64,1,88834
1786,4,1,7,64,0,64,0,0,64,1,93208
1787,10,5,13,64,26,38,0,0,64,1,280125
1788,7,7,12,64,64,0,0,0,64,1,179416
1789,6,1,15,28,0,0,28,0,28,1,177875
1790,3,0,5,64,23,8,33,0,64,1,138209
1791,8,7,15,64,0,0,64,0,64,1,224500
1792,5,0,13,4,0,0,4,0,4,1,102334
1793,9,2,9,29,7,12,0,10,18,0,233375
1794,5,1,8,40,2,0,38,0,40,1,100666
1795,8,3,10,63,0,0,25,38,63,1,202125
1796,5,2,9,64,0,28,28,8,64,1,100541
1797,8,6,9,64,56,8,0,0,64,1,198250
1798,14,10,24,64,0,58,0,6,64,1,452958
1799,5,2,8,64,64,0,0,0,64,1,100625
1800,4,3,8,14,0,0,0,14,14,1,85500
1801,6,2,10,36,0,22,0,14,36,1,171167
1802,8,1,10,55,17,10,0,28,55,1,198416
1803,7,1,18,64,64,0,0,0,64,1,172041
1804,5,6,11,64,26,38,0,0,64,1,100750
1805,6,3,8,64,64,0,0,0,64,1,170416
