a,b,dist
120,4066,24
2093,4177,50
4405,1145,64
1162,3576,54
4790,3366,55
3343,917,50
1975,1138,34
4309,1767,59
4912,1884,50
3673,1406,64
82,1622,63
3756,458,56
565,3260,40
903,3579,60
4668,300,60
2942,3301,49
3374,1723,64
2388,1265,51
2279,548,36
4731,3026,0
3360,761,9
72,4718,64
3801,2584,59
1385,4818,63
3778,4469,64
4659,4141,47
553,4231,22
4895,1914,3
3057,623,64
2208,3055,44
690,3947,64
1427,4766,36
3162,2280,57
2246,2751,40
2814,3872,34
2269,1631,12
711,3648,42
2640,1881,56
1298,807,64
3343,349,54
154,3391,64
3191,2726,40
581,4362,7
4267,802,64
4105,2289,24
4433,4311,19
3459,4315,60
465,4657,51
3839,4539,50
1518,3830,64
4703,166,42
980,1526,45
1031,2085,58
4433,979,59
1947,4379,42
4459,745,64
3783,2518,24
1393,611,64
623,4294,42
4487,3764,64
4917,616,63
288,3336,61
2596,1046,45
4342,3077,0
4737,1190,53
2259,2603,42
4420,1495,20
4353,3615,36
1034,185,64
1805,3298,46
3524,2175,9
4553,378,63
233,3237,62
1028,2935,64
2992,1959,48
1146,2073,22
2749,3140,31
4401,181,62
1456,3407,26
4285,2846,47
2528,593,0
4062,53,30
1181,1131,64
1493,4127,64
1681,964,14
1160,4638,45
3655,4373,64
736,2887,64
1516,3033,4
3222,4750,55
2977,3367,58
862,3984,46
2445,4137,56
4928,3132,48
123,3173,64
3,4778,63
728,391,52
388,1267,64
3249,2845,64
2476,2603,36
1964,4114,44
346,990,56
1430,4658,16
3819,4401,64
2427,4962,54
542,3266,64
576,4273,64
10,3218,64
4491,1996,59
950,317,50
3105,218,64
1450,4451,30
446,935,63
2199,1925,58
1785,4296,64
21,4908,55
3753,3343,63
4955,3403,42
4247,4003,11
626,3961,63
2078,2321,32
2505,4432,60
1618,1540,61
722,1578,64
1521,281,55
512,2506,31
2767,1987,56
3489,3636,52
4354,1247,64
999,252,64
769,457,64
157,771,55
2773,4890,34
3041,2382,41
1386,3774,64
1606,664,62
1518,4144,24
1318,1358,45
4560,574,57
213,959,32
2890,2259,17
4248,250,62
2901,2750,56
4746,1260,38
3776,2470,45
2708,4255,32
3777,1937,64
4728,2278,64
1169,4494,50
4249,3436,43
4541,4071,56
2347,4917,64
2878,4596,37
2961,4935,50
3622,4661,64
4741,3168,51
1088,4625,56
4480,3097,34
4029,1016,64
4437,1428,64
4516,127,59
4115,1734,64
4639,4000,64
987,2525,64
589,3880,10
