a,b,dist
1227,4279,51
2517,1622,25
4554,4346,25
2303,3583,2
3719,1538,60
4965,713,50
4295,3399,49
4705,4649,64
187,4241,64
1370,1596,53
754,4692,64
3674,656,58
431,3337,64
882,3968,46
4036,1375,60
1070,956,62
4620,53,64
1045,288,64
2622,4868,64
2846,1295,43
2202,3330,64
4382,3861,57
4701,3748,31
3905,1009,54
1037,2437,64
3402,2782,0
2931,2522,64
2536,4688,43
4715,799,64
2640,23,64
1604,3705,50
4263,4432,51
4889,2792,42
3042,1520,64
4314,395,8
278,4872,64
3051,2452,64
4148,2904,58
3196,2751,62
421,3889,64
4311,16,50
1852,4451,17
738,4652,64
3501,2066,59
3378,4199,64
1193,2890,38
225,3221,26
440,27,61
2801,398,37
915,2760,33
1400,1688,62
1863,4909,50
4220,4060,63
2377,2523,22
1627,1228,64
3194,3041,32
2676,4184,63
895,4411,57
1389,311,64
2775,2501,59
2071,3599,45
4998,4558,64
4368,3037,30
2956,2561,56
2657,1959,41
3485,4074,43
4956,4537,64
439,4070,48
3898,1714,63
1238,2448,64
401,4340,60
1709,252,44
865,129,54
1795,3421,54
2645,4105,32
4985,2417,64
1929,4655,64
1812,3316,2
385,2886,0
3874,4426,56
564,275,60
4280,787,57
2668,3793,64
4897,2811,64
235,3501,22
76,2528,64
3117,1995,64
4782,1137,8
1854,1574,64
4517,2022,23
3816,409,60
2681,3076,64
3124,1621,62
4358,3231,41
1669,3961,64
3894,3833,32
1168,897,64
3234,4271,64
2672,3187,23
2951,4211,43
3191,3536,47
1006,2212,54
3069,4831,64
245,595,64
2944,1603,64
276,1950,64
1535,1353,64
3691,400,28
560,4879,57
928,4121,64
4112,657,33
519,84,36
2783,189,57
3986,3602,64
3444,4611,48
2688,776,8
4082,3555,58
4642,4765,64
3467,1413,31
430,1854,64
255,3656,64
1328,3689,64
915,1992,64
2150,2778,62
1943,2184,0
3164,718,41
4639,482,64
617,1664,59
979,3603,44
552,368,56
3084,3168,53
3501,949,30
3372,578,64
2286,4236,0
212,1658,35
3165,4349,64
3423,4234,64
3142,1079,64
4510,1154,40
4674,3788,62
3578,3124,55
4353,3775,63
4553,3085,0
4807,239,48
1960,820,51
818,3215,55
4508,3808,54
760,4660,64
4294,218,17
2405,4551,36
240,357,51
1351,3960,9
4557,1133,19
2258,4718,64
1360,4120,58
1919,1855,64
