a,b,dist
3547,4448,62
1893,4900,61
4039,4151,34
883,615,59
3996,4194,64
2276,567,31
3535,2008,55
993,4147,64
2562,4216,3
2884,1037,32
4522,4356,64
4679,2061,56
1461,573,51
348,3630,63
3093,4794,64
3095,2679,0
974,2578,64
3848,4050,51
3760,1347,57
1022,4689,28
1171,428,64
1533,4122,60
2324,876,64
3831,2165,48
4980,1266,64
439,1371,64
2381,2496,64
111,3859,64
2619,1173,16
4527,933,34
1484,1882,51
2215,641,44
3949,2813,53
793,658,64
1953,3026,63
3359,3577,64
310,3494,60
4814,3674,59
4578,2677,41
1182,3618,24
1744,3047,64
1761,988,64
1045,1221,64
3725,4654,64
216,2868,64
3224,3154,64
4249,2267,59
1508,1309,21
243,3268,43
1920,481,60
3631,954,61
2170,2378,55
1569,436,33
1821,3489,64
3461,3348,61
3432,1326,64
2114,4652,44
1990,4873,25
4464,2460,64
4451,1295,27
1589,1606,63
3184,2145,64
2751,1692,55
1920,2669,57
441,4165,50
1328,3281,64
4365,3088,18
4586,4369,44
4818,116,47
4852,1093,42
2959,3013,48
3488,3094,54
4532,4509,51
2413,2469,40
2065,3152,26
1889,600,64
1178,4390,29
504,1291,16
3899,3765,64
2461,584,37
809,1243,64
3474,413,40
418,2086,64
3862,555,64
3791,4677,9
3073,513,64
3980,3534,64
230,2988,58
90,4899,27
4491,2075,57
2305,2980,64
2954,1905,54
3261,1337,63
833,4185,46
763,184,61
1615,486,0
3905,4485,62
1235,2331,56
3616,718,43
3373,4539,39
3260,4774,58
1951,1919,64
1785,2586,0
2599,2047,64
4349,3250,44
27,2959,61
3843,4032,64
2059,3797,64
4693,1647,16
1713,126,64
2193,873,63
2526,3857,51
741,400,45
2833,1039,15
172,4957,64
4836,4017,57
1373,3707,42
3120,4957,62
1759,4185,41
4276,2481,64
3436,3662,60
342,2664,64
1739,1608,58
2164,4744,59
1323,1299,51
4884,2049,44
3113,2577,48
2713,4209,63
2356,341,32
1402,3240,52
1978,3160,64
2920,353,34
417,3634,40
3556,2915,64
467,3575,64
3052,2060,64
4006,3159,64
2087,1169,17
695,3446,56
721,3437,56
1666,4251,64
4685,1270,39
2498,1391,61
603,3242,51
4773,2971,52
2521,737,57
4857,2371,47
2587,972,49
4074,385,64
2884,1499,54
1409,3455,51
4305,883,64
4201,4928,63
1279,4257,64
943,1929,13
4646,699,64
4041,1138,64
1819,367,29
2616,202,64
2981,3516,34
4678,4312,64
2847,2898,62
