id,n_genes,gene_edges,morph_edges,n_blocks,hard,muscle,sensor,digestive,largest,connected,dev_ns
1108,5,3,9,60,0,0,43,17,60,1,111209
1109,6,1,11,64,53,0,11,0,64,1,147750
1110,6,0,9,64,0,0,64,0,64,1,147542
1111,5,1,8,44,11,0,33,0,44,1,105334
1112,9,5,15,64,0,0,0,64,64,1,249083
1113,15,10,28,64,0,0,51,13,64,1,553917
1114,8,3,17,64,25,0,27,12,64,1,204708
1115,7,1,7,64,0,0,59,5,64,1,184375
1116,9,3,23,56,10,13,33,0,56,1,229375
1117,6,2,5,0,0,0,0,0,0,0,141750
1118,8,2,13,58,17,17,23,1,58,1,198542
1119,14,12,31,5,5,0,0,0,5,1,464875
1120,7,5,11,64,0,0,64,0,64,1,172292
1121,11,5,14,0,0,0,0,0,0,0,332250
1122,10,3,15,64,33,1,30,0,64,1,279375
1123,10,2,24,64,0,24,40,0,64,1,291666
1124,7,1,14,64,0,0,64,0,64,1,181291
1125,10,7,14,64,0,10,26,28,64,1,286125
1126,14,7,18,57,0,17,5,35,57,1,477750
1127,11,6,24,34,0,34,0,0,34,1,322750
1128,6,3,5,54,37,9,0,8,54,1,141750
1129,7,3,10,40,22,0,18,0,40,1,172291
1130,11,6,18,9,0,9,0,0,9,1,331459
1131,9,5,14,29,8,21,0,0,29,1,229000
1132,5,0,6,64,0,0,0,64,64,1,102458
1133,11,6,20,60,32,0,28,0,60,1,322459
1134,10,4,19,64,0,1,63,0,64,1,267542
1135,6,1,7,55,0,0,0,55,55,1,141666
1136,10,7,21,28,4,0,24,0,28,1,267375
1137,7,1,11,64,58,0,3,3,64,1,171958
1138,7,4,15,64,0,0,37,27,64,1,172208
1139,9,3,9,0,0,0,0,0,0,0,232542
1140,3,1,8,0,0,0,0,0,0,0,68750
1141,5,6,6,54,0,54,0,0,54,1,104208
1142,10,7,20,27,7,20,0,0,27,1,267333
1143,8,3,16,64,63,0,1,0,64,1,211750
1144,11,6,18,64,64,0,0,0,64,1,341667
1145,9,8,13,64,0,0,20,44,64,1,276541
1146,6,1,11,64,64,0,0,0,64,1,157042
1147,7,5,12,64,0,64,0,0,64,1,192208
1148,9,7,14,64,0,0,57,7,64,1,240541
1149,3,0,2,64,0,0,60,4,64,1,70541
1150,9,3,10,34,0,34,0,0,33,0,249292
1151,11,8,24,37,0,0,37,0,37,1,340208
1152,13,9,20,29,18,0,11,0,29,1,423792
1153,5,1,14,64,0,29,6,29,64,1,114250
1154,7,5,13,64,0,0,19,45,64,1,175708
1155,13,3,22,62,24,0,0,38,62,1,412916
1156,9,9,15,57,0,0,57,0,57,1,240292
1157,8,6,14,20,3,1,15,1,15,0,198458
1158,10,5,25,64,0,20,0,44,64,1,267541
1159,8,4,7,64,0,4,60,0,64,1,213208
1160,8,4,9,30,0,0,30,0,30,1,202000
1161,13,12,20,17,0,0,0,17,17,1,425667
1162,6,2,9,58,0,0,58,0,58,1,149125
1163,8,2,8,64,0,0,8,56,64,1,228416
1164,8,7,10,64,0,0,57,7,64,1,201917
1165,7,3,16,64,24,39,1,0,64,1,177959
1166,3,1,3,64,12,52,0,0,64,1,67125
1167,9,1,12,26,0,26,0,0,26,1,229167
1168,3,2,4,64,15,0,0,49,64,1,76417
1169,5,3,6,64,0,23,0,41,64,1,100333
1170,8,3,13,64,8,16,11,29,64,1,202000
1171,9,4,16,53,43,0,10,0,53,1,232458
1172,8,5,15,9,0,0,0,9,9,1,198375
1173,2,0,4,64,0,0,0,64,64,1,67250
1174,6,4,11,64,0,50,14,0,64,1,141541
1175,6,1,7,48,0,0,42,6,48,1,141583
1176,6,1,8,64,0,27,0,37,64,1,141333
1177,10,5,22,64,42,22,0,0,64,1,271084
1178,9,2,11,64,29,0,0,35,64,1,250042
1179,8,8,14,64,0,39,3,22,64,1,201959
1180,8,3,11,56,0,42,0,14,56,1,198375
1181,7,3,12,34,16,8,10,0,34,1,172042
1182,7,3,13,64,42,0,0,22,64,1,172125
1183,5,2,4,60,60,0,0,0,60,1,100625
1184,10,6,15,55,19,36,0,0,55,1,267666
1185,11,4,16,64,17,0,47,0,64,1,326334
1186,12,5,13,64,50,14,0,0,64,1,368333
1187,11,4,22,39,17,9,13,0,39,1,325042
1188,5,1,9,64,46,0,18,0,64,1,100209
1189,6,1,11,32,27,0,0,5,32,1,141458
1190,3,0,6,29,28,1,0,0,29,1,66958
1191,9,0,16,64,0,0,64,0,64,1,232542
1192,10,3,19,64,0,0,32,32,64,1,270917
1193,7,3,8,8,8,0,0,0,8,1,171958
1194,9,1,16,48,0,0,0,48,48,1,232500
1195,2,0,4,64,0,0,64,0,64,1,64000
1196,6,3,4,0,0,0,0,0,0,0,145125
1197,11,6,16,64,0,0,0,64,64,1,322333
1198,6,1,11,64,0,0,41,23,64,1,158334
1199,9,4,17,57,0,1,9,47,57,1,232459
1200,5,1,6,64,0,0,64,0,64,1,108541
1201,9,2,19,43,0,33,0,10,43,1,228833
1202,13,8,24,61,0,0,61,0,61,1,411000
1203,10,2,14,64,64,0,0,0,64,1,270917
1204,7,3,11,15,0,0,0,15,15,1,172250
1205,6,2,12,64,33,0,5,26,64,1,141625
1206,7,2,7,46,30,0,0,16,46,1,180833
1207,8,1,9,64,44,0,4,16,64,1,202750
1208,5,1,7,40,40,0,0,0,40,1,108500
1209,8,3,10,20,0,16,0,4,16,0,206709
1210,8,1,15,57,26,0,24,7,57,1,206750
1211,11,5,18,42,0,0,0,42,42,1,333292
1212,6,1,8,63,4,0,25,34,63,1,147834
1213,7,1,6,64,56,0,8,0,64,1,180166
1214,12,9,19,46,0,0,8,38,46,1,365500
1215,14,12,20,64,48,6,10,0,64,1,449334
1216,9,3,10,3,0,0,3,0,3,1,246250
1217,5,3,8,54,54,0,0,0,54,1,100291
1218,12,6,20,64,0,14,41,9,64,1,476750
1219,6,2,11,64,0,0,64,0,64,1,146625
1220,6,2,11,62,0,19,0,43,62,1,141500
1221,7,0,14,64,49,0,15,0,64,1,183125
1222,8,2,9,16,0,0,0,16,16,1,202625
1223,2,0,2,64,0,0,18,46,64,1,64250
1224,7,2,8,64,26,38,0,0,64,1,172000
1225,9,5,12,64,35,2,27,0,64,1,243708
1226,4,2,6,64,0,5,59,0,64,1,83625
1227,5,2,9,64,64,0,0,0,64,1,102416
1228,7,2,10,0,0,0,0,0,0,0,183084
1229,3,0,1,64,0,0,64,0,64,1,70500
1230,16,11,35,62,0,59,3,0,62,1,581083
1231,8,8,10,64,0,0,0,64,64,1,206875
1232,7,4,13,64,44,0,0,20,64,1,172541
1233,9,6,13,62,20,0,0,42,62,1,229042
1234,6,2,9,64,0,0,64,0,64,1,141458
1235,5,1,7,38,7,0,26,5,38,1,100667
1236,5,2,11,64,0,0,2,62,64,1,100208
1237,10,3,15,64,0,1,63,0,64,1,271208
1238,9,8,9,36,0,36,0,0,36,1,228958
1239,11,6,20,64,64,0,0,0,64,1,319041
1240,8,4,17,64,10,0,54,0,64,1,198292
1241,6,1,12,64,26,0,29,9,64,1,141625
1242,11,6,15,64,32,0,32,0,64,1,319125
1243,1,0,3,64,0,0,64,0,64,1,60875
1244,11,13,15,13,0,0,12,1,12,0,319459
1245,11,5,16,28,0,0,0,28,28,1,318458
1246,7,5,7,64,32,18,14,0,64,1,172000
1247,10,9,21,60,0,0,60,0,60,1,267541
1248,8,1,13,49,7,0,41,1,49,1,205042
1249,6,3,6,64,7,0,42,15,64,1,141500
1250,7,0,17,64,0,43,13,8,64,1,171917
1251,7,1,8,60,14,0,0,46,60,1,172125
1252,4,0,11,64,0,0,58,6,64,1,81167
1253,9,1,20,0,0,0,0,0,0,0,232500
1254,7,3,11,62,27,12,18,5,62,1,194000
1255,17,15,28,26,19,0,7,0,26,1,655166
1256,3,0,5,64,0,28,0,36,64,1,71000
1257,7,3,10,64,0,0,32,32,64,1,172500
1258,6,2,10,30,0,0,23,7,30,1,145167
1259,8,1,13,62,0,62,0,0,62,1,202375
1260,11,6,13,64,44,0,20,0,64,1,322625
1261,9,6,21,64,38,0,26,0,64,1,243542
1262,11,5,18,64,0,0,0,64,64,1,322459
1263,9,6,17,64,64,0,0,0,64,1,247750
1264,8,8,8,64,0,0,0,64,64,1,207542
1265,7,3,17,64,0,0,56,8,64,1,172250
1266,6,0,7,22,0,0,0,22,22,1,141416
1267,4,2,11,64,0,4,60,0,64,1,81375
1268,7,4,10,64,30,34,0,0,64,1,184625
1269,9,2,12,64,0,63,0,1,64,1,254709
1270,9,2,11,36,0,26,0,10,36,1,249541
1271,7,3,14,64,5,0,19,40,64,1,171958
1272,10,4,16,64,0,0,64,0,64,1,289875
1273,9,0,15,64,23,0,41,0,64,1,228750
1274,6,1,8,64,0,0,0,64,64,1,145542
1275,9,4,17,11,0,11,0,0,11,1,232417
1276,5,1,7,64,0,0,0,64,64,1,106333
1277,4,0,5,0,0,0,0,0,0,0,81084
1278,11,10,14,64,11,0,53,0,64,1,331791
1279,6,3,11,34,34,0,0,0,34,1,141667
1280,6,0,10,64,2,26,0,36,64,1,141417
1281,6,2,13,64,0,0,64,0,64,1,145291
1282,5,2,8,64,52,0,12,0,64,1,100291
1283,8,5,14,4,0,0,4,0,4,1,209542
1284,11,4,15,23,19,0,0,4,23,1,319042
1285,6,5,6,36,0,0,28,8,36,1,141625
1286,10,5,16,64,0,0,64,0,64,1,267458
1287,5,1,10,62,0,0,0,62,62,1,100292
1288,6,3,7,0,0,0,0,0,0,0,147584
1289,10,2,11,64,0,0,34,30,64,1,276500
1290,6,0,7,41,41,0,0,0,41,1,146667
1291,8,2,10,48,48,0,0,0,48,1,213666
1292,12,5,18,35,0,16,19,0,35,1,363875
1293,11,5,18,64,0,11,0,53,64,1,347000
1294,12,11,20,56,56,0,0,0,56,1,359750
1295,12,6,27,64,42,0,22,0,64,1,359583
1296,8,5,14,64,23,0,31,10,64,1,202666
1297,8,1,12,64,64,0,0,0,64,1,219542
1298,6,1,5,64,0,64,0,0,64,1,163000
1299,8,4,12,64,51,0,0,13,64,1,212709
1300,5,1,8,0,0,0,0,0,0,0,105333
1301,12,7,14,0,0,0,0,0,0,0,383375
1302,9,9,15,64,18,46,0,0,64,1,232958
1303,13,11,21,64,0,15,49,0,64,1,404541
1304,13,9,20,64,0,0,0,64,64,1,415166
1305,8,1,12,64,4,0,0,60,64,1,205458
1306,13,13,25,54,45,9,0,0,54,1,422083
1307,10,3,13,64,14,0,50,0,64,1,267959
1308,4,0,9,6,6,0,0,0,6,1,81500
1309,8,2,15,64,0,0,7,57,64,1,198583
1310,4,0,8,61,0,0,61,0,61,1,81167
1311,6,4,11,22,22,0,0,0,22,1,141834
1312,4,0,1,0,0,0,0,0,0,0,81083
1313,12,6,16,5,0,0,1,4,5,1,356625
1314,6,4,6,64,34,0,0,30,64,1,141917
1315,8,5,14,63,7,0,45,11,63,1,198458
1316,10,5,22,54,26,0,20,8,54,1,267750
1317,7,3,11,64,40,4,20,0,64,1,176292
1318,7,0,11,4,0,0,0,4,2,0,172125
1319,8,2,9,10,0,0,10,0,10,1,198500
1320,8,4,8,64,64,0,0,0,64,1,198417
1321,6,2,11,34,18,0,14,2,34,1,141709
1322,6,2,11,64,53,0,11,0,64,1,141833
1323,7,2,9,64,0,0,0,64,64,1,172291
1324,9,4,12,64,0,0,56,8,64,1,229291
1325,13,18,19,0,0,0,0,0,0,0,404459
1326,6,4,11,50,34,10,6,0,50,1,141916
1327,8,4,15,64,1,0,63,0,64,1,198625
1328,12,9,14,64,0,64,0,0,64,1,356375
1329,14,8,18,64,30,0,0,34,64,1,450334
1330,12,4,19,64,0,0,64,0,64,1,383625
1331,3,1,5,64,0,0,0,64,64,1,71292
1332,4,0,2,64,64,0,0,0,64,1,84666
1333,5,3,7,27,0,0,27,0,27,1,104459
1334,8,2,20,60,16,36,8,0,60,1,211084
1335,9,9,18,48,0,34,0,14,48,1,236375
1336,9,8,18,30,0,0,11,19,30,1,229084
1337,8,3,12,64,0,0,1,63,64,1,198417
1338,6,4,7,64,18,0,0,46,64,1,142291
1339,8,4,7,64,2,0,62,0,64,1,210084
1340,6,1,8,52,2,0,36,14,52,1,142375
1341,7,2,9,64,1,22,41,0,64,1,177958
1342,14,7,22,50,0,0,23,27,50,1,456958
1343,8,2,11,64,0,0,64,0,64,1,205833
1344,10,5,21,58,0,0,39,19,58,1,285167
1345,4,1,5,0,0,0,0,0,0,0,81125
1346,4,1,7,46,0,0,0,46,46,1,84584
1347,6,1,6,57,2,0,9,46,57,1,141458
1348,5,0,4,64,0,0,38,26,64,1,104083
1349,7,2,11,63,0,0,63,0,63,1,172250
1350,4,0,0,64,64,0,0,0,64,1,80000
1351,9,4,17,64,64,0,0,0,64,1,233292
1352,5,1,10,64,0,0,36,28,64,1,100625
1353,10,5,19,54,0,14,40,0,54,1,271084
1354,6,2,7,39,23,0,0,16,39,1,141417
1355,9,2,14,64,27,0,37,0,64,1,232417
1356,13,4,14,64,0,3,61,0,64,1,411000
1357,13,8,22,59,0,0,39,20,59,1,404041
1358,9,5,16,64,25,0,39,0,64,1,228917
1359,7,3,3,56,24,0,0,32,56,1,172416
1360,7,3,10,64,0,64,0,0,64,1,172291
1361,5,3,10,64,0,0,64,0,64,1,100125
1362,5,1,14,45,34,0,11,0,45,1,100666
1363,10,4,14,64,62,0,0,2,64,1,270916
1364,9,4,14,37,26,0,0,11,36,0,233458
1365,12,7,18,64,57,0,7,0,64,1,368084
1366,10,1,11,8,0,0,0,8,8,1,267375
1367,1,0,3,0,0,0,0,0,0,0,64916
1368,8,3,13,49,10,0,24,15,49,1,198375
1369,6,2,12,33,11,6,16,0,32,0,141667
1370,7,3,13,2,0,0,2,0,2,1,171875
1371,3,0,3,64,0,0,64,0,64,1,70541
1372,3,0,4,64,0,0,0,64,64,1,66916
1373,11,10,16,64,0,0,42,22,64,1,322500
1374,12,11,15,5,0,0,5,0,4,0,369000
1375,10,6,22,48,0,0,6,42,48,1,267417
1376,13,13,19,64,31,0,0,33,64,1,404250
1377,5,1,9,64,0,0,14,50,64,1,100250
1378,7,3,9,64,0,0,4,60,64,1,172042
1379,7,7,16,64,0,0,0,64,64,1,178500
1380,10,5,17,0,0,0,0,0,0,0,280375
1381,13,7,25,31,0,0,18,13,31,1,410834
1382,7,3,15,28,0,2,26,0,26,0,172167
1383,9,4,12,64,0,0,64,0,64,1,232500
1384,4,0,9,64,0,3,61,0,64,1,80958
1385,8,4,14,0,0,0,0,0,0,0,198375
1386,5,0,9,64,0,0,64,0,64,1,104042
1387,7,5,12,36,2,5,0,29,36,1,172166
1388,9,3,13,64,34,0,30,0,64,1,228958
1389,7,5,11,18,1,3,7,7,7,0,172750
1390,6,1,16,64,0,31,31,2,64,1,141416
1391,7,3,12,54,0,54,0,0,54,1,172042
1392,11,5,15,58,0,22,0,36,58,1,319042
1393,9,3,13,48,13,0,7,28,48,1,228875
1394,4,0,12,64,0,0,0,64,64,1,81000
1395,5,4,8,0,0,0,0,0,0,0,100542
1396,8,3,16,64,7,6,51,0,64,1,216083
1397,7,1,9,64,3,19,0,42,64,1,181417
1398,6,2,8,64,6,0,0,58,64,1,141459
1399,12,8,19,64,0,32,5,27,64,1,359875
1400,5,1,4,64,0,0,0,64,64,1,102667
1401,6,3,11,36,18,0,7,11,36,1,144959
1402,10,8,16,41,41,0,0,0,41,1,273750
1403,7,1,5,0,0,0,0,0,0,0,171958
1404,15,9,18,64,22,0,0,42,64,1,539166
1405,4,3,4,40,0,28,12,0,40,1,81250
1406,11,11,17,29,10,1,0,18,29,1,322500
1407,6,1,8,44,0,0,33,11,44,1,141500
1408,5,1,7,64,0,47,16,1,64,1,100250
1409,6,1,12,64,0,0,64,0,64,1,141459
1410,7,0,9,36,0,1,35,0,36,1,172292
1411,3,0,8,30,28,2,0,0,28,0,66833
1412,3,0,5,64,0,0,0,64,64,1,66958
1413,6,0,14,64,49,0,0,15,64,1,141459
1414,13,8,18,60,16,0,44,0,60,1,403958
1415,8,2,10,46,0,2,0,44,44,0,203458
1416,12,8,20,45,42,0,3,0,45,1,359750
1417,7,6,14,22,0,0,22,0,22,1,172167
1418,3,1,4,0,0,0,0,0,0,0,67084
1419,8,5,11,0,0,0,0,0,0,0,198417
1420,14,13,28,64,0,0,33,31,64,1,446791
1421,5,1,9,64,64,0,0,0,64,1,100459
1422,4,0,10,64,0,30,29,5,64,1,89584
1423,4,0,9,64,0,0,0,64,64,1,84417
1424,7,5,8,49,49,0,0,0,49,1,179708
1425,9,4,14,62,15,4,27,16,62,1,249625
1426,10,6,15,64,7,0,3,54,64,1,267792
1427,9,6,12,61,35,25,1,0,61,1,237083
1428,11,5,27,55,25,8,0,22,55,1,318916
1429,8,1,11,47,1,21,25,0,47,1,201458
1430,11,7,26,27,0,27,0,0,27,1,337208
1431,5,2,7,46,0,0,46,0,46,1,100625
1432,8,8,18,64,0,0,34,30,64,1,198375
1433,9,4,12,53,43,0,0,10,52,0,229083
1434,8,3,12,1,1,0,0,0,1,1,201500
1435,9,3,17,64,0,0,64,0,64,1,230792
1436,11,2,14,64,0,0,0,64,64,1,322000
1437,9,5,12,64,0,0,41,23,64,1,228875
1438,8,3,15,45,0,0,45,0,45,1,198417
1439,15,10,25,64,0,0,64,0,64,1,543792
1440,8,0,13,60,0,33,27,0,60,1,198208
1441,11,5,21,64,2,0,0,62,64,1,318875
1442,10,10,16,26,26,0,0,0,26,1,267500
1443,16,9,28,64,0,0,64,0,64,1,571250
1444,4,0,8,64,0,0,0,64,64,1,87375
1445,10,7,18,54,45,9,0,0,54,1,267667
1446,7,3,10,64,50,0,14,0,64,1,188333
1447,8,3,15,64,0,0,64,0,64,1,198375
1448,6,2,4,64,0,49,15,0,64,1,141750
1449,9,2,16,64,0,0,0,64,64,1,228958
1450,6,2,7,64,30,0,10,24,64,1,141584
1451,9,1,20,8,0,8,0,0,8,1,228917
1452,8,0,14,54,0,0,49,5,54,1,198291
1453,11,7,19,0,0,0,0,0,0,0,319083
1454,7,4,14,64,0,0,24,40,64,1,175208
1455,9,2,13,1,0,1,0,0,1,1,228917
1456,9,3,13,64,0,12,0,52,64,1,230167
1457,9,5,18,0,0,0,0,0,0,0,228958
1458,7,3,9,25,0,0,0,25,23,0,189583
1459,7,3,11,1,0,0,0,1,1,1,192750
1460,10,4,19,64,30,0,2,32,64,1,295417
1461,13,5,24,55,0,4,0,51,55,1,453334
1462,13,12,15,64,0,17,0,47,64,1,437250
1463,6,1,13,7,4,0,3,0,4,0,162334
1464,4,0,5,55,45,0,10,0,55,1,89875
1465,4,1,3,64,16,0,8,40,64,1,97458
1466,6,1,11,1,0,0,0,1,1,1,168583
1467,8,6,17,17,17,0,0,0,17,1,237375
1468,5,2,13,16,6,10,0,0,16,1,119500
1469,6,3,10,25,0,0,0,25,25,1,170250
1470,5,2,10,64,8,12,44,0,64,1,122709
1471,7,2,9,64,0,0,0,64,64,1,209125
1472,10,7,19,64,0,0,64,0,64,1,322375
1473,3,0,6,64,0,0,0,64,64,1,78084
1474,6,0,15,59,56,0,3,0,59,1,166416
1475,13,2,20,64,10,0,54,0,64,1,448375
1476,11,4,17,40,0,24,16,0,40,1,349917
1477,12,10,21,0,0,0,0,0,0,0,401709
1478,11,8,12,51,26,0,3,22,51,1,345584
1479,6,2,10,64,25,0,3,36,64,1,141375
1480,6,3,6,48,0,0,48,0,48,1,141500
1481,7,0,10,64,7,54,0,3,64,1,175375
1482,9,6,18,64,0,0,64,0,64,1,231792
1483,6,4,7,64,64,0,0,0,64,1,141542
1484,3,0,3,36,0,0,36,0,36,1,66750
1485,4,2,6,15,0,15,0,0,15,1,81334
1486,8,4,11,8,7,1,0,0,4,0,201833
1487,15,9,23,27,0,0,0,27,27,1,526417
1488,14,11,22,64,10,0,0,54,64,1,450458
1489,12,8,23,60,0,7,0,53,60,1,382542
1490,8,2,16,64,0,0,11,53,64,1,198333
1491,12,4,21,64,16,0,47,1,64,1,395375
1492,5,3,4,0,0,0,0,0,0,0,107834
1493,7,3,11,44,7,0,10,27,44,1,172375
1494,7,2,11,64,21,0,6,37,64,1,171792
1495,7,4,18,62,0,30,29,3,62,1,172041
1496,5,1,6,64,0,0,64,0,64,1,100500
1497,3,1,7,15,15,0,0,0,15,1,71542
1498,7,2,16,64,8,2,0,54,64,1,172417
1499,13,11,14,64,0,0,64,0,64,1,405833
1500,12,7,25,39,3,24,0,12,39,1,357875
1501,10,5,17,50,0,0,0,50,50,1,274958
1502,4,1,11,63,0,0,0,63,63,1,83583
1503,5,0,6,64,48,0,16,0,64,1,103958
1504,7,2,11,31,28,0,3,0,31,1,186208
1505,10,5,17,64,0,54,4,6,64,1,285208
1506,6,3,11,26,0,0,26,0,26,1,145375
1507,4,1,4,53,21,32,0,0,53,1,83375
1508,12,9,22,64,0,0,26,38,64,1,373791
1509,4,0,7,61,21,40,0,0,61,1,83208
1510,7,2,14,64,5,3,23,33,64,1,186041
1511,10,5,12,64,0,64,0,0,64,1,301584
1512,10,7,17,64,12,0,17,35,64,1,294833
1513,13,8,19,10,0,0,1,9,9,0,481459
1514,4,1,5,64,57,7,0,0,64,1,99333
1515,5,0,10,12,0,0,0,12,12,1,117541
1516,9,3,13,5,1,0,0,4,4,0,284083
1517,4,1,3,48,0,4,44,0,48,1,90042
1518,9,2,14,64,0,0,64,0,64,1,262916
1519,9,2,20,64,0,31,19,14,64,1,248500
1520,7,4,12,59,10,3,0,46,59,1,172750
1521,6,2,11,64,27,0,24,13,64,1,145375
1522,10,2,12,37,0,0,14,23,37,1,271416
1523,6,2,8,52,18,0,12,22,52,1,141708
1524,11,6,20,64,0,0,8,56,64,1,329917
1525,6,1,14,64,37,6,21,0,64,1,145875
1526,7,2,4,64,30,28,0,6,64,1,172334
1527,6,1,7,41,0,21,20,0,41,1,141500
1528,4,2,7,33,32,1,0,0,33,1,87709
1529,14,10,22,3,1,0,2,0,2,0,460042
1530,8,0,10,64,42,0,22,0,64,1,203208
1531,12,4,17,47,47,0,0,0,47,1,359625
1532,8,3,11,6,0,0,6,0,3,0,198375
1533,8,1,7,64,0,60,4,0,64,1,198333
1534,12,10,17,64,0,13,37,14,64,1,369625
1535,12,9,22,62,2,0,0,60,62,1,356250
1536,9,3,9,44,8,14,11,11,44,1,229042
1537,12,7,24,64,55,9,0,0,64,1,356166
1538,9,3,15,64,0,0,0,64,64,1,230292
1539,7,1,10,64,0,64,0,0,64,1,172041
1540,3,0,4,64,0,0,64,0,64,1,67125
1541,8,3,13,20,0,0,0,20,20,1,201916
1542,9,2,16,31,0,0,31,0,31,1,239541
1543,3,0,2,64,62,0,0,2,64,1,67000
1544,9,3,8,64,0,0,64,0,64,1,239458
1545,16,17,24,64,8,0,0,56,64,1,625625
1546,8,3,15,0,0,0,0,0,0,0,200625
1547,4,1,5,64,56,7,1,0,64,1,85292
1548,8,3,9,64,0,0,15,49,64,1,198250
1549,12,9,21,9,0,0,9,0,7,0,360834
1550,10,3,16,64,0,53,11,0,64,1,267875
1551,8,3,14,64,28,4,0,32,64,1,212083
1552,13,9,17,50,28,0,0,22,50,1,405041
1553,9,1,10,37,0,8,28,1,37,1,229208
1554,6,1,6,64,0,3,0,61,64,1,145208
1555,3,0,5,39,0,18,0,21,39,1,69292
1556,6,2,11,63,0,0,0,63,63,1,141583
1557,8,5,18,34,0,17,0,17,34,1,198875
1558,6,2,12,3,0,0,3,0,3,1,141542
1559,8,3,10,64,64,0,0,0,64,1,198459
1560,15,12,27,64,64,0,0,0,64,1,519083
1561,12,10,14,64,0,0,0,64,64,1,377208
1562,6,2,10,64,0,0,0,64,64,1,149875
1563,6,0,9,64,7,0,28,29,64,1,141458
1564,9,3,18,64,0,0,64,0,64,1,256750
1565,7,0,8,64,16,3,32,13,64,1,172291
1566,4,1,4,64,40,0,24,0,64,1,91917
1567,6,3,14,64,1,46,17,0,64,1,141542
1568,11,5,21,12,0,0,12,0,12,1,332667
1569,7,1,7,61,0,0,45,16,61,1,171917
1570,7,1,11,33,13,0,0,20,33,1,172167
1571,3,0,11,64,64,0,0,0,64,1,66666
1572,6,3,14,64,2,53,9,0,64,1,149000
1573,9,4,15,64,7,3,12,42,64,1,236542
1574,9,8,13,64,0,0,0,64,64,1,236666
1575,6,5,10,34,6,0,28,0,34,1,141584
1576,8,3,11,62,0,0,62,0,62,1,198625
1577,9,2,11,33,33,0,0,0,33,1,232584
1578,12,2,13,50,0,32,18,0,50,1,362333
1579,8,3,14,64,0,0,19,45,64,1,210833
1580,9,6,16,64,0,9,55,0,64,1,229125
1581,8,0,18,18,6,0,0,12,12,0,209833
1582,7,5,12,50,0,0,50,0,50,1,172209
1583,5,1,10,2,0,2,0,0,2,1,100875
1584,6,2,6,64,0,0,4,60,64,1,162916
1585,8,4,13,64,12,33,0,19,64,1,198291
1586,9,9,14,34,0,0,12,22,34,1,229084
1587,9,6,10,64,0,26,32,6,64,1,229209
1588,12,3,22,6,0,0,0,6,6,1,361209
1589,6,1,12,63,20,27,16,0,63,1,146792
1590,9,6,14,47,7,0,3,37,47,1,249458
1591,11,3,14,19,0,0,19,0,19,1,349958
1592,9,6,10,64,4,58,0,2,64,1,242458
1593,5,2,7,64,0,20,1,43,64,1,104958
1594,6,4,9,64,2,7,0,55,64,1,157084
1595,6,2,9,64,1,63,0,0,64,1,147375
1596,6,4,10,0,0,0,0,0,0,0,147500
1597,9,8,15,64,0,0,64,0,64,1,232792
1598,5,3,6,64,62,2,0,0,64,1,105834
1599,15,14,20,42,34,0,0,8,42,1,525417
1600,6,2,11,56,0,0,0,56,56,1,141542
1601,6,3,8,18,0,0,18,0,18,1,163333
1602,6,1,11,64,0,0,0,64,64,1,141667
1603,1,0,2,0,0,0,0,0,0,0,61334
1604,9,3,13,6,0,3,3,0,3,0,229125
1605,4,0,8,64,0,64,0,0,64,1,81250
1606,10,4,16,0,0,0,0,0,0,0,271833
1607,9,7,8,55,0,0,55,0,55,1,229042
1608,8,1,12,51,0,0,28,23,51,1,198459
1609,7,4,7,64,0,0,0,64,64,1,172292
1610,8,9,11,51,0,48,3,0,51,1,198458
1611,10,2,18,64,9,0,55,0,64,1,267417
1612,12,6,16,43,42,1,0,0,43,1,358625
1613,6,0,10,33,0,0,0,33,33,1,141416
1614,14,10,29,49,0,0,0,49,49,1,453750
1615,3,1,1,0,0,0,0,0,0,0,67041
1616,7,5,8,15,0,3,12,0,15,1,172084
1617,9,6,22,64,4,19,41,0,64,1,229083
1618,5,1,7,64,0,64,0,0,64,1,100292
1619,10,7,8,64,21,0,43,0,64,1,271916
1620,12,10,25,64,0,0,0,64,64,1,356250
1621,8,3,10,64,0,64,0,0,64,1,198375
1622,5,3,8,2,0,0,0,2,2,1,115042
1623,4,1,7,45,36,7,0,2,44,0,81084
1624,11,6,20,59,59,0,0,0,59,1,319083
1625,10,6,16,54,0,0,54,0,54,1,267375
1626,9,2,14,34,8,0,8,18,34,1,229042
1627,10,3,13,4,0,0,0,4,4,1,267375
1628,3,1,2,0,0,0,0,0,0,0,67083
1629,11,8,20,16,16,0,0,0,16,1,326625
1630,8,8,19,24,24,0,0,0,24,1,198458
1631,10,8,13,35,0,0,13,22,35,1,279208
1632,9,4,17,48,0,0,0,48,48,1,235666
1633,11,6,15,33,19,0,14,0,19,0,318667
1634,6,4,7,34,0,0,0,34,34,1,141625
1635,6,2,9,64,0,0,29,35,64,1,141583
1636,9,2,20,64,8,13,3,40,64,1,243042
1637,7,1,11,16,16,0,0,0,16,1,172083
1638,14,6,25,64,0,0,63,1,64,1,446709
1639,4,1,6,64,18,0,46,0,64,1,81083
1640,10,6,19,42,0,0,6,36,42,1,267458
1641,9,7,18,64,0,0,63,1,64,1,232292
1642,2,1,3,40,0,40,0,0,40,1,64000
1643,10,8,14,28,0,0,16,12,28,1,267500
