step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat
200000,64,43,2,0,19,2,0.031,434,4.51,83.82,4.48
200000,57,41,0,0,16,0,0.000,428,4.31,81.38,0.00
200000,64,45,2,0,17,2,0.031,421,2.12,76.22,2.57
200000,64,28,20,0,16,20,0.312,420,0.73,70.94,14.41
200000,64,28,20,0,16,20,0.312,419,3.52,79.90,12.61
200000,58,40,0,0,18,0,0.000,410,5.22,76.56,0.00
200000,56,40,0,0,16,0,0.000,404,3.48,79.02,0.00
200000,54,40,0,0,14,0,0.000,402,4.73,73.63,0.00
200000,64,28,20,0,16,20,0.312,399,2.26,70.65,15.75
200000,54,40,0,0,14,0,0.000,378,2.66,60.15,0.00
200000,57,41,0,0,16,0,0.000,377,1.45,69.83,0.00
200000,54,40,0,0,14,0,0.000,367,3.04,62.52,0.00
200000,54,40,0,0,14,0,0.000,360,6.21,64.54,0.00
200000,54,40,0,0,14,0,0.000,359,4.99,66.91,0.00
200000,58,40,0,0,18,0,0.000,358,2.01,60.38,0.00
200000,54,40,0,0,14,0,0.000,356,4.51,58.48,0.00
200000,54,40,0,0,14,0,0.000,343,5.84,57.67,0.00
200000,57,41,0,0,16,0,0.000,331,3.83,60.40,0.00
200000,54,40,0,0,14,0,0.000,331,2.40,56.02,0.00
200000,54,40,0,0,14,0,0.000,330,5.72,55.47,0.00
200000,56,40,0,0,16,0,0.000,321,2.65,56.61,0.00
200000,54,40,0,0,14,0,0.000,311,5.74,56.13,0.00
200000,58,40,0,0,18,0,0.000,302,5.35,61.90,0.00
200000,56,40,0,0,16,0,0.000,294,0.09,49.48,0.00
200000,56,40,0,0,16,0,0.000,290,2.58,51.35,0.00
200000,54,40,0,0,14,0,0.000,281,2.26,44.03,0.00
200000,64,43,2,0,19,2,0.031,281,3.76,53.84,0.00
200000,56,40,0,0,16,0,0.000,276,3.53,49.88,0.00
200000,56,40,0,0,16,0,0.000,274,1.13,47.17,0.00
200000,56,41,0,0,15,0,0.000,274,2.39,44.58,0.00
200000,57,41,0,0,16,0,0.000,268,5.71,47.65,0.00
200000,54,40,0,0,14,0,0.000,266,4.11,47.19,0.00
200000,56,40,0,0,16,0,0.000,256,6.05,49.05,0.00
200000,54,40,0,0,14,0,0.000,248,2.26,38.72,0.00
200000,64,43,2,0,19,2,0.031,238,3.30,45.16,0.00
200000,64,28,20,0,16,20,0.312,236,4.35,47.80,10.98
200000,57,41,0,0,16,0,0.000,231,6.82,46.35,0.00
200000,54,40,0,0,14,0,0.000,227,3.70,40.45,0.00
200000,54,40,0,0,14,0,0.000,226,6.85,43.47,0.00
200000,54,40,0,0,14,0,0.000,223,2.45,34.87,0.00
200000,56,40,0,0,16,0,0.000,214,0.92,36.85,0.00
200000,54,40,0,0,14,0,0.000,214,3.62,34.56,0.00
200000,64,43,2,0,19,2,0.031,213,4.91,54.82,0.00
200000,54,40,0,0,14,0,0.000,201,3.85,36.43,0.00
200000,56,41,0,0,15,0,0.000,199,1.26,30.83,0.00
200000,56,40,0,0,16,0,0.000,199,4.64,41.87,0.00
200000,54,40,0,0,14,0,0.000,198,4.41,36.49,0.00
200000,53,42,0,0,11,0,0.000,191,0.42,27.07,0.00
200000,54,40,0,0,14,0,0.000,190,4.60,35.38,0.00
200000,54,40,0,0,14,0,0.000,189,6.72,33.61,0.00
200000,57,41,0,0,16,0,0.000,188,2.34,30.62,0.00
200000,56,40,0,0,16,0,0.000,186,3.05,34.34,0.00
200000,54,40,0,0,14,0,0.000,186,4.40,30.79,0.00
200000,54,40,0,0,14,0,0.000,184,6.41,36.23,0.00
200000,56,40,0,0,16,0,0.000,178,5.29,35.23,0.00
200000,54,40,0,0,14,0,0.000,178,3.59,28.72,0.00
200000,54,40,0,0,14,0,0.000,174,3.99,28.45,0.00
200000,54,40,0,0,14,0,0.000,172,6.33,30.47,0.00
200000,64,28,20,0,16,20,0.312,169,7.03,28.53,9.02
200000,56,40,0,0,16,0,0.000,168,1.57,25.94,0.00
200000,56,41,0,0,15,0,0.000,164,5.54,29.23,0.00
200000,54,40,0,0,14,0,0.000,162,1.43,27.68,0.00
200000,54,40,0,0,14,0,0.000,161,0.16,22.54,0.00
200000,56,40,0,0,16,0,0.000,159,3.85,26.75,0.00
200000,56,40,0,0,16,0,0.000,158,0.82,23.56,0.00
200000,54,40,0,0,14,0,0.000,149,5.05,25.46,0.00
200000,56,40,0,0,16,0,0.000,144,0.38,24.57,0.00
200000,54,40,0,0,14,0,0.000,142,3.44,22.72,0.00
200000,54,40,0,0,14,0,0.000,140,3.84,26.53,0.00
200000,54,40,0,0,14,0,0.000,140,3.01,25.68,0.00
200000,54,40,0,0,14,0,0.000,129,1.44,18.60,0.00
200000,54,40,0,0,14,0,0.000,129,1.09,22.01,0.00
200000,56,40,0,0,16,0,0.000,126,1.10,18.45,0.00
200000,54,40,0,0,14,0,0.000,125,0.70,17.22,0.00
200000,63,43,0,0,20,0,0.000,124,0.99,20.21,0.00
200000,64,43,2,0,19,2,0.031,119,5.36,24.03,0.00
200000,54,40,0,0,14,0,0.000,117,1.73,16.98,0.00
200000,56,40,0,0,16,0,0.000,110,1.04,15.69,0.00
200000,57,41,0,0,16,0,0.000,108,5.63,20.13,0.00
200000,54,40,0,0,14,0,0.000,107,4.58,18.21,0.00
200000,54,40,0,0,14,0,0.000,106,0.84,14.28,0.00
200000,58,40,0,0,18,0,0.000,104,1.46,19.57,0.00
200000,56,40,0,0,16,0,0.000,100,3.65,16.64,0.00
200000,54,40,0,0,14,0,0.000,96,4.71,16.54,0.00
200000,56,40,0,0,16,0,0.000,94,4.36,16.33,0.00
200000,64,52,0,0,12,0,0.000,88,0.65,13.74,0.00
200000,46,16,0,0,30,0,0.000,85,4.67,19.37,0.00
200000,54,40,0,0,14,0,0.000,84,2.10,11.96,0.00
200000,64,28,20,0,16,20,0.312,83,5.99,11.90,20.68
200000,45,33,0,0,12,0,0.000,83,1.31,8.79,0.00
200000,63,40,2,0,21,1,0.032,79,0.48,11.27,0.00
200000,54,40,0,0,14,0,0.000,79,4.00,13.09,0.00
200000,59,45,0,0,14,0,0.000,78,0.48,10.53,0.00
200000,64,41,1,0,22,1,0.016,76,4.50,14.92,0.00
200000,56,41,0,0,15,0,0.000,74,2.48,11.20,0.00
200000,53,44,0,0,9,0,0.000,68,2.20,9.27,0.00
200000,51,30,0,0,21,0,0.000,67,4.22,10.75,0.00
200000,54,40,0,0,14,0,0.000,66,4.02,14.71,0.00
200000,57,41,0,0,16,0,0.000,63,3.45,10.37,0.00
200000,58,44,0,0,14,0,0.000,61,4.54,11.34,0.00
200000,64,43,2,0,19,2,0.031,60,4.91,12.07,0.00
200000,54,40,0,0,14,0,0.000,58,3.30,8.99,0.00
200000,56,41,0,0,15,0,0.000,56,1.76,7.35,0.00
200000,56,40,0,0,16,0,0.000,55,1.87,7.29,0.00
200000,54,40,0,0,14,0,0.000,55,1.55,6.71,0.00
200000,56,40,0,0,16,0,0.000,54,1.78,6.98,0.00
200000,54,40,0,0,14,0,0.000,51,1.56,6.07,0.00
200000,54,40,0,0,14,0,0.000,51,5.50,10.05,0.00
200000,54,40,0,0,14,0,0.000,48,2.82,6.88,0.00
200000,54,40,0,0,14,0,0.000,47,1.90,5.80,0.00
200000,56,39,0,0,17,0,0.000,47,4.54,8.59,0.00
200000,58,40,0,0,18,0,0.000,44,1.30,5.04,0.00
200000,45,28,0,0,17,0,0.000,43,2.64,8.00,0.00
200000,56,40,0,0,16,0,0.000,42,3.10,6.34,0.00
200000,58,40,0,0,18,0,0.000,42,7.30,10.69,0.00
200000,49,19,5,0,25,5,0.102,40,4.70,7.05,0.00
200000,59,48,0,6,5,0,0.000,31,1.32,2.84,0.00
200000,54,40,0,0,14,0,0.000,30,3.78,4.90,0.00
200000,48,27,0,0,21,0,0.000,29,2.45,2.72,0.00
200000,54,40,0,0,14,0,0.000,29,0.41,1.39,0.00
200000,54,40,0,0,14,0,0.000,27,3.78,4.44,0.00
200000,54,40,0,0,14,0,0.000,26,1.12,1.60,0.00
200000,54,40,0,0,14,0,0.000,23,5.52,5.50,0.00
200000,54,40,0,0,14,0,0.000,22,2.39,2.24,0.00
200000,35,16,0,0,19,0,0.000,21,3.82,5.11,0.00
200000,56,40,0,0,16,0,0.000,21,2.59,2.27,0.00
200000,54,40,0,0,14,0,0.000,20,3.81,3.32,0.00
200000,28,18,0,0,10,0,0.000,20,3.50,1.46,0.00
200000,56,40,0,0,16,0,0.000,19,5.61,4.99,0.00
200000,26,26,0,0,0,0,0.000,15,2.56,0.00,0.00
200000,54,40,0,0,14,0,0.000,14,1.56,0.12,0.00
200000,28,28,0,0,0,0,0.000,12,2.90,0.00,0.00
200000,45,28,0,0,17,0,0.000,12,4.86,3.21,0.00
200000,64,28,20,0,16,20,0.312,11,4.30,2.32,0.00
200000,54,40,0,0,14,0,0.000,10,3.95,1.87,0.00
200000,54,40,0,0,14,0,0.000,9,4.06,1.80,0.00
200000,64,55,0,0,9,0,0.000,9,4.00,1.47,0.00
200000,54,40,0,0,14,0,0.000,9,4.55,2.26,0.00
200000,44,19,0,0,25,0,0.000,8,4.27,1.62,0.00
200000,35,16,0,0,19,0,0.000,7,2.09,0.02,0.00
200000,54,40,0,0,14,0,0.000,6,3.04,0.28,0.00
200000,57,20,0,0,37,0,0.000,4,3.64,0.58,0.00
200000,57,41,0,0,16,0,0.000,3,4.24,0.89,0.00
200000,56,34,0,0,22,0,0.000,2,3.74,0.37,0.00
200000,64,28,20,0,16,20,0.312,1,3.99,0.02,0.00
200000,21,21,0,0,0,0,0.000,1,3.66,0.00,0.00
200000,56,23,5,0,28,3,0.089,0,3.89,0.00,0.00
300000,56,40,0,0,16,0,0.000,2867,3.96,524.12,0.00
300000,55,40,0,0,15,0,0.000,2747,6.08,470.65,0.00
300000,56,40,0,0,16,0,0.000,2682,4.30,489.44,0.00
300000,58,41,1,0,16,1,0.017,2676,5.58,500.23,6.67
300000,55,40,0,0,15,0,0.000,2641,6.66,476.41,0.00
300000,55,40,0,0,15,0,0.000,2631,5.68,470.07,0.00
300000,55,40,0,0,15,0,0.000,2618,2.59,460.94,0.00
300000,58,41,1,0,16,1,0.017,2522,4.36,479.19,2.16
300000,56,40,0,0,16,0,0.000,2394,4.97,422.43,0.00
300000,58,41,1,0,16,1,0.017,2228,7.68,441.63,6.95
300000,58,41,1,0,16,1,0.017,2213,4.31,402.67,12.65
300000,58,41,1,0,16,1,0.017,2200,5.84,420.58,17.35
300000,55,40,0,0,15,0,0.000,2153,5.94,395.13,0.00
300000,56,40,0,0,16,0,0.000,1965,4.05,368.61,0.00
300000,59,40,1,0,18,1,0.017,1959,5.24,396.42,5.63
300000,56,40,0,0,16,0,0.000,1934,3.18,366.39,0.00
300000,55,40,0,0,15,0,0.000,1764,3.47,320.96,0.00
300000,57,40,0,0,17,0,0.000,1636,3.03,294.39,0.00
300000,55,40,0,0,15,0,0.000,1620,7.01,297.01,0.00
300000,56,40,0,0,16,0,0.000,1535,3.90,273.26,0.00
300000,55,40,0,0,15,0,0.000,1521,5.08,271.19,0.00
300000,56,40,0,0,16,0,0.000,1434,3.67,263.62,0.00
300000,59,40,1,0,18,1,0.017,1431,4.48,286.50,5.22
300000,59,40,1,0,18,1,0.017,1422,6.26,274.23,5.28
300000,55,40,0,0,15,0,0.000,1380,7.15,249.99,0.00
300000,58,41,1,0,16,1,0.017,1326,4.27,255.84,3.98
300000,59,40,1,0,18,1,0.017,1303,4.66,258.41,6.12
300000,56,40,0,0,16,0,0.000,1274,2.86,236.00,0.00
300000,56,40,0,0,16,0,0.000,1271,6.64,231.65,0.00
300000,56,40,0,0,16,0,0.000,1262,6.06,221.83,0.00
300000,57,41,1,0,15,1,0.018,1248,7.00,235.95,9.34
300000,55,40,0,0,15,0,0.000,1161,2.41,209.15,0.00
300000,56,40,0,0,16,0,0.000,1126,3.45,204.04,0.00
300000,56,40,0,0,16,0,0.000,1116,6.14,208.95,0.00
300000,56,40,0,0,16,0,0.000,1086,5.64,191.92,0.00
300000,56,40,0,0,16,0,0.000,1013,1.41,175.52,0.00
300000,56,40,0,0,16,0,0.000,1006,6.44,186.80,0.00
300000,56,40,0,0,16,0,0.000,1000,3.94,179.60,0.00
300000,56,40,0,0,16,0,0.000,979,2.53,170.83,0.00
300000,64,28,20,0,16,20,0.312,942,7.08,161.90,68.07
300000,58,41,1,0,16,1,0.017,926,5.73,172.47,3.19
300000,59,40,1,0,18,1,0.017,920,5.48,187.28,1.75
300000,57,41,1,0,15,1,0.018,867,4.19,160.96,0.00
300000,59,40,1,0,18,1,0.017,848,0.62,155.26,4.48
300000,56,40,1,0,15,1,0.018,847,5.61,150.58,6.42
300000,64,28,20,0,16,20,0.312,834,1.48,138.64,67.50
300000,56,40,0,0,16,0,0.000,827,4.94,163.02,0.00
300000,58,41,1,0,16,1,0.017,797,0.96,146.12,2.14
300000,56,40,0,0,16,0,0.000,797,4.50,153.66,0.00
300000,56,40,0,0,16,0,0.000,670,4.14,132.05,0.00
300000,59,40,1,0,18,1,0.017,644,7.06,128.38,1.47
300000,58,41,1,0,16,1,0.017,642,6.81,122.15,5.44
300000,59,40,1,0,18,1,0.017,608,3.54,111.02,5.22
300000,64,28,20,0,16,20,0.312,562,4.17,112.16,10.84
300000,59,40,1,0,18,1,0.017,548,7.19,108.30,0.00
300000,59,40,1,0,18,1,0.017,547,2.86,102.91,1.40
300000,64,28,20,0,16,20,0.312,547,7.35,102.37,24.29
300000,60,41,0,0,19,0,0.000,542,6.28,104.10,0.00
300000,64,28,20,0,16,20,0.312,536,7.98,96.50,58.30
300000,56,42,0,0,14,0,0.000,536,5.40,91.61,0.00
300000,59,40,1,0,18,1,0.017,536,4.48,103.34,0.00
300000,64,28,20,0,16,20,0.312,508,3.97,88.95,36.51
300000,64,28,20,0,16,20,0.312,508,4.55,91.56,39.10
300000,51,40,0,0,11,0,0.000,497,3.56,82.94,0.00
300000,56,40,0,0,16,0,0.000,492,6.42,85.27,0.00
300000,56,40,0,0,16,0,0.000,477,3.60,79.91,0.00
300000,64,28,20,0,16,20,0.312,474,5.43,88.32,17.68
300000,56,40,0,0,16,0,0.000,466,6.01,80.42,0.00
300000,64,28,20,0,16,20,0.312,466,1.20,71.82,27.53
300000,64,28,20,0,16,20,0.312,456,6.26,76.94,38.24
300000,56,40,0,0,16,0,0.000,442,2.32,84.30,0.00
300000,57,40,0,0,17,0,0.000,437,2.73,77.44,0.00
300000,56,40,0,0,16,0,0.000,427,6.32,78.04,0.00
300000,64,28,20,0,16,20,0.312,421,5.71,88.66,14.57
300000,56,40,0,0,16,0,0.000,415,2.92,68.80,0.00
300000,56,40,0,0,16,0,0.000,414,2.92,76.25,0.00
300000,64,28,20,0,16,20,0.312,411,6.19,80.69,7.46
300000,64,28,20,0,16,20,0.312,407,3.25,66.69,22.50
300000,55,40,0,0,15,0,0.000,396,4.10,73.23,0.00
300000,56,40,0,0,16,0,0.000,394,1.37,67.51,0.00
300000,58,41,1,0,16,1,0.017,389,1.66,66.67,2.97
300000,59,40,1,0,18,1,0.017,388,7.33,72.17,4.33
300000,55,40,0,0,15,0,0.000,385,6.34,69.87,0.00
300000,56,40,0,0,16,0,0.000,385,5.46,70.06,0.00
300000,56,40,0,0,16,0,0.000,362,4.36,65.18,0.00
300000,58,41,1,0,16,1,0.017,357,5.78,68.12,0.00
300000,56,40,0,0,16,0,0.000,351,4.06,63.09,0.00
300000,55,40,0,0,15,0,0.000,350,3.67,65.20,0.00
300000,55,40,0,0,15,0,0.000,339,7.14,66.86,0.00
300000,58,41,1,0,16,1,0.017,331,1.94,56.06,0.00
300000,56,40,0,0,16,0,0.000,331,5.60,61.26,0.00
300000,64,28,20,0,16,20,0.312,328,1.77,59.98,11.94
300000,58,41,1,0,16,1,0.017,327,4.64,57.98,0.00
300000,57,41,1,0,15,1,0.018,323,0.32,52.14,3.74
300000,56,40,0,0,16,0,0.000,316,6.24,63.23,0.00
300000,55,40,0,0,15,0,0.000,312,1.07,48.76,0.00
300000,58,41,1,0,16,1,0.017,280,3.75,52.79,0.00
300000,58,42,0,0,16,0,0.000,269,4.60,47.60,0.00
300000,56,40,0,0,16,0,0.000,268,3.11,48.12,0.00
300000,56,40,0,0,16,0,0.000,264,6.03,50.37,0.00
300000,64,28,20,0,16,20,0.312,261,6.17,50.53,11.03
300000,64,28,20,0,16,20,0.312,259,6.47,42.59,33.21
300000,64,28,20,0,16,20,0.312,256,4.14,45.74,18.51
300000,55,40,0,0,15,0,0.000,249,5.56,46.65,0.00
300000,64,28,20,0,16,20,0.312,248,3.84,38.87,17.80
300000,64,43,5,0,16,5,0.078,247,0.28,38.34,15.11
300000,64,28,20,0,16,20,0.312,239,3.06,48.66,0.00
300000,56,40,0,0,16,0,0.000,237,4.32,44.09,0.00
300000,62,41,1,0,20,1,0.016,234,7.60,47.62,0.00
300000,58,42,0,0,16,0,0.000,234,2.97,39.84,0.00
300000,56,40,0,0,16,0,0.000,225,4.79,38.77,0.00
300000,64,43,5,0,16,5,0.078,212,3.20,31.51,8.54
300000,56,40,0,0,16,0,0.000,209,2.13,37.18,0.00
300000,55,40,0,0,15,0,0.000,209,5.73,36.43,0.00
300000,64,28,20,0,16,20,0.312,209,6.74,34.21,21.53
300000,56,40,0,0,16,0,0.000,205,4.44,38.83,0.00
300000,64,28,20,0,16,20,0.312,200,2.71,29.29,10.92
300000,59,40,1,0,18,1,0.017,197,5.64,35.61,1.07
300000,59,40,1,0,18,1,0.017,196,3.19,31.22,2.85
300000,10,2,0,0,8,0,0.000,188,2.45,20.22,0.00
300000,57,40,0,0,17,0,0.000,185,1.64,29.28,0.00
300000,64,28,20,0,16,20,0.312,183,5.80,26.73,25.30
300000,17,3,0,0,14,0,0.000,177,3.01,29.22,0.00
300000,59,40,1,0,18,1,0.017,174,3.29,30.26,0.00
300000,56,40,0,0,16,0,0.000,169,2.10,26.68,0.00
300000,10,2,0,0,8,0,0.000,169,2.69,18.40,0.00
300000,59,40,1,0,18,1,0.017,166,2.84,32.33,3.93
300000,56,40,0,0,16,0,0.000,166,2.26,26.32,0.00
300000,56,40,0,0,16,0,0.000,166,3.44,27.47,0.00
300000,18,7,0,0,11,0,0.000,166,2.99,25.76,0.00
300000,64,28,20,0,16,20,0.312,165,7.13,30.69,10.75
300000,58,41,1,0,16,1,0.017,159,4.10,27.92,0.00
300000,58,41,1,0,16,1,0.017,159,3.55,31.36,0.00
300000,64,28,20,0,16,20,0.312,158,4.57,26.37,20.72
300000,64,28,20,0,16,20,0.312,155,5.25,30.40,12.62
300000,24,10,0,0,14,0,0.000,154,1.70,19.50,0.00
300000,55,40,0,0,15,0,0.000,149,2.41,26.98,0.00
300000,61,41,1,0,19,1,0.016,145,4.65,31.81,0.00
300000,55,40,0,0,15,0,0.000,144,5.58,29.30,0.00
300000,59,40,1,0,18,1,0.017,142,1.27,26.30,0.00
300000,64,28,20,0,16,20,0.312,142,3.90,26.43,7.55
300000,57,43,1,0,13,1,0.018,135,0.88,20.11,0.00
300000,55,40,0,0,15,0,0.000,134,4.30,22.61,0.00
300000,22,12,0,0,10,0,0.000,133,2.95,15.91,0.00
300000,64,28,20,0,16,20,0.312,132,0.57,23.73,0.00
300000,58,41,1,0,16,1,0.017,131,3.66,21.47,1.18
300000,10,2,0,0,8,0,0.000,129,2.55,9.44,0.00
300000,22,8,0,0,14,0,0.000,128,3.14,9.64,0.00
300000,59,40,1,0,18,1,0.017,125,4.46,25.46,1.42
300000,64,28,20,0,16,20,0.312,125,5.78,23.09,4.85
300000,26,4,0,0,22,0,0.000,124,3.93,15.99,0.00
300000,64,28,20,0,16,20,0.312,123,7.25,17.62,21.69
300000,56,40,0,0,16,0,0.000,122,2.16,18.84,0.00
300000,10,2,0,0,8,0,0.000,113,2.99,7.96,0.00
300000,14,2,2,0,10,0,0.143,113,3.15,11.51,0.00
300000,55,40,0,0,15,0,0.000,112,5.05,19.75,0.00
300000,64,28,20,0,16,20,0.312,108,8.00,18.04,12.22
300000,55,40,0,0,15,0,0.000,107,0.51,14.41,0.00
300000,25,4,0,0,21,0,0.000,107,3.99,21.26,0.00
300000,10,2,0,0,8,0,0.000,101,2.45,8.52,0.00
300000,56,40,1,0,15,1,0.018,99,6.34,19.13,0.00
300000,58,41,1,0,16,1,0.017,94,5.91,18.44,0.00
300000,56,40,0,0,16,0,0.000,93,5.51,17.33,0.00
300000,10,2,0,0,8,0,0.000,90,1.46,10.29,0.00
300000,55,40,0,0,15,0,0.000,87,6.29,16.83,0.00
300000,15,4,0,0,11,0,0.000,85,2.78,6.58,0.00
300000,22,13,1,0,8,0,0.045,84,1.88,5.78,0.00
300000,64,28,20,0,16,20,0.312,82,3.25,14.66,0.78
300000,64,28,20,0,16,20,0.312,82,5.25,11.40,6.84
300000,56,40,1,0,15,1,0.018,79,4.14,13.62,0.00
300000,59,40,1,0,18,1,0.017,77,4.83,14.52,0.00
300000,10,2,0,0,8,0,0.000,77,2.19,7.58,0.00
300000,59,40,1,0,18,1,0.017,76,0.53,10.07,0.00
300000,64,28,20,0,16,20,0.312,74,1.94,11.64,1.18
300000,58,41,1,0,16,1,0.017,73,3.82,12.71,0.00
300000,64,28,20,0,16,20,0.312,72,0.58,11.45,0.00
300000,57,40,0,0,17,0,0.000,70,2.87,10.98,0.00
300000,18,7,0,0,11,0,0.000,70,2.04,5.82,0.00
300000,56,40,0,0,16,0,0.000,66,7.17,14.45,0.00
300000,59,40,1,0,18,1,0.017,65,1.76,8.21,1.07
300000,17,3,0,0,14,0,0.000,64,1.86,10.81,0.00
300000,10,2,0,0,8,0,0.000,63,2.99,6.41,0.00
300000,15,12,0,0,3,0,0.000,63,1.89,2.37,0.00
300000,10,2,0,0,8,0,0.000,63,2.10,5.44,0.00
300000,56,40,0,0,16,0,0.000,62,3.17,9.73,0.00
300000,24,2,2,0,20,0,0.083,62,2.32,7.29,0.00
300000,59,40,0,0,19,0,0.000,61,5.89,12.82,0.00
300000,10,2,0,0,8,0,0.000,60,2.53,4.37,0.00
300000,58,35,0,0,23,0,0.000,52,6.27,11.46,0.00
300000,18,3,0,0,15,0,0.000,51,3.57,10.27,0.00
300000,10,2,0,0,8,0,0.000,51,2.56,5.61,0.00
300000,55,40,0,0,15,0,0.000,50,3.01,7.49,0.00
300000,59,39,1,0,19,1,0.017,50,4.50,9.09,0.00
300000,55,40,0,0,15,0,0.000,49,5.22,9.52,0.00
300000,56,40,0,0,16,0,0.000,49,1.42,5.85,0.00
300000,55,40,0,0,15,0,0.000,46,3.17,6.97,0.00
300000,6,0,6,0,0,0,1.000,45,0.71,0.00,0.00
300000,17,4,0,0,13,0,0.000,45,2.49,6.67,0.00
300000,55,40,0,0,15,0,0.000,44,5.52,8.97,0.00
300000,24,10,0,0,14,0,0.000,44,2.94,6.13,0.00
300000,17,3,0,0,14,0,0.000,41,2.88,6.82,0.00
300000,22,12,0,0,10,0,0.000,41,2.63,3.15,0.00
300000,26,4,0,0,22,0,0.000,41,2.71,5.93,0.00
300000,10,2,0,0,8,0,0.000,41,2.74,3.92,0.00
300000,14,2,2,0,10,0,0.143,40,2.39,4.15,0.00
300000,13,2,1,0,10,0,0.077,39,2.60,5.64,0.00
300000,21,3,0,0,18,0,0.000,39,1.85,2.75,0.00
300000,60,41,0,0,19,0,0.000,38,4.63,7.41,0.00
300000,10,2,0,0,8,0,0.000,38,2.77,3.89,0.00
300000,10,2,0,0,8,0,0.000,37,2.19,1.77,0.00
300000,64,28,20,0,16,20,0.312,35,1.47,3.00,1.47
300000,64,28,20,0,16,20,0.312,35,3.01,4.03,5.88
300000,57,41,1,0,15,1,0.018,33,3.53,4.49,0.82
300000,55,40,0,0,15,0,0.000,33,3.02,4.69,0.00
300000,17,3,0,0,14,0,0.000,33,3.48,3.29,0.00
300000,18,3,0,0,15,0,0.000,30,3.18,4.82,0.00
300000,59,40,1,0,18,1,0.017,29,2.51,2.61,1.00
300000,13,2,1,0,10,0,0.077,29,2.80,3.91,0.00
300000,58,41,1,0,16,1,0.017,27,7.04,7.69,0.00
300000,56,40,0,0,16,0,0.000,27,1.40,2.07,0.00
300000,36,0,1,0,35,0,0.028,26,0.44,0.61,0.00
300000,21,3,0,0,18,0,0.000,26,2.28,1.63,0.00
300000,59,40,1,0,18,1,0.017,25,5.51,5.98,0.00
300000,14,2,2,0,10,0,0.143,25,2.41,1.78,0.00
300000,10,2,0,0,8,0,0.000,25,2.14,1.34,0.00
300000,56,40,0,0,16,0,0.000,24,2.54,2.75,0.00
300000,64,28,20,0,16,20,0.312,24,3.25,3.95,0.00
300000,55,40,0,0,15,0,0.000,24,4.53,4.69,0.00
300000,52,38,0,0,14,0,0.000,23,3.04,2.80,0.00
300000,24,10,0,0,14,0,0.000,23,2.41,4.00,0.00
300000,56,40,0,0,16,0,0.000,22,3.27,3.15,0.00
300000,58,41,1,0,16,1,0.017,22,4.90,4.82,0.00
300000,26,4,0,0,22,0,0.000,20,3.82,3.00,0.00
300000,17,3,0,0,14,0,0.000,19,1.96,2.86,0.00
300000,18,7,0,0,11,0,0.000,19,3.13,2.25,0.00
300000,33,22,0,0,11,0,0.000,19,3.96,3.70,0.00
300000,10,2,0,0,8,0,0.000,19,2.95,2.01,0.00
300000,25,4,0,0,21,0,0.000,18,2.35,1.38,0.00
300000,17,4,0,0,13,0,0.000,18,2.18,3.01,0.00
300000,28,17,1,0,10,0,0.036,18,2.02,1.64,0.00
300000,16,16,0,0,0,0,0.000,15,0.82,0.00,0.00
300000,14,2,2,0,10,0,0.143,15,1.72,2.38,0.00
300000,59,40,1,0,18,1,0.017,14,4.89,3.38,0.00
300000,10,2,0,0,8,0,0.000,14,2.48,1.40,0.00
300000,18,3,0,0,15,0,0.000,14,2.09,0.91,0.00
300000,10,2,0,0,8,0,0.000,13,2.34,1.20,0.00
300000,40,0,0,0,40,0,0.000,13,2.62,2.62,0.00
300000,13,2,1,0,10,0,0.077,13,1.49,0.31,0.00
300000,10,2,0,0,8,0,0.000,12,1.49,0.33,0.00
300000,18,7,0,0,11,0,0.000,12,2.09,0.79,0.00
300000,64,28,20,0,16,20,0.312,12,4.07,2.40,0.00
300000,59,40,1,0,18,1,0.017,10,5.69,3.50,0.00
300000,24,2,2,0,20,0,0.083,10,1.51,0.02,0.00
300000,58,41,1,0,16,1,0.017,9,2.45,0.09,0.00
300000,26,21,0,0,5,0,0.000,9,2.32,0.90,0.00
300000,1,0,1,0,0,0,1.000,9,1.65,0.00,0.00
300000,35,35,0,0,0,0,0.000,8,2.99,0.00,0.00
300000,17,3,0,0,14,0,0.000,8,2.87,1.32,0.00
300000,6,0,0,0,6,0,0.000,8,2.24,0.87,0.00
300000,10,2,0,0,8,0,0.000,8,2.56,1.28,0.00
300000,64,28,20,0,16,20,0.312,7,4.08,0.90,0.00
300000,64,28,20,0,16,20,0.312,7,5.58,2.16,0.00
300000,59,40,1,0,18,1,0.017,7,4.80,2.03,0.00
300000,17,4,0,0,13,0,0.000,7,2.49,0.99,0.00
300000,64,28,20,0,16,20,0.312,6,3.83,0.44,0.00
300000,21,0,0,0,21,0,0.000,6,2.94,1.54,0.00
300000,4,0,0,0,4,0,0.000,6,1.92,0.48,0.00
300000,24,10,0,0,14,0,0.000,6,2.92,1.12,0.00
300000,59,43,1,0,15,1,0.017,5,4.13,1.05,0.00
300000,17,3,0,0,14,0,0.000,4,1.69,0.00,0.00
300000,17,4,0,0,13,0,0.000,4,1.93,0.23,0.00
300000,10,2,0,0,8,0,0.000,3,1.73,0.32,0.00
300000,24,10,0,0,14,0,0.000,2,2.07,0.00,0.00
300000,59,40,1,0,18,1,0.017,1,4.11,0.04,0.00
