step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat
100000,33,21,0,0,12,0,0.000,1166,3.87,130.21,0.00
100000,42,30,0,0,12,0,0.000,1150,3.76,164.25,0.00
100000,35,24,0,0,11,0,0.000,1125,5.26,156.61,0.00
100000,35,24,0,0,11,0,0.000,1088,3.56,139.99,0.00
100000,35,24,0,0,11,0,0.000,1028,2.78,132.89,0.00
100000,41,22,7,0,12,7,0.171,1018,3.59,139.99,13.18
100000,42,30,0,0,12,0,0.000,1009,3.46,139.98,0.00
100000,35,24,0,0,11,0,0.000,1006,2.20,135.54,0.00
100000,38,29,0,0,9,0,0.000,1005,2.39,125.73,0.00
100000,42,30,0,0,12,0,0.000,1003,3.06,148.07,0.00
100000,42,30,0,0,12,0,0.000,987,4.19,137.86,0.00
100000,28,20,0,0,8,0,0.000,986,3.13,90.80,0.00
100000,41,22,7,0,12,7,0.171,966,3.49,127.61,15.04
100000,42,30,0,0,12,0,0.000,961,4.75,138.33,0.00
100000,35,24,0,0,11,0,0.000,946,2.96,135.57,0.00
100000,28,20,0,0,8,0,0.000,944,3.94,102.58,0.00
100000,28,20,0,0,8,0,0.000,939,3.42,99.19,0.00
100000,35,24,0,0,11,0,0.000,937,4.77,136.38,0.00
100000,42,30,0,0,12,0,0.000,937,4.54,147.62,0.00
100000,28,20,0,0,8,0,0.000,934,2.47,90.60,0.00
100000,42,30,0,0,12,0,0.000,927,4.82,146.66,0.00
100000,42,30,0,0,12,0,0.000,927,3.41,152.24,0.00
100000,39,22,6,0,11,6,0.154,927,4.26,122.25,0.00
100000,35,24,0,0,11,0,0.000,907,4.98,111.33,0.00
100000,35,24,0,0,11,0,0.000,896,2.39,101.96,0.00
100000,41,22,7,0,12,7,0.171,883,2.97,121.77,12.79
100000,35,24,0,0,11,0,0.000,878,2.57,116.84,0.00
100000,38,29,0,0,9,0,0.000,874,0.34,114.56,0.00
100000,42,30,0,0,12,0,0.000,852,5.99,122.69,0.00
100000,42,30,0,0,12,0,0.000,852,0.64,123.59,0.00
100000,35,24,0,0,11,0,0.000,848,2.60,105.54,0.00
100000,35,24,0,0,11,0,0.000,843,5.02,118.52,0.00
100000,35,24,0,0,11,0,0.000,843,5.04,99.13,0.00
100000,42,30,0,0,12,0,0.000,841,3.65,131.42,0.00
100000,28,20,0,0,8,0,0.000,824,3.59,84.89,0.00
100000,41,22,7,0,12,7,0.171,816,2.87,100.28,16.12
100000,42,30,0,0,12,0,0.000,804,1.49,115.23,0.00
100000,42,30,0,0,12,0,0.000,798,3.18,113.15,0.00
100000,42,30,0,0,12,0,0.000,789,1.87,110.70,0.00
100000,41,22,7,0,12,7,0.171,789,3.32,99.86,3.21
100000,33,15,0,0,18,0,0.000,784,0.18,90.68,0.00
100000,42,30,0,0,12,0,0.000,759,3.29,114.55,0.00
100000,44,27,0,0,17,0,0.000,751,1.89,117.27,0.00
100000,28,20,0,0,8,0,0.000,740,4.43,85.89,0.00
100000,28,20,0,0,8,0,0.000,738,1.61,66.00,0.00
100000,42,30,0,0,12,0,0.000,716,2.11,104.77,0.00
100000,28,20,0,0,8,0,0.000,709,4.50,73.67,0.00
100000,42,30,0,0,12,0,0.000,690,5.12,101.42,0.00
100000,42,30,0,0,12,0,0.000,688,4.20,94.00,0.00
100000,42,30,0,0,12,0,0.000,667,3.62,93.94,0.00
100000,42,30,0,0,12,0,0.000,657,3.92,99.20,0.00
100000,42,30,0,0,12,0,0.000,656,6.01,104.28,0.00
100000,29,19,0,0,10,0,0.000,656,1.69,63.68,0.00
100000,35,24,0,0,11,0,0.000,649,2.08,84.07,0.00
100000,35,24,0,0,11,0,0.000,641,0.90,82.00,0.00
100000,28,20,0,0,8,0,0.000,635,3.26,61.44,0.00
100000,35,24,0,0,11,0,0.000,633,2.60,66.29,0.00
100000,28,20,0,0,8,0,0.000,620,3.45,67.61,0.00
100000,42,30,0,0,12,0,0.000,616,4.06,84.78,0.00
100000,42,30,0,0,12,0,0.000,616,3.01,86.89,0.00
100000,35,24,0,0,11,0,0.000,614,3.07,75.88,0.00
100000,38,29,0,0,9,0,0.000,608,4.30,79.45,0.00
100000,42,30,0,0,12,0,0.000,605,4.50,90.11,0.00
100000,42,30,0,0,12,0,0.000,598,4.05,82.48,0.00
100000,42,30,0,0,12,0,0.000,574,4.29,89.16,0.00
100000,41,22,7,0,12,7,0.171,572,4.83,77.83,4.66
100000,44,27,0,0,17,0,0.000,558,5.53,88.92,0.00
100000,28,20,0,0,8,0,0.000,552,2.46,58.49,0.00
100000,28,20,0,0,8,0,0.000,529,2.55,49.40,0.00
100000,28,20,0,0,8,0,0.000,528,4.16,53.37,0.00
100000,35,24,0,0,11,0,0.000,517,3.87,69.20,0.00
100000,42,30,0,0,12,0,0.000,517,2.81,71.10,0.00
100000,35,24,0,0,11,0,0.000,514,3.91,71.70,0.00
100000,35,24,0,0,11,0,0.000,493,4.36,67.25,0.00
100000,42,30,0,0,12,0,0.000,482,4.35,71.31,0.00
100000,42,30,0,0,12,0,0.000,480,5.02,81.15,0.00
100000,28,20,0,0,8,0,0.000,472,0.32,37.53,0.00
100000,35,24,0,0,11,0,0.000,471,1.46,53.71,0.00
100000,38,29,0,0,9,0,0.000,469,3.22,59.60,0.00
100000,42,30,0,0,12,0,0.000,469,4.93,73.45,0.00
100000,28,20,0,0,8,0,0.000,467,3.37,57.08,0.00
100000,35,24,0,0,11,0,0.000,463,2.89,54.27,0.00
100000,28,20,0,0,8,0,0.000,446,2.41,51.95,0.00
100000,42,30,0,0,12,0,0.000,442,1.94,63.93,0.00
100000,42,30,0,0,12,0,0.000,436,1.50,59.52,0.00
100000,29,14,0,0,15,0,0.000,425,2.66,49.56,0.00
100000,28,20,0,0,8,0,0.000,424,3.10,43.55,0.00
100000,26,18,0,0,8,0,0.000,418,3.95,43.43,0.00
100000,28,20,0,0,8,0,0.000,416,4.11,51.15,0.00
100000,33,21,0,0,12,0,0.000,409,1.07,41.81,0.00
100000,41,22,7,0,12,7,0.171,408,5.29,52.03,3.35
100000,35,24,0,0,11,0,0.000,403,4.37,57.82,0.00
100000,35,24,0,0,11,0,0.000,402,4.03,54.56,0.00
100000,42,30,0,0,12,0,0.000,398,5.00,70.72,0.00
100000,28,20,0,0,8,0,0.000,398,4.24,49.76,0.00
100000,28,20,0,0,8,0,0.000,391,1.93,37.19,0.00
100000,41,22,7,0,12,7,0.171,376,1.17,49.90,2.27
100000,42,30,0,0,12,0,0.000,376,1.03,54.67,0.00
100000,24,16,0,0,8,0,0.000,367,2.58,41.61,0.00
100000,35,24,0,0,11,0,0.000,366,1.86,40.31,0.00
100000,42,30,0,0,12,0,0.000,361,3.44,55.15,0.00
100000,35,24,0,0,11,0,0.000,361,3.34,44.03,0.00
100000,44,27,0,0,17,0,0.000,359,5.48,65.91,0.00
100000,42,30,0,0,12,0,0.000,353,5.75,47.13,0.00
100000,42,30,0,0,12,0,0.000,348,2.54,46.39,0.00
100000,29,17,0,0,12,0,0.000,348,2.05,36.93,0.00
100000,28,20,0,0,8,0,0.000,342,2.41,40.82,0.00
100000,35,24,0,0,11,0,0.000,339,3.68,42.02,0.00
100000,28,20,0,0,8,0,0.000,333,1.47,31.87,0.00
100000,29,14,0,0,15,0,0.000,330,3.00,44.04,0.00
100000,35,24,0,0,11,0,0.000,328,3.40,43.40,0.00
100000,42,30,0,0,12,0,0.000,322,4.62,51.39,0.00
100000,28,20,0,0,8,0,0.000,318,1.54,25.84,0.00
100000,42,30,0,0,12,0,0.000,313,3.70,43.16,0.00
100000,35,24,0,0,11,0,0.000,309,3.73,41.76,0.00
100000,38,19,0,0,19,0,0.000,305,2.51,40.20,0.00
100000,45,28,0,0,17,0,0.000,303,3.50,44.42,0.00
100000,28,20,0,0,8,0,0.000,298,0.92,30.80,0.00
100000,42,30,0,0,12,0,0.000,296,5.79,49.39,0.00
100000,41,22,7,0,12,7,0.171,289,4.92,37.78,0.95
100000,42,30,0,0,12,0,0.000,288,3.39,36.55,0.00
100000,35,24,0,0,11,0,0.000,271,2.26,30.72,0.00
100000,28,20,0,0,8,0,0.000,268,2.59,27.55,0.00
100000,41,22,7,0,12,7,0.171,265,3.19,31.59,8.97
100000,35,24,0,0,11,0,0.000,257,3.59,38.90,0.00
100000,29,17,0,0,12,0,0.000,257,2.91,22.77,0.00
100000,42,30,0,0,12,0,0.000,250,5.36,39.97,0.00
100000,28,20,0,0,8,0,0.000,250,4.19,25.18,0.00
100000,31,23,0,0,8,0,0.000,250,3.45,26.68,0.00
100000,47,35,0,0,12,0,0.000,249,5.79,41.15,0.00
100000,42,30,0,0,12,0,0.000,249,3.93,32.20,0.00
100000,33,21,0,0,12,0,0.000,249,4.12,31.47,0.00
100000,28,20,0,0,8,0,0.000,247,3.24,23.99,0.00
100000,35,24,0,0,11,0,0.000,247,5.22,31.16,0.00
100000,42,30,0,0,12,0,0.000,246,4.90,32.78,0.00
100000,29,14,0,0,15,0,0.000,240,3.23,29.09,0.00
100000,31,17,0,0,14,0,0.000,240,3.15,35.81,0.00
100000,60,33,0,0,27,0,0.000,238,4.93,44.67,0.00
100000,28,20,0,0,8,0,0.000,235,0.80,18.12,0.00
100000,35,24,0,0,11,0,0.000,233,5.38,29.84,0.00
100000,35,24,0,0,11,0,0.000,227,4.29,36.48,0.00
100000,24,16,0,0,8,0,0.000,226,3.62,24.29,0.00
100000,14,0,0,0,14,0,0.000,224,1.88,9.61,0.00
100000,35,24,0,0,11,0,0.000,224,4.47,27.98,0.00
100000,38,29,0,0,9,0,0.000,216,3.91,25.61,0.00
100000,42,28,0,0,14,0,0.000,214,3.34,30.48,0.00
100000,27,0,0,0,27,0,0.000,214,0.36,19.68,0.00
100000,41,31,0,0,10,0,0.000,212,2.57,28.59,0.00
100000,28,20,0,0,8,0,0.000,209,4.20,19.36,0.00
100000,39,22,6,0,11,6,0.154,208,4.86,27.35,0.00
100000,35,24,0,0,11,0,0.000,203,4.35,22.91,0.00
100000,9,0,0,0,9,0,0.000,202,1.58,15.92,0.00
100000,35,24,0,0,11,0,0.000,195,1.23,18.93,0.00
100000,42,30,0,0,12,0,0.000,186,3.28,32.94,0.00
100000,35,24,0,0,11,0,0.000,184,4.39,20.96,0.00
100000,13,3,0,0,10,0,0.000,184,2.94,11.83,0.00
100000,24,16,0,0,8,0,0.000,184,2.23,19.91,0.00
100000,35,24,0,0,11,0,0.000,181,3.18,24.96,0.00
100000,19,15,0,0,4,0,0.000,179,1.59,9.37,0.00
100000,28,20,0,0,8,0,0.000,177,3.30,15.74,0.00
100000,35,24,0,0,11,0,0.000,177,2.47,21.06,0.00
100000,9,0,0,0,9,0,0.000,177,1.56,6.29,0.00
100000,41,22,7,0,12,7,0.171,176,3.26,22.26,0.85
100000,42,30,0,0,12,0,0.000,174,1.62,20.44,0.00
100000,42,30,0,0,12,0,0.000,170,3.44,27.99,0.00
100000,28,20,0,0,8,0,0.000,170,3.61,17.87,0.00
100000,42,30,0,0,12,0,0.000,168,5.55,29.85,0.00
100000,35,24,0,0,11,0,0.000,168,3.76,18.64,0.00
100000,44,27,0,0,17,0,0.000,165,0.30,18.87,0.00
100000,28,20,0,0,8,0,0.000,163,2.93,16.60,0.00
100000,42,30,0,0,12,0,0.000,162,4.95,22.21,0.00
100000,35,24,0,0,11,0,0.000,159,3.87,26.05,0.00
100000,44,27,0,0,17,0,0.000,159,0.62,24.85,0.00
100000,34,24,0,0,10,0,0.000,157,4.80,20.74,0.00
100000,41,22,7,0,12,7,0.171,156,5.37,22.39,0.00
100000,28,20,0,0,8,0,0.000,152,3.93,14.29,0.00
100000,24,16,0,0,8,0,0.000,152,2.95,15.22,0.00
100000,35,24,0,0,11,0,0.000,150,2.65,18.40,0.00
100000,38,29,0,0,9,0,0.000,150,1.38,15.55,0.00
100000,42,30,0,0,12,0,0.000,149,4.00,19.65,0.00
100000,35,24,0,0,11,0,0.000,148,5.14,26.21,0.00
100000,35,24,0,0,11,0,0.000,147,5.05,23.31,0.00
100000,41,22,7,0,12,7,0.171,135,4.07,15.96,5.69
100000,13,8,0,0,5,0,0.000,130,2.53,5.39,0.00
100000,31,17,0,0,14,0,0.000,130,2.87,30.59,0.00
100000,35,24,0,0,11,0,0.000,128,2.32,18.54,0.00
100000,28,20,0,0,8,0,0.000,128,2.59,13.36,0.00
100000,35,24,0,0,11,0,0.000,127,1.96,12.51,0.00
100000,28,20,0,0,8,0,0.000,122,0.56,10.81,0.00
100000,41,22,7,0,12,7,0.171,121,4.27,13.85,2.96
100000,13,3,0,0,10,0,0.000,120,1.98,8.37,0.00
100000,39,22,6,0,11,6,0.154,118,3.57,19.02,2.09
100000,35,24,0,0,11,0,0.000,118,1.91,11.54,0.00
100000,30,22,0,0,8,0,0.000,117,3.56,11.43,0.00
100000,26,18,0,0,8,0,0.000,116,2.87,11.90,0.00
100000,35,24,0,0,11,0,0.000,115,5.25,14.53,0.00
100000,35,24,0,0,11,0,0.000,115,5.41,17.47,0.00
100000,44,27,2,0,15,2,0.045,113,6.20,17.89,0.00
100000,42,30,0,0,12,0,0.000,112,5.78,19.90,0.00
100000,31,17,0,0,14,0,0.000,112,2.06,12.50,0.00
100000,9,0,0,0,9,0,0.000,108,2.77,5.70,0.00
100000,35,24,0,0,11,0,0.000,107,2.92,14.14,0.00
100000,28,20,0,0,8,0,0.000,107,3.23,12.24,0.00
100000,24,16,0,0,8,0,0.000,106,4.13,9.56,0.00
100000,35,24,0,0,11,0,0.000,104,4.77,12.91,0.00
100000,35,24,0,0,11,0,0.000,102,4.75,15.48,0.00
100000,35,24,0,0,11,0,0.000,100,0.12,7.86,0.00
100000,15,0,0,0,15,0,0.000,100,3.00,20.45,0.00
100000,34,16,0,0,18,0,0.000,100,1.95,9.56,0.00
100000,28,20,0,0,8,0,0.000,99,4.22,12.51,0.00
100000,23,10,0,0,13,0,0.000,99,0.51,5.69,0.00
100000,28,20,0,0,8,0,0.000,98,4.21,10.03,0.00
100000,13,3,0,0,10,0,0.000,98,3.25,10.39,0.00
100000,15,0,0,0,15,0,0.000,98,1.82,18.86,0.00
100000,13,3,0,0,10,0,0.000,95,2.80,8.24,0.00
100000,41,22,7,0,12,7,0.171,95,3.42,9.45,6.68
100000,28,20,0,0,8,0,0.000,94,4.25,12.11,0.00
100000,41,31,0,0,10,0,0.000,94,0.15,8.65,0.00
100000,35,24,0,0,11,0,0.000,92,4.75,11.64,0.00
100000,28,20,0,0,8,0,0.000,90,2.41,9.96,0.00
100000,28,20,0,0,8,0,0.000,89,0.47,5.52,0.00
100000,42,30,0,0,12,0,0.000,86,5.41,13.14,0.00
100000,42,30,0,0,12,0,0.000,85,4.13,14.85,0.00
100000,42,30,0,0,12,0,0.000,84,3.67,14.26,0.00
100000,35,24,0,0,11,0,0.000,83,4.63,16.11,0.00
100000,29,19,0,0,10,0,0.000,82,2.06,9.21,0.00
100000,10,10,0,0,0,0,0.000,82,0.52,0.00,0.00
100000,9,0,0,0,9,0,0.000,82,2.87,6.47,0.00
100000,39,22,6,0,11,6,0.154,82,5.21,12.32,0.00
100000,33,4,0,0,29,0,0.000,80,1.11,6.65,0.00
100000,35,24,0,0,11,0,0.000,79,3.56,11.83,0.00
100000,28,20,0,0,8,0,0.000,79,3.09,9.71,0.00
100000,13,3,0,0,10,0,0.000,79,1.87,6.54,0.00
100000,15,0,0,0,15,0,0.000,79,0.82,2.51,0.00
100000,31,17,0,0,14,0,0.000,78,2.77,7.45,0.00
100000,38,19,0,0,19,0,0.000,76,1.04,6.79,0.00
100000,15,0,0,0,15,0,0.000,75,1.65,5.66,0.00
100000,35,24,0,0,11,0,0.000,72,4.55,12.14,0.00
100000,42,30,0,0,12,0,0.000,72,1.72,7.67,0.00
100000,28,20,0,0,8,0,0.000,68,4.31,10.03,0.00
100000,35,24,0,0,11,0,0.000,67,1.28,5.54,0.00
100000,31,17,0,0,14,0,0.000,67,1.51,10.33,0.00
100000,35,24,0,0,11,0,0.000,66,0.26,4.42,0.00
100000,42,30,0,0,12,0,0.000,65,0.69,5.75,0.00
100000,42,30,0,0,12,0,0.000,65,5.00,10.05,0.00
100000,29,21,0,0,8,0,0.000,64,1.65,4.10,0.00
100000,35,24,0,0,11,0,0.000,64,4.63,8.55,0.00
100000,31,17,0,0,14,0,0.000,62,1.75,4.92,0.00
100000,37,30,0,0,7,0,0.000,61,2.55,6.21,0.00
100000,27,20,0,0,7,0,0.000,60,0.57,3.01,0.00
100000,27,16,7,0,4,2,0.259,60,1.14,3.74,0.00
100000,9,0,0,0,9,0,0.000,59,1.74,4.82,0.00
100000,28,20,0,0,8,0,0.000,58,3.18,8.07,0.00
100000,15,0,0,0,15,0,0.000,57,0.13,0.89,0.00
100000,35,24,0,0,11,0,0.000,56,4.20,10.10,0.00
100000,35,24,0,0,11,0,0.000,54,1.89,4.80,0.00
100000,28,20,0,0,8,0,0.000,53,4.27,6.30,0.00
100000,31,17,0,0,14,0,0.000,53,1.78,9.32,0.00
100000,43,20,8,0,15,8,0.186,52,0.71,4.40,0.00
100000,17,17,0,0,0,0,0.000,52,0.10,0.00,0.00
100000,13,3,0,0,10,0,0.000,52,2.08,4.08,0.00
100000,42,30,0,0,12,0,0.000,47,5.36,8.13,0.00
100000,41,22,7,0,12,7,0.171,46,1.48,4.37,0.00
100000,38,19,0,0,19,0,0.000,46,1.24,3.73,0.00
100000,29,19,0,0,10,0,0.000,46,1.66,3.18,0.00
100000,20,10,0,0,10,0,0.000,44,1.74,1.95,0.00
100000,28,20,0,0,8,0,0.000,44,1.62,2.89,0.00
100000,35,24,0,0,11,0,0.000,44,2.73,4.57,0.00
100000,35,24,0,0,11,0,0.000,43,0.49,2.24,0.00
100000,15,0,0,0,15,0,0.000,42,1.97,2.09,0.00
100000,15,0,0,0,15,0,0.000,39,0.92,0.81,0.00
100000,19,11,0,0,8,0,0.000,39,3.90,3.72,0.00
100000,28,20,0,0,8,0,0.000,38,0.84,1.61,0.00
100000,42,30,0,0,12,0,0.000,38,1.46,3.10,0.00
100000,43,15,0,0,28,0,0.000,38,3.42,5.54,0.00
100000,47,35,0,0,12,0,0.000,37,6.17,8.03,0.00
100000,35,24,0,0,11,0,0.000,36,0.30,1.33,0.00
100000,35,24,0,0,11,0,0.000,36,3.46,4.48,0.00
100000,15,0,0,0,15,0,0.000,36,0.18,0.00,0.00
100000,13,3,0,0,10,0,0.000,36,0.59,0.33,0.00
100000,9,0,0,0,9,0,0.000,36,2.55,3.55,0.00
100000,28,20,0,0,8,0,0.000,35,1.69,2.23,0.00
100000,13,3,0,0,10,0,0.000,35,0.83,0.53,0.00
100000,35,24,0,0,11,0,0.000,33,4.84,5.55,0.00
100000,35,24,0,0,11,0,0.000,33,2.67,3.35,0.00
100000,34,26,0,0,8,0,0.000,32,2.24,2.73,0.00
100000,35,24,0,0,11,0,0.000,32,1.31,1.87,0.00
100000,42,30,0,0,12,0,0.000,29,0.18,0.71,0.00
100000,28,20,0,0,8,0,0.000,29,3.77,3.80,0.00
100000,15,0,0,0,15,0,0.000,29,0.47,0.00,0.00
100000,35,24,0,0,11,0,0.000,28,0.28,0.46,0.00
100000,42,30,0,0,12,0,0.000,27,1.94,2.20,0.00
100000,26,18,0,0,8,0,0.000,27,2.53,2.31,0.00
100000,42,30,0,0,12,0,0.000,26,1.25,1.42,0.00
100000,9,0,0,0,9,0,0.000,26,0.88,0.12,0.00
100000,42,30,0,0,12,0,0.000,26,1.82,1.98,0.00
100000,28,20,0,0,8,0,0.000,25,4.24,3.92,0.00
100000,42,30,0,0,12,0,0.000,25,2.21,2.23,0.00
100000,28,20,0,0,8,0,0.000,25,2.64,2.31,0.00
100000,35,24,0,0,11,0,0.000,25,3.12,2.98,0.00
100000,28,20,0,0,8,0,0.000,25,0.86,0.54,0.00
100000,28,20,0,0,8,0,0.000,25,1.77,1.45,0.00
100000,30,8,0,0,22,0,0.000,24,1.79,2.29,0.00
100000,42,30,0,0,12,0,0.000,24,1.23,1.14,0.00
100000,35,24,0,0,11,0,0.000,23,0.47,0.11,0.00
100000,27,27,0,0,0,0,0.000,22,0.92,0.00,0.00
100000,29,14,0,0,15,0,0.000,21,3.08,2.46,0.00
100000,31,17,0,0,14,0,0.000,21,0.87,0.22,0.00
100000,41,22,7,0,12,7,0.171,21,5.11,1.77,2.74
100000,11,3,0,0,8,0,0.000,20,1.79,1.55,0.00
100000,35,24,0,0,11,0,0.000,20,0.73,0.06,0.00
100000,28,20,0,0,8,0,0.000,19,1.69,0.88,0.00
100000,17,17,0,0,0,0,0.000,19,1.83,0.00,0.00
100000,28,20,0,0,8,0,0.000,18,2.31,1.40,0.00
100000,13,3,0,0,10,0,0.000,18,1.31,0.36,0.00
100000,28,20,0,0,8,0,0.000,18,3.29,2.40,0.00
100000,31,17,0,0,14,0,0.000,18,1.79,0.90,0.00
100000,28,20,0,0,8,0,0.000,17,0.97,0.00,0.00
100000,39,22,6,0,11,6,0.154,17,1.25,0.32,0.00
100000,35,24,0,0,11,0,0.000,17,1.09,0.07,0.00
100000,35,24,0,0,11,0,0.000,16,1.71,0.62,0.00
100000,9,0,0,0,9,0,0.000,16,1.27,0.22,0.00
100000,35,24,0,0,11,0,0.000,16,4.57,3.46,0.00
100000,41,22,7,0,12,7,0.171,15,3.49,2.22,0.00
100000,35,24,0,0,11,0,0.000,15,1.35,0.15,0.00
100000,27,16,7,0,4,2,0.259,15,1.77,0.55,0.00
100000,62,41,0,0,21,0,0.000,14,2.61,2.07,0.00
100000,26,18,0,0,8,0,0.000,13,1.71,0.40,0.00
100000,15,0,0,0,15,0,0.000,13,2.53,1.33,0.00
100000,13,3,0,0,10,0,0.000,13,1.75,0.58,0.00
100000,35,24,0,0,11,0,0.000,12,2.74,1.23,0.00
100000,38,29,0,0,9,0,0.000,12,2.92,1.39,0.00
100000,2,0,0,0,2,0,0.000,12,1.68,0.00,0.00
100000,28,20,0,0,8,0,0.000,11,3.25,1.76,0.00
100000,13,3,0,0,10,0,0.000,11,1.27,0.00,0.00
100000,28,20,0,0,8,0,0.000,10,2.24,0.65,0.00
100000,42,28,0,0,14,0,0.000,10,1.84,0.00,0.00
100000,35,24,0,0,11,0,0.000,8,2.15,0.20,0.00
100000,42,30,0,0,12,0,0.000,8,2.09,0.00,0.00
100000,35,24,0,0,11,0,0.000,8,2.69,0.72,0.00
100000,24,16,0,0,8,0,0.000,8,2.00,0.33,0.00
100000,64,24,9,0,31,6,0.141,7,2.14,0.50,0.00
100000,45,18,7,0,20,7,0.156,6,3.19,0.79,0.00
100000,42,30,0,0,12,0,0.000,5,2.80,0.33,0.00
100000,23,20,0,0,3,0,0.000,5,2.18,0.30,0.00
100000,21,14,7,0,0,7,0.333,4,3.07,0.00,0.00
100000,18,3,0,0,15,0,0.000,4,1.45,0.00,0.00
100000,11,3,0,0,8,0,0.000,4,1.67,0.24,0.00
100000,38,38,0,0,0,0,0.000,3,2.79,0.00,0.00
100000,28,20,0,0,8,0,0.000,3,2.55,0.39,0.00
100000,26,26,0,0,0,0,0.000,3,2.23,0.00,0.00
100000,29,14,0,0,15,0,0.000,3,2.21,0.00,0.00
100000,37,29,0,0,8,0,0.000,2,3.17,0.29,0.00
100000,9,0,0,0,9,0,0.000,2,1.42,0.00,0.00
100000,28,20,0,0,8,0,0.000,2,2.43,0.16,0.00
100000,35,24,0,0,11,0,0.000,1,2.67,0.00,0.00
100000,28,20,0,0,8,0,0.000,1,2.35,0.01,0.00
100000,26,0,0,0,26,0,0.000,1,1.69,0.02,0.00
100000,35,24,0,0,11,0,0.000,0,2.78,0.00,0.00
100000,39,13,0,0,26,0,0.000,0,2.41,0.00,0.00
100000,58,58,0,0,0,0,0.000,0,2.41,0.00,0.00
100000,24,16,0,0,8,0,0.000,0,2.23,0.00,0.00
200000,50,36,0,0,14,0,0.000,2980,5.77,512.73,0.00
200000,50,36,0,0,14,0,0.000,2867,2.06,488.51,0.00
200000,49,36,0,0,13,0,0.000,2828,5.83,490.83,0.00
200000,51,37,0,0,14,0,0.000,2628,6.02,465.34,0.00
200000,50,36,0,0,14,0,0.000,2449,3.65,423.90,0.00
200000,50,36,0,0,14,0,0.000,2389,5.96,417.26,0.00
200000,50,36,0,0,14,0,0.000,2319,6.14,421.18,0.00
200000,49,36,0,0,13,0,0.000,2297,3.84,400.59,0.00
200000,50,36,0,0,14,0,0.000,2095,1.82,347.83,0.00
200000,50,36,0,0,14,0,0.000,2041,4.23,384.33,0.00
200000,50,36,0,0,14,0,0.000,2034,5.71,363.73,0.00
200000,49,36,0,0,13,0,0.000,1877,3.70,310.90,0.00
200000,50,36,0,0,14,0,0.000,1868,4.05,323.04,0.00
200000,50,36,0,0,14,0,0.000,1803,6.12,322.40,0.00
200000,62,26,20,0,16,18,0.323,1771,0.68,309.28,112.75
200000,50,36,0,0,14,0,0.000,1683,5.36,289.56,0.00
200000,50,36,0,0,14,0,0.000,1657,4.01,280.82,0.00
200000,50,36,0,0,14,0,0.000,1649,5.47,295.18,0.00
200000,50,36,0,0,14,0,0.000,1648,6.24,292.30,0.00
200000,49,36,0,0,13,0,0.000,1622,6.28,279.41,0.00
200000,50,36,0,0,14,0,0.000,1568,5.85,286.93,0.00
