step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,27,885,28.0,0.2,11.0,0.1,6.6,0.0,1.05,3.2,709,175,5.97,12.42,363,378,144,0.1,1.07,1.08,1.04,3.64,4.79,4.85,29.6,1.555,0.514,5.63
5000,1,702,19.5,0.3,3.5,0.2,14.4,0.0,1.08,22.3,460,425,19.76,5.76,352,108,242,0.0,1.09,1.11,1.07,3.71,4.19,6.14,28.4,1.057,0.379,10.73
5000,44,365,27.6,0.9,8.5,0.2,7.2,0.1,1.26,4.5,229,503,15.98,9.51,27,72,266,0.3,1.30,1.19,1.28,3.81,5.29,4.52,43.0,1.560,0.312,6.04
5000,5,262,21.7,1.2,6.4,0.3,6.2,0.7,1.50,8.0,207,291,7.86,9.61,90,134,38,0.7,1.67,1.26,1.54,2.95,4.76,3.80,30.8,1.435,0.367,6.28
5000,26,210,29.2,1.5,6.8,0.3,18.6,0.0,1.19,1.6,193,630,31.27,10.05,161,46,3,0.1,1.43,1.04,1.16,4.73,5.61,5.50,19.1,1.018,0.525,5.96
5000,29,122,49.0,0.8,8.2,2.0,19.9,0.0,1.15,0.2,62,812,31.59,8.88,0,37,85,1.1,1.01,1.28,1.15,4.70,5.65,5.66,39.4,1.613,0.298,5.71
5000,19,66,33.5,2.2,8.7,0.7,14.2,0.2,1.23,2.1,63,756,32.88,11.58,0,18,48,0.3,1.35,1.22,1.18,5.32,6.03,5.91,39.0,1.196,0.343,6.48
5000,17,43,33.0,0.7,1.9,2.1,17.5,0.0,1.18,9.7,37,1694,77.88,13.96,43,0,0,0.2,1.21,1.19,1.16,4.58,6.30,5.98,19.4,1.500,0.339,8.56
5000,22,34,36.5,6.3,5.4,2.9,15.0,0.0,2.58,1.4,30,1566,66.40,11.36,6,27,1,1.9,1.33,3.77,2.62,4.29,5.76,5.76,31.8,1.058,0.490,6.12
5000,58,23,20.1,0.0,3.1,4.4,12.0,0.0,1.00,11.2,18,2032,91.93,13.79,8,14,1,0.0,1.00,1.00,1.00,4.65,6.09,4.48,30.8,1.173,0.383,8.09
