step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1840,27.17,1.61,5.94,0.15,8.89,0.27,1.57,0.089,0.348,473685.0,341307.9,7,103,3.45,1.68,1.42,26.5378,1382.67,17333.9,1.5352,35.2060,5462,34.1914,2270,20.5706,108154.5,148.26,2.8261,0.0,0.0000,1.000,0.7810,2.5063,3.7191
10000,1,1532,31.06,2.12,6.85,0.15,9.68,0.32,1.63,0.113,0.332,471516.1,359582.1,7,96,3.60,1.79,1.42,26.6479,951.98,18732.4,1.1374,34.2410,5461,34.1851,2102,20.7131,109562.4,93.87,14.1831,0.0,0.0000,1.000,0.3216,2.3371,3.6050
10000,2,1310,29.57,2.02,6.73,0.52,11.11,0.46,1.57,0.118,0.305,421672.4,298744.6,8,98,3.94,1.75,1.34,21.7321,801.24,23359.1,1.2141,33.0201,5461,34.1851,1822,13.9026,68884.7,57.87,41.1009,0.0,0.0000,1.000,0.0291,2.0033,3.2545
20000,0,1801,31.88,2.03,5.63,0.09,10.30,0.53,1.57,0.170,0.372,341186.1,241684.0,13,99,3.58,1.74,1.29,14.1312,847.48,7627.7,5.1149,31.0975,5462,19.3904,1638,7.1447,31423.2,148.26,1.7898,0.0,0.0000,1.000,0.7810,1.6450,2.9723
20000,1,1551,33.22,3.04,6.35,0.21,11.99,0.79,1.83,0.235,0.382,216929.1,145128.5,11,112,4.01,2.17,1.44,8.3679,985.58,21527.3,0.0027,20.2239,5461,19.3869,1714,3.8358,15242.0,93.87,5.4289,0.0,0.0000,1.000,0.3216,1.8254,1.9284
20000,2,1004,34.82,4.49,8.23,0.49,15.93,1.20,2.04,0.288,0.336,148008.8,90584.2,8,99,4.83,2.62,1.37,5.2708,665.58,34094.7,0.0000,14.0815,5461,19.3869,1823,2.5301,8830.3,57.87,12.9368,0.0,0.0000,1.000,0.0291,2.0022,1.3147
30000,0,2108,25.94,0.66,5.29,0.33,8.67,0.07,1.23,0.022,0.359,515315.2,523597.6,8,122,3.04,1.29,1.18,29.0786,967.45,12540.9,5.4605,44.5254,5462,37.9311,1965,18.1126,85868.4,148.26,3.4890,0.0,0.0000,1.000,0.7810,2.1567,5.8392
30000,1,1947,26.71,1.24,5.54,0.35,7.69,0.19,1.43,0.053,0.331,518543.6,520901.3,11,130,3.04,1.49,1.35,29.6720,842.88,17202.0,0.6805,44.1093,5461,37.9241,2047,19.2241,92127.7,93.87,16.1070,0.0,0.0000,1.000,0.3216,2.2554,5.9337
30000,2,1432,26.99,1.54,5.64,0.23,8.42,0.27,1.48,0.065,0.260,447437.3,428002.1,7,146,3.27,1.58,1.34,24.9030,580.12,26534.9,0.0149,39.7197,5461,37.9241,2073,13.4598,61093.6,57.87,44.8070,0.0,0.0000,1.000,0.0291,2.3520,5.1871
40000,0,1547,26.61,3.62,5.93,0.77,11.42,0.93,2.04,0.229,0.381,343092.5,249623.0,8,104,4.11,2.53,1.43,14.2069,1091.59,9716.8,5.2757,31.6666,5462,20.4756,1942,8.0413,33259.3,148.26,1.8355,0.0,0.0000,1.000,0.7810,2.1237,3.5834
