step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,5554,1.290,2.878,17.55,148722,106806,0,34987,2778,1768982,1257164.4,1010841.5,0.140,0.554,0.160,0.146,67,20.06,11.67,0.17,1.73,6.10,5.16,0.19,1.16,6.19,8.25,0.00,0.09,0.294,0.190,3527,0.013,0.015,0.921,0.010,0.053,322547,259886,5,0.302,0.689,0.061,4331344,0.191,3.443,0.339,102.39,131588,293,0.571,0.186,0.420,15706269,1.07,10.34,0.023,0.618,0.001,5.9,19.7,33.5,121.7,70261,0.268,0.00,0.0037,0.062,1379,0.670,0.000,0.711,0.544,2.96,4.01,4.44,0.01,0.006,1.07,1.07,1.07,0.700,0.00105,275.05,69.5194,4433.71,61692.5,140135.6,10.803,63.0855,259.067,0.000,1.000,0.000,92.0,102.261,127.194,6800,39697.0,25.12,111.326,5.60,56.785,2058.2,27.672,0.135,2.00,3.9251,21800.1,0.5514,0.3867,12.65,1.680,0.436,1.5488,0.0000,0.466,0.143,0.430,0.0000,6.81,3.03,4,12,23,87,97.0674,0.1087,0.3680,0.0000,0.0000,62.4677,100.00,40.9672,348.9504,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0029,0.0011,0.000001,60,0.6897,0.0047,0.0177,57,216,660,0.0000,0.0000,0.0844,0.286,7.7643,0.1460,3.6154,0.0918,0.2491,0.0368,0.0000,0.00019,0.683,0.0532,0.447,0.084,0.17,0.061,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0892,0.0000,2.4603,0.00000,0.03111,0.7964,0.7951,1.0000,2.482,0.000,1.0000,10.6806,0.0000
20000,4953,1.261,2.358,22.49,118941,86099,0,32093,1349,1623296,700851.1,673159.3,0.085,0.751,0.111,0.054,65,24.75,14.43,0.21,1.88,8.34,6.59,0.12,1.76,6.98,8.88,0.01,0.18,0.321,0.169,2669,0.072,0.027,0.941,0.007,0.025,175815,122773,3,0.519,0.108,0.008,435352,0.177,3.248,0.277,66.29,76356,215,0.415,0.216,0.424,10745371,1.05,10.45,0.090,0.555,0.004,7.5,26.0,46.0,154.3,77467,0.296,0.00,0.0020,0.076,1458,0.542,0.000,0.688,0.343,3.27,4.17,4.83,0.05,0.013,1.06,1.09,1.05,0.579,0.00165,40.99,30.3265,2566.45,65807.2,140135.6,6.427,24.2373,147.868,0.000,1.000,0.043,96.5,55.098,70.210,5837,33657.8,35.79,58.346,5.36,12.632,1371.7,4.673,0.135,2.00,5.4324,26906.8,0.5474,0.3318,15.64,1.649,0.453,0.4512,0.0000,0.284,0.155,0.074,0.0000,7.11,3.52,5,14,26,103,48.7418,0.0032,0.4163,0.0000,0.0000,21.5129,100.00,76.9651,264.9158,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0037,0.0015,0.000003,1,0.0872,0.0089,0.0069,48,166,484,0.0000,0.0000,0.1497,1.687,10.5341,0.0143,4.1422,0.0495,0.3089,0.0667,0.0000,-0.00016,0.624,0.0591,0.380,0.099,0.05,0.008,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1939,0.0000,1.8598,0.00000,0.05452,0.8334,0.8316,1.0000,2.117,0.000,1.0000,8.6099,0.0000
30000,5130,1.035,1.839,21.43,169662,138643,0,28219,2535,1667921,1365791.4,885868.4,0.077,0.754,0.144,0.026,54,26.05,11.89,0.03,0.72,7.47,5.91,0.18,2.76,9.10,7.97,0.00,0.00,0.262,0.158,2395,0.081,0.040,0.939,0.003,0.018,294323,220503,10,0.444,0.044,0.008,368963,0.171,2.999,0.215,129.62,104461,251,0.531,0.203,0.324,30697204,1.01,12.17,0.324,0.445,0.000,9.9,28.0,39.0,92.2,86101,0.328,0.00,0.0029,0.065,1593,0.739,0.000,0.692,0.432,3.42,4.21,4.98,0.01,0.003,1.01,1.01,1.01,0.757,0.00147,261.67,46.1053,1237.30,53392.1,140135.6,12.106,35.4031,311.403,0.000,1.000,0.000,118.8,131.990,156.285,4759,26958.6,21.22,119.382,4.69,39.010,1053.0,22.205,0.135,2.00,9.4586,48522.7,0.7380,0.3772,16.78,1.590,0.460,1.5488,0.0000,0.257,0.203,0.113,0.0000,7.63,3.84,8,16,25,138,126.1096,0.0054,0.5037,0.0000,0.0000,65.0881,100.00,42.3059,378.2359,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0028,0.0011,0.000001,88,1.5510,0.0908,0.0229,64,225,673,0.0000,0.0000,0.3210,4.045,9.5401,0.2343,4.0284,0.0349,0.1982,0.0556,0.0000,0.00001,0.555,0.0524,0.517,0.154,0.06,0.008,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9525,0.0000,1.5319,0.00000,0.03390,0.8154,0.8143,1.0000,1.699,0.000,1.0000,13.8643,0.0000
40000,4671,1.219,1.532,28.77,58745,53394,0,4991,658,444390,689071.8,244672.6,0.083,0.735,0.123,0.059,85,31.58,13.58,0.02,0.58,7.09,5.28,0.07,1.36,10.65,7.29,0.00,0.00,0.219,0.124,2015,0.067,0.072,0.916,0.002,0.010,76169,55712,13,0.402,0.034,0.004,159344,0.165,2.751,0.177,64.54,31728,303,0.551,0.198,0.172,9874181,1.00,5.27,0.364,0.398,0.000,16.0,30.3,50.0,144.0,83251,0.318,0.00,0.0014,0.067,1374,0.600,0.000,0.511,0.279,3.56,4.40,4.80,0.00,0.002,1.00,1.01,1.01,0.611,0.00103,40.75,13.6879,958.64,43162.5,140135.6,11.609,10.7791,139.822,0.000,1.000,0.000,97.6,62.351,73.850,4159,22485.2,14.65,52.892,4.99,9.609,770.0,4.582,0.135,2.00,13.5162,63134.2,0.9634,0.3731,17.82,1.810,0.373,0.4512,0.0000,0.215,0.210,0.114,0.0000,5.91,3.10,10,16,26,138,59.1564,0.0038,0.4534,0.0000,0.0000,21.3506,100.00,70.7155,278.3408,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0026,0.0012,0.000001,161,1.3957,0.0888,0.0439,76,249,885,0.0000,0.0000,0.2722,3.504,2.6347,0.2547,1.1447,0.0362,0.3126,0.0348,0.0000,-0.00030,0.795,0.0758,0.326,0.104,0.03,0.004,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7738,0.0000,1.0754,0.00000,0.05114,0.7670,0.7661,1.0000,1.426,0.000,1.0000,5.3394,0.0000
50000,4552,1.062,1.080,35.02,56736,52352,0,2745,209,303749,1119560.1,354600.8,0.103,0.693,0.071,0.133,72,32.63,12.93,0.00,0.00,5.55,3.31,0.00,0.00,10.76,4.95,0.00,0.00,0.172,0.077,2028,0.075,0.065,0.930,0.001,0.004,73160,52014,9,0.844,0.013,0.000,39380,0.134,2.272,0.118,105.51,42427,351,1.167,0.164,0.038,15235181,1.00,0.66,0.344,0.449,0.000,18.0,30.0,50.0,144.0,74271,0.283,0.00,0.0023,0.072,1419,0.580,0.000,0.262,0.267,3.38,4.20,4.20,0.00,0.000,1.00,1.00,1.00,0.584,0.00141,126.00,38.1199,2027.99,8909.7,140135.6,173.373,20.5112,230.280,0.000,1.000,0.000,84.3,96.186,314.320,3157,14456.5,31.21,88.150,4.42,14.610,250.5,9.187,0.135,2.00,23.2082,105643.7,1.7443,0.4115,16.32,2.000,0.000,1.5488,0.0000,0.089,0.088,0.005,0.0000,4.36,0.55,9,15,25,72,92.1536,0.0235,0.4653,0.0000,0.0000,88.0067,100.00,10.4435,229.1310,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0015,0.0006,0.000001,1549,6.7623,0.3199,0.1080,107,303,2248,0.0000,0.0000,0.0813,0.920,1.1354,1.3821,1.3670,0.1006,0.3491,0.0452,0.0000,-0.00001,1.000,0.0962,0.333,0.130,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7270,0.0000,0.7877,0.00000,0.03503,0.7336,0.7331,1.0000,0.941,0.000,1.0000,5.2352,0.0000
60000,3977,1.196,1.041,34.84,25299,24133,0,419,3,92327,650872.9,176850.8,0.114,0.677,0.043,0.165,105,37.40,12.76,0.00,0.00,6.96,3.65,0.00,0.02,11.74,5.18,0.00,0.00,0.188,0.080,1574,0.078,0.093,0.902,0.001,0.004,27059,17678,11,0.472,0.050,0.000,934,0.140,2.172,0.112,62.89,19454,566,1.915,0.155,0.038,6057261,1.00,0.39,0.482,0.358,0.000,24.0,32.0,50.0,158.0,74379,0.284,0.00,0.0014,0.080,1364,0.440,0.000,0.197,0.179,3.60,4.45,4.45,0.00,0.000,1.00,1.00,1.00,0.442,0.00121,35.56,24.0407,794.10,15979.2,140135.6,24.265,12.6249,129.943,0.000,0.998,0.000,76.1,54.843,84.036,3302,14978.6,20.21,47.700,4.46,3.869,231.9,2.137,0.134,2.00,24.9647,99284.6,1.5289,0.4798,18.70,2.000,0.000,0.4512,0.0000,0.084,0.099,0.009,0.0000,4.55,0.60,12,16,25,79,52.1018,0.0130,0.4536,0.0000,0.0000,21.2749,100.00,49.9501,236.7491,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0012,0.0005,0.000001,1319,4.9179,0.1974,0.1860,128,373,4394,0.0000,0.0000,0.0041,0.006,0.1522,1.1135,0.7535,0.0538,0.4672,0.0360,0.0000,-0.00012,1.000,0.0961,0.489,0.191,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7150,0.0000,0.7157,0.00000,0.04371,0.7054,0.7050,1.0000,0.979,0.000,1.0000,2.4133,0.0000
70000,3827,1.105,0.929,34.70,25763,23291,0,439,3,104349,909384.3,291304.7,0.107,0.686,0.030,0.177,91,40.20,13.59,0.00,0.00,7.29,3.57,0.00,0.00,12.81,5.40,0.00,0.00,0.184,0.075,1889,0.128,0.063,0.933,0.001,0.002,29850,18201,11,0.734,0.009,0.000,959,0.098,2.085,0.094,87.36,20845,577,2.792,0.118,0.045,8984637,1.00,0.68,0.427,0.456,0.000,22.0,46.0,50.0,98.0,76924,0.293,0.00,0.0019,0.060,1215,0.486,0.000,0.229,0.220,3.69,4.65,4.65,0.00,0.000,1.00,1.00,1.00,0.487,0.00185,88.76,44.8312,2095.92,6228.0,140135.6,228.530,21.9506,180.576,0.000,0.999,0.000,71.9,70.180,355.108,2875,11997.2,24.20,66.899,4.66,5.750,140.2,3.836,0.137,2.00,29.0872,111316.9,1.7800,0.4304,20.10,2.000,0.000,1.5488,0.0000,0.058,0.087,0.003,0.0000,4.82,0.50,11,23,25,49,65.8281,0.0334,0.4617,0.0000,0.0000,97.1057,100.00,4.2185,163.8194,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0009,0.0004,0.000001,2180,8.3876,0.3376,0.2213,133,412,5015,0.0000,0.0000,0.0026,0.004,0.1858,1.9403,1.2085,0.1050,0.4235,0.0496,0.0000,0.00005,1.000,0.0969,0.722,0.287,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7106,0.0000,0.6712,0.00000,0.04592,0.6759,0.6756,1.0000,0.792,0.000,1.0000,2.3291,0.0000
80000,3570,1.290,0.899,34.60,18913,17604,0,304,2,81232,615139.8,176883.0,0.121,0.682,0.026,0.171,116,43.86,12.32,0.00,0.00,8.29,3.80,0.00,0.00,13.64,5.14,0.00,0.00,0.190,0.072,1490,0.207,0.088,0.910,0.000,0.002,21363,13439,9,0.794,0.052,0.000,0,0.000,1.989,0.093,59.82,15449,675,2.178,0.161,0.029,4930625,1.00,0.40,0.438,0.380,0.000,28.0,48.0,50.0,138.0,78293,0.299,0.00,0.0013,0.089,1240,0.424,0.000,0.225,0.223,3.85,4.85,4.85,0.00,0.000,1.00,1.00,1.00,0.426,0.00153,35.32,26.4384,881.21,11605.0,140135.6,28.542,13.8215,121.048,0.000,0.997,0.000,67.1,49.567,84.879,3021,12683.5,16.44,44.223,4.87,3.029,135.4,1.767,0.132,2.00,29.6902,105994.2,1.5474,0.4561,21.93,2.000,0.000,0.4512,0.0000,0.051,0.096,0.006,0.0000,4.95,0.51,14,24,25,69,46.4603,0.0139,0.4401,0.0000,0.0000,21.1441,100.00,44.7237,218.8302,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0011,0.0005,0.000001,1260,5.2433,0.2174,0.2161,147,441,5365,0.0000,0.0000,0.0042,0.006,0.1311,1.3093,0.7913,0.0574,0.4738,0.0378,0.0000,-0.00005,1.000,0.0970,0.808,0.344,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7004,0.0000,0.6843,0.00000,0.05142,0.6475,0.6472,1.0000,0.837,0.000,1.0000,1.7604,0.0000
90000,3731,1.232,0.899,34.79,20216,17604,0,335,5,94245,837242.1,295514.1,0.092,0.701,0.019,0.188,105,41.93,14.05,0.00,0.00,7.88,3.69,0.00,0.00,13.09,5.37,0.00,0.00,0.191,0.075,1716,0.215,0.056,0.939,0.001,0.004,25010,14678,11,0.808,0.054,0.000,522,0.307,2.050,0.089,81.21,17355,717,3.136,0.155,0.050,7320725,1.00,0.86,0.436,0.439,0.000,20.0,48.0,50.0,122.0,78219,0.298,0.00,0.0017,0.073,1197,0.450,0.000,0.247,0.266,3.75,4.75,4.74,0.00,0.000,1.00,1.00,1.00,0.452,0.00205,89.72,47.6150,2286.95,6245.5,140135.6,235.265,23.0744,164.541,0.000,0.998,0.000,65.6,61.420,348.741,2811,11268.1,28.35,57.773,4.90,3.817,115.9,2.636,0.135,2.02,29.8501,111370.6,1.7752,0.4217,20.96,2.000,0.000,1.5488,0.0000,0.050,0.097,0.005,0.0000,4.96,0.42,10,24,25,61,56.6546,0.0305,0.4262,0.0000,0.0000,97.4880,100.00,3.3803,147.9389,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0008,0.0003,0.000001,2111,8.5574,0.3133,0.2517,145,470,5564,0.0000,0.0000,0.0025,0.003,0.1848,2.1377,1.2487,0.1000,0.4504,0.0491,0.0000,-0.00004,1.000,0.0973,0.830,0.359,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6752,0.0000,0.5764,0.00000,0.05260,0.6445,0.6443,1.0000,0.752,0.000,1.0000,1.7604,0.0000
100000,3445,1.285,0.811,35.01,16396,15037,0,322,8,82461,599026.4,180061.7,0.104,0.698,0.022,0.176,118,45.60,11.44,0.00,0.00,8.93,3.82,0.00,0.00,13.87,4.77,0.00,0.00,0.197,0.070,1429,0.233,0.080,0.915,0.000,0.004,18574,10938,7,0.766,0.047,0.000,121,0.058,1.862,0.078,58.44,13382,552,2.184,0.177,0.040,4594197,1.00,0.43,0.482,0.394,0.000,30.0,50.0,50.0,148.0,78546,0.300,0.00,0.0013,0.092,1181,0.410,0.000,0.241,0.225,3.91,4.94,4.93,0.00,0.000,1.00,1.00,1.00,0.412,0.00171,34.67,27.4559,879.39,9726.7,140135.6,31.089,14.2866,117.231,0.000,0.989,0.000,65.1,46.990,85.492,2842,11109.6,22.79,42.342,4.98,2.490,102.4,1.462,0.139,1.98,31.7832,109493.0,1.5526,0.4462,22.80,2.000,0.000,0.4512,0.0000,0.031,0.056,0.001,0.0000,5.05,0.41,15,25,25,74,43.5914,0.0092,0.4409,0.0000,0.0000,21.1663,100.00,42.2809,209.7400,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0010,0.0004,0.000001,1315,5.4005,0.2261,0.2372,150,477,5512,0.0000,0.0000,0.0037,0.005,0.1313,1.3759,0.8131,0.0502,0.4810,0.0403,0.0000,-0.00000,1.000,0.0972,0.794,0.346,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6915,0.0000,0.6469,0.00000,0.05607,0.6324,0.6321,1.0000,0.751,0.000,1.0000,1.5037,0.0000
