step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,4682,1.427,2.599,15.65,134039,105786,0,20887,4092,1605108,1308982.4,990981.7,0.118,0.548,0.194,0.141,69,29.11,20.56,1.89,5.57,6.46,7.17,0.25,1.89,9.77,9.45,0.34,1.13,0.211,0.201,3372,0.013,0.018,0.959,0.004,0.019,335294,277658,11,0.294,0.460,0.044,2639836,0.190,3.417,0.307,102.47,140471,315,0.617,0.193,0.367,13048561,1.59,7.56,0.108,0.645,0.105,7.8,25.9,49.9,299.3,86003,0.328,0.00,0.0029,0.043,1310,0.615,0.000,0.689,0.604,3.64,4.92,4.77,0.41,0.125,1.74,1.39,1.65,0.645,0.00108,281.68,74.9178,3135.88,59425.4,140215.1,3.887,61.0344,251.208,0.000,1.000,0.000,100.1,102.562,119.677,6194,36582.6,23.30,113.548,6.26,55.186,2054.6,28.660,0.135,2.00,6.1299,28700.4,0.5613,0.3776,18.37,1.574,0.543,1.5299,0.0000,0.649,0.206,0.680,0.0000,6.73,2.62,5,16,34,121,97.9167,0.0566,0.4398,0.0000,0.0000,58.1100,100.00,44.3267,361.0686,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0031,0.0012,0.000001,35,0.6676,0.0126,0.0205,59,218,696,0.0000,0.0000,0.0797,0.399,9.8217,0.1293,3.4670,0.0455,0.3171,0.0316,0.0000,0.00024,0.855,0.0288,0.039,0.004,0.16,0.044,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9315,0.0000,2.3389,0.00000,0.02634,0.7687,0.7677,1.0000,2.282,0.000,1.0000,10.5786,0.0000
20000,4356,1.480,2.048,16.87,71690,62154,0,8833,1024,968778,706617.5,477096.5,0.057,0.670,0.156,0.117,82,33.03,19.72,2.95,6.69,6.48,7.05,0.23,1.87,12.20,10.81,0.78,1.65,0.193,0.188,3490,0.008,0.032,0.950,0.003,0.015,132949,108201,15,0.343,0.274,0.037,809595,0.168,3.125,0.239,65.40,56732,304,0.492,0.210,0.251,8076152,1.77,5.90,0.114,0.677,0.221,9.2,31.9,55.5,176.0,95254,0.363,0.00,0.0013,0.048,1004,0.579,0.000,0.602,0.474,4.02,5.39,4.95,0.84,0.245,2.10,1.36,1.84,0.606,0.00097,49.84,27.7698,2498.65,63249.6,140215.1,5.118,21.1318,140.877,0.000,1.000,0.038,89.8,58.164,68.881,5175,29072.0,22.65,58.837,6.53,13.511,1167.3,5.550,0.135,2.00,7.8048,33997.6,0.5952,0.3421,21.87,1.543,0.557,0.4701,0.0000,0.664,0.233,0.634,0.0000,6.65,2.45,7,18,41,144,54.6415,0.0031,0.4270,0.0000,0.0000,20.1554,100.00,75.4398,294.6776,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0034,0.0014,0.000001,5,0.1584,0.0218,0.0165,66,240,736,0.0000,0.0000,0.0942,0.585,10.0228,0.0205,2.5372,0.0523,0.3408,0.0279,0.0000,0.00018,0.664,0.0211,0.051,0.006,0.15,0.037,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9064,0.0000,1.6593,0.00000,0.03791,0.7357,0.7347,1.0000,1.824,0.000,1.0000,6.2154,0.0000
30000,5487,1.215,2.528,26.79,224083,169600,0,49001,4347,2624502,1366720.5,1414694.6,0.037,0.773,0.108,0.082,40,26.49,15.78,1.10,4.50,5.47,5.66,0.31,1.73,8.26,7.51,0.17,0.85,0.206,0.191,3077,0.058,0.024,0.945,0.008,0.024,443517,330222,14,0.338,0.426,0.085,4638518,0.116,3.387,0.297,128.35,227406,249,0.539,0.222,0.333,26084932,1.37,5.13,0.334,0.559,0.044,8.0,28.0,42.0,228.0,83015,0.317,0.00,0.0030,0.046,1432,0.601,0.000,0.634,0.500,3.10,4.38,4.07,0.20,0.056,1.44,1.28,1.39,0.627,0.00148,251.62,83.6536,2390.44,56277.7,140215.1,6.156,64.6745,301.378,0.000,1.000,0.000,113.8,113.779,147.096,6085,36068.9,21.24,126.750,5.36,50.797,2089.5,23.909,0.135,2.00,5.9835,32831.4,0.5992,0.3895,15.13,1.745,0.485,1.5299,0.0000,0.787,0.240,0.769,0.0000,5.51,2.49,5,16,25,100,106.6411,0.0126,0.4596,0.0000,0.0000,64.4030,100.00,45.6719,394.3758,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0034,0.0013,0.000002,4,0.2574,0.0137,0.0094,48,186,595,0.0000,0.0000,0.0765,0.404,19.1632,0.0400,6.4484,0.0211,0.3324,0.0560,0.0000,0.00010,0.512,0.0172,0.040,0.008,0.26,0.085,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1236,0.0000,2.6256,0.00000,0.02176,0.8192,0.8180,1.0000,2.255,0.000,1.0000,16.9600,0.0000
40000,3896,1.295,2.366,15.67,86730,75225,0,12068,1013,1083820,713501.1,494381.0,0.071,0.762,0.100,0.068,69,26.77,17.88,3.59,7.44,6.46,8.23,0.82,3.21,11.88,9.50,0.99,1.86,0.218,0.234,2786,0.014,0.024,0.949,0.003,0.025,149018,119798,10,0.660,0.214,0.140,2678780,0.138,3.326,0.276,66.36,66263,294,0.456,0.199,0.284,9874178,2.01,10.18,0.125,0.632,0.242,7.2,25.2,48.1,160.3,88645,0.338,0.00,0.0015,0.045,1067,0.568,0.001,0.579,0.435,4.22,6.16,4.80,1.02,0.249,2.51,1.40,2.12,0.594,0.00120,46.66,27.5744,2561.67,71280.1,140215.1,5.276,21.6095,147.374,0.000,1.000,0.054,94.3,61.419,69.355,5685,33759.8,22.87,58.887,6.77,15.165,1554.4,5.907,0.135,2.00,5.8914,22952.9,0.4509,0.3174,22.75,1.201,0.558,0.4701,0.0000,0.549,0.263,0.328,0.0000,8.02,2.69,6,17,43,113,57.5074,0.0074,0.4489,0.0000,0.0000,20.5713,100.00,78.0232,314.1228,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0037,0.0015,0.000001,15,0.1629,0.0110,0.0138,63,215,611,0.0000,0.0000,0.0951,0.500,12.9434,0.0196,3.1310,0.0287,0.3495,0.0413,0.0000,0.00003,0.762,0.0164,0.031,0.002,0.58,0.140,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9123,0.0000,1.7660,0.00000,0.03315,0.7891,0.7879,1.0000,2.114,0.000,1.0000,7.5225,0.0000
50000,5342,1.229,2.286,20.90,198159,156973,0,37416,2286,2338290,1399085.6,1257014.1,0.052,0.765,0.130,0.054,43,22.08,14.27,2.44,5.54,5.14,6.02,0.46,2.90,7.96,6.46,0.99,1.91,0.233,0.236,3221,0.028,0.021,0.946,0.005,0.029,397424,305615,7,0.490,0.177,0.060,2427905,0.137,3.227,0.266,130.32,181194,296,0.538,0.214,0.377,25389187,1.78,9.14,0.182,0.694,0.230,5.4,21.9,36.9,162.0,85499,0.326,0.00,0.0033,0.054,1458,0.607,0.000,0.566,0.507,3.34,5.07,3.79,1.00,0.233,2.30,1.35,1.82,0.631,0.00136,255.22,74.7616,3373.71,66013.2,140215.1,11.364,50.4758,307.838,0.000,1.000,0.006,105.7,120.947,154.397,5610,31926.4,23.04,125.155,5.73,41.633,1234.5,22.474,0.136,2.00,5.1889,27718.9,0.5947,0.3704,16.01,1.410,0.603,1.5299,0.0000,0.668,0.300,0.511,0.0000,6.71,2.67,4,15,30,100,114.6098,0.0118,0.4085,0.0000,0.0000,62.7940,100.00,48.3343,396.4984,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0032,0.0013,0.000001,38,0.4421,0.0144,0.0136,56,208,626,0.0000,0.0000,0.1224,0.525,22.9106,0.0428,6.3852,0.0326,0.3311,0.0514,0.0000,0.00006,0.658,0.0141,0.014,0.001,0.29,0.060,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9716,0.0000,2.0338,0.00000,0.02255,0.8163,0.8151,1.0000,2.005,0.000,1.0000,15.6973,0.0000
60000,4237,1.133,2.305,9.49,96184,82546,0,13809,931,1358841,726748.9,571536.5,0.084,0.778,0.083,0.055,75,19.70,15.95,3.94,7.12,5.73,7.43,0.82,3.99,9.30,8.10,1.49,2.12,0.261,0.270,3042,0.024,0.015,0.950,0.007,0.028,166676,130052,5,0.871,0.122,0.122,2084542,0.137,3.233,0.267,68.41,61569,260,0.421,0.166,0.363,10026831,2.26,14.99,0.013,0.718,0.366,4.2,16.1,39.8,124.3,83817,0.320,0.00,0.0018,0.053,1115,0.550,0.001,0.631,0.437,3.88,6.23,4.13,1.54,0.380,3.06,1.60,2.30,0.586,0.00115,48.22,32.6823,2851.32,77100.8,140215.1,4.206,21.7450,151.689,0.000,1.000,0.092,100.5,60.617,69.960,5612,32599.7,20.58,59.887,7.48,12.844,1329.5,5.473,0.137,1.99,4.4315,18776.3,0.4087,0.2887,19.78,0.852,0.201,0.4701,0.0000,0.410,0.097,0.091,0.0000,8.93,1.09,5,17,38,105,56.4183,0.0117,0.4331,0.0000,0.0000,20.3502,100.00,82.7478,310.1310,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0040,0.0016,0.000001,3,0.1180,0.0059,0.0115,60,192,533,0.0000,0.0000,0.3101,1.132,22.0285,0.0172,5.5108,0.0415,0.3482,0.0498,0.0000,-0.00024,0.868,0.0180,0.053,0.004,0.51,0.122,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9131,0.0000,1.6871,0.00000,0.04036,0.8268,0.8253,1.0000,2.050,0.000,1.0000,8.2546,0.0000
70000,5234,1.042,2.057,9.33,283643,218428,0,60438,3777,3753308,1471930.0,1681596.0,0.056,0.820,0.063,0.061,50,16.89,14.39,3.44,6.93,4.43,5.62,0.67,3.47,7.54,6.84,1.17,1.85,0.246,0.243,3459,0.038,0.020,0.941,0.006,0.034,569204,478663,3,0.756,0.059,0.096,5240815,0.108,3.088,0.238,143.19,190525,205,0.448,0.160,0.423,30547664,2.13,16.01,0.003,0.750,0.311,3.7,13.4,32.0,189.1,84148,0.321,0.00,0.0037,0.058,1502,0.579,0.001,0.798,0.506,3.44,5.84,3.49,1.19,0.322,2.88,1.63,2.14,0.618,0.00168,261.94,103.7672,3191.52,77774.0,140215.1,0.410,54.4137,341.959,0.000,1.000,0.001,111.6,122.092,154.835,5083,28668.1,16.22,137.440,7.17,33.252,882.1,19.661,0.135,2.00,4.0904,21409.3,0.4946,0.3132,16.08,0.970,0.342,1.5299,0.0000,0.420,0.099,0.203,0.0000,8.67,1.26,4,13,30,100,113.9750,0.0429,0.4199,0.0000,0.0000,62.5362,100.00,61.1913,396.2962,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0039,0.0015,0.000002,3,0.1719,0.0057,0.0061,57,169,436,0.0000,0.0000,0.3734,0.955,61.9472,0.0221,18.6450,0.0545,0.3360,0.0922,0.0000,0.00032,0.978,0.0197,0.061,0.008,0.41,0.096,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0913,0.0000,2.0781,0.00000,0.02865,0.9188,0.9172,1.0000,1.808,0.000,1.0000,21.8428,0.0000
80000,5292,1.146,1.986,9.16,122280,102520,0,18682,1019,1628739,759868.4,681779.5,0.070,0.837,0.046,0.046,83,17.60,13.83,2.62,5.97,4.78,5.52,0.47,2.42,7.15,7.33,1.03,1.84,0.254,0.215,3434,0.022,0.022,0.943,0.008,0.028,188184,156205,3,0.516,0.014,0.087,2446409,0.116,3.032,0.231,71.94,66893,224,0.419,0.150,0.416,12514725,1.90,15.03,0.003,0.747,0.266,4.4,15.4,30.3,129.7,79483,0.303,0.00,0.0020,0.065,1496,0.527,0.001,0.745,0.367,3.28,5.52,3.38,1.05,0.274,2.50,1.47,1.92,0.565,0.00117,47.70,33.0363,2658.61,78570.5,140215.1,3.547,18.9871,166.472,0.000,1.000,0.103,104.7,63.445,71.745,4966,27990.5,14.68,61.115,7.48,10.414,855.5,4.918,0.134,2.00,3.9817,21071.3,0.5270,0.3036,15.02,1.131,0.362,0.4701,0.0000,0.478,0.113,0.456,0.0000,8.21,1.40,4,12,29,144,58.1911,0.0117,0.3904,0.0000,0.0000,20.4319,100.00,86.1711,311.4085,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0041,0.0017,0.000001,1,0.0960,0.0057,0.0077,60,176,465,0.0000,0.0000,0.3994,0.871,30.7069,0.0166,8.1787,0.0420,0.3543,0.0599,0.0000,0.00022,0.952,0.0164,0.294,0.029,0.33,0.087,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9575,0.0000,1.4396,0.00000,0.04679,0.8882,0.8865,1.0000,1.772,0.000,1.0000,10.2520,0.0000
90000,5323,1.086,2.022,9.81,314619,238289,0,72335,3960,3830089,1476839.1,1810104.8,0.045,0.859,0.058,0.037,54,16.70,14.31,3.23,6.72,4.20,5.16,0.52,3.02,7.49,6.92,1.31,1.88,0.243,0.239,3452,0.039,0.016,0.950,0.005,0.028,593911,490136,6,0.761,0.202,0.085,3708058,0.095,3.043,0.234,146.48,205478,210,0.473,0.150,0.429,33708968,2.07,16.13,0.005,0.741,0.358,3.9,13.5,30.7,119.8,82157,0.313,0.00,0.0037,0.062,1511,0.558,0.001,0.775,0.475,3.39,5.93,3.32,1.32,0.364,2.82,1.53,2.08,0.595,0.00181,260.12,106.2408,3251.82,78128.4,140215.1,0.741,54.0289,355.431,0.000,1.000,0.001,107.9,123.645,158.270,5034,28022.9,15.27,139.265,7.03,31.238,868.9,18.699,0.135,2.00,3.9994,21289.0,0.5212,0.3430,15.43,1.014,0.411,1.5299,0.0000,0.442,0.130,0.221,0.0000,8.66,1.34,4,12,29,121,114.7731,0.0291,0.4011,0.0000,0.0000,62.7531,100.00,61.0076,398.4544,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0039,0.0015,0.000002,4,0.1615,0.0039,0.0052,57,166,428,0.0000,0.0000,0.3958,0.798,68.9043,0.0274,21.5574,0.0472,0.3560,0.1042,0.0000,-0.00013,0.967,0.0200,0.061,0.008,0.33,0.085,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1268,0.0000,2.0244,0.00000,0.02872,0.9262,0.9246,1.0000,1.771,0.000,1.0000,23.8289,0.0000
100000,4701,1.150,2.018,9.48,115524,99775,0,15301,1069,1467290,748539.1,630871.9,0.066,0.841,0.046,0.046,90,19.34,15.38,3.49,7.22,4.41,5.11,0.74,3.69,9.13,8.38,1.19,1.85,0.231,0.219,3239,0.031,0.019,0.951,0.006,0.024,182173,159599,4,0.708,0.035,0.101,2558002,0.119,3.071,0.234,70.96,63556,233,0.430,0.151,0.352,11767359,2.08,14.82,0.005,0.716,0.324,4.7,16.9,35.9,137.1,83548,0.319,0.00,0.0017,0.060,1310,0.515,0.001,0.751,0.382,3.68,6.21,3.72,1.22,0.341,2.80,1.55,2.10,0.550,0.00119,48.15,32.3555,2526.39,78111.1,140215.1,3.954,18.9546,162.263,0.000,1.000,0.128,97.2,62.605,71.284,5036,28543.3,15.37,60.270,7.75,10.598,1019.5,4.992,0.135,2.00,4.6219,21727.6,0.4889,0.3050,17.77,1.011,0.352,0.4701,0.0000,0.436,0.103,0.263,0.0000,8.67,1.26,5,15,34,100,57.8820,0.0159,0.4074,0.0000,0.0000,20.3633,100.00,86.3173,312.5394,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0042,0.0017,0.000001,1,0.0925,0.0057,0.0078,61,179,473,0.0000,0.0000,0.4566,0.850,29.8290,0.0138,7.9139,0.0511,0.3718,0.0623,0.0000,-0.00019,0.943,0.0184,0.203,0.036,0.44,0.101,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9338,0.0000,1.4597,0.00000,0.04438,0.8867,0.8850,1.0000,1.801,0.000,1.0000,9.9775,0.0000
