step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,2427,27.56,0.42,8.20,0.04,5.18,0.01,1.16,0.004,0.384,500954.1,493368.0,3,221,2.94,1.11,1.20,33.7715,2378.58,9954.5,36.2531,28.5697,5462,31.3860,2692,36.7379,200339.9,160.59,8.2939,0.0,0.0000,1.000,0.7105,2.8229,2.4353
10000,1,2311,27.34,0.25,8.15,0.04,5.39,0.00,1.10,0.001,0.367,499201.7,492029.2,2,199,2.92,1.06,1.13,33.3551,2435.02,10031.4,41.3999,29.3040,5461,31.3802,2621,34.3762,183391.6,80.07,38.0953,0.0,0.0000,1.000,0.1979,2.7966,2.4773
10000,2,2132,28.45,0.20,8.60,0.01,5.60,0.00,1.08,0.001,0.351,475999.7,472417.3,1,184,3.00,1.06,1.09,31.7557,2421.69,10777.0,31.9846,30.3329,5461,31.3802,2751,29.7299,154025.2,59.33,73.3100,0.0,0.0000,1.000,0.0179,2.9471,2.6232
20000,0,1908,28.33,0.17,6.43,0.08,7.36,0.01,1.06,0.003,0.308,448485.3,547699.9,5,221,3.15,1.06,1.05,21.6093,299.59,2463.1,27.2093,37.8575,5462,26.6372,2410,23.6959,77017.6,160.59,5.4104,0.0,0.0000,1.000,0.7105,2.6394,5.0393
20000,1,2297,27.62,0.15,5.75,0.10,7.72,0.00,1.05,0.000,0.359,329531.8,369945.8,3,196,3.03,1.05,1.06,14.0647,337.67,6570.6,2.4908,29.1097,5461,26.6323,2110,12.8386,41443.6,80.07,15.4236,0.0,0.0000,1.000,0.1979,2.4076,3.8809
20000,2,2092,27.76,0.10,6.23,0.07,7.41,0.00,1.04,0.001,0.332,244220.6,270616.6,2,202,3.00,1.03,1.04,9.7559,291.74,17214.1,0.1530,21.8658,5461,26.6323,2204,8.1639,25636.8,59.33,22.8058,0.0,0.0000,1.000,0.0179,2.5730,2.9454
30000,0,2368,27.25,0.09,5.89,0.08,7.51,0.00,1.04,0.001,0.369,491498.9,222163.5,7,217,3.02,1.03,1.04,12.0320,431.86,4249.9,101.6425,30.8350,5462,45.9524,1897,40.9033,199494.4,160.59,12.4439,0.0,0.0000,1.000,0.7105,2.0926,3.5448
30000,1,2340,27.06,0.05,5.66,0.07,7.73,0.00,1.03,0.000,0.359,494242.4,219913.9,8,174,2.98,1.02,1.03,11.9032,518.16,5511.0,95.7574,31.3774,5461,45.9440,1907,38.6996,190940.9,80.07,55.6226,0.0,0.0000,1.000,0.1979,2.1149,3.5823
30000,2,2218,27.97,0.10,5.79,0.07,7.96,0.00,1.04,0.000,0.355,485146.2,211213.1,7,142,3.05,1.04,1.03,11.4455,377.88,7754.2,57.8767,33.6604,5461,45.9440,1970,33.6896,160341.4,59.33,91.8919,0.0,0.0000,1.000,0.0179,2.1454,3.6166
40000,0,2216,27.97,0.02,5.25,0.09,8.65,0.00,1.01,0.000,0.353,414124.4,148638.8,32,183,3.10,1.01,1.01,8.4995,310.50,2728.7,44.1790,33.9726,5462,31.5113,1886,18.7074,84211.2,160.59,5.6105,0.0,0.0000,1.000,0.7105,1.9460,3.3858
40000,1,2217,28.35,0.07,5.20,0.09,8.80,0.00,1.02,0.000,0.361,330124.9,109254.6,29,197,3.05,1.03,1.03,6.5011,287.94,5347.4,5.3244,28.9479,5461,31.5055,1751,10.2152,44892.0,80.07,15.5114,0.0,0.0000,1.000,0.1979,1.8474,2.7051
40000,2,2164,28.53,0.06,5.60,0.06,8.53,0.00,1.02,0.000,0.353,246483.2,80292.5,21,184,3.13,1.02,1.02,4.8480,239.71,16661.9,0.9252,22.1483,5461,31.5055,1881,6.8442,27389.2,59.33,22.8958,0.0,0.0000,1.000,0.0179,2.0802,2.0409
50000,0,1926,28.26,0.05,5.06,0.01,8.96,0.00,1.03,0.001,0.311,473859.5,139203.3,14,178,3.16,1.03,1.02,11.4055,405.29,1657.1,150.6361,37.1902,5462,43.2500,1482,18.7009,107891.1,160.59,14.3506,0.0,0.0000,1.000,0.7105,1.2575,2.9594
