step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,8626,1.297,2.533,24.07,233035,141878,0,79196,4675,3118121,1506606.0,1768247.4,0.083,0.650,0.176,0.091,44,19.87,11.16,0.20,1.61,4.43,4.55,0.71,1.57,6.44,6.87,0.00,0.08,0.201,0.171,4585,0.016,0.017,0.929,0.011,0.043,531632,400941,4,0.032,0.965,0.290,11212554,0.147,3.392,0.298,108.28,257384,262,0.567,0.176,0.439,24200590,1.08,7.63,0.251,0.657,0.003,6.0,19.7,32.0,160.0,101646,0.388,0.00,0.0027,0.043,2530,0.639,0.000,0.656,0.564,2.68,3.51,3.84,0.03,0.016,1.09,1.09,1.09,0.674,0.00099,583.15,115.6110,5583.56,45472.0,140215.1,96.920,100.2729,327.159,0.000,1.000,0.000,146.1,114.366,239.551,5851,32589.2,25.38,128.870,5.09,101.814,2696.7,55.982,0.135,2.00,4.4615,38485.2,0.6152,0.4096,11.78,1.768,0.455,1.5299,0.0000,0.812,0.233,0.817,0.0000,5.58,3.05,4,12,16,99,106.0312,0.6008,0.3834,0.0000,0.0000,112.4979,100.00,26.5679,410.1849,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0028,0.0010,0.000001,103,1.1431,0.0058,0.0146,47,180,539,0.0000,0.0000,0.0320,0.136,8.9454,0.2157,4.1996,0.0126,0.2789,0.0373,0.0000,-0.00001,0.888,0.0418,0.194,0.035,0.69,0.290,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1668,0.0000,3.0056,0.00000,0.02503,0.8248,0.8233,1.0000,2.027,0.000,1.0000,14.1878,0.0000
20000,6385,1.097,3.158,28.66,143697,112257,0,31598,2070,1380565,976274.4,782933.0,0.030,0.726,0.176,0.068,47,26.32,10.69,0.31,1.49,5.21,4.91,1.51,2.29,6.95,6.42,0.01,0.14,0.198,0.174,2848,0.062,0.040,0.932,0.007,0.022,248856,186562,6,0.740,0.237,0.484,12890130,0.177,3.769,0.369,87.00,143178,237,0.567,0.218,0.280,17244602,1.12,1.39,0.502,0.488,0.009,12.0,28.0,32.0,197.4,89313,0.341,0.00,0.0022,0.052,2142,0.619,0.000,0.529,0.433,2.90,3.81,3.83,0.05,0.030,1.14,1.11,1.12,0.640,0.00087,106.96,40.3190,1782.37,32875.3,140215.1,35.424,41.3727,209.416,0.000,0.993,0.005,121.2,85.314,119.609,7111,43197.3,29.02,82.364,4.70,40.950,6274.8,15.550,0.135,2.00,7.0654,45112.8,0.6739,0.3982,13.99,1.970,0.192,0.4701,0.0000,0.864,0.175,0.928,0.0000,4.17,0.73,6,16,16,100,80.8553,0.0049,0.5137,0.0000,0.0000,37.7303,100.00,63.0328,365.4714,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0032,0.0014,0.000001,13,0.2494,0.0258,0.0106,55,211,572,0.0000,0.0000,0.0245,0.164,5.2790,0.0210,1.8867,0.0077,0.3080,0.0346,0.0000,-0.00009,0.179,0.0076,0.161,0.044,1.44,0.484,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0624,0.0000,2.1891,0.00000,0.02797,0.8199,0.8186,1.0000,2.666,0.000,1.0000,11.2257,0.0000
30000,6441,1.003,2.975,30.77,127987,106909,0,20451,88,942660,1312090.5,702849.9,0.006,0.844,0.135,0.014,42,27.59,9.35,0.45,1.80,5.14,4.21,1.10,1.92,7.21,4.63,0.03,0.21,0.187,0.142,2877,0.052,0.060,0.923,0.002,0.014,206725,152853,9,0.713,0.220,0.398,25197440,0.165,3.745,0.352,85.47,136613,391,0.746,0.215,0.186,36691496,1.19,0.81,0.547,0.450,0.018,14.0,30.0,32.0,130.0,89563,0.342,0.00,0.0028,0.048,2035,0.743,0.000,0.339,0.391,2.90,3.84,3.83,0.08,0.046,1.24,1.16,1.18,0.750,0.00062,395.24,39.2442,1154.94,17221.4,140215.1,242.790,86.5171,317.541,0.000,0.999,0.000,131.2,137.407,363.425,6602,41042.4,18.66,89.309,4.04,140.024,6146.4,68.027,0.135,2.00,9.9540,64113.6,0.9014,0.4905,13.91,1.999,0.027,1.5299,0.0000,0.898,0.138,0.963,0.0000,4.04,0.23,8,16,16,49,134.1418,0.1689,0.5547,0.0000,0.0000,139.1386,100.00,14.1567,327.1766,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0020,0.0008,0.000000,483,2.9163,0.1056,0.0455,73,307,1127,0.0000,0.0000,0.0019,0.008,1.4529,0.4582,1.1890,0.0276,0.2292,0.0230,0.0000,-0.00007,0.215,0.0109,0.183,0.049,1.06,0.398,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8185,0.0000,1.9888,0.00000,0.01502,0.7848,0.7840,1.0000,2.529,0.000,1.0000,10.6909,0.0000
40000,6431,1.047,2.809,31.06,90898,80856,0,9808,3,548465,910653.1,365649.8,0.006,0.827,0.151,0.017,53,28.03,8.52,0.34,1.54,4.83,3.90,1.35,2.12,7.83,4.55,0.03,0.22,0.173,0.132,2641,0.082,0.070,0.912,0.004,0.014,122201,87064,20,0.111,0.435,0.483,14176470,0.188,3.663,0.332,75.53,85091,280,0.667,0.220,0.166,19817812,1.14,0.66,0.593,0.405,0.018,16.0,30.0,32.0,107.0,92350,0.352,0.00,0.0018,0.052,1904,0.687,0.000,0.269,0.287,2.93,3.87,3.89,0.08,0.044,1.18,1.09,1.14,0.694,0.00061,94.21,19.3465,876.54,26678.0,140215.1,51.267,35.9312,195.127,0.000,0.995,0.000,131.4,88.795,125.113,6421,39461.1,11.97,70.964,3.99,48.252,5238.6,19.031,0.137,2.00,8.8712,57050.5,0.7586,0.4362,14.36,1.999,0.013,0.4701,0.0000,0.904,0.127,0.974,0.0000,4.04,0.26,9,16,16,55,85.8362,0.0068,0.5354,0.0000,0.0000,38.8002,100.00,49.4893,328.3164,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0025,0.0010,0.000001,241,1.6383,0.0625,0.0393,87,299,917,0.0000,0.0000,0.0004,0.001,0.6727,0.2768,0.6340,0.0173,0.2679,0.0222,0.0000,-0.00006,0.125,0.0066,0.212,0.055,1.28,0.483,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9068,0.0000,1.8859,0.00000,0.02301,0.7674,0.7665,1.0000,2.435,0.000,1.0000,8.0856,0.0000
50000,6751,0.958,2.678,31.29,113693,98719,0,13900,1,713428,1293110.0,594199.9,0.003,0.849,0.139,0.009,42,27.52,9.05,0.39,1.58,4.96,4.07,1.03,1.88,7.55,4.62,0.03,0.22,0.180,0.137,2916,0.080,0.065,0.919,0.004,0.013,173258,126890,34,0.138,0.230,0.375,22370763,0.175,3.661,0.314,82.96,118539,417,0.833,0.208,0.176,36228334,1.16,0.80,0.542,0.456,0.019,15.0,30.0,32.0,127.8,94008,0.359,0.00,0.0025,0.048,2151,0.753,0.000,0.301,0.356,2.89,3.82,3.85,0.09,0.049,1.20,1.12,1.16,0.758,0.00053,361.20,36.2599,1316.09,19591.9,140215.1,281.903,77.1433,310.372,0.000,1.000,0.000,136.0,136.332,403.884,5935,36847.6,22.80,85.163,3.97,131.227,5319.8,66.856,0.135,2.00,9.8386,66420.2,0.8957,0.5078,13.93,1.995,0.051,1.5299,0.0000,0.895,0.158,0.957,0.0000,4.04,0.25,8,16,16,64,133.4976,0.1171,0.5586,0.0000,0.0000,145.3709,100.00,12.0136,305.4802,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0019,0.0008,0.000000,753,3.8050,0.1111,0.0570,86,330,1280,0.0000,0.0000,0.0003,0.001,0.9984,0.6663,1.1122,0.0287,0.2219,0.0193,0.0000,0.00005,0.128,0.0065,0.222,0.061,0.99,0.375,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7299,0.0000,1.7332,0.00000,0.01486,0.7729,0.7722,1.0000,2.273,0.000,1.0000,9.8719,0.0000
60000,6538,1.073,2.716,31.57,90855,81457,0,9307,1,542584,925524.2,367106.9,0.006,0.819,0.159,0.016,56,27.93,9.32,0.30,1.52,5.20,4.13,1.08,2.10,7.63,4.56,0.02,0.21,0.186,0.135,2697,0.097,0.066,0.913,0.003,0.018,121421,86055,27,0.233,0.319,0.358,11488872,0.191,3.616,0.321,77.35,85703,282,0.677,0.216,0.183,20012057,1.11,0.75,0.564,0.435,0.015,16.0,30.0,32.0,172.2,92927,0.354,0.00,0.0019,0.054,2160,0.689,0.000,0.258,0.284,2.84,3.86,3.88,0.09,0.042,1.14,1.08,1.11,0.696,0.00063,95.53,19.6876,1004.63,26507.8,140215.1,50.423,34.0473,198.267,0.000,0.997,0.000,134.3,90.247,127.072,6229,38145.6,13.37,71.979,3.99,46.256,4864.9,19.040,0.134,2.00,8.9334,58406.7,0.7791,0.4404,14.21,2.000,0.004,0.4701,0.0000,0.913,0.121,0.977,0.0000,4.06,0.31,8,16,16,49,87.1983,0.0069,0.5281,0.0000,0.0000,38.5041,100.00,49.8473,330.4533,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0025,0.0010,0.000001,303,1.7663,0.0644,0.0409,88,301,937,0.0000,0.0000,0.0001,0.000,0.7484,0.3069,0.7073,0.0144,0.2658,0.0225,0.0000,0.00007,0.093,0.0039,0.175,0.050,1.02,0.358,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8927,0.0000,1.8045,0.00000,0.02430,0.7665,0.7656,1.0000,2.358,0.000,1.0000,8.1457,0.0000
70000,6574,0.946,2.709,31.46,118118,101880,0,15364,1,783607,1311200.1,622291.9,0.002,0.855,0.135,0.008,49,27.60,8.66,0.31,1.36,5.38,4.14,0.85,1.85,7.40,4.30,0.02,0.18,0.193,0.137,2728,0.153,0.070,0.917,0.002,0.011,178231,128850,38,0.457,0.173,0.284,17403725,0.173,3.654,0.318,87.41,121623,375,0.794,0.214,0.157,37818223,1.12,0.76,0.536,0.463,0.012,16.0,30.0,32.0,127.9,91578,0.349,0.00,0.0027,0.048,2119,0.764,0.000,0.314,0.349,2.84,3.84,3.85,0.10,0.050,1.16,1.09,1.12,0.770,0.00062,334.54,37.1678,1217.20,16686.8,140215.1,301.396,73.0942,316.334,0.000,0.997,0.000,139.6,138.448,436.832,6085,37397.4,22.91,88.794,3.96,125.118,5355.2,65.040,0.135,2.00,10.5191,69152.7,0.9261,0.4921,13.93,1.999,0.015,1.5299,0.0000,0.926,0.113,0.980,0.0000,4.03,0.23,8,16,16,49,135.2832,0.0813,0.5686,0.0000,0.0000,154.2014,100.00,10.9935,302.2931,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0019,0.0008,0.000001,837,4.0438,0.1232,0.0556,83,323,1212,0.0000,0.0000,0.0002,0.000,1.2232,0.6959,1.2881,0.0350,0.2085,0.0224,0.0000,-0.00001,0.105,0.0040,0.245,0.071,0.81,0.284,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7520,0.0000,1.6572,0.00000,0.01659,0.7739,0.7732,1.0000,2.308,0.000,1.0000,10.1880,0.0000
80000,6831,1.120,2.568,31.53,90290,79566,0,10149,2,573514,927030.1,381063.0,0.007,0.833,0.148,0.012,65,27.85,8.62,0.25,1.18,5.55,4.10,0.84,1.79,7.46,4.40,0.01,0.14,0.195,0.133,2652,0.148,0.072,0.912,0.003,0.013,119982,83753,26,0.170,0.422,0.310,9407067,0.179,3.521,0.305,77.51,83936,275,0.664,0.222,0.176,20616953,1.09,0.72,0.574,0.424,0.006,16.0,30.0,32.0,200.0,96323,0.367,0.00,0.0018,0.052,2201,0.695,0.000,0.278,0.279,2.81,3.84,3.86,0.09,0.044,1.12,1.07,1.09,0.703,0.00066,93.95,19.9240,926.10,24725.5,140215.1,52.698,33.6207,198.933,0.000,0.996,0.000,136.6,89.996,129.398,6034,36300.5,12.64,72.009,3.99,45.304,4374.5,18.735,0.133,2.00,9.0516,61831.6,0.7925,0.4398,14.10,2.000,0.003,0.4701,0.0000,0.938,0.093,0.990,0.0000,4.03,0.25,8,16,16,100,86.6883,0.0058,0.5135,0.0000,0.0000,38.5970,100.00,48.4458,324.7171,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0024,0.0010,0.000001,316,1.9850,0.0675,0.0439,83,294,965,0.0000,0.0000,0.0004,0.002,0.8617,0.3343,0.7885,0.0164,0.2566,0.0233,0.0000,-0.00009,0.101,0.0033,0.283,0.079,0.80,0.310,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9191,0.0000,1.8462,0.00000,0.02596,0.7671,0.7662,1.0000,2.244,0.000,1.0000,7.9566,0.0000
90000,6812,1.002,2.575,31.82,119407,102344,0,16229,3,803268,1318962.9,627353.9,0.002,0.852,0.139,0.006,58,27.78,8.95,0.27,1.30,5.51,4.14,0.70,1.76,7.48,4.49,0.01,0.13,0.196,0.136,2758,0.142,0.060,0.925,0.002,0.012,180235,129004,38,0.145,0.174,0.252,14523106,0.168,3.571,0.302,89.14,123627,350,0.781,0.209,0.174,38077660,1.11,0.77,0.546,0.452,0.009,16.0,30.0,32.0,126.0,95177,0.363,0.00,0.0026,0.047,2267,0.768,0.000,0.307,0.350,2.89,3.83,3.85,0.07,0.037,1.14,1.09,1.10,0.774,0.00062,334.60,37.5399,1137.30,17801.0,140215.1,304.535,71.0567,317.825,0.000,0.997,0.000,142.1,139.403,439.959,5894,35966.4,19.16,90.279,3.96,122.009,4672.7,64.043,0.134,2.01,10.1987,69473.5,0.9049,0.4827,13.97,2.000,0.005,1.5299,0.0000,0.934,0.098,0.988,0.0000,4.04,0.27,8,16,16,64,136.1516,0.0759,0.5540,0.0000,0.0000,152.3733,100.00,11.0978,303.0981,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0019,0.0008,0.000000,850,4.1908,0.1124,0.0556,81,318,1230,0.0000,0.0000,0.0001,0.001,1.1776,0.7113,1.2780,0.0311,0.2042,0.0222,0.0000,-0.00001,0.143,0.0050,0.334,0.106,0.67,0.252,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7536,0.0000,1.6564,0.00000,0.01699,0.7716,0.7709,1.0000,2.220,0.000,1.0000,10.2344,0.0000
100000,6560,1.049,2.515,32.85,90208,80590,0,9540,5,553993,937922.3,373744.4,0.010,0.809,0.169,0.012,68,28.32,7.97,0.27,1.33,5.34,4.04,0.59,1.66,7.99,4.27,0.01,0.15,0.188,0.132,2536,0.116,0.076,0.903,0.002,0.018,118011,82232,28,0.228,0.296,0.199,7366710,0.186,3.499,0.300,79.61,83940,274,0.675,0.227,0.163,20138149,1.11,0.63,0.582,0.416,0.010,17.0,31.0,32.0,120.8,93066,0.355,0.00,0.0018,0.047,2089,0.692,0.000,0.260,0.271,2.90,3.86,3.88,0.07,0.035,1.14,1.08,1.10,0.699,0.00068,96.25,19.6978,823.71,25067.5,140215.1,52.794,30.2604,201.007,0.000,0.998,0.000,136.0,91.179,132.046,5911,35734.8,12.30,73.082,3.98,41.104,4122.1,17.632,0.135,1.99,9.6358,63211.1,0.8238,0.4423,14.19,2.000,0.005,0.4701,0.0000,0.940,0.100,0.989,0.0000,4.03,0.20,9,16,16,62,87.9119,0.0026,0.5300,0.0000,0.0000,38.3075,100.00,49.7244,332.8714,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0024,0.0010,0.000001,325,2.0421,0.0718,0.0431,84,296,965,0.0000,0.0000,0.0003,0.001,0.8309,0.3557,0.7942,0.0183,0.2595,0.0241,0.0000,-0.00000,0.167,0.0062,0.356,0.124,0.56,0.199,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8884,0.0000,1.7528,0.00000,0.02692,0.7632,0.7624,1.0000,2.213,0.000,1.0000,8.0590,0.0000
