step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,6781,1.296,2.731,27.39,206723,124832,0,74058,2475,2966028,1318853.2,1558338.6,0.197,0.659,0.073,0.070,51,22.77,10.62,0.08,0.98,5.91,4.33,0.02,0.31,5.34,4.36,0.00,0.02,0.252,0.141,2197,0.076,0.039,0.933,0.009,0.020,430181,321299,1,0.000,1.000,0.007,3750619,0.162,3.430,0.323,109.79,207937,210,0.525,0.196,0.469,20013072,1.03,2.33,0.309,0.617,0.001,8.0,24.0,32.0,97.7,76944,0.294,0.00,0.0036,0.068,2052,0.626,0.000,0.628,0.523,2.38,3.38,3.64,0.01,0.005,1.03,1.03,1.04,0.665,0.00131,257.29,86.8665,2624.17,54083.0,140078.7,4.352,71.1407,280.002,0.000,1.000,0.000,117.0,100.242,130.219,6499,38993.9,14.30,120.568,5.17,56.179,2204.0,26.100,0.135,2.00,4.3160,29266.6,0.6044,0.3972,11.35,1.998,0.029,1.5122,0.0000,0.270,0.200,0.160,0.0000,4.09,0.44,4,12,16,49,91.9986,0.0599,0.3991,0.0000,0.0000,67.9170,100.00,42.1973,352.1037,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0030,0.0011,0.000001,26,0.4602,0.0052,0.0112,47,181,510,0.0000,0.0000,0.0326,0.136,7.3163,0.0856,3.4325,0.0242,0.2775,0.0469,0.0000,0.00030,0.505,0.0204,0.925,0.496,0.02,0.007,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2670,0.0000,2.8387,0.00000,0.03272,0.7972,0.7955,1.0000,2.436,0.000,1.0000,12.4832,0.0000
20000,4556,1.225,3.596,31.90,109586,83350,0,28230,225,1206754,708375.2,645516.1,0.193,0.735,0.038,0.034,53,29.05,15.28,0.12,1.06,8.00,5.88,0.18,1.46,6.26,7.95,0.00,0.10,0.281,0.170,1678,0.288,0.043,0.927,0.003,0.027,157714,104840,6,0.607,0.172,0.035,951922,0.144,3.713,0.425,66.45,102881,236,0.535,0.215,0.391,13142649,1.04,1.98,0.529,0.434,0.003,10.0,32.0,44.0,289.9,66287,0.253,0.00,0.0025,0.086,1338,0.609,0.000,0.395,0.326,2.70,3.83,3.98,0.02,0.007,1.03,1.04,1.04,0.633,0.00136,36.41,23.2085,1439.06,43480.7,140078.7,5.615,28.7384,155.420,0.000,0.998,0.000,88.9,62.071,71.268,8222,51970.9,16.23,59.403,4.19,25.424,4733.2,7.080,0.135,2.00,6.4451,29364.0,0.6422,0.4336,14.55,1.995,0.062,0.4878,0.0000,0.338,0.182,0.163,0.0000,4.40,0.96,5,16,22,142,56.9548,0.0000,0.4947,0.0000,0.0000,25.9344,100.00,65.9615,298.0105,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0032,0.0013,0.000001,6,0.1265,0.0140,0.0086,58,224,596,0.0000,0.0000,0.0133,0.035,2.8099,0.0112,1.4188,0.0169,0.2964,0.0495,0.0000,-0.00008,0.144,0.0055,0.966,0.765,0.14,0.035,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2435,0.0000,2.7502,0.00000,0.03531,0.7865,0.7851,1.0000,3.219,0.000,1.0000,8.3350,0.0000
30000,5793,1.295,2.549,32.23,143731,111687,0,30301,423,1475301,1235279.4,886614.5,0.081,0.837,0.045,0.037,42,30.42,12.46,0.03,0.47,6.86,4.99,0.27,1.43,8.14,5.93,0.00,0.05,0.223,0.132,2304,0.098,0.069,0.911,0.005,0.016,247587,170275,15,0.552,0.291,0.072,2293104,0.150,3.434,0.303,101.53,167735,253,0.601,0.189,0.266,32331911,1.01,1.30,0.554,0.405,0.000,14.0,32.0,48.0,202.9,88729,0.338,0.00,0.0026,0.075,1765,0.763,0.000,0.379,0.428,2.92,3.95,4.05,0.01,0.007,1.00,1.01,1.01,0.776,0.00103,201.62,43.5429,1204.10,37593.9,140078.7,28.437,66.4284,279.031,0.000,1.000,0.000,112.4,118.299,148.526,6178,37191.0,19.99,102.476,4.31,83.788,2662.3,33.722,0.134,2.00,8.5593,49584.2,0.7271,0.4225,15.32,2.000,0.004,1.5122,0.0000,0.535,0.226,0.584,0.0000,4.33,0.69,8,16,24,103,113.5206,0.0025,0.4770,0.0000,0.0000,80.1609,100.00,28.3944,332.7373,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0024,0.0009,0.000001,83,1.3777,0.0665,0.0252,69,271,838,0.0000,0.0000,0.0194,0.054,3.1737,0.1875,1.7189,0.0181,0.1927,0.0350,0.0000,-0.00015,0.175,0.0058,0.987,0.866,0.24,0.072,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0480,0.0000,2.4871,0.00000,0.02033,0.7559,0.7549,1.0000,2.313,0.000,1.0000,11.1687,0.0000
40000,5395,1.275,2.309,32.38,73687,63883,0,9962,111,600411,722294.7,346156.9,0.077,0.837,0.035,0.051,63,31.26,11.38,0.02,0.24,6.54,4.40,0.34,1.74,8.88,4.99,0.00,0.00,0.206,0.116,1766,0.178,0.089,0.891,0.007,0.013,98639,65558,14,0.297,0.120,0.080,1781721,0.123,3.316,0.275,65.52,69366,221,0.577,0.241,0.216,14912209,1.01,0.89,0.633,0.345,0.000,16.0,32.0,50.0,98.0,85154,0.325,0.00,0.0015,0.074,1707,0.684,0.000,0.279,0.293,3.05,4.00,4.05,0.01,0.003,1.00,1.01,1.01,0.695,0.00080,40.40,15.6527,745.99,44302.2,140078.7,7.090,19.0057,152.279,0.000,1.000,0.005,108.5,68.555,73.760,5643,34222.6,13.49,58.398,4.29,21.372,2058.7,7.813,0.136,2.00,8.8187,47577.1,0.6941,0.4055,15.78,2.000,0.000,0.4878,0.0000,0.709,0.202,0.840,0.0000,4.25,0.55,8,16,25,49,65.2476,0.0009,0.4791,0.0000,0.0000,25.4513,100.00,64.4326,317.7749,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0027,0.0011,0.000001,129,1.1427,0.0549,0.0341,84,277,862,0.0000,0.0000,0.0121,0.034,0.9995,0.1883,0.5995,0.0124,0.2581,0.0255,0.0000,0.00011,0.364,0.0133,0.982,0.805,0.28,0.080,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8874,0.0000,1.9234,0.00000,0.03080,0.7317,0.7307,1.0000,2.138,0.000,1.0000,6.3883,0.0000
50000,5415,1.304,2.273,32.40,115748,98498,0,16842,118,964426,1220087.9,631610.2,0.065,0.858,0.035,0.042,48,34.37,13.67,0.00,0.10,7.17,5.23,0.25,1.42,9.88,6.21,0.00,0.00,0.207,0.123,2087,0.114,0.068,0.918,0.003,0.011,181676,124037,27,0.327,0.281,0.063,2889833,0.123,3.301,0.270,103.89,124578,248,0.655,0.219,0.190,30854874,1.00,0.95,0.597,0.380,0.000,18.0,32.0,50.0,132.0,93729,0.358,0.00,0.0023,0.065,1689,0.768,0.000,0.343,0.378,3.29,4.20,4.26,0.00,0.001,1.00,1.00,1.00,0.777,0.00094,215.96,33.3561,1108.97,35259.8,140078.7,41.563,39.2377,273.155,0.000,1.000,0.000,114.0,121.514,169.366,5580,33433.5,15.88,98.847,4.31,57.767,1962.6,29.241,0.134,2.00,10.4689,56689.3,0.7647,0.4240,17.31,2.000,0.000,1.5122,0.0000,0.676,0.191,0.827,0.0000,4.47,0.69,9,16,25,66,117.5749,0.0029,0.5032,0.0000,0.0000,76.3509,100.00,28.4642,326.0020,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0023,0.0009,0.000001,270,2.5392,0.1069,0.0390,87,302,1005,0.0000,0.0000,0.0084,0.027,1.3896,0.4569,0.9902,0.0259,0.1951,0.0294,0.0000,0.00005,0.250,0.0096,0.979,0.861,0.22,0.063,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8128,0.0000,2.0313,0.00000,0.02081,0.7246,0.7238,1.0000,2.085,0.000,1.0000,9.8498,0.0000
60000,4548,1.462,2.183,32.51,56859,50518,0,6925,51,518485,695059.2,305245.9,0.079,0.815,0.036,0.071,72,39.81,15.93,0.01,0.11,8.41,5.55,0.36,2.36,11.30,6.76,0.00,0.00,0.209,0.113,1949,0.064,0.068,0.921,0.004,0.008,78088,53229,18,0.513,0.161,0.081,1600508,0.143,3.262,0.259,63.55,54957,246,0.589,0.238,0.199,13077385,1.00,1.15,0.602,0.383,0.000,18.0,44.0,50.0,200.0,91328,0.348,0.00,0.0014,0.074,1435,0.703,0.000,0.291,0.312,3.58,4.52,4.58,0.01,0.004,1.00,1.00,1.00,0.713,0.00087,45.30,16.1654,983.61,39300.3,140078.7,7.952,17.2406,144.500,0.000,1.000,0.000,92.6,65.078,73.348,5439,32238.6,28.64,56.164,4.64,18.362,1802.8,7.203,0.135,1.99,12.0158,54648.0,0.7382,0.3948,20.08,2.000,0.001,0.4878,0.0000,0.669,0.171,0.869,0.0000,4.84,0.73,10,23,25,100,62.0711,0.0020,0.4828,0.0000,0.0000,24.6597,100.00,61.9625,307.7667,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0024,0.0010,0.000001,232,1.6596,0.0774,0.0494,96,315,1084,0.0000,0.0000,0.0081,0.025,0.8343,0.3384,0.5680,0.0150,0.2438,0.0237,0.0000,-0.00019,0.162,0.0047,0.991,0.911,0.25,0.081,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8500,0.0000,1.8706,0.00000,0.03230,0.6830,0.6822,1.0000,2.013,0.000,1.0000,5.0518,0.0000
70000,4731,1.337,1.994,32.89,76973,66806,0,9409,85,742927,1114144.4,521701.7,0.044,0.851,0.038,0.067,64,41.11,16.83,0.01,0.29,8.17,5.43,0.26,1.75,12.23,6.99,0.00,0.00,0.198,0.105,2163,0.105,0.062,0.928,0.002,0.007,128069,90391,18,0.608,0.138,0.062,2574566,0.132,3.175,0.236,91.81,87556,287,0.702,0.228,0.149,24221061,1.00,0.99,0.576,0.405,0.000,20.0,46.0,50.0,234.0,97809,0.373,0.00,0.0019,0.070,1439,0.773,0.000,0.351,0.416,3.67,4.60,4.66,0.01,0.003,1.00,1.00,1.00,0.781,0.00096,219.72,34.1725,1067.61,31243.1,140078.7,61.564,34.0223,238.992,0.000,1.000,0.000,100.3,105.367,179.906,4962,29351.9,16.36,86.498,4.76,48.384,1616.3,26.671,0.135,2.00,13.9175,65843.5,0.8354,0.4083,20.67,2.000,0.001,1.5122,0.0000,0.695,0.167,0.891,0.0000,4.88,0.74,10,23,25,117,101.9499,0.0040,0.5189,0.0000,0.0000,74.0485,100.00,22.0992,290.0276,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0020,0.0007,0.000001,490,3.8215,0.1562,0.0597,98,352,1316,0.0000,0.0000,0.0115,0.037,1.1640,0.8092,0.9944,0.0383,0.1920,0.0246,0.0000,-0.00011,0.178,0.0063,0.996,0.933,0.20,0.062,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7514,0.0000,1.8719,0.00000,0.02236,0.6616,0.6610,1.0000,1.831,0.000,1.0000,6.6806,0.0000
80000,4534,1.641,2.004,32.95,48147,43081,0,4889,51,462748,681860.3,287814.5,0.054,0.809,0.041,0.096,86,41.73,17.19,0.00,0.06,8.54,5.36,0.25,1.48,12.20,7.36,0.00,0.00,0.205,0.105,1928,0.133,0.073,0.917,0.003,0.008,67092,46259,21,0.587,0.112,0.064,1057517,0.152,3.134,0.238,62.57,47560,270,0.622,0.246,0.172,11829286,1.00,1.11,0.607,0.380,0.000,20.0,48.0,50.0,240.5,95157,0.363,0.00,0.0012,0.070,1443,0.703,0.000,0.286,0.326,3.68,4.61,4.68,0.00,0.001,1.00,1.00,1.00,0.712,0.00084,47.79,17.8919,1058.34,33831.0,140078.7,9.568,15.6607,140.445,0.000,1.000,0.000,86.9,62.826,74.412,5089,29550.5,16.33,54.564,4.90,15.656,1495.0,6.861,0.135,2.01,13.6960,62097.8,0.7997,0.3844,20.99,2.000,0.001,0.4878,0.0000,0.709,0.172,0.889,0.0000,4.92,0.77,10,24,25,121,60.0454,0.0022,0.4513,0.0000,0.0000,24.2455,100.00,59.6841,302.5603,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0022,0.0009,0.000001,323,2.3498,0.0926,0.0645,101,337,1323,0.0000,0.0000,0.0106,0.033,0.7518,0.5391,0.6086,0.0205,0.2460,0.0206,0.0000,0.00009,0.174,0.0071,0.995,0.929,0.20,0.064,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7855,0.0000,1.6586,0.00000,0.03222,0.6472,0.6466,1.0000,1.849,0.000,1.0000,4.3081,0.0000
90000,4499,1.450,1.972,33.23,65676,57618,0,7344,109,654973,1079660.8,487789.1,0.037,0.827,0.044,0.092,73,44.13,16.61,0.01,0.12,9.00,5.50,0.11,1.04,12.99,6.94,0.00,0.00,0.204,0.099,2177,0.122,0.060,0.932,0.002,0.006,109605,78611,16,0.719,0.113,0.033,1381196,0.139,3.148,0.232,89.43,75656,301,0.745,0.219,0.126,21873054,1.00,0.94,0.551,0.435,0.000,22.0,50.0,62.0,196.0,99491,0.380,0.00,0.0018,0.063,1410,0.775,0.000,0.333,0.420,3.85,4.78,4.86,0.01,0.003,1.00,1.00,1.00,0.783,0.00098,197.64,35.4488,1406.47,19194.3,140078.7,85.496,31.9329,228.780,0.000,1.000,0.000,87.9,99.381,207.549,4919,28772.4,23.81,83.036,4.89,43.348,1505.8,24.539,0.133,2.01,17.3364,77996.7,0.9500,0.4050,22.11,2.000,0.000,1.5122,0.0000,0.713,0.157,0.907,0.0000,5.05,0.68,11,25,31,98,96.1602,0.0051,0.4994,0.0000,0.0000,79.6139,100.00,15.5203,271.2527,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0018,0.0007,0.000001,640,4.6257,0.1994,0.0707,101,362,1486,0.0000,0.0000,0.0130,0.040,1.0128,1.0656,1.0471,0.0518,0.1893,0.0236,0.0000,-0.00002,0.093,0.0039,1.000,0.967,0.10,0.033,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7430,0.0000,1.7349,0.00000,0.02332,0.6443,0.6438,1.0000,1.794,0.000,1.0000,5.7618,0.0000
100000,4072,1.606,1.885,32.78,38498,35015,0,3416,46,386384,661265.9,267449.2,0.044,0.747,0.051,0.158,102,46.37,17.77,0.03,0.44,9.51,5.76,0.14,1.36,13.54,7.75,0.00,0.05,0.207,0.105,1908,0.099,0.064,0.930,0.001,0.006,54850,39601,13,0.588,0.094,0.044,593841,0.164,3.036,0.221,61.09,38760,294,0.692,0.229,0.139,10241800,1.01,0.91,0.589,0.384,0.000,24.0,50.0,72.0,162.0,94549,0.361,0.00,0.0012,0.074,1282,0.715,0.000,0.272,0.342,4.00,4.90,4.94,0.02,0.009,1.00,1.01,1.01,0.724,0.00087,50.12,20.5252,1166.56,27017.2,140078.7,11.786,15.8838,135.189,0.000,0.998,0.000,82.1,59.171,75.014,4935,27713.4,16.71,53.021,5.09,13.180,1271.7,5.975,0.135,2.00,17.6294,71787.0,0.9164,0.3858,23.22,2.000,0.000,0.4878,0.0000,0.713,0.151,0.899,0.0000,5.15,0.73,12,25,36,81,56.7269,0.0049,0.4828,0.0000,0.0000,23.6488,100.00,52.9306,274.5186,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0020,0.0008,0.000001,448,3.1868,0.1294,0.0847,110,368,1724,0.0000,0.0000,0.0141,0.047,0.6012,0.7936,0.6734,0.0319,0.2339,0.0196,0.0000,-0.00015,0.078,0.0026,0.998,0.976,0.11,0.044,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8204,0.0000,1.6938,0.00000,0.03638,0.6240,0.6235,1.0000,1.736,0.000,1.0000,3.5015,0.0000
