step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,3,1795,41.1,2.7,10.2,0.1,19.5,0.3,1.42,1.7,1419,464,21.74,10.75,600,645,550,0.4,1.40,1.43,1.44,4.93,6.21,6.14,31.3,1.167,0.540,6.61
5000,8,103,56.2,0.0,20.1,0.0,17.5,0.0,1.00,2.3,83,398,16.38,24.97,3,37,63,0.0,1.00,1.00,1.00,4.69,6.56,6.63,39.4,1.488,0.607,7.18
5000,2,102,31.3,0.7,8.0,0.0,22.7,0.1,1.20,1.8,83,299,17.72,7.51,42,47,13,0.3,1.17,1.26,1.18,4.98,5.83,5.94,27.6,0.969,0.478,6.33
5000,7,70,51.9,0.0,23.5,0.4,20.1,0.0,1.00,2.0,62,714,36.72,15.78,59,10,1,0.0,1.01,1.00,1.00,5.93,7.11,7.10,19.1,1.178,0.525,7.61
5000,20,49,38.1,0.0,16.5,1.7,16.1,0.0,1.00,4.8,44,847,42.81,16.38,34,15,0,0.0,1.00,1.00,1.00,4.96,6.39,6.41,22.1,1.150,0.495,7.59
5000,4,16,56.0,13.9,6.0,0.2,15.1,0.5,2.86,2.4,15,966,46.57,10.94,15,1,0,1.1,2.63,2.95,2.94,5.62,6.38,6.44,17.6,1.137,0.457,7.00
5000,6,9,67.1,7.9,19.7,0.0,20.8,0.4,3.17,2.2,9,990,32.36,29.75,7,2,0,0.4,3.64,2.06,3.74,5.33,6.89,8.00,17.4,1.192,0.516,8.00
6000,3,1518,41.4,2.5,10.3,0.2,19.7,0.2,1.43,1.8,1239,508,23.46,10.39,424,574,520,0.4,1.40,1.45,1.45,5.06,6.24,6.21,33.0,1.176,0.544,6.68
6000,22,211,47.2,1.9,14.6,0.3,16.1,0.1,1.43,3.2,168,431,14.30,20.71,74,113,24,0.3,1.49,1.42,1.41,5.05,6.55,6.18,28.8,1.361,0.604,7.16
6000,8,196,51.6,0.0,17.1,0.0,17.1,0.0,1.00,3.5,174,471,17.84,25.85,2,45,149,0.0,1.00,1.00,1.00,4.56,6.23,6.39,41.1,1.496,0.626,7.19
6000,28,111,52.6,0.1,18.9,0.5,14.3,0.0,1.02,4.0,94,369,14.84,19.66,92,12,7,0.0,1.00,1.04,1.02,4.87,6.27,6.17,20.3,1.555,0.630,7.23
6000,21,102,98.1,1.1,26.0,2.2,40.7,0.0,1.18,1.8,99,1157,64.01,32.80,24,24,54,0.8,1.12,1.31,1.14,8.34,8.85,8.83,36.5,1.387,0.550,9.28
6000,2,35,27.5,0.0,9.6,0.0,12.9,0.0,1.00,3.2,31,243,13.86,8.00,16,13,6,0.0,1.00,1.00,1.00,4.20,5.37,5.03,29.0,1.225,0.369,6.00
6000,7,33,38.5,0.0,13.0,1.5,19.5,0.0,1.00,2.8,24,528,30.56,8.95,28,5,0,0.0,1.00,1.00,1.00,5.45,6.24,6.39,17.9,1.152,0.538,7.03
6000,24,25,56.0,8.0,8.7,1.0,19.4,0.0,3.07,6.7,23,1052,40.11,19.15,8,1,16,0.4,3.65,2.31,3.25,5.84,7.72,6.76,36.0,1.266,0.361,8.92
6000,20,12,44.4,0.0,16.8,0.1,23.2,0.0,1.00,5.7,12,700,42.70,11.09,10,2,0,0.0,1.00,1.00,1.00,6.08,6.75,7.08,21.4,1.100,0.467,8.33
6000,4,11,50.0,13.9,2.7,0.0,12.6,0.4,4.25,3.8,11,1386,52.63,17.36,11,0,0,1.2,3.39,5.04,4.26,5.45,5.91,6.18,15.5,1.159,0.472,7.00
6000,6,6,60.4,14.0,7.2,0.0,14.7,0.7,4.92,5.0,6,1292,45.32,34.85,5,1,0,0.7,5.91,3.90,4.93,5.33,7.00,6.17,16.1,1.215,0.489,7.83
7000,3,1135,37.3,2.3,8.5,0.1,18.5,0.3,1.44,2.4,922,511,23.66,9.89,319,380,436,0.5,1.42,1.40,1.48,4.72,5.91,5.87,33.8,1.179,0.547,6.49
7000,28,350,55.9,0.1,19.5,0.0,13.1,0.0,1.03,2.6,270,333,11.37,20.48,235,104,11,0.0,1.02,1.02,1.03,5.03,6.17,6.30,23.1,1.701,0.630,6.89
7000,22,200,44.3,1.3,14.6,0.1,14.6,0.1,1.32,4.3,163,486,16.40,21.41,78,105,17,0.3,1.38,1.41,1.27,4.77,6.23,5.70,25.5,1.386,0.584,7.05
7000,8,192,53.5,0.0,17.1,0.0,17.2,0.0,1.01,3.4,168,590,20.87,27.70,1,50,141,0.0,1.01,1.01,1.00,4.53,6.10,6.20,41.1,1.548,0.598,6.99
7000,21,48,104.2,1.0,35.2,7.0,30.0,0.0,1.14,3.2,44,672,40.48,39.58,0,10,38,1.2,1.06,1.28,1.12,8.81,8.92,9.23,43.2,1.472,0.600,9.88
7000,7,45,43.7,0.0,15.2,2.5,21.0,0.0,1.00,0.9,32,510,30.63,7.35,33,11,1,0.0,1.00,1.00,1.00,6.47,6.71,6.98,20.8,1.162,0.543,7.07
7000,2,16,33.8,0.1,8.2,0.1,18.6,0.0,1.03,2.6,16,505,29.32,9.03,13,3,0,0.1,1.00,1.10,1.02,4.12,5.62,5.06,18.4,1.244,0.339,6.00
7000,24,10,48.8,6.6,12.3,1.0,12.6,0.0,2.75,8.0,9,1098,34.81,19.82,1,0,9,0.2,2.82,2.18,3.13,5.50,7.10,6.90,39.5,1.278,0.368,9.00
8000,3,574,36.5,2.6,7.8,0.1,18.3,0.3,1.51,2.6,475,494,22.94,8.86,204,176,194,0.4,1.51,1.51,1.52,4.76,5.84,5.78,31.7,1.169,0.555,6.45
8000,28,562,45.0,0.2,15.4,0.1,9.1,0.0,1.05,3.4,445,339,10.62,17.89,294,168,100,0.0,1.05,1.05,1.06,4.20,5.49,5.56,27.3,1.799,0.658,6.36
8000,8,73,49.9,0.3,13.8,0.0,17.4,0.0,1.12,3.6,57,579,24.26,20.93,2,27,44,0.0,1.12,1.12,1.13,4.41,5.96,5.90,40.6,1.560,0.653,6.82
8000,21,47,91.6,1.4,28.5,4.0,30.6,0.0,1.18,5.0,46,876,46.52,47.40,1,10,36,0.8,1.00,1.36,1.17,7.85,8.43,8.77,44.2,1.437,0.589,9.85
8000,22,39,44.0,5.9,5.4,0.0,20.7,0.7,2.67,3.5,33,244,14.49,5.14,39,0,0,0.8,3.19,1.86,2.90,4.92,5.79,6.18,10.7,1.171,0.703,6.87
8000,2,32,33.0,4.3,4.5,0.3,15.1,0.0,2.24,2.9,27,220,13.40,4.42,24,8,0,0.1,1.42,3.02,2.25,4.22,5.38,5.06,20.8,1.183,0.362,5.94
8000,42,30,41.5,7.8,6.5,0.0,18.7,0.7,3.21,4.2,29,653,36.42,9.88,0,13,17,1.8,3.99,1.67,3.74,6.13,6.33,6.43,38.9,1.018,0.393,7.43
8000,7,27,36.1,0.0,13.3,1.5,16.5,0.0,1.00,2.9,27,994,50.00,17.49,17,7,3,0.0,1.00,1.00,1.00,5.52,6.44,6.33,24.8,1.180,0.545,7.11
9000,28,1241,45.6,0.2,14.6,0.0,9.7,0.0,1.04,2.5,963,332,10.76,15.97,556,354,331,0.1,1.04,1.03,1.04,4.22,5.37,5.40,30.2,1.851,0.657,6.02
9000,50,1118,34.4,0.2,10.0,0.1,9.4,0.0,1.08,2.7,859,246,7.95,11.46,414,356,348,0.1,1.07,1.08,1.09,3.59,4.78,4.74,30.4,1.735,0.664,5.44
9000,3,143,29.4,2.2,5.8,0.2,17.2,0.2,1.58,3.0,110,375,20.52,4.68,24,49,70,0.4,1.69,1.35,1.65,4.67,5.63,5.64,37.0,1.067,0.553,6.38
9000,42,24,43.5,12.2,5.1,0.0,13.1,0.5,4.44,4.2,24,600,27.68,11.21,0,12,12,1.2,5.31,3.18,4.70,5.50,6.08,6.58,38.9,1.023,0.407,7.38
9000,53,22,50.8,0.0,15.9,0.0,16.0,0.0,1.00,6.5,20,868,30.75,31.57,14,6,2,0.0,1.00,1.00,1.00,4.27,5.64,6.09,24.2,1.540,0.519,7.50
9000,8,20,35.9,1.0,9.1,0.0,14.0,0.0,1.24,4.7,19,256,15.78,4.44,1,2,17,0.6,1.13,1.50,1.17,3.65,5.50,4.95,41.4,1.438,0.660,6.40
9000,55,15,38.7,0.0,1.4,0.0,33.7,0.0,1.00,12.3,15,265,23.47,10.68,3,12,0,0.0,1.00,1.00,1.00,5.27,5.87,5.87,29.2,1.102,0.648,8.93
9000,51,6,25.2,4.8,4.0,0.0,6.5,0.8,2.90,8.0,6,1762,63.37,23.92,6,0,0,1.5,2.97,4.18,3.06,3.33,4.33,4.67,20.1,1.255,0.446,6.50
9000,21,6,57.2,0.8,12.2,2.3,22.5,0.0,1.10,13.3,6,1356,58.73,60.45,0,3,3,1.2,1.00,1.20,1.11,5.50,6.67,6.67,36.5,1.523,0.626,10.00
9000,40,6,83.4,16.8,13.7,2.2,2.2,4.0,4.86,1.7,6,1340,14.81,82.49,2,2,2,4.8,5.62,4.04,4.89,6.00,7.17,8.00,29.7,1.648,0.508,8.00
10000,28,1390,44.1,0.2,13.0,0.0,10.0,0.0,1.05,2.2,1096,394,11.49,15.38,603,439,348,0.1,1.04,1.07,1.04,4.04,5.20,5.29,29.4,1.882,0.677,5.79
10000,3,179,29.5,1.8,6.4,1.2,16.9,0.3,1.42,2.7,136,275,16.57,2.75,25,63,91,0.4,1.50,1.31,1.46,4.75,5.78,5.73,38.2,1.077,0.554,6.42
10000,50,134,46.7,0.0,16.8,0.0,8.4,0.0,1.00,1.9,101,271,8.33,13.86,44,62,28,0.0,1.00,1.00,1.00,4.21,5.32,5.31,30.7,1.847,0.480,5.78
10000,42,16,53.3,13.0,8.3,0.0,17.6,0.1,4.53,3.2,14,951,30.68,12.89,0,4,12,2.2,5.33,2.99,5.12,5.69,6.50,7.00,41.5,1.026,0.418,7.56
11000,28,1204,42.8,0.3,11.6,0.0,10.1,0.0,1.06,1.9,901,405,12.06,12.84,558,388,258,0.1,1.04,1.09,1.06,3.98,5.10,5.16,28.0,1.921,0.671,5.61
11000,3,388,32.1,2.4,7.3,0.0,17.5,0.3,1.46,1.3,265,237,14.61,2.77,91,110,187,0.5,1.47,1.39,1.49,4.68,5.88,5.89,35.6,1.095,0.556,6.21
11000,50,109,48.0,0.2,12.5,0.7,13.2,0.0,1.04,3.3,89,284,10.81,11.19,54,36,19,0.1,1.00,1.07,1.04,4.27,5.51,5.30,25.4,1.822,0.525,6.24
11000,42,12,63.6,12.4,11.7,0.0,27.3,0.0,3.06,0.8,11,701,36.90,4.57,0,0,12,2.4,4.40,1.00,3.41,6.92,8.00,7.75,47.7,0.996,0.454,8.08
12000,3,352,28.2,1.5,7.3,0.1,15.8,0.3,1.32,1.8,232,347,19.29,2.49,72,141,139,0.5,1.32,1.28,1.35,4.50,5.81,5.72,34.2,1.083,0.547,6.20
12000,28,314,42.0,0.4,8.3,0.0,12.7,0.0,1.11,1.1,224,362,12.36,9.66,209,87,18,0.1,1.07,1.18,1.09,3.86,5.03,5.05,21.4,1.928,0.594,5.32
12000,50,22,58.8,0.0,10.0,0.4,20.6,0.0,1.00,1.9,19,293,13.88,7.77,22,0,0,0.0,1.00,1.00,1.00,4.91,5.77,5.64,10.3,1.908,0.592,6.18
12000,95,13,44.5,0.0,6.1,0.5,19.7,0.0,1.00,3.8,9,395,20.66,3.84,11,2,0,0.0,1.00,1.00,1.00,4.15,5.08,5.31,20.1,1.721,0.408,6.15
12000,93,5,42.5,0.0,7.8,0.0,17.8,0.0,1.00,6.0,5,556,23.81,4.25,5,0,0,0.0,1.00,1.00,1.00,4.80,5.40,6.40,13.2,1.679,0.526,7.40
13000,3,383,29.5,1.7,7.0,0.0,17.8,0.3,1.36,1.4,229,351,19.04,2.33,147,129,107,0.5,1.38,1.26,1.40,4.67,5.85,5.85,29.9,1.059,0.557,6.19
13000,28,146,38.9,0.2,6.7,0.0,13.0,0.0,1.03,0.8,109,440,14.66,6.93,105,26,15,0.0,1.02,1.05,1.03,3.73,4.86,4.88,22.9,1.947,0.632,5.06
13000,50,27,51.8,0.0,10.7,0.0,16.1,0.0,1.00,2.4,23,234,12.40,6.91,25,0,2,0.0,1.00,1.00,1.00,4.56,5.63,5.59,15.8,1.935,0.613,6.22
13000,95,12,46.8,0.0,8.1,0.2,19.6,0.0,1.00,2.0,12,583,28.73,3.68,7,1,4,0.0,1.00,1.00,1.00,4.17,5.67,5.50,26.1,1.699,0.383,6.08
14000,3,262,30.6,2.2,7.6,0.1,17.1,0.3,1.42,1.3,179,436,22.07,2.68,166,53,43,0.4,1.54,1.29,1.43,4.66,5.95,5.80,25.2,1.065,0.560,6.19
