step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,6101,1.415,3.380,20.68,173123,116171,0,50701,1542,2401358,1301641.2,1358308.4,0.101,0.651,0.150,0.097,60,23.28,12.18,0.30,1.85,6.00,5.13,0.00,0.02,5.26,5.40,0.00,0.09,0.259,0.168,2703,0.049,0.032,0.921,0.006,0.041,383212,307367,3,0.012,0.983,0.000,2210278,0.234,3.597,0.404,107.85,178134,260,0.566,0.178,0.447,19606543,1.14,2.40,0.340,0.645,0.004,8.0,24.0,32.0,128.4,70494,0.269,0.00,0.0041,0.069,1684,0.660,0.000,0.595,0.552,2.24,3.44,3.61,0.03,0.018,1.14,1.14,1.15,0.692,0.00125,256.32,80.8783,4165.27,47841.4,140122.1,6.216,66.4641,276.100,0.000,1.000,0.000,93.0,103.598,134.977,7823,47473.9,18.37,117.682,5.14,57.428,2883.1,27.976,0.134,2.00,4.1513,25327.0,0.6184,0.4044,11.55,1.979,0.107,1.5345,0.0000,0.600,0.188,0.733,0.0000,4.13,0.38,4,12,16,61,96.7729,0.0728,0.3554,0.0000,0.0000,74.9996,100.00,42.0556,348.3309,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0029,0.0011,0.000001,29,0.4804,0.0044,0.0141,52,212,626,0.0000,0.0000,0.0123,0.038,4.9451,0.0754,2.3745,0.0159,0.2548,0.0442,0.0000,0.00039,0.021,0.0005,0.977,0.632,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1361,0.0000,2.4506,0.00000,0.03123,0.7774,0.7760,1.0000,2.950,0.000,1.0000,11.6171,0.0000
20000,5611,1.316,3.029,30.33,120889,88648,0,32685,40,1306053,751124.8,699575.0,0.084,0.815,0.068,0.033,56,26.88,9.68,0.08,1.00,7.14,4.60,0.00,0.00,6.14,4.32,0.00,0.06,0.260,0.137,1518,0.068,0.069,0.899,0.003,0.029,171185,122990,3,0.490,0.347,0.000,3247,0.263,3.537,0.359,69.48,103924,258,0.536,0.215,0.326,14536541,1.04,1.35,0.565,0.434,0.001,12.0,32.0,32.0,144.0,74978,0.286,0.00,0.0022,0.089,1428,0.578,0.000,0.456,0.317,2.17,3.67,3.77,0.01,0.004,1.03,1.04,1.04,0.600,0.00133,33.49,25.7764,1784.59,42549.0,140122.1,3.804,25.1594,163.371,0.000,0.999,0.000,101.5,63.353,73.735,7185,44034.8,20.77,63.249,3.88,19.559,2867.3,7.009,0.136,2.00,6.6725,37439.3,0.6821,0.4371,13.36,2.000,0.000,0.4655,0.0000,0.837,0.210,0.855,0.0000,4.06,0.29,6,16,16,47,57.2836,0.0009,0.4277,0.0000,0.0000,26.2142,100.00,68.4757,305.5343,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0031,0.0013,0.000002,6,0.1528,0.0191,0.0084,47,197,600,0.0000,0.0000,0.0007,0.001,1.7771,0.0110,1.0093,0.0077,0.3209,0.0509,0.0000,0.00015,0.006,0.0002,0.998,0.929,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2750,0.0000,2.3415,0.00000,0.03346,0.7966,0.7950,1.0000,2.746,0.000,1.0000,8.8648,0.0000
30000,6168,1.096,2.421,33.03,157212,119467,0,36855,37,1316860,1410165.8,783984.1,0.101,0.828,0.062,0.009,40,29.05,8.05,0.07,0.80,7.20,3.16,0.00,0.00,7.17,3.08,0.00,0.03,0.247,0.092,1511,0.176,0.092,0.894,0.001,0.013,240238,172501,9,0.420,0.249,0.000,198,0.232,3.291,0.289,124.64,153766,219,0.595,0.246,0.121,36989739,1.03,0.72,0.639,0.361,0.001,18.0,32.0,32.0,128.0,89121,0.340,0.00,0.0032,0.076,1756,0.773,0.000,0.533,0.358,2.09,3.85,3.90,0.01,0.005,1.03,1.02,1.03,0.784,0.00123,132.03,37.2875,1146.06,19566.4,140122.1,82.908,45.8086,319.725,0.000,1.000,0.000,130.7,140.721,238.676,6048,35991.0,13.08,120.750,3.87,64.193,1656.1,32.841,0.135,2.00,11.4169,70419.6,0.9516,0.4275,14.45,2.000,0.000,1.5345,0.0000,0.953,0.047,0.999,0.0000,4.05,0.25,9,16,16,64,134.7303,0.0034,0.5028,0.0000,0.0000,99.0449,100.00,17.1669,299.4945,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0022,0.0009,0.000001,296,2.3758,0.1341,0.0319,51,245,890,0.0000,0.0000,0.0002,0.000,0.9001,0.3334,0.7973,0.0264,0.1754,0.0437,0.0000,-0.00003,0.001,0.0000,1.000,0.979,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1010,0.0000,2.3707,0.00000,0.01694,0.7609,0.7600,1.0000,2.250,0.000,1.0000,11.9467,0.0000
40000,5259,1.225,2.016,33.62,65919,56729,0,9653,19,444472,765507.9,268259.8,0.066,0.825,0.085,0.025,64,30.91,9.24,0.03,0.56,7.13,3.23,0.00,0.00,8.26,3.60,0.00,0.02,0.229,0.088,1233,0.191,0.094,0.891,0.001,0.014,81576,56115,20,0.310,0.130,0.000,0,0.000,3.035,0.235,70.77,55948,208,0.604,0.281,0.097,15220820,1.02,0.64,0.693,0.305,0.000,20.0,32.0,40.0,92.0,81111,0.309,0.00,0.0018,0.091,1502,0.677,0.000,0.362,0.238,2.41,3.95,3.99,0.01,0.003,1.01,1.01,1.02,0.685,0.00097,27.02,15.4939,874.93,25905.6,140122.1,12.415,14.9134,157.757,0.000,0.999,0.000,104.5,72.018,85.659,5354,30009.3,20.11,63.026,4.00,15.528,1078.6,6.990,0.133,2.00,13.5746,71388.9,1.0267,0.3983,15.42,2.000,0.000,0.4655,0.0000,0.946,0.058,0.998,0.0000,4.13,0.36,10,16,19,46,68.3172,0.0043,0.4543,0.0000,0.0000,26.8112,100.00,57.1135,322.6095,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0022,0.0010,0.000001,427,2.2492,0.1010,0.0577,64,251,1152,0.0000,0.0000,0.0003,0.001,0.3439,0.3882,0.4710,0.0192,0.2540,0.0327,0.0000,0.00000,0.000,0.0000,1.000,0.990,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0443,0.0000,1.7739,0.00000,0.02738,0.7439,0.7431,1.0000,1.897,0.000,1.0000,5.6729,0.0000
50000,5217,1.002,1.672,33.51,77335,66953,0,8861,37,485492,1219521.0,396861.8,0.037,0.831,0.075,0.056,54,31.75,10.52,0.03,0.57,6.67,3.14,0.00,0.00,9.15,4.15,0.00,0.00,0.211,0.085,1787,0.116,0.080,0.911,0.001,0.008,103393,68118,18,0.479,0.083,0.000,0,0.000,2.803,0.194,114.63,69196,196,0.817,0.276,0.039,26716491,1.01,0.59,0.601,0.397,0.000,20.0,32.0,50.0,126.0,82681,0.315,0.00,0.0026,0.081,1583,0.727,0.000,0.375,0.278,2.77,4.07,4.08,0.00,0.002,1.01,1.01,1.01,0.732,0.00134,101.94,35.8843,1479.63,12657.6,140122.1,157.213,24.5244,258.501,0.000,1.000,0.000,109.5,113.572,317.351,4530,24251.8,19.33,102.584,4.10,24.790,653.8,14.552,0.135,2.00,17.5236,91420.6,1.3416,0.3763,15.85,2.000,0.000,1.5345,0.0000,0.965,0.046,0.999,0.0000,4.22,0.44,10,16,25,63,108.8100,0.0221,0.5018,0.0000,0.0000,104.2381,100.00,8.9392,233.6384,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0016,0.0007,0.000001,1526,6.6981,0.2546,0.0919,67,261,1833,0.0000,0.0000,0.0003,0.000,0.5026,1.2969,1.1217,0.0575,0.2167,0.0436,0.0000,-0.00003,0.001,0.0000,1.000,0.994,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9842,0.0000,1.4460,0.00000,0.02738,0.7328,0.7322,1.0000,1.542,0.000,1.0000,6.6953,0.0000
60000,4946,1.167,1.582,33.62,43536,40356,0,2430,21,226375,748084.6,209913.8,0.059,0.796,0.066,0.079,77,33.22,11.66,0.02,0.48,6.68,3.41,0.00,0.00,9.89,4.38,0.00,0.04,0.201,0.083,1551,0.190,0.096,0.891,0.001,0.012,52673,33021,28,0.596,0.102,0.000,0,0.000,2.709,0.183,71.34,35898,293,0.927,0.216,0.060,12995733,1.01,0.56,0.642,0.357,0.001,20.0,32.0,50.0,106.0,82066,0.313,0.00,0.0015,0.097,1499,0.649,0.000,0.332,0.232,2.94,4.13,4.16,0.00,0.002,1.01,1.01,1.01,0.654,0.00093,33.72,20.5433,848.52,25139.7,140122.1,13.865,12.4980,151.626,0.000,1.000,0.000,100.8,68.035,87.795,4521,23461.6,15.98,60.681,4.21,7.940,547.5,3.942,0.136,1.99,16.1568,79911.6,1.1528,0.3947,16.59,2.000,0.000,0.4655,0.0000,0.970,0.038,1.000,0.0000,4.28,0.54,10,16,25,49,65.0136,0.0090,0.4709,0.0000,0.0000,25.6752,100.00,54.2170,306.0305,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0017,0.0008,0.000001,1000,4.1721,0.1492,0.1119,90,301,2549,0.0000,0.0000,0.0003,0.001,0.2664,0.8486,0.6993,0.0338,0.2858,0.0291,0.0000,-0.00009,0.001,0.0000,1.000,0.995,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9437,0.0000,1.3392,0.00000,0.03230,0.7237,0.7232,1.0000,1.496,0.000,1.0000,4.0356,0.0000
70000,5240,0.976,1.391,33.68,60007,55480,0,2284,25,285062,1191639.1,350344.5,0.046,0.809,0.052,0.093,66,31.49,10.98,0.00,0.16,5.80,2.95,0.00,0.00,9.94,4.27,0.00,0.00,0.184,0.078,1959,0.204,0.073,0.918,0.002,0.008,79965,47509,39,0.688,0.051,0.000,0,0.000,2.545,0.157,114.35,52559,301,1.229,0.204,0.034,22823538,1.00,0.62,0.566,0.433,0.000,18.0,32.0,50.0,128.0,82477,0.315,0.00,0.0023,0.084,1561,0.680,0.000,0.357,0.280,2.96,4.07,4.08,0.00,0.000,1.00,1.00,1.00,0.683,0.00126,112.19,39.2826,1472.96,13791.6,140122.1,161.238,20.0922,247.959,0.000,1.000,0.000,110.2,107.560,321.679,4015,19921.5,19.37,98.810,4.21,14.433,357.7,9.088,0.135,2.00,18.1320,95011.6,1.4192,0.3743,15.74,2.000,0.000,1.5345,0.0000,0.977,0.020,1.000,0.0000,4.23,0.47,9,16,25,64,103.4122,0.0215,0.5053,0.0000,0.0000,100.5967,100.00,9.1269,232.8687,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0014,0.0006,0.000001,1924,7.9764,0.2809,0.1235,93,305,3121,0.0000,0.0000,0.0001,0.000,0.3905,1.6162,1.2427,0.0697,0.2635,0.0391,0.0000,-0.00004,0.000,0.0000,1.000,0.996,0.00,0.000,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.8724,0.0000,1.1053,0.00000,0.02919,0.7232,0.7228,1.0000,1.280,0.000,1.0000,5.5480,0.0000
80000,4979,1.090,1.410,33.48,39929,37755,0,1117,5,165627,755734.7,198394.8,0.055,0.794,0.046,0.105,92,31.39,9.39,0.02,0.44,5.95,3.07,0.00,0.00,9.71,3.80,0.00,0.02,0.188,0.080,1454,0.275,0.095,0.895,0.000,0.010,46942,29058,29,0.316,0.100,0.000,0,0.000,2.541,0.157,72.63,31822,359,1.198,0.216,0.043,12244938,1.01,0.49,0.651,0.349,0.000,20.0,32.0,46.0,108.0,78047,0.298,0.00,0.0016,0.087,1529,0.606,0.000,0.311,0.216,2.93,4.04,4.04,0.00,0.002,1.01,1.01,1.01,0.610,0.00094,34.52,22.4817,825.66,23759.5,140122.1,14.106,11.9748,152.067,0.000,1.000,0.000,98.1,67.541,88.561,4142,20649.8,15.99,60.147,4.15,5.891,414.5,2.978,0.133,2.01,16.9944,84614.9,1.2768,0.3868,15.68,2.000,0.000,0.4655,0.0000,0.973,0.034,0.999,0.0000,4.16,0.41,10,16,23,49,64.6437,0.0144,0.4654,0.0000,0.0000,25.3989,100.00,54.6217,305.0852,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0016,0.0007,0.000001,1313,4.7056,0.1579,0.1288,99,311,3327,0.0000,0.0000,0.0002,0.001,0.2194,0.9614,0.7356,0.0339,0.3264,0.0299,0.0000,0.00006,0.000,0.0000,1.000,0.996,0.00,0.000,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.8990,0.0000,1.1821,0.00000,0.03262,0.7314,0.7309,1.0000,1.334,0.000,1.0000,3.7755,0.0000
90000,5211,0.889,1.227,33.45,54133,50285,0,1165,1,202964,1190930.1,338567.7,0.029,0.799,0.041,0.131,77,29.23,8.76,0.00,0.07,5.25,2.47,0.00,0.00,9.36,3.45,0.00,0.00,0.180,0.074,1722,0.276,0.073,0.918,0.001,0.008,69030,40684,42,0.589,0.106,0.000,0,0.000,2.384,0.134,116.07,44823,333,1.668,0.208,0.031,21043724,1.00,0.59,0.578,0.422,0.000,18.0,32.0,32.0,92.0,76141,0.290,0.00,0.0024,0.082,1568,0.626,0.000,0.308,0.251,2.88,3.94,3.94,0.00,0.000,1.00,1.00,1.00,0.629,0.00136,104.30,42.6863,1887.92,12830.9,140122.1,169.432,19.6288,245.929,0.000,1.000,0.000,106.8,104.858,333.254,3590,16768.5,22.96,97.448,4.06,9.505,241.1,6.069,0.134,2.00,19.0774,99412.2,1.5956,0.3731,14.61,2.000,0.000,1.5345,0.0000,0.971,0.046,0.999,0.0000,4.09,0.30,9,16,16,46,100.5696,0.0346,0.5039,0.0000,0.0000,103.5018,100.00,8.2850,223.6982,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0013,0.0006,0.000001,2450,8.6615,0.2982,0.1472,99,302,4199,0.0000,0.0000,0.0000,0.000,0.3232,1.6730,1.2789,0.0764,0.3097,0.0450,0.0000,0.00004,0.000,0.0000,1.000,0.996,0.00,0.000,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.8744,0.0000,1.0151,0.00000,0.03272,0.7437,0.7433,1.0000,1.097,0.000,1.0000,5.0285,0.0000
100000,4881,1.006,1.216,33.43,34835,33052,0,511,0,119176,758977.1,195245.4,0.026,0.792,0.041,0.141,100,30.21,7.86,0.01,0.34,5.53,2.42,0.00,0.00,9.54,3.11,0.00,0.03,0.182,0.068,1329,0.381,0.099,0.894,0.001,0.005,40197,23922,33,0.378,0.100,0.000,158,0.076,2.344,0.135,73.26,27006,445,1.638,0.151,0.033,11499167,1.01,0.44,0.646,0.354,0.000,22.0,32.0,32.0,84.0,73666,0.281,0.00,0.0016,0.088,1476,0.561,0.000,0.274,0.202,2.95,3.98,3.97,0.00,0.001,1.01,1.00,1.01,0.563,0.00103,35.21,24.6125,939.22,20813.5,140122.1,14.710,11.9345,152.056,0.000,1.000,0.000,97.9,66.325,88.368,3749,17484.5,32.26,58.778,4.04,4.196,247.6,2.224,0.135,1.99,18.7318,91430.0,1.4321,0.4045,15.09,2.000,0.000,0.4655,0.0000,0.968,0.048,0.999,0.0000,4.08,0.30,11,16,16,42,63.3799,0.0235,0.4749,0.0000,0.0000,25.1697,100.00,54.7909,302.3228,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0013,0.0006,0.000001,1602,5.2538,0.1938,0.1615,105,320,4257,0.0000,0.0000,0.0000,0.000,0.1882,1.0321,0.8009,0.0393,0.3647,0.0347,0.0000,-0.00000,0.001,0.0000,1.000,0.995,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8991,0.0000,1.0653,0.00000,0.03722,0.7474,0.7470,1.0000,1.143,0.000,1.0000,3.3052,0.0000
