step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1933,21.46,1.26,3.74,0.26,8.26,0.07,1.45,0.040,0.298,518123.3,562954.6,7,132,2.89,1.52,1.44,33.7225,928.78,17848.6,2.0344,39.9258,5462,33.8070,1909,23.3555,97981.0,166.47,3.8977,0.0,0.0000,1.000,0.7549,2.1623,5.3353
10000,1,1918,22.32,1.52,3.73,0.27,8.94,0.15,1.50,0.060,0.316,500958.3,513478.8,8,163,2.97,1.63,1.39,31.6759,970.04,20087.0,1.5506,38.6989,5461,33.8008,1937,21.4732,90749.8,81.57,22.2411,0.0,0.0000,1.000,0.1939,2.1810,4.9960
10000,2,1398,25.81,2.11,4.39,0.38,9.80,0.22,1.68,0.088,0.269,445277.8,462423.9,8,172,3.24,1.82,1.45,27.8420,576.87,24355.4,0.3575,36.1545,5461,33.8008,1957,14.5636,56818.9,51.95,52.5574,0.0,0.0000,1.000,0.0059,2.2257,4.7040
20000,0,1464,35.46,3.69,8.91,0.07,11.49,1.17,2.21,0.385,0.406,357334.2,281376.9,4,142,4.14,2.44,1.38,14.3540,796.74,13502.7,1.9441,32.9353,5462,20.2037,1940,8.1332,32777.5,166.47,2.0952,0.0,0.0000,1.000,0.7549,2.0865,3.5207
20000,1,1389,34.20,3.78,8.54,0.14,11.09,1.23,2.29,0.406,0.372,212546.3,151462.7,4,130,4.12,2.49,1.40,7.4023,670.68,22760.2,0.0002,19.9608,5461,20.2000,1889,4.0031,14317.2,81.57,7.6188,0.0,0.0000,1.000,0.1939,2.0911,2.1993
20000,2,1221,32.66,3.20,8.20,0.06,11.28,1.07,2.06,0.338,0.318,144428.3,101098.6,3,153,4.08,2.22,1.36,4.5307,608.74,29421.7,0.0000,13.5280,5461,20.2000,1690,2.5394,7913.4,51.95,15.3450,0.0,0.0000,1.000,0.0059,1.8516,1.5680
30000,0,1658,32.74,4.38,7.60,0.10,11.00,1.31,2.49,0.475,0.439,451789.0,366707.0,11,136,4.03,2.68,1.47,21.4304,802.33,19659.0,3.6413,38.6026,5462,35.1429,1885,16.3915,80504.9,166.47,3.4887,0.0,0.0000,1.000,0.7549,2.0040,3.3623
30000,1,1581,31.50,3.90,6.90,0.07,11.81,1.15,2.37,0.426,0.410,445765.1,354742.4,14,131,3.97,2.54,1.41,20.7411,684.28,21692.1,0.8352,37.6966,5461,35.1365,1479,15.6565,77737.8,81.57,20.2868,0.0,0.0000,1.000,0.1939,1.5340,3.3831
30000,2,1188,33.83,3.98,7.95,0.13,12.52,1.38,2.33,0.476,0.333,391288.9,317285.1,12,155,4.17,2.53,1.37,17.2112,415.61,24937.6,0.1291,35.1219,5461,35.1365,1594,10.0094,47813.3,51.95,48.4656,0.0,0.0000,1.000,0.0059,1.7618,3.1477
40000,0,1564,32.69,4.44,7.26,0.10,11.12,1.38,2.53,0.542,0.410,345253.8,240788.4,5,109,4.05,2.79,1.40,11.6076,809.41,12840.0,2.3240,32.0484,5462,20.4236,1923,7.1413,30319.0,166.47,2.0713,0.0,0.0000,1.000,0.7549,2.0675,2.9654
