step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,2375,22.45,0.32,5.81,0.00,4.94,0.00,1.16,0.002,0.302,491644.6,496257.8,2,233,2.23,1.16,1.16,29.1804,1675.06,13125.2,2.6048,36.3722,5462,34.5369,2731,23.1207,115578.8,165.42,2.8526,0.0,0.0000,1.000,0.7635,2.9910,3.9325
10000,1,2042,23.35,0.29,5.87,0.00,5.54,0.01,1.13,0.004,0.274,480198.9,470780.7,2,186,2.24,1.13,1.12,27.6263,1450.04,16190.2,2.4274,36.1873,5461,34.5306,2619,20.5189,101081.7,81.35,21.9904,0.0,0.0000,1.000,0.2025,2.9514,3.7990
10000,2,1684,24.37,0.29,6.40,0.00,5.35,0.01,1.13,0.005,0.232,435878.4,429532.0,3,228,2.25,1.15,1.14,24.0716,1040.18,18526.0,1.1837,35.2901,5461,34.5306,2473,13.7887,63097.2,53.21,50.1566,0.0,0.0000,1.000,0.0207,2.9083,3.8856
20000,0,2235,27.12,0.11,6.81,0.00,6.53,0.00,1.06,0.000,0.345,385252.5,366576.6,3,261,2.20,1.05,1.05,14.0768,812.82,4036.7,3.7624,34.8578,5462,21.1201,2219,10.7053,41382.9,165.42,1.7770,0.0,0.0000,1.000,0.7635,2.4455,4.3652
20000,1,1948,26.52,0.04,7.38,0.00,5.80,0.00,1.02,0.000,0.293,220458.5,202599.2,2,240,2.16,1.01,1.02,7.3172,631.22,12602.6,0.0409,20.4749,5461,21.1163,2475,5.3740,18344.0,81.35,8.3544,0.0,0.0000,1.000,0.2025,2.8714,2.6460
20000,2,1428,26.97,0.07,7.35,0.00,6.00,0.00,1.03,0.002,0.221,150440.6,133874.2,2,215,2.12,1.03,1.03,4.3824,340.55,25909.7,0.0004,14.1494,5461,21.1163,2491,3.4799,10362.0,53.21,16.0828,0.0,0.0000,1.000,0.0207,2.9197,1.8536
30000,0,2242,29.08,0.08,7.19,0.00,7.19,0.00,1.03,0.001,0.372,514663.4,274101.8,6,219,2.08,1.04,1.02,12.8110,402.24,2631.4,42.0204,41.6155,5462,46.9128,2017,24.7053,125867.6,165.42,4.6990,0.0,0.0000,1.000,0.7635,2.2320,4.0547
30000,1,2170,29.08,0.07,7.29,0.00,7.11,0.00,1.02,0.000,0.358,520594.8,277794.4,9,248,2.08,1.03,1.02,13.3967,424.33,6144.1,29.5524,42.0863,5461,46.9042,2060,23.2616,121303.6,81.35,30.6074,0.0,0.0000,1.000,0.2025,2.3135,4.0564
30000,2,1756,28.96,0.08,7.11,0.00,7.22,0.00,1.03,0.001,0.289,475069.1,238229.9,7,200,2.14,1.03,1.02,11.0798,319.49,10790.9,11.3350,40.9333,5461,46.9042,1971,16.2259,81241.3,53.21,63.7386,0.0,0.0000,1.000,0.0207,2.2039,3.8356
40000,0,1756,31.68,0.03,7.20,0.00,8.59,0.00,1.01,0.000,0.318,375114.4,132802.7,20,179,2.50,1.01,1.01,7.8501,324.64,1608.4,11.8120,34.1869,5462,24.0088,1699,8.2563,40504.6,165.42,1.8875,0.0,0.0000,1.000,0.7635,1.7379,2.6838
40000,1,2001,30.40,0.02,7.07,0.00,8.08,0.00,1.01,0.000,0.347,234297.2,80527.3,19,297,2.41,1.01,1.01,4.6360,321.21,6106.6,0.5684,21.6859,5461,24.0044,1729,4.2590,18671.4,81.35,8.5023,0.0,0.0000,1.000,0.2025,1.8167,1.7342
40000,2,1502,30.70,0.05,7.13,0.00,8.12,0.00,1.02,0.001,0.263,157998.3,55251.2,14,268,2.29,1.02,1.02,3.0077,229.07,18190.6,0.0344,14.8969,5461,24.0044,1926,3.0122,10720.2,53.21,16.4213,0.0,0.0000,1.000,0.0207,2.1354,1.2549
50000,0,1842,32.36,0.04,6.61,0.00,9.48,0.00,1.02,0.000,0.341,427039.3,133627.7,15,217,2.86,1.02,1.02,12.8145,621.23,2270.8,67.4222,38.3123,5462,37.8619,1504,9.0599,54540.6,165.42,4.9716,0.0,0.0000,1.000,0.7635,1.4794,2.1470
50000,1,1792,31.42,0.02,6.67,0.00,8.99,0.00,1.01,0.000,0.319,433057.5,136396.0,16,208,2.75,1.01,1.01,12.3328,454.26,3763.2,59.5857,39.0708,5461,37.8549,1513,8.4609,49904.0,81.35,33.1483,0.0,0.0000,1.000,0.2025,1.5294,2.2935
50000,2,1583,31.42,0.01,6.74,0.00,8.95,0.00,1.00,0.000,0.286,407369.0,127891.3,14,211,2.70,1.00,1.01,10.7370,404.14,6623.7,30.2048,37.2474,5461,37.8549,1513,7.2696,41070.7,53.21,66.1182,0.0,0.0000,1.000,0.0207,1.6168,2.2548
60000,0,1656,32.26,0.02,6.22,0.00,9.87,0.00,1.01,0.000,0.306,363893.7,101380.3,24,161,2.92,1.01,1.01,10.4633,376.56,1744.2,12.1858,34.6698,5462,22.6811,1409,3.9011,21662.0,165.42,1.7812,0.0,0.0000,1.000,0.7635,1.3568,1.8499
60000,1,1791,33.53,0.02,6.79,0.00,9.93,0.00,1.01,0.001,0.341,224461.4,62968.4,25,320,3.02,1.00,1.01,6.0860,305.41,6339.2,1.4310,21.5852,5461,22.6769,1542,2.3538,11109.0,81.35,8.1554,0.0,0.0000,1.000,0.2025,1.5303,1.2487
60000,2,1499,33.91,0.01,7.06,0.00,9.87,0.00,1.00,0.001,0.291,156293.2,45582.0,20,266,2.88,1.01,1.00,3.9939,166.54,17056.3,0.2478,15.0899,5461,22.6769,1570,1.6851,6653.5,53.21,15.7387,0.0,0.0000,1.000,0.0207,1.6018,0.9370
70000,0,1878,30.75,0.00,5.60,0.00,9.77,0.00,1.00,0.000,0.331,411436.1,118520.7,27,214,2.94,1.00,1.00,13.6236,550.58,2498.2,72.1637,38.6174,5462,35.8577,1332,4.9389,31237.4,165.42,4.8245,0.0,0.0000,1.000,0.7635,1.2433,1.8641
70000,1,1801,30.88,0.00,5.66,0.00,9.77,0.00,1.00,0.000,0.318,416648.7,120584.5,33,224,2.91,1.00,1.00,13.7125,530.42,4285.8,58.8979,38.9339,5461,35.8511,1376,4.9648,32105.4,81.35,31.9055,0.0,0.0000,1.000,0.2025,1.2955,1.8533
70000,2,1561,33.08,0.01,6.20,0.00,10.33,0.00,1.00,0.000,0.296,390579.1,111983.5,32,219,3.05,1.00,1.00,11.9465,391.95,7007.6,30.1766,36.8028,5461,35.8511,1307,4.5291,27539.1,53.21,63.8667,0.0,0.0000,1.000,0.0207,1.3002,1.8306
