step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,2350,22.12,0.11,5.96,0.01,4.92,0.00,1.04,0.002,0.296,497090.4,574079.4,0,200,2.36,1.04,1.04,31.0643,1055.59,16364.8,1.7098,37.8938,5462,33.4181,2376,20.9068,98223.0,160.59,4.8903,0.0,0.0000,1.000,0.7105,2.6802,4.3755
10000,1,2379,22.57,0.06,5.85,0.01,5.33,0.00,1.02,0.000,0.307,480652.2,545009.9,1,259,2.38,1.02,1.02,29.3161,849.67,17277.4,1.8517,36.1298,5461,33.4120,2103,19.7283,93607.2,80.07,21.6440,0.0,0.0000,1.000,0.1979,2.3417,4.1365
10000,2,2052,23.73,0.06,5.92,0.04,5.84,0.00,1.03,0.000,0.278,452288.3,501504.4,0,190,2.41,1.02,1.03,26.4861,718.91,20440.7,0.7905,35.7713,5461,33.4120,2020,15.5444,69173.6,59.33,41.3827,0.0,0.0000,1.000,0.0179,2.2857,3.9712
20000,0,1692,28.56,0.15,7.74,0.22,6.23,0.01,1.05,0.004,0.278,350955.0,324696.5,6,211,2.68,1.03,1.05,12.1035,537.88,4311.1,5.5961,31.6607,5462,20.6929,2745,13.8964,41156.7,160.59,3.1437,0.0,0.0000,1.000,0.7105,3.1635,3.9149
20000,1,1526,29.50,0.12,8.61,0.22,5.80,0.01,1.03,0.004,0.257,213353.8,194002.9,5,183,2.67,1.02,1.03,6.8521,441.13,12104.5,0.0190,20.3883,5461,20.6891,2885,6.9931,18515.5,80.07,9.1809,0.0,0.0000,1.000,0.1979,3.3818,2.5816
20000,2,1338,29.16,0.06,7.62,0.09,6.81,0.00,1.03,0.000,0.223,149397.7,129873.9,4,185,2.77,1.02,1.03,4.2529,460.05,27065.1,0.0000,14.3963,5461,20.6891,2592,4.5350,11127.6,59.33,13.6098,0.0,0.0000,1.000,0.0179,3.1121,1.8385
30000,0,2051,30.18,0.02,7.06,0.19,7.90,0.00,1.01,0.000,0.355,448255.2,300264.2,13,237,2.85,1.00,1.01,14.7109,447.87,8793.6,16.2528,34.3405,5462,39.4379,2115,29.6295,121589.7,160.59,5.9349,0.0,0.0000,1.000,0.7105,2.3739,3.7705
30000,1,1977,30.50,0.03,6.79,0.24,8.28,0.00,1.01,0.000,0.348,446093.7,300238.6,11,200,2.98,1.00,1.01,14.6009,417.43,11226.0,9.6666,33.5106,5461,39.4307,1986,29.6416,120855.5,80.07,26.4472,0.0,0.0000,1.000,0.1979,2.2406,3.7200
30000,2,1765,30.61,0.06,6.72,0.41,8.27,0.00,1.02,0.001,0.312,421897.9,294516.8,8,154,2.94,1.01,1.02,14.2311,338.80,17574.3,2.5177,33.6770,5461,39.4307,2077,24.5171,94775.7,59.33,47.7787,0.0,0.0000,1.000,0.0179,2.3244,3.6782
40000,0,1813,31.88,0.02,6.78,0.33,8.96,0.00,1.01,0.000,0.333,341194.7,173344.4,13,194,3.15,1.00,1.01,8.0178,270.31,4706.2,7.0098,30.3557,5462,22.8546,1979,11.6663,45221.0,160.59,3.0649,0.0,0.0000,1.000,0.7105,2.2236,2.9511
40000,1,1875,30.66,0.02,6.35,0.35,8.76,0.00,1.01,0.000,0.333,223054.3,104187.3,10,206,2.96,1.00,1.01,4.6489,284.64,12040.1,0.0794,20.4998,5461,22.8504,1844,5.8630,20561.8,80.07,8.9845,0.0,0.0000,1.000,0.1979,2.0881,2.0264
40000,2,1707,31.26,0.01,6.50,0.36,8.93,0.00,1.00,0.000,0.308,158451.3,68550.3,12,200,3.03,1.00,1.01,2.9860,191.04,27555.8,0.0005,14.6627,5461,22.8504,1820,3.8427,12347.0,59.33,13.4020,0.0,0.0000,1.000,0.0179,2.1032,1.4108
50000,0,1925,33.35,0.00,6.92,0.28,9.61,0.00,1.00,0.000,0.369,432772.8,214516.7,21,189,3.23,1.00,1.00,11.5582,359.99,8829.2,20.8021,34.8250,5462,40.5096,1875,20.6689,105515.8,160.59,5.5111,0.0,0.0000,1.000,0.7105,2.1054,3.2653
50000,1,1801,35.20,0.01,7.41,0.28,10.04,0.00,1.00,0.000,0.367,435359.0,215552.2,22,161,3.30,1.00,1.00,11.2043,328.69,9663.7,16.5086,34.8108,5461,40.5022,1858,20.2323,103221.8,80.07,26.0095,0.0,0.0000,1.000,0.1979,2.0805,3.3544
50000,2,1689,34.65,0.00,7.22,0.19,10.01,0.00,1.00,0.000,0.336,410843.6,203563.8,20,173,3.34,1.00,1.00,10.5936,420.29,16766.9,4.2523,34.2530,5461,40.5022,1847,16.8659,83670.8,59.33,44.8303,0.0,0.0000,1.000,0.0179,2.0693,3.2301
60000,0,1578,38.83,0.01,8.40,0.36,10.82,0.00,1.00,0.000,0.355,325231.9,147895.4,15,161,3.56,1.00,1.00,8.1718,424.51,4266.6,7.6893,29.2286,5462,21.6955,1867,10.0288,42136.7,160.59,2.9636,0.0,0.0000,1.000,0.7105,2.0706,2.3067
60000,1,1535,40.86,0.01,8.65,0.39,11.57,0.00,1.00,0.000,0.362,215058.7,91516.2,17,174,3.64,1.00,1.00,4.6806,260.30,10347.2,0.2606,19.9780,5461,21.6915,1854,5.0309,18777.9,80.07,8.7192,0.0,0.0000,1.000,0.1979,2.0669,1.5881
60000,2,1435,39.78,0.00,8.17,0.33,11.55,0.00,1.00,0.000,0.328,153734.0,65891.1,14,154,3.54,1.00,1.00,3.3130,298.79,24686.5,0.0024,14.3461,5461,21.6915,1718,3.3025,11110.6,59.33,12.9769,0.0,0.0000,1.000,0.0179,1.9018,1.1570
70000,0,1686,40.19,0.04,8.26,0.28,11.62,0.00,1.01,0.000,0.390,386222.7,173370.1,13,172,3.63,1.00,1.01,11.5151,382.82,7278.1,29.2012,30.9127,5462,35.1266,1697,17.3998,95083.8,160.59,5.5026,0.0,0.0000,1.000,0.7105,1.8761,2.2520
70000,1,1606,40.44,0.00,7.80,0.31,12.27,0.00,1.00,0.000,0.374,386011.0,176374.0,16,159,3.60,1.00,1.00,11.5145,292.48,9343.4,22.5166,30.4035,5461,35.1201,1631,17.0943,94838.1,80.07,25.8109,0.0,0.0000,1.000,0.1979,1.8177,2.2422
70000,2,1439,42.95,0.00,8.48,0.19,12.90,0.00,1.00,0.000,0.355,367688.2,171237.4,12,119,3.77,1.00,1.00,11.1428,392.31,14621.5,9.8462,30.4945,5461,35.1201,1634,13.8900,76790.9,59.33,42.7349,0.0,0.0000,1.000,0.0179,1.7978,2.1864
80000,0,1527,43.40,0.00,8.60,0.21,12.99,0.00,1.00,0.000,0.380,315219.0,135731.1,19,158,3.79,1.00,1.00,8.6958,444.25,3914.0,8.9045,28.4464,5462,20.9445,1655,8.3370,39628.2,160.59,2.8938,0.0,0.0000,1.000,0.7105,1.7751,1.9566
80000,1,1564,40.38,0.00,8.51,0.22,11.57,0.00,1.00,0.000,0.365,212746.9,87828.7,17,158,3.59,1.00,1.00,5.2452,242.96,8358.6,0.6290,19.7875,5461,20.9406,1713,4.5398,18453.8,80.07,8.6679,0.0,0.0000,1.000,0.1979,1.8574,1.3905
80000,2,1443,41.42,0.00,8.52,0.32,12.03,0.00,1.00,0.000,0.344,151573.7,64173.4,13,156,3.66,1.00,1.00,3.9509,371.12,21558.3,0.0348,14.3381,5461,20.9406,1721,2.7788,10528.3,59.33,12.6837,0.0,0.0000,1.000,0.0179,1.9133,0.9610
90000,0,1586,43.26,0.00,9.00,0.05,12.60,0.00,1.00,0.000,0.392,371638.2,166175.4,13,155,3.79,1.00,1.00,12.6370,465.17,4603.0,34.9612,30.1820,5462,33.1311,1631,15.0141,87148.7,160.59,5.9861,0.0,0.0000,1.000,0.7105,1.7706,1.9053
90000,1,1503,44.68,0.01,8.99,0.11,13.28,0.00,1.00,0.000,0.387,367319.3,160362.6,15,129,3.89,1.00,1.00,11.8380,517.99,6087.8,32.5031,29.3104,5461,33.1250,1686,15.4115,86409.3,80.07,26.9422,0.0,0.0000,1.000,0.1979,1.8341,1.8837
90000,2,1410,44.52,0.01,9.02,0.19,13.12,0.00,1.00,0.000,0.360,358498.8,160652.1,8,118,3.88,1.00,1.00,10.9738,423.31,8503.5,18.0319,29.9375,5461,33.1250,1602,12.9223,71833.3,59.33,46.6856,0.0,0.0000,1.000,0.0179,1.7773,1.9728
