year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,11,39620.4,93635.1,48905.0,145128.6,793634.1,1500516.8,0.000,0.2357,0.5321,0.2323,7.634e-5,1.111e-5,3.533e-4,0.0039,16,76,10.000,10.000,13.40,771.0,1.07e-14,5.18e-16
2,11,38124.1,83369.3,48141.0,225875.2,724532.4,1501398.0,-0.000,0.2222,0.5069,0.2709,7.302e-5,1.085e-5,3.594e-4,0.0056,13,153,9.999,10.001,13.39,770.2,3.00e-14,6.85e-16
3,11,37822.6,75372.7,46919.1,274435.4,684008.7,1502881.6,-0.000,0.2297,0.4829,0.2874,7.187e-5,1.062e-5,3.591e-4,0.0102,19,247,9.996,10.003,13.35,770.2,4.97e-15,1.65e-16
4,11,37249.7,68740.1,46532.0,303174.1,661965.1,1503778.9,-0.000,0.2381,0.4602,0.3017,7.102e-5,1.033e-5,3.597e-4,0.0152,20,390,9.992,10.006,13.31,770.5,2.26e-14,1.38e-16
5,11,37232.2,63754.1,47064.0,322085.1,647601.9,1503702.7,-0.000,0.2469,0.4395,0.3137,7.113e-5,1.007e-5,3.602e-4,0.0134,15,333,9.987,10.009,13.31,771.5,1.37e-14,6.82e-17
6,11,37377.6,60214.6,47984.3,336549.2,636245.7,1503068.7,-0.000,0.2550,0.4228,0.3223,7.150e-5,9.899e-6,3.604e-4,0.0085,17,315,9.984,10.011,13.34,773.2,1.46e-14,3.96e-17
7,11,37262.8,57258.1,48762.3,343823.1,631507.3,1502826.4,-0.000,0.2608,0.4097,0.3295,7.154e-5,9.771e-6,3.603e-4,0.0143,19,463,9.979,10.014,13.38,772.0,9.59e-15,4.98e-17
8,11,37284.5,54869.2,48731.5,347533.1,629619.7,1503401.9,-0.000,0.2656,0.3986,0.3358,7.165e-5,9.675e-6,3.598e-4,0.0174,21,343,9.974,10.018,13.40,770.7,2.31e-15,6.93e-17
9,11,37680.9,53122.4,47670.1,348029.5,629611.5,1505325.5,-0.000,0.2694,0.3897,0.3409,7.174e-5,9.582e-6,3.592e-4,0.0204,21,361,9.966,10.023,13.38,770.2,2.36e-14,1.43e-16
10,11,37378.3,51311.6,46622.3,346485.3,632372.1,1507270.5,0.000,0.2730,0.3822,0.3447,7.175e-5,9.465e-6,3.592e-4,0.0202,26,458,9.958,10.029,13.33,770.2,2.13e-15,4.09e-17
11,11,37659.8,50350.8,46657.7,349892.2,629266.6,1507612.9,-0.000,0.2757,0.3754,0.3489,7.163e-5,9.296e-6,3.599e-4,0.0126,20,272,9.955,10.031,13.30,770.7,4.62e-15,1.66e-17
12,11,37693.1,49208.8,47406.4,350631.7,629085.7,1507414.3,-0.000,0.2795,0.3698,0.3507,7.225e-5,9.197e-6,3.603e-4,0.0144,22,389,9.949,10.035,13.32,772.4,4.80e-15,9.55e-17
13,11,37279.1,47939.5,48305.7,347615.6,632848.5,1507451.7,0.000,0.2816,0.3647,0.3537,7.208e-5,9.064e-6,3.604e-4,0.0212,18,310,9.941,10.041,13.36,773.0,9.59e-15,1.30e-17
14,11,37885.4,47504.8,48902.1,350812.5,629069.5,1507265.7,-0.000,0.2841,0.3602,0.3556,7.247e-5,8.984e-6,3.601e-4,0.0111,17,383,9.937,10.044,13.39,771.3,1.24e-15,2.07e-18
15,11,38164.5,47154.5,48399.8,352400.4,627063.3,1508257.6,-0.000,0.2872,0.3573,0.3555,7.319e-5,9.005e-6,3.595e-4,0.0135,18,359,9.932,10.047,13.40,770.4,8.17e-15,7.06e-17
16,11,38252.0,46454.3,47183.7,350222.8,629014.7,1510312.5,-0.000,0.2870,0.3545,0.3585,7.259e-5,8.906e-6,3.591e-4,0.0194,19,314,9.924,10.052,13.36,770.2,9.06e-15,3.02e-19
17,11,38502.6,46229.1,46517.6,354130.8,624790.3,1511269.5,-0.000,0.2903,0.3515,0.3582,7.326e-5,8.826e-6,3.595e-4,0.0084,10,249,9.922,10.054,13.31,770.4,1.12e-14,1.65e-17
18,11,38245.9,45408.3,46886.3,353906.6,625412.7,1511580.2,0.000,0.2910,0.3486,0.3603,7.308e-5,8.705e-6,3.601e-4,0.0153,30,244,9.916,10.058,13.31,771.1,5.33e-16,7.32e-17
19,11,38370.6,45179.0,47774.4,354945.4,624030.6,1511140.0,-0.000,0.2933,0.3459,0.3607,7.358e-5,8.625e-6,3.604e-4,0.0130,17,249,9.911,10.061,13.33,773.0,1.35e-14,5.21e-17
20,11,38413.1,45119.7,48607.4,357470.8,621221.0,1510608.0,-0.000,0.2940,0.3454,0.3607,7.353e-5,8.615e-6,3.603e-4,0.0084,14,376,9.908,10.064,13.37,772.5,2.54e-14,5.48e-17
21,11,38185.7,44847.8,48854.0,355924.4,622724.3,1510903.8,-0.000,0.2941,0.3450,0.3609,7.357e-5,8.647e-6,3.599e-4,0.0146,27,281,9.903,10.067,13.40,770.9,1.03e-14,6.90e-19
22,11,38550.9,44729.7,47963.5,355760.5,622178.4,1512257.0,-0.000,0.2936,0.3437,0.3626,7.339e-5,8.624e-6,3.593e-4,0.0111,14,431,9.899,10.070,13.39,770.2,1.33e-14,1.01e-17
23,11,38666.9,44576.9,46782.3,356211.8,621333.8,1513868.3,-0.000,0.2945,0.3431,0.3624,7.348e-5,8.606e-6,3.591e-4,0.0114,14,280,9.895,10.073,13.34,770.2,3.18e-14,5.17e-17
24,11,38506.7,44502.2,46567.8,356958.5,620426.8,1514478.0,-0.000,0.2950,0.3422,0.3629,7.335e-5,8.554e-6,3.598e-4,0.0109,23,174,9.891,10.075,13.30,770.6,1.92e-14,2.70e-17
25,11,37889.2,44078.1,47191.0,351400.0,626095.1,1514786.6,-0.000,0.2947,0.3410,0.3644,7.306e-5,8.484e-6,3.602e-4,0.0223,19,344,9.883,10.081,13.31,771.8,2.10e-14,6.32e-17
26,11,38278.4,44100.6,48111.5,351901.0,624766.8,1514281.6,-0.000,0.2947,0.3407,0.3646,7.319e-5,8.449e-6,3.604e-4,0.0101,18,210,9.879,10.084,13.35,773.2,2.13e-15,1.71e-17
27,11,38195.7,43913.0,48836.7,351754.5,624701.9,1514038.2,-0.000,0.2959,0.3398,0.3642,7.339e-5,8.452e-6,3.602e-4,0.0131,14,405,9.874,10.087,13.39,771.7,9.06e-15,6.55e-17
28,11,38113.6,43496.7,48620.1,348042.8,628097.3,1515069.5,-0.000,0.2957,0.3388,0.3655,7.326e-5,8.459e-6,3.596e-4,0.0184,26,332,9.866,10.092,13.40,770.6,1.78e-14,3.61e-17
29,11,38515.0,43378.0,47479.9,348901.9,626470.7,1516694.5,-0.000,0.2965,0.3373,0.3663,7.335e-5,8.416e-6,3.591e-4,0.0104,19,358,9.862,10.095,13.37,770.2,1.95e-15,2.33e-18
30,11,38507.9,43052.6,46560.3,349271.9,625896.3,1518151.1,-0.000,0.2976,0.3362,0.3662,7.354e-5,8.379e-6,3.593e-4,0.0105,11,400,9.857,10.099,13.32,770.3,1.07e-15,8.06e-17
31,11,38676.7,43046.5,46736.0,351903.7,622771.8,1518305.2,-0.000,0.2988,0.3341,0.3671,7.355e-5,8.290e-6,3.600e-4,0.0075,16,279,9.854,10.101,13.30,770.9,6.57e-15,7.96e-18
32,11,38499.4,42819.1,47549.7,352402.2,622199.2,1517970.3,-0.000,0.2993,0.3335,0.3672,7.355e-5,8.261e-6,3.603e-4,0.0115,13,321,9.850,10.104,13.33,772.7,4.44e-15,1.33e-17
