step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,7807,6276,121451,615220,592148,487393,6376,36355,996,0,165948,3313994,180252.236,57203.600,0.1868,55265.739,0.245,0.272,0.255,0.227,0.623,0.351,331,0.0210,0.6515,0.154,20.2,54.3,97.5,51.06,5.42,4.98,3.28,37.39,7.91,1.043,0.086,0.079,0.080,25.625,0.682,0.0021,90,379,1463,5910,77,0,0.000,4004,2123,1935,3749,427,2601,4779,0.00,0.67,14128,35.0742,65493,13260,543160,1599.5,-0.0,471444,69.251,2631002.543,2.30e-15,0.00093,30.00,184002,96.260,2.065,93.643,0.552,96.261,6135,508,1164,0.4031,0.842,1.038,1.257,1.037,0.892,1.142,36056.957,11293.671,166103.612,36569.792,32844.571,1078.600,613.187,246.073,0.671,0.560,0.537,0.866,0.695,0.570,10580,75098,0.8322,0.6393,0.6777,0.9999,0.0591,0.0616,0.5004,0.6622,0.7277,0.1217,0.0493,0.0292,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,7984,0.9999,0.5937,0.7378,0.9996,0.0591,0.0616,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0577,5.2401,5.0228,0.1162,0.2300,0.2008,0.442,0.454,0.455,0.473,17187,0.5753,0.0192,0.0246,0.00835,0.00362,0.00319,23.95,27.69,27.65,1238.0823,0.0039,68.8016,54.4598,14.7909,1084982,1532306,1.6258,0.0154
2000,10525,3660,39834,104986,101258,64433,719,9464,250,0,58244,1118129,37680.690,12152.139,0.2949,11078.779,0.214,0.348,0.244,0.194,0.591,0.348,212,0.0134,0.6076,0.127,16.9,45.8,87.1,44.55,4.13,6.08,1.69,32.65,7.83,1.041,0.120,0.197,0.202,15.229,0.343,0.0019,88,992,771,1958,37,0,0.000,4339,1181,2901,6443,481,1151,8893,0.00,1.89,17145,17.0371,57928,16133,510026,3485.3,-0.0,526667,16.988,2631002.543,1.33e-14,0.00068,25.34,31681,24.792,1.998,22.363,0.430,24.792,3999,2525,4001,0.3955,0.864,1.028,1.251,1.030,0.920,1.128,12034.471,11587.770,17155.250,12000.341,19603.878,739.743,171.071,162.547,0.613,0.521,0.618,0.758,0.548,0.574,22786,19179,0.7570,0.6402,0.5864,0.9998,0.0555,0.0724,0.4730,0.7963,0.7941,0.1660,0.0324,0.0270,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,5888,0.9992,0.7507,0.7027,0.9996,0.0555,0.0724,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9105,5.0564,4.9899,0.0712,0.1375,0.1146,0.237,0.232,0.249,0.214,2335,0.2591,0.0033,0.0035,0.00938,0.00172,0.00152,27.85,27.43,26.77,7698.3635,0.0050,32.0029,12.1974,4.7901,1090385,1528135,3.3474,0.1214
3000,11619,4525,53707,149347,144288,94741,899,13052,666,2,124492,2232904,53308.168,17908.692,0.2575,15905.130,0.213,0.474,0.154,0.159,0.666,0.270,354,0.0223,0.6156,0.135,9.5,44.5,89.9,41.41,4.55,7.69,1.11,28.06,8.07,1.070,0.195,0.277,0.283,20.440,0.351,0.0020,74,368,1246,6245,90,0,0.000,5102,14,2427,9178,381,1565,9673,0.00,2.58,18018,19.4886,41659,17781,481362,3207.5,-0.0,572235,18.708,2631002.543,1.77e-15,0.00102,14.43,44082,31.278,2.097,28.744,0.436,31.278,4848,1810,4961,0.3242,0.874,1.061,1.268,1.024,0.927,1.167,12046.176,14964.644,32136.799,11988.667,25087.832,1113.782,296.296,593.484,0.764,0.553,0.628,0.799,0.507,0.553,28047,30173,0.8684,0.4405,0.5816,0.9997,0.0479,0.0673,0.4561,0.8995,0.8895,0.1753,0.0385,0.0245,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5838,0.9992,0.6891,0.7995,0.9987,0.0479,0.0673,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8842,5.1130,4.7895,0.0916,0.0993,0.0825,0.171,0.155,0.178,0.171,2882,0.3061,0.0053,0.0036,0.00840,0.00168,0.00160,20.38,26.18,26.42,16325.5665,0.0083,37.8103,11.2841,7.4237,1086533,1527054,4.8197,0.2397
4000,9223,4499,48333,121862,116758,72470,1059,13278,861,1,100140,2365422,44623.481,15580.373,0.3056,13667.469,0.202,0.509,0.139,0.150,0.654,0.274,867,0.0359,0.6295,0.120,18.6,46.7,90.1,44.39,5.45,8.40,0.99,29.55,7.84,1.045,0.165,0.308,0.318,28.170,0.395,0.0021,72,382,2136,7232,273,0,0.000,4462,47,1833,7343,163,1489,7571,0.00,3.39,23193,23.2470,31597,18337,458661,2185.9,-0.0,605409,18.713,2631002.543,1.42e-15,0.00039,37.93,35358,28.492,2.074,26.139,0.278,28.492,4261,1862,3100,0.3861,0.870,1.028,1.250,1.025,0.937,1.138,11866.844,14654.557,23015.043,11789.296,23486.611,927.646,429.197,556.061,0.810,0.535,0.577,0.725,0.556,0.543,32991,30966,0.8570,0.4925,0.5583,0.9989,0.0350,0.0650,0.4725,0.8348,0.8383,0.1917,0.0496,0.0339,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3199,0.9993,0.7364,0.7788,0.9983,0.0350,0.0650,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8374,5.0370,4.9448,0.1152,0.1071,0.0884,0.144,0.168,0.168,0.153,2424,0.2630,0.0050,0.0053,0.00831,0.00135,0.00162,27.52,26.57,26.40,10191.5001,0.0066,36.0629,10.8527,7.8607,1086843,1525951,5.3352,0.2808
5000,10026,4540,49005,120092,115079,70436,651,11091,493,7,95538,2210651,47303.497,14811.805,0.2880,13092.214,0.188,0.520,0.149,0.143,0.655,0.271,277,0.0307,0.6052,0.108,21.7,49.4,96.9,47.41,5.19,9.26,0.89,32.07,7.79,1.046,0.174,0.320,0.331,29.945,0.415,0.0019,67,365,3385,6043,396,26,0.508,5213,35,1668,8323,426,2095,7505,0.00,3.64,21206,26.4923,25532,18749,439304,3122.2,-0.0,638174,18.301,2631002.543,3.36e-15,0.00101,12.68,37739,29.406,2.104,26.892,0.410,29.407,5014,1901,3111,0.3730,0.874,1.036,1.227,1.039,0.950,1.117,12092.160,11899.642,29363.814,12039.083,18992.813,971.085,377.519,370.987,0.794,0.524,0.573,0.725,0.475,0.505,39917,30633,0.7609,0.3314,0.4510,0.9996,0.0423,0.0913,0.4894,0.8461,0.7665,0.1725,0.0344,0.0270,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3233,0.9992,0.7142,0.7374,0.9992,0.0423,0.0914,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8993,5.0348,4.8768,0.1156,0.0964,0.0775,0.123,0.134,0.138,0.127,2745,0.2476,0.0067,0.0059,0.00891,0.00157,0.00178,25.70,27.15,27.05,6141.4283,0.0083,31.7663,11.7864,6.5141,1085887,1524099,3.7971,0.2042
6000,9592,4523,47552,112069,106232,63928,589,11423,502,11,105131,2359011,44619.884,14234.301,0.2938,12303.627,0.194,0.570,0.112,0.125,0.643,0.275,612,0.0389,0.6005,0.121,22.0,51.1,94.3,46.41,5.85,9.65,0.92,29.99,7.71,1.052,0.180,0.335,0.351,32.653,0.405,0.0019,71,385,6140,7631,1141,34,0.649,5377,408,1597,7587,575,1581,7436,0.00,4.65,21458,26.9367,21321,19368,413257,2023.7,-0.0,672732,20.076,2631002.543,6.02e-15,0.00002,23.20,35838,28.849,2.080,26.435,0.335,28.850,5073,1818,2701,0.3647,0.883,1.044,1.224,1.054,0.944,1.119,11047.698,12872.179,26525.111,10981.098,19417.303,881.395,389.068,660.211,0.763,0.514,0.561,0.665,0.509,0.529,43165,29997,0.8614,0.3593,0.4412,0.9991,0.0471,0.1012,0.4894,0.8538,0.7785,0.1867,0.0459,0.0293,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,2209,0.9997,0.7427,0.7639,0.9990,0.0474,0.1012,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9561,5.1671,4.9509,0.1223,0.1077,0.0953,0.149,0.175,0.161,0.142,3844,0.2985,0.0079,0.0071,0.00839,0.00157,0.00196,23.36,26.64,26.72,4313.4903,0.0092,31.1436,13.8169,6.2587,1086501,1522903,1.9991,0.0661
7000,10324,4394,54495,121853,114794,66587,771,11600,685,31,135550,2538584,47425.381,16053.959,0.2814,13669.817,0.146,0.602,0.135,0.118,0.630,0.282,613,0.0418,0.5983,0.116,19.0,49.2,95.7,45.03,5.25,9.63,0.68,29.47,7.72,1.074,0.191,0.270,0.290,30.243,0.357,0.0019,65,372,8534,8253,1822,37,0.612,6033,596,1428,8300,817,1193,8314,0.00,4.92,21497,28.9485,18581,17352,384618,3186.4,-0.0,704777,19.599,2631002.543,1.42e-14,0.00036,24.47,38625,30.307,2.009,27.808,0.490,30.307,4927,1988,3409,0.3131,0.911,1.067,1.255,1.085,0.955,1.127,11658.430,14859.485,26413.733,11510.505,23170.960,1353.969,437.515,592.658,0.723,0.517,0.574,0.654,0.472,0.520,42889,35339,0.7211,0.2870,0.4038,0.9997,0.0506,0.1040,0.5132,0.9009,0.8024,0.1854,0.0350,0.0262,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2383,0.9996,0.7867,0.7914,0.9992,0.0506,0.1040,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0015,4.9503,4.9702,0.1150,0.0830,0.0739,0.105,0.127,0.127,0.114,3725,0.2765,0.0078,0.0076,0.00876,0.00175,0.00208,27.72,26.95,27.38,2837.0428,0.0126,35.5326,13.4688,6.1303,1087900,1521267,1.6200,0.0326
8000,8579,4071,54755,130254,123851,75018,481,10323,534,56,128402,2380963,50002.889,18527.765,0.2884,16213.139,0.128,0.611,0.119,0.143,0.627,0.288,890,0.0466,0.5825,0.120,20.3,53.7,97.3,47.48,5.63,9.20,0.71,31.94,7.81,1.078,0.171,0.287,0.315,32.044,0.363,0.0018,60,360,10792,6226,3001,34,0.311,5020,612,691,7276,706,965,6908,0.00,4.78,19621,26.6029,16285,16898,356427,3279.9,-0.0,735776,17.105,2631002.543,1.22e-14,0.00044,7.77,42392,30.992,2.054,28.580,0.358,30.993,4292,1244,3043,0.2732,0.930,1.067,1.260,1.083,0.959,1.121,10878.337,18415.988,27499.466,10785.278,27931.284,1293.127,480.395,541.103,0.733,0.504,0.549,0.671,0.483,0.557,38234,40223,0.8207,0.3874,0.4225,0.9996,0.0516,0.1163,0.5071,0.7834,0.7592,0.1883,0.0340,0.0265,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2435,0.9994,0.6546,0.7689,0.9993,0.0516,0.1163,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0306,5.0284,4.9996,0.1231,0.0900,0.0829,0.114,0.132,0.168,0.119,2929,0.2254,0.0084,0.0092,0.00890,0.00198,0.00253,22.97,27.61,27.74,2371.7538,0.0113,39.6287,11.5142,5.5911,1091281,1520477,2.9409,0.2265
9000,8922,3770,53736,114499,107216,60177,586,9782,850,117,128982,2438340,43558.178,15669.645,0.3079,13187.695,0.120,0.667,0.104,0.110,0.620,0.294,611,0.0469,0.6065,0.135,19.5,51.3,94.9,45.79,5.24,9.51,0.45,30.59,7.76,1.079,0.192,0.292,0.313,27.473,0.327,0.0018,55,314,10047,7965,3448,32,0.458,5062,7,1054,7861,432,1536,6954,0.50,5.42,23753,28.7342,14046,17393,336613,3315.3,-0.0,754511,15.128,2631002.543,9.91e-15,0.00059,30.68,37291,27.080,2.103,24.577,0.400,27.080,4166,1599,3157,0.3020,0.935,1.054,1.273,1.094,0.960,1.121,9588.193,17996.579,20905.558,9513.206,26327.109,1190.801,510.738,780.412,0.731,0.507,0.562,0.665,0.430,0.506,36164,37797,0.7984,0.2549,0.3321,0.9998,0.0393,0.0916,0.4957,0.8719,0.8052,0.1894,0.0308,0.0245,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2483,0.9993,0.8289,0.8228,0.9994,0.0393,0.0916,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9871,4.7611,4.9840,0.1075,0.0596,0.0511,0.066,0.084,0.089,0.073,2364,0.2552,0.0057,0.0080,0.00859,0.00151,0.00255,26.45,27.39,27.66,2338.4538,0.0090,36.7107,9.5783,5.5496,1094372,1519120,5.3217,0.4166
10000,8801,3736,49526,105844,99546,55853,465,8870,526,68,107783,2261520,43145.753,13896.656,0.2924,11927.208,0.129,0.668,0.095,0.108,0.629,0.288,598,0.0421,0.5890,0.127,19.8,52.8,93.4,45.55,5.92,8.66,0.52,30.44,7.76,1.080,0.166,0.291,0.315,27.674,0.327,0.0018,52,311,8235,5823,3340,30,0.451,4959,28,1288,7485,284,2169,6348,0.50,5.57,27747,32.2465,12131,16514,323691,3237.2,-0.0,767510,14.245,2631002.543,1.91e-14,0.00221,11.37,34524,25.531,2.042,23.114,0.375,25.568,4875,1417,2509,0.3068,0.901,1.058,1.293,1.098,0.942,1.122,11260.180,14693.407,21768.918,11175.476,22128.568,1010.391,511.262,447.794,0.740,0.491,0.568,0.649,0.472,0.493,37381,36619,0.7932,0.2859,0.4339,0.9995,0.0478,0.1109,0.5040,0.8257,0.8543,0.1871,0.0325,0.0276,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,1206,0.9999,0.7785,0.8361,0.9991,0.0478,0.1109,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1057,4.7439,4.9243,0.1074,0.0691,0.0624,0.091,0.101,0.098,0.119,2358,0.2494,0.0051,0.0091,0.00845,0.00194,0.00265,25.40,27.39,26.73,2003.5964,0.0088,34.1108,9.1562,5.0884,1095267,1518361,6.5114,0.4262
11000,10097,4400,46180,106925,101112,60168,577,9233,467,67,115848,2514249,44742.789,13615.402,0.2992,11449.031,0.120,0.668,0.106,0.106,0.653,0.279,460,0.0319,0.5784,0.116,25.2,56.1,100.8,48.57,5.89,9.80,0.54,32.34,7.88,1.102,0.172,0.295,0.313,27.388,0.364,0.0017,60,354,6697,6011,2455,33,0.391,5883,81,1520,8496,427,2241,7429,0.50,4.99,27861,34.3836,10072,18350,313434,2952.1,-0.0,781949,16.163,2631002.543,2.18e-14,0.00073,16.93,34659,27.442,2.072,24.812,0.557,27.442,5254,1878,2965,0.2758,0.935,1.071,1.332,1.145,0.950,1.121,9421.866,12853.962,27690.039,9343.764,19158.018,1421.003,348.837,396.530,0.738,0.531,0.580,0.674,0.476,0.517,40138,31125,0.8399,0.3380,0.4276,0.9999,0.0419,0.1109,0.4748,0.7987,0.8193,0.1828,0.0316,0.0324,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,1254,0.9999,0.7493,0.7946,0.9992,0.0419,0.1109,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0643,4.8884,5.0010,0.1021,0.0541,0.0461,0.096,0.082,0.084,0.100,2738,0.2406,0.0042,0.0075,0.00849,0.00175,0.00259,21.58,27.64,27.22,2143.0217,0.0104,29.1448,11.0313,5.1319,1094742,1516396,6.2656,0.2603
12000,9422,4634,46507,101264,94584,54365,392,10843,688,55,160105,2688350,44872.920,14612.573,0.2762,11848.692,0.098,0.693,0.106,0.103,0.632,0.287,531,0.0444,0.5682,0.132,24.0,59.9,105.1,49.14,6.10,11.31,0.54,31.20,7.85,1.134,0.193,0.293,0.314,30.685,0.363,0.0019,66,385,6847,8548,1947,32,0.594,5866,194,1580,7648,1249,1569,6604,0.50,5.32,26128,34.7912,8743,18138,302860,2517.6,-0.0,799120,18.697,2631002.543,1.35e-14,0.00074,31.67,33353,28.965,2.066,26.394,0.505,28.966,5808,1374,2240,0.2476,0.953,1.095,1.393,1.175,0.961,1.134,9594.676,10810.276,30063.286,9500.087,17158.238,1646.460,517.175,600.246,0.728,0.492,0.549,0.634,0.469,0.484,43956,31256,0.7462,0.3405,0.4188,0.9996,0.0439,0.1054,0.4903,0.8501,0.8076,0.1609,0.0518,0.0355,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,1241,0.9998,0.8279,0.7985,0.9989,0.0439,0.1054,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1265,5.1722,5.2012,0.1091,0.0611,0.0522,0.092,0.083,0.105,0.081,3099,0.2397,0.0058,0.0078,0.00856,0.00162,0.00230,27.69,26.26,26.90,1417.8453,0.0136,27.2615,12.9115,5.7854,1094382,1516232,5.4254,0.0846
13000,10764,4761,56805,133708,126126,76347,556,9925,874,60,200215,2834506,55123.862,18754.551,0.2781,15274.242,0.079,0.715,0.104,0.101,0.626,0.294,704,0.0412,0.5542,0.129,26.1,58.9,104.6,49.49,4.97,10.31,0.51,33.71,7.99,1.143,0.182,0.237,0.255,27.525,0.348,0.0017,57,369,7694,11214,2087,35,0.496,6129,327,1783,8654,1101,1534,8129,0.25,5.06,20192,29.0832,7765,17449,284227,4260.8,-0.0,821798,18.521,2631002.543,1.15e-14,0.00033,10.33,44016,32.537,2.025,29.936,0.575,32.537,5608,1769,3387,0.2388,0.964,1.106,1.407,1.187,0.968,1.163,11355.670,19015.117,32006.949,11258.932,27132.223,2047.285,562.721,870.303,0.715,0.514,0.541,0.683,0.472,0.538,39494,40006,0.7741,0.4126,0.3790,0.9997,0.0515,0.1169,0.5006,0.9045,0.7275,0.1521,0.0436,0.0243,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,1477,0.9994,0.8495,0.7613,0.9991,0.0515,0.1169,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1218,4.9393,5.0022,0.0991,0.0670,0.0551,0.089,0.094,0.092,0.098,3121,0.2290,0.0110,0.0122,0.00882,0.00180,0.00285,24.01,26.64,27.60,1051.3997,0.0154,39.2006,13.3666,5.1542,1095880,1513741,5.7890,0.0938
14000,8832,4144,55493,125213,117249,69136,584,10077,848,57,178165,2835342,48073.365,18918.529,0.3097,15469.564,0.078,0.718,0.104,0.100,0.626,0.297,517,0.0486,0.5734,0.136,22.0,50.4,98.5,44.06,4.53,9.65,0.36,29.52,7.92,1.143,0.177,0.217,0.241,29.810,0.365,0.0017,58,364,7639,12240,2177,35,0.424,5221,331,1744,6757,525,941,7366,0.50,5.01,20681,25.3278,6995,16571,266824,2192.4,-0.0,838457,16.880,2631002.543,6.90e-15,0.00042,33.24,41734,30.699,2.054,28.225,0.420,30.701,4102,1779,2951,0.2548,0.964,1.099,1.412,1.207,0.968,1.161,12520.303,19879.265,21139.713,12438.833,29964.383,1762.320,615.765,1070.879,0.716,0.531,0.578,0.656,0.472,0.552,33926,42350,0.8350,0.4455,0.4104,0.9997,0.0449,0.1173,0.5267,0.9901,0.8254,0.1718,0.0278,0.0200,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,1479,0.9993,0.8287,0.7831,0.9992,0.0449,0.1173,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0874,4.9147,5.1015,0.1133,0.0573,0.0517,0.063,0.096,0.079,0.071,2614,0.2184,0.0079,0.0081,0.00875,0.00177,0.00289,24.70,25.81,26.74,843.6096,0.0123,43.1714,11.0176,5.8619,1100002,1512573,7.5835,0.3816
15000,9311,3922,41088,85540,79408,43961,491,8406,821,63,147946,2691011,35780.765,12645.675,0.3139,9742.713,0.066,0.763,0.101,0.070,0.643,0.289,465,0.0368,0.5938,0.141,20.9,47.2,95.7,42.90,4.21,9.92,0.45,28.32,7.87,1.141,0.188,0.218,0.238,27.447,0.304,0.0016,65,406,7315,11567,2087,31,0.481,5545,9,1578,7724,177,1286,7848,0.75,4.72,25325,27.7692,6196,18645,263606,2558.0,-0.0,843973,13.643,2631002.543,1.26e-14,0.00107,23.67,28504,24.622,2.076,22.079,0.466,24.622,4063,2191,3057,0.2795,0.965,1.095,1.414,1.223,0.962,1.161,9731.215,13560.283,15925.171,9679.219,19919.087,1429.870,696.249,776.843,0.726,0.570,0.609,0.652,0.452,0.493,38439,27805,0.7991,0.4355,0.4192,0.9998,0.0357,0.1016,0.5343,0.9581,0.8243,0.1728,0.0292,0.0242,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,1845,0.9989,0.8280,0.7921,0.9993,0.0357,0.1016,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9836,4.7683,4.9099,0.1101,0.0504,0.0445,0.070,0.088,0.080,0.064,1669,0.2238,0.0113,0.0058,0.00851,0.00115,0.00219,27.14,26.38,26.95,865.1330,0.0098,30.1988,7.8888,5.7541,1101727,1511037,8.4515,0.5498
