size,seed,year,day,tick,land,relief,grain,rough,lat_lo,lat_hi,tilt,night,gain,lapse,land_rate,sea_rate,spread,wind,wind_dir,wind_turn,evap,rain,flow,soil,spinup,grow_years,grow_steps,grass_rate,wood_rate,algae_rate,ignite,matter,life,steps,start,scale,water,dry,drink,breath,inhale,history,senses,heat,warm_lo,warm_hi,heat_make,heat_hard,heat_fat,heat_spend,heat_sweat,wood_food,wood_hard,fat_weight,store_gene,fresh,light,climb,carry,cull_at,cull,steps_run,pop_end,pop_mean,pop_min,pop_max,kills_share,dead_share,ms_step,ms_world,ms_bodies,ms_lineage,us_per_body,matter_err,seconds,pop_land,pop_surface,pop_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90
512,1225,11880,74.7,10,0.422,2002,158.7,0.5,-59.4,87,17.8,-30,219.6,6.5,0.2854,0.0005,0.2,0.1,0,35.8,0.05,0.2825,0.25,150,20000,10,200000,0.009983,0.0017,0.009112,0.000001613,10,9,50000,0.0977,0.0625,1,0.004,0.1,0.01,0.1,0,1,0.09196,15,30,1000,0.25,0.75,0.0035,0.003,0.02702,3,0.2251,1,0.2066,0.6376,0.00001419,0.01816,0,0.5,50000,13223,12980.2,10880,14591,0.1293,0.1684,34.739,1.862,31.526,1.351,2.43,3.56e-14,2023,6735.0,2593.1,3652.1,0.3184,0.3930,0.5106,0.2100,0.6306,0.9564
