step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,8960,6738,127921,745294,716640,607580,9793,48523,1295,0,200995,4129186,182106.058,70129.695,0.2230,67328.390,0.244,0.270,0.255,0.231,0.634,0.339,455,0.0230,0.6657,0.168,20.2,52.6,92.3,49.82,4.65,6.38,2.83,35.96,7.84,1.050,0.118,0.069,0.072,24.611,0.649,0.0023,131,411,1667,7808,33,0,0.000,4483,2697,2489,3774,495,2763,5702,0.00,0.78,13777,35.6939,65831,10070,540595,2777.4,-0.0,469083,53.861,2631002.543,2.00e-14,0.00093,30.00,218612,118.252,2.140,115.442,0.670,118.253,6799,865,1296,0.4246,0.852,1.030,1.263,1.049,0.922,1.137,37199.248,11689.765,177824.440,37796.754,33813.253,1700.661,667.264,433.379,0.692,0.576,0.541,0.871,0.723,0.658,7739,69202,0.6192,0.7506,0.6491,0.9999,0.0473,0.0553,0.5081,0.8480,0.7709,0.1068,0.0393,0.0311,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,15648,0.9999,0.7458,0.7198,0.9990,0.0473,0.0553,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0347,4.8931,5.1170,0.1078,0.2115,0.1885,0.387,0.469,0.380,0.436,8269,0.2185,0.0104,0.0138,0.00287,0.00194,0.00173,22.73,26.82,27.57,897.2749,0.0031,70.7708,32.6302,21.2310,1083867,1531891,3.1948,0.0342
2000,11739,3132,43099,99675,92766,55958,618,12984,1708,0,217986,1721365,35061.975,13997.914,0.2605,10448.519,0.167,0.489,0.154,0.190,0.554,0.330,1923,0.0376,0.6218,0.155,15.1,43.6,90.5,44.18,2.80,6.95,1.09,33.33,7.95,1.055,0.155,0.099,0.102,11.678,0.339,0.0023,114,996,846,10512,53,0,0.000,5205,984,2632,8123,490,871,10378,0.00,5.19,17213,17.4763,62256,12462,502933,3544.2,-0.0,524657,17.654,2631002.543,3.29e-14,0.00068,25.34,30442,30.649,2.236,27.720,0.693,30.650,3036,3277,5426,0.3614,0.898,1.033,1.263,1.113,0.924,1.101,13420.956,11384.942,13820.529,13359.524,18330.441,1319.016,1498.930,731.450,0.581,0.530,0.562,0.643,0.502,0.575,15616,16018,0.5616,0.4392,0.5150,0.9996,0.0440,0.0642,0.4924,0.7374,0.7751,0.1375,0.0361,0.0218,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,8301,0.9986,0.5763,0.6031,0.9993,0.0440,0.0642,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8763,4.7740,4.9566,0.0588,0.0904,0.0805,0.155,0.166,0.155,0.170,1309,0.1176,0.0065,0.0026,0.00284,0.00096,0.00086,27.56,27.61,27.39,3697.5461,0.0054,31.9105,11.0569,6.5974,1092702,1527020,6.8291,0.2629
3000,9429,4139,56762,151229,142868,93454,1013,15429,1492,0,238839,2552511,51706.738,20126.513,0.2540,16335.199,0.092,0.570,0.187,0.151,0.597,0.294,1625,0.0619,0.6194,0.129,20.4,46.3,88.0,42.91,4.14,11.80,0.72,26.25,7.75,1.095,0.253,0.313,0.335,17.508,0.347,0.0023,89,389,1072,13670,74,0,0.000,5523,99,1683,7647,256,1398,7775,0.00,5.82,16981,19.2798,50897,12248,469236,3299.7,-0.0,567752,15.927,2631002.543,1.38e-14,0.00182,14.43,48137,38.805,2.195,36.143,0.467,38.806,4564,1813,3052,0.3110,0.921,1.053,1.362,1.137,0.958,1.113,14105.388,15252.669,28636.639,14054.881,25350.416,1538.992,1435.711,816.611,0.721,0.509,0.548,0.728,0.525,0.584,16231,34138,0.6792,0.4430,0.4619,0.9995,0.0439,0.0592,0.5150,0.9247,0.8409,0.1510,0.0318,0.0250,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,6974,0.9990,0.7729,0.7412,0.9984,0.0439,0.0592,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0005,4.5944,4.8931,0.0744,0.0780,0.0671,0.083,0.140,0.100,0.128,1039,0.0900,0.0060,0.0035,0.00258,0.00116,0.00110,22.39,26.79,27.03,11385.2133,0.0077,39.7552,6.3932,9.5342,1090303,1528200,9.5522,0.4832
4000,10925,4071,55107,133369,123784,77590,672,13778,2090,1,312621,3062002,46924.996,18167.654,0.2669,12952.462,0.079,0.684,0.120,0.116,0.620,0.267,1395,0.0623,0.6216,0.140,16.6,45.5,88.8,42.20,3.75,11.28,0.64,26.53,7.62,1.090,0.242,0.288,0.310,19.373,0.344,0.0021,82,376,1480,18300,176,0,0.000,6037,40,1664,9221,302,1330,9293,0.50,6.02,19921,20.3953,38335,13124,444294,3461.8,-0.0,604473,14.397,2631002.543,9.56e-15,0.00110,37.93,40850,35.797,2.323,32.915,0.559,35.798,4503,2653,3769,0.3381,0.909,1.048,1.358,1.147,0.957,1.116,12886.223,13279.473,27354.999,12762.041,19760.418,1990.641,1803.825,1420.726,0.763,0.512,0.549,0.742,0.439,0.501,19694,31602,0.6771,0.3257,0.3781,0.9990,0.0374,0.0781,0.5189,0.9249,0.7866,0.1534,0.0283,0.0305,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5066,0.9992,0.7844,0.7557,0.9984,0.0374,0.0782,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9900,4.6094,4.9646,0.0817,0.0755,0.0676,0.081,0.128,0.087,0.115,1074,0.0805,0.0053,0.0036,0.00275,0.00092,0.00103,26.87,27.83,27.85,12719.7068,0.0092,33.0512,6.8072,7.5901,1088933,1526342,10.4714,0.5399
5000,9138,3883,47126,99869,90655,52232,511,12530,1750,4,256185,2822640,38019.998,15069.743,0.2791,10601.681,0.075,0.715,0.118,0.092,0.608,0.277,1587,0.0721,0.6188,0.121,16.3,44.8,85.7,41.24,3.83,11.40,0.57,25.44,7.46,1.101,0.252,0.305,0.326,23.134,0.383,0.0021,81,383,2049,15383,253,16,0.533,5530,75,1767,7296,273,1263,7602,0.75,7.37,24145,23.2949,31668,15784,423548,2258.1,-0.0,634356,13.899,2631002.543,1.36e-14,0.00024,12.68,30665,30.730,2.279,28.067,0.384,30.731,4186,2199,2753,0.3488,0.878,1.062,1.386,1.156,0.952,1.139,11188.184,11971.395,19535.494,11073.020,18013.165,1709.623,1286.529,1471.910,0.751,0.493,0.546,0.652,0.418,0.495,24864,29224,0.6506,0.3202,0.4625,0.9985,0.0380,0.0828,0.5416,0.9605,0.8103,0.1538,0.0182,0.0275,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4550,0.9994,0.8259,0.7718,0.9982,0.0380,0.0830,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0271,4.5160,4.8481,0.0948,0.0768,0.0710,0.062,0.134,0.075,0.136,855,0.0591,0.0061,0.0039,0.00287,0.00090,0.00097,26.73,26.66,26.40,6767.3820,0.0094,29.5853,6.8774,7.0217,1090208,1525681,7.6679,0.3917
6000,9806,4118,52671,131318,120998,78191,456,14439,1838,8,284864,3435450,46415.574,18279.202,0.3051,12846.527,0.070,0.749,0.075,0.107,0.624,0.278,764,0.0666,0.6206,0.111,21.1,48.8,88.7,43.15,4.36,10.86,0.56,27.37,7.44,1.145,0.216,0.276,0.299,21.616,0.374,0.0021,89,403,3119,12457,311,22,0.291,6009,224,1368,8214,1233,1847,6726,1.25,7.78,20610,25.6469,26942,16823,400933,3095.6,-0.0,670786,16.255,2631002.543,2.34e-14,0.00046,23.20,42314,36.181,2.309,33.303,0.569,36.183,5780,1361,2665,0.2761,0.905,1.103,1.421,1.170,0.962,1.185,11484.443,12454.297,29447.593,11383.770,18430.739,3140.883,805.312,1486.479,0.730,0.521,0.547,0.691,0.476,0.551,30298,30406,0.5002,0.2065,0.3408,0.9992,0.0377,0.0752,0.5370,0.9614,0.8533,0.1411,0.0154,0.0191,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4050,0.9996,0.8527,0.7545,0.9990,0.0378,0.0756,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9757,4.4879,4.9358,0.0865,0.0761,0.0672,0.064,0.136,0.057,0.130,1262,0.0766,0.0059,0.0046,0.00270,0.00085,0.00091,23.08,26.63,26.89,4838.4458,0.0117,30.3219,9.0582,7.1964,1090763,1524754,4.2616,0.1324
7000,10556,3666,57346,141597,130936,83538,713,12537,1802,8,278063,3194390,46361.552,20034.747,0.3355,14204.113,0.099,0.727,0.090,0.084,0.615,0.284,644,0.0598,0.6174,0.122,16.9,46.0,88.3,40.27,3.41,10.74,0.65,25.48,7.23,1.146,0.224,0.245,0.274,17.051,0.328,0.0019,73,410,3805,13212,689,25,0.287,6217,796,1170,8590,866,1269,8421,2.00,8.11,19404,24.0439,23354,16604,373615,3688.2,-0.0,709767,14.632,2631002.543,2.34e-14,0.00086,24.47,48388,36.817,2.347,33.771,0.699,36.819,4755,2229,3572,0.2741,0.930,1.103,1.443,1.222,0.947,1.170,11609.129,15161.705,26950.550,11492.052,22123.063,3161.069,653.176,2016.389,0.713,0.520,0.539,0.663,0.517,0.574,32833,38527,0.4979,0.2550,0.3399,0.9995,0.0404,0.0764,0.5541,0.9456,0.8243,0.1402,0.0209,0.0211,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2587,0.9991,0.8326,0.7622,0.9990,0.0404,0.0765,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1060,4.4891,4.9227,0.0737,0.1011,0.0926,0.083,0.185,0.107,0.159,1135,0.0646,0.0055,0.0046,0.00290,0.00095,0.00099,27.16,28.03,27.63,3726.9388,0.0124,34.2565,8.4713,6.1610,1095070,1522296,3.6655,0.0758
8000,9908,3192,53579,121783,110795,67778,426,12933,1998,25,300245,3181072,41235.577,17649.626,0.2958,12098.781,0.066,0.784,0.064,0.086,0.607,0.284,1300,0.0699,0.6283,0.107,17.8,43.3,84.1,37.90,3.11,10.65,0.47,23.66,7.07,1.163,0.247,0.237,0.267,14.544,0.332,0.0021,77,403,3504,13100,701,20,0.124,6388,582,1137,8189,964,1344,7600,2.50,8.31,19783,25.6113,19650,18068,354316,2881.1,-0.0,739519,14.193,2631002.543,9.38e-15,0.00111,7.77,45055,34.627,2.295,31.647,0.684,34.627,4623,1981,3304,0.3022,0.912,1.110,1.499,1.214,0.936,1.228,9047.902,13068.085,25316.535,8973.211,19044.611,2915.706,860.662,1774.477,0.708,0.498,0.544,0.643,0.448,0.527,37218,35826,0.5447,0.1824,0.3182,0.9994,0.0380,0.0585,0.5763,0.9816,0.8865,0.1359,0.0105,0.0200,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2215,0.9989,0.8035,0.7930,0.9982,0.0380,0.0585,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9672,4.7807,5.3144,0.0662,0.0788,0.0704,0.081,0.115,0.067,0.120,1230,0.1037,0.0042,0.0061,0.00275,0.00078,0.00097,23.62,26.75,27.38,3804.0601,0.0117,28.3823,7.6887,6.5038,1097641,1522219,6.7394,0.4770
9000,8690,2833,41222,86325,77418,44770,333,10407,1536,22,218782,2685677,32371.512,12079.780,0.3076,7874.150,0.046,0.827,0.056,0.072,0.606,0.290,1175,0.0634,0.6223,0.095,18.1,44.9,84.2,37.69,3.13,9.47,0.79,24.29,6.90,1.192,0.215,0.216,0.253,14.485,0.291,0.0021,81,416,2976,9011,899,22,0.228,5095,25,1164,7501,234,1366,7090,2.50,8.74,26150,28.3054,16771,18430,342432,2852.1,0.0,755194,11.937,2631002.543,1.20e-14,0.00147,30.68,31128,27.060,2.352,24.164,0.545,27.061,3985,2017,2688,0.2872,0.935,1.132,1.538,1.295,0.948,1.221,7950.923,10867.831,17394.237,7897.220,14954.204,1987.874,635.813,1581.943,0.704,0.523,0.520,0.588,0.461,0.505,42888,26892,0.6237,0.2457,0.3210,0.9998,0.0448,0.0726,0.5775,0.9023,0.8636,0.1367,0.0246,0.0231,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2260,0.9992,0.7117,0.7668,0.9986,0.0448,0.0726,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9658,4.8703,5.3617,0.0661,0.1059,0.0944,0.126,0.180,0.081,0.212,1323,0.1405,0.0056,0.0069,0.00237,0.00081,0.00102,24.18,27.59,27.75,3025.4605,0.0106,23.1545,6.8523,5.0843,1098928,1522155,12.3538,0.8165
10000,8917,3065,54967,129826,119318,74222,637,12212,1681,38,228323,3135576,40957.784,15435.090,0.3043,11092.172,0.055,0.761,0.113,0.071,0.618,0.287,656,0.0641,0.6524,0.112,17.5,41.7,79.1,35.22,2.80,9.84,0.38,22.20,6.83,1.188,0.233,0.194,0.225,14.731,0.338,0.0020,70,342,2480,8184,671,26,0.253,5489,36,1346,7535,200,1007,7710,2.50,8.68,31081,31.6062,14983,16580,326906,2695.9,-0.0,765919,11.943,2631002.543,3.36e-15,0.00237,11.37,46153,32.140,2.322,29.256,0.562,32.179,3591,2218,3108,0.3013,0.942,1.113,1.565,1.325,0.954,1.197,10728.619,15671.567,19190.695,10675.179,22184.083,2067.587,768.254,1507.078,0.703,0.557,0.569,0.638,0.475,0.591,40559,36176,0.6972,0.1938,0.2661,0.9994,0.0285,0.0576,0.5906,0.9669,0.8867,0.1461,0.0193,0.0193,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3680,0.9993,0.7452,0.7554,0.9983,0.0285,0.0576,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0599,4.7677,5.0111,0.0696,0.0640,0.0594,0.041,0.108,0.048,0.100,953,0.0900,0.0026,0.0039,0.00286,0.00101,0.00118,27.53,27.84,27.95,1929.1948,0.0097,33.2277,5.3998,6.5429,1099501,1521452,15.3205,0.8088
