step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,14637,10610,124161,791255,756333,654369,12725,59232,3852,1,287539,5797830,184261.834,71034.544,0.3471,64795.974,0.230,0.294,0.247,0.229,0.650,0.320,903,0.0198,0.6968,0.160,9.3,43.0,82.7,41.37,3.50,5.40,2.44,30.03,7.53,1.083,0.130,0.058,0.059,21.983,0.644,0.0023,154,477,1902,13183,50,0,0.000,7428,4486,3735,6416,1206,5035,8396,0.00,0.77,11189,33.8770,65776,9849,539486,2408.8,-0.0,466730,64.192,2631002.543,1.24e-15,0.00092,30.00,231520,119.304,2.025,115.693,1.585,119.305,11783,920,1934,0.3813,0.845,1.053,1.361,1.086,0.919,1.146,37154.739,12384.999,176349.757,37704.916,35003.135,5159.537,603.885,475.147,0.697,0.571,0.565,0.887,0.726,0.653,7263,42733,0.7887,0.6192,0.6045,0.9998,0.0526,0.0583,0.5844,0.6787,0.7798,0.0957,0.0451,0.0323,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17095,0.9996,0.6933,0.7347,0.9985,0.0526,0.0583,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0269,4.8903,5.0166,0.1235,0.1923,0.1684,0.369,0.384,0.356,0.382,10587,0.1868,0.0101,0.0124,0.00282,0.00183,0.00167,24.53,27.63,28.00,945.8735,0.1189,71.9737,42.7329,21.4595,1077658,1531222,3.5354,0.0326
2000,12716,4102,50008,123827,114842,72836,983,21427,2030,0,208509,2867030,36289.671,17846.015,0.3845,12835.227,0.158,0.517,0.161,0.163,0.619,0.298,791,0.0359,0.6619,0.152,12.2,41.4,72.9,37.69,3.41,6.62,1.24,26.42,7.20,1.117,0.173,0.203,0.214,12.193,0.348,0.0026,128,1088,1192,12128,44,0,0.000,5920,1539,3307,7870,590,1783,10343,0.00,3.86,10653,11.6257,59967,12727,500441,3104.3,-0.0,533799,24.385,2631002.543,1.31e-14,0.00005,25.34,33923,33.839,2.091,31.132,0.617,33.840,5207,2523,4986,0.3200,0.891,1.092,1.443,1.134,0.918,1.201,12581.046,10730.269,18121.891,12564.876,18438.131,3764.342,382.080,864.367,0.635,0.616,0.595,0.661,0.548,0.555,15512,16756,0.7618,0.4919,0.5567,0.9997,0.0603,0.0697,0.5475,0.7593,0.8056,0.1637,0.0377,0.0264,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,8605,0.9992,0.6570,0.6510,0.9984,0.0603,0.0697,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2793,4.9251,4.9505,0.0661,0.1284,0.1154,0.253,0.171,0.215,0.223,3111,0.1080,0.0037,0.0019,0.00330,0.00096,0.00086,27.79,27.15,27.66,5937.1211,0.1964,31.3736,17.3194,7.0660,1090712,1528003,7.6105,0.2715
3000,13690,5950,65566,204934,194508,137949,1419,21585,2902,0,277826,4626772,60226.153,25135.782,0.2993,19938.664,0.121,0.669,0.109,0.101,0.654,0.266,1387,0.0500,0.6568,0.138,13.6,41.4,73.4,36.92,3.75,8.80,0.76,23.62,7.24,1.136,0.216,0.296,0.313,18.299,0.357,0.0023,105,397,1338,19745,92,0,0.000,6950,28,1699,11963,328,2617,10745,0.00,4.37,9824,12.6963,41318,12076,462035,3442.5,-0.0,585337,19.627,2631002.543,2.99e-14,0.00488,14.43,52623,40.972,2.131,38.251,0.590,40.972,6927,2633,4130,0.3239,0.909,1.083,1.497,1.182,0.948,1.178,15167.926,17955.070,35690.213,15117.129,29357.475,2207.076,1156.427,1833.615,0.771,0.542,0.593,0.823,0.517,0.604,14372,28755,0.8498,0.2889,0.4293,0.9995,0.0474,0.0573,0.5788,0.8506,0.8262,0.1574,0.0343,0.0411,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,9315,0.9991,0.7492,0.7272,0.9979,0.0474,0.0573,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3280,5.0870,5.0562,0.0885,0.0916,0.0833,0.202,0.091,0.131,0.139,2035,0.0915,0.0050,0.0019,0.00277,0.00098,0.00122,22.15,27.34,28.01,18727.1561,0.1897,45.0217,9.5329,10.0937,1085590,1526922,10.9303,0.5357
4000,12616,5788,54963,144388,134386,88205,1220,18434,2051,3,231905,4299332,47554.475,19930.090,0.3466,14906.930,0.091,0.716,0.103,0.091,0.648,0.268,1391,0.0535,0.6466,0.127,17.1,42.9,80.0,39.32,3.94,8.99,0.81,25.59,7.29,1.136,0.201,0.356,0.370,22.481,0.382,0.0022,94,435,1844,17168,213,0,0.000,6757,16,1654,10946,434,2074,10108,0.35,5.27,11135,12.9879,27809,13618,433303,2919.3,-0.0,629179,18.746,2631002.543,1.06e-15,0.00127,37.93,37478,34.635,2.105,32.022,0.509,34.636,6252,2243,4121,0.3030,0.902,1.097,1.483,1.153,0.939,1.218,12927.225,14426.106,27208.621,12833.536,22419.248,2301.901,952.253,1769.006,0.786,0.536,0.523,0.774,0.465,0.534,17889,29824,0.8396,0.3253,0.4154,0.9992,0.0452,0.0755,0.5606,0.7173,0.8465,0.1568,0.0451,0.0327,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3795,0.9992,0.6385,0.7034,0.9983,0.0453,0.0755,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3619,4.7759,5.0013,0.1015,0.1118,0.0928,0.092,0.140,0.078,0.156,1930,0.0732,0.0044,0.0034,0.00269,0.00083,0.00117,27.67,27.86,27.85,13702.3798,0.1956,35.7856,10.7311,8.0144,1084778,1525839,12.1831,0.6081
5000,14517,5665,57098,137066,126676,78988,980,18265,1742,4,222744,4295781,46085.379,19663.654,0.3347,15004.474,0.098,0.715,0.105,0.081,0.641,0.274,1216,0.0475,0.6450,0.132,16.8,42.0,77.0,39.12,3.45,8.70,1.19,25.78,7.27,1.111,0.200,0.282,0.298,19.782,0.401,0.0021,99,424,3151,16644,336,11,0.700,7776,65,1741,12711,621,2372,11524,0.75,6.36,13135,16.3501,19848,13521,405962,2866.4,-0.0,666577,19.638,2631002.543,1.75e-14,0.00030,12.68,39412,35.700,2.069,32.882,0.749,35.701,6300,3477,4740,0.3595,0.902,1.054,1.406,1.128,0.938,1.214,14185.958,15701.915,21575.792,14101.360,25412.701,1864.201,853.387,1941.592,0.797,0.527,0.530,0.730,0.484,0.538,20446,27192,0.7837,0.2919,0.3491,0.9995,0.0431,0.0616,0.5566,0.7650,0.8427,0.1509,0.0191,0.0352,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,6749,0.9989,0.6336,0.7383,0.9989,0.0432,0.0616,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2407,5.1883,5.0216,0.0925,0.1361,0.1106,0.166,0.180,0.129,0.214,1245,0.0499,0.0034,0.0036,0.00289,0.00100,0.00103,26.39,28.53,27.97,8076.0936,0.1944,40.1283,10.8689,8.7694,1086249,1523950,8.9275,0.4278
6000,13946,5487,49187,125372,116038,75160,1025,18497,1497,16,192758,3812863,44096.822,17394.303,0.3496,13182.289,0.082,0.682,0.126,0.111,0.630,0.282,640,0.0465,0.6378,0.126,17.2,42.7,87.5,41.31,3.26,7.79,1.00,29.25,7.61,1.129,0.178,0.233,0.252,19.002,0.408,0.0022,113,489,5250,12653,695,16,0.708,7181,192,1589,12165,978,1785,11183,0.75,6.73,11370,17.5891,15836,14081,375779,2603.1,-0.0,708373,20.973,2631002.543,2.00e-14,0.00039,23.20,35996,34.400,2.118,31.646,0.636,34.401,6019,3275,4652,0.3229,0.901,1.080,1.483,1.162,0.920,1.234,12429.904,14066.545,23546.896,12299.943,21432.272,1986.771,569.816,1655.427,0.754,0.508,0.527,0.697,0.512,0.587,22640,22497,0.8659,0.3697,0.3730,0.9992,0.0515,0.0740,0.5826,0.7260,0.7945,0.1361,0.0357,0.0265,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,5758,0.9993,0.6625,0.7729,0.9988,0.0515,0.0740,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2172,4.8378,4.9378,0.0902,0.1055,0.0883,0.112,0.165,0.119,0.161,1493,0.0598,0.0036,0.0043,0.00286,0.00098,0.00093,23.54,28.24,27.94,4120.8715,0.2308,34.4439,13.0349,7.9383,1089676,1521911,4.9981,0.1450
7000,11513,4990,56719,153542,143077,95745,1078,19058,1714,49,259839,4081459,51257.957,22829.176,0.3408,17293.981,0.093,0.707,0.113,0.088,0.632,0.281,1064,0.0578,0.6235,0.122,16.6,41.8,81.9,36.79,3.50,9.74,0.70,22.84,7.20,1.191,0.220,0.264,0.293,18.502,0.404,0.0022,109,471,7340,14428,1555,14,0.620,7149,925,1222,9366,818,1633,9062,1.50,7.35,12899,19.3046,12957,10778,337095,2026.5,-0.0,744763,20.635,2631002.543,8.14e-15,0.00009,24.47,40311,35.785,2.040,33.170,0.576,35.786,6148,2072,3293,0.2861,0.933,1.109,1.618,1.224,0.951,1.281,15788.183,20625.532,20173.417,15584.851,32793.669,2857.961,671.004,2006.230,0.714,0.561,0.549,0.619,0.570,0.661,15010,27287,0.7718,0.3164,0.3194,0.9994,0.0507,0.0771,0.6059,0.8150,0.8287,0.1463,0.0329,0.0253,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,9557,0.9985,0.6423,0.7784,0.9984,0.0507,0.0771,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2528,5.0398,5.0972,0.0898,0.0894,0.0742,0.081,0.123,0.075,0.121,1487,0.0639,0.0033,0.0029,0.00305,0.00130,0.00138,27.96,27.80,27.67,2993.1796,0.3173,49.4282,12.5892,8.0463,1093705,1521844,4.1345,0.0853
8000,10773,4751,51139,114983,105614,62863,981,16788,1180,71,208489,3707438,40820.859,17359.193,0.3314,13041.506,0.076,0.759,0.093,0.073,0.609,0.303,843,0.0592,0.6350,0.111,18.3,43.3,87.0,38.51,3.66,8.84,0.71,25.30,7.36,1.200,0.192,0.235,0.264,17.904,0.403,0.0022,101,481,6571,13026,1643,16,0.658,6293,725,1049,8999,1276,1508,7989,1.50,7.52,11678,19.2776,10769,12520,312856,2871.3,-0.0,776126,17.633,2631002.543,2.28e-14,0.00230,7.77,33763,31.560,2.063,28.961,0.537,31.561,6021,1771,2981,0.2506,0.951,1.119,1.609,1.249,0.943,1.253,11323.017,13053.143,21855.313,11198.403,20808.648,2736.135,615.946,965.607,0.693,0.514,0.516,0.644,0.434,0.544,16563,29543,0.7758,0.3249,0.3262,0.9996,0.0520,0.0940,0.6020,0.8792,0.7522,0.1428,0.0269,0.0323,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2683,0.9996,0.7559,0.7512,0.9987,0.0520,0.0940,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3153,5.1934,4.9880,0.0871,0.0780,0.0667,0.060,0.134,0.057,0.129,1614,0.0806,0.0034,0.0040,0.00308,0.00090,0.00110,22.86,27.13,27.71,2266.9514,0.3230,32.8278,10.9660,6.6674,1096081,1520714,7.2349,0.5386
9000,10030,3768,50636,115964,107803,64529,799,13440,993,68,167219,3222962,42026.345,17173.821,0.3312,13712.704,0.082,0.757,0.090,0.071,0.602,0.314,693,0.0545,0.6213,0.112,18.1,43.7,83.9,38.37,3.27,8.17,0.57,26.36,7.37,1.194,0.181,0.196,0.224,16.858,0.341,0.0020,92,448,5159,9344,1434,17,0.701,5513,22,1036,8972,321,1582,8127,1.50,8.10,14883,20.4179,9276,11390,290781,3187.7,0.0,798107,15.281,2631002.543,1.26e-14,0.00333,30.68,34978,29.079,2.004,26.617,0.458,29.080,4787,1935,3308,0.2705,0.937,1.110,1.620,1.277,0.939,1.224,12967.942,16857.852,16539.002,12875.524,26324.524,2136.178,554.104,770.834,0.692,0.486,0.522,0.596,0.503,0.576,15031,30804,0.8171,0.2538,0.2734,0.9997,0.0417,0.0945,0.6012,0.8421,0.7765,0.1592,0.0132,0.0217,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,4720,0.9988,0.6130,0.7040,0.9982,0.0417,0.0945,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3720,4.8949,5.1029,0.0817,0.0756,0.0609,0.091,0.116,0.066,0.096,1354,0.0901,0.0030,0.0029,0.00296,0.00120,0.00155,25.65,28.32,28.60,1569.1660,0.2566,40.0278,9.5387,5.7421,1098954,1519385,13.3703,0.9315
10000,11784,4308,53418,120227,109999,65786,1023,14899,1747,39,233087,3564427,41166.564,18203.703,0.3424,13215.371,0.072,0.762,0.094,0.072,0.604,0.308,1080,0.0523,0.6433,0.132,16.9,43.4,83.5,36.60,2.90,8.64,0.55,24.51,7.11,1.267,0.193,0.166,0.192,14.639,0.358,0.0021,98,405,4198,12668,1222,19,0.591,6518,43,1402,10339,442,2330,9012,1.75,7.77,15824,23.6677,8337,11909,276948,3057.7,-0.0,814348,15.389,2631002.543,1.95e-15,0.00099,11.37,36422,30.320,2.106,27.539,0.675,30.372,6116,2215,3453,0.2555,0.954,1.150,1.800,1.385,0.947,1.262,11433.949,13889.585,20482.234,11323.395,22576.306,3010.726,540.957,1436.649,0.680,0.502,0.525,0.575,0.486,0.572,16985,27610,0.8191,0.2905,0.3340,0.9998,0.0395,0.0817,0.6368,0.7670,0.7771,0.1335,0.0264,0.0265,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,5483,0.9992,0.6567,0.7084,0.9982,0.0395,0.0817,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4852,4.9985,5.2325,0.0745,0.0770,0.0603,0.066,0.102,0.072,0.104,1886,0.1034,0.0024,0.0029,0.00305,0.00110,0.00147,26.56,28.00,28.22,1016.8942,0.3047,34.5588,9.4004,5.9887,1099778,1517998,16.9523,0.9129
