step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,19073,15699,116827,823606,789906,690765,16014,78840,2746,0,243517,7336537,185295.041,65080.658,0.2914,60645.228,0.224,0.284,0.265,0.227,0.669,0.308,768,0.0152,0.7390,0.127,8.0,38.1,76.4,38.05,3.34,4.22,2.52,27.97,7.65,1.045,0.106,0.041,0.043,21.929,0.752,0.0024,195,563,2318,12847,122,0,0.000,9507,5641,4590,8842,1947,6636,10490,0.00,0.74,10290,32.8350,65850,8717,538393,1290.7,-0.0,464329,72.654,2631002.543,3.27e-14,0.00093,30.00,241041,137.217,1.992,132.436,2.789,137.218,14682,1496,2895,0.4173,0.836,1.031,1.264,1.040,0.925,1.131,37613.494,12800.875,174625.509,38138.288,33176.472,3175.534,670.193,589.702,0.725,0.562,0.569,0.901,0.720,0.681,6555,15098,0.9201,0.6307,0.6535,0.9999,0.0551,0.0521,0.6151,0.7747,0.8286,0.1011,0.0519,0.0327,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,18152,1.0000,0.7258,0.7110,0.9990,0.0551,0.0521,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0992,5.0483,5.1552,0.1383,0.1981,0.1746,0.368,0.419,0.389,0.384,6894,0.0807,0.0060,0.0073,0.00140,0.00101,0.00093,24.74,27.87,28.24,878.4661,0.0065,70.5684,47.0543,25.5998,1073127,1529801,0.0822,0.0007
2000,15364,5747,50871,119499,109013,67176,1452,31392,2361,0,251827,3417532,40453.304,16330.978,0.2948,11691.404,0.160,0.490,0.200,0.150,0.580,0.329,1278,0.0440,0.6776,0.117,13.0,38.6,76.5,38.60,3.43,6.85,1.30,27.02,7.81,1.051,0.173,0.139,0.142,14.139,0.457,0.0029,185,1191,1785,17902,104,0,0.000,8029,1711,3357,10296,787,1973,12604,0.00,5.29,8946,9.6868,61415,6820,491000,2381.4,-0.0,534227,34.890,2631002.543,1.89e-14,0.00068,25.34,36779,43.297,2.050,40.086,1.161,43.298,5225,3700,6439,0.3836,0.881,1.031,1.244,1.056,0.930,1.117,16150.615,13273.774,13847.843,16094.185,22202.681,1940.780,1268.993,1429.801,0.613,0.551,0.571,0.688,0.515,0.559,7344,10461,0.8636,0.3911,0.4717,0.9997,0.0523,0.0645,0.5186,0.8323,0.8552,0.1768,0.0277,0.0247,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,8925,0.9990,0.7230,0.7167,0.9985,0.0523,0.0645,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0865,4.8892,5.0567,0.0746,0.1071,0.0915,0.178,0.188,0.188,0.197,1441,0.0500,0.0021,0.0013,0.00164,0.00078,0.00074,27.73,27.49,27.87,4556.1727,0.0111,38.7157,23.0239,11.8665,1089141,1525657,0.1755,0.0064
3000,16159,6745,56433,143784,130519,86138,1213,28607,3128,1,347361,4471615,50772.566,19685.018,0.2943,13295.234,0.097,0.669,0.137,0.097,0.581,0.304,2243,0.0691,0.6729,0.101,11.6,39.2,78.9,36.61,4.35,9.67,0.70,21.88,7.47,1.087,0.245,0.301,0.315,17.196,0.397,0.0027,146,527,1962,27027,139,0,0.000,9006,138,1732,14289,891,3931,11337,0.00,7.39,7191,10.6131,43277,8320,452286,2595.4,-0.0,586484,23.920,2631002.543,4.60e-15,0.00102,14.43,41667,43.158,2.074,40.031,1.054,43.159,8458,3139,4562,0.3741,0.890,1.060,1.320,1.093,0.937,1.179,12279.182,12208.527,32248.902,12189.645,19629.253,2546.079,1301.012,2542.694,0.709,0.493,0.524,0.785,0.406,0.460,6338,16051,0.8712,0.3785,0.4607,0.9995,0.0443,0.0631,0.5533,0.8760,0.8824,0.1735,0.0383,0.0324,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,6819,0.9996,0.8065,0.8085,0.9982,0.0443,0.0631,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0176,5.0258,4.9862,0.0866,0.0777,0.0668,0.106,0.130,0.120,0.120,1032,0.0382,0.0029,0.0022,0.00158,0.00063,0.00072,24.50,28.18,28.12,18191.4528,0.0235,32.2736,10.8729,13.0468,1084452,1526068,0.2518,0.0131
4000,15117,6790,60878,142711,127562,79999,1834,30313,3675,8,378260,5520094,48243.032,21392.874,0.3145,13957.767,0.105,0.707,0.092,0.096,0.619,0.275,2787,0.0771,0.6851,0.098,12.8,37.3,76.1,35.16,4.12,8.81,0.70,21.54,7.47,1.110,0.227,0.303,0.320,20.236,0.431,0.0026,138,499,2828,34039,301,0,0.000,8392,74,2407,12636,471,2595,12051,0.25,6.90,6666,9.4019,30045,7238,417957,2157.6,-0.0,635894,25.451,2631002.543,1.45e-14,0.00039,37.93,41898,44.414,2.124,41.421,0.869,44.415,6529,3101,5487,0.3190,0.922,1.075,1.367,1.128,0.957,1.176,15397.588,12704.817,25624.141,15311.723,21264.936,3137.457,1551.584,2746.065,0.751,0.517,0.548,0.748,0.446,0.490,5784,21485,0.8886,0.2818,0.3749,0.9996,0.0383,0.0637,0.5452,0.9381,0.8997,0.2117,0.0230,0.0242,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5148,0.9996,0.7708,0.7943,0.9991,0.0384,0.0637,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0184,4.7909,4.8843,0.0983,0.0822,0.0739,0.101,0.148,0.110,0.132,1291,0.0359,0.0027,0.0020,0.00156,0.00074,0.00079,27.95,27.23,27.73,13412.4185,0.0243,37.1343,13.0948,12.3565,1085722,1523606,0.2798,0.0154
5000,13440,6516,52863,114146,100325,60068,1215,23737,3161,16,332631,4840441,41256.377,17921.458,0.3114,11448.439,0.104,0.734,0.080,0.082,0.608,0.283,1683,0.0795,0.6710,0.088,13.8,40.9,79.8,36.79,4.53,10.14,0.57,21.55,7.43,1.117,0.239,0.338,0.360,22.523,0.449,0.0024,131,501,3671,26290,450,20,0.579,8342,86,1884,11470,939,2677,9824,0.75,7.32,8480,12.7197,21517,8423,386640,1911.6,-0.0,676156,22.421,2631002.543,2.83e-15,0.00099,12.68,35746,38.157,2.053,35.377,0.728,38.158,6873,2694,3873,0.3434,0.903,1.073,1.409,1.131,0.947,1.211,13859.258,11729.157,19466.917,13747.871,19490.028,2205.960,1397.353,2869.706,0.754,0.503,0.545,0.723,0.433,0.473,6617,21734,0.8664,0.2770,0.3322,0.9993,0.0417,0.0653,0.5506,0.9010,0.8775,0.1875,0.0310,0.0316,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5209,0.9997,0.8132,0.7994,0.9986,0.0417,0.0653,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0439,4.9197,4.9331,0.1042,0.0711,0.0606,0.079,0.117,0.111,0.085,683,0.0192,0.0025,0.0023,0.00156,0.00063,0.00076,27.51,27.12,27.68,8664.8565,0.0232,33.8040,11.3967,11.0241,1087026,1522688,0.2045,0.0114
6000,16754,6388,53820,112044,99139,57101,1123,22453,2604,29,333668,4742201,42434.102,17359.152,0.3106,10881.959,0.095,0.745,0.080,0.080,0.617,0.279,1771,0.0578,0.6513,0.078,13.5,38.0,78.6,35.73,3.41,9.68,0.37,22.27,7.52,1.122,0.243,0.247,0.270,18.025,0.402,0.0024,129,516,5634,24047,857,31,0.596,10062,204,1599,14951,1139,2480,13135,1.50,8.51,9062,15.0665,16922,8577,355000,2734.8,-0.0,716355,22.461,2631002.543,1.56e-14,0.00002,23.20,35922,38.663,1.917,35.700,1.047,38.664,7053,4275,5426,0.3477,0.922,1.051,1.438,1.173,0.951,1.189,14785.379,12800.390,18746.071,14609.636,19960.354,3120.933,1043.370,2312.890,0.720,0.524,0.541,0.633,0.451,0.486,8082,20733,0.8876,0.2742,0.3296,0.9996,0.0431,0.0870,0.6012,0.9058,0.8656,0.1779,0.0237,0.0278,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4076,0.9997,0.7629,0.7410,0.9992,0.0433,0.0870,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0615,5.0327,4.9090,0.0872,0.0581,0.0501,0.063,0.084,0.083,0.065,611,0.0172,0.0022,0.0019,0.00154,0.00075,0.00081,25.34,28.61,28.61,4716.0497,0.0312,35.2677,13.0282,9.4325,1090028,1519144,0.1110,0.0038
7000,13884,6160,51998,117749,104400,64183,1568,24219,2736,47,339115,5184276,40341.874,19971.199,0.3353,12864.045,0.085,0.775,0.076,0.063,0.617,0.284,1556,0.0716,0.6675,0.080,14.6,40.2,77.5,35.13,3.67,9.67,0.41,21.38,7.53,1.186,0.226,0.253,0.285,19.867,0.412,0.0024,138,517,7438,25411,1484,38,0.433,8763,588,1409,11887,1070,2449,10365,2.25,9.35,10191,17.1199,14120,7769,322207,1880.7,-0.0,752479,22.015,2631002.543,1.95e-15,0.00036,24.47,37826,38.996,2.027,36.129,0.840,38.998,7053,2488,4343,0.2639,0.928,1.144,1.524,1.215,0.922,1.289,13668.245,12640.242,18081.392,13522.903,21601.625,3764.193,832.776,2510.185,0.695,0.547,0.558,0.613,0.502,0.551,6884,20668,0.8674,0.2609,0.3821,0.9996,0.0490,0.0868,0.6284,0.8183,0.9150,0.1707,0.0187,0.0344,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,6378,0.9996,0.7678,0.8208,0.9988,0.0491,0.0869,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0166,4.7961,4.9454,0.0970,0.0568,0.0497,0.073,0.071,0.083,0.075,820,0.0226,0.0024,0.0022,0.00164,0.00078,0.00085,27.88,28.22,28.07,2927.0583,0.0377,35.8869,12.2235,9.7913,1092911,1518438,0.0855,0.0019
8000,15493,5911,52213,105286,91131,51690,1383,25524,3204,87,381757,5272473,38589.431,17548.639,0.3152,10027.554,0.072,0.801,0.074,0.052,0.603,0.292,2138,0.0716,0.6760,0.077,12.0,36.9,70.3,31.50,2.89,9.80,0.31,18.51,7.57,1.215,0.252,0.196,0.227,16.673,0.415,0.0025,149,566,9120,29509,2089,36,0.489,9807,622,1253,13618,1158,2130,12205,2.75,10.00,10086,16.6497,12206,6967,296124,1860.5,-0.0,783339,22.341,2631002.543,3.27e-14,0.00035,7.77,33866,38.847,2.065,35.629,1.153,38.848,6911,3042,5540,0.2757,0.943,1.151,1.585,1.244,0.951,1.325,13253.762,11665.530,17602.646,13111.111,17903.228,3549.766,1146.635,2824.685,0.687,0.534,0.535,0.616,0.431,0.462,6316,16552,0.8672,0.2452,0.3366,0.9997,0.0476,0.0740,0.6635,0.9791,0.9480,0.1608,0.0229,0.0272,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,4383,0.9997,0.7750,0.8015,0.9988,0.0476,0.0740,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0628,4.8911,4.9762,0.0870,0.0433,0.0374,0.045,0.056,0.064,0.059,854,0.0305,0.0021,0.0023,0.00163,0.00077,0.00088,25.12,28.54,28.86,1991.6865,0.0371,31.5983,11.9291,10.4122,1096330,1516015,0.1503,0.0133
9000,13849,5544,54548,115002,99930,58320,2134,25507,3838,101,398006,5286343,37052.830,20174.802,0.3505,11456.540,0.064,0.796,0.086,0.054,0.595,0.301,1718,0.0794,0.7025,0.075,11.4,35.4,68.8,29.52,2.59,8.33,0.54,18.06,7.45,1.243,0.218,0.177,0.212,15.914,0.391,0.0025,140,523,9776,31775,3459,38,0.454,8801,57,1326,12466,544,2553,10752,2.25,9.13,10290,17.0877,10655,6829,272174,2035.4,0.0,812208,20.189,2631002.543,1.84e-14,0.00890,30.68,38878,39.033,2.084,35.934,1.015,39.034,6409,2777,4663,0.2740,0.944,1.168,1.637,1.311,0.952,1.324,12165.218,11485.407,17733.869,11989.239,18786.261,4123.624,859.460,3735.178,0.671,0.544,0.527,0.609,0.486,0.470,6167,21316,0.8737,0.2915,0.3359,0.9993,0.0483,0.0652,0.7214,0.9867,0.9083,0.1552,0.0232,0.0263,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,4321,0.9990,0.7491,0.7561,0.9989,0.0483,0.0652,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0870,5.0220,5.0294,0.0929,0.0637,0.0568,0.070,0.108,0.080,0.102,1109,0.0381,0.0018,0.0017,0.00167,0.00077,0.00102,26.46,27.84,28.74,1637.7577,0.0372,31.3310,10.6175,9.5716,1100203,1514785,0.2858,0.0253
10000,15498,5627,52464,105799,90353,51859,1476,22521,3254,120,347548,4962396,36209.574,17920.199,0.3493,10332.946,0.064,0.806,0.073,0.057,0.585,0.311,1481,0.0673,0.7029,0.076,12.0,35.2,67.7,28.98,2.10,8.74,0.46,17.68,7.34,1.282,0.234,0.142,0.168,13.721,0.371,0.0023,132,532,7763,26568,2908,36,0.165,9539,68,1752,13678,535,2737,12226,2.75,10.03,10234,17.5054,9405,8316,255029,2078.2,-0.0,835100,18.314,2631002.543,5.31e-15,0.00444,11.37,36523,36.405,2.020,33.088,1.298,36.478,7003,3499,4996,0.2782,0.941,1.211,1.701,1.374,0.948,1.386,11595.558,10891.126,17936.148,11458.512,17147.860,3676.651,765.769,3144.833,0.669,0.540,0.487,0.613,0.419,0.454,8001,20741,0.8779,0.3292,0.3599,0.9998,0.0490,0.0723,0.7278,0.9594,0.9728,0.1356,0.0205,0.0172,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3128,0.9992,0.7718,0.8292,0.9991,0.0490,0.0723,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0457,4.8430,4.8395,0.0848,0.0495,0.0418,0.063,0.081,0.077,0.063,1051,0.0403,0.0017,0.0016,0.00157,0.00063,0.00095,26.88,28.61,28.64,1347.5519,0.0350,29.0745,10.0705,8.2437,1102693,1512405,0.3648,0.0269
