step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,20601,17218,119066,828990,794444,693767,16157,89817,3514,2,251686,7892084,186320.884,63451.321,0.2843,58978.496,0.221,0.284,0.270,0.224,0.664,0.305,1928,0.0214,0.7534,0.186,5.6,34.3,74.0,34.88,3.01,3.95,2.34,25.58,7.68,1.037,0.114,0.040,0.042,20.433,0.770,0.0025,205,587,2404,19449,100,0,0.000,10105,5655,4901,10045,2201,7329,11071,0.00,1.14,9701,32.5243,65830,8093,537694,1046.2,-0.0,465303,78.070,2631002.543,8.14e-15,0.00093,30.00,241854,157.021,2.170,151.214,3.637,157.022,15817,1703,3081,0.4231,0.836,1.027,1.253,1.032,0.911,1.135,37995.711,12968.560,173505.694,38529.490,33264.195,2589.703,1184.415,698.707,0.726,0.558,0.554,0.901,0.712,0.679,6024,5106,0.9780,0.6518,0.6251,0.9999,0.0553,0.0580,0.6319,0.8331,0.9032,0.0981,0.0563,0.0312,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16942,1.0000,0.8056,0.7680,0.9990,0.0553,0.0580,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0660,4.8967,5.0369,0.1478,0.1836,0.1636,0.350,0.404,0.376,0.365,7060,0.0706,0.0058,0.0063,0.00129,0.00090,0.00085,24.72,28.28,28.68,899.1812,0.0373,71.0102,50.8520,27.2176,1073120,1529760,5.5283,0.0564
2000,17216,6078,65802,127564,109587,60251,1511,44152,4488,0,394385,4384500,39791.503,18641.466,0.3438,10165.906,0.157,0.563,0.145,0.134,0.533,0.341,3606,0.0753,0.7336,0.187,8.4,29.1,72.0,31.04,3.17,7.24,1.08,19.55,7.47,1.078,0.234,0.143,0.156,11.320,0.447,0.0033,153,1137,1873,36697,147,0,0.000,9657,1578,3541,12097,979,2522,13715,0.00,9.18,8078,8.9174,61328,6889,489023,2267.1,-0.0,536454,37.356,2631002.543,1.22e-14,0.00068,25.34,39381,53.576,2.219,49.536,1.820,53.576,6161,4306,6749,0.3844,0.867,1.054,1.343,1.093,0.915,1.169,15299.414,13568.973,14083.171,15224.773,20649.464,4177.738,1943.181,2354.641,0.596,0.495,0.501,0.600,0.429,0.429,5836,10409,0.9438,0.4854,0.5231,0.9996,0.0452,0.0655,0.5920,0.9063,0.9032,0.1928,0.0469,0.0288,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,8119,0.9994,0.7472,0.7813,0.9986,0.0452,0.0655,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9997,5.0075,5.0931,0.0793,0.1127,0.1051,0.196,0.212,0.177,0.215,2019,0.0505,0.0024,0.0014,0.00156,0.00067,0.00068,27.80,28.41,28.07,4622.9272,0.1069,36.2089,24.2441,13.1121,1089849,1526465,11.9668,0.4696
3000,19026,7429,63384,157784,139342,93026,1374,36732,4102,2,412504,5353940,50375.447,20725.519,0.3211,12446.487,0.112,0.693,0.093,0.101,0.559,0.314,3346,0.0794,0.7352,0.172,8.8,30.8,73.0,30.92,3.96,8.32,0.76,17.88,7.29,1.090,0.245,0.298,0.318,14.243,0.388,0.0029,146,530,1812,37326,142,0,0.000,10953,127,2350,16549,1177,4037,13812,0.25,7.68,6900,9.7076,42732,7395,450885,2309.9,-0.0,587563,25.012,2631002.543,7.08e-15,0.00102,14.43,48888,51.891,2.261,47.614,2.015,51.891,9381,4074,5571,0.3967,0.840,1.072,1.382,1.075,0.930,1.233,13565.853,11253.639,31453.153,13455.589,17913.192,2950.920,1660.300,3667.811,0.705,0.467,0.489,0.782,0.394,0.429,5605,13792,0.9427,0.3945,0.4769,0.9991,0.0440,0.0680,0.5950,0.8734,0.9420,0.1970,0.0371,0.0261,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5794,0.9996,0.7309,0.8193,0.9980,0.0440,0.0680,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9037,4.8378,4.9233,0.0940,0.0911,0.0840,0.144,0.138,0.144,0.142,1152,0.0284,0.0026,0.0023,0.00153,0.00065,0.00070,24.77,27.87,27.57,18643.4028,0.1534,31.8257,11.3383,13.6738,1083880,1526928,16.7432,0.8219
4000,15740,7302,55374,133238,116730,76714,1150,33452,3927,7,382789,5821364,45689.987,20562.858,0.3471,12258.921,0.105,0.711,0.099,0.085,0.595,0.294,2480,0.0849,0.7148,0.179,10.4,34.5,74.2,31.32,4.42,8.97,0.62,17.30,7.29,1.111,0.247,0.344,0.369,19.349,0.429,0.0026,152,575,2355,27709,218,0,0.000,9238,113,1860,13767,700,2959,12081,0.50,8.11,5939,8.5774,27181,8243,418059,1650.4,0.0,637691,26.953,2631002.543,5.31e-16,0.00039,37.93,41663,50.913,2.431,47.340,1.142,50.913,7479,3759,4502,0.3862,0.884,1.070,1.408,1.109,0.958,1.243,13362.747,10049.488,27969.028,13262.112,16717.769,3357.850,1623.683,3322.404,0.747,0.456,0.505,0.774,0.381,0.481,6747,13951,0.9438,0.2999,0.4289,0.9993,0.0381,0.0747,0.5751,0.9898,0.8662,0.2212,0.0493,0.0307,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,6188,0.9995,0.8171,0.7531,0.9987,0.0381,0.0747,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9104,4.9658,5.1155,0.1103,0.0823,0.0783,0.147,0.124,0.129,0.135,1135,0.0280,0.0024,0.0023,0.00145,0.00065,0.00068,27.78,28.11,28.15,15729.4163,0.1691,30.4727,15.2003,11.7529,1082870,1526539,18.6731,0.8991
5000,16633,7026,59953,121218,103884,60051,1214,30139,3935,7,377712,5842908,42136.720,19203.059,0.3450,11058.302,0.095,0.761,0.078,0.066,0.579,0.311,1913,0.0818,0.7128,0.172,11.0,33.7,71.4,30.37,3.83,8.65,0.55,17.33,7.13,1.146,0.235,0.291,0.314,18.341,0.430,0.0025,141,545,3358,26500,336,27,0.576,9943,139,2265,14229,860,2640,13133,1.50,9.40,6934,10.5995,19232,9245,384704,1671.2,-0.0,680597,26.032,2631002.543,4.96e-15,0.00155,12.68,38743,48.294,2.415,44.572,1.307,48.295,6793,3686,6154,0.3284,0.907,1.111,1.464,1.143,0.952,1.264,14363.135,13267.368,18166.539,14184.500,20843.983,2735.197,1511.673,3897.887,0.709,0.463,0.537,0.666,0.401,0.479,6563,18176,0.9392,0.3708,0.4240,0.9989,0.0405,0.0699,0.5918,0.9509,0.9364,0.2226,0.0315,0.0311,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5869,0.9992,0.8020,0.7508,0.9975,0.0405,0.0699,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0085,4.8022,5.0305,0.1007,0.0786,0.0699,0.140,0.108,0.102,0.129,934,0.0246,0.0029,0.0017,0.00143,0.00060,0.00078,27.21,27.39,28.01,8058.4422,0.1832,35.6670,14.0276,12.0040,1085500,1523915,13.6971,0.6346
6000,15721,6703,61088,121637,104417,59635,914,31979,4498,15,437952,6176206,41487.333,20679.607,0.3323,11584.302,0.070,0.813,0.063,0.055,0.575,0.314,2791,0.0928,0.7106,0.155,11.5,35.9,70.6,30.33,3.65,8.96,0.60,17.13,7.03,1.170,0.237,0.269,0.301,17.964,0.431,0.0026,142,529,5287,30984,769,26,0.604,9840,321,1510,13890,1154,2330,12237,2.50,11.05,9036,14.4224,15127,8319,351419,1772.8,-0.0,719204,25.724,2631002.543,1.43e-14,0.00052,23.20,39707,48.710,2.342,45.154,1.214,48.711,6803,3651,5267,0.3304,0.912,1.111,1.558,1.173,0.948,1.322,15420.428,13530.148,15579.355,15261.131,22231.149,2779.013,1612.310,4703.982,0.683,0.489,0.539,0.587,0.437,0.497,6775,18531,0.9506,0.2981,0.4075,0.9993,0.0428,0.0651,0.6262,0.9592,0.9315,0.2099,0.0336,0.0273,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,6188,0.9993,0.7850,0.7777,0.9988,0.0429,0.0651,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9811,4.9002,5.1605,0.0951,0.0818,0.0777,0.144,0.129,0.106,0.155,789,0.0183,0.0028,0.0021,0.00142,0.00067,0.00083,25.89,28.27,28.50,4211.0165,0.2017,38.1965,12.8499,12.8745,1088598,1522355,7.5094,0.2166
7000,18194,6633,64909,121613,101662,55867,837,31355,4331,29,446382,5899319,42171.516,20655.850,0.3308,11426.890,0.074,0.825,0.049,0.052,0.544,0.335,3104,0.0877,0.7142,0.146,10.0,31.9,66.2,27.48,2.98,8.96,0.36,15.18,6.98,1.190,0.272,0.216,0.244,15.793,0.392,0.0026,136,526,6737,28691,1246,30,0.683,11021,587,1529,16078,1341,2731,14122,3.50,13.04,10263,17.7909,12571,7710,319550,1969.3,-0.0,753747,24.311,2631002.543,7.08e-16,0.00014,24.47,39473,48.302,2.357,44.508,1.436,48.302,7483,4783,5928,0.3416,0.943,1.105,1.615,1.216,0.969,1.335,14229.667,13596.131,17781.440,14051.236,21765.729,3245.171,1614.445,4369.344,0.650,0.434,0.505,0.574,0.362,0.477,6189,19420,0.9405,0.3689,0.4252,0.9992,0.0464,0.0711,0.6662,1.0930,0.9645,0.1826,0.0334,0.0338,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,6420,0.9992,0.8949,0.7983,0.9982,0.0464,0.0711,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0186,4.8330,5.1387,0.0895,0.0604,0.0537,0.077,0.080,0.067,0.084,881,0.0211,0.0026,0.0016,0.00147,0.00075,0.00088,27.70,28.79,28.87,2679.7053,0.2375,36.4690,12.9424,11.3685,1090617,1519751,5.9005,0.1304
8000,16280,6182,61186,114022,94877,51910,926,34120,4148,52,411431,6223487,38779.277,19659.047,0.3472,10730.437,0.066,0.846,0.038,0.050,0.542,0.338,3060,0.1022,0.7360,0.149,9.3,30.1,64.9,26.07,2.75,8.32,0.36,14.65,6.93,1.221,0.250,0.198,0.229,16.075,0.391,0.0027,146,543,8479,27567,2021,31,0.394,10078,667,1102,14511,910,2260,13110,3.25,12.89,9794,16.4434,10858,7707,292840,1421.1,-0.0,784785,24.871,2631002.543,9.56e-15,0.00223,7.77,36464,42.854,2.132,39.402,1.320,42.855,6685,4226,5369,0.3248,0.947,1.138,1.667,1.252,0.964,1.383,13238.365,11768.707,17543.397,13065.469,18900.849,3553.131,1454.235,3921.245,0.647,0.422,0.517,0.594,0.343,0.464,5767,19061,0.9443,0.4448,0.4776,0.9995,0.0394,0.0663,0.6988,1.1016,0.9694,0.1810,0.0297,0.0291,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,4706,0.9998,0.9244,0.8047,0.9990,0.0394,0.0663,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0984,4.8927,5.3478,0.0929,0.0610,0.0575,0.078,0.099,0.068,0.095,1013,0.0267,0.0026,0.0017,0.00151,0.00073,0.00093,25.49,28.85,28.83,1801.5311,0.2374,32.5608,12.9917,11.8793,1093259,1518961,10.1412,0.8349
9000,13624,5908,55263,101696,83301,45589,844,31713,4023,99,377867,5909071,35153.599,17667.536,0.3597,9172.357,0.068,0.857,0.035,0.041,0.534,0.346,2699,0.1162,0.7446,0.138,9.4,30.0,65.3,24.85,2.69,7.79,0.29,14.08,6.79,1.253,0.239,0.190,0.220,17.179,0.413,0.0026,150,552,9619,26613,2450,27,0.362,8323,35,1202,12387,743,2402,10479,3.25,12.89,10091,16.7218,9505,6581,269917,1316.7,-0.0,810142,22.861,2631002.543,2.34e-14,0.00673,30.68,33089,39.668,2.151,36.468,1.049,39.669,6353,3466,3805,0.3095,0.968,1.154,1.780,1.300,0.971,1.431,12925.171,9303.508,16510.839,12745.826,15069.291,3146.938,1476.579,3871.661,0.637,0.430,0.510,0.625,0.313,0.454,5640,17857,0.9335,0.3487,0.4445,0.9994,0.0385,0.0628,0.7355,1.1753,0.9919,0.1725,0.0250,0.0284,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3321,0.9994,0.9434,0.8330,0.9990,0.0385,0.0628,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1172,5.0541,5.4247,0.1028,0.0554,0.0527,0.056,0.086,0.056,0.082,906,0.0304,0.0017,0.0020,0.00156,0.00078,0.00093,27.05,28.41,28.43,1465.1639,0.2215,28.3460,11.0219,11.8386,1094862,1519629,18.5703,1.4032
10000,15831,5700,55616,98241,80532,41821,804,29626,3347,123,328570,5261612,35288.269,15126.655,0.3614,7704.796,0.068,0.852,0.039,0.041,0.520,0.360,2331,0.0928,0.7452,0.157,9.6,32.0,65.2,25.98,2.33,7.66,0.27,15.71,6.80,1.267,0.228,0.162,0.192,14.126,0.371,0.0027,139,558,9812,21616,3637,28,0.332,9483,62,1533,14236,842,2452,12537,3.00,12.41,9385,16.6688,8294,8234,252935,1710.4,-0.0,831910,20.892,2631002.543,3.54e-16,0.00030,11.37,31575,37.600,2.134,34.098,1.368,37.664,6821,3675,5335,0.2860,0.966,1.144,1.801,1.338,0.969,1.381,11501.955,9959.305,17751.912,11329.790,13911.363,3348.504,1305.881,2767.473,0.622,0.414,0.466,0.619,0.270,0.392,6628,17449,0.9387,0.3268,0.3869,0.9995,0.0402,0.0630,0.7467,1.0603,0.9331,0.1574,0.0344,0.0257,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,1933,0.9998,0.9332,0.7901,0.9986,0.0402,0.0630,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2580,4.8989,5.3120,0.0894,0.0466,0.0434,0.060,0.078,0.054,0.068,931,0.0341,0.0017,0.0020,0.00153,0.00069,0.00088,26.83,28.70,28.63,1323.2887,0.2310,25.7057,11.1632,9.7291,1096841,1517684,24.4058,1.3402
