step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,19057,16307,120781,845309,811917,707522,17006,73899,1981,1,204805,7061226,184649.620,66648.872,0.2676,63223.070,0.233,0.282,0.268,0.216,0.668,0.312,551,0.0128,0.7197,0.185,9.1,38.7,76.3,39.44,3.30,4.44,2.64,29.06,7.66,1.033,0.099,0.046,0.047,24.044,0.745,0.0023,183,536,2207,9108,71,0,0.000,9391,5692,4560,8805,1751,6645,10661,0.00,0.64,11008,33.6702,65779,8689,538865,1543.9,-0.0,460527,64.535,2631002.543,2.64e-14,0.00093,30.00,247896,152.527,2.163,147.098,3.267,152.528,14767,1311,2979,0.4325,0.833,1.025,1.238,1.023,0.920,1.138,37462.228,12448.842,177760.904,38104.215,32007.571,2372.829,495.602,557.371,0.728,0.573,0.552,0.895,0.728,0.684,6715,26627,0.8266,0.6136,0.5709,0.9999,0.0536,0.0566,0.5991,0.7596,0.8731,0.0945,0.0609,0.0271,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,18276,0.9999,0.7073,0.7184,0.9989,0.0536,0.0566,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0464,5.0654,5.0731,0.1452,0.2043,0.1801,0.388,0.422,0.398,0.415,4916,0.0544,0.0049,0.0061,0.00095,0.00073,0.00070,24.71,28.40,28.52,950.1715,0.0241,69.2069,38.7598,25.7756,1070630,1529694,1.6809,0.0180
2000,17126,6524,54155,116255,103952,61139,961,30143,2532,0,291984,3628704,42066.692,17104.209,0.2752,12082.760,0.149,0.516,0.167,0.168,0.572,0.335,1699,0.0429,0.6498,0.178,15.1,37.9,77.4,39.14,3.10,8.04,1.23,26.77,7.65,1.056,0.199,0.119,0.124,14.124,0.443,0.0027,178,1219,1808,17469,99,0,0.000,9549,1746,3399,11981,727,2027,14372,0.00,5.63,9508,10.4970,61966,6837,490513,2799.2,-0.0,531647,35.264,2631002.543,1.68e-14,0.00068,25.34,39028,52.758,2.134,48.544,2.080,52.759,5341,4255,7530,0.3692,0.891,1.040,1.250,1.063,0.934,1.120,16049.164,14995.410,14195.992,16013.323,23940.137,1926.463,1757.312,1337.674,0.613,0.528,0.578,0.678,0.471,0.514,6267,13455,0.7656,0.4804,0.5011,0.9999,0.0464,0.0522,0.5311,0.8460,0.8398,0.1674,0.0352,0.0201,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,8917,0.9996,0.7007,0.6548,0.9995,0.0464,0.0522,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9466,4.8871,4.8685,0.0761,0.1156,0.1062,0.203,0.231,0.178,0.226,1039,0.0397,0.0015,0.0009,0.00108,0.00058,0.00057,27.85,28.05,27.86,3934.0352,0.0484,40.2906,22.9163,12.3480,1088434,1524425,3.6483,0.1381
3000,14318,6570,52763,142268,128776,88609,896,25172,2696,2,336732,4136743,49287.656,20498.720,0.2871,14457.494,0.098,0.673,0.116,0.113,0.584,0.304,2004,0.0688,0.6438,0.173,16.0,41.2,81.2,38.81,4.57,10.11,0.95,23.18,7.44,1.080,0.229,0.314,0.328,18.775,0.362,0.0026,142,555,1691,22894,158,0,0.000,8398,136,2262,11920,614,3144,10560,0.00,6.39,9463,11.9373,44862,7199,452583,2650.7,-0.0,581837,22.011,2631002.543,2.51e-14,0.00102,14.43,45958,47.347,2.163,44.096,1.087,47.348,7384,2845,4089,0.3498,0.882,1.057,1.319,1.100,0.939,1.141,13218.706,11827.696,29780.176,13129.612,20835.362,2114.707,1804.316,2122.203,0.732,0.472,0.536,0.788,0.471,0.533,5447,19860,0.8066,0.4634,0.4513,0.9990,0.0477,0.0640,0.5284,0.9329,0.9130,0.1729,0.0373,0.0303,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,7222,0.9996,0.7915,0.7768,0.9983,0.0477,0.0640,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9683,4.7652,4.8543,0.0933,0.0913,0.0805,0.135,0.174,0.091,0.169,619,0.0303,0.0024,0.0011,0.00111,0.00056,0.00059,25.77,26.93,27.59,17154.8565,0.0727,34.4607,9.0720,12.9391,1084923,1526243,5.1848,0.2690
4000,16357,6961,52300,131361,117600,78076,985,22331,3183,7,363783,4649760,47232.766,19136.672,0.2869,12614.634,0.096,0.705,0.104,0.096,0.626,0.269,2288,0.0591,0.6317,0.162,14.2,39.5,81.3,38.10,3.81,9.26,0.86,24.18,7.43,1.092,0.225,0.284,0.299,20.736,0.409,0.0023,126,525,2275,23711,269,0,0.000,9094,105,2313,13939,823,2518,13016,0.50,7.12,8527,12.0593,31576,7315,420602,2009.0,-0.0,628131,21.688,2631002.543,1.52e-14,0.00039,37.93,42256,47.212,2.183,43.676,1.353,47.213,6929,3918,5510,0.3397,0.920,1.066,1.323,1.122,0.958,1.149,13915.147,11178.881,28260.019,13775.467,17811.914,2460.308,2041.183,2020.548,0.771,0.472,0.556,0.755,0.456,0.527,6201,20106,0.7836,0.3775,0.3902,0.9986,0.0453,0.0767,0.5290,0.8642,0.8925,0.1762,0.0262,0.0225,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3900,0.9993,0.7712,0.7790,0.9985,0.0453,0.0767,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8980,4.5458,4.7235,0.1031,0.0937,0.0809,0.162,0.149,0.081,0.166,734,0.0265,0.0030,0.0016,0.00102,0.00053,0.00053,27.56,27.89,27.84,13480.7015,0.0854,32.1339,11.0587,10.6294,1083740,1522995,5.8369,0.3126
5000,13345,6233,47296,101912,89990,53766,850,20894,2316,13,281206,4405711,38981.557,16948.543,0.3091,11515.353,0.088,0.743,0.095,0.074,0.617,0.276,1631,0.0713,0.6291,0.155,15.9,40.7,79.0,37.78,3.97,10.24,0.97,22.60,7.40,1.096,0.239,0.321,0.343,24.250,0.433,0.0024,129,523,3167,15928,404,31,0.215,8128,73,1780,11492,598,2430,10317,0.75,7.36,9847,14.3915,23469,9302,391045,1618.3,-0.0,668392,20.680,2631002.543,2.65e-15,0.00120,12.68,33859,41.191,2.182,38.049,0.960,41.192,6447,2920,3978,0.3338,0.917,1.067,1.357,1.127,0.955,1.149,12234.125,10089.887,21475.387,12068.516,16953.007,2032.305,1527.538,1873.348,0.780,0.466,0.537,0.693,0.391,0.484,8356,21402,0.8103,0.3479,0.3955,0.9972,0.0430,0.0796,0.5552,0.8921,0.9113,0.1735,0.0304,0.0234,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5244,0.9994,0.6801,0.7510,0.9980,0.0432,0.0796,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8794,4.7132,4.7228,0.1147,0.1045,0.0903,0.175,0.165,0.138,0.187,439,0.0101,0.0031,0.0020,0.00109,0.00046,0.00050,27.41,27.75,27.75,8242.4869,0.0824,29.5948,10.3950,10.2852,1085379,1523027,4.2952,0.2242
6000,15319,6491,55699,122326,108244,65644,983,23133,2835,18,344147,4999100,43388.566,18979.866,0.2997,12532.878,0.094,0.764,0.079,0.063,0.620,0.276,1778,0.0680,0.6422,0.158,11.7,36.7,74.9,34.07,3.28,9.80,0.66,20.33,7.18,1.114,0.250,0.264,0.288,21.778,0.436,0.0024,127,484,4466,19936,601,44,0.326,9847,210,1461,13648,1427,2380,11512,1.25,8.57,10784,17.2747,18809,7657,358097,2003.8,-0.0,705840,21.639,2631002.543,8.32e-15,0.00002,23.20,40719,46.188,2.264,42.627,1.297,46.189,7521,3257,4541,0.3088,0.933,1.080,1.378,1.150,0.956,1.165,14746.979,12783.929,20346.740,14575.168,20999.536,2594.992,1591.876,2260.120,0.767,0.471,0.543,0.645,0.446,0.541,7819,20781,0.7670,0.3348,0.3563,0.9986,0.0488,0.0724,0.5902,1.0065,0.9653,0.1532,0.0170,0.0248,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,6545,0.9993,0.7876,0.7931,0.9982,0.0489,0.0726,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9207,4.6756,4.7535,0.1095,0.0794,0.0653,0.112,0.118,0.101,0.097,413,0.0086,0.0022,0.0014,0.00108,0.00061,0.00058,25.64,28.34,28.22,4792.3194,0.1052,36.1836,10.9918,10.6477,1086587,1521133,2.4158,0.0759
7000,13879,6158,57354,126706,110515,68252,1100,27111,3837,15,419786,5494418,41924.553,20815.078,0.3139,12580.347,0.072,0.806,0.058,0.063,0.602,0.286,2403,0.0898,0.6557,0.155,13.6,36.9,76.2,34.08,3.41,9.61,0.78,20.28,7.25,1.150,0.239,0.259,0.291,22.509,0.418,0.0026,133,521,5913,25428,973,46,0.260,8814,481,1738,11660,987,2238,10654,1.50,9.00,10740,17.8646,15470,7256,324582,1926.2,-0.0,743313,23.325,2631002.543,1.47e-14,0.00017,24.47,39894,46.797,2.266,43.444,1.087,46.798,6921,2960,3998,0.2935,0.947,1.110,1.438,1.186,0.960,1.229,12854.547,12848.814,21269.510,12685.285,20550.105,3610.036,1547.546,3077.149,0.729,0.446,0.541,0.643,0.426,0.544,5844,23033,0.7318,0.2650,0.3262,0.9990,0.0442,0.0666,0.6265,1.0046,0.9099,0.1568,0.0326,0.0280,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4226,0.9995,0.8249,0.8153,0.9984,0.0442,0.0667,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8554,4.5438,4.6140,0.1136,0.0882,0.0730,0.120,0.136,0.114,0.129,572,0.0156,0.0024,0.0018,0.00110,0.00061,0.00063,28.15,27.65,27.37,3472.4439,0.1269,33.8480,12.3657,10.9589,1089301,1519869,1.9934,0.0432
8000,13672,5710,48396,105306,92589,55772,1138,20408,2681,37,336416,4476516,37119.596,17455.780,0.3205,10715.948,0.081,0.786,0.079,0.054,0.617,0.279,1141,0.0670,0.6426,0.149,12.7,37.9,76.9,33.81,3.21,10.13,0.55,19.93,7.23,1.192,0.249,0.248,0.285,21.968,0.380,0.0024,123,552,7746,17807,1613,40,0.264,9022,848,1148,11676,827,1930,10915,1.75,7.85,10843,17.5031,12809,9171,301210,2069.3,-0.0,773530,18.289,2631002.543,5.84e-15,0.00004,7.77,35559,38.615,2.232,35.341,1.042,38.615,6588,2436,4648,0.2419,0.942,1.151,1.517,1.225,0.943,1.277,11548.303,10860.598,19474.487,11374.082,16986.975,3300.444,924.486,2514.902,0.719,0.470,0.544,0.626,0.472,0.503,7764,20459,0.7791,0.1982,0.3125,0.9992,0.0503,0.0733,0.6331,0.9009,0.8902,0.1575,0.0292,0.0227,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,4482,0.9994,0.7994,0.7559,0.9983,0.0503,0.0733,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.7710,4.4935,4.6024,0.1152,0.0663,0.0535,0.079,0.109,0.081,0.076,536,0.0171,0.0024,0.0020,0.00110,0.00052,0.00062,25.84,27.94,28.59,2747.7067,0.1179,29.0652,10.3050,7.9841,1091728,1518012,3.4132,0.2825
9000,12090,5193,55047,118903,102366,62731,1125,22964,4178,111,448842,4859621,38773.990,21281.358,0.3200,12305.803,0.074,0.796,0.091,0.039,0.592,0.292,2595,0.0954,0.6612,0.137,14.9,40.5,73.9,33.98,3.26,10.19,0.55,19.98,7.19,1.203,0.241,0.268,0.311,22.134,0.344,0.0024,129,500,8761,21350,2290,38,0.358,8051,47,1142,10901,542,2359,9189,2.00,9.69,12536,18.5575,10909,9533,281048,2051.0,-0.0,797408,19.098,2631002.543,2.42e-14,0.00062,30.68,42978,40.155,2.063,37.161,0.930,40.156,6036,2136,3918,0.2426,0.958,1.169,1.506,1.246,0.957,1.270,12007.204,13693.248,17652.749,11880.891,21546.153,3351.085,1415.761,4208.708,0.720,0.448,0.534,0.638,0.448,0.525,7781,22723,0.8144,0.1906,0.3162,0.9991,0.0340,0.0528,0.6487,0.8927,0.8547,0.1544,0.0365,0.0268,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,6022,0.9994,0.7272,0.7025,0.9973,0.0340,0.0528,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8253,4.6835,4.8446,0.1151,0.0642,0.0567,0.081,0.118,0.090,0.076,631,0.0249,0.0017,0.0018,0.00105,0.00064,0.00077,26.45,28.36,28.69,2007.7937,0.1107,34.0503,9.0504,10.0476,1095153,1516800,6.0567,0.5157
10000,12679,5286,54571,127841,113028,72390,880,17897,2668,115,356838,4446006,41849.645,21823.635,0.3320,14420.174,0.091,0.772,0.086,0.051,0.616,0.284,1253,0.0680,0.6394,0.148,15.0,41.4,78.6,34.96,3.36,9.29,0.74,21.58,7.13,1.218,0.223,0.245,0.293,20.241,0.349,0.0021,115,487,8743,16498,2747,35,0.203,8226,38,1317,11324,409,2361,9909,1.75,8.03,12963,19.8066,9271,9407,263280,2417.7,-0.0,818142,16.230,2631002.543,1.91e-14,0.00019,11.37,47260,38.921,2.035,35.806,1.081,38.972,6269,2280,4130,0.2210,0.964,1.180,1.552,1.278,0.948,1.277,13113.685,13862.516,20014.007,12930.474,23325.337,3281.261,883.879,3238.321,0.717,0.493,0.541,0.650,0.491,0.567,7212,24062,0.8110,0.1816,0.3242,0.9995,0.0447,0.0621,0.6422,0.8230,0.7948,0.1576,0.0337,0.0363,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,8782,0.9991,0.7019,0.6785,0.9979,0.0447,0.0621,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.7175,4.8681,4.9779,0.1097,0.0784,0.0623,0.092,0.138,0.136,0.098,458,0.0161,0.0015,0.0016,0.00108,0.00060,0.00075,27.57,28.15,28.34,1741.9301,0.1059,36.8837,8.7372,7.4931,1097749,1514611,7.3052,0.5259
