step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,4727,2397,134273,604692,580925,465342,5077,35863,1132,0,201392,2521706,169942.855,59044.549,0.1837,56732.739,0.254,0.270,0.246,0.229,0.592,0.371,395,0.0403,0.6192,0.176,20.3,57.2,118.5,55.27,5.69,7.20,1.92,40.46,8.06,1.054,0.124,0.125,0.127,16.277,0.485,0.0025,87,314,1126,7131,27,0,0.000,2294,1445,1402,1880,178,1042,3507,0.00,1.50,26817,42.6781,65451,12984,547234,2338.1,-0.0,462167,44.053,2631002.543,1.45e-14,0.00093,30.00,183588,87.588,1.956,85.443,0.189,87.588,2879,766,1082,0.3928,0.821,1.047,1.295,1.069,0.880,1.139,35712.416,10394.500,160658.535,36202.902,29814.157,1320.170,616.378,375.262,0.630,0.580,0.536,0.814,0.717,0.625,10840,97277,0.5010,0.6871,0.6888,0.9999,0.0457,0.0532,0.4277,0.8008,0.8494,0.1235,0.0559,0.0320,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,10297,0.9995,0.6971,0.7236,0.9988,0.0457,0.0532,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9631,4.9900,4.9555,0.0632,0.1604,0.1405,0.222,0.323,0.333,0.200,8953,0.4181,0.0147,0.0206,0.00417,0.00278,0.00237,22.76,26.90,26.62,1281.5735,0.0166,65.1823,26.5811,17.4718,1093000,1532055,0.3336,0.0035
2000,7060,1485,35189,83744,79587,47864,691,8164,704,0,92127,1165970,29900.477,8498.460,0.1980,7358.492,0.123,0.545,0.185,0.147,0.569,0.332,718,0.0369,0.6441,0.151,14.5,39.3,92.1,44.74,2.73,7.13,1.28,33.60,8.08,1.001,0.159,0.124,0.126,9.904,0.358,0.0024,77,366,379,4297,22,0,0.000,2989,671,2742,3647,187,597,6276,0.00,4.88,35233,30.1038,58595,17531,524402,2829.1,-0.0,502023,8.914,2631002.543,1.15e-14,0.00071,25.34,25445,17.687,1.944,15.528,0.215,17.688,1794,2598,2668,0.4779,0.817,1.005,1.169,1.033,0.878,1.099,10027.100,6612.108,16708.462,10074.419,10476.089,253.622,726.150,160.197,0.551,0.561,0.590,0.672,0.484,0.568,26617,19359,0.3332,0.5382,0.5561,0.9999,0.0452,0.0633,0.4411,0.8254,0.8782,0.1187,0.0231,0.0255,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,3690,0.9990,0.7087,0.7392,0.9988,0.0452,0.0633,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3864,4.8407,4.8238,0.0515,0.1235,0.1108,0.217,0.213,0.242,0.178,939,0.2343,0.0067,0.0032,0.00411,0.00097,0.00078,27.71,25.47,25.31,7004.2208,0.0130,20.5620,3.9634,4.9507,1095430,1529626,0.6764,0.0230
3000,6755,1984,51237,132090,125906,79671,1182,12415,1036,0,127829,1608968,42910.857,14595.630,0.2146,12881.110,0.081,0.533,0.222,0.164,0.564,0.331,561,0.0560,0.6523,0.158,15.9,36.8,103.2,43.87,4.79,7.96,0.85,30.28,7.76,1.021,0.185,0.169,0.173,12.685,0.323,0.0025,69,316,619,7486,76,0,0.000,3123,36,1824,4895,100,534,6121,0.00,7.04,38235,31.6057,49505,17620,504877,2228.3,-0.0,534677,11.662,2631002.543,5.84e-15,0.00162,14.43,41460,25.418,2.019,23.191,0.208,25.418,1901,1990,2864,0.3932,0.804,1.020,1.223,1.041,0.880,1.104,11825.643,11681.090,25751.473,11812.986,18227.509,407.832,833.757,472.930,0.606,0.527,0.581,0.697,0.532,0.568,33483,33118,0.4611,0.3982,0.5099,0.9993,0.0394,0.0444,0.4104,0.8369,0.9427,0.2049,0.0296,0.0179,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4039,0.9983,0.6526,0.7855,0.9983,0.0394,0.0444,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3763,4.7130,4.6085,0.0615,0.0986,0.0841,0.120,0.148,0.192,0.104,934,0.1896,0.0056,0.0051,0.00434,0.00119,0.00087,20.80,26.46,25.41,9138.2508,0.0154,30.1754,3.5443,8.1176,1095176,1528902,0.9541,0.0421
4000,6385,2219,46492,109000,102650,61847,661,11057,884,1,123497,1679475,39792.619,12996.278,0.2334,11194.967,0.087,0.610,0.152,0.151,0.547,0.340,549,0.0679,0.6367,0.151,15.0,43.8,102.4,46.11,5.64,8.58,0.73,31.16,8.04,1.037,0.176,0.224,0.237,14.997,0.343,0.0024,64,342,909,9388,130,0,0.000,3176,35,1501,4849,72,740,5573,0.00,6.89,38422,31.2977,41721,18518,491299,2380.3,0.0,564207,11.699,2631002.543,9.91e-15,0.00124,37.93,34264,23.954,2.004,21.770,0.180,23.955,1954,1781,2650,0.3966,0.817,1.024,1.220,1.043,0.916,1.115,10202.826,9443.902,26303.369,10197.164,14487.052,478.277,697.275,625.760,0.659,0.501,0.534,0.689,0.455,0.507,41458,31525,0.4360,0.3549,0.3668,0.9991,0.0392,0.0565,0.4296,0.9045,0.9250,0.2307,0.0352,0.0186,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2338,0.9987,0.7970,0.7979,0.9994,0.0392,0.0566,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4605,4.5784,4.6935,0.0666,0.0916,0.0750,0.110,0.236,0.169,0.072,1057,0.1901,0.0065,0.0065,0.00372,0.00081,0.00068,26.51,27.04,26.95,7927.9378,0.0168,24.8531,4.4155,7.2832,1095599,1527853,1.0904,0.0499
5000,5543,1708,38912,89071,83595,49598,561,8685,687,5,102964,1463991,30392.035,10465.174,0.2550,8823.872,0.075,0.638,0.125,0.162,0.542,0.354,249,0.0616,0.6507,0.140,15.3,41.1,95.8,43.49,3.60,8.02,0.39,31.48,7.90,1.070,0.166,0.138,0.157,14.075,0.326,0.0022,64,350,1029,6519,235,11,0.277,2735,37,1416,4090,155,448,4940,0.00,8.67,45648,34.7267,38067,20665,477924,2525.9,-0.0,582785,8.771,2631002.543,1.49e-14,0.00049,12.68,28801,20.078,2.164,17.767,0.148,20.079,1229,1706,2608,0.3854,0.885,1.043,1.281,1.110,0.946,1.133,9186.408,10690.380,14110.769,9145.748,15959.391,371.784,574.274,695.244,0.557,0.521,0.557,0.622,0.481,0.575,47496,28524,0.4054,0.2979,0.3227,0.9986,0.0308,0.0685,0.4559,0.8926,0.9278,0.1801,0.0470,0.0186,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,1150,0.9985,0.8602,0.8350,0.9986,0.0308,0.0685,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2416,4.3358,4.5963,0.0739,0.0518,0.0354,0.043,0.076,0.064,0.060,703,0.1399,0.0042,0.0050,0.00404,0.00098,0.00091,25.44,27.23,26.99,3767.2821,0.0177,25.3688,2.8857,5.8857,1098247,1526565,0.8034,0.0372
6000,7587,2247,48366,122435,116613,73243,826,9689,704,8,115397,1543992,42337.526,13022.592,0.2546,11186.641,0.089,0.603,0.138,0.170,0.530,0.371,323,0.0464,0.6394,0.151,17.1,47.6,92.5,48.38,3.35,6.48,1.20,37.35,7.78,1.047,0.139,0.122,0.139,12.317,0.319,0.0022,61,318,1229,8123,319,12,0.289,3312,376,1625,5586,601,1479,5507,0.00,7.24,44175,42.0689,36497,20924,463235,4387.4,-0.0,602875,10.453,2631002.543,2.83e-15,0.00013,23.20,38765,24.847,2.129,22.416,0.302,24.848,3359,1669,2559,0.4379,0.828,1.028,1.248,1.032,0.951,1.130,9873.169,11228.345,27040.050,9828.776,16655.341,624.618,540.317,671.016,0.601,0.484,0.535,0.720,0.465,0.537,52332,32862,0.3848,0.1954,0.2565,0.9975,0.0366,0.0651,0.4465,0.9911,1.0202,0.0920,0.0448,0.0191,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,2124,0.9993,0.8463,0.8464,0.9982,0.0368,0.0652,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8170,4.5453,4.7652,0.0621,0.1235,0.0825,0.157,0.125,0.181,0.142,935,0.2082,0.0067,0.0062,0.00356,0.00087,0.00086,21.92,25.95,25.90,1696.7042,0.0227,26.7979,3.8113,6.6422,1097699,1525518,0.4356,0.0126
7000,5261,1872,42227,100182,95173,57317,638,9126,606,11,93439,1532120,38647.345,12276.454,0.2504,10814.377,0.097,0.640,0.131,0.133,0.540,0.359,371,0.0655,0.6180,0.141,18.7,42.2,104.5,45.27,6.16,8.50,0.86,29.75,8.01,1.082,0.177,0.208,0.224,13.044,0.394,0.0022,64,371,1349,6324,451,12,0.128,2584,615,1067,3579,299,654,4308,0.00,9.34,42435,38.4094,33466,21286,445386,1684.2,-0.0,635906,12.252,2631002.543,3.89e-15,0.00032,24.47,31155,22.726,2.145,20.452,0.129,22.727,1858,1417,1986,0.4167,0.854,1.037,1.402,1.052,0.954,1.202,8039.153,7668.644,30074.404,7952.873,11434.446,487.139,392.420,582.518,0.624,0.518,0.504,0.669,0.468,0.475,58229,32160,0.3873,0.2504,0.3492,0.9990,0.0484,0.0648,0.4196,1.0790,0.9892,0.2171,0.0515,0.0250,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,1234,0.9986,0.8771,0.8806,0.9985,0.0484,0.0648,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1143,4.3068,4.8033,0.0610,0.0888,0.0730,0.093,0.145,0.204,0.102,1416,0.2613,0.0071,0.0101,0.00307,0.00068,0.00060,26.95,25.08,25.89,3215.9135,0.0191,19.6096,6.4977,5.7543,1100393,1525138,0.3304,0.0052
8000,5720,1721,35004,73473,68778,37991,478,7578,640,8,91149,1439671,29354.125,8439.654,0.2486,7023.202,0.074,0.743,0.088,0.094,0.530,0.367,203,0.0593,0.6218,0.114,19.5,40.0,108.1,47.36,7.37,6.67,0.91,32.41,7.97,1.037,0.153,0.193,0.206,13.703,0.319,0.0022,62,371,1137,7293,329,14,0.412,2669,212,943,4565,529,751,4440,0.00,9.10,49983,41.5391,28866,22304,434824,2107.0,-0.0,649172,8.564,2631002.543,1.95e-14,0.00177,7.77,22696,18.458,2.142,16.187,0.130,18.459,2168,1528,2024,0.5100,0.828,0.998,1.296,0.976,0.951,1.167,6565.046,7578.071,19268.663,6511.140,10597.524,292.892,435.610,687.950,0.634,0.507,0.499,0.668,0.370,0.430,64029,24439,0.2864,0.2123,0.2940,0.9989,0.0427,0.0596,0.4040,1.0199,0.9970,0.2414,0.0451,0.0262,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,847,0.9994,0.8956,0.8186,0.9981,0.0427,0.0596,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1126,4.4454,4.6525,0.0613,0.1077,0.0914,0.059,0.158,0.235,0.121,1033,0.1913,0.0082,0.0114,0.00334,0.00046,0.00077,23.65,26.18,26.18,4731.7226,0.0123,17.3000,3.4417,5.1228,1100379,1524215,0.5915,0.0409
9000,4285,1755,36767,78592,74784,41305,520,6290,346,16,62713,1159286,32533.310,9076.211,0.2543,8079.312,0.095,0.669,0.122,0.113,0.532,0.373,260,0.0580,0.5921,0.127,21.9,50.8,108.2,52.55,9.97,7.32,0.53,34.72,8.35,1.035,0.152,0.274,0.285,19.230,0.374,0.0021,45,306,1162,5617,355,13,0.368,2110,5,1002,3278,48,529,3708,0.00,7.88,51761,42.4974,26183,22212,427442,1631.4,0.0,661770,8.371,2631002.543,2.28e-14,0.00092,30.68,23869,17.727,1.989,15.660,0.078,17.728,1659,1105,1521,0.5060,0.809,0.998,1.256,0.951,0.963,1.179,6408.660,7373.667,24266.599,6363.291,9982.732,259.870,346.817,390.212,0.628,0.515,0.495,0.643,0.363,0.415,67405,29976,0.4327,0.1920,0.2252,0.9993,0.0443,0.0719,0.3856,0.9715,0.9075,0.3031,0.0526,0.0289,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,684,0.9999,0.8532,0.8409,0.9991,0.0443,0.0719,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0374,4.5475,4.7280,0.0708,0.0940,0.0777,0.032,0.107,0.187,0.081,890,0.1903,0.0063,0.0097,0.00352,0.00052,0.00079,23.49,26.88,26.37,2812.1354,0.0093,16.5332,4.0617,4.3090,1100929,1523818,1.1018,0.0694
10000,4261,1619,27059,49780,45948,22401,320,5905,389,4,69689,1107820,22057.093,6213.608,0.2535,5109.642,0.083,0.715,0.094,0.109,0.534,0.366,182,0.0585,0.6076,0.117,18.9,40.6,104.2,46.02,7.28,9.05,0.81,28.88,8.08,1.057,0.198,0.214,0.226,17.759,0.366,0.0022,56,355,1205,5321,619,14,0.140,2372,57,1296,2908,82,339,3840,0.25,9.31,60943,45.8131,24139,23697,423834,1510.9,0.0,663916,7.474,2631002.543,1.08e-14,0.00499,11.37,15816,13.916,2.022,11.811,0.083,13.931,1574,1026,1661,0.4616,0.816,1.014,1.315,0.992,0.965,1.176,5082.297,6380.818,13371.732,5058.317,8736.686,244.515,361.051,498.401,0.595,0.528,0.515,0.577,0.330,0.401,71761,19398,0.5591,0.1699,0.2092,0.9990,0.0394,0.0646,0.4156,1.1893,1.0602,0.2561,0.0240,0.0214,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,696,0.9991,0.9441,0.8736,0.9985,0.0394,0.0646,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0681,4.3528,4.5784,0.0739,0.1197,0.1049,0.112,0.165,0.259,0.092,691,0.1788,0.0081,0.0097,0.00331,0.00037,0.00059,26.14,24.85,25.79,2200.6502,0.0093,13.9618,3.3010,4.1726,1102194,1523114,1.3681,0.0711
