step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,14724,12129,112989,729412,699819,604630,11793,60060,1985,0,206588,5926241,183612.934,61180.531,0.2841,57512.917,0.232,0.285,0.243,0.239,0.666,0.308,500,0.0178,0.7021,0.174,7.3,42.9,82.5,40.33,3.93,4.55,2.56,29.28,7.72,1.051,0.114,0.067,0.069,23.712,0.730,0.0022,169,511,1930,14378,95,0,0.000,7075,4226,3682,6816,1592,5453,7679,0.00,0.64,11433,33.2379,65550,10061,539316,1207.8,-0.0,466659,76.428,2631002.543,9.73e-15,0.00093,30.00,212745,130.813,2.205,126.909,1.699,130.814,12088,644,1992,0.3891,0.840,1.044,1.256,1.044,0.915,1.140,37292.014,12050.274,167417.907,37810.669,35897.276,2578.117,593.551,495.945,0.715,0.581,0.570,0.899,0.724,0.650,7306,31763,0.9350,0.6561,0.6521,0.9999,0.0631,0.0602,0.5738,0.6309,0.7787,0.1083,0.0652,0.0358,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,12391,0.9999,0.6944,0.7353,0.9993,0.0631,0.0602,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1086,5.0535,5.0445,0.1428,0.1887,0.1656,0.348,0.410,0.377,0.373,16042,0.2885,0.0128,0.0153,0.00493,0.00264,0.00253,25.35,28.36,28.25,1179.4544,0.0066,73.1080,56.3336,20.0948,1076342,1531173,0.6857,0.0077
2000,15397,5903,56520,153774,144543,95970,1284,21569,1416,0,187870,3206559,47691.180,19994.156,0.3636,15724.669,0.194,0.484,0.154,0.168,0.656,0.278,664,0.0260,0.6460,0.169,14.1,40.8,84.1,39.84,3.68,7.06,1.11,28.00,7.50,1.090,0.170,0.215,0.227,15.589,0.382,0.0023,118,1087,1413,12174,63,0,0.000,7707,1982,3992,9423,694,2071,12632,0.00,2.93,10488,11.0259,56000,10122,494542,4009.2,-0.0,534362,28.133,2631002.543,8.85e-16,0.00068,25.34,44809,44.749,2.231,41.257,1.261,44.750,6609,2868,5920,0.3122,0.891,1.075,1.303,1.116,0.915,1.146,15810.592,15506.172,21235.602,15734.596,26445.652,2582.752,649.352,1037.382,0.713,0.603,0.597,0.793,0.559,0.550,10160,21411,0.9165,0.4442,0.4958,0.9997,0.0657,0.0799,0.5457,0.7834,0.7464,0.1693,0.0249,0.0302,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,8247,0.9994,0.7131,0.6856,0.9988,0.0657,0.0799,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2260,5.1955,5.0705,0.0806,0.1002,0.0838,0.149,0.178,0.164,0.156,3204,0.1257,0.0027,0.0023,0.00564,0.00163,0.00157,27.96,28.04,27.39,9700.3954,0.0112,42.6796,20.7997,7.3331,1086388,1526374,1.4489,0.0532
3000,15556,7314,59308,166199,155645,105852,1039,19874,1806,1,243780,4533382,54873.426,24342.778,0.3186,19488.023,0.143,0.650,0.100,0.107,0.674,0.245,1377,0.0432,0.6344,0.144,16.9,41.3,83.5,38.97,4.52,9.39,0.79,24.27,7.39,1.100,0.211,0.371,0.394,20.331,0.381,0.0021,106,440,1784,14822,119,0,0.000,8630,76,1887,13593,1085,3400,11071,0.25,4.11,8878,11.5965,38361,11225,458297,2621.1,-0.0,586754,22.346,2631002.543,3.19e-15,0.00102,14.43,49722,46.153,2.328,42.856,0.970,46.154,8577,2562,4417,0.3005,0.910,1.068,1.318,1.126,0.935,1.143,14156.826,14889.788,33562.111,14114.029,26685.309,2747.886,1096.644,1010.225,0.806,0.522,0.549,0.806,0.511,0.533,11100,29871,0.9185,0.4932,0.5179,0.9998,0.0543,0.0971,0.5354,0.8583,0.8072,0.1728,0.0202,0.0361,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5115,0.9994,0.7223,0.7658,0.9987,0.0543,0.0971,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2191,4.9426,5.0031,0.0965,0.0785,0.0672,0.112,0.127,0.127,0.121,2482,0.1155,0.0089,0.0055,0.00527,0.00143,0.00172,21.87,27.36,27.37,17716.8414,0.0196,41.5028,13.1864,9.1596,1082367,1525571,2.1866,0.1059
4000,13182,6966,58499,146686,136860,87307,880,19697,1833,5,241426,5003454,50046.848,23796.328,0.3568,18413.158,0.132,0.699,0.083,0.086,0.686,0.240,1047,0.0496,0.6225,0.135,16.9,42.0,85.1,38.86,4.75,9.34,0.66,24.10,7.30,1.112,0.212,0.381,0.407,25.149,0.436,0.0020,108,466,2841,14826,301,0,0.000,7822,33,1896,11253,736,2574,9872,0.75,5.09,7968,9.9225,25821,9697,424211,2286.5,0.0,635464,23.856,2631002.543,6.37e-15,0.00039,37.93,45607,44.771,2.207,41.851,0.713,44.771,6791,2486,3905,0.2902,0.922,1.083,1.338,1.148,0.942,1.158,15694.778,14749.925,25689.988,15578.945,27191.074,3014.750,1093.201,1275.218,0.818,0.543,0.542,0.771,0.503,0.543,10309,31666,0.9055,0.5050,0.4424,0.9998,0.0425,0.0988,0.5308,0.8698,0.8060,0.1962,0.0298,0.0240,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5234,0.9993,0.7084,0.7663,0.9988,0.0425,0.0988,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1901,4.8616,5.0394,0.1121,0.0782,0.0636,0.091,0.126,0.103,0.125,2438,0.1117,0.0060,0.0036,0.00528,0.00172,0.00199,27.95,26.79,27.67,12694.7388,0.0210,43.6711,15.0739,8.7819,1083875,1523947,2.4699,0.1270
5000,13001,5897,53135,113238,103940,59390,713,17950,1607,14,222578,4115973,41443.206,18886.287,0.3215,14413.434,0.121,0.707,0.072,0.100,0.645,0.270,965,0.0514,0.6211,0.131,17.0,46.2,88.1,41.29,4.64,8.41,0.71,27.54,7.39,1.109,0.184,0.331,0.354,24.153,0.404,0.0021,110,463,4049,13999,532,29,0.471,7536,120,1847,11034,801,2643,9557,1.00,6.13,8471,12.0764,19494,11489,393073,2414.7,-0.0,676926,21.370,2631002.543,1.22e-14,0.00099,12.68,36379,39.767,2.245,36.661,0.862,39.768,6453,2300,4248,0.2758,0.935,1.086,1.328,1.139,0.953,1.150,13498.386,14067.147,18085.470,13384.985,24386.186,2369.455,1188.178,915.220,0.769,0.508,0.540,0.646,0.454,0.517,11298,27676,0.9375,0.5218,0.4753,0.9992,0.0527,0.1052,0.5377,0.8088,0.7099,0.1873,0.0304,0.0334,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3910,0.9995,0.7626,0.7364,0.9984,0.0528,0.1052,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1441,4.8411,5.0138,0.1051,0.0873,0.0686,0.069,0.151,0.112,0.111,2159,0.0974,0.0061,0.0031,0.00517,0.00162,0.00197,26.16,26.89,27.94,6434.9465,0.0233,38.7570,13.4231,7.9471,1087286,1521366,1.7844,0.0932
6000,13968,5850,57041,125842,116438,68143,658,17540,1281,24,206108,3991739,45466.885,19987.703,0.3100,15994.252,0.119,0.699,0.087,0.094,0.637,0.283,771,0.0435,0.6100,0.141,19.3,44.9,85.6,41.08,4.57,8.40,0.66,27.44,7.40,1.102,0.186,0.296,0.317,22.710,0.405,0.0021,105,415,5485,12677,890,39,0.418,8331,332,1920,11716,977,2233,10758,1.25,6.58,9917,15.2657,15416,9646,359809,2135.5,-0.0,715498,21.092,2631002.543,1.88e-14,0.00002,23.20,41323,42.820,2.247,39.546,1.028,42.821,6292,3002,4674,0.3058,0.929,1.072,1.340,1.140,0.943,1.154,16567.925,15451.164,17200.238,16428.241,27832.658,1983.364,914.086,1096.002,0.733,0.529,0.569,0.624,0.509,0.539,11089,30165,0.9502,0.4574,0.4527,0.9992,0.0453,0.1112,0.5419,0.7868,0.7362,0.1993,0.0345,0.0319,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4770,0.9995,0.6900,0.7374,0.9984,0.0454,0.1113,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0787,4.7378,4.9351,0.0996,0.0808,0.0725,0.112,0.113,0.093,0.166,2294,0.1065,0.0036,0.0030,0.00495,0.00177,0.00206,24.10,27.55,28.07,4186.7471,0.0242,45.3356,13.0973,7.9946,1090157,1518192,0.9446,0.0308
7000,13840,5901,49037,103542,93573,53954,551,17662,1232,35,213193,4007674,40319.215,17708.385,0.3148,13513.418,0.101,0.743,0.078,0.079,0.622,0.294,553,0.0464,0.6109,0.128,18.3,43.8,83.5,39.43,4.99,8.62,0.67,25.15,7.41,1.112,0.190,0.313,0.341,22.274,0.392,0.0022,119,474,6967,11869,1102,43,0.598,8536,885,1567,11388,1016,2301,10523,1.50,7.01,11261,18.8987,12476,11066,330325,2343.0,-0.0,750163,21.122,2631002.543,1.13e-14,0.00036,24.47,34497,39.859,2.307,36.555,0.997,39.860,6978,2573,4289,0.2767,0.932,1.086,1.338,1.147,0.944,1.156,11969.003,13141.723,19037.475,11868.897,22926.261,2430.364,735.105,1029.499,0.703,0.505,0.564,0.605,0.459,0.518,12831,24389,0.9194,0.4151,0.4492,0.9996,0.0578,0.1327,0.5536,0.8301,0.7927,0.2033,0.0460,0.0377,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3274,0.9997,0.7636,0.7982,0.9986,0.0578,0.1327,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1763,4.9555,5.0357,0.0994,0.0779,0.0674,0.110,0.118,0.114,0.151,2573,0.1154,0.0046,0.0039,0.00518,0.00160,0.00216,27.95,27.99,28.21,3048.9836,0.0291,35.7446,13.4589,7.6631,1092212,1516786,0.7392,0.0153
8000,13401,5828,58109,132321,120964,73424,788,19780,1564,50,260770,4531748,46308.204,22684.217,0.3340,17241.085,0.096,0.761,0.068,0.075,0.617,0.298,862,0.0565,0.6194,0.145,18.0,45.4,85.5,39.69,4.85,8.17,0.56,26.11,7.42,1.130,0.184,0.280,0.309,21.110,0.389,0.0022,117,456,8485,15144,2006,46,0.420,7976,1127,1305,10969,995,2293,10113,2.00,7.56,10766,18.4899,10262,9165,302389,2377.0,-0.0,780859,22.233,2631002.543,2.30e-15,0.00035,7.77,44213,44.050,2.308,40.879,0.863,44.051,6955,2363,4083,0.2606,0.940,1.100,1.364,1.173,0.951,1.159,14383.705,16243.010,20028.590,14304.776,29215.923,2852.017,762.947,1828.168,0.712,0.492,0.545,0.620,0.476,0.576,9972,30009,0.9293,0.3329,0.4054,0.9994,0.0470,0.1088,0.5671,0.8408,0.7254,0.1999,0.0521,0.0326,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,4255,0.9997,0.7702,0.7272,0.9987,0.0470,0.1088,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1982,5.0779,5.1708,0.0952,0.0695,0.0628,0.075,0.111,0.117,0.094,2890,0.1222,0.0050,0.0047,0.00543,0.00177,0.00232,24.22,28.25,28.26,2278.2906,0.0307,44.3796,13.8994,8.3337,1095093,1515484,1.3716,0.1068
9000,10172,5076,47223,105817,97437,57969,625,15436,849,60,169021,3802588,38137.145,18031.745,0.3598,14231.399,0.104,0.761,0.055,0.081,0.616,0.305,433,0.0572,0.6182,0.128,18.0,43.9,81.2,36.97,5.48,7.86,0.44,23.19,7.12,1.155,0.178,0.329,0.367,23.515,0.401,0.0020,113,490,8100,8938,2121,47,0.268,6356,25,1045,9102,525,2745,6902,1.75,7.19,11316,18.7119,8631,8850,278492,2076.6,0.0,809203,18.373,2631002.543,1.82e-14,0.01135,30.68,34896,36.228,2.270,33.443,0.516,36.229,6182,1374,2616,0.2245,0.948,1.134,1.418,1.192,0.938,1.184,12247.716,11630.388,18474.787,12171.571,21722.186,2464.831,415.121,920.394,0.716,0.469,0.514,0.631,0.502,0.538,10560,29402,0.9201,0.4029,0.4371,0.9999,0.0515,0.1274,0.5631,0.9645,0.7839,0.2154,0.0341,0.0340,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2613,0.9995,0.8721,0.7554,0.9992,0.0515,0.1274,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2362,5.3364,5.0271,0.1081,0.0632,0.0503,0.068,0.079,0.069,0.090,2092,0.1081,0.0036,0.0049,0.00569,0.00183,0.00251,26.67,27.09,28.31,1693.1920,0.0276,34.5755,12.1092,6.2642,1097946,1516190,2.6620,0.1995
10000,12194,5511,48164,99280,90118,50498,618,16102,1100,89,184356,4106100,37719.895,15182.326,0.3213,11480.620,0.101,0.799,0.045,0.055,0.623,0.299,560,0.0496,0.6309,0.128,17.0,42.8,80.8,36.49,4.99,7.27,0.41,23.83,7.17,1.143,0.170,0.289,0.324,20.037,0.401,0.0021,111,459,7564,10989,2455,46,0.154,7311,47,1510,10637,562,2648,8984,2.00,7.31,12227,20.0218,7221,9365,260609,1791.6,-0.0,830871,18.223,2631002.543,1.22e-14,0.00781,11.37,33141,33.435,2.193,30.370,0.871,33.483,6261,2281,3652,0.2490,0.951,1.104,1.415,1.214,0.956,1.139,12194.623,10798.508,18580.192,12111.645,18508.678,2236.423,605.758,859.525,0.724,0.498,0.523,0.640,0.440,0.480,12267,25101,0.9296,0.2984,0.3937,0.9997,0.0441,0.1181,0.5507,0.8591,0.7896,0.2262,0.0381,0.0341,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,1593,0.9997,0.8262,0.7719,0.9989,0.0441,0.1181,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2237,5.4001,5.2086,0.0942,0.0640,0.0580,0.064,0.080,0.069,0.114,2157,0.1176,0.0027,0.0041,0.00552,0.00153,0.00216,27.19,27.51,28.15,1468.6797,0.0263,31.1711,11.5606,6.6628,1099478,1513934,3.4028,0.2083
