step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,17701,14552,113779,785634,754229,657551,14304,69761,2194,0,225257,6451297,184280.066,63154.603,0.2919,59044.640,0.231,0.277,0.268,0.224,0.664,0.313,781,0.0145,0.7135,0.113,8.2,39.7,78.4,39.19,3.42,4.69,2.49,28.59,7.62,1.043,0.107,0.052,0.059,22.631,0.736,0.0023,188,542,2073,9757,90,0,0.000,8874,5056,4514,8131,1941,6411,9349,0.00,0.68,10720,33.1553,65935,9261,538808,1368.2,-0.0,464025,72.912,2631002.543,1.40e-14,0.00093,30.00,229582,128.672,2.077,124.060,2.535,128.673,14174,1246,2281,0.4155,0.835,1.032,1.260,1.039,0.921,1.129,37425.964,12347.731,171127.177,37975.116,34222.412,2986.647,704.763,418.553,0.720,0.557,0.579,0.903,0.726,0.664,6794,19573,0.9378,0.6852,0.6156,0.9999,0.0543,0.0583,0.6055,0.7471,0.7672,0.0986,0.0406,0.0374,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17253,0.9998,0.7647,0.7307,0.9993,0.0543,0.0583,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0971,5.0029,5.0840,0.1407,0.1884,0.1671,0.353,0.422,0.372,0.368,11273,0.1596,0.0092,0.0115,0.00273,0.00173,0.00160,24.68,27.28,28.44,792.3675,0.0044,71.4595,49.8039,23.1081,1073519,1530509,0.4257,0.0047
2000,15921,5699,55861,129751,117045,72677,1213,28119,3147,0,318795,3557291,39980.373,19221.382,0.3423,12401.352,0.159,0.520,0.159,0.162,0.584,0.315,1627,0.0478,0.6693,0.104,13.1,36.2,71.1,36.00,3.00,7.59,1.25,24.15,7.47,1.078,0.205,0.143,0.150,13.393,0.419,0.0027,149,1161,1524,23441,75,0,0.000,8624,2163,3487,10271,725,2178,13018,0.00,5.15,9305,9.9921,61003,9310,493180,2852.2,-0.0,533861,31.869,2631002.543,4.96e-15,0.00068,25.34,38819,42.698,2.073,39.232,1.392,42.698,5975,3418,6528,0.3466,0.893,1.055,1.301,1.098,0.939,1.132,15061.729,13251.145,15339.547,14980.150,22062.029,3642.748,1768.736,1408.545,0.629,0.525,0.587,0.714,0.482,0.539,9146,17276,0.8867,0.4528,0.5150,0.9996,0.0542,0.0742,0.5704,0.7759,0.8503,0.1646,0.0253,0.0214,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6495,0.9991,0.6296,0.7018,0.9992,0.0542,0.0742,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1449,5.1101,5.1464,0.0760,0.1105,0.0980,0.177,0.205,0.155,0.224,2604,0.0852,0.0046,0.0023,0.00315,0.00107,0.00112,27.35,28.04,27.74,5057.3764,0.0107,37.5349,22.5389,9.3300,1089175,1525768,0.8989,0.0328
3000,15608,6806,63788,174939,161440,109562,1589,26690,3026,0,322207,4210194,52668.881,25080.122,0.3287,18461.201,0.132,0.603,0.141,0.125,0.596,0.299,1791,0.0592,0.6677,0.079,13.8,36.4,69.1,34.24,3.54,8.92,0.67,21.11,7.32,1.105,0.236,0.302,0.315,17.929,0.349,0.0025,124,466,1579,22162,159,0,0.000,8583,44,2217,13347,814,3284,11510,0.00,5.34,8360,10.1951,43711,10170,454659,2577.7,-0.0,585348,22.764,2631002.543,9.38e-15,0.00102,14.43,50480,45.184,2.124,42.038,1.022,45.185,7903,2937,4768,0.3624,0.906,1.057,1.370,1.112,0.956,1.185,13879.738,14773.680,31412.831,13795.977,25921.274,2769.186,1403.265,2446.470,0.715,0.510,0.539,0.808,0.469,0.532,8136,24489,0.8923,0.4539,0.4723,0.9994,0.0464,0.0661,0.5756,0.9111,0.8753,0.1619,0.0302,0.0200,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,8142,0.9996,0.8040,0.7974,0.9989,0.0464,0.0661,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1457,4.9596,5.0654,0.0956,0.0864,0.0709,0.087,0.112,0.085,0.122,1754,0.0683,0.0045,0.0033,0.00297,0.00103,0.00113,23.91,27.01,27.27,17349.4953,0.0145,40.2962,10.8107,11.9535,1085196,1525322,1.3088,0.0675
4000,14978,6813,64163,153253,138099,87775,1315,24792,4436,1,392866,5051996,47745.575,23704.909,0.3205,15836.190,0.119,0.686,0.098,0.097,0.615,0.274,1597,0.0750,0.6682,0.068,13.0,37.0,68.6,33.34,3.54,8.76,0.59,20.45,7.35,1.122,0.240,0.328,0.344,21.992,0.400,0.0023,111,453,2094,27423,213,0,0.000,8301,56,2412,12510,681,2933,11364,0.25,6.38,6759,9.0786,30043,11158,423070,1873.8,-0.0,633420,22.626,2631002.543,2.53e-14,0.00039,37.93,46863,43.632,2.142,40.657,0.833,43.633,7368,2951,4659,0.3646,0.909,1.059,1.415,1.129,0.965,1.210,13708.320,13197.616,27702.598,13587.564,22291.603,2751.938,2068.854,3047.928,0.751,0.508,0.543,0.771,0.427,0.495,9826,30280,0.8874,0.3190,0.4043,0.9992,0.0403,0.0737,0.5817,1.0426,0.8834,0.1695,0.0275,0.0218,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3592,0.9997,0.8436,0.7980,0.9994,0.0404,0.0738,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2342,4.8508,5.0597,0.1113,0.0843,0.0684,0.061,0.134,0.087,0.078,1692,0.0501,0.0052,0.0035,0.00301,0.00095,0.00120,27.40,26.75,27.51,13838.4357,0.0160,36.5339,12.4866,10.1390,1084356,1523464,1.5024,0.0826
5000,14152,6429,64138,150558,136452,85091,1329,22937,3300,7,346282,4870837,46065.297,23333.624,0.3287,16220.164,0.125,0.695,0.089,0.091,0.620,0.277,1165,0.0699,0.6599,0.072,14.2,37.0,69.1,32.71,3.47,8.83,0.41,19.99,7.17,1.148,0.230,0.326,0.348,22.382,0.418,0.0022,107,445,3079,22251,273,25,0.143,8300,101,2237,11814,728,2732,10692,0.50,7.30,6498,9.4173,21889,11745,390267,1933.0,-0.0,677894,22.351,2631002.543,2.32e-14,0.00099,12.68,45563,39.852,2.075,36.972,0.805,39.852,6974,2739,4439,0.3343,0.919,1.090,1.447,1.158,0.964,1.247,15243.686,16036.660,19827.484,15121.155,27336.821,2924.223,1479.037,2710.200,0.732,0.557,0.544,0.700,0.487,0.556,9838,33640,0.9139,0.3096,0.3953,0.9990,0.0365,0.0765,0.6090,0.9107,0.8720,0.1677,0.0417,0.0234,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3616,0.9994,0.8172,0.8035,0.9988,0.0365,0.0766,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2119,4.7800,5.1695,0.1133,0.0618,0.0499,0.053,0.082,0.067,0.061,1464,0.0468,0.0042,0.0040,0.00296,0.00099,0.00131,26.56,27.48,27.54,8266.6137,0.0159,43.1838,12.8516,9.4992,1087384,1521413,1.1172,0.0607
6000,16050,6608,70608,147703,132363,75615,1480,24214,3728,8,371220,5069400,45420.043,23351.143,0.3251,15808.545,0.102,0.727,0.087,0.083,0.600,0.296,1009,0.0653,0.6655,0.065,13.9,37.0,68.2,32.40,2.80,8.52,0.35,20.74,7.04,1.189,0.226,0.246,0.267,18.832,0.421,0.0023,98,419,4657,19631,650,32,0.273,9909,369,2135,13546,1273,2407,12370,1.25,8.96,6856,11.6499,16799,12224,357964,2751.9,-0.0,720500,22.674,2631002.543,4.96e-15,0.00002,23.20,49273,42.234,2.083,38.889,1.261,42.234,7142,2812,6096,0.2889,0.927,1.120,1.547,1.192,0.951,1.294,14921.393,17375.594,17438.887,14806.285,28983.416,3182.046,1304.774,3055.779,0.685,0.552,0.540,0.615,0.449,0.518,11428,33249,0.9072,0.2577,0.3745,0.9991,0.0401,0.0759,0.6407,0.8326,0.8690,0.1512,0.0259,0.0236,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,5842,0.9996,0.7333,0.7551,0.9995,0.0401,0.0760,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2162,4.8205,5.3786,0.0987,0.0520,0.0434,0.053,0.068,0.061,0.064,1669,0.0505,0.0039,0.0033,0.00282,0.00095,0.00114,24.47,27.66,27.68,5200.8259,0.0203,44.7356,13.4178,9.2558,1091330,1518088,0.6330,0.0205
7000,17280,5967,69306,153976,135701,83500,1170,26402,4602,26,479475,5244573,44736.340,26584.578,0.3419,16339.254,0.088,0.765,0.076,0.071,0.573,0.314,1643,0.0711,0.6718,0.065,12.0,32.9,64.1,28.76,2.44,7.91,0.31,18.09,6.91,1.219,0.227,0.195,0.223,15.286,0.381,0.0024,117,464,6580,24063,1258,38,0.359,10501,677,1748,14855,1066,2534,13680,2.25,10.57,7818,13.5262,13845,10354,325132,2392.9,-0.0,759915,22.839,2631002.543,2.02e-14,0.00036,24.47,53588,44.681,2.077,41.072,1.532,44.682,7138,3663,6479,0.3059,0.942,1.137,1.637,1.252,0.959,1.329,15029.886,17774.859,16080.972,14898.305,30096.317,3881.392,1446.737,4917.196,0.639,0.523,0.535,0.596,0.489,0.560,11032,29032,0.8811,0.3445,0.3969,0.9996,0.0425,0.0714,0.6828,0.9620,0.9264,0.1526,0.0257,0.0263,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,5905,0.9997,0.8457,0.8250,0.9991,0.0425,0.0714,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2375,4.7276,5.3031,0.0904,0.0531,0.0448,0.038,0.082,0.072,0.049,2109,0.0639,0.0034,0.0033,0.00293,0.00107,0.00136,27.39,28.65,28.38,3062.9413,0.0257,45.8606,13.0220,9.8168,1096427,1515257,0.5394,0.0110
8000,13974,5292,66391,137060,118340,69666,1003,24952,4201,58,429263,4773850,40532.780,24280.395,0.3488,14921.446,0.069,0.783,0.074,0.074,0.548,0.333,1109,0.0889,0.6793,0.058,13.0,35.3,70.7,29.18,2.91,8.87,0.24,17.16,6.71,1.272,0.233,0.218,0.255,14.989,0.360,0.0024,111,448,7867,21192,1847,36,0.081,8940,625,1390,11959,972,1850,11152,2.75,10.64,7856,13.8219,11705,11189,297699,2227.6,-0.0,792572,20.685,2631002.543,5.84e-15,0.00035,7.77,47560,40.470,2.089,37.225,1.156,40.471,6316,2475,5183,0.2711,0.935,1.239,1.702,1.294,0.954,1.398,12170.164,16286.429,16255.334,12064.550,27134.342,4088.633,1390.978,3879.337,0.617,0.484,0.507,0.598,0.410,0.527,9771,32593,0.9052,0.4459,0.3944,0.9996,0.0426,0.0725,0.6563,0.8730,0.9099,0.1641,0.0413,0.0284,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,5969,0.9992,0.7538,0.7817,0.9988,0.0426,0.0725,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3357,4.8166,5.3972,0.0859,0.0431,0.0360,0.048,0.043,0.057,0.048,1924,0.0670,0.0036,0.0033,0.00305,0.00117,0.00151,24.62,28.10,28.32,2210.6522,0.0268,39.8265,11.5628,9.1220,1100907,1514596,0.9653,0.0718
9000,13073,4882,64347,133906,116458,68501,1058,20000,3740,102,385295,4693536,39997.790,23145.873,0.3504,14706.931,0.064,0.812,0.069,0.055,0.569,0.323,1360,0.0798,0.6742,0.062,13.0,35.0,69.3,28.04,2.79,8.30,0.30,16.64,6.54,1.320,0.225,0.203,0.242,13.710,0.351,0.0021,103,439,6888,19118,2114,38,0.085,8209,42,1422,11609,510,2458,10105,3.00,9.77,9023,15.3713,10094,10626,273859,2408.5,0.0,820737,17.581,2631002.543,5.13e-15,0.00988,30.68,46498,37.337,2.117,34.105,1.116,37.338,6009,2082,4982,0.2363,0.949,1.287,1.815,1.356,0.958,1.428,12941.411,15463.837,15564.179,12855.572,26284.970,3613.275,1183.824,3641.844,0.646,0.507,0.518,0.610,0.458,0.507,10224,32376,0.8878,0.3673,0.3490,0.9996,0.0461,0.0759,0.6410,0.9139,0.9014,0.1654,0.0357,0.0265,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,7392,0.9993,0.7847,0.7755,0.9984,0.0461,0.0759,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4808,4.5944,5.4978,0.0795,0.0473,0.0405,0.057,0.058,0.072,0.047,1638,0.0697,0.0025,0.0033,0.00317,0.00120,0.00165,26.82,27.69,28.20,1680.5556,0.0230,39.7260,10.0829,7.4984,1104391,1513163,1.7656,0.1349
10000,14784,5228,62689,125954,109054,62274,991,21381,4251,81,397840,4811630,40366.196,20055.377,0.3245,11985.508,0.059,0.841,0.044,0.057,0.564,0.322,1103,0.0780,0.6803,0.068,13.0,36.6,69.3,29.53,2.60,8.10,0.42,18.40,6.70,1.307,0.226,0.192,0.220,12.675,0.350,0.0023,106,440,4656,18543,1576,38,0.078,8836,23,1451,13310,719,2762,11303,3.00,10.35,10504,17.4537,8843,11693,257989,3119.7,-0.0,839624,17.467,2631002.543,2.30e-15,0.00018,11.37,44425,37.539,2.123,34.003,1.414,37.619,6640,2569,5575,0.2445,0.949,1.222,1.820,1.394,0.959,1.365,12193.642,15757.108,15925.279,12091.699,24334.726,3449.127,1498.184,3122.559,0.648,0.484,0.520,0.597,0.423,0.495,11665,29359,0.8833,0.2546,0.3104,0.9998,0.0421,0.0649,0.6342,0.9076,0.8457,0.1582,0.0328,0.0218,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4363,0.9992,0.7422,0.7142,0.9985,0.0421,0.0649,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5819,4.8420,5.3193,0.0721,0.0559,0.0494,0.085,0.059,0.060,0.111,1543,0.0690,0.0028,0.0033,0.00324,0.00095,0.00133,26.95,28.03,28.53,1324.1429,0.0209,36.9233,9.4185,8.0487,1106220,1510354,2.1798,0.1420
