step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,3531,1766,128539,533026,511740,400526,3961,31560,950,0,170525,2104267,159625.390,50948.567,0.1660,49179.789,0.244,0.263,0.262,0.230,0.579,0.383,321,0.0472,0.6155,0.099,21.0,57.7,114.5,55.89,5.67,5.46,1.41,43.34,8.15,1.050,0.097,0.080,0.082,16.321,0.512,0.0025,77,294,1008,5337,15,0,0.000,1631,964,1203,1364,103,736,2692,0.00,1.66,35825,46.0841,66212,14574,551453,1854.2,-0.0,451915,44.120,2631002.543,1.50e-14,0.00093,30.00,162664,74.641,1.996,72.525,0.120,74.641,1938,642,951,0.3971,0.824,1.042,1.279,1.066,0.896,1.123,34652.119,10032.959,145121.652,35049.076,28634.451,859.539,487.054,422.185,0.628,0.559,0.526,0.796,0.711,0.603,12635,97892,0.4962,0.7891,0.6935,0.9999,0.0407,0.0496,0.4175,0.7637,0.8213,0.1302,0.0390,0.0311,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,8521,0.9989,0.6674,0.7313,0.9991,0.0407,0.0496,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0946,5.2326,5.1648,0.0626,0.1289,0.1102,0.193,0.232,0.201,0.225,10061,0.5675,0.0176,0.0235,0.00505,0.00313,0.00267,23.21,26.00,26.44,516.9048,0.0289,63.0548,28.3329,15.7874,1094492,1532126,1.3448,0.0132
2000,7049,1349,37644,88646,85056,50213,789,7345,501,0,69879,972852,29227.157,8890.357,0.1969,8030.568,0.119,0.462,0.206,0.213,0.579,0.328,253,0.0283,0.6450,0.066,14.9,39.3,97.9,44.16,2.86,4.30,0.91,36.08,7.97,1.041,0.103,0.070,0.071,8.749,0.353,0.0022,68,308,345,2953,32,0,0.000,2682,781,1690,4578,438,663,5948,0.00,4.34,45059,35.9625,63416,16398,531478,2740.3,-0.0,481745,8.056,2631002.543,1.17e-14,0.00068,25.34,27930,17.267,2.010,15.035,0.221,17.267,1531,1921,3597,0.3633,0.890,1.034,1.200,1.041,0.919,1.107,11479.957,8493.803,11869.639,11507.558,13880.528,149.226,487.387,223.176,0.493,0.570,0.608,0.630,0.546,0.558,26854,19105,0.3334,0.4452,0.5681,0.9995,0.0522,0.0466,0.4145,0.7320,0.8578,0.1452,0.0208,0.0244,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6375,0.9996,0.6220,0.6924,0.9989,0.0522,0.0466,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2853,5.1832,5.1007,0.0461,0.1114,0.0980,0.201,0.136,0.144,0.152,800,0.2970,0.0047,0.0025,0.00440,0.00155,0.00101,24.13,27.11,26.33,2915.1984,0.0147,25.4171,3.0892,4.9671,1096099,1529419,2.6809,0.0884
3000,7164,1753,44203,102254,97110,57219,832,11863,708,0,85389,1277239,35326.362,11898.779,0.2323,10658.902,0.107,0.470,0.217,0.206,0.547,0.344,523,0.0446,0.6688,0.052,15.9,40.2,102.8,44.83,3.40,7.26,1.11,33.06,7.72,1.040,0.151,0.116,0.118,10.957,0.318,0.0026,71,336,546,4489,66,0,0.000,3059,25,2103,5036,99,783,6282,0.00,7.23,47824,36.9044,57490,19157,519208,2503.8,-0.0,505661,10.700,2631002.543,2.73e-14,0.00213,14.43,32983,22.870,2.109,20.531,0.230,22.871,2232,2029,2903,0.4403,0.874,1.021,1.238,1.014,0.932,1.136,9555.194,9632.575,20690.662,9583.320,15711.282,153.046,542.691,544.140,0.521,0.520,0.571,0.686,0.464,0.518,36662,26462,0.3533,0.3348,0.4773,0.9978,0.0396,0.0388,0.4176,0.8252,0.9601,0.1242,0.0279,0.0211,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4163,0.9982,0.6982,0.7710,0.9967,0.0396,0.0388,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3016,4.7815,4.7917,0.0572,0.1665,0.1491,0.155,0.212,0.319,0.123,892,0.2360,0.0059,0.0055,0.00443,0.00104,0.00077,18.25,25.56,25.57,5901.8401,0.0136,25.3835,3.2224,7.4773,1095232,1529131,3.5725,0.1667
4000,5675,1724,38053,79352,74363,40779,520,9592,595,6,80366,1346703,29173.974,9330.368,0.2379,8135.298,0.117,0.546,0.192,0.145,0.551,0.341,389,0.0570,0.6669,0.050,16.0,36.1,101.1,41.09,3.69,8.48,0.63,28.29,7.63,1.075,0.190,0.140,0.141,13.156,0.344,0.0024,71,336,769,7079,152,0,0.000,2816,26,1850,3799,138,552,4985,0.00,7.27,51189,35.2358,53202,21257,509850,1524.7,-0.0,528268,10.259,2631002.543,3.84e-14,0.00473,37.93,25276,19.065,2.099,16.723,0.243,19.065,1413,1482,2780,0.3514,0.893,1.050,1.280,1.075,0.925,1.156,8538.589,8855.943,15562.932,8480.631,13265.709,163.976,416.140,614.954,0.523,0.549,0.556,0.599,0.478,0.483,46797,25289,0.4504,0.3301,0.4735,0.9973,0.0339,0.0465,0.4013,0.9052,0.9581,0.1749,0.0424,0.0153,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2898,0.9973,0.6470,0.8122,0.9970,0.0339,0.0465,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2258,4.7628,4.9677,0.0677,0.0918,0.0752,0.112,0.102,0.129,0.093,1162,0.2770,0.0064,0.0084,0.00426,0.00095,0.00083,26.31,25.81,26.17,4343.2001,0.0183,21.9724,3.7201,6.5393,1096579,1528547,3.7798,0.1854
5000,4432,1484,43829,92568,86487,48067,672,10879,1287,2,124091,1720566,30920.917,10820.977,0.2509,8874.893,0.102,0.632,0.172,0.094,0.559,0.340,606,0.0853,0.6816,0.072,15.8,35.9,99.9,41.23,3.10,8.56,1.11,28.46,7.58,1.075,0.197,0.112,0.113,13.618,0.384,0.0025,68,327,908,9118,177,12,0.090,2368,84,1529,2819,68,475,3889,0.00,8.95,55767,38.5704,50055,21160,501541,2112.3,-0.0,543728,10.187,2631002.543,6.90e-15,0.00025,12.68,32490,20.713,2.036,18.562,0.114,20.713,1067,1257,2108,0.3689,0.898,1.046,1.299,1.084,0.930,1.158,10351.835,9898.632,13800.659,10301.678,15693.473,244.645,639.024,1062.415,0.554,0.543,0.572,0.611,0.465,0.514,53916,28272,0.3822,0.2468,0.3812,0.9935,0.0330,0.0481,0.4198,0.9466,0.9109,0.1577,0.0170,0.0186,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3629,0.9950,0.7172,0.8022,0.9949,0.0331,0.0482,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0643,5.0595,4.9823,0.0707,0.1058,0.0986,0.115,0.305,0.268,0.152,1003,0.2574,0.0072,0.0068,0.00460,0.00085,0.00081,23.31,26.32,25.94,3201.0980,0.0273,26.2403,3.1083,7.0791,1098350,1527984,2.5674,0.1367
6000,5797,1530,38913,99042,93884,59679,450,8233,692,5,91566,1374971,36256.625,10308.171,0.2559,8843.904,0.079,0.673,0.144,0.104,0.532,0.360,350,0.0589,0.6523,0.059,17.4,44.0,101.9,48.65,2.73,5.76,0.99,39.16,7.81,1.068,0.133,0.057,0.057,11.703,0.319,0.0023,60,311,1231,5768,296,11,0.072,2557,327,1600,3870,638,1015,4144,0.00,9.64,52706,44.8160,48737,23256,491259,3369.4,-0.0,563793,9.303,2631002.543,4.07e-15,0.00036,23.20,31840,18.497,1.997,16.329,0.171,18.498,2441,1209,2147,0.4135,0.870,1.034,1.331,1.068,0.950,1.134,7588.984,8098.217,25761.099,7544.172,11795.259,419.294,498.421,546.552,0.580,0.495,0.548,0.740,0.424,0.498,61078,25979,0.3171,0.2224,0.2870,0.9975,0.0302,0.0589,0.4487,0.9475,0.9758,0.0767,0.0320,0.0146,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,1548,0.9999,0.8155,0.8472,0.9983,0.0302,0.0595,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1548,5.1074,4.9232,0.0571,0.1157,0.0971,0.173,0.157,0.179,0.184,1091,0.3305,0.0092,0.0072,0.00433,0.00078,0.00075,19.06,24.53,25.11,1380.5444,0.0256,19.5485,3.8297,5.4732,1098166,1527104,1.1830,0.0440
7000,5101,1743,40020,89536,83811,49145,371,9757,774,3,127671,1393233,35258.410,11292.415,0.2480,9313.176,0.111,0.668,0.122,0.099,0.518,0.367,360,0.0745,0.6209,0.059,17.6,42.8,132.1,49.03,5.28,8.93,0.73,34.08,7.95,1.105,0.190,0.076,0.076,12.815,0.342,0.0026,65,328,1288,6361,499,14,0.137,2777,580,857,3664,516,855,3730,0.00,9.35,49754,42.8423,48498,22592,475833,2526.6,-0.0,589728,11.500,2631002.543,6.73e-15,0.00061,24.47,29606,19.711,1.961,17.599,0.151,19.711,1925,1403,1773,0.3558,0.909,1.057,1.381,1.194,0.944,1.134,7363.275,7408.564,26258.636,7327.438,10985.511,845.977,529.574,603.688,0.560,0.473,0.534,0.642,0.442,0.474,66931,26297,0.3073,0.2560,0.2700,0.9992,0.0404,0.0582,0.3932,0.9844,0.9463,0.1674,0.0228,0.0181,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,1915,0.9997,0.8208,0.8629,0.9991,0.0404,0.0582,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8408,5.2033,5.0086,0.0558,0.0823,0.0627,0.090,0.116,0.117,0.084,1970,0.3473,0.0095,0.0090,0.00346,0.00070,0.00062,24.26,26.33,26.25,375.4224,0.0399,18.5053,5.6664,5.8339,1099111,1526402,0.8200,0.0184
8000,4954,1763,25003,46900,43262,21566,331,6502,350,10,59277,979188,21802.884,5520.265,0.2361,4645.399,0.119,0.673,0.122,0.086,0.506,0.376,199,0.0569,0.5991,0.047,16.9,41.9,146.9,50.16,8.24,6.52,0.72,34.68,7.80,1.102,0.153,0.103,0.103,14.022,0.363,0.0024,64,385,974,3224,343,15,0.143,2374,147,537,4270,592,757,3605,0.00,6.21,55476,42.9646,47848,23993,465626,1471.6,-0.0,602099,7.818,2631002.543,2.83e-15,0.00184,7.77,16160,13.433,2.048,11.249,0.137,13.433,1834,1234,1886,0.3405,0.928,1.054,1.390,1.181,0.956,1.120,5061.432,5186.354,14134.520,5028.240,7285.523,283.140,283.746,307.980,0.595,0.463,0.504,0.597,0.364,0.389,73131,16234,0.3179,0.2603,0.2638,0.9981,0.0339,0.0635,0.3485,1.0048,1.0169,0.2519,0.0258,0.0204,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,1107,0.9991,0.8166,0.8724,0.9979,0.0339,0.0635,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3804,5.0975,4.9656,0.0536,0.0828,0.0614,0.109,0.071,0.092,0.122,947,0.1810,0.0088,0.0120,0.00251,0.00053,0.00056,21.72,26.87,27.05,686.9810,0.0230,12.4658,3.4585,4.3592,1099171,1526078,1.4445,0.1472
9000,5783,1846,38306,85258,80259,46472,480,6996,770,11,99848,1292349,33552.228,8384.882,0.2173,7028.848,0.090,0.701,0.131,0.078,0.537,0.355,330,0.0546,0.6050,0.054,15.8,42.9,137.2,50.73,8.00,8.28,0.95,33.50,7.90,1.064,0.164,0.163,0.164,14.867,0.286,0.0022,47,282,1056,6556,353,17,0.226,2873,4,1248,4531,147,803,4833,0.00,5.42,57281,45.4550,43892,22784,457305,2814.3,-0.0,612310,8.273,2631002.543,5.31e-15,0.00035,30.68,28748,17.856,1.970,15.683,0.203,17.856,2338,1381,2064,0.3605,0.911,1.035,1.241,1.095,0.947,1.107,6545.043,7705.573,23227.224,6506.965,10846.888,254.050,588.520,513.464,0.659,0.451,0.551,0.677,0.424,0.461,74526,26895,0.4305,0.2443,0.2814,0.9991,0.0343,0.0586,0.3736,1.0353,1.0267,0.2348,0.0155,0.0243,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,1757,0.9979,0.7691,0.8004,0.9983,0.0343,0.0586,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7665,5.3497,5.2223,0.0497,0.0968,0.0801,0.143,0.166,0.167,0.146,1048,0.1816,0.0065,0.0083,0.00366,0.00077,0.00086,23.95,26.10,27.26,4067.6436,0.0252,17.5486,3.9854,4.2875,1098518,1525356,2.8115,0.2351
10000,4503,1527,39309,92766,88248,52930,527,7242,669,6,100688,1432312,33505.167,10194.029,0.2229,8791.388,0.068,0.733,0.129,0.070,0.557,0.349,382,0.0650,0.6039,0.063,18.2,40.4,124.4,45.52,6.25,9.04,0.77,29.46,7.78,1.068,0.197,0.167,0.169,19.240,0.338,0.0022,48,283,1017,6934,290,17,0.244,2429,7,1105,3391,98,350,4055,0.00,6.87,59167,43.1521,39118,21952,447164,2228.3,-0.0,626007,8.574,2631002.543,7.43e-15,0.00090,11.37,30044,17.925,2.014,15.809,0.102,17.941,1325,1437,1741,0.3955,0.941,1.025,1.243,1.099,0.966,1.130,6990.519,8760.064,23111.126,6949.949,12235.479,456.401,504.922,441.319,0.681,0.490,0.550,0.664,0.423,0.550,73076,30472,0.5992,0.3162,0.2829,0.9989,0.0354,0.0586,0.4029,1.0543,0.9995,0.2635,0.0194,0.0175,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,1071,0.9973,0.7419,0.7398,0.9976,0.0354,0.0586,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8889,5.1870,4.9515,0.0592,0.0893,0.0560,0.102,0.073,0.093,0.126,1129,0.2003,0.0067,0.0075,0.00495,0.00088,0.00087,26.87,27.14,26.75,4959.3941,0.0260,19.4015,3.8826,4.6917,1099783,1524708,4.0400,0.2342
