step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,20265,17170,121867,866760,830953,727538,17355,79030,2902,1,285121,7258851,185682.080,69825.788,0.2978,64518.392,0.235,0.272,0.261,0.233,0.670,0.304,846,0.0154,0.7354,0.071,8.4,36.1,75.2,37.01,3.15,4.67,2.48,26.70,7.60,1.043,0.110,0.047,0.049,22.267,0.748,0.0023,188,556,2292,12127,102,0,0.000,10526,6061,4657,9547,2114,7004,11147,0.00,0.98,10136,32.7777,65902,8412,538017,1295.7,-0.0,462561,68.018,2631002.543,1.47e-14,0.00093,30.00,253283,149.844,2.230,143.699,3.915,149.845,15530,1449,3286,0.4154,0.832,1.031,1.266,1.034,0.914,1.139,37834.642,12849.249,178316.064,38514.504,33369.904,3764.974,834.274,708.148,0.726,0.557,0.557,0.898,0.728,0.690,6237,20519,0.8772,0.6457,0.5669,0.9999,0.0587,0.0530,0.6203,0.8016,0.8839,0.0960,0.0637,0.0323,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,18744,0.9999,0.7635,0.7577,0.9987,0.0587,0.0530,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0377,5.1159,5.0909,0.1448,0.1878,0.1689,0.376,0.403,0.390,0.395,4382,0.0435,0.0042,0.0050,0.00083,0.00062,0.00064,24.85,28.40,29.11,824.7419,0.0120,70.9947,42.2008,25.8175,1071351,1529427,0.3236,0.0028
2000,15876,6359,54400,118751,105975,63188,1163,35446,2722,0,296857,3706534,39886.027,17547.885,0.3217,11578.871,0.165,0.487,0.192,0.156,0.575,0.329,1508,0.0486,0.6773,0.066,14.5,35.0,71.8,35.82,3.19,7.53,1.61,23.50,7.37,1.063,0.202,0.132,0.135,13.940,0.479,0.0029,191,1197,1839,16227,140,0,0.000,9039,1525,3565,10786,747,2289,12840,0.00,5.90,8840,9.5179,62489,5631,489316,1749.8,-0.0,533479,37.625,2631002.543,4.07e-15,0.00068,25.34,39330,52.675,2.181,48.678,1.816,52.676,5488,3729,6659,0.3679,0.880,1.031,1.288,1.070,0.925,1.135,16531.497,13506.933,12915.578,16461.912,22087.408,2879.666,1254.958,1834.389,0.619,0.552,0.554,0.679,0.484,0.517,5739,11871,0.8339,0.4895,0.5232,0.9995,0.0504,0.0521,0.5531,0.8962,0.9296,0.1727,0.0393,0.0209,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7712,0.9996,0.7385,0.7768,0.9990,0.0504,0.0521,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0917,4.9172,5.0242,0.0788,0.1514,0.1344,0.317,0.226,0.251,0.261,1038,0.0387,0.0006,0.0007,0.00095,0.00055,0.00051,27.63,27.87,27.70,3531.5564,0.0210,38.9041,23.3869,14.2378,1089211,1525534,0.6936,0.0261
3000,15017,7178,48676,139425,125506,90149,600,27780,3131,0,359081,4508006,47611.179,19727.396,0.3032,12921.710,0.092,0.678,0.122,0.107,0.591,0.291,1827,0.0737,0.6680,0.051,16.9,38.2,75.4,36.34,4.35,10.20,1.12,20.67,7.11,1.082,0.249,0.324,0.337,18.972,0.385,0.0027,164,604,1879,23076,166,0,0.000,8985,113,1699,13205,867,3443,10707,0.25,7.56,7517,10.1703,44291,6276,450951,2178.6,-0.0,584931,23.148,2631002.543,4.78e-15,0.00102,14.43,42233,47.835,2.299,44.407,1.129,47.836,7935,3010,4072,0.3831,0.906,1.035,1.320,1.086,0.962,1.162,11977.222,10160.128,32882.277,11866.141,15784.471,2422.581,1753.117,2629.988,0.741,0.490,0.508,0.813,0.419,0.477,4982,13749,0.8154,0.4608,0.4969,0.9991,0.0455,0.0689,0.5552,0.9875,0.9135,0.1823,0.0208,0.0258,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4419,0.9995,0.7669,0.8018,0.9985,0.0455,0.0689,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0749,4.9113,4.8805,0.0961,0.1283,0.1126,0.286,0.108,0.224,0.181,456,0.0164,0.0019,0.0016,0.00099,0.00049,0.00051,25.98,27.52,27.64,18255.8577,0.0342,28.1029,9.6625,13.4852,1084156,1526144,1.0089,0.0533
4000,13210,7021,47933,116136,100941,67619,584,25945,3648,3,413724,5268307,42299.145,19489.558,0.3020,11680.300,0.069,0.751,0.085,0.095,0.615,0.274,2485,0.0876,0.6562,0.038,16.0,37.6,78.5,35.17,4.47,10.55,0.85,19.31,6.97,1.097,0.263,0.368,0.385,24.966,0.452,0.0025,155,578,2538,22103,293,0,0.000,8337,164,2008,11038,609,2712,9889,1.00,7.75,6384,8.6705,30519,6533,417356,1517.7,-0.0,633101,23.488,2631002.543,5.31e-15,0.00039,37.93,37973,46.133,2.135,42.950,1.049,46.134,6975,2536,3699,0.3621,0.920,1.040,1.358,1.101,0.970,1.175,12482.242,9380.031,26772.974,12331.322,14875.150,2926.471,2105.113,2777.674,0.764,0.486,0.526,0.775,0.390,0.492,4967,15401,0.8432,0.3526,0.3867,0.9986,0.0440,0.0799,0.5628,1.0368,0.8965,0.1948,0.0202,0.0270,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4188,0.9994,0.8669,0.7904,0.9978,0.0441,0.0799,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0689,5.0699,4.8405,0.1191,0.1047,0.0945,0.216,0.084,0.192,0.131,555,0.0176,0.0022,0.0016,0.00089,0.00048,0.00055,27.24,27.10,27.77,13949.1826,0.0437,27.6785,11.7423,11.7455,1083302,1524910,1.1523,0.0641
5000,16629,6186,52346,106108,90754,53123,639,22306,3627,14,378489,4782494,38061.648,17257.979,0.3105,9913.861,0.055,0.784,0.078,0.084,0.597,0.288,1840,0.0680,0.6588,0.044,14.3,35.6,69.1,33.52,3.16,9.41,0.54,20.42,6.78,1.095,0.250,0.261,0.280,18.824,0.411,0.0024,127,544,3593,20155,523,37,0.132,10119,130,1698,14801,883,2706,13040,1.50,9.08,7276,10.1432,23133,6931,385427,1934.6,-0.0,676229,22.040,2631002.543,1.59e-15,0.00121,12.68,36169,44.236,2.315,40.372,1.550,44.237,6980,4332,5317,0.3959,0.901,1.032,1.392,1.103,0.933,1.215,13936.998,10789.033,17406.064,13760.951,16808.494,2867.406,2054.676,2422.036,0.741,0.481,0.517,0.654,0.419,0.467,5640,19268,0.8026,0.3133,0.3343,0.9986,0.0435,0.0799,0.5985,0.9297,0.9245,0.1759,0.0143,0.0202,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3297,0.9991,0.8258,0.7842,0.9986,0.0438,0.0799,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0573,5.0796,5.0029,0.0966,0.0828,0.0731,0.130,0.072,0.122,0.087,415,0.0121,0.0021,0.0015,0.00089,0.00051,0.00056,27.88,28.67,28.47,7496.2359,0.0396,31.0929,11.9955,10.0448,1087247,1521476,0.8619,0.0481
6000,13309,5967,52206,111163,94584,58336,621,27747,4001,16,457836,5296916,36728.535,20341.971,0.3026,11683.853,0.059,0.808,0.061,0.072,0.587,0.299,1745,0.0934,0.6717,0.040,15.2,36.3,69.5,32.94,3.66,9.57,0.46,19.25,6.77,1.109,0.251,0.304,0.338,19.952,0.452,0.0027,145,506,5649,26076,984,49,0.090,8842,270,1803,11236,1475,2364,9470,2.25,9.72,7202,12.0921,17869,6184,350815,1364.3,-0.0,719370,23.763,2631002.543,2.25e-14,0.00002,23.20,38682,45.552,2.298,42.232,1.022,45.553,7179,2810,3320,0.3613,0.909,1.057,1.380,1.127,0.948,1.206,12745.154,10051.952,18782.226,12518.730,17111.431,3638.550,2105.716,2913.852,0.712,0.478,0.515,0.642,0.429,0.513,4608,18909,0.8073,0.4014,0.4036,0.9989,0.0466,0.0689,0.6324,1.0156,0.9001,0.1686,0.0241,0.0262,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4516,0.9994,0.8131,0.7827,0.9985,0.0467,0.0689,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0637,4.9900,4.9590,0.1035,0.0745,0.0654,0.117,0.060,0.106,0.074,337,0.0080,0.0019,0.0014,0.00092,0.00052,0.00058,25.46,27.65,27.25,5375.7379,0.0489,30.3242,12.3524,11.4108,1091411,1520991,0.4867,0.0160
7000,12851,5507,48087,100869,85830,52345,437,25912,3051,32,354955,4904447,34302.608,16813.874,0.3247,9610.467,0.046,0.827,0.058,0.069,0.583,0.306,1913,0.0879,0.6782,0.045,14.4,37.2,69.0,32.65,3.26,9.46,0.50,19.43,6.77,1.136,0.247,0.269,0.301,18.228,0.432,0.0027,149,552,7115,19890,1494,51,0.301,8454,563,1439,10849,1073,2199,9579,3.00,11.21,7716,13.5653,14399,5940,319231,1459.9,-0.0,758439,21.725,2631002.543,1.40e-14,0.00022,24.47,35249,41.171,2.230,37.931,1.009,41.172,6671,2599,3581,0.3275,0.928,1.069,1.455,1.169,0.959,1.202,12393.001,9038.625,17059.055,12158.438,14695.582,3493.274,1517.354,2192.780,0.689,0.481,0.508,0.628,0.444,0.500,5338,14793,0.8107,0.3299,0.3846,0.9988,0.0528,0.0801,0.6530,1.0619,0.9170,0.1589,0.0183,0.0230,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4257,0.9994,0.8994,0.7978,0.9981,0.0528,0.0801,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1017,4.9396,4.8766,0.0959,0.0684,0.0622,0.151,0.065,0.095,0.092,500,0.0138,0.0020,0.0019,0.00097,0.00055,0.00056,27.82,27.64,27.95,3585.5347,0.0504,27.5268,11.9752,9.7501,1095223,1519147,0.4026,0.0079
8000,11064,4986,45156,88133,73739,42616,361,24187,2805,65,357510,4532916,31407.684,15600.796,0.3030,8830.405,0.044,0.851,0.043,0.061,0.564,0.321,1529,0.1015,0.6726,0.043,15.3,37.3,67.7,31.74,3.28,9.37,0.37,18.72,6.67,1.169,0.243,0.272,0.305,18.453,0.426,0.0028,146,552,7818,20646,1857,50,0.157,7336,585,1126,9353,676,1790,8598,3.00,11.60,8095,13.3598,11758,6804,293428,1224.7,-0.0,790158,19.794,2631002.543,5.66e-15,0.00001,7.77,30961,37.350,2.159,34.486,0.706,37.351,5707,1984,3373,0.2851,0.931,1.097,1.547,1.199,0.951,1.247,10788.222,8824.350,15631.565,10599.451,14007.073,2981.187,1447.034,2342.170,0.674,0.459,0.489,0.636,0.366,0.462,5597,15673,0.8314,0.3016,0.3074,0.9986,0.0494,0.0729,0.6691,1.0155,0.9230,0.1672,0.0275,0.0198,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3804,0.9990,0.8622,0.7901,0.9979,0.0494,0.0729,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2298,4.9039,4.7218,0.0957,0.0485,0.0439,0.094,0.045,0.064,0.068,409,0.0153,0.0016,0.0017,0.00098,0.00052,0.00056,26.30,27.78,28.14,2722.0451,0.0495,25.1750,10.5218,9.2722,1098631,1517884,0.7116,0.0547
9000,12941,5142,48806,96818,82200,47627,385,22259,2759,66,365222,4423749,34317.973,16158.621,0.3083,9120.416,0.046,0.841,0.040,0.073,0.567,0.321,1761,0.0816,0.6714,0.043,15.1,37.7,67.0,32.61,2.94,9.46,0.32,19.89,6.82,1.150,0.246,0.238,0.269,15.377,0.397,0.0026,139,512,7987,19082,2551,45,0.348,8496,45,1177,11719,558,2260,10123,3.00,10.83,8938,14.6300,9532,5851,272388,1485.6,-0.0,815032,18.152,2631002.543,5.84e-15,0.00057,30.68,33496,34.936,2.048,31.871,1.017,34.937,5768,2868,4305,0.3106,0.932,1.079,1.533,1.209,0.956,1.202,12534.998,9969.401,15751.968,12343.409,15343.011,3152.587,1504.051,2381.567,0.669,0.473,0.493,0.643,0.421,0.436,5389,16022,0.8388,0.2888,0.3471,0.9991,0.0528,0.0646,0.6633,0.9666,0.9271,0.1701,0.0236,0.0216,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,5305,0.9994,0.7970,0.7671,0.9983,0.0528,0.0646,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2273,4.9850,4.7903,0.0842,0.0430,0.0363,0.078,0.041,0.051,0.065,518,0.0216,0.0017,0.0014,0.00102,0.00059,0.00066,26.51,28.52,28.82,2319.9944,0.0492,28.1937,9.0843,9.0681,1101419,1515009,1.3021,0.1033
10000,11817,4618,45621,89221,74482,43223,377,23152,3122,85,379471,4565488,31951.055,15705.114,0.3017,8548.917,0.039,0.869,0.028,0.064,0.568,0.315,1801,0.0962,0.6745,0.043,15.6,38.1,67.8,32.06,2.88,9.79,0.44,18.94,6.63,1.189,0.251,0.231,0.266,15.166,0.394,0.0027,145,550,6201,21425,2416,38,0.131,7612,34,1192,10591,670,2386,8761,3.00,10.99,9254,15.6512,7685,6944,254893,1495.1,-0.0,836791,18.424,2631002.543,6.55e-15,0.00019,11.37,31138,34.869,2.162,31.789,0.918,34.938,6207,2342,3268,0.2972,0.942,1.097,1.607,1.246,0.962,1.241,10443.137,8789.406,16780.247,10272.413,13447.311,3316.345,1632.821,2207.031,0.675,0.449,0.500,0.623,0.373,0.442,5830,16624,0.8313,0.3413,0.3067,0.9990,0.0433,0.0580,0.6707,1.0271,0.8748,0.1522,0.0192,0.0172,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3376,0.9994,0.8762,0.7763,0.9979,0.0433,0.0580,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3280,4.9636,4.8138,0.0821,0.0526,0.0449,0.068,0.123,0.075,0.070,386,0.0165,0.0011,0.0012,0.00103,0.00057,0.00067,27.49,28.17,28.76,1929.3344,0.0505,24.2369,8.9443,9.4801,1103733,1514048,1.6400,0.1086
