step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,17397,13907,124625,852549,818461,712014,15910,71498,2702,2,230916,6913398,184777.142,70342.675,0.2781,66328.944,0.230,0.296,0.256,0.219,0.659,0.316,1421,0.0171,0.7217,0.159,9.6,41.2,80.7,40.59,3.61,4.74,2.47,29.77,7.71,1.042,0.116,0.053,0.054,23.035,0.706,0.0023,171,523,2175,12727,100,0,0.000,8555,5010,4162,8225,1530,6026,9841,0.00,1.04,10786,33.3377,66018,8818,538585,2286.9,-0.0,463522,63.096,2631002.543,1.38e-14,0.00093,30.00,249570,138.149,2.156,133.757,2.237,138.150,13106,1331,2960,0.4083,0.842,1.031,1.250,1.032,0.922,1.137,37408.880,12727.295,180129.923,38052.733,32923.430,2858.595,666.738,488.398,0.718,0.561,0.558,0.891,0.731,0.683,6646,33719,0.7351,0.5655,0.5614,0.9999,0.0552,0.0540,0.5789,0.8015,0.8389,0.1019,0.0693,0.0276,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,18039,0.9999,0.7747,0.7322,0.9988,0.0552,0.0540,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0388,4.8869,4.9586,0.1306,0.1939,0.1679,0.348,0.407,0.374,0.374,5244,0.0618,0.0052,0.0060,0.00098,0.00077,0.00075,24.32,28.63,28.83,708.7310,0.0109,70.0587,37.2012,25.8947,1073992,1529897,0.1620,0.0017
2000,12162,4820,58087,127552,114661,68492,973,31270,3669,0,333706,3188794,40757.032,19460.579,0.2807,13606.021,0.174,0.507,0.175,0.144,0.535,0.337,2559,0.0802,0.6725,0.148,14.2,39.8,82.5,39.23,3.84,9.65,1.23,24.52,7.42,1.056,0.241,0.165,0.170,14.239,0.435,0.0029,156,1113,1624,29402,84,0,0.000,6990,1485,2744,7933,514,1546,10102,0.00,8.59,10134,10.9798,61125,6379,490546,2614.9,-0.0,533571,32.092,2631002.543,2.46e-14,0.00068,25.34,40064,44.122,2.073,41.153,0.895,44.123,4560,2767,4835,0.3937,0.879,1.032,1.264,1.044,0.946,1.130,16061.832,13008.011,16105.989,16069.505,22187.558,2201.271,2188.415,1464.872,0.601,0.462,0.555,0.664,0.481,0.521,6393,18102,0.7077,0.3974,0.4536,0.9998,0.0384,0.0547,0.5132,0.9792,0.8761,0.1739,0.0382,0.0232,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,8724,0.9996,0.8310,0.7170,0.9992,0.0384,0.0547,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9855,4.6530,4.7552,0.0763,0.1256,0.1026,0.137,0.211,0.167,0.170,1557,0.0478,0.0024,0.0011,0.00104,0.00058,0.00056,27.93,27.79,27.64,5014.6472,0.0245,38.5053,18.9482,13.1434,1090258,1527700,0.3469,0.0128
3000,12808,5857,54218,146513,134039,91554,741,20962,3125,0,279512,3626135,47695.274,19334.063,0.2850,14355.676,0.133,0.661,0.107,0.099,0.573,0.300,1585,0.0781,0.6722,0.122,12.0,40.4,80.0,38.11,4.26,10.14,0.96,22.74,7.35,1.063,0.236,0.283,0.294,19.806,0.388,0.0024,114,447,1503,25442,140,0,0.000,6906,136,2039,10633,360,1998,10450,0.25,6.59,11039,12.7846,45331,6757,453533,2954.4,-0.0,580956,17.918,2631002.543,2.62e-14,0.00102,14.43,43961,38.835,2.109,35.980,0.745,38.835,5580,2964,4264,0.4222,0.875,1.027,1.305,1.057,0.962,1.141,13794.238,11554.077,29233.599,13751.275,19066.076,1520.724,1734.324,1723.340,0.745,0.465,0.517,0.804,0.466,0.541,6035,22950,0.7838,0.2406,0.3097,0.9991,0.0391,0.0629,0.5131,1.0446,0.9408,0.1847,0.0178,0.0168,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5981,0.9991,0.8184,0.7915,0.9982,0.0391,0.0629,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9685,4.5703,4.7034,0.0983,0.1147,0.0916,0.113,0.152,0.129,0.149,554,0.0248,0.0034,0.0021,0.00105,0.00052,0.00053,24.92,27.04,27.53,15841.1200,0.0345,33.1649,7.2617,10.6566,1086279,1526350,0.4919,0.0261
4000,13834,5642,53870,118506,106070,63967,669,20411,2516,3,239028,3973140,43003.006,16398.720,0.3231,11572.245,0.110,0.690,0.109,0.090,0.597,0.289,1302,0.0674,0.6743,0.116,12.0,40.0,79.4,37.04,3.88,10.60,0.83,21.72,7.28,1.083,0.250,0.279,0.295,21.518,0.396,0.0023,110,451,2281,20517,227,0,0.000,7634,107,1852,11875,341,2276,11217,0.75,7.45,11987,14.2361,33794,9157,424542,2648.3,-0.0,621929,18.836,2631002.543,2.65e-15,0.00039,37.93,35671,36.577,2.219,33.657,0.700,36.577,5842,3327,4665,0.4060,0.884,1.038,1.373,1.083,0.956,1.174,12918.334,10814.543,25120.888,12846.156,16608.207,1917.460,1310.025,1598.990,0.785,0.471,0.523,0.759,0.367,0.458,8359,25059,0.7676,0.2059,0.2983,0.9989,0.0304,0.0617,0.5314,0.9931,0.9187,0.1724,0.0240,0.0266,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4317,0.9995,0.8115,0.8090,0.9990,0.0304,0.0617,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9428,4.5925,4.7012,0.1034,0.1091,0.0854,0.110,0.157,0.133,0.126,538,0.0211,0.0034,0.0019,0.00092,0.00041,0.00050,27.53,27.58,28.04,11698.9052,0.0346,29.8277,8.7040,10.1315,1085082,1524681,0.5487,0.0312
5000,14624,5161,61587,138897,123091,76505,805,21440,3032,8,368887,4504393,44996.390,21467.621,0.3062,14408.395,0.093,0.746,0.075,0.087,0.583,0.296,1794,0.0776,0.6741,0.124,12.6,39.2,79.7,37.27,3.58,9.80,0.62,23.27,7.32,1.091,0.237,0.255,0.279,20.130,0.394,0.0022,108,432,3372,23123,368,25,0.306,8459,75,1720,12829,395,1773,12456,1.25,8.23,11322,14.2037,26948,9544,394414,2132.9,-0.0,663999,20.151,2631002.543,2.18e-14,0.00121,12.68,44625,40.318,2.140,37.125,1.052,40.318,5228,4259,5137,0.4088,0.870,1.043,1.440,1.116,0.926,1.203,14773.135,13787.266,22659.745,14668.787,22076.252,2935.967,1443.734,2679.525,0.743,0.460,0.531,0.683,0.442,0.539,9287,29924,0.7549,0.2105,0.2675,0.9990,0.0321,0.0593,0.5609,0.8071,0.8086,0.1847,0.0289,0.0323,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5926,0.9992,0.7354,0.7300,0.9990,0.0321,0.0594,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9927,4.8675,4.9046,0.0969,0.0883,0.0679,0.097,0.116,0.101,0.104,467,0.0132,0.0028,0.0016,0.00108,0.00045,0.00061,27.57,28.57,28.50,6927.9939,0.0459,37.2038,10.0684,10.0823,1088380,1521509,0.4072,0.0228
6000,13259,5183,57115,122873,108775,65071,687,19834,3027,14,334192,4156443,41113.651,18755.988,0.3083,12317.256,0.095,0.751,0.075,0.079,0.582,0.302,1292,0.0758,0.6657,0.111,13.1,39.5,80.9,36.67,3.75,9.62,0.77,22.53,7.34,1.107,0.227,0.247,0.268,19.732,0.412,0.0023,108,421,4910,21348,605,35,0.532,7949,311,1994,10954,1169,2059,10031,1.25,7.95,11605,17.3830,22624,10652,364248,1873.9,-0.0,702088,19.094,2631002.543,2.09e-14,0.00002,23.20,40631,36.324,2.078,33.441,0.805,36.325,6401,3125,3733,0.4021,0.882,1.043,1.474,1.112,0.951,1.228,13503.640,12079.373,20548.747,13351.374,19530.786,2799.777,1257.603,2381.352,0.720,0.461,0.529,0.625,0.440,0.532,10831,30019,0.6593,0.2872,0.2973,0.9989,0.0402,0.0612,0.5653,0.9582,0.8945,0.1536,0.0259,0.0267,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,5240,0.9993,0.8310,0.7972,0.9986,0.0403,0.0613,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0821,4.8502,4.8398,0.0934,0.0915,0.0755,0.141,0.119,0.167,0.120,346,0.0110,0.0025,0.0017,0.00103,0.00050,0.00062,25.00,27.27,27.36,4446.6459,0.0472,33.3766,9.6032,9.4911,1090870,1521443,0.2291,0.0075
7000,11208,4576,53677,115066,101374,60882,507,21621,3384,19,394269,4171775,39360.776,18272.997,0.2861,11221.994,0.073,0.770,0.074,0.083,0.587,0.298,1565,0.0870,0.6565,0.118,15.8,41.8,81.7,37.72,3.71,11.04,0.78,22.19,7.46,1.128,0.253,0.264,0.295,20.027,0.391,0.0025,116,460,7433,21725,1266,33,0.629,7144,390,1221,9597,896,1555,8757,2.25,9.17,10841,17.1765,19499,10571,336211,2170.8,-0.0,741157,19.583,2631002.543,9.73e-15,0.00022,24.47,38190,36.253,2.121,33.572,0.560,36.254,5530,2505,3173,0.3481,0.899,1.065,1.499,1.152,0.948,1.229,13068.683,10474.259,21127.056,12914.876,16540.838,3042.192,1637.861,2370.951,0.691,0.468,0.543,0.614,0.454,0.524,14185,25175,0.6575,0.2692,0.2679,0.9995,0.0457,0.0649,0.6061,1.0084,0.8456,0.1560,0.0220,0.0256,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4892,0.9991,0.8689,0.7439,0.9993,0.0458,0.0649,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9887,4.8380,4.7944,0.0942,0.0915,0.0709,0.049,0.188,0.166,0.126,637,0.0195,0.0017,0.0019,0.00108,0.00056,0.00058,28.14,28.45,27.90,3253.4088,0.0535,29.8506,10.8145,8.7682,1094702,1520161,0.1960,0.0037
8000,14240,4489,53995,130280,117615,75321,964,16929,2911,36,326241,3911360,43029.070,18256.856,0.3015,12109.079,0.066,0.793,0.076,0.065,0.587,0.304,1154,0.0610,0.6469,0.126,14.1,40.2,78.1,36.68,2.87,9.43,0.46,23.92,7.52,1.125,0.221,0.208,0.236,15.210,0.354,0.0022,107,454,8923,21790,2284,29,0.568,8105,727,989,12524,1157,1693,11390,2.00,9.48,11855,18.1375,16303,9310,310455,3988.4,-0.0,771291,16.485,2631002.543,2.07e-14,0.00001,7.77,39059,34.565,2.036,31.722,0.806,34.565,5671,3735,4834,0.3692,0.893,1.057,1.503,1.154,0.941,1.232,13491.919,14890.824,19587.838,13366.015,22184.296,2723.215,1369.332,2055.230,0.692,0.489,0.535,0.618,0.508,0.614,13393,27754,0.6549,0.2027,0.2206,0.9996,0.0422,0.0599,0.5990,0.9157,0.8467,0.1460,0.0183,0.0160,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2758,0.9991,0.7858,0.7634,0.9993,0.0422,0.0599,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0353,4.9473,4.9774,0.0768,0.0636,0.0460,0.081,0.075,0.068,0.086,575,0.0294,0.0016,0.0017,0.00108,0.00062,0.00067,25.41,28.70,28.62,3278.3486,0.0510,36.0087,8.9637,7.5210,1097901,1516762,0.3455,0.0261
9000,10260,4276,50996,108222,96545,56523,703,16870,2226,70,285348,3622009,38070.189,17298.608,0.3094,11781.044,0.066,0.788,0.081,0.066,0.578,0.314,1064,0.0784,0.6477,0.094,15.1,43.8,81.2,37.52,3.61,10.53,0.42,22.96,7.41,1.207,0.224,0.266,0.305,17.717,0.336,0.0023,99,437,8853,16448,2998,28,0.335,6326,42,1193,9025,613,1604,8043,2.00,8.38,13392,19.3892,13735,10952,290134,2290.7,-0.0,795207,15.589,2631002.543,9.38e-15,0.00057,30.68,33925,31.367,2.118,28.747,0.502,31.367,5114,1746,3400,0.2868,0.914,1.125,1.613,1.186,0.964,1.363,10581.276,13218.261,19213.628,10482.006,20155.599,2381.944,820.847,2314.773,0.698,0.470,0.510,0.652,0.409,0.506,12804,31455,0.7095,0.2030,0.2268,0.9994,0.0438,0.0537,0.5943,0.9256,0.8734,0.1510,0.0270,0.0233,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3763,0.9997,0.8173,0.7754,0.9984,0.0438,0.0537,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1254,4.9642,5.0751,0.0882,0.0548,0.0431,0.050,0.076,0.073,0.079,592,0.0305,0.0017,0.0022,0.00108,0.00053,0.00067,26.39,27.53,28.09,2677.1615,0.0421,31.1367,7.9009,7.6880,1100906,1516536,0.6145,0.0494
10000,11452,4541,55549,128309,116719,71620,1140,16073,2186,95,284978,4049156,42412.204,18706.957,0.3078,13224.951,0.070,0.776,0.080,0.075,0.600,0.304,907,0.0672,0.6581,0.144,12.7,42.7,81.7,36.49,3.33,10.38,0.35,22.43,7.38,1.208,0.227,0.233,0.271,16.463,0.358,0.0020,106,424,6994,17693,2968,24,0.487,6872,51,1187,10214,508,2024,8920,2.00,8.48,15253,21.6989,11650,10823,272835,2516.7,-0.0,813727,15.228,2631002.543,9.38e-15,0.00019,11.37,40872,34.339,2.045,31.702,0.592,34.381,5685,2247,3520,0.3063,0.909,1.099,1.680,1.235,0.957,1.325,13003.661,14576.183,19866.619,12898.830,22871.706,2411.531,926.738,2143.736,0.708,0.514,0.537,0.662,0.481,0.553,11838,31490,0.6967,0.1746,0.2133,0.9998,0.0403,0.0529,0.6026,0.8983,0.8732,0.1475,0.0317,0.0187,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4044,0.9994,0.7657,0.7395,0.9984,0.0403,0.0529,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2683,5.0422,5.2199,0.0832,0.0446,0.0366,0.041,0.079,0.063,0.053,469,0.0223,0.0009,0.0017,0.00119,0.00060,0.00071,27.77,28.01,28.24,2189.0832,0.0436,36.2871,7.5634,7.6647,1102916,1513920,0.7500,0.0523
