gx,gy,land,dry,temp,predicted,region
15,0,30,0.6234,-8.74,0.0,0
16,0,64,0.8166,-10.08,0.00236,0
17,0,64,0.685,-10.83,0.01417,0
18,0,64,0.6788,-10.4,0.01417,0
19,0,64,0.5709,-10.76,0.02325,0
20,0,64,0.4615,-10.74,0.03522,1
21,0,64,0.3525,-10.26,0.05643,1
22,0,64,0.152,-10.67,0.05643,1
23,0,64,0.0743,-11.24,0.05643,1
24,0,64,0.0687,-11.67,0.05643,1
25,0,64,0.0738,-11.76,0.05643,1
26,0,64,0.0829,-11.14,0.05643,1
27,0,64,0.0669,-10.82,0.05643,1
28,0,64,0.0736,-10.73,0.05643,1
29,0,64,0.0896,-9.69,0.05643,1
30,0,5,0.0813,-8.45,0.0,0
35,0,38,0.6051,-8.81,0.01831,0
36,0,64,0.5745,-10.63,0.02325,0
37,0,64,0.4551,-11.17,0.03522,2
38,0,64,0.4303,-11.37,0.03522,2
39,0,64,0.4513,-10.97,0.03522,2
40,0,64,0.4678,-10.33,0.03522,2
41,0,64,0.4569,-9.77,0.03522,2
42,0,64,0.4052,-9.47,0.03522,2
43,0,64,0.2845,-9.62,0.05643,2
44,0,64,0.1555,-10.5,0.05643,2
45,0,64,0.091,-11.07,0.05643,2
46,0,64,0.0671,-12.23,0.05643,2
47,0,64,0.0687,-12.77,0.05643,2
48,0,64,0.0791,-12.54,0.05643,2
49,0,64,0.1235,-11.5,0.05643,2
50,0,58,0.2246,-9.19,0.05643,2
15,1,4,0.3782,-2.89,0.0,0
16,1,58,0.7245,-4.52,0.0093,0
17,1,64,0.7367,-5.52,0.0093,0
18,1,64,0.5628,-6.17,0.02325,0
19,1,64,0.4779,-6.24,0.03522,1
20,1,64,0.3739,-5.92,0.05643,1
21,1,64,0.3035,-5.71,0.05643,1
22,1,64,0.2773,-5.55,0.05643,1
23,1,64,0.1932,-6.49,0.05643,1
24,1,64,0.1403,-7.19,0.05643,1
25,1,64,0.1382,-6.97,0.05643,1
26,1,64,0.1483,-6.46,0.05643,1
27,1,64,0.1299,-6.48,0.05643,1
28,1,64,0.1278,-6.27,0.05643,1
29,1,61,0.1779,-4.63,0.05643,1
30,1,3,0.1021,0.15,0.0,0
34,1,17,0.4972,-1.85,0.0,0
35,1,61,0.6633,-4.2,0.01417,0
36,1,64,0.5814,-5.2,0.02325,0
37,1,64,0.6095,-5.75,0.01831,0
38,1,64,0.5763,-6.03,0.02325,0
39,1,64,0.5253,-6.39,0.02827,0
40,1,64,0.4932,-5.97,0.03522,2
41,1,64,0.4493,-5.3,0.03522,2
42,1,64,0.4161,-4.84,0.03522,2
43,1,64,0.3582,-5.08,0.05643,2
44,1,64,0.3112,-5.66,0.05643,2
45,1,64,0.2808,-6.26,0.05643,2
46,1,64,0.2237,-7.13,0.05643,2
47,1,64,0.2233,-7.61,0.05643,2
48,1,64,0.2508,-7.59,0.05643,2
49,1,64,0.3508,-6.53,0.05643,2
50,1,62,0.4581,-4.46,0.03522,2
51,1,9,0.3995,-0.88,0.0,0
16,2,43,0.5725,1.06,0.03395,0
17,2,64,0.6762,-1.02,0.01417,0
18,2,64,0.4213,-2.13,0.03522,1
19,2,64,0.3824,-1.8,0.05643,1
20,2,64,0.3925,-1.32,0.05643,1
21,2,64,0.413,-1.0,0.03522,1
22,2,64,0.3794,-1.39,0.05643,1
23,2,64,0.3373,-1.96,0.05643,1
24,2,64,0.2775,-2.68,0.05643,1
25,2,64,0.2204,-3.13,0.05643,1
26,2,64,0.2298,-2.64,0.05643,1
27,2,64,0.2147,-2.5,0.05643,1
28,2,64,0.2295,-1.97,0.05643,1
29,2,64,0.3099,-0.41,0.05643,1
30,2,32,0.3036,1.63,0.06287,1
34,2,38,0.5612,1.35,0.03395,0
35,2,64,0.7895,0.22,0.01248,0
36,2,64,0.6921,0.28,0.02437,0
37,2,64,0.6437,0.46,0.02961,0
38,2,64,0.6536,-0.12,0.01417,0
39,2,64,0.5215,-1.48,0.02827,0
40,2,64,0.4404,-1.7,0.03522,2
41,2,64,0.4575,-1.06,0.03522,2
42,2,64,0.4333,-1.21,0.03522,2
43,2,64,0.456,-0.92,0.03522,2
44,2,64,0.4707,-1.05,0.03522,2
45,2,64,0.4624,-1.65,0.03522,2
46,2,64,0.4461,-2.19,0.03522,2
47,2,64,0.4608,-2.15,0.03522,2
48,2,64,0.4847,-1.88,0.03522,2
49,2,64,0.5362,-1.05,0.02827,0
50,2,64,0.5765,-0.28,0.02325,0
51,2,31,0.5803,1.98,0.0,0
15,3,3,0.3593,9.43,0.0,0
16,3,50,0.524,5.73,0.0403,1
17,3,64,0.5087,3.93,0.0403,1
18,3,64,0.4687,2.88,0.05087,1
19,3,64,0.5023,2.97,0.0403,1
20,3,64,0.4747,3.33,0.05087,1
21,3,64,0.4839,3.24,0.05087,1
22,3,64,0.4646,2.97,0.05087,1
23,3,64,0.4258,2.87,0.05087,1
24,3,64,0.3722,2.19,0.06287,1
25,3,64,0.3182,1.41,0.06287,1
26,3,64,0.3064,1.68,0.06287,1
27,3,64,0.3007,1.96,0.06287,1
28,3,64,0.3128,2.29,0.06287,1
29,3,64,0.3856,3.78,0.06287,1
30,3,38,0.4222,5.43,0.05087,1
34,3,23,0.5066,5.81,0.0,0
35,3,62,0.7252,5.34,0.02001,0
36,3,64,0.7937,5.44,0.01248,0
37,3,64,0.6242,5.42,0.02961,0
38,3,64,0.5658,5.07,0.03395,0
39,3,64,0.5853,4.01,0.03395,0
40,3,64,0.5193,3.49,0.0403,2
41,3,64,0.52,3.5,0.0403,2
42,3,64,0.561,3.34,0.03395,0
43,3,64,0.591,3.73,0.03395,0
44,3,64,0.5922,3.74,0.03395,0
45,3,64,0.568,2.98,0.03395,0
46,3,64,0.5659,2.87,0.03395,0
47,3,64,0.5887,3.09,0.03395,0
48,3,64,0.6149,3.44,0.02961,0
49,3,64,0.6302,3.95,0.02961,0
50,3,64,0.6334,4.61,0.02961,0
51,3,43,0.6436,5.77,0.02961,0
14,4,4,0.3768,13.65,0.0,0
15,4,52,0.5371,10.47,0.04852,0
16,4,64,0.6961,8.7,0.02437,0
17,4,64,0.5521,7.87,0.03395,0
18,4,64,0.5112,7.76,0.0403,1
19,4,64,0.5868,7.75,0.03395,0
20,4,64,0.5492,7.54,0.0403,1
21,4,64,0.4788,7.29,0.05087,1
22,4,64,0.4782,7.17,0.05087,1
23,4,64,0.4962,7.46,0.05087,1
24,4,64,0.4257,6.79,0.05087,1
25,4,64,0.3828,6.36,0.06287,1
26,4,64,0.3939,6.58,0.06287,1
27,4,64,0.3896,6.69,0.06287,1
28,4,64,0.3804,6.61,0.06287,1
29,4,64,0.4449,7.81,0.05087,1
30,4,39,0.5136,10.16,0.04852,1
35,4,45,0.5352,10.26,0.04852,0
36,4,64,0.737,9.77,0.02001,0
37,4,64,0.6436,9.79,0.02961,0
38,4,64,0.5682,9.97,0.03395,0
39,4,64,0.6483,9.51,0.02961,0
40,4,64,0.6871,8.94,0.02437,0
41,4,64,0.6427,8.58,0.02961,0
42,4,64,0.6362,8.42,0.02961,0
43,4,64,0.6287,8.52,0.02961,0
44,4,64,0.652,8.68,0.02437,0
45,4,64,0.6751,8.46,0.02437,0
46,4,64,0.6829,8.5,0.02437,0
47,4,64,0.6681,8.3,0.02437,0
48,4,64,0.6663,8.37,0.02437,0
49,4,64,0.6634,8.79,0.02437,0
50,4,64,0.6191,9.58,0.02961,0
51,4,57,0.6144,10.57,0.03871,5
52,4,30,0.5541,11.96,0.0,0
53,4,2,0.4519,14.5,0.0,0
15,5,60,0.55,14.27,0.04594,0
16,5,64,0.7072,12.82,0.02505,0
17,5,64,0.6283,11.63,0.03871,1
18,5,64,0.5117,12.09,0.04852,1
19,5,64,0.5362,12.2,0.04852,1
20,5,64,0.5815,11.83,0.04594,1
21,5,64,0.5189,11.25,0.04852,1
22,5,64,0.4678,11.42,0.06117,1
23,5,64,0.4737,11.33,0.06117,1
24,5,64,0.4526,10.67,0.06117,1
25,5,64,0.4305,10.72,0.06117,1
26,5,64,0.4356,10.98,0.06117,1
27,5,64,0.4505,11.02,0.06117,1
28,5,64,0.4544,10.68,0.06117,1
29,5,64,0.5283,11.9,0.04852,1
30,5,63,0.6065,14.07,0.03871,1
31,5,2,0.484,18.67,0.0,0
34,5,13,0.4113,16.32,0.0,0
35,5,55,0.5389,14.97,0.04852,0
36,5,64,0.7378,14.32,0.02505,0
37,5,64,0.7631,14.6,0.01921,0
38,5,45,0.6455,15.17,0.03871,0
39,5,53,0.6248,14.7,0.03871,0
40,5,58,0.6954,14.32,0.03248,0
41,5,64,0.7438,13.8,0.02505,0
42,5,64,0.7546,13.64,0.01921,0
43,5,64,0.7334,13.64,0.02505,0
44,5,64,0.7187,13.74,0.02505,0
45,5,64,0.7301,13.74,0.02505,0
46,5,64,0.735,13.91,0.02505,0
47,5,64,0.6268,13.2,0.03871,5
48,5,64,0.5504,13.09,0.04594,5
49,5,64,0.6197,13.64,0.03871,5
50,5,51,0.6457,15.03,0.03871,5
51,5,57,0.54,14.79,0.04852,5
52,5,64,0.6371,14.35,0.03871,5
53,5,8,0.6262,16.37,0.0,0
15,6,38,0.4756,18.55,0.06117,0
16,6,64,0.6582,17.36,0.03248,0
17,6,64,0.6771,16.26,0.03248,0
18,6,64,0.5649,15.45,0.04594,1
19,6,64,0.4548,15.39,0.06117,1
20,6,64,0.5081,15.36,0.04852,1
21,6,64,0.5339,15.23,0.04852,1
22,6,64,0.4678,15.16,0.06117,1
23,6,64,0.4649,15.34,0.06117,1
24,6,64,0.4707,14.64,0.06117,1
25,6,64,0.4477,13.8,0.06117,1
26,6,64,0.45,13.99,0.06117,1
27,6,64,0.5121,14.8,0.04852,1
28,6,64,0.5511,14.97,0.04594,1
29,6,64,0.6072,15.63,0.03871,1
30,6,64,0.6907,17.58,0.03248,0
31,6,25,0.6967,19.71,0.0,0
35,6,12,0.4682,18.68,0.0,0
36,6,56,0.6024,18.86,0.03871,0
37,6,22,0.7399,18.75,0.0,0
38,6,32,0.4716,19.23,0.06117,0
39,6,4,0.6321,18.92,0.0,0
40,6,6,0.4436,18.73,0.0,0
41,6,26,0.601,18.32,0.0,0
42,6,40,0.7099,18.2,0.02505,0
43,6,32,0.7353,18.2,0.02505,0
44,6,38,0.7383,18.28,0.02505,0
45,6,61,0.6572,18.88,0.03248,0
46,6,64,0.7068,18.42,0.02505,0
47,6,64,0.6338,17.9,0.03871,5
48,6,64,0.5394,17.65,0.04852,5
49,6,64,0.597,18.11,0.04594,5
50,6,64,0.6573,18.33,0.03248,0
51,6,64,0.6883,18.61,0.03248,0
52,6,64,0.6999,18.79,0.03248,0
53,6,22,0.6507,20.41,0.0,0
15,7,6,0.4146,22.51,0.0,0
16,7,60,0.5492,21.93,0.05425,1
17,7,64,0.627,20.29,0.04431,1
18,7,64,0.5616,19.23,0.04594,1
19,7,64,0.4207,18.93,0.06117,1
20,7,64,0.4339,18.7,0.06117,1
21,7,64,0.5128,18.68,0.04852,1
22,7,64,0.5016,18.62,0.04852,1
23,7,64,0.4709,18.48,0.06117,1
24,7,64,0.4682,17.62,0.06117,1
25,7,64,0.5031,17.12,0.04852,1
26,7,64,0.5169,17.05,0.04852,1
27,7,64,0.5573,17.75,0.04594,1
28,7,64,0.6272,18.99,0.03871,1
29,7,64,0.6913,20.19,0.03598,1
30,7,64,0.7349,21.1,0.03142,0
31,7,64,0.7495,22.11,0.03142,0
32,7,59,0.6936,22.81,0.03598,0
33,7,44,0.6861,23.48,0.03598,0
34,7,35,0.6212,23.99,0.04431,0
35,7,17,0.4866,24.88,0.0,0
36,7,58,0.5414,22.97,0.05425,0
37,7,11,0.6048,24.01,0.0,0
44,7,20,0.4286,23.29,0.0,0
45,7,64,0.5784,22.55,0.0508,0
46,7,64,0.6983,22.37,0.03598,0
47,7,64,0.7138,22.14,0.03142,0
48,7,64,0.6779,21.8,0.03598,5
49,7,64,0.6448,22.24,0.04431,5
50,7,64,0.6132,22.49,0.04431,5
51,7,64,0.6356,22.5,0.04431,5
52,7,64,0.6773,22.29,0.03598,5
53,7,58,0.6867,22.87,0.03598,5
54,7,30,0.5924,24.22,0.0,0
55,7,1,0.4515,26.37,0.0,0
16,8,55,0.489,25.91,0.06185,1
17,8,64,0.5634,24.02,0.0508,1
18,8,64,0.5299,22.83,0.05425,1
19,8,64,0.4327,22.44,0.06721,1
20,8,64,0.4492,22.38,0.06721,1
21,8,64,0.5212,22.03,0.05425,1
22,8,64,0.5686,22.16,0.0508,1
23,8,64,0.5397,21.83,0.05425,1
24,8,64,0.5237,21.34,0.05425,1
25,8,64,0.5635,21.18,0.0508,1
26,8,64,0.6056,21.2,0.04431,1
27,8,64,0.6337,21.48,0.04431,1
28,8,64,0.6837,22.66,0.03598,1
29,8,64,0.7327,23.98,0.03142,0
30,8,64,0.7584,24.53,0.02636,0
31,8,64,0.7832,24.97,0.02636,0
32,8,64,0.8028,25.33,0.01192,0
33,8,64,0.8197,25.75,0.01192,0
34,8,64,0.8292,26.16,0.01192,0
35,8,62,0.7824,26.45,0.02265,0
36,8,55,0.7569,26.37,0.02265,0
45,8,25,0.5152,25.89,0.0,0
46,8,44,0.6007,26.29,0.04183,0
47,8,64,0.6615,26.03,0.03484,0
48,8,64,0.6818,25.61,0.03484,0
49,8,64,0.6846,25.9,0.03484,0
50,8,64,0.6458,26.05,0.04183,5
51,8,64,0.5999,25.65,0.04949,5
52,8,64,0.6224,25.27,0.04183,5
53,8,64,0.6856,25.6,0.03484,0
54,8,64,0.7152,26.05,0.02826,0
55,8,36,0.6654,26.9,0.03484,0
15,9,9,0.4446,30.66,0.0,0
16,9,64,0.5121,28.82,0.05523,1
17,9,64,0.5726,27.67,0.04949,1
18,9,64,0.5873,27.14,0.04949,1
19,9,64,0.5526,26.91,0.04949,1
20,9,64,0.5145,26.41,0.05523,1
21,9,64,0.5511,25.93,0.04949,1
22,9,64,0.6085,25.88,0.04183,1
23,9,64,0.6127,25.54,0.04183,1
24,9,64,0.6017,25.28,0.04183,1
25,9,64,0.6284,25.57,0.04183,1
26,9,64,0.6625,25.7,0.03484,0
27,9,64,0.6927,25.81,0.03484,0
28,9,64,0.7236,26.31,0.02826,0
29,9,64,0.7633,27.42,0.02265,0
30,9,64,0.7801,27.8,0.02265,0
31,9,64,0.7982,28.11,0.02265,0
32,9,64,0.8172,28.41,0.01192,0
33,9,64,0.8324,28.63,0.01192,0
34,9,64,0.8536,29.38,0.01192,0
35,9,49,0.7612,29.64,0.02265,0
36,9,28,0.737,29.37,0.0,0
46,9,8,0.4571,29.28,0.0,0
47,9,59,0.5617,29.62,0.04949,0
48,9,64,0.6518,29.24,0.03484,0
49,9,64,0.6812,29.27,0.03484,0
50,9,64,0.6645,28.89,0.03484,0
51,9,64,0.6155,28.36,0.04183,5
52,9,64,0.5876,27.98,0.04949,5
53,9,64,0.6499,28.61,0.04183,5
54,9,64,0.6926,28.82,0.03484,0
55,9,32,0.7179,29.67,0.02826,0
15,10,2,0.4313,32.03,0.0,0
16,10,57,0.5185,31.63,0.04373,1
17,10,64,0.5859,31.06,0.04111,1
18,10,64,0.6279,31.24,0.03224,0
19,10,64,0.6162,30.69,0.03224,0
20,10,64,0.5847,30.09,0.04111,1
21,10,64,0.5972,29.98,0.04949,1
22,10,64,0.6517,30.27,0.03285,0
23,10,64,0.6629,29.7,0.03484,0
24,10,64,0.6552,29.03,0.03484,0
25,10,64,0.6536,28.66,0.03484,0
26,10,64,0.6908,29.22,0.03484,0
27,10,64,0.7156,29.34,0.02826,0
28,10,64,0.7477,29.77,0.02826,0
29,10,64,0.7719,30.16,0.01456,0
30,10,64,0.7927,30.57,0.01456,0
31,10,64,0.8241,31.54,0.0092,0
32,10,64,0.8337,31.71,0.0092,0
33,10,64,0.8278,31.32,0.0092,0
34,10,64,0.8441,32.04,0.0092,0
35,10,9,0.8259,33.33,0.0,0
47,10,8,0.4866,32.14,0.0,0
48,10,55,0.5683,32.39,0.04111,0
49,10,64,0.6288,32.12,0.03224,0
50,10,64,0.6376,32.13,0.03224,0
51,10,64,0.5966,31.34,0.04111,5
52,10,64,0.5536,30.47,0.04111,5
53,10,64,0.5991,30.77,0.04111,5
54,10,64,0.6711,31.55,0.03285,0
55,10,36,0.706,32.71,0.02109,0
16,11,27,0.5101,34.26,0.0,0
17,11,64,0.5764,34.28,0.02824,0
18,11,64,0.6162,34.17,0.02704,0
19,11,64,0.606,33.39,0.02704,0
20,11,64,0.615,33.09,0.02704,0
21,11,64,0.6346,33.21,0.02704,0
22,11,64,0.6636,33.38,0.02133,0
23,11,64,0.6709,32.85,0.03285,0
24,11,64,0.6738,32.29,0.03285,0
25,11,64,0.6738,31.72,0.03285,0
26,11,64,0.7084,32.18,0.02109,0
27,11,64,0.7283,32.24,0.02109,0
28,11,64,0.7564,32.61,0.01456,0
29,11,64,0.7867,33.2,0.00729,0
30,11,64,0.8151,33.89,0.00602,0
31,11,62,0.8208,34.66,0.00602,0
32,11,64,0.8103,34.39,0.00602,0
33,11,64,0.8111,34.04,0.00602,0
34,11,64,0.8311,34.66,0.00602,0
35,11,27,0.7839,35.6,0.0,0
36,11,1,0.666,36.61,0.0,0
47,11,16,0.4994,35.94,0.0,0
48,11,60,0.5097,34.88,0.03216,0
49,11,64,0.542,34.35,0.03216,0
50,11,64,0.5883,34.32,0.02824,0
51,11,64,0.5915,33.62,0.02824,0
52,11,64,0.5826,32.99,0.04111,5
53,11,64,0.6151,33.14,0.02704,0
54,11,64,0.6686,33.7,0.02133,0
55,11,48,0.713,34.74,0.01478,0
17,12,38,0.536,36.43,0.03216,0
18,12,64,0.5464,35.71,0.03216,0
19,12,64,0.5467,35.08,0.03216,0
20,12,64,0.5888,35.22,0.02824,0
21,12,64,0.6322,35.51,0.02704,0
22,12,64,0.6575,35.63,0.02133,0
23,12,64,0.6645,35.24,0.02133,0
24,12,64,0.6672,34.68,0.02133,0
25,12,64,0.6785,34.33,0.02133,0
26,12,64,0.7155,34.75,0.01478,0
27,12,64,0.7362,34.8,0.01478,0
28,12,64,0.7575,34.95,0.00729,0
29,12,64,0.7906,35.65,0.00729,0
30,12,64,0.8189,36.33,0.00602,0
31,12,59,0.7976,36.99,0.00729,0
32,12,64,0.7966,36.76,0.00729,0
33,12,64,0.8067,36.18,0.00602,0
34,12,64,0.8241,36.26,0.00602,0
35,12,64,0.8412,36.69,0.00602,0
36,12,24,0.8305,37.32,0.0,0
47,12,26,0.5249,36.96,0.0,0
48,12,62,0.5414,36.74,0.03216,0
49,12,64,0.555,36.42,0.02824,0
50,12,64,0.5677,35.85,0.02824,0
51,12,64,0.5905,35.36,0.02824,0
52,12,64,0.6064,35.05,0.02704,0
53,12,64,0.6369,35.28,0.02704,0
54,12,64,0.6742,35.66,0.02133,0
55,12,40,0.7187,36.64,0.01478,0
62,12,39,0.5161,37.19,0.03216,0
63,12,16,0.53,37.54,0.0,0
0,13,24,0.5001,37.01,0.0,0
1,13,13,0.4977,36.77,0.0,0
17,13,8,0.4912,37.45,0.0,0
18,13,64,0.5072,36.08,0.03216,0
19,13,64,0.5097,35.48,0.03216,0
20,13,64,0.556,35.62,0.02824,0
21,13,64,0.619,36.01,0.02704,0
22,13,64,0.6322,35.63,0.02704,0
23,13,64,0.6409,35.29,0.02704,0
24,13,64,0.6522,34.97,0.02133,0
25,13,64,0.6822,35.06,0.02133,0
26,13,64,0.7019,34.85,0.01478,0
27,13,64,0.7356,35.19,0.01478,0
28,13,64,0.7538,35.2,0.00729,0
29,13,64,0.7719,35.27,0.00729,0
30,13,64,0.8058,36.04,0.00602,0
31,13,64,0.834,36.76,0.00602,0
32,13,64,0.8402,36.74,0.00602,0
33,13,64,0.8311,36.01,0.00602,0
34,13,64,0.8325,35.6,0.00602,0
35,13,64,0.8511,35.9,0.00602,0
36,13,54,0.867,36.38,0.00602,0
37,13,5,0.8171,36.38,0.0,0
48,13,19,0.526,37.18,0.0,0
49,13,64,0.5561,36.4,0.02824,0
50,13,64,0.5423,35.49,0.03216,0
51,13,64,0.5584,35.02,0.02824,0
52,13,64,0.6018,35.1,0.02704,0
53,13,64,0.6199,34.93,0.02704,0
54,13,64,0.6595,35.37,0.02133,0
55,13,47,0.7081,36.4,0.01478,0
56,13,1,0.6399,36.53,0.0,0
62,13,39,0.5502,36.92,0.02824,0
63,13,51,0.5783,37.08,0.02824,0
0,14,4,0.4719,35.95,0.0,0
1,14,40,0.5132,35.04,0.03216,0
18,14,23,0.487,35.49,0.0,0
19,14,58,0.4961,34.59,0.04049,0
20,14,64,0.5289,34.32,0.03216,0
21,14,64,0.5757,34.41,0.02824,0
22,14,64,0.6028,34.2,0.02704,0
23,14,64,0.6203,33.92,0.02704,0
24,14,64,0.6313,33.45,0.02704,0
25,14,64,0.6496,33.08,0.02704,0
26,14,64,0.6697,32.81,0.03285,0
27,14,64,0.7028,33.07,0.01478,0
28,14,64,0.726,33.2,0.01478,0
29,14,64,0.7645,33.86,0.00729,0
30,14,64,0.7959,34.41,0.00729,0
31,14,64,0.8144,34.53,0.00602,0
32,14,64,0.8214,34.21,0.00602,0
33,14,64,0.8207,33.61,0.00602,0
34,14,64,0.8318,33.57,0.00602,0
35,14,64,0.8384,33.28,0.00602,0
36,14,64,0.8565,33.6,0.00602,0
37,14,64,0.8592,34.27,0.00602,0
38,14,28,0.84,34.62,0.0,0
48,14,2,0.4622,36.06,0.0,0
49,14,49,0.5125,34.72,0.03216,0
50,14,64,0.5158,33.56,0.03216,0
51,14,64,0.5146,32.64,0.04373,13
52,14,64,0.5563,32.67,0.04111,13
53,14,64,0.581,32.74,0.04111,13
54,14,64,0.5984,32.56,0.04111,13
55,14,64,0.6729,33.57,0.02133,0
56,14,51,0.711,34.31,0.01478,0
57,14,5,0.6985,34.33,0.0,0
58,14,1,0.2939,36.23,0.0,0
61,14,30,0.5397,34.5,0.0,0
62,14,62,0.6033,34.61,0.02704,0
63,14,22,0.595,35.19,0.0,0
0,15,6,0.4784,31.95,0.0,0
1,15,59,0.5573,32.52,0.04111,14
19,15,20,0.4746,33.22,0.0,0
20,15,55,0.5069,32.8,0.04373,15
21,15,64,0.5124,32.39,0.04373,15
22,15,64,0.5094,31.98,0.04373,15
23,15,64,0.5083,30.95,0.04373,15
24,15,64,0.5482,30.63,0.04373,15
25,15,64,0.5962,30.69,0.04111,15
26,15,64,0.6248,30.63,0.03224,0
27,15,64,0.6524,30.72,0.03285,0
28,15,64,0.6766,30.76,0.03285,0
29,15,64,0.7184,31.23,0.02109,0
30,15,64,0.7526,31.53,0.01456,0
31,15,64,0.7721,31.47,0.01456,0
32,15,64,0.7831,31.26,0.01456,0
33,15,64,0.7832,30.69,0.01456,0
34,15,64,0.7893,30.29,0.01456,0
35,15,64,0.8013,30.02,0.0092,0
36,15,64,0.8296,30.56,0.0092,0
37,15,64,0.8517,31.1,0.0092,0
38,15,53,0.8695,31.94,0.0092,0
39,15,2,0.8013,32.82,0.0,0
49,15,12,0.4748,33.25,0.0,0
50,15,63,0.4926,31.41,0.05985,13
51,15,64,0.5238,30.38,0.04373,13
52,15,64,0.5286,29.9,0.05523,13
53,15,64,0.5291,29.89,0.05523,13
54,15,64,0.5188,29.25,0.05523,13
55,15,64,0.6101,30.16,0.03224,0
56,15,64,0.6851,31.21,0.03285,0
57,15,45,0.7057,31.79,0.02109,0
60,15,26,0.4868,32.14,0.0,0
61,15,64,0.5808,31.84,0.04111,14
62,15,51,0.6341,32.34,0.03224,0
63,15,1,0.4607,34.36,0.0,0
0,16,55,0.6286,29.43,0.04183,14
1,16,64,0.6404,29.3,0.04183,14
2,16,8,0.6614,29.51,0.0,0
19,16,2,0.4246,31.78,0.0,0
20,16,7,0.4443,31.47,0.0,0
21,16,23,0.4592,30.95,0.0,0
22,16,41,0.4405,29.75,0.06185,15
23,16,64,0.4572,28.33,0.06185,15
24,16,64,0.4924,27.99,0.06185,15
25,16,64,0.5389,28.34,0.05523,15
26,16,64,0.5556,28.22,0.04949,15
27,16,64,0.573,27.86,0.04949,15
28,16,64,0.6047,27.68,0.04183,15
29,16,64,0.6433,27.75,0.04183,15
30,16,64,0.6848,28.07,0.03484,0
31,16,64,0.712,28.18,0.02826,0
32,16,64,0.7246,27.95,0.02826,0
33,16,64,0.7329,27.55,0.02826,0
34,16,64,0.7389,26.94,0.02826,0
35,16,64,0.7532,26.59,0.02265,0
36,16,64,0.7896,27.22,0.02265,0
37,16,64,0.8159,27.79,0.01192,0
38,16,61,0.8359,29.08,0.01192,0
39,16,9,0.762,30.28,0.0,0
49,16,9,0.4424,29.29,0.0,0
50,16,62,0.5187,28.48,0.05523,13
51,16,64,0.5816,27.61,0.04949,13
52,16,64,0.571,27.18,0.04949,13
53,16,64,0.5122,26.79,0.05523,13
54,16,64,0.496,26.51,0.06185,13
55,16,64,0.5884,27.31,0.04949,13
56,16,64,0.6542,28.04,0.03484,0
57,16,62,0.6816,28.89,0.03484,0
60,16,55,0.5026,29.31,0.05523,14
61,16,64,0.6027,28.69,0.04183,14
62,16,61,0.6555,28.84,0.03484,0
63,16,44,0.6765,29.02,0.03484,0
0,17,64,0.5585,25.0,0.0508,14
1,17,64,0.6306,25.61,0.04183,14
2,17,19,0.6677,26.76,0.0,0
22,17,1,0.3839,29.4,0.0,0
23,17,35,0.4352,26.94,0.06185,15
24,17,64,0.51,25.8,0.05523,15
25,17,64,0.5393,25.63,0.05523,15
26,17,64,0.4704,24.7,0.06721,15
27,17,64,0.4846,24.34,0.06721,15
28,17,64,0.5108,23.74,0.05425,15
29,17,64,0.5477,23.76,0.05425,15
30,17,64,0.594,24.37,0.0508,15
31,17,64,0.6341,24.75,0.04431,15
32,17,64,0.664,24.79,0.03598,15
33,17,64,0.6686,24.08,0.03598,15
34,17,64,0.6853,23.66,0.03598,15
35,17,64,0.7038,23.38,0.03142,0
36,17,64,0.7365,23.79,0.03142,0
37,17,64,0.771,24.51,0.02636,0
38,17,52,0.8087,25.75,0.01192,0
39,17,16,0.7875,25.45,0.0,0
49,17,1,0.3848,28.94,0.0,0
50,17,49,0.4656,26.24,0.06185,13
51,17,58,0.515,25.56,0.05523,13
52,17,64,0.5257,24.87,0.05425,13
53,17,64,0.5156,24.47,0.05425,13
54,17,64,0.5256,24.85,0.05425,13
55,17,64,0.5703,24.96,0.0508,13
56,17,64,0.6203,25.42,0.04183,13
57,17,42,0.5864,26.8,0.04949,13
58,17,3,0.4368,28.36,0.0,0
60,17,45,0.4925,26.23,0.06185,14
61,17,64,0.6125,25.41,0.04183,14
62,17,64,0.6399,25.02,0.04183,14
63,17,64,0.5987,25.04,0.04949,14
0,18,64,0.4898,20.57,0.06721,14
1,18,64,0.6125,21.59,0.04431,14
2,18,46,0.682,22.33,0.03598,14
3,18,5,0.6696,22.59,0.0,0
18,18,1,0.3408,24.72,0.0,0
19,18,57,0.5231,22.71,0.05425,0
20,18,26,0.6771,22.94,0.0,0
23,18,6,0.4035,24.0,0.0,0
24,18,56,0.4781,23.31,0.06721,15
25,18,64,0.5602,22.25,0.0508,15
26,18,64,0.4967,21.25,0.06721,15
27,18,64,0.4504,21.07,0.06721,15
28,18,64,0.4678,20.5,0.06721,15
29,18,64,0.4967,20.43,0.06721,15
30,18,64,0.5046,20.65,0.05425,15
31,18,64,0.5444,20.95,0.05425,15
32,18,64,0.5817,20.85,0.0508,15
33,18,64,0.5981,20.4,0.0508,15
34,18,64,0.5955,19.62,0.04594,15
35,18,64,0.6248,19.56,0.03871,15
36,18,64,0.6718,20.21,0.03598,15
37,18,64,0.7083,20.74,0.03142,0
38,18,64,0.7451,21.34,0.03142,0
39,18,64,0.7731,21.84,0.02636,0
