gx,gy,land,dry,temp,predicted,region
0,0,64,0.975,3.72,0.00095,0
1,0,64,0.9752,3.81,0.00095,0
2,0,64,0.9752,3.68,0.00095,0
3,0,64,0.9751,3.24,0.00095,0
4,0,64,0.9753,2.82,0.00095,0
5,0,64,0.9758,2.79,0.00095,0
6,0,64,0.9761,2.78,0.00095,0
7,0,64,0.9764,2.95,0.00095,0
8,0,64,0.9764,2.8,0.00095,0
9,0,64,0.9763,2.49,0.00095,0
10,0,64,0.9767,2.36,0.00095,0
11,0,64,0.9773,2.36,0.00095,0
12,0,64,0.9779,2.42,0.00095,0
13,0,64,0.978,2.28,0.00095,0
14,0,64,0.9783,2.35,0.00095,0
15,0,64,0.9789,2.66,0.00095,0
16,0,64,0.9795,2.94,0.00095,0
17,0,64,0.9796,2.86,0.00095,0
18,0,64,0.9801,2.91,0.00095,0
19,0,64,0.9806,3.02,0.00095,0
20,0,64,0.9808,3.01,0.00095,0
21,0,64,0.981,2.95,0.00095,0
22,0,64,0.9818,3.35,0.00095,0
23,0,64,0.9824,3.69,0.00095,0
24,0,64,0.9825,3.54,0.00095,0
25,0,64,0.9824,3.05,0.00095,0
26,0,64,0.9824,2.59,0.00095,0
27,0,64,0.9825,2.37,0.00095,0
28,0,64,0.9827,2.58,0.00095,0
29,0,64,0.9824,2.5,0.00095,0
30,0,64,0.9818,2.19,0.00095,0
31,0,64,0.9817,2.26,0.00095,0
32,0,64,0.9816,2.35,0.00095,0
33,0,64,0.9819,2.47,0.00095,0
34,0,64,0.9818,2.64,0.00095,0
35,0,64,0.9811,3.17,0.00095,0
36,0,64,0.9796,3.8,0.00095,0
37,0,64,0.9778,4.13,0.00095,0
38,0,64,0.977,4.54,0.00095,0
39,0,64,0.977,4.51,0.00095,0
40,0,64,0.9779,4.68,0.00095,0
41,0,64,0.9788,5.1,0.00095,0
42,0,64,0.9783,5.31,0.00095,0
43,0,64,0.9763,5.24,0.00095,0
44,0,64,0.9744,5.2,0.00095,0
45,0,64,0.9736,5.27,0.00095,0
46,0,64,0.9739,5.16,0.00095,0
47,0,64,0.9749,5.13,0.00095,0
48,0,64,0.9754,5.06,0.00095,0
49,0,64,0.9749,4.81,0.00095,0
50,0,64,0.9733,4.28,0.00095,0
51,0,64,0.9718,3.84,0.00095,0
52,0,64,0.971,3.38,0.00095,0
53,0,64,0.9712,3.13,0.00095,0
54,0,64,0.9718,3.08,0.00095,0
55,0,64,0.9724,3.18,0.00095,0
56,0,64,0.9728,3.49,0.00095,0
57,0,64,0.9732,4.04,0.00095,0
58,0,64,0.973,4.21,0.00095,0
59,0,64,0.9729,3.99,0.00095,0
60,0,64,0.9732,3.68,0.00095,0
61,0,64,0.9738,3.52,0.00095,0
62,0,64,0.9747,3.82,0.00095,0
63,0,64,0.9749,3.83,0.00095,0
0,1,64,0.9778,7.07,0.00095,0
1,1,64,0.978,7.17,0.00095,0
2,1,64,0.9776,6.8,0.00095,0
3,1,64,0.9776,6.45,0.00095,0
4,1,64,0.978,6.25,0.00095,0
5,1,64,0.9785,6.29,0.00095,0
6,1,64,0.9789,6.29,0.00095,0
7,1,64,0.9791,6.19,0.00095,0
8,1,64,0.9791,6.0,0.00095,0
9,1,64,0.9789,5.62,0.00095,0
10,1,64,0.9792,5.59,0.00095,0
11,1,64,0.9797,5.57,0.00095,0
12,1,64,0.9803,5.73,0.00095,0
13,1,64,0.9807,5.87,0.00095,0
14,1,64,0.9812,5.95,0.00095,0
15,1,64,0.9817,6.09,0.00095,0
16,1,64,0.982,6.27,0.00095,0
17,1,64,0.9824,6.53,0.00095,0
18,1,64,0.9831,6.88,0.00095,0
19,1,64,0.9836,7.05,0.00095,0
20,1,64,0.9838,7.01,0.00095,0
21,1,64,0.984,6.93,0.00095,0
22,1,64,0.9845,7.12,0.00095,0
23,1,64,0.9846,6.99,0.00095,0
24,1,64,0.9845,6.69,0.00095,0
25,1,64,0.9847,6.63,0.00095,0
26,1,64,0.9847,6.18,0.00095,0
27,1,64,0.9846,5.88,0.00095,0
28,1,64,0.9842,5.66,0.00095,0
29,1,64,0.9836,5.72,0.00095,0
30,1,64,0.982,5.19,0.00095,0
31,1,64,0.9807,5.07,0.00095,0
32,1,64,0.9801,5.16,0.00095,0
33,1,64,0.9806,5.3,0.00095,0
34,1,64,0.9813,5.48,0.00095,0
35,1,64,0.9811,5.98,0.00095,0
36,1,64,0.9797,6.75,0.00095,0
37,1,64,0.9776,7.22,0.00095,0
38,1,64,0.9759,7.48,0.00095,0
39,1,64,0.9755,7.61,0.00095,0
40,1,64,0.9768,7.96,0.00095,0
41,1,64,0.9784,8.48,0.00095,0
42,1,64,0.9789,8.8,0.00095,0
43,1,64,0.9776,8.82,0.00095,0
44,1,64,0.9758,8.66,0.00095,0
45,1,64,0.9746,8.61,0.00095,0
46,1,64,0.9746,8.59,0.00095,0
47,1,64,0.9753,8.51,0.00095,0
48,1,64,0.9761,8.4,0.00095,0
49,1,64,0.976,7.97,0.00095,0
50,1,64,0.9752,7.49,0.00095,0
51,1,64,0.9739,7.03,0.00095,0
52,1,64,0.9728,6.49,0.00095,0
53,1,64,0.9727,6.23,0.00095,0
54,1,64,0.974,6.77,0.00095,0
55,1,64,0.9749,6.97,0.00095,0
56,1,64,0.9756,7.13,0.00095,0
57,1,64,0.976,7.41,0.00095,0
58,1,64,0.976,7.5,0.00095,0
59,1,64,0.9759,7.34,0.00095,0
60,1,64,0.9761,7.19,0.00095,0
61,1,64,0.9768,7.26,0.00095,0
62,1,64,0.9773,7.31,0.00095,0
63,1,64,0.9774,7.09,0.00095,0
0,2,64,0.9786,10.51,0.00118,0
1,2,64,0.9786,10.45,0.00118,0
2,2,64,0.9784,10.2,0.00118,0
3,2,64,0.9784,9.85,0.00095,0
4,2,64,0.979,9.84,0.00095,0
5,2,64,0.9795,10.02,0.00118,0
6,2,64,0.9798,9.92,0.00095,0
7,2,64,0.9799,9.68,0.00095,0
8,2,64,0.9801,9.52,0.00095,0
9,2,64,0.9799,9.25,0.00095,0
10,2,64,0.9804,9.34,0.00095,0
11,2,64,0.9808,9.32,0.00095,0
12,2,64,0.9813,9.43,0.00095,0
13,2,64,0.9818,9.65,0.00095,0
14,2,64,0.982,9.51,0.00095,0
15,2,64,0.9824,9.47,0.00095,0
16,2,64,0.9828,9.74,0.00095,0
17,2,64,0.9836,10.39,0.00118,0
18,2,64,0.9843,10.8,0.00118,0
19,2,64,0.9849,11.18,0.00118,0
20,2,64,0.985,11.18,0.00118,0
21,2,64,0.9851,10.99,0.00118,0
22,2,64,0.9855,11.08,0.00118,0
23,2,64,0.9853,10.63,0.00118,0
24,2,64,0.9848,10.18,0.00118,0
25,2,64,0.9846,10.01,0.00118,0
26,2,64,0.9848,9.94,0.00095,0
27,2,64,0.9847,9.66,0.00095,0
28,2,64,0.9839,9.15,0.00095,0
29,2,64,0.9824,8.8,0.00095,0
30,2,64,0.9796,8.33,0.00095,0
31,2,64,0.9767,8.12,0.00095,0
32,2,64,0.975,8.06,0.00095,0
33,2,64,0.9756,8.23,0.00095,0
34,2,64,0.9772,8.4,0.00095,0
35,2,64,0.9783,8.89,0.00095,0
36,2,64,0.9777,9.63,0.00095,0
37,2,64,0.9758,10.27,0.00118,0
38,2,64,0.9737,10.57,0.00118,0
39,2,64,0.973,10.83,0.00118,0
40,2,64,0.974,11.17,0.00118,0
41,2,64,0.9759,11.66,0.00118,0
42,2,64,0.9773,12.17,0.00118,0
43,2,64,0.9767,12.08,0.00118,0
44,2,64,0.9753,11.91,0.00118,0
45,2,64,0.9741,11.81,0.00118,0
46,2,64,0.9738,11.81,0.00118,0
47,2,64,0.9744,11.94,0.00118,0
48,2,64,0.9751,11.78,0.00118,0
49,2,64,0.9754,11.32,0.00118,0
50,2,64,0.9753,10.96,0.00118,0
51,2,64,0.9743,10.44,0.00118,0
52,2,64,0.9733,9.92,0.00095,0
53,2,64,0.9734,9.83,0.00095,0
54,2,64,0.9742,10.19,0.00118,0
55,2,64,0.9753,10.66,0.00118,0
