world,dense,land_cells,room,dense_share,regions,regions_5pct,effective,largest,shares
c1225,0.035,110625,3686,0.4215774011299435,8,4,4.6967980029265775,0.5037905697812232,0.504 0.164 0.129 0.056 0.049 0.047 0.027 0.024
c1173,0.035,176948,513,0.0,0,0,0.0,0.0,
c1182,0.035,131063,4572,0.43059444694536214,1,1,1.0,1.0,1.000
c1208,0.035,138178,4616,0.5269435076495534,5,2,2.2025281795318428,0.7832661710320951,0.783 0.109 0.046 0.033 0.029
c1221,0.035,107217,2148,0.20117145601910144,3,2,1.476901128379555,0.8991670111742306,0.899 0.069 0.032
c1236,0.035,168004,7430,0.6390978786219376,3,1,1.238622161848598,0.9529271149183821,0.953 0.037 0.010
