gx,gy,land,dry,temp,predicted,region
12,9,64,0.8687,4.89,0.00768,0
13,9,64,0.8852,5.04,0.00768,0
14,9,64,0.8927,5.16,0.00768,0
15,9,64,0.9037,5.48,0.00095,0
16,9,64,0.9157,5.91,0.00095,0
17,9,64,0.9178,6.29,0.00095,0
18,9,64,0.9126,6.68,0.00095,0
19,9,56,0.9086,7.7,0.00095,0
20,9,12,0.8837,9.49,0.0,0
3,10,6,0.3867,13.28,0.0,0
4,10,63,0.4455,9.59,0.05087,0
5,10,64,0.6644,8.78,0.02437,0
6,10,64,0.7787,8.46,0.01248,0
7,10,64,0.8071,8.04,0.00768,0
8,10,64,0.819,7.66,0.00768,0
9,10,64,0.839,7.58,0.00768,0
10,10,64,0.8372,7.27,0.00768,0
11,10,64,0.8479,7.15,0.00768,0
12,10,64,0.8544,7.1,0.00768,0
13,10,64,0.8734,7.27,0.00768,0
14,10,64,0.9039,7.82,0.00095,0
15,10,64,0.9038,8.06,0.00095,0
16,10,64,0.9082,8.36,0.00095,0
17,10,64,0.9172,8.83,0.00095,0
18,10,64,0.9173,9.28,0.00095,0
19,10,15,0.9218,12.02,0.0,0
4,11,34,0.4127,12.9,0.06117,0
5,11,64,0.5166,11.36,0.04852,0
6,11,64,0.7007,10.91,0.02505,0
7,11,64,0.7733,10.56,0.01921,0
8,11,64,0.7978,10.21,0.01921,0
9,11,64,0.8109,9.95,0.00768,0
10,11,64,0.8211,9.72,0.00768,0
11,11,64,0.8347,9.64,0.00768,0
12,11,64,0.8437,9.61,0.00768,0
13,11,64,0.8638,9.79,0.00768,0
14,11,64,0.8907,10.22,0.0107,0
15,11,64,0.8987,10.55,0.0107,0
16,11,64,0.9025,10.83,0.00118,0
17,11,64,0.9078,11.16,0.00118,0
18,11,50,0.9203,12.41,0.00118,0
4,12,1,0.3756,17.52,0.0,0
5,12,44,0.4162,14.77,0.06117,0
6,12,63,0.524,13.75,0.04852,0
7,12,64,0.6774,13.12,0.03248,0
8,12,64,0.7574,12.83,0.01921,0
9,12,64,0.7843,12.53,0.01921,0
10,12,64,0.8074,12.39,0.0107,0
11,12,64,0.8167,12.22,0.0107,0
12,12,64,0.8276,12.18,0.0107,0
13,12,64,0.8488,12.34,0.0107,0
14,12,64,0.8739,12.67,0.0107,0
15,12,64,0.8893,13.05,0.0107,0
16,12,64,0.8968,13.34,0.0107,0
17,12,64,0.902,13.66,0.00118,0
18,12,17,0.9264,15.86,0.0,0
6,13,11,0.392,17.64,0.0,0
7,13,55,0.4301,16.4,0.06117,0
8,13,64,0.5707,15.62,0.04594,0
9,13,64,0.7235,15.61,0.02505,0
10,13,64,0.7645,15.25,0.01921,0
11,13,64,0.7935,15.06,0.01921,0
12,13,64,0.8083,14.95,0.0107,0
13,13,64,0.8257,14.96,0.0107,0
14,13,64,0.8478,15.12,0.0107,0
15,13,64,0.8613,15.33,0.0107,0
16,13,64,0.8758,15.62,0.0107,0
17,13,48,0.9009,16.71,0.00118,0
7,14,1,0.3504,21.68,0.0,0
8,14,14,0.3953,19.5,0.0,0
9,14,13,0.5698,19.73,0.0,0
10,14,39,0.4578,18.59,0.06117,6
11,14,41,0.6085,18.25,0.03871,6
12,14,59,0.5891,18.06,0.04594,6
13,14,64,0.6482,17.42,0.03871,6
14,14,64,0.741,17.41,0.02505,0
15,14,64,0.7914,17.49,0.01921,0
16,14,64,0.8207,17.64,0.0107,0
17,14,57,0.8598,18.54,0.0107,0
18,14,6,0.8486,21.49,0.0,0
12,15,4,0.3619,22.37,0.0,0
13,15,34,0.3975,20.8,0.08437,6
14,15,64,0.4631,19.84,0.06117,6
15,15,64,0.6005,19.67,0.03871,6
16,15,64,0.7043,19.67,0.02505,0
17,15,64,0.7698,19.83,0.01921,0
18,15,34,0.8145,21.36,0.01563,0
14,16,47,0.3907,22.61,0.08437,6
15,16,64,0.4543,21.9,0.06721,6
16,16,64,0.5988,21.86,0.0508,6
17,16,64,0.686,21.78,0.03598,6
18,16,57,0.767,22.61,0.02636,0
21,16,31,0.369,24.3,0.0,0
22,16,9,0.4031,24.92,0.0,0
14,17,11,0.3606,25.42,0.0,0
15,17,35,0.3836,24.74,0.08437,6
16,17,58,0.4166,24.26,0.06721,6
17,17,64,0.4981,23.79,0.06721,6
18,17,29,0.7032,25.0,0.0,0
20,17,20,0.3688,25.7,0.0,0
21,17,64,0.4026,24.02,0.06721,6
22,17,61,0.5169,24.42,0.05425,6
23,17,1,0.7053,28.45,0.0,0
15,18,1,0.2295,30.3,0.0,0
16,18,51,0.3733,26.47,0.08516,6
17,18,48,0.4445,26.18,0.06185,6
18,18,9,0.5117,28.62,0.0,0
20,18,50,0.3772,26.58,0.08516,6
21,18,64,0.4165,25.61,0.06185,6
22,18,56,0.5402,26.21,0.05523,6
23,18,3,0.6967,28.27,0.0,0
16,19,1,0.2964,29.75,0.0,0
17,19,32,0.3269,29.16,0.08516,6
20,19,46,0.3506,28.6,0.08516,6
21,19,49,0.3899,27.76,0.08516,6
22,19,62,0.4699,27.84,0.06185,6
23,19,6,0.5773,30.53,0.0,0
24,19,15,0.3353,29.5,0.0,0
25,19,9,0.3136,30.31,0.0,0
17,20,36,0.3305,30.56,0.08602,6
18,20,19,0.3288,31.2,0.0,0
19,20,11,0.2828,31.73,0.0,0
20,20,37,0.3337,30.22,0.08602,6
22,20,36,0.3352,30.22,0.08602,6
23,20,45,0.348,30.14,0.08602,6
24,20,57,0.3753,29.6,0.08516,6
25,20,32,0.4349,30.29,0.05985,6
16,21,1,0.2193,34.34,0.0,0
17,21,64,0.3256,31.25,0.08602,6
18,21,62,0.3559,31.29,0.08602,6
19,21,21,0.3759,32.77,0.0,0
20,21,41,0.3015,32.1,0.08602,6
21,21,7,0.2596,32.99,0.0,0
22,21,55,0.3318,31.43,0.08602,6
23,21,64,0.3648,30.85,0.08602,6
24,21,64,0.4173,30.77,0.05985,6
25,21,42,0.5147,31.48,0.04373,6
16,22,8,0.2577,34.29,0.0,0
17,22,64,0.3149,32.84,0.08602,6
18,22,4,0.184,34.96,0.0,0
19,22,32,0.2722,33.89,0.0754,6
20,22,12,0.2692,34.13,0.0,0
21,22,21,0.2663,33.86,0.0,0
22,22,53,0.291,33.11,0.0754,6
23,22,64,0.2844,32.51,0.08602,6
24,22,63,0.3102,32.61,0.08602,6
25,22,15,0.3777,33.61,0.0,0
16,23,8,0.2274,35.6,0.0,0
17,23,64,0.2874,34.1,0.0754,6
18,23,55,0.2943,34.43,0.0754,6
19,23,64,0.3253,34.02,0.0754,6
20,23,60,0.3514,34.28,0.0754,6
21,23,64,0.3584,34.13,0.0754,6
22,23,64,0.3728,33.93,0.0754,6
23,23,64,0.3878,33.83,0.0754,6
24,23,64,0.4161,33.86,0.04049,6
25,23,41,0.4652,34.79,0.04049,6
26,23,1,0.4663,36.93,0.0,0
0,24,19,0.1976,36.73,0.0,0
1,24,18,0.2002,36.66,0.0,0
16,24,3,0.1801,36.73,0.0,0
17,24,48,0.2432,35.68,0.0754,6
18,24,64,0.2664,35.37,0.0754,6
19,24,64,0.2879,35.26,0.0754,6
20,24,64,0.3248,35.27,0.0754,6
21,24,64,0.3687,35.31,0.0754,6
22,24,64,0.3999,35.31,0.0754,6
23,24,64,0.4055,35.23,0.04049,6
24,24,64,0.4186,35.26,0.04049,6
25,24,64,0.4476,35.49,0.04049,6
26,24,25,0.4154,36.7,0.0,0
27,24,3,0.2218,37.65,0.0,0
63,24,10,0.1426,37.56,0.0,0
0,25,31,0.1823,37.34,0.0,0
1,25,22,0.1799,37.5,0.0,0
16,25,5,0.0819,38.9,0.0,0
17,25,3,0.1145,38.34,0.0,0
18,25,61,0.2063,36.94,0.0754,6
19,25,64,0.2161,36.59,0.0754,6
20,25,64,0.2317,36.51,0.0754,6
21,25,64,0.2572,36.62,0.0754,6
22,25,64,0.2784,36.7,0.0754,6
23,25,64,0.2886,36.67,0.0754,6
24,25,64,0.313,36.69,0.0754,6
25,25,64,0.3304,36.75,0.0754,6
26,25,64,0.3087,36.65,0.0754,6
27,25,53,0.3251,37.17,0.0754,6
28,25,4,0.2993,38.73,0.0,0
63,25,38,0.1593,37.76,0.0754,0
1,26,1,0.02,40.04,0.0,0
15,26,26,0.1112,38.99,0.0,0
16,26,61,0.1506,38.44,0.0754,6
17,26,13,0.1329,39.29,0.0,0
18,26,53,0.1479,38.36,0.0754,6
19,26,64,0.1516,37.98,0.0754,6
20,26,64,0.156,37.81,0.0754,6
21,26,64,0.1793,37.85,0.0754,6
22,26,64,0.208,37.96,0.0754,6
23,26,64,0.2282,38.03,0.0754,6
24,26,64,0.2439,38.01,0.0754,6
25,26,64,0.2295,37.84,0.0754,6
26,26,64,0.2316,37.76,0.0754,6
27,26,64,0.2581,37.83,0.0754,6
28,26,59,0.3168,38.27,0.0754,6
29,26,25,0.3498,38.96,0.0,0
31,26,4,0.0507,39.85,0.0,0
32,26,2,0.0436,39.98,0.0,0
33,26,6,0.0548,39.84,0.0,0
34,26,12,0.0944,39.27,0.0,0
35,26,29,0.1253,39.0,0.0,0
36,26,2,0.1688,39.9,0.0,0
38,26,19,0.1038,39.18,0.0,0
39,26,46,0.1387,38.74,0.0754,6
40,26,17,0.1636,39.27,0.0,0
63,26,3,0.0644,39.24,0.0,0
14,27,10,0.042,40.32,0.0,0
15,27,64,0.0951,39.4,0.0754,6
16,27,64,0.1061,39.23,0.0754,6
17,27,58,0.1216,39.49,0.0754,6
18,27,62,0.1126,39.37,0.0754,6
19,27,64,0.1094,39.09,0.0754,6
20,27,64,0.0985,38.88,0.0754,6
21,27,64,0.1259,38.88,0.0754,6
22,27,64,0.1484,38.85,0.0754,6
23,27,64,0.209,39.07,0.0754,6
24,27,64,0.2301,39.09,0.0754,6
25,27,64,0.2345,39.02,0.0754,6
26,27,64,0.2278,38.87,0.0754,6
27,27,64,0.2477,38.86,0.0754,6
28,27,64,0.3051,39.05,0.0754,6
29,27,63,0.3717,39.38,0.0754,6
30,27,44,0.3623,39.72,0.0754,6
31,27,61,0.2607,39.49,0.0754,6
32,27,64,0.2672,39.51,0.0754,6
33,27,63,0.2857,39.47,0.0754,6
34,27,62,0.275,39.31,0.0754,6
35,27,64,0.2793,39.12,0.0754,6
36,27,64,0.3039,39.33,0.0754,6
37,27,59,0.3215,39.5,0.0754,6
38,27,64,0.307,39.24,0.0754,6
39,27,64,0.3119,39.08,0.0754,6
40,27,64,0.3637,39.27,0.0754,6
41,27,54,0.408,39.65,0.04049,6
42,27,23,0.4365,40.2,0.0,0
43,27,20,0.3386,40.29,0.0,0
44,27,1,0.3923,41.07,0.0,0
14,28,37,0.0276,40.73,0.0754,6
15,28,64,0.0356,40.28,0.0754,6
16,28,64,0.0653,40.16,0.0754,6
17,28,64,0.1069,40.25,0.0754,6
18,28,64,0.1164,40.21,0.0754,6
19,28,64,0.1051,39.95,0.0754,6
20,28,64,0.0973,39.7,0.0754,6
21,28,64,0.112,39.6,0.0754,6
22,28,64,0.1383,39.57,0.0754,6
23,28,64,0.2229,39.92,0.0754,6
24,28,64,0.2672,40.07,0.0754,6
25,28,64,0.2844,40.08,0.0754,6
26,28,64,0.2728,39.92,0.0754,6
27,28,64,0.2972,39.95,0.0754,6
28,28,64,0.3248,40.0,0.0754,6
29,28,64,0.3552,40.1,0.0754,6
30,28,64,0.3427,40.06,0.0754,6
31,28,64,0.3591,40.0,0.0754,6
32,28,64,0.3925,40.1,0.0754,6
33,28,64,0.3944,40.04,0.0754,6
34,28,64,0.3828,39.9,0.0754,6
35,28,64,0.3819,39.81,0.0754,6
36,28,64,0.3789,39.71,0.0754,6
37,28,64,0.3992,39.76,0.0754,6
38,28,64,0.4157,39.78,0.04049,6
39,28,64,0.4338,39.81,0.04049,6
40,28,64,0.4718,39.99,0.04049,6
41,28,64,0.5128,40.19,0.03216,0
42,28,64,0.5296,40.3,0.03216,0
43,28,64,0.5042,40.35,0.03216,0
44,28,63,0.4829,40.62,0.04049,6
