gx,gy,land,dry,temp,predicted,region
40,0,9,0.0307,-26.16,0.0,0
41,0,61,0.0149,-27.65,0.05643,1
42,0,64,0.0252,-27.81,0.05643,1
43,0,64,0.0097,-28.47,0.05643,1
44,0,64,0.024,-27.79,0.05643,1
45,0,64,0.1283,-26.91,0.05643,1
46,0,64,0.0078,-28.24,0.05643,1
47,0,64,0.0045,-28.91,0.05643,1
48,0,64,0.007,-29.67,0.05643,1
49,0,64,0.0052,-30.45,0.05643,1
50,0,64,0.0006,-32.0,0.05643,1
51,0,64,0.0027,-33.9,0.05643,1
52,0,64,0.0119,-34.11,0.05643,1
53,0,64,0.0145,-32.98,0.05643,1
54,0,64,0.0278,-31.57,0.05643,1
55,0,54,0.4202,-27.21,0.03522,1
41,1,19,0.2425,-22.26,0.0,0
42,1,34,0.358,-22.06,0.05643,1
43,1,61,0.1158,-23.53,0.05643,1
44,1,52,0.1636,-23.0,0.05643,1
45,1,29,0.7878,-22.8,0.0,0
46,1,50,0.0711,-23.02,0.05643,1
47,1,64,0.0152,-24.77,0.05643,1
48,1,64,0.0186,-26.32,0.05643,1
49,1,64,0.0165,-26.71,0.05643,1
50,1,64,0.005,-29.37,0.05643,1
51,1,64,0.0186,-30.11,0.05643,1
52,1,64,0.0303,-29.41,0.05643,1
53,1,64,0.0353,-28.17,0.05643,1
54,1,64,0.0377,-27.41,0.05643,1
55,1,60,0.3663,-23.91,0.05643,1
56,1,2,0.1025,-19.49,0.0,0
41,2,7,0.0306,-16.78,0.0,0
42,2,7,0.4871,-18.92,0.0,0
43,2,29,0.4131,-18.11,0.0,0
44,2,12,0.4357,-17.27,0.0,0
46,2,30,0.0075,-18.22,0.0,0
47,2,64,0.0204,-20.47,0.05643,1
48,2,64,0.0253,-21.56,0.05643,1
49,2,64,0.0151,-23.48,0.05643,1
50,2,64,0.0106,-25.73,0.05643,1
51,2,64,0.0343,-25.92,0.05643,1
52,2,64,0.0586,-24.02,0.05643,1
53,2,64,0.0498,-23.28,0.05643,1
54,2,64,0.052,-22.74,0.05643,1
55,2,64,0.0818,-21.07,0.05643,1
56,2,29,0.3144,-18.23,0.0,0
43,3,3,0.1573,-14.37,0.0,0
46,3,39,0.0059,-14.89,0.05643,1
47,3,64,0.016,-17.01,0.05643,1
48,3,64,0.0294,-17.98,0.05643,1
49,3,64,0.029,-19.19,0.05643,1
50,3,64,0.0388,-20.31,0.05643,1
51,3,64,0.0498,-20.45,0.05643,1
52,3,64,0.0749,-19.42,0.05643,1
53,3,64,0.0831,-18.0,0.05643,1
54,3,64,0.0571,-18.28,0.05643,1
55,3,64,0.258,-17.13,0.05643,1
56,3,16,0.5364,-15.13,0.0,0
40,4,26,0.0,-10.49,0.0,0
41,4,22,0.0009,-10.29,0.0,0
42,4,3,0.0031,-9.04,0.0,0
43,4,12,0.0,-9.38,0.0,0
44,4,8,0.0,-9.82,0.0,0
45,4,34,0.0,-11.17,0.05643,1
46,4,59,0.0001,-12.91,0.05643,1
47,4,64,0.0032,-15.1,0.05643,1
48,4,64,0.0255,-15.47,0.05643,1
49,4,64,0.0469,-15.64,0.05643,1
50,4,64,0.1165,-14.65,0.05643,1
51,4,64,0.0523,-15.96,0.05643,1
52,4,64,0.0886,-15.35,0.05643,1
53,4,64,0.2111,-14.85,0.05643,1
54,4,64,0.1173,-14.94,0.05643,1
55,4,64,0.3839,-13.57,0.05643,1
56,4,22,0.6756,-10.93,0.0,0
39,5,28,0.0012,-7.81,0.0,0
40,5,64,0.0013,-9.77,0.05643,1
41,5,64,0.0221,-10.18,0.05643,1
42,5,61,0.1084,-8.76,0.05643,1
43,5,64,0.0088,-9.23,0.05643,1
44,5,64,0.0053,-9.36,0.05643,1
45,5,64,0.0057,-11.17,0.05643,1
46,5,64,0.0063,-12.0,0.05643,1
47,5,64,0.0237,-13.43,0.05643,1
48,5,64,0.0327,-13.43,0.05643,1
49,5,64,0.0759,-12.81,0.05643,1
50,5,64,0.3756,-11.33,0.05643,1
51,5,64,0.4242,-11.25,0.03522,1
52,5,64,0.4109,-11.83,0.03522,1
53,5,64,0.13,-12.6,0.05643,1
54,5,64,0.5981,-10.82,0.02325,0
55,5,64,0.6572,-10.32,0.01417,0
56,5,36,0.7575,-9.01,0.00545,0
10,6,5,0.0,-2.41,0.0,0
39,6,46,0.0006,-4.88,0.05643,1
40,6,64,0.0179,-6.86,0.05643,1
41,6,64,0.0481,-8.27,0.05643,1
42,6,64,0.3872,-6.58,0.05643,1
43,6,64,0.2474,-6.81,0.05643,1
44,6,64,0.076,-7.08,0.05643,1
45,6,64,0.077,-7.37,0.05643,1
46,6,64,0.0612,-8.14,0.05643,1
47,6,64,0.1073,-8.62,0.05643,1
48,6,64,0.1106,-8.6,0.05643,1
49,6,64,0.2049,-8.55,0.05643,1
50,6,64,0.3815,-8.99,0.05643,1
51,6,64,0.6501,-8.96,0.01417,0
52,6,64,0.7422,-8.78,0.0093,0
53,6,64,0.7445,-8.49,0.0093,0
54,6,64,0.861,-7.82,0.00236,0
55,6,64,0.9126,-6.98,8e-05,0
56,6,36,0.9486,-5.28,8e-05,0
9,7,42,0.0001,-1.65,0.05643,0
10,7,51,0.1025,-1.93,0.05643,0
11,7,30,0.2644,-1.12,0.0,0
38,7,13,0.0001,-1.06,0.0,0
39,7,62,0.0023,-2.73,0.05643,1
40,7,64,0.0134,-4.5,0.05643,1
41,7,64,0.0807,-5.48,0.05643,1
42,7,64,0.1203,-5.23,0.05643,1
43,7,64,0.3332,-4.73,0.05643,1
44,7,64,0.3023,-3.94,0.05643,1
45,7,64,0.0761,-4.82,0.05643,1
46,7,64,0.0398,-5.59,0.05643,1
47,7,64,0.377,-5.19,0.05643,1
48,7,64,0.6204,-3.82,0.01831,0
49,7,64,0.7993,-3.42,0.00545,0
50,7,64,0.8305,-4.63,0.00236,0
51,7,64,0.9074,-4.37,8e-05,0
52,7,64,0.8394,-5.18,0.00236,0
53,7,64,0.7274,-6.54,0.0093,0
54,7,64,0.8422,-5.96,0.00236,0
55,7,64,0.9066,-5.12,8e-05,0
56,7,56,0.978,-3.29,8e-05,0
57,7,2,0.9516,0.08,0.0,0
5,8,10,0.0088,2.13,0.0,0
6,8,41,0.0209,1.1,0.06287,0
7,8,30,0.1254,1.67,0.0,0
8,8,6,0.1643,2.91,0.0,0
9,8,58,0.145,0.52,0.06287,0
10,8,64,0.6948,0.17,0.02437,0
11,8,25,0.8678,0.77,0.0,0
38,8,41,0.0,0.19,0.06287,1
39,8,64,0.0002,-1.54,0.05643,1
40,8,64,0.0015,-3.46,0.05643,1
41,8,64,0.072,-3.68,0.05643,1
42,8,64,0.0628,-3.76,0.05643,1
43,8,64,0.2311,-2.79,0.05643,1
44,8,64,0.1545,-2.36,0.05643,1
45,8,64,0.0246,-3.86,0.05643,1
46,8,64,0.1777,-3.95,0.05643,1
47,8,64,0.6561,-2.9,0.01417,0
48,8,64,0.9507,-1.76,8e-05,0
49,8,64,0.9923,-0.46,8e-05,0
50,8,64,0.9505,-1.61,8e-05,0
51,8,64,0.9926,-0.04,8e-05,0
52,8,64,0.9449,-1.1,8e-05,0
53,8,64,0.8801,-2.56,0.00236,0
54,8,64,0.9037,-2.77,8e-05,0
55,8,64,0.941,-2.67,8e-05,0
56,8,64,0.9625,-2.55,8e-05,0
57,8,39,0.8884,0.38,0.00768,0
58,8,3,0.5607,2.71,0.0,0
3,9,21,0.084,4.51,0.0,0
4,9,52,0.1288,3.45,0.06287,0
5,9,62,0.1834,2.3,0.06287,0
6,9,64,0.1859,0.95,0.06287,0
7,9,64,0.5418,1.22,0.0403,0
8,9,64,0.5008,1.68,0.0403,0
9,9,64,0.6239,1.57,0.02961,0
10,9,64,0.9347,2.02,0.00095,0
11,9,36,0.9881,3.45,0.00095,0
12,9,4,0.3861,5.36,0.0,0
13,9,29,0.261,3.9,0.0,0
14,9,59,0.2954,2.28,0.06287,0
15,9,51,0.3927,2.34,0.06287,0
16,9,32,0.3737,3.48,0.06287,0
17,9,13,0.3144,4.63,0.0,0
37,9,10,0.0,4.19,0.0,0
38,9,64,0.0008,1.23,0.06287,1
39,9,64,0.0154,-0.31,0.05643,1
40,9,64,0.0234,-2.22,0.05643,1
41,9,64,0.0827,-1.87,0.05643,1
42,9,64,0.2242,-0.92,0.05643,1
43,9,64,0.1925,-0.68,0.05643,1
44,9,64,0.0072,-1.88,0.05643,1
45,9,64,0.04,-2.98,0.05643,1
46,9,64,0.4307,-2.2,0.03522,1
47,9,64,0.6942,-1.58,0.01417,0
48,9,64,0.9491,0.09,0.00095,0
49,9,64,0.9979,1.52,0.00095,0
50,9,64,0.9947,1.8,0.00095,0
51,9,59,0.9994,3.25,0.00095,0
52,9,63,0.9924,2.86,0.00095,0
53,9,64,0.9939,2.69,0.00095,0
54,9,64,0.9677,0.8,0.00095,0
55,9,64,0.969,-0.25,8e-05,0
56,9,64,0.9695,-0.98,8e-05,0
57,9,64,0.9518,-0.29,8e-05,0
58,9,55,0.7675,2.77,0.01248,0
59,9,6,0.6374,4.75,0.0,0
0,10,5,0.314,7.6,0.0,0
1,10,14,0.3124,7.09,0.0,0
2,10,6,0.3096,7.63,0.0,0
3,10,57,0.249,4.85,0.06287,0
4,10,64,0.5261,3.51,0.0403,0
5,10,64,0.5949,2.27,0.03395,0
6,10,64,0.6758,1.35,0.02437,0
7,10,64,0.7966,0.99,0.01248,0
8,10,64,0.9002,1.72,0.00095,0
9,10,64,0.9307,2.26,0.00095,0
10,10,64,0.9505,2.05,0.00095,0
11,10,62,0.9769,3.7,0.00095,0
12,10,59,0.6746,5.07,0.02437,0
13,10,64,0.6204,3.93,0.02961,0
14,10,64,0.7274,2.33,0.02001,0
15,10,64,0.8636,2.6,0.00768,0
16,10,64,0.8182,3.32,0.00768,0
