world,dense,land_cells,room,dense_share,regions,regions_5pct,effective,largest,shares
c1225,0.025,110625,3686,0.5599276836158192,5,4,3.6582048859592775,0.45544828198675624,0.455 0.302 0.143 0.052 0.048
c1173,0.025,176948,513,0.0,0,0,0.0,0.0,
c1182,0.025,131063,4572,0.46898819651617923,2,1,1.046491914899263,0.9922380114924817,0.992 0.008
c1208,0.025,138178,4616,0.5505652129861484,5,2,2.167281744047226,0.7709347663376842,0.771 0.142 0.047 0.029 0.011
c1221,0.025,107217,2148,0.29323707994068104,4,2,1.5589145710040107,0.891534054603632,0.892 0.064 0.031 0.014
c1236,0.025,168004,7430,0.6770136425323207,3,1,1.2402275022775022,0.9526522678643662,0.953 0.037 0.010
