gx,gy,land,dry,temp,predicted,region
17,2,8,0.3322,-18.76,0.0,0
18,2,25,0.3534,-20.15,0.0,0
17,3,46,0.5776,-17.64,0.02325,0
18,3,45,0.532,-17.93,0.02827,0
19,3,9,0.329,-13.23,0.0,0
20,3,1,0.0158,-12.14,0.0,0
27,3,8,0.0907,-14.27,0.0,0
28,3,27,0.0939,-15.89,0.0,0
29,3,29,0.0973,-16.23,0.0,0
30,3,21,0.0715,-15.44,0.0,0
31,3,4,0.0141,-12.83,0.0,0
32,3,9,0.0161,-13.22,0.0,0
33,3,24,0.0286,-15.75,0.0,0
34,3,54,0.0278,-17.35,0.05643,1
35,3,46,0.02,-17.31,0.05643,1
17,4,54,0.6638,-14.14,0.01417,0
18,4,51,0.6371,-13.63,0.01831,0
19,4,61,0.5505,-14.15,0.02325,0
20,4,54,0.4992,-13.49,0.03522,0
21,4,13,0.2961,-9.87,0.0,0
25,4,13,0.4923,-11.25,0.0,0
26,4,49,0.525,-13.15,0.02827,0
27,4,63,0.4605,-14.08,0.03522,1
28,4,64,0.458,-14.57,0.03522,1
29,4,64,0.4071,-14.6,0.03522,1
30,4,64,0.3446,-14.53,0.05643,1
31,4,64,0.2733,-14.14,0.05643,1
32,4,64,0.2431,-14.26,0.05643,1
33,4,64,0.2458,-14.35,0.05643,1
34,4,64,0.267,-14.23,0.05643,1
35,4,58,0.2971,-13.63,0.05643,1
36,4,28,0.228,-11.04,0.0,0
37,4,29,0.2923,-11.73,0.0,0
38,4,19,0.2043,-11.2,0.0,0
40,4,1,0.042,-8.05,0.0,0
41,4,13,0.1371,-10.44,0.0,0
42,4,18,0.1583,-11.0,0.0,0
43,4,8,0.1156,-10.31,0.0,0
17,5,59,0.6467,-9.8,0.01831,0
18,5,64,0.7342,-10.65,0.0093,0
19,5,64,0.7589,-10.63,0.00545,0
20,5,64,0.7584,-10.41,0.00545,0
21,5,41,0.6674,-8.75,0.01417,0
22,5,14,0.6944,-6.58,0.0,0
25,5,45,0.6276,-9.22,0.01831,0
26,5,64,0.7134,-10.34,0.0093,0
27,5,64,0.7112,-10.34,0.0093,0
28,5,64,0.6433,-10.43,0.01831,0
29,5,64,0.5616,-10.5,0.02325,0
30,5,64,0.5029,-10.73,0.02827,0
31,5,64,0.4922,-10.6,0.03522,1
32,5,64,0.4963,-10.49,0.03522,1
33,5,64,0.5116,-10.29,0.02827,0
34,5,64,0.5322,-10.08,0.02827,0
35,5,64,0.558,-9.93,0.02325,0
36,5,61,0.5505,-9.49,0.02325,0
37,5,64,0.5739,-9.86,0.02325,0
38,5,64,0.5783,-9.85,0.02325,0
39,5,58,0.5346,-9.1,0.02827,0
40,5,56,0.5037,-9.2,0.02827,0
41,5,64,0.5222,-10.07,0.02827,0
42,5,64,0.5369,-10.2,0.02827,0
