step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,322,9.3,0.1,0.0,0.0,9.1,0.0,1.05,17.7,24,279,16.80,0.35,305,15,2,0.0,1.03,1.06,1.06,2.67,3.15,4.04
5000,2,78,63.3,4.7,0.0,2.4,56.2,0.0,1.72,0.1,27,145,33.07,0.67,71,4,3,0.0,1.73,2.25,1.45,7.64,8.00,7.97
6000,1,300,8.9,0.1,0.0,0.1,8.7,0.0,1.04,18.0,15,337,19.71,0.38,279,20,1,0.0,1.03,1.03,1.05,2.58,3.02,3.99
6000,2,65,64.0,5.2,0.0,2.5,56.2,0.0,1.68,0.0,22,171,39.68,0.99,63,1,1,0.0,1.54,2.28,1.45,7.95,8.00,8.00
7000,1,329,9.1,0.2,0.0,0.0,8.8,0.0,1.07,17.9,19,343,19.83,0.41,307,20,2,0.0,1.03,1.09,1.07,2.66,3.09,3.98
7000,2,68,64.0,2.3,0.0,2.1,59.5,0.0,1.22,0.0,10,183,42.18,0.75,66,0,2,0.0,1.00,1.62,1.14,7.91,8.00,8.00
8000,1,565,8.9,0.1,0.0,0.0,8.8,0.0,1.02,17.9,29,310,18.14,0.41,533,31,1,0.0,1.00,1.02,1.03,2.66,3.09,4.01
9000,1,551,9.3,0.1,0.0,0.0,9.1,0.0,1.04,17.6,33,338,19.82,0.43,512,35,4,0.0,1.04,1.04,1.04,2.76,3.13,4.08
10000,1,539,9.4,0.1,0.0,0.0,9.3,0.0,1.02,17.6,25,318,18.63,0.37,492,35,12,0.0,1.01,1.03,1.02,2.67,3.07,4.15
11000,1,495,9.2,0.0,0.0,0.0,9.1,0.0,1.01,17.7,31,335,19.34,0.35,476,12,7,0.0,1.00,1.01,1.02,2.71,3.14,4.04
12000,1,484,9.2,0.1,0.0,0.1,9.1,0.0,1.02,17.7,29,309,18.06,0.33,452,28,4,0.0,1.00,1.03,1.03,2.71,3.14,4.03
13000,1,485,9.1,0.1,0.0,0.0,9.0,0.0,1.05,17.9,20,346,20.08,0.33,463,16,6,0.0,1.04,1.05,1.05,2.76,3.07,4.00
14000,1,479,9.5,0.2,0.0,0.0,9.2,0.0,1.05,17.6,30,314,18.70,0.37,460,14,5,0.0,1.02,1.07,1.05,2.73,3.15,4.06
15000,1,469,9.5,0.1,0.0,0.0,9.3,0.0,1.03,17.6,29,331,19.40,0.38,438,30,1,0.0,1.02,1.04,1.03,2.70,3.15,4.09
15000,4,17,21.9,1.2,0.6,0.0,20.1,0.0,1.46,12.1,8,63,6.67,0.54,0,13,4,0.2,1.38,1.53,1.46,4.18,4.06,5.88
16000,1,474,9.2,0.1,0.0,0.0,9.1,0.0,1.03,17.6,29,343,19.99,0.36,449,19,6,0.0,1.01,1.05,1.04,2.72,3.12,4.07
16000,4,11,12.8,0.0,0.0,0.0,12.8,0.0,1.00,16.2,3,83,6.27,0.35,0,9,2,0.0,1.00,1.00,1.00,3.00,2.64,5.27
17000,1,479,9.5,0.3,0.0,0.0,9.2,0.0,1.10,17.5,36,339,19.91,0.38,465,11,3,0.0,1.07,1.11,1.11,2.75,3.19,4.10
17000,4,10,15.8,0.0,0.0,0.0,15.8,0.0,1.00,12.8,3,176,14.02,0.69,0,8,2,0.0,1.00,1.00,1.00,3.70,3.70,5.90
18000,1,443,9.3,0.0,0.0,0.1,9.2,0.0,1.01,17.6,28,347,20.41,0.43,430,12,1,0.0,1.00,1.01,1.01,2.63,3.17,4.03
18000,4,15,16.1,0.0,0.0,0.0,16.1,0.0,1.00,13.2,4,112,10.67,0.34,0,9,6,0.0,1.00,1.00,1.00,3.07,3.67,5.73
19000,1,496,9.4,0.2,0.0,0.0,9.1,0.0,1.08,17.5,41,311,18.31,0.36,486,10,0,0.0,1.06,1.09,1.10,2.74,3.22,4.07
19000,4,19,16.6,0.0,0.0,0.0,16.6,0.0,1.00,12.7,3,101,9.82,0.99,0,15,4,0.0,1.00,1.00,1.00,3.26,3.84,5.79
20000,1,467,9.2,0.1,0.1,0.0,8.9,0.0,1.05,17.7,27,338,19.94,0.40,457,9,1,0.0,1.04,1.07,1.05,2.72,3.10,4.06
20000,4,17,14.9,0.0,0.0,0.0,14.9,0.0,1.00,14.1,6,102,8.49,0.39,0,15,2,0.0,1.00,1.00,1.00,3.71,3.06,5.88
