step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
10000,547,1.517,0.230,12.62,32507,32182,2,1,1212,1584,440388.2,63054.0,0.055,0.475,0.293,0.177,1318,11.45,4.48,0.01,0.18,0.31,1.42,0.14,0.97,11.00,4.37,0.00,0.00,0.027,0.128,119,0.155,0.221,0.755,0.000,0.024,45180,37595,1,0.431,0.569,0.031,524799,0.156,1.073,0.024,31.28,22730,12,39.807,1.000,0.002,894062,1.01,15.90,0.000,0.000,0.000,7,11,16,38,6265,0.024,14.33,0.0073,0.020,5,0.309,0.000,0.398,0.430,2.85,3.19,4.86,0.00,0.000,1.01,1.01,1.01,0.309,0.00525,83.81,9.8440,17.76,135007.4,139736.7,34.028,3.5379,41.240
20000,550,1.552,0.156,12.35,25279,24296,10,0,970,20,324296.2,7654.9,0.005,0.379,0.300,0.316,1670,11.23,4.78,0.16,1.08,0.18,1.52,0.18,1.36,10.71,3.82,0.00,0.04,0.011,0.073,106,0.204,0.213,0.782,0.000,0.005,13755,7583,5,0.502,0.178,0.036,173698,0.145,0.864,0.015,32.29,11715,0,382.744,0.000,0.002,341576,1.04,16.32,0.000,0.000,0.002,7,11,15,55,6177,0.024,1.21,0.0055,0.000,6,0.155,0.000,0.342,0.021,2.84,3.24,4.62,0.01,0.002,1.02,1.05,1.04,0.155,0.00352,107.88,0.9053,17.57,136206.4,139736.5,22.072,0.1400,32.266
30000,485,1.510,0.146,11.72,23191,22054,29,0,1173,31,312265.9,7152.7,0.004,0.298,0.270,0.428,1716,11.60,3.86,0.01,0.14,0.07,0.70,0.08,0.65,11.45,3.79,0.00,0.00,0.005,0.044,84,0.196,0.165,0.827,0.000,0.008,12510,8305,4,0.548,0.091,0.016,115390,0.135,0.846,0.014,31.20,10316,0,230.732,0.000,0.000,226249,1.00,16.19,0.000,0.000,0.000,7,11,15,28,5628,0.021,1.26,0.0056,0.000,3,0.132,0.000,0.295,0.019,2.79,3.32,4.59,0.00,0.000,1.00,1.00,1.00,0.132,0.00309,111.79,0.8382,15.91,136491.6,139736.4,19.185,0.1231,31.107
40000,522,1.445,0.160,12.95,20266,18934,41,0,1254,2,273800.9,6851.9,0.002,0.238,0.261,0.499,1925,9.98,3.06,0.00,0.00,0.12,1.94,0.00,0.09,9.85,2.49,0.00,0.00,0.005,0.064,59,0.234,0.228,0.766,0.000,0.006,12177,8829,3,0.973,0.000,0.002,53448,0.162,0.916,0.016,27.39,9137,0,3425.962,0.000,0.000,151390,1.00,18.02,0.000,0.000,0.000,8,9,13,48,5209,0.020,5.81,0.0053,0.000,3,0.126,0.000,0.310,0.024,2.43,3.34,3.66,0.00,0.000,1.00,1.00,1.00,0.126,0.00212,100.17,0.7888,7.89,136255.4,139736.3,30.070,0.1045,27.258
50000,572,1.358,0.123,12.81,22610,20789,98,0,1673,3,287507.8,7247.3,0.002,0.218,0.289,0.490,1766,9.03,2.82,0.00,0.00,0.05,0.90,0.02,0.54,8.96,2.35,0.00,0.00,0.004,0.052,52,0.418,0.227,0.755,0.002,0.016,12004,8032,1,0.371,0.629,0.002,24772,0.162,0.747,0.011,28.66,10017,0,2415.773,0.000,0.003,100136,1.00,19.18,0.000,0.000,0.000,8,8,11,43,5168,0.020,17.22,0.0056,0.000,11,0.082,0.000,0.256,0.019,2.44,3.20,3.24,0.00,0.000,1.00,1.00,1.00,0.082,0.00176,53.43,0.8119,7.99,136841.0,139736.3,64.132,0.0872,28.627
60000,531,1.429,0.175,12.84,23439,21426,119,0,1935,4,286685.6,7126.1,0.001,0.197,0.298,0.503,1740,8.94,2.44,0.00,0.00,0.01,0.13,0.06,0.66,8.88,2.31,0.00,0.00,0.000,0.009,54,0.301,0.218,0.768,0.000,0.013,11005,8499,4,0.524,0.164,0.008,30681,0.155,0.949,0.017,28.72,10244,0,1781.533,0.000,0.002,104462,1.00,19.29,0.000,0.000,0.000,7,9,11,29,4746,0.018,10.60,0.0061,0.000,2,0.092,0.000,0.218,0.008,2.40,3.20,3.19,0.00,0.000,1.00,1.00,1.00,0.092,0.00169,74.18,0.8030,8.53,136017.4,139736.2,49.937,0.0904,28.546
70000,532,1.408,0.207,12.42,21320,19389,160,0,1770,0,263437.1,6690.2,0.003,0.172,0.287,0.538,1908,9.00,2.55,0.00,0.00,0.00,0.00,0.07,1.09,8.93,2.13,0.00,0.00,0.000,0.000,51,0.444,0.235,0.754,0.000,0.011,10784,8757,4,0.844,0.045,0.009,42149,0.138,1.051,0.020,26.36,8807,0,6690.235,0.000,0.000,105492,1.00,19.39,0.000,0.000,0.000,7,9,11,40,4787,0.018,16.98,0.0055,0.000,3,0.114,0.000,0.217,0.013,2.42,3.21,3.14,0.00,0.000,1.00,1.00,1.00,0.114,0.00131,75.12,0.7526,4.70,135507.1,139736.1,44.985,0.0840,26.226
80000,573,1.357,0.238,12.63,20986,19157,164,0,1624,0,270431.3,6439.1,0.000,0.156,0.287,0.556,1887,9.23,3.39,0.00,0.00,0.06,0.85,0.10,1.08,9.06,2.78,0.00,0.00,0.002,0.031,52,0.264,0.234,0.757,0.000,0.009,10054,8564,2,0.997,0.000,0.012,48539,0.140,1.148,0.024,27.08,8134,0,6439.095,0.000,0.003,92785,1.00,18.99,0.000,0.000,0.000,7,8,14,38,5288,0.020,18.66,0.0052,0.000,2,0.109,0.000,0.191,0.011,2.32,3.22,3.29,0.00,0.000,1.00,1.00,1.00,0.109,0.00116,70.52,0.7273,8.52,134945.2,139736.0,47.180,0.0830,26.942
90000,523,1.467,0.237,12.53,21136,19405,173,0,1608,0,281351.6,6478.2,0.000,0.155,0.295,0.550,1805,9.03,2.54,0.00,0.00,0.03,0.74,0.02,0.23,8.98,2.40,0.00,0.00,0.001,0.028,46,0.254,0.207,0.790,0.000,0.004,10011,8218,2,0.975,0.000,0.008,50722,0.128,1.151,0.024,28.11,8689,0,6478.193,0.000,0.000,64336,1.00,18.97,0.000,0.000,0.000,7,8,13,27,4723,0.018,22.55,0.0060,0.000,4,0.075,0.000,0.180,0.009,2.34,3.27,3.27,0.00,0.000,1.00,1.00,1.00,0.075,0.00137,60.87,0.7344,9.69,134987.9,139735.9,51.915,0.0864,28.024
100000,527,1.437,0.247,12.82,21296,19414,198,0,1680,0,276468.4,6498.4,0.000,0.163,0.264,0.573,1817,8.60,2.18,0.00,0.00,0.00,0.00,0.01,0.14,8.59,2.16,0.00,0.00,0.000,0.000,49,0.224,0.218,0.772,0.000,0.009,10724,8499,1,1.000,0.000,0.004,50454,0.133,1.171,0.025,27.64,8835,0,6498.442,0.000,0.000,111053,1.00,19.35,0.000,0.000,0.000,7,8,11,20,4531,0.017,17.22,0.0061,0.000,2,0.119,0.000,0.198,0.011,2.30,3.25,3.08,0.00,0.000,1.00,1.00,1.00,0.119,0.00131,72.25,0.7334,6.38,134846.1,139735.8,46.325,0.0839,27.544
