step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,2326,6.29,0.00,0.01,0.04,6.24,0.00,1.00,0.000,0.056,1062638.6,68181.1,2,0,2.33,1.00,1.00,10.4658,17.82,135413.1,5.6140,106.8876,16384
10000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
20000,0,2055,8.11,0.00,0.01,0.03,8.07,0.00,1.00,0.000,0.064,880786.6,13836.2,1,0,2.88,1.00,1.00,1.5922,25.94,135604.8,2.8758,106.2727,16384
20000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
30000,0,2037,8.20,0.03,0.06,0.04,8.08,0.00,1.01,0.000,0.064,874359.4,15188.2,1,0,2.89,1.01,1.01,1.7192,22.85,135608.7,2.6580,105.2202,16384
30000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
40000,0,2054,8.08,0.00,0.00,0.07,8.01,0.00,1.00,0.000,0.063,874504.2,15227.3,1,0,2.87,1.00,1.00,1.7243,19.64,135563.1,2.7393,105.1658,16384
40000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
50000,0,2050,8.11,0.00,0.05,0.02,8.04,0.00,1.00,0.000,0.063,874193.7,15240.5,1,0,2.88,1.00,1.00,1.7259,21.04,135649.2,2.7213,105.1816,16384
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
