step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
110000,439,1.489,0.462,8.47,16301,15754,49,0,498,1,263323.4,4172.1,0.001,0.264,0.325,0.410,921,10.94,3.73,0.01,0.29,0.01,0.08,0.05,0.37,10.87,3.77,0.00,0.00,0.001,0.006,75,0.246,0.244,0.754,0.000,0.002,6927,6211,2,0.528,0.000,0.027,119730,0.099,1.630,0.051,26.33,5359,0,4172.121,0.000,0.000,61926,1.00,17.03,0.000,0.000,0.000,7,11,13,59,4802,0.018,41.51,0.0055,0.000,3,0.048,0.000,0.206,0.010,2.74,3.99,3.50,0.00,0.000,1.00,1.00,1.00,0.048,0.00250,41.27,0.4954,9.01,131905.7,140224.2,54.327,0.0780,26.226
120000,433,1.428,0.570,8.82,14800,14192,86,0,528,3,247413.1,4003.9,0.001,0.242,0.336,0.421,963,10.35,2.85,0.00,0.00,0.02,0.20,0.07,0.93,10.26,2.83,0.00,0.00,0.002,0.021,61,0.296,0.226,0.767,0.000,0.007,6100,5461,2,0.513,0.000,0.014,92768,0.092,1.797,0.063,24.93,5311,0,1334.650,0.000,0.000,46261,1.00,17.31,0.000,0.000,0.000,7,9,13,25,4480,0.017,30.05,0.0056,0.000,2,0.043,0.000,0.173,0.010,2.57,3.89,3.46,0.00,0.000,1.00,1.00,1.00,0.043,0.00225,38.08,0.4840,5.30,130174.4,140223.9,70.372,0.0840,24.676
130000,450,1.450,0.270,8.94,15977,15402,109,0,449,4,259425.3,6126.2,0.004,0.242,0.312,0.442,945,11.23,3.12,0.00,0.00,0.03,0.49,0.10,1.00,11.09,3.16,0.00,0.00,0.004,0.053,62,0.149,0.236,0.760,0.000,0.004,8820,7249,2,0.524,0.004,0.013,75346,0.114,1.200,0.027,25.43,6216,0,1531.538,0.000,0.000,76224,1.00,16.58,0.000,0.000,0.000,6,12,14,39,5052,0.019,26.89,0.0052,0.009,3,0.067,0.000,0.172,0.048,2.60,4.02,3.69,0.00,0.000,1.00,1.00,1.00,0.067,0.00226,70.12,0.7555,9.71,135053.3,140223.6,41.000,0.1424,25.778
140000,501,1.502,0.298,8.54,16280,15817,73,0,339,2,271929.8,4224.3,0.002,0.245,0.303,0.450,882,12.06,3.55,0.01,0.22,0.02,0.30,0.06,0.71,11.96,3.61,0.00,0.00,0.003,0.042,80,0.106,0.198,0.796,0.000,0.006,7823,6323,2,0.479,0.080,0.010,51196,0.130,1.249,0.029,27.23,6062,0,2112.150,0.000,0.000,71876,1.00,16.64,0.000,0.000,0.000,7,12,16,32,6041,0.023,21.12,0.0045,0.000,8,0.061,0.000,0.171,0.012,2.76,3.98,3.70,0.00,0.000,1.01,1.00,1.00,0.061,0.00221,57.12,0.5090,5.96,134467.5,140223.3,57.974,0.0870,27.083
150000,575,1.550,0.115,8.81,20694,20131,37,1,451,20,322145.7,6878.1,0.007,0.258,0.317,0.418,797,12.26,4.47,0.00,0.04,0.07,1.16,0.05,0.66,12.14,4.32,0.00,0.00,0.003,0.046,71,0.256,0.243,0.748,0.000,0.009,11677,10451,3,0.400,0.099,0.007,41230,0.150,0.707,0.009,31.85,7668,220,343.907,0.000,0.002,145296,1.00,17.09,0.000,0.000,0.000,6,15,15,46,7047,0.027,14.68,0.0046,0.000,6,0.098,0.000,0.189,0.045,2.66,3.70,3.76,0.00,0.000,1.00,1.00,1.00,0.098,0.00235,78.19,0.8357,10.45,137300.6,140223.3,38.717,0.1475,31.990
160000,575,1.569,0.087,8.62,20861,20267,47,0,547,6,331522.6,6193.0,0.011,0.255,0.313,0.421,789,12.28,4.09,0.03,0.42,0.00,0.04,0.02,0.29,12.22,4.14,0.00,0.00,0.000,0.002,67,0.242,0.226,0.769,0.000,0.005,11338,9158,5,0.383,0.332,0.007,63063,0.153,0.595,0.006,33.02,7802,0,1032.172,0.000,0.002,148741,1.01,16.98,0.000,0.000,0.000,6,14,16,32,7059,0.027,19.13,0.0047,0.002,6,0.099,0.000,0.194,0.021,2.73,3.73,3.78,0.00,0.000,1.00,1.02,1.01,0.099,0.00233,86.89,0.7323,11.21,137747.1,140223.1,24.406,0.1128,32.950
170000,563,1.488,0.057,8.66,21594,20960,51,0,595,14,336902.0,7373.5,0.012,0.237,0.310,0.441,781,11.96,4.37,0.05,0.47,0.04,0.69,0.05,0.68,11.83,4.33,0.00,0.00,0.001,0.022,94,0.256,0.206,0.787,0.000,0.007,12389,10508,7,0.355,0.000,0.011,59819,0.143,0.393,0.003,33.57,8159,0,526.679,0.000,0.002,153023,1.02,17.05,0.000,0.000,0.000,6,14,15,32,6735,0.026,1.68,0.0051,0.004,5,0.107,0.000,0.192,0.037,2.64,3.64,3.85,0.00,0.000,1.01,1.02,1.03,0.107,0.00229,116.58,0.8804,14.69,138321.4,140223.0,11.609,0.1428,33.485
180000,486,1.543,0.128,9.00,19728,19120,73,0,612,11,312737.2,6264.1,0.007,0.233,0.313,0.446,828,11.54,4.17,0.01,0.18,0.04,0.53,0.00,0.00,11.49,4.16,0.00,0.00,0.003,0.037,70,0.187,0.220,0.778,0.000,0.002,10375,8194,7,0.294,0.000,0.000,66629,0.128,0.805,0.011,31.34,7487,0,569.466,0.000,0.000,101404,1.00,17.28,0.000,0.000,0.000,6,12,15,37,5607,0.021,17.23,0.0056,0.006,1,0.076,0.000,0.185,0.030,2.52,3.64,3.72,0.00,0.000,1.00,1.01,1.00,0.076,0.00243,89.93,0.7466,11.58,137264.6,140222.9,24.943,0.1206,31.118
190000,456,1.573,0.076,8.85,16843,16268,97,0,508,5,288469.9,5163.1,0.003,0.243,0.366,0.388,894,10.59,4.37,0.00,0.09,0.03,0.52,0.05,0.75,10.51,4.34,0.00,0.00,0.001,0.024,60,0.156,0.217,0.774,0.000,0.009,8155,6211,3,0.311,0.287,0.011,36481,0.127,0.510,0.005,28.72,6494,0,1032.627,0.000,0.000,71721,1.00,18.05,0.000,0.000,0.000,7,9,15,56,4831,0.018,10.22,0.0060,0.002,2,0.056,0.000,0.161,0.029,2.45,3.48,3.50,0.00,0.000,1.00,1.00,1.00,0.056,0.00256,81.83,0.6224,11.41,138165.5,140222.9,42.677,0.1061,28.699
200000,542,1.506,0.040,8.75,18929,18117,87,0,639,1,296061.2,6184.8,0.005,0.235,0.411,0.349,871,11.88,4.25,0.00,0.00,0.04,0.82,0.04,0.58,11.81,4.27,0.00,0.00,0.002,0.043,85,0.164,0.179,0.810,0.000,0.011,10208,8533,4,0.365,0.221,0.006,45172,0.120,0.214,0.001,29.49,7346,0,6184.778,0.000,0.002,93933,1.00,17.10,0.000,0.000,0.000,8,12,15,44,6439,0.025,11.10,0.0046,0.004,7,0.074,0.000,0.193,0.038,2.60,3.81,3.65,0.00,0.000,1.00,1.00,1.00,0.074,0.00216,93.96,0.7518,13.18,138615.4,140222.8,28.886,0.1331,29.407
210000,559,1.524,0.041,8.58,20250,19533,91,0,609,6,314920.3,6610.7,0.005,0.229,0.409,0.357,838,11.67,5.26,0.00,0.06,0.08,1.38,0.01,0.30,11.57,5.20,0.00,0.00,0.003,0.046,70,0.224,0.215,0.780,0.000,0.005,11449,9886,5,0.395,0.000,0.004,89744,0.107,0.213,0.001,31.43,7658,0,1101.786,0.000,0.000,140248,1.00,17.35,0.000,0.000,0.000,7,9,15,41,6522,0.025,3.35,0.0049,0.007,3,0.106,0.000,0.187,0.037,2.70,3.73,3.63,0.00,0.000,1.00,1.00,1.00,0.106,0.00216,111.85,0.8067,13.70,138575.8,140222.7,16.804,0.1456,31.276
220000,480,1.473,0.074,8.50,17167,16646,84,0,516,4,291412.5,5396.3,0.006,0.248,0.378,0.368,888,11.06,4.23,0.00,0.00,0.02,0.28,0.01,0.08,11.03,4.21,0.00,0.00,0.002,0.019,58,0.271,0.242,0.756,0.000,0.002,7982,6464,5,0.404,0.240,0.006,41718,0.145,0.520,0.005,29.16,6426,0,1349.071,0.000,0.000,106017,1.00,17.78,0.000,0.000,0.000,7,9,15,36,5310,0.020,3.56,0.0055,0.000,0,0.080,0.000,0.157,0.026,2.63,3.57,3.55,0.00,0.000,1.00,1.00,1.00,0.080,0.00257,88.42,0.6768,10.33,138202.2,140222.7,42.303,0.1376,28.982
230000,542,1.508,0.123,8.69,17315,16709,92,0,452,3,281505.8,4777.6,0.005,0.222,0.377,0.395,904,11.09,3.71,0.01,0.30,0.04,0.90,0.04,0.61,11.00,3.64,0.00,0.00,0.002,0.035,59,0.245,0.225,0.771,0.000,0.004,8123,6552,4,0.347,0.017,0.007,58236,0.137,0.747,0.010,28.21,6305,0,1592.546,0.000,0.000,69818,1.00,17.58,0.000,0.000,0.000,8,9,15,27,6010,0.023,21.43,0.0047,0.002,8,0.061,0.000,0.171,0.022,2.61,3.68,3.53,0.00,0.000,1.00,1.00,1.00,0.061,0.00204,76.99,0.5918,7.65,137263.0,140222.6,36.803,0.1143,28.004
240000,471,1.459,0.071,9.15,18600,18105,129,0,437,18,284300.3,5711.1,0.007,0.215,0.365,0.414,887,10.27,3.14,0.01,0.17,0.03,0.34,0.03,0.51,10.20,3.03,0.00,0.00,0.003,0.047,71,0.172,0.219,0.771,0.000,0.011,9864,7978,5,0.408,0.000,0.004,49741,0.108,0.479,0.004,28.30,7238,0,317.283,0.000,0.000,123090,1.01,17.31,0.000,0.004,0.000,8,9,13,31,4835,0.018,5.90,0.0059,0.000,3,0.105,0.000,0.178,0.038,2.62,3.58,3.78,0.00,0.000,1.01,1.01,1.01,0.105,0.00213,96.09,0.7132,14.15,138282.3,140222.5,33.148,0.1415,28.258
250000,381,1.485,0.197,9.43,14731,14384,139,0,298,103,246244.8,4154.2,0.002,0.217,0.375,0.405,987,10.75,3.21,0.04,0.46,0.12,1.07,0.03,0.44,10.56,3.14,0.00,0.00,0.008,0.070,54,0.176,0.215,0.774,0.000,0.010,6775,5035,4,0.407,0.207,0.008,16066,0.120,1.002,0.018,24.88,5631,0,40.332,0.000,0.000,61596,1.02,17.15,0.000,0.000,0.000,8,10,13,35,4095,0.016,26.64,0.0061,0.000,0,0.059,0.000,0.150,0.022,2.68,3.73,3.70,0.00,0.000,1.03,1.02,1.02,0.059,0.00241,51.30,0.5129,9.81,136349.7,140222.3,60.612,0.0989,24.592
260000,375,1.567,0.339,9.32,13295,12844,131,0,326,10,221094.4,3390.5,0.002,0.208,0.389,0.401,1075,9.86,3.24,0.02,0.42,0.03,0.28,0.01,0.10,9.80,3.29,0.01,0.21,0.003,0.027,51,0.307,0.192,0.797,0.000,0.011,5453,3858,3,0.595,0.000,0.003,10815,0.102,1.317,0.033,22.35,5136,0,339.051,0.000,0.000,26864,1.01,18.28,0.000,0.000,0.003,8,8,13,30,3697,0.014,18.89,0.0060,0.000,1,0.031,0.000,0.141,0.010,2.54,3.37,3.49,0.01,0.003,1.02,1.01,1.01,0.031,0.00207,32.47,0.4146,6.55,134007.0,140222.2,89.720,0.0761,22.044
270000,532,1.451,0.035,9.77,17090,16145,127,0,661,36,258108.3,6218.2,0.006,0.212,0.417,0.365,956,10.01,3.87,0.00,0.04,0.08,1.03,0.00,0.00,9.92,3.68,0.00,0.00,0.004,0.051,66,0.370,0.239,0.754,0.000,0.008,9068,7729,2,0.885,0.000,0.000,11645,0.115,0.148,0.000,25.32,7061,0,172.729,0.000,0.000,91532,1.00,18.23,0.000,0.009,0.000,8,8,13,62,5324,0.020,6.88,0.0049,0.013,7,0.086,0.000,0.170,0.047,2.44,3.44,3.45,0.00,0.000,1.00,1.00,1.00,0.086,0.00167,79.27,0.7664,11.74,138772.9,140222.1,51.972,0.1446,25.651
280000,444,1.438,0.041,9.56,18543,17687,131,0,813,103,276244.9,5841.7,0.005,0.198,0.469,0.328,892,10.25,4.08,0.01,0.08,0.11,1.09,0.00,0.05,10.13,3.55,0.00,0.00,0.007,0.064,57,0.282,0.198,0.791,0.000,0.011,9953,8356,3,0.752,0.000,0.002,8960,0.127,0.217,0.001,27.62,7544,0,56.716,0.000,0.000,94470,1.00,17.93,0.002,0.009,0.000,7,9,13,64,4549,0.017,0.64,0.0061,0.000,6,0.090,0.000,0.165,0.025,2.42,3.46,3.60,0.00,0.000,1.00,1.00,1.00,0.090,0.00203,105.21,0.6911,12.26,138826.8,140222.1,29.978,0.1084,27.513
290000,431,1.530,0.112,9.73,15154,14628,143,0,396,182,245941.8,4537.8,0.003,0.190,0.420,0.387,978,11.58,3.33,0.07,0.63,0.14,1.03,0.00,0.00,11.36,3.18,0.03,0.36,0.008,0.053,64,0.420,0.176,0.814,0.000,0.009,8715,6535,2,0.835,0.014,0.000,10219,0.134,0.730,0.010,24.69,6245,0,24.933,0.000,0.005,60084,1.02,16.54,0.000,0.009,0.007,7,13,13,44,4989,0.019,18.78,0.0050,0.000,0,0.070,0.000,0.167,0.021,2.45,3.71,4.13,0.03,0.007,1.04,1.00,1.02,0.070,0.00179,68.94,0.5260,7.43,137634.4,140221.8,51.026,0.0748,24.501
300000,466,1.508,0.180,9.24,15952,15457,125,0,335,338,242268.1,5064.5,0.002,0.208,0.411,0.380,981,10.31,3.64,0.05,0.47,0.02,0.22,0.00,0.00,10.24,3.64,0.00,0.07,0.001,0.015,48,0.395,0.219,0.775,0.000,0.006,11081,9245,3,0.511,0.000,0.000,15758,0.137,1.000,0.017,24.31,6513,0,14.984,0.000,0.000,117910,1.03,17.54,0.000,0.009,0.004,6,11,13,45,4806,0.018,23.01,0.0051,0.002,1,0.128,0.000,0.219,0.037,2.37,3.42,4.00,0.00,0.004,1.03,1.01,1.03,0.128,0.00168,71.52,0.5755,9.72,136480.0,140221.5,44.600,0.0725,24.123
310000,553,1.510,0.242,9.53,18155,17441,170,1,456,227,285160.6,5012.0,0.001,0.206,0.395,0.397,860,10.39,2.91,0.04,0.41,0.03,0.42,0.02,0.38,10.30,2.92,0.00,0.00,0.005,0.067,65,0.250,0.181,0.808,0.000,0.011,9822,8563,2,0.743,0.000,0.004,19106,0.129,1.183,0.025,28.60,7243,390,22.079,0.000,0.000,73644,1.02,17.16,0.000,0.020,0.000,7,10,13,31,5747,0.022,23.90,0.0050,0.022,1,0.067,0.000,0.163,0.017,2.43,3.50,4.03,0.00,0.000,1.03,1.01,1.02,0.067,0.00162,64.30,0.5772,12.68,135302.1,140221.1,46.631,0.0790,28.405
320000,595,1.517,0.304,9.72,21252,20562,162,0,486,155,316629.2,6375.7,0.002,0.198,0.392,0.409,789,10.92,3.22,0.05,0.36,0.05,0.65,0.00,0.04,10.83,3.14,0.01,0.20,0.004,0.051,62,0.343,0.212,0.776,0.000,0.012,12643,11141,2,0.701,0.000,0.002,16799,0.129,1.347,0.033,31.75,8809,0,41.134,0.000,0.000,71586,1.01,17.25,0.000,0.003,0.002,7,12,14,33,6500,0.025,21.91,0.0049,0.018,1,0.062,0.000,0.165,0.025,2.32,3.66,3.72,0.01,0.002,1.02,1.00,1.02,0.062,0.00162,74.57,0.7250,8.37,134206.5,140220.5,35.205,0.0896,31.551
330000,547,1.517,0.035,9.40,21247,20704,145,0,446,232,320816.2,8501.6,0.004,0.193,0.377,0.427,797,10.74,3.35,0.03,0.38,0.06,0.68,0.01,0.10,10.65,3.22,0.01,0.24,0.003,0.031,58,0.289,0.219,0.771,0.000,0.009,13323,10877,2,0.439,0.177,0.005,36622,0.138,0.190,0.001,31.60,8948,0,36.645,0.000,0.004,71565,1.01,17.48,0.000,0.005,0.004,7,12,14,31,5874,0.022,11.52,0.0055,0.022,8,0.062,0.000,0.158,0.062,2.35,3.66,3.63,0.01,0.004,1.02,1.00,1.01,0.062,0.00174,93.60,1.0222,10.66,138701.0,140220.1,26.713,0.1741,31.874
340000,508,1.434,0.088,9.25,16951,16447,155,1,387,161,281571.6,4797.7,0.002,0.206,0.370,0.422,883,10.20,3.04,0.03,0.26,0.00,0.00,0.05,0.58,10.12,3.12,0.00,0.00,0.000,0.000,52,0.240,0.236,0.756,0.000,0.008,8316,5805,3,0.431,0.187,0.010,40443,0.109,0.565,0.006,28.21,6751,76,29.800,0.000,0.000,45494,1.01,17.99,0.000,0.010,0.000,7,10,14,21,5180,0.020,4.30,0.0055,0.037,2,0.042,0.000,0.121,0.020,2.16,3.49,3.51,0.00,0.000,1.02,1.00,1.01,0.042,0.00174,66.89,0.5621,7.63,137940.9,140219.8,64.031,0.0847,28.050
350000,531,1.451,0.127,8.65,17540,16970,118,0,429,103,288453.8,4928.2,0.001,0.236,0.307,0.456,867,11.08,3.80,0.02,0.20,0.06,0.75,0.18,2.13,10.83,3.51,0.00,0.04,0.003,0.033,68,0.168,0.235,0.759,0.000,0.006,8724,6922,4,0.657,0.000,0.011,43519,0.130,0.677,0.008,28.88,6616,0,47.846,0.000,0.002,57889,1.01,17.52,0.000,0.008,0.002,7,10,15,37,5885,0.022,2.55,0.0050,0.006,2,0.045,0.000,0.155,0.020,2.32,3.81,3.46,0.00,0.002,1.01,1.00,1.01,0.045,0.00197,60.10,0.5694,8.34,137249.3,140219.6,71.901,0.0782,28.735
360000,361,1.530,0.066,8.85,14378,14097,125,0,326,79,253769.0,4149.9,0.001,0.221,0.307,0.470,979,10.44,3.18,0.06,0.45,0.03,0.44,0.07,1.37,10.28,2.92,0.00,0.00,0.002,0.022,52,0.244,0.233,0.762,0.000,0.006,6785,5473,3,0.573,0.000,0.006,23513,0.145,0.363,0.002,25.24,5307,0,52.530,0.000,0.000,50613,1.03,17.77,0.000,0.011,0.000,7,10,13,34,3768,0.014,1.71,0.0068,0.000,0,0.048,0.000,0.136,0.021,2.33,3.61,3.50,0.00,0.000,1.03,1.01,1.04,0.048,0.00241,49.17,0.4896,6.26,138513.1,140219.4,87.324,0.0758,25.291
370000,350,1.484,0.069,8.28,7450,7055,177,0,229,16,153490.7,1742.0,0.001,0.244,0.252,0.503,1388,8.60,2.06,0.01,0.19,0.00,0.05,0.02,0.27,8.57,2.04,0.00,0.00,0.000,0.004,40,0.197,0.303,0.691,0.000,0.006,1796,1535,2,0.880,0.017,0.006,14808,0.142,0.371,0.002,15.35,2510,0,108.877,0.000,0.000,13494,1.00,18.64,0.000,0.000,0.000,6,8,11,23,3011,0.011,3.17,0.0051,0.006,3,0.019,0.000,0.077,0.004,2.43,3.45,3.23,0.00,0.000,1.01,1.00,1.00,0.019,0.00164,27.33,0.2293,3.66,138511.0,140219.2,117.591,0.0555,15.290
380000,411,1.559,0.068,7.94,10568,10031,136,0,340,3,209997.8,2456.2,0.000,0.278,0.178,0.543,1124,10.82,2.62,0.02,0.17,0.01,0.25,0.02,0.26,10.77,2.62,0.00,0.00,0.001,0.014,45,0.221,0.246,0.754,0.000,0.000,3563,2752,2,0.956,0.000,0.007,37536,0.155,0.344,0.002,21.02,3277,0,818.722,0.000,0.000,31041,1.01,16.84,0.000,0.000,0.000,9,10,15,20,4449,0.017,2.21,0.0047,0.007,2,0.028,0.000,0.114,0.006,2.60,3.96,3.65,0.00,0.000,1.01,1.01,1.01,0.028,0.00241,49.34,0.3157,7.36,138372.8,140219.1,90.873,0.0697,20.933
