step,event,lineage,other,size
5000,birth,1,0,1940
5000,birth,3,0,68
10000,extinct,3,0,5
11000,split,10,1,1328
21000,split,12,1,9
25000,extinct,12,0,9
31000,extinct,1,0,8
149000,split,16,10,18
151000,split,17,10,16
157000,extinct,16,0,5
167000,extinct,17,0,6
179000,split,26,10,5
184000,extinct,26,0,5
263000,split,30,10,17
272000,extinct,30,0,12
278000,split,32,10,11
283000,extinct,32,0,6
374000,split,38,10,7
377000,extinct,38,0,5
403000,split,43,10,9
422000,extinct,43,0,6
494000,split,47,10,14
495000,merge,47,10,14
500000,split,48,10,8
512000,extinct,48,0,7
611000,split,60,10,6
612000,merge,60,10,6
625000,split,68,10,7
631000,extinct,68,0,7
654000,split,76,10,12
670000,merge,76,10,6
725000,split,89,10,17
727000,merge,89,10,14
732000,split,92,10,16
739000,extinct,92,0,5
751000,split,98,10,5
758000,split,102,10,59
758000,extinct,98,0,5
778000,merge,102,10,47
789000,split,117,10,5
790000,split,119,10,25
806000,extinct,117,0,5
816000,merge,119,10,50
823000,split,134,10,16
827000,extinct,134,0,5
828000,split,136,10,8
832000,extinct,136,0,5
838000,split,139,10,11
846000,merge,139,10,15
878000,split,155,10,16
887000,extinct,155,0,13
893000,split,160,10,7
897000,merge,160,161,5
901000,split,161,10,110
905000,merge,161,10,93
956000,split,182,10,12
958000,merge,182,10,10
971000,split,192,10,16
979000,split,196,10,22
981000,split,197,10,8
981000,merge,192,10,15
982000,merge,196,10,12
997000,split,203,10,25
998000,extinct,197,0,9
