step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,448,8.35,0.01,0.06,0.09,8.18,0.00,1.00,0.000,0.049,280736.0,12606.1,2,12,2.25,1.00,1.00,1.7128,12.02,17844.8,19.4814,26.1545,4763
10000,1,14,15.29,1.71,0.50,0.00,13.07,0.00,1.51,0.000,0.148,6103.3,280.9,1,3,3.43,1.57,1.57,0.0385,1.07,159.7,49.6091,0.7594,88
10000,0,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,44917.0,13853.9,1,1,3.00,1.00,1.00,2.0949,1.45,50725.9,0.0000,0.0000,11533
20000,8,470,9.27,0.06,0.01,0.07,9.13,0.00,1.02,0.000,0.064,247473.8,4577.4,2,0,2.40,1.02,1.02,0.5658,9.10,14560.4,22.3356,24.6281,4274
20000,1,12,18.67,0.25,0.00,0.33,18.08,0.00,1.06,0.000,0.138,6799.4,198.6,1,0,3.50,1.07,1.07,0.0237,1.33,157.4,49.4712,0.7978,98
20000,0,5,14.40,0.00,0.00,0.00,14.40,0.00,1.00,0.000,0.000,1270.5,90.2,1,5,2.80,1.00,1.00,0.0266,2.79,53733.3,0.0000,0.0000,12012
30000,8,379,10.22,0.06,0.01,0.01,10.15,0.00,1.02,0.000,0.066,207611.5,3319.0,3,0,2.61,1.02,1.02,0.4184,4.46,11052.5,30.3522,20.7426,3642
30000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1775.2,59.4,0,0,-0.00,-0.00,-0.00,0.0069,0.00,29.4,58.4895,0.3551,98
30000,0,1,10.00,0.00,0.00,3.00,7.00,0.00,1.00,0.000,0.000,1097.9,48.4,0,1,3.00,1.00,1.00,0.0187,0.84,56596.5,0.0000,0.0000,12644
40000,8,384,11.57,0.05,0.00,0.02,11.49,0.00,1.02,0.000,0.073,201017.5,3452.5,2,0,2.79,1.01,1.03,0.4206,10.63,11972.5,22.9302,20.0532,3816
40000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,60.9,66.9527,0.0730,98
40000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,446.5,7.3,0,0,-0.00,-0.00,-0.00,0.0069,0.87,55136.5,0.0000,0.0000,12470
50000,8,413,10.20,0.01,0.01,0.07,10.11,0.00,1.00,0.000,0.065,222267.3,4181.6,2,0,2.54,1.00,1.00,0.4957,6.79,13303.4,21.7477,22.1855,4046
50000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,169.8,18.6,0,0,-0.00,-0.00,-0.00,0.0019,0.00,54.1,67.4695,0.0937,98
50000,0,3,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,4022.8,353.7,1,3,2.67,1.00,1.00,0.0583,1.74,56788.0,0.0000,0.0000,12240
60000,8,347,9.49,0.00,0.05,0.04,9.40,0.00,1.00,0.000,0.052,205792.6,3223.8,3,0,2.51,1.00,1.00,0.3939,8.52,12079.3,29.6321,20.5996,3982
60000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,145.1,64.3847,0.0916,98
60000,0,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,412.0,7.1,1,1,3.00,1.00,1.00,0.0069,0.77,57108.1,0.0000,0.0000,12304
70000,8,339,10.87,0.04,0.02,0.06,10.76,0.00,1.01,0.000,0.057,167688.4,2615.5,2,0,2.68,1.01,1.01,0.3253,6.66,12710.2,35.3358,16.7378,4066
70000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,332.6,10.9,0,0,-0.00,-0.00,-0.00,0.0015,0.00,170.7,62.2358,0.1214,98
70000,0,2,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1258.1,52.8,1,2,3.00,1.00,1.00,0.0131,0.43,56578.8,0.0000,0.0000,12220
80000,8,405,11.60,0.06,0.01,0.05,11.47,0.00,1.02,0.000,0.069,202113.8,3698.1,2,0,2.75,1.00,1.03,0.4455,5.49,14687.6,28.4777,20.2105,4232
80000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,2419.4,94.9,0,0,-0.00,-0.00,-0.00,0.0121,0.00,64.6,59.4951,0.3509,98
80000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1366.1,83.0,0,0,-0.00,-0.00,-0.00,0.0195,0.38,54553.8,0.0000,0.0000,12054
90000,8,326,10.43,0.00,0.01,0.10,10.32,0.00,1.00,0.000,0.050,197595.1,3446.3,2,1,2.87,1.00,1.00,0.4208,6.69,11837.9,31.0048,19.7436,4248
90000,1,1,5.00,0.00,0.00,0.00,5.00,0.00,1.00,0.000,0.003,2420.8,78.9,1,1,2.00,1.00,1.00,0.0108,0.19,156.6,59.8214,0.3299,98
90000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1482.4,58.8,0,0,-0.00,-0.00,-0.00,0.0173,0.96,57904.5,0.0000,0.0000,12038
100000,8,268,10.04,0.01,0.01,0.07,9.94,0.00,1.00,0.000,0.036,169681.0,3049.7,2,0,2.83,1.00,1.00,0.3774,12.56,13819.4,37.6708,16.9714,4724
100000,1,9,25.11,4.00,0.00,0.33,20.78,0.00,1.87,0.000,0.144,7612.6,321.4,1,0,4.44,1.00,2.28,0.0380,1.66,225.5,41.9333,0.8042,98
100000,0,2,12.50,0.00,0.00,0.00,12.50,0.00,1.00,0.000,0.000,616.9,48.1,1,2,3.00,1.00,1.00,0.0159,4.85,55773.2,0.0000,0.0000,11562
110000,8,277,9.79,0.00,0.00,0.14,9.65,0.00,1.00,0.000,0.037,153403.0,2305.7,2,0,2.79,1.00,1.00,0.3031,8.70,15080.9,43.6865,15.3887,4592
110000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,3348.3,183.3,0,0,-0.00,-0.00,-0.00,0.0245,0.00,94.8,48.4977,0.5422,98
110000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,3066.3,568.2,0,0,-0.00,-0.00,-0.00,0.0912,0.56,55301.5,0.0000,0.0000,11694
120000,8,362,10.35,0.00,0.02,0.14,10.19,0.00,1.00,0.000,0.049,163373.9,2656.5,3,0,2.69,1.00,1.00,0.3411,6.47,17399.7,41.0562,16.3623,4802
120000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1116.8,150.1,0,0,-0.00,-0.00,-0.00,0.0187,0.00,86.1,55.9698,0.2626,98
120000,0,2,17.50,0.00,0.00,0.00,17.50,0.00,1.00,0.000,0.000,2951.7,552.0,1,2,4.00,1.00,1.00,0.0826,0.54,53833.4,0.0000,0.0000,11484
130000,8,322,10.18,0.08,0.02,0.03,10.06,0.00,1.03,0.000,0.043,210087.2,3664.7,3,0,2.62,1.01,1.03,0.4455,8.25,16146.9,29.3872,21.0352,4802
130000,1,18,10.94,0.00,0.00,0.06,10.89,0.00,1.00,0.000,0.133,14721.8,585.6,1,0,3.28,1.00,1.00,0.0696,1.03,313.5,23.7160,1.5314,98
130000,0,8,12.75,0.00,0.00,0.25,12.50,0.00,1.00,0.000,0.001,2069.6,148.3,2,7,3.88,1.00,1.00,0.0348,1.22,55935.0,0.0000,0.0000,11484
140000,8,314,9.26,0.00,0.11,0.24,8.91,0.00,1.00,0.000,0.038,161604.3,2753.0,4,0,2.50,1.00,1.00,0.3445,5.55,13995.3,41.0659,16.2163,4802
140000,1,35,11.37,0.00,0.06,0.00,11.31,0.00,1.00,0.000,0.258,15611.6,622.8,1,0,2.49,1.00,1.00,0.0736,1.90,492.6,30.4245,1.6625,98
140000,0,10,8.20,0.00,0.00,0.00,8.20,0.00,1.00,0.000,0.000,1584.3,198.5,4,9,2.40,1.00,1.00,0.0500,3.84,57773.7,0.0000,0.0000,11484
150000,8,430,9.44,0.08,0.00,0.12,9.24,0.00,1.03,0.000,0.053,198296.9,3469.8,6,0,2.53,1.02,1.03,0.4166,5.79,16222.9,32.6372,19.8244,4802
150000,1,7,18.00,0.00,0.00,0.00,18.00,0.00,1.00,0.000,0.078,13356.1,616.6,1,0,3.57,1.00,1.00,0.0729,0.00,254.9,27.2208,1.4850,98
