step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
10000,2326,1.322,0.058,6.06,54589,51353,499,1,1847,1959,1157179.2,68293.0,0.014,0.519,0.084,0.384,634,6.29,1.46,0.00,0.00,0.01,0.21,0.04,0.90,6.24,1.11,0.00,0.00,0.001,0.023,38,0.870,0.215,0.781,0.000,0.003,40702,36492,2,0.992,0.000,0.005,688031,0.161,0.125,0.000,106.89,21303,160,34.861,0.000,0.000,768322,1.00,19.40,0.000,0.000,0.000,6,6,8,43,14630,0.056,0.46,0.0080,0.000,0,0.066,0.000,0.108,0.306,2.33,1.95,4.36,0.00,0.000,1.00,1.00,1.00,0.066,0.00407,50.88,10.4658,17.82,135413.1,139728.0,5.614,3.6340,116.796
20000,2055,1.456,0.048,6.01,46796,43309,698,0,3060,0,1059773.4,13837.5,0.000,0.375,0.002,0.623,684,8.11,1.56,0.00,0.00,0.01,0.53,0.03,0.79,8.07,1.39,0.00,0.00,0.001,0.021,23,0.979,0.224,0.772,0.000,0.003,7337,7079,1,1.000,0.000,0.002,65499,0.188,0.071,0.000,106.27,7587,0,13837.488,0.000,0.000,415923,1.00,14.02,0.000,0.000,0.000,8,8,8,40,16666,0.064,0.00,0.0064,0.000,0,0.052,0.000,0.133,0.000,2.88,1.04,7.95,0.00,0.000,1.00,1.00,1.00,0.052,0.00281,54.69,1.5922,25.94,135604.8,139719.6,2.876,0.2072,106.085
30000,2037,1.455,0.049,6.00,48618,45068,409,0,3159,0,1051945.6,15189.5,0.000,0.371,0.001,0.627,707,8.20,2.91,0.03,1.42,0.06,1.61,0.04,0.87,8.08,1.84,0.00,0.00,0.001,0.030,18,0.988,0.216,0.779,0.000,0.004,8215,8194,1,1.000,0.000,0.002,49444,0.228,0.070,0.000,105.22,8363,0,15189.546,0.000,0.000,523745,1.01,13.98,0.002,0.000,0.000,8,8,8,64,16701,0.064,0.00,0.0064,0.000,0,0.068,0.000,0.162,0.000,2.89,1.03,7.98,0.00,0.000,1.01,1.01,1.01,0.068,0.00289,55.96,1.7192,22.85,135608.7,139711.2,2.658,0.2001,105.021
40000,2054,1.468,0.048,6.01,48558,44953,435,0,3153,0,1051401.0,15228.6,0.000,0.372,0.001,0.627,707,8.08,1.49,0.00,0.00,0.00,0.18,0.07,1.37,8.01,0.97,0.00,0.00,0.001,0.022,20,0.982,0.235,0.762,0.000,0.003,8168,8125,1,1.000,0.000,0.003,49574,0.231,0.068,0.000,105.17,9539,0,15228.554,0.000,0.000,522055,1.00,14.03,0.000,0.000,0.000,8,8,8,36,16601,0.063,0.00,0.0064,0.000,0,0.068,0.000,0.162,0.001,2.87,1.03,7.96,0.00,0.000,1.00,1.00,1.00,0.068,0.00287,55.93,1.7243,19.64,135563.1,139702.9,2.739,0.2013,104.961
50000,2050,1.432,0.047,6.00,48714,45212,419,0,3087,0,1051639.9,15241.8,0.000,0.372,0.001,0.627,692,8.11,1.59,0.00,0.00,0.05,1.24,0.02,0.45,8.04,1.03,0.00,0.00,0.001,0.034,22,0.986,0.234,0.764,0.000,0.002,8209,8023,1,1.000,0.000,0.002,50472,0.221,0.068,0.000,105.18,10676,0,15241.821,0.000,0.000,531474,1.00,13.99,0.000,0.000,0.000,8,8,8,40,16623,0.063,0.00,0.0064,0.000,0,0.069,0.000,0.162,0.000,2.88,1.03,7.98,0.00,0.000,1.00,1.00,1.00,0.069,0.00287,55.94,1.7259,21.04,135649.2,139694.6,2.721,0.2012,104.990
60000,2050,1.444,0.048,6.01,48550,44953,422,0,3175,0,1051318.0,15220.0,0.000,0.372,0.001,0.627,703,8.11,2.05,0.00,0.09,0.06,1.62,0.00,0.09,8.05,1.50,0.00,0.00,0.001,0.036,21,0.986,0.239,0.757,0.000,0.004,8202,7867,1,1.000,0.000,0.000,49528,0.227,0.066,0.000,105.14,11309,0,15220.013,0.000,0.000,527517,1.00,14.00,0.000,0.000,0.000,8,8,8,64,16627,0.063,0.00,0.0064,0.000,0,0.069,0.000,0.162,0.001,2.87,1.03,7.98,0.00,0.000,1.00,1.00,1.00,0.069,0.00287,55.93,1.7228,18.76,135609.1,139686.4,2.766,0.2006,104.937
70000,2050,1.431,0.047,6.01,48476,44857,432,0,3187,0,1050861.0,15205.1,0.000,0.371,0.001,0.627,700,8.19,2.88,0.00,0.00,0.04,0.96,0.10,1.98,8.04,1.56,0.00,0.00,0.002,0.040,26,0.982,0.212,0.783,0.000,0.005,8062,7700,1,1.000,0.000,0.005,58977,0.205,0.068,0.000,105.10,11748,0,15205.119,0.000,0.000,525317,1.00,13.98,0.002,0.000,0.000,8,8,8,64,16788,0.064,0.00,0.0064,0.000,0,0.068,0.000,0.161,0.001,2.89,1.04,7.98,0.00,0.000,1.00,1.00,1.00,0.069,0.00287,55.91,1.7234,19.84,135634.1,139678.4,2.835,0.2024,104.900
80000,2059,1.441,0.049,6.01,48568,44926,409,0,3224,12,1050508.9,15236.8,0.000,0.372,0.001,0.626,702,8.18,2.64,0.00,0.00,0.04,1.08,0.04,1.03,8.10,1.85,0.00,0.00,0.001,0.037,25,0.986,0.224,0.772,0.000,0.004,7979,7427,1,1.000,0.000,0.002,50653,0.221,0.069,0.000,105.07,12054,0,1269.731,0.000,0.000,526547,1.00,13.97,0.001,0.000,0.000,8,8,8,64,16848,0.064,0.00,0.0063,0.000,0,0.069,0.000,0.161,0.000,2.89,1.04,7.98,0.00,0.000,1.00,1.00,1.00,0.069,0.00286,55.87,1.7274,22.32,135560.8,139670.6,2.896,0.2031,104.863
90000,2037,1.458,0.047,6.01,48540,44858,447,0,3257,1,1050012.4,15389.7,0.000,0.372,0.001,0.627,698,8.15,2.39,0.00,0.00,0.06,1.58,0.03,1.09,8.06,1.49,0.00,0.00,0.002,0.036,24,0.986,0.221,0.777,0.000,0.002,8014,7338,1,1.000,0.000,0.002,52671,0.220,0.068,0.000,104.99,12324,0,15389.731,0.000,0.000,524301,1.00,13.97,0.001,0.000,0.000,8,8,8,64,16607,0.063,0.00,0.0064,0.000,0,0.068,0.000,0.161,0.001,2.89,1.03,7.98,0.00,0.000,1.00,1.00,1.00,0.068,0.00289,55.83,1.7442,17.20,135592.4,139662.9,3.018,0.2053,104.786
100000,2009,1.429,0.048,6.00,48395,44752,446,0,3225,1,1048816.1,15294.5,0.000,0.371,0.001,0.627,690,8.17,2.99,0.00,0.00,0.08,1.99,0.05,1.51,8.04,1.55,0.00,0.00,0.001,0.035,19,0.985,0.223,0.774,0.000,0.003,8146,7377,1,1.000,0.000,0.002,54839,0.210,0.067,0.000,104.86,12132,0,15294.499,0.000,0.001,522148,1.00,14.01,0.002,0.000,0.000,8,8,8,64,16406,0.063,0.00,0.0065,0.000,0,0.068,0.000,0.160,0.001,2.89,1.03,7.97,0.00,0.000,1.00,1.00,1.00,0.068,0.00292,55.77,1.7349,20.92,135674.9,139655.5,3.213,0.2047,104.662
