step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,407,9.27,0.03,0.04,0.02,9.17,0.00,1.01,0.000,0.049,258988.2,15333.6,2,1,2.53,1.00,1.01,2.1448,10.26,18837.0,20.7997,24.0272,4802
10000,1,14,9.36,0.00,0.21,0.00,9.14,0.00,1.00,0.000,0.079,6812.3,437.5,1,3,3.57,1.00,1.00,0.0626,0.24,327.8,44.1564,0.7957,98
10000,0,2,33.50,6.00,0.00,0.00,27.50,0.00,1.22,0.000,0.000,44788.0,14154.2,2,2,6.50,1.00,1.00,2.1874,1.44,50950.8,0.0000,0.0000,11484
20000,8,395,9.82,0.03,0.04,0.05,9.71,0.00,1.01,0.000,0.050,225976.5,5356.6,3,0,2.66,1.01,1.01,0.6495,12.81,18551.3,23.9273,22.5805,4802
20000,1,7,19.86,0.43,0.00,0.00,19.43,0.00,1.07,0.000,0.084,8706.7,356.2,1,0,5.29,1.00,1.11,0.0426,0.52,206.4,34.2726,0.9443,98
20000,0,1,38.00,3.00,0.00,0.00,35.00,0.00,1.50,0.000,0.000,1246.6,60.6,1,1,5.00,1.00,1.75,0.0202,2.26,51624.8,0.0000,0.0000,11484
30000,8,392,8.39,0.03,0.07,0.05,8.24,0.00,1.01,0.000,0.043,204850.4,3758.5,2,0,2.38,1.01,1.02,0.4657,7.31,19007.1,31.0829,20.5241,4802
30000,1,21,7.62,0.00,0.00,0.00,7.62,0.00,1.00,0.000,0.103,7418.0,297.3,0,0,2.57,1.00,1.00,0.0338,0.10,269.1,44.4679,0.8279,98
30000,0,4,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1006.7,52.0,1,3,2.00,1.00,1.00,0.0197,1.71,50765.6,0.0000,0.0000,11484
40000,8,504,7.95,0.03,0.12,0.04,7.76,0.00,1.02,0.000,0.052,233667.9,4089.1,3,0,2.40,1.02,1.03,0.4926,12.64,21134.7,22.3550,23.3395,4802
40000,1,9,10.44,0.89,0.00,0.00,9.56,0.00,1.41,0.000,0.064,8879.3,272.1,1,0,3.11,1.00,1.74,0.0314,0.42,168.9,37.8499,0.9766,98
40000,0,7,8.43,0.57,1.43,0.00,6.43,0.00,1.26,0.000,0.000,1254.8,51.0,2,5,2.71,1.00,1.48,0.0180,1.35,48468.3,0.0000,0.0000,11484
50000,8,506,7.94,0.01,0.17,0.03,7.72,0.00,1.00,0.000,0.052,256228.4,5005.7,3,0,2.36,1.00,1.00,0.5871,7.20,20116.7,16.6996,25.5513,4802
50000,1,8,11.88,0.00,0.00,0.00,11.88,0.00,1.00,0.000,0.066,9131.9,500.2,1,0,3.50,1.00,1.00,0.0582,1.11,244.3,34.9206,1.0181,98
50000,0,3,26.00,0.00,0.00,0.00,26.00,0.00,1.00,0.000,0.000,978.1,90.2,2,2,6.00,1.00,1.00,0.0228,0.75,49099.2,0.0000,0.0000,11484
60000,8,525,8.61,0.03,0.09,0.07,8.42,0.00,1.01,0.000,0.059,266333.5,5296.6,2,0,2.51,1.00,1.01,0.6166,7.89,19956.8,13.2109,26.5315,4802
60000,1,13,12.38,0.15,0.00,0.00,12.23,0.00,1.03,0.000,0.112,9333.1,310.2,1,0,2.85,1.00,1.04,0.0363,0.08,240.9,31.9647,1.0295,98
60000,0,7,15.14,0.00,0.71,0.14,14.29,0.00,1.00,0.000,0.000,1193.2,72.2,2,6,3.86,1.00,1.00,0.0235,1.63,48884.9,0.0000,0.0000,11484
70000,8,415,7.96,0.02,0.04,0.01,7.89,0.00,1.01,0.000,0.043,240823.0,4631.5,4,0,2.51,1.00,1.01,0.5433,5.66,19197.7,19.1010,24.0588,4802
70000,1,11,10.55,0.00,0.00,0.00,10.55,0.00,1.00,0.000,0.078,8614.3,283.3,1,0,3.27,1.00,1.00,0.0322,0.45,198.9,35.6610,0.8990,98
70000,0,7,11.00,1.43,0.00,0.00,9.57,0.00,1.51,0.000,0.000,1016.5,67.3,2,1,3.71,1.26,1.64,0.0180,2.41,50060.6,0.0000,0.0000,11484
80000,8,377,7.97,0.05,0.11,0.06,7.75,0.00,1.01,0.000,0.039,217393.3,3946.0,4,0,2.43,1.02,1.01,0.4720,6.84,19205.4,25.9267,21.7335,4802
80000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,7525.1,283.9,0,0,-0.00,-0.00,-0.00,0.0334,0.75,140.9,38.6248,0.7971,98
80000,0,1,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,2298.9,98.6,1,1,2.00,1.00,1.00,0.0283,1.29,51525.5,0.0000,0.0000,11484
90000,8,302,8.44,0.24,0.12,0.03,8.05,0.00,1.07,0.000,0.033,176745.4,2963.4,4,0,2.50,1.01,1.09,0.3714,5.62,18111.5,36.8841,17.6936,4802
90000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,152.4,59.6209,0.1272,98
90000,0,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,566.2,8.3,1,1,2.00,1.00,1.00,0.0056,0.65,51438.7,0.0000,0.0000,11484
100000,8,305,7.73,0.01,0.12,0.05,7.55,0.00,1.00,0.000,0.031,136484.1,1924.2,4,0,2.40,1.00,1.00,0.2610,6.36,14851.6,49.3430,13.6559,4802
100000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,143.2,59.0473,0.0956,98
100000,0,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,540.3,6.1,1,1,3.00,1.00,1.00,0.0058,0.83,53789.1,0.0000,0.0000,11484
110000,8,366,9.03,0.10,0.02,0.06,8.86,0.00,1.02,0.003,0.043,185691.0,3307.5,4,0,2.43,1.03,1.01,0.4001,5.73,19345.6,35.1614,18.5677,4802
110000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,104.2,58.3836,0.0252,98
110000,0,7,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,570.4,7.4,3,4,2.29,1.00,1.00,0.0069,0.27,48808.3,0.0000,0.0000,11484
120000,8,357,8.35,0.05,0.09,0.05,8.16,0.00,1.01,0.000,0.039,186940.1,3731.0,5,0,2.34,1.01,1.01,0.4416,8.79,16497.2,34.8944,18.6958,4802
120000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,193.2,63.9717,0.1496,98
120000,0,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,583.5,6.6,1,1,2.00,1.00,1.00,0.0058,0.77,50165.8,0.0000,0.0000,11484
130000,8,335,8.42,0.01,0.10,0.03,8.30,0.00,1.00,0.000,0.037,189785.6,3752.2,3,2,2.41,1.00,1.00,0.4477,9.69,17329.6,33.7079,18.9856,4754
