step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
10000,230,1.432,0.094,9.54,13731,14544,2,0,438,999,143152.8,3973.6,0.023,0.509,0.365,0.103,2627,9.21,5.76,0.06,0.86,0.01,0.15,0.02,0.26,9.12,5.57,0.00,0.00,0.001,0.010,63,0.161,0.165,0.826,0.000,0.009,4796,3435,2,0.526,0.070,0.004,97597,0.116,0.261,0.000,12.82,5418,0,3.978,0.000,0.000,228636,1.02,16.21,0.000,0.000,0.000,5,7,15,61,2118,0.008,1.39,0.0068,0.009,4,0.191,0.000,0.297,0.009,2.83,3.73,4.25,0.00,0.000,1.00,1.03,1.02,0.192,0.00581,35.44,0.7364,12.53,23478.2,25386.4,113.792,0.3412,14.822
20000,139,1.419,0.111,9.74,6676,6384,13,0,370,12,75410.5,1096.6,0.010,0.464,0.470,0.056,3920,8.53,4.88,0.21,2.01,0.04,0.19,0.00,0.00,8.29,4.22,0.00,0.00,0.005,0.027,30,0.201,0.237,0.763,0.000,0.000,1842,1500,3,0.482,0.079,0.000,6816,0.136,0.419,0.003,7.58,2737,0,91.383,0.000,0.000,114974,1.05,16.76,0.000,0.000,0.000,6,7,14,33,1186,0.005,3.49,0.0065,0.000,1,0.158,0.000,0.206,0.001,2.84,2.94,4.97,0.00,0.000,1.03,1.07,1.06,0.158,0.00321,27.11,0.1821,4.87,23340.1,25386.4,125.253,0.0733,7.497
30000,136,1.387,0.136,10.56,6951,6554,15,0,385,60,80350.2,1301.0,0.004,0.516,0.441,0.039,3799,6.98,2.95,0.12,0.84,0.00,0.00,0.00,0.00,6.85,2.53,0.00,0.00,0.000,0.000,17,0.375,0.228,0.772,0.000,0.000,2026,1657,2,0.537,0.000,0.000,9330,0.121,0.524,0.005,8.09,2958,0,21.684,0.000,0.000,116143,1.04,18.54,0.000,0.000,0.000,5,7,8,26,949,0.004,3.04,0.0086,0.000,2,0.140,0.000,0.232,0.002,2.55,2.84,3.96,0.00,0.000,1.01,1.05,1.05,0.140,0.00406,22.16,0.2018,6.36,22953.7,25386.3,130.161,0.0720,7.976
40000,273,1.337,0.105,10.14,9449,8732,12,0,568,7,104538.0,1951.4,0.008,0.527,0.422,0.043,3132,8.82,4.11,0.11,0.85,0.06,0.80,0.05,0.49,8.59,3.48,0.00,0.00,0.003,0.030,51,0.223,0.194,0.799,0.000,0.007,3286,2690,2,0.656,0.000,0.015,16803,0.104,0.434,0.003,10.41,3996,0,278.778,0.000,0.000,184471,1.02,16.12,0.000,0.004,0.000,6,7,14,38,2407,0.009,3.06,0.0045,0.004,8,0.169,0.000,0.310,0.003,2.87,3.66,4.36,0.00,0.004,1.00,1.05,1.03,0.169,0.00257,24.20,0.2770,9.13,23251.5,25386.4,125.773,0.0816,10.357
50000,209,1.416,0.074,9.11,11111,10603,5,0,567,5,133392.7,2558.2,0.011,0.438,0.454,0.097,2587,8.01,4.70,0.02,0.25,0.01,0.12,0.03,0.41,7.95,4.69,0.00,0.00,0.001,0.008,36,0.397,0.177,0.804,0.000,0.019,4166,2984,2,0.507,0.081,0.005,45946,0.147,0.302,0.001,13.29,4350,0,511.632,0.000,0.000,196708,1.01,17.83,0.000,0.000,0.000,5,6,13,34,1675,0.006,1.64,0.0080,0.062,1,0.173,0.000,0.298,0.005,2.78,2.68,4.44,0.01,0.010,1.01,1.01,1.01,0.173,0.00384,37.68,0.3441,7.33,23842.5,25386.3,110.823,0.0885,13.259
60000,164,1.568,0.065,9.67,8052,7601,6,0,490,0,100149.3,1622.0,0.011,0.473,0.451,0.065,3322,8.97,5.61,0.20,1.65,0.02,0.31,0.02,0.23,8.73,4.85,0.00,0.00,0.001,0.007,37,0.256,0.165,0.829,0.000,0.006,2395,1978,3,0.860,0.018,0.006,64867,0.086,0.254,0.001,10.01,2915,0,1621.991,0.000,0.000,109788,1.04,15.78,0.000,0.000,0.000,5,7,18,44,1471,0.006,1.06,0.0070,0.024,1,0.117,0.000,0.250,0.002,2.96,3.02,5.17,0.01,0.006,1.00,1.06,1.04,0.117,0.00387,44.84,0.2425,11.42,24036.5,25386.4,107.535,0.0799,9.948
70000,233,1.412,0.058,9.77,7610,6990,4,0,547,0,103068.1,1565.2,0.004,0.553,0.396,0.047,3320,7.80,4.46,0.09,0.85,0.00,0.00,0.03,0.33,7.67,4.08,0.00,0.00,0.000,0.000,45,0.339,0.232,0.768,0.000,0.000,1863,1646,2,0.918,0.000,0.009,17223,0.119,0.220,0.000,10.30,2699,0,1565.160,0.000,0.000,115912,1.03,17.57,0.000,0.000,0.000,5,7,10,34,1817,0.007,0.55,0.0058,0.021,2,0.103,0.000,0.213,0.001,2.68,2.56,4.70,0.00,0.000,1.00,1.04,1.03,0.103,0.00327,33.79,0.2291,10.23,24078.3,25386.4,118.804,0.0727,10.230
80000,155,1.381,0.065,10.35,7371,6970,14,0,465,0,98728.2,1522.5,0.006,0.442,0.420,0.132,3288,8.69,3.33,0.01,0.08,0.08,1.04,0.10,0.94,8.50,2.93,0.00,0.00,0.006,0.069,35,0.194,0.226,0.774,0.000,0.000,1969,1725,4,0.277,0.000,0.013,17030,0.123,0.257,0.001,9.89,2836,0,1522.531,0.000,0.000,95597,1.00,15.65,0.000,0.000,0.000,6,8,14,30,1347,0.005,1.31,0.0075,0.019,2,0.112,0.000,0.204,0.001,2.90,2.60,5.66,0.00,0.000,1.00,1.00,1.00,0.112,0.00402,30.86,0.2256,7.87,24078.7,25386.4,121.373,0.0735,9.819
90000,331,1.464,0.052,11.82,9837,9117,16,0,528,0,142195.2,2390.0,0.004,0.400,0.263,0.333,2456,8.72,2.80,0.06,0.67,0.07,0.86,0.00,0.00,8.59,2.49,0.00,0.00,0.004,0.044,44,0.263,0.239,0.758,0.000,0.003,3119,2070,3,0.831,0.000,0.000,6314,0.153,0.193,0.000,14.20,4111,0,2390.017,0.000,0.000,144055,1.02,16.55,0.000,0.000,0.000,6,8,11,28,2887,0.011,0.21,0.0050,0.006,2,0.140,0.000,0.216,0.004,2.79,2.80,4.94,0.00,0.000,1.00,1.03,1.02,0.140,0.00283,30.98,0.3248,7.69,23985.7,25386.4,118.052,0.0858,14.108
100000,294,1.454,0.075,11.91,8470,7957,71,0,479,0,139556.5,1803.5,0.003,0.293,0.293,0.412,2340,7.67,2.92,0.04,0.41,0.06,0.99,0.00,0.00,7.57,2.56,0.00,0.00,0.002,0.028,41,0.381,0.265,0.724,0.000,0.010,2338,1750,3,0.551,0.000,0.000,6705,0.109,0.365,0.002,14.01,3586,0,1803.533,0.000,0.000,50655,1.03,18.30,0.000,0.000,0.000,6,7,10,35,2254,0.009,1.72,0.0063,0.000,3,0.063,0.000,0.142,0.001,2.52,2.57,4.31,0.00,0.000,1.02,1.03,1.03,0.063,0.00221,35.80,0.2545,3.77,23677.2,25386.4,111.907,0.0746,13.902
