step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
10000,276,1.826,0.288,4.53,24994,25577,0,4,642,1171,259065.3,32350.9,0.088,0.491,0.037,0.384,2347,17.47,6.84,0.23,2.02,0.14,1.53,0.50,1.63,16.60,5.70,0.01,0.18,0.004,0.046,47,0.322,0.178,0.801,0.007,0.014,27651,26005,1,1.000,0.000,0.105,168365,0.162,0.890,0.018,19.83,8982,15,27.627,1.000,0.018,1013365,1.03,7.70,0.004,0.004,0.004,11,14,23,64,4823,0.018,8.57,0.0057,0.000,25,0.598,0.000,0.509,0.282,4.29,4.28,7.90,0.01,0.004,1.04,1.03,1.03,0.598,0.00442,82.06,4.5605,43.51,69362.7,74684.8,52.979,1.3219,25.443
20000,329,1.880,0.259,6.04,20152,19363,0,0,736,11,196396.6,10250.6,0.024,0.448,0.008,0.520,2893,17.08,9.63,0.07,1.03,0.04,0.36,0.02,0.23,16.95,9.36,0.00,0.00,0.005,0.059,90,0.082,0.210,0.778,0.003,0.009,13690,12453,1,1.000,0.000,0.009,13237,0.106,0.845,0.015,19.60,5575,0,931.874,0.000,0.003,627694,1.02,9.57,0.012,0.000,0.000,9,14,26,64,5620,0.021,1.95,0.0035,0.009,7,0.458,0.000,0.506,0.084,4.21,3.74,7.59,0.00,0.000,1.00,1.02,1.02,0.458,0.00330,90.05,1.2277,25.56,69703.8,74684.7,51.839,0.2041,19.431
30000,393,1.517,0.227,7.42,15788,15039,4,0,681,6,213306.5,6646.8,0.025,0.348,0.081,0.546,2617,11.77,4.62,0.04,0.66,0.02,0.45,0.00,0.00,11.71,4.24,0.00,0.00,0.001,0.019,63,0.188,0.186,0.812,0.000,0.003,9518,8224,1,0.926,0.074,0.000,8389,0.087,0.799,0.013,21.28,5392,0,1107.800,0.000,0.000,336584,1.01,14.47,0.003,0.000,0.000,7,11,16,64,4625,0.018,11.50,0.0046,0.000,4,0.276,0.000,0.320,0.048,2.95,3.91,5.14,0.00,0.000,1.00,1.01,1.01,0.276,0.00293,75.60,0.7868,6.86,70273.5,74684.7,55.055,0.1240,21.216
40000,583,1.364,0.186,7.14,17342,16236,142,0,774,3,266667.5,4785.8,0.007,0.223,0.213,0.557,2091,9.57,2.77,0.00,0.00,0.00,0.00,0.00,0.00,9.57,2.77,0.00,0.00,0.000,0.000,51,0.298,0.218,0.777,0.000,0.005,10044,9058,1,1.000,0.000,0.000,1058,0.181,0.705,0.010,26.58,5600,0,1595.274,0.000,0.002,188425,1.00,15.99,0.000,0.000,0.000,7,9,11,25,5580,0.021,6.15,0.0048,0.002,8,0.161,0.000,0.241,0.020,2.53,3.70,4.59,0.00,0.000,1.00,1.00,1.00,0.161,0.00153,86.41,0.5950,12.72,70735.0,74684.7,44.298,0.1158,26.515
50000,539,1.432,0.205,6.94,19864,18771,147,0,990,0,299822.0,5204.2,0.003,0.240,0.226,0.530,1948,9.86,3.02,0.01,0.26,0.06,1.13,0.00,0.00,9.79,2.71,0.00,0.00,0.002,0.032,51,0.328,0.217,0.781,0.000,0.002,11423,10420,2,0.711,0.000,0.000,1314,0.146,0.811,0.013,29.98,6061,0,5204.246,0.000,0.000,228567,1.00,15.68,0.000,0.000,0.000,8,10,12,36,5314,0.020,8.55,0.0057,0.007,1,0.162,0.000,0.235,0.010,2.57,3.62,4.80,0.00,0.000,1.00,1.00,1.00,0.162,0.00204,71.39,0.6374,9.04,70446.3,74684.7,53.524,0.1173,29.829
60000,506,1.448,0.230,6.96,19343,18196,148,0,1032,0,286507.0,5143.7,0.003,0.234,0.235,0.528,1989,9.86,3.58,0.00,0.00,0.03,0.38,0.01,0.18,9.82,3.51,0.00,0.00,0.002,0.021,50,0.407,0.245,0.751,0.000,0.004,10998,9656,2,0.739,0.000,0.002,2670,0.107,0.898,0.016,28.68,6083,0,5143.737,0.000,0.002,221954,1.00,15.79,0.000,0.000,0.000,8,9,11,41,4989,0.019,12.29,0.0058,0.000,1,0.169,0.000,0.222,0.011,2.54,3.66,4.56,0.00,0.000,1.00,1.00,1.00,0.169,0.00201,74.38,0.6310,11.94,70088.3,74684.7,48.090,0.1163,28.528
70000,483,1.447,0.246,6.95,18212,17063,156,0,1016,0,260617.3,4765.8,0.003,0.243,0.228,0.526,2141,9.56,3.39,0.00,0.09,0.00,0.09,0.00,0.00,9.55,3.40,0.00,0.00,0.000,0.006,52,0.267,0.215,0.783,0.000,0.002,9745,8308,2,0.731,0.000,0.000,1747,0.058,0.956,0.018,26.11,5819,0,4765.782,0.000,0.004,257121,1.01,15.98,0.000,0.000,0.000,7,9,11,42,4619,0.018,11.47,0.0056,0.017,0,0.201,0.000,0.209,0.012,2.43,3.38,4.77,0.00,0.000,1.00,1.00,1.01,0.201,0.00189,69.57,0.5966,15.24,69858.1,74684.8,56.291,0.1196,25.967
80000,415,1.440,0.326,6.81,16493,15449,143,0,969,0,231397.7,4419.2,0.004,0.258,0.205,0.532,2368,10.01,4.37,0.04,0.63,0.03,0.45,0.01,0.15,9.93,4.06,0.00,0.00,0.001,0.017,50,0.342,0.217,0.778,0.000,0.005,8817,7928,2,0.467,0.125,0.002,2424,0.132,1.165,0.026,23.30,5311,0,4419.229,0.000,0.002,223736,1.01,15.44,0.000,0.000,0.000,8,9,12,43,4155,0.016,11.55,0.0056,0.000,1,0.189,0.000,0.210,0.012,2.56,3.20,5.19,0.00,0.000,1.00,1.01,1.02,0.189,0.00216,64.57,0.5656,15.10,68657.3,74684.9,64.018,0.1237,23.053
90000,428,1.467,0.190,6.76,15241,14241,148,0,839,29,225034.0,4449.1,0.005,0.268,0.196,0.532,2481,9.70,4.51,0.00,0.00,0.05,1.06,0.00,0.00,9.65,4.09,0.00,0.00,0.001,0.019,47,0.215,0.210,0.783,0.000,0.007,7712,6754,3,0.439,0.068,0.000,2646,0.075,0.804,0.013,22.32,4834,0,153.418,0.000,0.000,233963,1.00,15.48,0.002,0.000,0.000,7,10,12,64,4152,0.016,17.02,0.0054,0.000,0,0.198,0.000,0.187,0.018,2.49,2.99,5.41,0.00,0.000,1.00,1.00,1.00,0.198,0.00215,39.85,0.5828,6.50,70865.4,74684.9,84.255,0.1389,22.397
100000,561,1.547,0.194,6.50,15685,14532,109,0,911,6,221826.6,3986.3,0.003,0.272,0.192,0.533,2450,10.93,6.61,0.11,1.44,0.22,2.71,0.01,0.21,10.59,5.02,0.00,0.00,0.004,0.049,68,0.180,0.205,0.777,0.009,0.009,8535,7133,5,0.508,0.000,0.002,1546,0.067,0.859,0.014,22.18,5176,0,664.388,0.000,0.012,218796,1.03,14.80,0.002,0.000,0.000,7,9,15,64,6133,0.023,27.26,0.0037,0.000,147,0.183,0.000,0.230,0.012,2.81,3.15,5.76,0.01,0.002,1.01,1.04,1.03,0.183,0.00157,32.16,0.5025,51.40,70521.4,74684.9,81.841,0.0994,22.044
110000,454,1.449,0.086,6.83,17988,16961,122,0,1012,7,233231.0,5145.4,0.006,0.280,0.209,0.505,2369,9.50,3.46,0.04,0.62,0.00,0.09,0.02,0.52,9.43,3.33,0.00,0.00,0.000,0.005,55,0.341,0.225,0.767,0.000,0.009,10860,9308,4,0.463,0.022,0.002,2278,0.105,0.393,0.002,23.14,5757,0,735.060,0.000,0.004,333547,1.01,16.06,0.000,0.000,0.000,7,9,12,29,4314,0.016,4.36,0.0054,0.002,4,0.251,0.000,0.232,0.019,2.56,3.11,5.06,0.00,0.000,1.01,1.01,1.01,0.251,0.00193,80.45,0.6407,9.43,72530.6,74685.0,55.491,0.1304,23.208
120000,502,1.409,0.071,7.40,18717,17507,150,0,1012,0,268591.7,4732.9,0.007,0.210,0.242,0.541,2062,9.22,3.43,0.00,0.09,0.04,0.27,0.01,0.31,9.16,3.35,0.00,0.00,0.003,0.019,47,0.359,0.217,0.777,0.000,0.006,10800,9439,4,0.739,0.000,0.002,1441,0.095,0.311,0.001,26.82,6148,0,4732.934,0.000,0.002,199875,1.00,17.02,0.000,0.000,0.000,6,9,10,62,4626,0.018,1.90,0.0058,0.016,2,0.174,0.000,0.217,0.010,2.29,3.58,3.95,0.00,0.000,1.00,1.00,1.00,0.174,0.00160,86.85,0.5800,11.35,72714.1,74685.0,47.870,0.1065,26.730
130000,534,1.388,0.069,7.31,18389,17273,137,0,947,1,278341.5,4813.7,0.007,0.198,0.249,0.547,2002,9.07,2.79,0.07,1.35,0.00,0.00,0.01,0.13,8.99,2.65,0.00,0.00,0.000,0.000,54,0.330,0.227,0.764,0.000,0.009,11121,9280,5,0.348,0.000,0.002,2359,0.111,0.315,0.001,27.80,6145,0,4813.743,0.000,0.006,176200,1.03,16.64,0.000,0.000,0.000,7,9,10,31,4842,0.018,0.73,0.0058,0.013,4,0.159,0.000,0.219,0.016,2.34,3.67,4.19,0.00,0.000,1.03,1.03,1.03,0.159,0.00150,105.97,0.5943,12.75,72716.4,74685.0,28.938,0.1128,27.692
140000,353,1.460,0.132,7.59,14518,13750,169,0,780,0,225828.1,3559.3,0.006,0.206,0.252,0.535,2391,8.61,2.14,0.02,0.14,0.00,0.00,0.00,0.00,8.59,2.11,0.00,0.00,0.000,0.000,34,0.303,0.210,0.790,0.000,0.000,7397,5980,4,0.419,0.000,0.000,843,0.088,0.656,0.008,22.72,4766,0,3559.342,0.000,0.006,135199,1.00,17.17,0.000,0.000,0.000,6,9,11,19,3038,0.012,5.24,0.0075,0.042,1,0.143,0.000,0.180,0.010,2.29,3.40,4.09,0.00,0.000,1.00,1.00,1.00,0.143,0.00184,68.17,0.4559,6.11,71943.1,74685.0,67.310,0.1006,22.538
150000,338,1.427,0.078,7.16,12822,12066,149,0,622,11,198912.1,3209.4,0.016,0.215,0.262,0.507,2592,8.47,2.08,0.01,0.22,0.03,0.60,0.00,0.00,8.42,1.92,0.00,0.00,0.001,0.023,30,0.322,0.254,0.743,0.000,0.003,5866,5166,4,0.438,0.101,0.000,5709,0.140,0.348,0.001,19.83,4201,0,291.765,0.000,0.000,129687,1.01,17.17,0.000,0.000,0.000,7,8,10,27,2862,0.011,3.40,0.0070,0.024,3,0.150,0.000,0.148,0.015,2.39,3.51,3.90,0.00,0.000,1.01,1.01,1.01,0.150,0.00187,72.79,0.4321,12.60,72875.4,74685.1,67.427,0.1106,19.810
160000,360,1.481,0.081,7.45,12148,11415,142,0,569,5,190136.6,2898.0,0.018,0.232,0.245,0.504,2713,8.89,4.45,0.00,0.00,0.04,0.52,0.00,0.00,8.85,4.41,0.00,0.00,0.002,0.033,51,0.117,0.275,0.722,0.000,0.003,5501,4855,5,0.381,0.033,0.000,2575,0.175,0.339,0.001,19.04,3835,0,579.591,0.000,0.000,156286,1.00,16.89,0.000,0.000,0.000,6,8,12,50,3200,0.012,0.51,0.0060,0.019,0,0.171,0.000,0.161,0.015,2.42,3.44,4.12,0.00,0.000,1.00,1.00,1.00,0.171,0.00171,81.99,0.3836,9.98,72766.6,74685.1,61.900,0.0940,18.935
170000,344,1.459,0.122,8.00,13619,12807,183,0,645,0,208621.4,3543.1,0.008,0.191,0.270,0.531,2462,8.97,2.88,0.02,0.43,0.00,0.00,0.00,0.00,8.94,2.88,0.00,0.00,0.000,0.000,31,0.340,0.227,0.770,0.000,0.003,7190,5616,5,0.305,0.163,0.000,3150,0.155,0.636,0.007,20.94,4652,0,3543.125,0.000,0.000,108378,1.01,16.49,0.000,0.000,0.000,6,10,10,47,3084,0.012,13.03,0.0068,0.000,1,0.130,0.000,0.194,0.021,2.49,3.43,4.32,0.00,0.000,1.01,1.01,1.01,0.130,0.00173,69.41,0.4543,7.32,72129.8,74685.1,60.061,0.1002,20.775
180000,251,1.374,0.074,8.44,11890,11365,138,0,480,8,176830.8,2968.2,0.007,0.222,0.282,0.490,2807,9.08,3.25,0.00,0.00,0.00,0.00,0.00,0.00,9.08,3.25,0.00,0.00,0.000,0.000,33,0.231,0.203,0.797,0.000,0.000,5525,4622,3,0.709,0.000,0.000,2563,0.076,0.332,0.001,17.62,4260,0,371.028,0.000,0.000,112720,1.00,16.22,0.000,0.000,0.000,7,8,10,38,2278,0.009,2.80,0.0078,0.008,3,0.137,0.000,0.167,0.022,2.68,3.33,4.56,0.00,0.000,1.00,1.00,1.00,0.137,0.00231,59.78,0.3895,9.85,73088.8,74685.2,83.240,0.0924,17.623
190000,417,1.437,0.075,8.36,12231,11390,119,0,556,9,171407.4,3082.6,0.007,0.228,0.258,0.507,2840,9.11,2.73,0.05,0.98,0.06,1.08,0.00,0.00,9.00,2.19,0.00,0.00,0.002,0.033,43,0.283,0.223,0.770,0.000,0.007,5957,5197,4,0.549,0.000,0.000,947,0.100,0.329,0.001,17.14,4549,0,342.510,0.000,0.000,148066,1.02,16.77,0.000,0.002,0.000,7,9,10,35,3799,0.014,1.68,0.0046,0.024,0,0.184,0.000,0.190,0.016,2.65,3.53,4.08,0.00,0.000,1.01,1.02,1.02,0.184,0.00135,76.49,0.3937,5.28,72787.1,74685.1,68.131,0.0858,17.023
200000,381,1.424,0.077,8.72,13373,12688,121,0,600,8,191858.5,3297.0,0.003,0.188,0.309,0.501,2541,8.80,3.28,0.03,0.29,0.03,0.51,0.00,0.00,8.74,3.07,0.00,0.00,0.001,0.017,40,0.270,0.192,0.798,0.000,0.010,6939,6143,3,0.625,0.000,0.000,179,0.179,0.335,0.001,19.19,5209,0,412.128,0.000,0.000,105894,1.01,17.56,0.000,0.000,0.000,6,8,11,39,3352,0.013,0.27,0.0058,0.058,1,0.142,0.000,0.212,0.014,2.60,3.65,3.60,0.00,0.000,1.01,1.01,1.01,0.142,0.00139,99.66,0.4051,6.82,72812.7,74685.1,44.315,0.0752,19.116
