step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
10000,352,1.710,0.432,6.04,26028,26738,0,3,440,1279,340230.9,65555.8,0.117,0.516,0.064,0.303,816,13.54,8.53,0.12,1.13,0.34,2.54,0.33,2.07,12.74,7.35,0.00,0.00,0.014,0.070,69,0.205,0.170,0.810,0.003,0.017,45464,41852,1,0.682,0.318,0.043,317506,0.184,1.499,0.047,21.61,15169,10,51.255,1.000,0.003,1123337,1.03,11.81,0.009,0.000,0.000,7,12,22,64,4766,0.018,12.88,0.0076,0.000,3,0.585,0.000,0.473,0.497,3.52,3.59,6.66,0.02,0.006,1.01,1.04,1.04,0.585,0.00537,91.50,10.3320,21.26,132439.2,140220.6,37.457,3.7669,31.087
20000,482,1.678,0.358,7.79,23276,22413,1,0,732,26,247486.2,8841.9,0.056,0.411,0.209,0.324,796,11.55,4.48,0.17,1.88,0.15,1.08,0.00,0.00,11.24,4.05,0.00,0.09,0.007,0.044,79,0.239,0.207,0.778,0.000,0.015,16222,11812,2,0.844,0.095,0.000,39038,0.158,1.368,0.040,24.63,7417,0,340.074,0.000,0.006,594059,1.06,15.27,0.000,0.002,0.002,8,10,16,51,5569,0.021,6.42,0.0046,0.015,2,0.337,0.000,0.427,0.055,3.06,2.96,5.42,0.03,0.010,1.05,1.06,1.06,0.337,0.00289,105.87,1.0581,17.85,133431.5,140220.4,26.519,0.1742,24.556
30000,421,1.612,0.397,8.36,18346,17559,2,0,846,19,266255.0,7300.9,0.031,0.321,0.347,0.300,803,12.97,6.37,0.15,1.56,0.10,1.08,0.02,0.34,12.69,5.93,0.00,0.05,0.004,0.034,69,0.204,0.147,0.843,0.000,0.010,11948,10667,1,1.000,0.000,0.002,1933,0.211,1.441,0.044,26.67,6192,0,384.259,0.000,0.000,307734,1.05,16.02,0.002,0.002,0.002,8,14,15,64,5460,0.021,11.14,0.0050,0.000,3,0.210,0.000,0.336,0.050,3.02,2.81,5.19,0.01,0.005,1.04,1.07,1.05,0.211,0.00337,94.37,0.8739,16.27,132925.3,140220.3,31.261,0.1439,26.474
40000,536,1.656,0.317,8.73,20541,19294,7,0,1125,22,296379.4,8427.7,0.027,0.257,0.343,0.373,735,12.78,5.75,0.09,1.26,0.08,1.09,0.00,0.04,12.61,5.30,0.00,0.00,0.003,0.046,76,0.354,0.172,0.821,0.002,0.006,12767,11404,2,0.955,0.022,0.002,5689,0.154,1.246,0.032,29.49,7461,0,383.079,0.000,0.002,248060,1.02,15.90,0.002,0.000,0.000,8,13,17,64,6850,0.026,5.19,0.0044,0.000,3,0.186,0.000,0.305,0.053,3.03,3.07,4.99,0.00,0.000,1.02,1.03,1.02,0.186,0.00242,113.80,1.0255,16.65,134002.7,140220.2,14.957,0.1826,29.418
50000,515,1.571,0.331,8.90,19612,18374,21,0,1238,12,306522.2,6807.7,0.014,0.251,0.338,0.396,748,12.04,4.46,0.11,1.27,0.02,0.31,0.00,0.00,11.91,4.49,0.00,0.00,0.001,0.017,76,0.369,0.192,0.798,0.000,0.010,10310,9825,1,1.000,0.000,0.000,4498,0.157,1.281,0.034,30.66,6642,0,567.308,0.000,0.002,166659,1.06,16.26,0.000,0.000,0.000,9,13,15,61,6199,0.024,17.26,0.0050,0.017,2,0.123,0.000,0.265,0.024,2.98,3.13,4.74,0.00,0.002,1.08,1.08,1.05,0.123,0.00269,76.02,0.8339,20.50,133867.8,140220.0,39.494,0.1527,30.494
60000,517,1.504,0.351,8.79,19306,18131,14,0,1159,37,299176.4,6402.8,0.012,0.251,0.328,0.408,768,11.23,4.00,0.04,0.54,0.00,0.00,0.00,0.04,11.19,3.68,0.00,0.00,0.000,0.000,59,0.294,0.242,0.752,0.000,0.006,9715,9589,1,1.000,0.000,0.002,4312,0.163,1.372,0.038,29.93,6696,0,173.048,0.000,0.000,146869,1.01,16.73,0.000,0.000,0.000,6,11,13,53,5808,0.022,20.87,0.0052,0.000,2,0.111,0.000,0.261,0.022,2.93,3.05,4.93,0.00,0.000,1.00,1.01,1.01,0.111,0.00263,76.55,0.7907,10.12,133581.2,140219.7,36.091,0.1517,29.746
70000,466,1.563,0.352,8.81,18169,17080,26,0,1114,0,275701.9,5832.7,0.018,0.251,0.304,0.427,799,10.77,3.80,0.01,0.24,0.01,0.23,0.00,0.00,10.75,3.80,0.00,0.00,0.002,0.033,70,0.155,0.163,0.833,0.000,0.004,8217,7828,1,1.000,0.000,0.000,4524,0.128,1.367,0.037,27.56,6293,0,5832.701,0.000,0.000,118890,1.01,16.73,0.000,0.000,0.000,6,11,14,42,5019,0.019,19.38,0.0055,0.009,4,0.095,0.000,0.247,0.019,2.89,2.87,5.12,0.00,0.000,1.00,1.01,1.01,0.095,0.00251,72.87,0.7258,14.50,133619.3,140219.5,43.628,0.1420,27.423
80000,431,1.593,0.439,8.80,17055,16065,41,0,984,2,255012.7,5379.3,0.017,0.251,0.318,0.414,843,10.79,3.65,0.01,0.15,0.02,0.28,0.01,0.21,10.74,3.70,0.01,0.24,0.002,0.040,61,0.271,0.172,0.814,0.000,0.014,7650,7102,1,0.965,0.035,0.005,3934,0.155,1.566,0.048,25.64,6361,0,2689.655,0.000,0.000,128506,1.01,16.71,0.000,0.000,0.002,6,11,13,38,4651,0.018,18.15,0.0055,0.000,3,0.108,0.000,0.231,0.023,2.90,2.90,5.08,0.01,0.002,1.01,1.01,1.02,0.108,0.00240,72.99,0.6828,15.69,132251.9,140219.4,46.666,0.1447,25.355
90000,434,1.585,0.258,8.73,17360,16334,29,0,994,37,257955.8,6118.4,0.018,0.236,0.330,0.416,866,11.06,5.69,0.12,1.04,0.01,0.14,0.01,0.24,10.92,5.37,0.00,0.00,0.002,0.048,85,0.166,0.173,0.813,0.000,0.014,8645,7859,1,1.000,0.000,0.002,4280,0.142,1.145,0.026,25.49,6486,0,165.361,0.000,0.002,118777,1.05,16.39,0.000,0.000,0.000,6,10,14,54,4799,0.018,18.50,0.0054,0.000,2,0.106,0.000,0.245,0.036,2.90,2.93,5.26,0.00,0.000,1.06,1.07,1.04,0.107,0.00227,77.48,0.7953,17.77,135206.7,140219.2,41.968,0.1835,25.605
100000,397,1.640,0.182,8.98,15307,14438,47,0,859,4,238621.2,5421.0,0.020,0.223,0.389,0.368,924,10.81,5.03,0.11,0.93,0.15,1.09,0.00,0.00,10.56,4.18,0.00,0.00,0.005,0.034,69,0.247,0.171,0.816,0.000,0.013,7842,7040,1,1.000,0.000,0.000,16062,0.173,0.888,0.016,23.73,5642,0,1355.239,0.000,0.000,116968,1.05,16.43,0.000,0.000,0.000,7,10,13,53,4292,0.016,14.77,0.0057,0.000,4,0.120,0.000,0.232,0.039,2.82,2.69,5.11,0.01,0.003,1.05,1.07,1.05,0.120,0.00223,78.40,0.7052,16.77,136508.3,140218.9,46.541,0.1632,23.700
110000,440,1.573,0.142,9.00,14346,13388,60,0,855,9,231505.9,5488.5,0.012,0.240,0.399,0.349,990,11.63,4.42,0.18,1.64,0.05,0.68,0.00,0.05,11.40,4.25,0.00,0.05,0.002,0.022,76,0.239,0.207,0.780,0.002,0.011,7360,6956,1,0.607,0.393,0.002,4381,0.144,0.718,0.010,23.08,4958,0,609.835,0.000,0.002,119361,1.08,16.04,0.000,0.000,0.002,7,12,14,54,5117,0.020,21.64,0.0046,0.005,7,0.117,0.000,0.219,0.044,2.93,2.99,5.00,0.01,0.005,1.07,1.09,1.08,0.117,0.00213,62.56,0.7014,9.19,137103.4,140218.7,56.162,0.1533,22.990
120000,511,1.530,0.109,8.95,19194,18119,13,0,991,17,290342.5,6550.4,0.016,0.257,0.346,0.381,857,11.88,4.33,0.11,1.62,0.00,0.04,0.00,0.00,11.77,3.66,0.00,0.00,0.000,0.001,80,0.256,0.170,0.826,0.000,0.004,10631,9596,1,1.000,0.000,0.000,8853,0.145,0.548,0.006,28.97,6915,0,385.320,0.000,0.000,182386,1.02,15.85,0.000,0.000,0.000,9,12,14,62,6073,0.023,6.66,0.0048,0.016,1,0.139,0.000,0.274,0.030,3.06,3.02,5.07,0.00,0.002,1.00,1.04,1.03,0.139,0.00258,102.35,0.8061,12.35,137523.4,140218.5,25.462,0.1508,28.857
130000,526,1.512,0.154,9.23,20019,18973,14,0,1017,12,297315.3,6803.4,0.017,0.251,0.343,0.390,832,11.08,3.72,0.15,1.32,0.11,1.79,0.01,0.13,10.82,3.48,0.00,0.00,0.004,0.060,95,0.143,0.211,0.781,0.000,0.008,11336,9892,1,0.445,0.555,0.002,8101,0.148,0.800,0.012,29.80,7838,0,566.949,0.000,0.000,198614,1.06,16.13,0.000,0.000,0.000,8,11,15,41,5828,0.022,9.86,0.0052,0.011,1,0.147,0.000,0.286,0.034,2.98,2.90,5.10,0.00,0.000,1.06,1.07,1.07,0.147,0.00239,105.56,0.8219,11.47,136776.8,140218.3,18.220,0.1417,29.580
140000,395,1.587,0.211,9.24,15781,15070,34,0,808,5,251605.3,4788.1,0.010,0.239,0.381,0.371,923,10.24,2.93,0.01,0.21,0.00,0.00,0.00,0.00,10.23,2.95,0.00,0.00,0.000,0.000,64,0.185,0.182,0.818,0.000,0.000,7531,6319,1,1.000,0.000,0.000,4571,0.155,0.990,0.018,25.25,5905,0,957.616,0.000,0.000,148765,1.01,16.39,0.000,0.000,0.000,6,11,13,21,4046,0.015,22.94,0.0062,0.035,3,0.133,0.000,0.246,0.019,2.93,2.75,5.48,0.00,0.000,1.01,1.01,1.01,0.133,0.00253,72.70,0.5812,7.28,136057.2,140218.1,42.554,0.1028,25.072
150000,340,1.494,0.097,9.60,14560,13874,62,0,679,6,217230.4,5163.3,0.014,0.251,0.393,0.342,1017,10.53,2.89,0.14,1.14,0.01,0.22,0.01,0.16,10.37,2.76,0.00,0.00,0.000,0.009,63,0.153,0.226,0.765,0.003,0.006,8117,7092,3,0.491,0.150,0.003,4268,0.172,0.565,0.006,21.54,5890,0,860.551,0.000,0.003,181123,1.05,15.47,0.000,0.000,0.000,7,10,13,27,3581,0.014,7.53,0.0062,0.024,5,0.170,0.000,0.256,0.053,3.03,2.84,5.67,0.00,0.000,1.03,1.06,1.06,0.170,0.00247,92.47,0.6561,7.62,138045.5,140217.9,41.891,0.1397,21.604
160000,394,1.555,0.092,9.52,14951,14207,31,0,659,1,230881.7,4705.3,0.010,0.268,0.368,0.353,984,10.26,3.04,0.02,0.29,0.03,0.60,0.00,0.00,10.21,3.03,0.00,0.00,0.002,0.032,80,0.183,0.201,0.792,0.000,0.008,7645,6474,3,0.396,0.000,0.000,5386,0.141,0.516,0.005,23.09,5874,0,4705.317,0.000,0.000,187375,1.01,16.01,0.000,0.000,0.000,8,10,13,32,4044,0.015,14.94,0.0057,0.018,3,0.160,0.000,0.255,0.033,2.87,2.78,5.40,0.00,0.000,1.03,1.03,1.01,0.160,0.00251,76.59,0.5772,14.41,138024.7,140217.7,48.824,0.1060,22.977
170000,382,1.600,0.130,9.40,14491,13689,63,0,751,10,223579.3,4844.4,0.015,0.256,0.384,0.346,1016,11.51,5.62,0.04,0.69,0.00,0.00,0.02,0.18,11.45,5.57,0.00,0.00,0.000,0.000,56,0.178,0.199,0.793,0.000,0.008,7856,6777,3,0.471,0.018,0.010,8579,0.145,0.753,0.011,22.43,5703,0,484.444,0.000,0.000,170392,1.01,15.72,0.000,0.003,0.000,8,11,13,56,4395,0.017,8.41,0.0051,0.000,1,0.158,0.000,0.243,0.035,2.98,2.82,5.53,0.00,0.000,1.00,1.01,1.02,0.158,0.00229,85.83,0.6049,10.59,137392.3,140217.6,46.767,0.1208,22.245
180000,334,1.579,0.097,9.43,13507,12842,37,0,676,8,214428.2,4653.3,0.016,0.275,0.378,0.332,1050,10.86,4.48,0.15,1.47,0.00,0.00,0.00,0.00,10.71,4.28,0.00,0.00,0.000,0.000,70,0.165,0.201,0.793,0.000,0.006,7358,6530,3,0.458,0.000,0.000,8834,0.118,0.532,0.005,21.37,5244,0,581.666,0.000,0.000,184915,1.05,15.56,0.000,0.000,0.000,7,11,15,42,3628,0.014,5.25,0.0060,0.015,3,0.166,0.000,0.242,0.039,3.07,2.69,5.82,0.00,0.000,1.02,1.05,1.07,0.166,0.00267,72.87,0.5790,13.10,138034.3,140217.4,63.942,0.1134,21.324
