step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,219,8.88,0.06,0.01,0.02,8.78,0.00,1.02,0.000,0.025,127902.8,2997.6,2,2,2.77,1.00,1.03,0.4693,8.74,5102.1,51.9497,12.3581,4756
10000,1,7,11.43,0.00,0.00,0.00,11.43,0.00,1.00,0.000,0.068,4039.4,99.0,2,0,3.43,1.00,1.00,0.0138,1.26,50.1,61.8425,0.4573,95
10000,0,4,23.50,0.00,0.00,0.00,23.50,0.00,1.00,0.000,0.000,11782.9,877.2,2,4,4.75,1.00,1.00,0.2532,2.53,18326.0,0.0000,0.0000,11533
20000,8,127,8.35,0.23,0.03,0.00,8.09,0.00,1.06,0.000,0.014,69978.0,946.1,3,0,2.82,1.04,1.07,0.1561,4.10,4493.6,66.4498,7.0841,4760
20000,1,11,10.82,0.00,0.00,0.00,10.82,0.00,1.00,0.000,0.071,4064.4,126.2,1,0,3.09,1.00,1.00,0.0158,0.08,70.0,58.8032,0.4995,98
20000,0,1,7.00,0.00,1.00,0.00,6.00,0.00,1.00,0.000,0.000,998.7,24.3,1,1,3.00,1.00,1.00,0.0102,0.69,18776.5,0.0000,0.0000,11526
30000,8,134,6.98,0.13,0.00,0.00,6.85,0.00,1.04,0.000,0.012,76395.5,1208.2,2,0,2.56,1.01,1.05,0.1829,6.13,4594.9,64.1922,7.7152,4802
30000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,2930.9,69.3,0,0,-0.00,-0.00,-0.00,0.0088,0.00,36.8,65.9684,0.3709,98
30000,0,2,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,868.4,23.5,1,1,2.00,1.00,1.00,0.0101,0.23,18322.0,0.0000,0.0000,11484
40000,8,252,8.83,0.11,0.01,0.06,8.65,0.00,1.02,0.000,0.031,101001.1,1872.2,2,0,2.87,1.00,1.04,0.2589,8.58,5820.6,57.8536,10.1169,4498
40000,1,13,8.69,0.00,1.00,0.00,7.69,0.00,1.00,0.000,0.057,2102.4,46.8,1,1,2.85,1.00,1.00,0.0064,0.02,24.3,67.9195,0.2919,98
40000,0,8,8.62,0.38,0.00,0.00,8.25,0.00,1.10,0.000,0.000,1691.9,32.5,2,8,2.88,1.00,1.25,0.0117,0.53,17406.6,0.0000,0.0000,11788
50000,8,190,8.18,0.03,0.02,0.03,8.11,0.00,1.01,0.000,0.021,129494.3,2440.7,2,9,2.78,1.01,1.01,0.3218,6.62,5594.3,47.3118,12.8849,4654
50000,1,18,6.33,0.00,0.00,0.00,6.33,0.00,1.00,0.000,0.082,3587.9,89.8,1,4,2.72,1.00,1.00,0.0115,0.20,95.0,63.5115,0.4034,82
50000,0,1,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1144.5,27.6,1,1,4.00,1.00,1.00,0.0108,0.51,18153.1,0.0000,0.0000,11648
60000,8,153,8.62,0.21,0.03,0.02,8.37,0.00,1.04,0.000,0.017,92795.0,1435.6,3,2,2.90,1.00,1.07,0.2129,8.42,5098.0,57.4860,9.2934,4725
60000,1,10,14.50,0.00,0.00,0.00,14.50,0.00,1.00,0.000,0.104,6761.3,169.4,1,2,4.00,1.00,1.00,0.0218,2.36,87.9,50.0493,0.7152,84
60000,0,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,695.9,17.0,1,1,2.00,1.00,1.00,0.0078,0.64,18850.6,0.0000,0.0000,11575
70000,8,227,7.83,0.10,0.00,0.03,7.70,0.00,1.03,0.000,0.024,98014.9,1443.7,2,3,2.68,1.00,1.04,0.2076,9.82,5883.2,57.8916,9.7939,4715
70000,1,4,7.75,0.00,0.00,0.00,7.75,0.00,1.00,0.000,0.022,4527.1,102.3,1,2,2.75,1.00,1.00,0.0141,0.05,10.8,60.9123,0.5045,87
70000,0,2,4.50,0.00,0.00,0.00,4.50,0.00,1.00,0.000,0.000,665.9,19.2,1,2,2.00,1.00,1.00,0.0075,0.36,18184.3,0.0000,0.0000,11582
80000,8,149,8.53,0.01,0.09,0.10,8.34,0.00,1.00,0.000,0.017,93663.8,1401.3,4,0,2.87,1.00,1.00,0.2028,7.20,4835.6,58.0171,9.4185,4741
80000,1,4,14.00,0.00,0.00,0.00,14.00,0.00,1.00,0.000,0.038,4210.4,95.6,1,3,3.50,1.00,1.00,0.0131,0.00,24.4,63.3555,0.4740,90
80000,0,2,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,871.1,25.6,1,2,3.50,1.00,1.00,0.0097,0.67,19218.7,0.0000,0.0000,11553
90000,8,327,8.69,0.06,0.07,0.00,8.56,0.00,1.02,0.000,0.037,139896.5,2342.9,3,0,2.77,1.00,1.03,0.3087,4.81,4748.2,44.4204,13.9681,4750
90000,1,2,15.00,0.00,0.00,0.00,15.00,0.00,1.00,0.000,0.019,1941.0,32.0,1,2,5.50,1.00,1.00,0.0047,0.00,8.3,73.6317,0.2347,97
90000,0,2,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,883.8,15.1,1,2,2.50,1.00,1.00,0.0114,2.89,19229.2,0.0000,0.0000,11537
100000,8,291,7.68,0.04,0.06,0.00,7.58,0.00,1.03,0.000,0.029,136038.7,1707.8,3,0,2.52,1.02,1.03,0.2341,3.16,4708.7,45.6466,13.6055,4802
100000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,3241.3,74.1,0,0,-0.00,-0.00,-0.00,0.0102,0.00,7.8,66.2601,0.4021,98
100000,0,3,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,820.5,21.7,1,3,3.00,1.00,1.00,0.0103,0.62,18960.7,0.0000,0.0000,11484
110000,8,251,8.04,0.06,0.07,0.02,7.88,0.01,1.02,0.004,0.026,131783.8,1641.5,3,3,2.64,1.04,1.00,0.2287,7.89,4917.2,48.7002,13.1701,4767
110000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.001,2964.5,111.9,0,0,-0.00,-0.00,-0.00,0.0150,0.00,6.4,69.5828,0.3438,98
