step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
10000,423,1.462,0.237,12.05,25694,26010,17,1,739,1348,310284.1,29906.8,0.065,0.388,0.232,0.314,1823,9.38,4.55,0.05,0.63,0.05,0.89,0.02,0.39,9.26,3.82,0.00,0.00,0.001,0.020,66,0.213,0.173,0.820,0.000,0.007,22503,17795,2,0.660,0.177,0.005,371552,0.144,0.830,0.014,24.82,13646,21,22.186,1.000,0.000,630134,1.01,18.39,0.000,0.000,0.000,7,9,13,58,3969,0.015,12.38,0.0079,0.009,2,0.380,0.000,0.321,0.228,2.58,2.83,4.00,0.00,0.000,1.00,1.01,1.01,0.380,0.00440,61.28,4.3948,11.94,70115.6,74690.9,64.956,1.4076,30.427
20000,403,1.504,0.221,12.48,19730,18883,101,0,766,21,235560.7,5773.1,0.035,0.229,0.279,0.457,2078,10.07,4.61,0.04,0.40,0.04,0.58,0.04,0.47,9.94,4.47,0.00,0.00,0.003,0.046,63,0.285,0.218,0.777,0.000,0.005,9076,7653,3,0.591,0.022,0.010,51810,0.160,0.839,0.014,23.52,8705,0,274.910,0.000,0.000,164229,1.01,17.29,0.000,0.000,0.000,8,9,12,57,4057,0.015,11.51,0.0059,0.000,1,0.157,0.000,0.215,0.016,2.71,2.87,4.51,0.00,0.000,1.01,1.01,1.01,0.157,0.00220,70.20,0.7123,15.59,70382.5,74690.9,58.200,0.1348,23.417
30000,417,1.462,0.242,11.64,15533,14894,97,0,528,45,212767.2,4107.8,0.013,0.250,0.285,0.452,2247,8.33,2.47,0.03,0.30,0.07,0.83,0.04,0.40,8.19,2.30,0.00,0.00,0.004,0.046,55,0.309,0.228,0.765,0.000,0.007,5791,4926,2,0.516,0.086,0.012,31486,0.142,0.938,0.017,21.35,6965,0,91.285,0.000,0.000,127458,1.01,19.20,0.000,0.000,0.000,6,8,12,27,3472,0.013,9.43,0.0062,0.000,4,0.121,0.000,0.187,0.010,2.38,2.66,3.76,0.00,0.000,1.01,1.02,1.01,0.121,0.00204,57.11,0.5192,9.12,70041.7,74690.7,75.551,0.1092,21.209
40000,520,1.396,0.251,12.04,17119,16359,113,0,544,14,242887.7,4412.0,0.016,0.270,0.317,0.397,2050,8.00,2.86,0.05,0.45,0.13,1.06,0.04,0.69,7.77,2.65,0.00,0.00,0.011,0.075,53,0.406,0.154,0.838,0.000,0.008,7767,5768,4,0.510,0.006,0.006,31095,0.139,0.988,0.019,24.32,7697,0,315.141,0.000,0.002,173854,1.03,19.45,0.000,0.000,0.000,7,7,10,42,4159,0.016,10.06,0.0060,0.000,7,0.129,0.000,0.240,0.017,2.42,2.67,3.65,0.01,0.002,1.02,1.05,1.03,0.129,0.00182,68.86,0.5420,14.40,69771.9,74690.6,60.205,0.1003,24.189
50000,517,1.325,0.272,12.11,19140,18426,123,0,594,4,265276.2,5596.0,0.017,0.246,0.355,0.382,1857,8.11,3.41,0.01,0.17,0.17,1.57,0.03,0.51,7.89,2.98,0.00,0.00,0.010,0.070,58,0.348,0.203,0.793,0.000,0.004,8571,6080,4,0.408,0.095,0.006,48277,0.157,1.084,0.023,26.57,8458,0,1398.991,0.000,0.000,137648,1.00,19.20,0.000,0.000,0.000,7,8,9,60,4191,0.016,12.01,0.0065,0.000,3,0.103,0.000,0.227,0.019,2.40,2.61,3.84,0.00,0.000,1.00,1.00,1.01,0.103,0.00190,73.24,0.6681,9.06,69460.2,74690.5,51.620,0.1090,26.429
60000,545,1.442,0.288,12.36,21148,20274,133,0,713,10,275498.7,5678.7,0.024,0.248,0.351,0.377,1756,8.78,4.63,0.03,0.39,0.09,0.98,0.07,1.05,8.59,4.21,0.00,0.00,0.006,0.058,66,0.207,0.167,0.822,0.000,0.011,10423,6934,3,0.365,0.477,0.011,82309,0.139,1.139,0.025,27.56,9468,0,567.874,0.000,0.000,167614,1.01,18.73,0.000,0.000,0.000,7,8,9,62,4785,0.018,13.48,0.0059,0.000,7,0.120,0.000,0.235,0.016,2.53,2.66,4.01,0.00,0.000,1.00,1.01,1.01,0.120,0.00182,77.23,0.6764,9.60,69082.5,74690.5,45.176,0.1085,27.415
70000,433,1.449,0.277,12.22,17717,17128,135,0,566,9,249708.1,4982.0,0.024,0.254,0.340,0.382,1977,8.07,2.39,0.04,0.57,0.04,0.27,0.01,0.14,7.98,2.35,0.00,0.00,0.005,0.029,46,0.321,0.169,0.820,0.005,0.007,7878,6298,5,0.418,0.000,0.002,76878,0.154,1.140,0.025,24.96,7618,0,553.551,0.000,0.005,136222,1.02,19.34,0.000,0.000,0.000,7,8,9,45,3496,0.013,11.60,0.0072,0.000,7,0.107,0.000,0.216,0.017,2.55,2.59,3.79,0.00,0.000,1.01,1.02,1.02,0.107,0.00214,72.12,0.5935,8.52,69457.2,74690.5,54.762,0.0955,24.900
80000,378,1.387,0.197,12.09,15967,15326,146,0,550,19,226523.8,4328.5,0.024,0.256,0.355,0.364,2163,7.97,2.87,0.04,0.64,0.11,1.26,0.06,0.48,7.75,2.44,0.00,0.00,0.006,0.054,46,0.360,0.201,0.788,0.000,0.011,6582,5537,4,0.431,0.071,0.024,59819,0.152,0.943,0.017,22.53,6947,0,227.817,0.000,0.000,105569,1.01,19.37,0.000,0.000,0.000,6,7,9,33,3013,0.011,11.34,0.0077,0.000,1,0.090,0.000,0.198,0.012,2.43,2.56,3.78,0.01,0.003,1.02,1.01,1.01,0.090,0.00224,65.01,0.5337,8.89,70871.9,74690.4,64.552,0.1011,22.571
90000,303,1.457,0.274,11.96,11583,11038,112,0,508,0,176673.7,2971.8,0.015,0.277,0.352,0.356,2624,8.44,6.50,0.24,2.23,0.12,0.90,0.03,0.47,8.05,5.56,0.00,0.00,0.008,0.043,41,0.403,0.218,0.776,0.000,0.007,3407,2714,4,0.472,0.089,0.007,43176,0.125,1.145,0.025,17.82,4964,0,2971.835,0.000,0.000,63269,1.07,19.17,0.003,0.000,0.000,6,7,9,64,2557,0.010,22.15,0.0072,0.000,1,0.063,0.000,0.167,0.005,2.50,2.63,3.83,0.02,0.007,1.01,1.09,1.08,0.063,0.00233,26.96,0.3770,6.26,69702.6,74690.4,96.505,0.0801,17.624
100000,306,1.383,0.332,12.13,8444,8038,95,0,308,2,136384.4,1930.2,0.017,0.298,0.399,0.286,3276,7.73,2.71,0.01,0.13,0.12,1.64,0.05,0.53,7.55,2.05,0.00,0.00,0.008,0.082,41,0.359,0.180,0.807,0.000,0.013,1961,1379,4,0.386,0.010,0.020,34615,0.100,1.272,0.031,13.75,3620,0,965.115,0.000,0.000,33980,1.00,19.21,0.000,0.000,0.000,6,7,9,33,2365,0.009,22.76,0.0059,0.000,1,0.041,0.000,0.125,0.002,2.41,2.66,3.75,0.00,0.000,1.00,1.00,1.00,0.041,0.00197,18.54,0.2668,7.19,68783.9,74690.4,108.390,0.0737,13.586
