step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,248,24.2,0.1,1.4,0.0,22.7,0.0,1.02,4.4,58,101,11.91,0.85,239,7,2,0.0,1.00,1.04,1.02,5.99,6.98,7.03
6000,1,211,23.5,0.3,1.1,0.1,22.0,0.0,1.05,4.5,59,100,11.68,1.28,183,19,9,0.0,1.00,1.07,1.06,6.00,6.88,7.44
7000,1,307,14.7,0.1,0.6,0.1,13.9,0.0,1.04,10.3,62,111,9.48,0.64,289,13,5,0.0,1.02,1.05,1.06,4.26,4.53,6.84
8000,1,208,12.7,0.1,0.5,0.2,11.8,0.0,1.01,10.9,34,124,9.56,0.51,208,0,0,0.0,1.00,1.03,1.01,3.67,3.05,7.63
9000,1,248,11.3,0.0,0.1,0.3,10.9,0.0,1.00,11.5,25,127,9.43,0.32,245,0,3,0.0,1.00,1.00,1.00,3.53,2.51,7.87
10000,1,240,13.2,0.2,0.3,0.5,12.2,0.0,1.04,11.1,40,118,9.46,0.38,239,0,1,0.0,1.02,1.05,1.05,3.67,3.10,7.47
11000,1,189,14.0,0.1,0.5,0.1,13.3,0.0,1.05,10.2,31,129,10.39,0.36,189,0,0,0.0,1.05,1.06,1.04,3.91,3.13,7.88
12000,1,194,12.5,0.2,0.1,0.1,12.1,0.0,1.05,10.4,26,133,10.08,0.31,193,1,0,0.0,1.00,1.05,1.08,3.66,3.07,7.90
12000,7,109,14.0,0.3,0.3,0.0,13.4,0.0,1.06,12.7,27,106,8.35,0.42,109,0,0,0.0,1.00,1.12,1.06,3.32,4.18,5.51
12000,8,12,21.4,0.0,0.0,0.0,21.4,0.0,1.00,0.0,4,153,17.96,2.65,1,9,2,0.0,1.00,1.00,1.00,6.00,8.00,8.00
13000,7,188,14.9,0.0,0.5,0.0,14.4,0.0,1.00,11.8,45,138,10.71,0.50,188,0,0,0.0,1.00,1.00,1.00,3.52,4.19,5.90
13000,1,155,13.0,0.0,0.1,0.1,12.8,0.0,1.00,10.4,28,150,11.53,0.35,128,16,11,0.0,1.00,1.00,1.01,3.99,3.19,7.77
14000,7,223,14.1,0.1,0.3,0.0,13.7,0.0,1.03,12.8,56,192,14.00,0.47,219,4,0,0.0,1.01,1.04,1.03,3.43,4.02,5.58
14000,1,112,13.2,0.1,0.0,0.0,13.1,0.0,1.03,10.1,12,170,12.94,0.39,105,7,0,0.0,1.03,1.04,1.02,3.82,3.19,7.92
15000,7,289,13.7,0.2,0.0,0.0,13.5,0.0,1.08,12.9,67,215,15.52,0.50,270,19,0,0.0,1.06,1.09,1.10,3.41,3.81,5.79
15000,1,115,12.8,0.1,0.0,0.3,12.4,0.0,1.04,10.7,20,172,12.85,0.37,113,0,2,0.0,1.05,1.01,1.05,3.66,2.99,7.87
16000,7,317,12.3,0.1,0.1,0.0,12.1,0.0,1.07,13.9,57,246,16.98,0.48,302,15,0,0.0,1.07,1.07,1.07,3.30,3.39,5.68
16000,1,126,12.6,0.2,0.0,0.1,12.2,0.0,1.04,10.8,19,194,14.14,0.37,119,4,3,0.0,1.03,1.07,1.03,3.79,2.92,7.83
17000,7,397,12.0,0.1,0.1,0.0,11.8,0.0,1.02,14.5,82,276,17.82,0.42,377,16,4,0.0,1.00,1.04,1.02,3.00,3.26,5.48
17000,1,64,13.0,0.2,0.0,0.5,12.3,0.0,1.05,11.4,16,187,13.50,0.38,55,6,3,0.0,1.00,1.08,1.07,3.91,3.08,7.38
18000,7,408,12.2,0.0,0.0,0.0,12.1,0.0,1.02,14.4,77,271,17.56,0.39,388,19,1,0.0,1.02,1.02,1.03,3.17,3.17,5.66
18000,1,46,11.6,0.3,0.0,0.0,11.3,0.0,1.18,12.5,10,183,12.60,0.35,44,0,2,0.0,1.28,1.28,1.13,3.54,2.41,7.35
19000,7,357,12.4,0.1,0.1,0.0,12.3,0.0,1.02,14.5,69,271,18.09,0.50,326,28,3,0.0,1.00,1.03,1.03,3.22,3.06,5.70
19000,1,32,13.9,0.2,0.0,0.1,13.6,0.0,1.13,11.8,5,156,11.68,0.35,32,0,0,0.0,1.20,1.21,1.10,3.78,2.34,7.81
20000,7,407,11.5,0.2,0.1,0.0,11.2,0.0,1.06,15.2,66,309,20.05,0.53,381,24,2,0.0,1.04,1.07,1.06,3.08,2.98,5.43
20000,1,29,12.5,0.0,0.3,0.0,12.2,0.0,1.00,12.6,9,158,11.51,0.38,24,5,0,0.0,1.00,1.00,1.00,3.31,2.38,7.34
21000,7,401,12.3,0.2,0.1,0.0,12.0,0.0,1.05,15.1,69,324,20.52,0.49,379,21,1,0.0,1.04,1.06,1.05,3.15,2.94,5.48
21000,1,10,11.0,0.0,0.0,0.2,10.8,0.0,1.00,13.8,4,387,29.28,0.93,9,0,1,0.0,1.00,1.00,1.00,3.10,1.90,7.20
22000,7,462,12.7,0.1,0.2,0.0,12.5,0.0,1.02,15.2,76,339,22.18,0.53,439,18,5,0.0,1.01,1.02,1.02,3.12,2.97,5.45
23000,7,475,12.5,0.2,0.3,0.0,12.0,0.0,1.05,15.7,72,335,21.58,0.52,447,22,6,0.0,1.06,1.09,1.06,2.95,2.83,5.34
24000,7,427,12.6,0.1,0.0,0.0,12.5,0.0,1.02,15.8,69,345,22.56,0.59,426,0,1,0.0,1.04,1.04,1.02,3.00,2.85,5.27
25000,7,427,12.7,0.1,0.0,0.0,12.6,0.0,1.02,16.0,60,320,21.26,0.52,426,0,1,0.0,1.02,1.03,1.02,3.00,2.82,5.17
26000,7,444,12.7,0.1,0.1,0.0,12.4,0.0,1.05,16.1,61,327,21.53,0.62,420,15,9,0.0,1.03,1.05,1.05,3.03,2.84,5.14
27000,7,438,13.0,0.1,0.1,0.0,12.9,0.0,1.02,16.1,61,392,26.14,0.63,424,13,1,0.0,1.01,1.02,1.02,2.92,2.84,5.13
28000,7,409,13.1,0.3,0.0,0.0,12.8,0.0,1.11,15.9,71,307,20.34,0.54,397,11,1,0.0,1.09,1.12,1.12,3.05,2.82,5.24
29000,7,418,13.1,0.1,0.1,0.0,12.9,0.0,1.03,16.1,68,333,22.14,0.57,396,18,4,0.0,1.02,1.04,1.02,3.00,2.70,5.25
30000,7,421,13.0,0.2,0.1,0.0,12.7,0.0,1.05,16.0,69,293,19.30,0.52,397,21,3,0.0,1.04,1.07,1.05,3.02,2.81,5.19
31000,7,414,12.3,0.2,0.0,0.0,12.1,0.0,1.07,16.2,64,340,22.00,0.60,397,15,2,0.0,1.08,1.08,1.06,2.95,2.69,5.21
32000,7,497,12.1,0.1,0.1,0.0,11.9,0.0,1.01,16.1,86,337,21.56,0.52,475,17,5,0.0,1.00,1.02,1.01,2.91,2.77,5.22
33000,7,517,12.6,0.2,0.0,0.0,12.4,0.0,1.06,15.8,90,336,21.86,0.60,485,23,9,0.0,1.06,1.07,1.06,3.02,2.88,5.20
34000,7,462,12.3,0.0,0.0,0.0,12.2,0.0,1.01,16.3,84,373,24.31,0.57,440,16,6,0.0,1.00,1.01,1.01,2.98,2.82,5.05
35000,7,450,12.2,0.0,0.0,0.0,12.2,0.0,1.00,16.2,58,389,25.15,0.61,449,0,1,0.0,1.00,1.00,1.00,2.91,2.75,5.16
36000,7,484,12.0,0.0,0.0,0.0,11.9,0.0,1.01,16.1,81,363,23.20,0.53,484,0,0,0.0,1.01,1.01,1.01,2.94,2.82,5.14
37000,7,508,12.5,0.1,0.1,0.0,12.3,0.0,1.05,16.0,84,361,23.47,0.57,494,11,3,0.0,1.06,1.06,1.04,2.90,3.00,5.01
38000,7,480,12.3,0.1,0.1,0.0,12.1,0.0,1.02,16.0,78,365,23.84,0.49,480,0,0,0.0,1.01,1.03,1.04,3.03,2.92,5.07
38000,14,16,25.6,2.5,0.3,0.0,22.8,0.0,1.53,0.6,5,138,16.88,1.77,0,14,2,0.2,1.43,1.85,1.43,6.69,8.00,7.81
39000,7,501,11.8,0.1,0.0,0.0,11.7,0.0,1.02,16.3,77,387,24.52,0.56,499,0,2,0.0,1.01,1.03,1.03,2.92,2.92,4.94
39000,14,7,24.4,0.0,0.0,0.0,24.4,0.0,1.00,0.0,3,149,19.22,2.47,0,6,1,0.0,1.00,1.00,1.00,5.86,8.00,8.00
40000,7,512,12.0,0.0,0.1,0.0,11.9,0.0,1.00,16.4,69,405,25.84,0.53,512,0,0,0.0,1.00,1.00,1.00,2.91,2.90,4.90
40000,14,12,30.6,2.1,0.0,0.0,28.5,0.0,1.67,0.0,5,92,12.07,1.26,0,10,2,0.0,1.67,1.64,1.70,6.58,8.00,8.00
