step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
10000,179,1.529,0.086,9.14,7684,8681,0,1,260,845,132996.5,3133.5,0.044,0.686,0.074,0.196,3609,8.70,3.43,0.01,0.15,0.00,0.00,0.01,0.11,8.68,3.41,0.00,0.00,0.000,0.000,30,0.268,0.313,0.682,0.000,0.006,2236,1526,1,0.704,0.296,0.011,116924,0.116,0.232,0.000,11.79,2955,28,3.708,1.000,0.000,89272,1.01,18.98,0.000,0.000,0.000,6,9,12,30,1558,0.006,2.42,0.0086,0.061,2,0.091,0.000,0.131,0.011,2.47,3.19,3.37,0.00,0.000,1.01,1.01,1.01,0.091,0.01295,22.61,0.6859,8.47,23329.8,25049.2,126.631,0.3742,13.745
20000,208,1.491,0.097,8.95,8434,7781,19,0,605,5,124370.8,1985.1,0.012,0.481,0.206,0.301,2915,8.75,4.19,0.03,0.36,0.01,0.10,0.25,3.09,8.46,3.04,0.00,0.00,0.005,0.070,36,0.192,0.274,0.712,0.000,0.014,2246,1652,2,0.678,0.240,0.010,18676,0.109,0.374,0.002,12.45,3109,0,397.013,0.000,0.000,73004,1.01,17.62,0.000,0.000,0.000,6,7,12,51,1821,0.007,2.45,0.0071,0.000,2,0.065,0.000,0.162,0.003,2.56,3.24,3.97,0.00,0.000,1.01,1.00,1.01,0.065,0.00451,30.84,0.2801,6.55,23118.3,25049.3,117.702,0.0818,12.348
30000,178,1.515,0.114,9.17,5668,5302,32,0,364,3,87046.9,1095.0,0.017,0.457,0.059,0.467,3696,7.60,2.37,0.00,0.00,0.00,0.00,0.01,0.07,7.60,2.33,0.00,0.00,0.000,0.000,28,0.242,0.258,0.730,0.000,0.011,1180,948,2,0.983,0.000,0.006,15147,0.121,0.478,0.004,8.74,1974,0,364.990,0.000,0.000,85902,1.00,17.38,0.000,0.000,0.000,5,7,10,23,1353,0.005,2.87,0.0064,0.000,2,0.107,0.000,0.105,0.000,2.45,1.81,5.50,0.00,0.000,1.00,1.00,1.00,0.107,0.00305,23.75,0.1703,7.22,22877.2,25049.4,128.077,0.0607,8.658
40000,240,1.616,0.135,9.37,6984,6537,19,0,366,4,107386.0,1779.7,0.008,0.431,0.049,0.512,3245,12.66,4.02,0.00,0.00,0.02,0.18,0.01,0.11,12.63,4.02,0.00,0.00,0.001,0.014,44,0.179,0.233,0.762,0.000,0.004,2756,1667,1,1.000,0.000,0.013,19608,0.133,0.547,0.006,10.78,2746,0,444.935,0.000,0.004,149395,1.00,14.05,0.000,0.000,0.000,8,13,17,34,3038,0.012,2.03,0.0035,0.000,1,0.172,0.000,0.224,0.007,3.14,2.85,6.16,0.00,0.000,1.00,1.00,1.00,0.172,0.00277,23.44,0.2268,5.20,22390.4,25049.4,127.192,0.0491,10.681
50000,258,1.451,0.087,8.10,8213,7801,33,0,361,10,145431.2,2188.8,0.006,0.320,0.169,0.505,2523,8.76,3.13,0.01,0.09,0.11,1.80,0.02,0.18,8.62,2.88,0.00,0.00,0.004,0.060,36,0.368,0.209,0.787,0.000,0.004,2527,1539,2,0.504,0.000,0.008,31590,0.132,0.400,0.003,14.49,2897,0,218.883,0.000,0.000,97265,1.00,17.05,0.000,0.000,0.000,6,9,13,30,2259,0.009,3.84,0.0065,0.000,2,0.116,0.000,0.155,0.006,2.60,2.37,5.16,0.00,0.000,1.00,1.00,1.00,0.116,0.00285,28.42,0.2810,3.77,23200.5,25049.4,116.682,0.0624,14.511
60000,186,1.357,0.129,8.46,5343,5078,76,0,261,3,101544.1,1094.0,0.006,0.311,0.094,0.590,3209,8.12,5.37,0.00,0.00,0.12,1.36,0.13,1.12,7.87,4.15,0.00,0.00,0.003,0.026,34,0.398,0.237,0.758,0.000,0.005,1005,814,2,0.715,0.022,0.022,19503,0.102,0.543,0.006,10.24,1836,0,364.683,0.000,0.000,39616,1.00,17.56,0.000,0.000,0.000,5,6,10,53,1510,0.006,4.10,0.0069,0.000,0,0.063,0.000,0.078,0.001,2.47,2.05,5.25,0.00,0.000,1.00,1.00,1.00,0.063,0.00233,16.01,0.1639,4.54,22652.4,25049.5,133.092,0.0544,10.130
70000,261,1.550,0.121,8.28,3929,3593,74,0,187,0,71928.4,770.2,0.008,0.335,0.089,0.568,4267,8.97,4.59,0.00,0.00,0.02,0.37,0.04,0.51,8.91,4.52,0.00,0.00,0.001,0.022,40,0.322,0.222,0.778,0.000,0.000,982,804,3,0.621,0.000,0.011,17648,0.092,0.524,0.005,7.19,1358,0,770.195,0.000,0.004,52572,1.00,16.36,0.000,0.000,0.000,6,7,15,40,2342,0.009,3.38,0.0031,0.000,16,0.111,0.000,0.092,0.003,2.60,2.24,5.61,0.00,0.000,1.00,1.00,1.00,0.111,0.00122,13.49,0.1230,6.92,22623.2,25049.5,139.376,0.0458,7.141
80000,215,1.566,0.122,8.09,6196,5943,65,0,234,2,109774.0,1355.5,0.007,0.363,0.130,0.501,3106,8.56,3.14,0.01,0.20,0.07,0.56,0.09,0.70,8.38,2.64,0.00,0.00,0.006,0.040,38,0.326,0.233,0.763,0.000,0.005,1927,1627,2,0.567,0.000,0.028,22363,0.108,0.550,0.005,10.99,2054,0,677.729,0.000,0.000,81438,1.00,16.49,0.000,0.000,0.000,6,8,12,27,1841,0.007,3.00,0.0061,0.000,1,0.104,0.000,0.114,0.006,2.54,2.20,5.59,0.00,0.000,1.00,1.00,1.01,0.104,0.00264,22.49,0.1874,4.03,22680.4,25049.5,126.959,0.0521,10.945
90000,187,1.503,0.113,8.21,6018,5727,76,0,243,4,105730.0,1224.5,0.008,0.336,0.093,0.564,3141,7.39,3.00,0.00,0.00,0.02,0.23,0.03,0.25,7.33,2.89,0.00,0.00,0.003,0.037,31,0.225,0.321,0.674,0.000,0.005,1425,1179,2,0.519,0.000,0.021,20890,0.103,0.525,0.005,10.56,1977,0,306.113,0.000,0.000,63465,1.00,18.15,0.000,0.000,0.000,5,7,9,28,1381,0.005,2.26,0.0077,0.000,1,0.089,0.000,0.091,0.002,2.34,2.28,4.79,0.00,0.000,1.00,1.00,1.00,0.089,0.00268,24.58,0.1743,8.46,22884.0,25049.5,126.034,0.0514,10.532
100000,161,1.486,0.115,8.51,5825,5517,43,0,291,3,94179.0,1187.6,0.009,0.308,0.132,0.550,3358,7.61,4.35,0.00,0.00,0.01,0.16,0.19,1.07,7.41,3.72,0.00,0.00,0.001,0.012,28,0.280,0.248,0.752,0.000,0.000,1623,1393,2,0.503,0.149,0.050,20129,0.095,0.525,0.005,9.42,1955,0,395.853,0.000,0.000,47474,1.00,17.39,0.000,0.006,0.000,5,7,9,45,1225,0.005,1.87,0.0079,0.000,2,0.078,0.000,0.116,0.003,2.67,2.09,5.39,0.00,0.000,1.00,1.00,1.00,0.078,0.00249,32.71,0.1631,4.15,22906.5,25049.5,119.433,0.0448,9.382
110000,154,1.414,0.115,8.86,4412,4090,64,0,265,0,72005.0,800.7,0.011,0.395,0.054,0.539,4098,7.80,3.67,0.00,0.00,0.03,0.20,0.06,0.73,7.71,3.33,0.00,0.00,0.002,0.015,32,0.344,0.260,0.740,0.000,0.000,902,754,2,0.903,0.000,0.013,18143,0.097,0.535,0.005,7.20,1587,0,800.707,0.000,0.000,44572,1.00,18.08,0.000,0.000,0.000,5,7,10,32,1201,0.005,4.07,0.0061,0.000,1,0.075,0.000,0.077,0.000,2.32,2.06,4.94,0.00,0.000,1.00,1.00,1.00,0.075,0.00246,20.04,0.1364,6.84,22930.8,25049.5,132.125,0.0561,7.145
120000,216,1.504,0.081,8.43,5006,4598,69,0,277,0,80986.7,1008.1,0.007,0.465,0.020,0.507,3944,8.95,2.54,0.01,0.12,0.02,0.24,0.01,0.14,8.90,2.52,0.00,0.00,0.002,0.022,43,0.204,0.250,0.745,0.000,0.005,1227,1132,2,0.741,0.000,0.005,31441,0.099,0.359,0.002,8.05,1716,0,1008.109,0.000,0.000,72993,1.01,16.44,0.000,0.000,0.000,6,8,11,17,1933,0.007,3.25,0.0042,0.000,0,0.097,0.000,0.088,0.003,2.56,2.74,5.04,0.00,0.000,1.00,1.00,1.01,0.097,0.00234,13.63,0.1569,3.57,23350.8,25049.5,138.509,0.0564,8.036
130000,156,1.502,0.068,8.90,7022,6544,83,0,455,4,117061.9,1588.4,0.015,0.393,0.032,0.560,2972,8.92,3.69,0.00,0.00,0.00,0.00,0.03,0.25,8.90,3.72,0.00,0.00,0.000,0.000,29,0.314,0.301,0.692,0.000,0.006,1878,1626,2,0.679,0.141,0.013,19339,0.101,0.258,0.001,11.69,2384,0,397.109,0.000,0.000,93654,1.00,16.24,0.000,0.000,0.000,6,7,16,18,1392,0.005,0.90,0.0084,0.000,3,0.104,0.000,0.102,0.002,2.71,2.19,5.78,0.00,0.000,1.00,1.00,1.00,0.104,0.00415,40.22,0.2301,10.21,23671.0,25049.5,110.637,0.0706,11.648
140000,215,1.466,0.197,8.06,4040,3468,50,0,463,0,73638.7,1165.0,0.001,0.321,0.073,0.604,4210,8.41,2.96,0.00,0.00,0.11,1.56,0.00,0.00,8.31,1.84,0.00,0.00,0.002,0.035,15,0.884,0.214,0.786,0.000,0.000,1171,1070,1,1.000,0.000,0.000,5250,0.095,0.695,0.010,7.59,1217,0,1165.010,0.000,0.000,20541,1.00,19.68,0.000,0.000,0.000,8,8,8,45,1809,0.007,7.53,0.0041,0.000,1,0.044,0.000,0.098,0.002,2.26,3.08,3.07,0.00,0.000,1.00,1.00,1.00,0.044,0.00166,11.58,0.1499,1.83,21476.4,25049.6,136.743,0.0342,7.332
